weight logl C sigma mu1 mu2 mu3 a1 a2 a3 W lam0
1.000000000000000000e+00 -9.999999999999999673e+98 1.140437218644423751e+02 7.531504811193500126e-01 1.212780926186650959e+03 1.213403556097380260e+03 1.216306340822048696e+03 2.150340677301500989e+02 1.223926424122491028e+02 1.235126005436039804e+02 4.041777163620605684e+00 1.213890917106865572e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.556204946756362233e+02 2.350581397046369148e+00 1.210327283245077069e+03 1.219507518318348957e+03 1.219948520220972114e+03 3.104853146368077432e+02 2.167236977912860425e+02 2.614460754852123046e+02 5.067809927973304873e+00 1.216039551141875336e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.746349017072068932e+02 2.619492893671741207e+00 1.211115750919324455e+03 1.217098156620010514e+03 1.217480708072056814e+03 1.817819206411829498e+02 5.974970175811731110e+01 2.698392148933508565e+02 1.862002367921294255e+00 1.215173397241748035e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.155514119932862513e+02 1.544503087247962370e+00 1.211892791081140786e+03 1.211925674566065027e+03 1.212444615354939515e+03 3.759753666206594289e+02 1.673151282456641411e+02 2.847550597850752752e+02 3.841522293888707029e+00 1.212089201360334073e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.925217048325629889e+02 1.384779356374964410e+00 1.213699986300482351e+03 1.216157314813580342e+03 1.216476309890161019e+03 3.289278796611661733e+02 1.517006048160712623e+02 2.315245131673821106e+02 3.699079011709262677e+00 1.215126035467618067e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.912826133806566986e+02 2.224117361663403791e+00 1.210914469726297511e+03 1.213351703507983530e+03 1.216158351108964553e+03 2.561023043325403137e+01 1.483293958531475276e+01 4.373655309365265254e+01 4.400803691692662944e-01 1.214068443487828290e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.121073633504372538e+02 1.456219962715008975e+00 1.213730638850760215e+03 1.214821870275936817e+03 1.219231910440142656e+03 1.606476821245263693e+02 3.993683741630246686e+02 8.449326415349736408e+01 5.749036469855881570e+00 1.215128017732843546e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.698341699686312722e+02 2.465926482297831068e+00 1.212829892890290466e+03 1.219267941327805374e+03 1.219713179208243673e+03 3.309322252242043305e+02 3.990930310798879077e+02 2.160158869722125417e+02 3.506009425664228463e+00 1.217117528257158028e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.287888343408344554e+02 1.098929125341519208e+00 1.210174666903345042e+03 1.216680065945523211e+03 1.218212385385862035e+03 1.157855206657072387e+02 3.581668183335374351e+02 1.146200209883515413e+02 4.570057357844882873e+00 1.215698714172843211e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.778034055325257441e+02 2.582634930378470806e+00 1.210581754045584375e+03 1.212483322729363408e+03 1.216726083946299468e+03 2.614782385488161935e+02 4.833762797626657459e+01 3.959635161432633055e+01 1.257767943735661920e+00 1.211541109069218010e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.147112393937778165e+02 1.876698592778595742e+00 1.211829337161940202e+03 1.212153657908078230e+03 1.217295036237154591e+03 2.843939310246094578e+02 3.935810592923580771e+02 2.138929614411193256e+02 4.153801888882079574e+00 1.213283275563699135e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.933236365849632534e+02 9.573239707492016137e-01 1.211298546297698294e+03 1.213821423150709734e+03 1.216579036905008707e+03 3.082853928423015191e+02 1.884630231933482776e+02 7.519456433221888858e+01 2.958474144554523289e+00 1.212824106046641873e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.278151767342828578e+02 2.872091711458493180e+00 1.217434660398535698e+03 1.219514254609923682e+03 1.219592252590086900e+03 4.624764247680847973e+01 3.334458634654142202e+02 1.537496172006201789e+02 2.341560956516236747e+00 1.219356441777888904e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.269662947922389549e+02 1.337289656049476916e+00 1.213171440557521237e+03 1.217917547390434038e+03 1.218251129234461587e+03 1.640690173788004245e+02 2.292955458312334827e+02 1.693631919141353706e+02 2.479345030676385786e+00 1.216634169074711281e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.597645427215785503e+02 1.704845339967133278e+00 1.216594905046518988e+03 1.218619068417912331e+03 1.219882813810356765e+03 1.655998952149755041e+02 4.121957408635172726e+01 2.732202778919797765e+02 3.004670116509340794e+00 1.218640065898155626e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.914970566360343582e+02 1.092192508669242723e-01 1.212179147116997001e+03 1.217792203215123436e+03 1.219136044400989022e+03 3.763559933830983368e+02 7.429887123538576077e+01 2.874205395726063443e+02 3.854238896182623719e+00 1.215453336840249221e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.894165851671565406e+02 1.012187082590306764e-01 1.214288029625512536e+03 1.214854783681932304e+03 1.217879845921347851e+03 4.119688496265730038e+01 2.656119893798120302e+02 3.145298580518480662e+02 3.280276285447748741e+00 1.216348532335779055e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.879068015863992969e+02 2.254442813161444903e+00 1.212296396887926676e+03 1.214963439290927681e+03 1.215017516532613172e+03 3.100747330473643260e+01 1.750950140841438554e+02 2.574401275098473434e+02 1.610043987653487108e+00 1.214815067616116721e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.968334400799791979e+02 7.207605092225614074e-01 1.210786045593480821e+03 1.211475906599512200e+03 1.216536670430345566e+03 3.105929792995205503e+02 9.480499801894927714e+01 3.479635797764141216e+02 3.827406343092774499e+00 1.213528965319124154e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.041794757454946705e+02 1.504724755158275418e+00 1.212147920345506691e+03 1.213755551994231610e+03 1.214910215634683937e+03 2.800328411420528028e+02 3.498118529381162602e+02 3.730488844211258197e+02 9.626594598645462852e+00 1.213736164418553699e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.202925447203070917e+02 2.324831473640707191e+00 1.210291539558615341e+03 1.218016655325187912e+03 1.219442734772397671e+03 3.835584145098398494e+02 3.477521848019266031e+02 2.750625143652966926e+02 4.568348488392096840e+00 1.215462163236757078e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.905514851889824683e+02 4.605840413806202571e-01 1.211528512645628780e+03 1.214862907631045346e+03 1.219316807235253918e+03 1.058679354100410990e+02 1.735315204525049637e+02 5.064297891825542308e+01 1.732038112709941124e+00 1.214476754955640445e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.342094493651033247e+02 1.015129131307003441e+00 1.210445182447789875e+03 1.211167621459350130e+03 1.218426754821148279e+03 9.406566548036879283e+01 2.175905679443459917e+02 1.382854854300458385e+02 3.352533826666253880e+00 1.213247615456635685e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.768941545051408184e+02 1.744664141116133660e+00 1.211237122701423687e+03 1.216210720105814289e+03 1.217220342207889871e+03 1.676166545810179969e+02 1.892397515549766354e+02 2.346365877117948529e+01 1.373521465582665746e+00 1.214081018298302297e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.504998900418881647e+02 1.234379208739473155e+00 1.217332114732851551e+03 1.217955235553812827e+03 1.218609442594673510e+03 1.743444452522562358e+02 7.187693865256647996e+01 8.537873005824411621e+01 2.203324626156029975e+00 1.217796061038216294e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.663643684378914713e+02 2.611588179664573239e+00 1.217825701946138906e+03 1.218243059426702303e+03 1.218253648112496421e+03 9.787550317904477026e+01 2.790787418199382159e+02 3.171554243366755372e+02 2.605865316770043183e+00 1.218189046615851794e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.967610872661433348e+02 1.403012127341650706e-01 1.212761587045821443e+03 1.215521940122427850e+03 1.218328976597896826e+03 5.455989969935264128e+01 1.083676489562051870e+02 9.995935241105175351e+01 1.336071601957672605e+00 1.216016392150125967e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.619360045180268344e+02 1.674184325119286054e+00 1.213363004750467780e+03 1.214314853885265165e+03 1.217162642947799895e+03 3.196037522559415152e+02 3.939617322689430239e+02 2.395647268273008592e+02 3.638790372121559979e+00 1.214711457884658785e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.673533048652016078e+02 1.872171384073356926e+00 1.212371453141596703e+03 1.213906553437803041e+03 1.217549584664732947e+03 3.577719695452570932e+02 1.660019008779998728e+02 7.592351733840034456e+01 3.583421243128103839e+00 1.213451950637349455e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.567783340360294630e+02 1.936246444556062762e+00 1.212880653622229147e+03 1.213164481039511656e+03 1.215208946466463431e+03 1.128665133461399108e+02 2.208483463091826025e+02 3.041313658878115120e+02 4.068459009116334180e+00 1.214089079207865325e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.967363639206211303e+02 2.245552976962958081e+00 1.216606650639798772e+03 1.219368493366984239e+03 1.219746323937592024e+03 9.243687113442527448e+01 1.148723171031624872e+02 5.036964267580196974e+01 1.309767171550235476e+00 1.218451596512883270e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.922629499478713910e+02 2.310289191174300427e+00 1.211649217730953296e+03 1.213385453701182996e+03 1.216216702118816102e+03 1.011615880336347288e+02 3.555873912645822656e+02 3.790178356295915592e+02 2.859639975155515490e+00 1.214459261901510899e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.329700269425615318e+02 1.268270645333595903e+00 1.213697057245427004e+03 1.214762491195310304e+03 1.219081229809523848e+03 2.007145608927147862e+02 3.088496031110512376e+02 1.140066963664888391e+02 4.689559554948544928e+00 1.215209139735462713e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.357391937247311375e+02 2.876524564019779628e+00 1.210710702375999745e+03 1.213692715862865953e+03 1.219749856903191812e+03 2.975189206649164930e+02 3.948961085511641613e+02 3.547252927691560558e+02 7.714354957115470590e+00 1.214897344954467826e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.241295884782957728e+02 1.615996314016850288e+00 1.211852993576275821e+03 1.212584185069044679e+03 1.214983199647623451e+03 8.031333274746113204e+01 3.184771335184678378e+02 3.680417716476983969e+02 3.421378868894347836e+00 1.213659013576894722e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.029937639720579057e+02 1.651804935571996147e+00 1.215550742362629535e+03 1.216261728621738257e+03 1.217603231250553790e+03 2.750161163919606793e+02 2.719365472005135871e+02 1.693786193818033894e+02 6.955093739157038435e+00 1.216305966789372178e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.265679493441029422e+02 3.204973910109520929e-01 1.212089661697955080e+03 1.218432755793587830e+03 1.218806297509963315e+03 3.243583677709196422e+01 9.189651998524568910e+01 1.635032289215238563e+02 2.274158562064688471e+00 1.217930148419174202e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.871377878157214241e+02 2.112988458170911077e+00 1.213898212704862999e+03 1.214382189281376895e+03 1.217610959895188898e+03 3.232938123499980065e+02 3.526911061874534425e+02 2.435897089980449550e+02 3.202555241965082899e+00 1.215067319822026093e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.984478402239387265e+02 1.953502050440356408e+00 1.211636307528517364e+03 1.216188204258761743e+03 1.218799405052254542e+03 1.482436657993088716e+02 5.621616594702047820e+01 2.235288294280907735e+02 1.434048444958694102e+00 1.215975321981436537e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.832961619373809299e+02 1.007563123850571341e+00 1.210428215840061284e+03 1.215231016388130456e+03 1.216532314622919102e+03 9.042876227721015425e+01 8.693509483909784308e+01 3.176677291454779493e+02 1.747399551326101141e+00 1.215188734532950548e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.184297882875732455e+02 2.467914243261291052e+00 1.211080506884705756e+03 1.212664687130906486e+03 1.218656699157269713e+03 7.405789695692543972e+00 2.664046756404713960e+02 3.278844019955685098e+02 2.754637414836352161e+00 1.215910443876234012e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.117861852643561491e+02 1.374065887088041116e+00 1.212959034508010291e+03 1.215685473120453935e+03 1.219176925153159573e+03 9.382203149821846466e+01 2.405658026039691606e+02 3.766235868303970733e+02 6.360458756608952768e+00 1.217175130174119658e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.398121192273627571e+02 1.906430524030348739e+00 1.217596139822463783e+03 1.218110173633150680e+03 1.218123845891701876e+03 2.994898882143130550e+02 1.466252579220426071e+02 2.036421817209392486e+02 4.647360553920638182e+00 1.217877527268947233e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.847190029961546998e+02 2.884741737820089913e+00 1.211127763269251773e+03 1.216450957455578646e+03 1.218072069196754001e+03 4.226774318388684293e+01 1.505562585080069198e+02 1.746030031261873603e+02 1.290489924984190351e+00 1.216608952303168735e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.735916143372520537e+02 1.981048669395292006e+00 1.214246356621342102e+03 1.215376897559435974e+03 1.219898599701580451e+03 2.778682353405455387e+02 2.803790569662659209e+02 1.851424612235827993e+01 2.108111170827790204e+00 1.214977381479143560e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.179724702925670385e+02 2.885793734565586188e+00 1.214541506800396064e+03 1.216522512880646218e+03 1.217108563774144159e+03 1.778747727778438161e+02 3.352847940277497969e+02 2.740877629971288343e+02 6.673144402676152609e+00 1.216278953301926776e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.044087380037994990e+02 2.784172054203200020e+00 1.212357070676538115e+03 1.215245138946534325e+03 1.218575802419656611e+03 3.512078579903596847e+02 1.220098505838330851e+02 1.391769560418534297e+02 5.865358362953881688e+00 1.214345783189750136e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.827611028699409985e+02 2.726739387696275774e+00 1.210406902038030466e+03 1.211806695734157984e+03 1.215804064362971303e+03 1.788713363311447608e+02 4.295159079812638225e+01 1.393608007426496158e+02 1.277345873269036813e+00 1.212655830122818770e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.870062857305930777e+02 2.917279317373486336e+00 1.211086721341189332e+03 1.213021346505132442e+03 1.216865140319731154e+03 3.578296345351191121e+02 2.509479271444383528e+02 1.479202194188440274e+02 4.046376185389421565e+00 1.212857884428184889e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.044736394246827302e+02 2.709376498204098649e+00 1.210101611130198762e+03 1.210647378483795137e+03 1.218469925546900868e+03 1.114366876117269385e+02 3.128826710386148306e+02 1.984910844908890226e+02 5.961412338757740237e+00 1.213042790057854518e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.450209996061438176e+02 1.899030421543033587e+00 1.215528337758066073e+03 1.216408226454320811e+03 1.217849858495853823e+03 1.360805650901561989e+02 2.427591244822690726e+02 3.875763387175268235e+02 3.127960581019254338e+00 1.216981031172943176e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.732307891840777074e+02 1.416471526434150308e+00 1.210643455893381315e+03 1.210692591039625313e+03 1.215957334610969156e+03 3.577659544520375334e+01 3.018417948192249014e+02 2.758614396759339229e+02 3.541401807553214542e+00 1.213057105375829451e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.202634549333077985e+02 2.161352548142396746e+00 1.213631608251817852e+03 1.213929799246192715e+03 1.215929387922563819e+03 1.987106871176094103e+02 8.180655697063050980e+01 3.048788696947261201e+02 4.867614306503982746e+00 1.214869980749218485e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.514803912858298247e+02 2.283528490472364947e+00 1.212316795507560073e+03 1.214539510340656079e+03 1.217621866431086346e+03 2.134392473935691612e+02 4.661213254503104864e+00 3.045242639253656876e+02 2.078192744576369488e+00 1.215427791389407503e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.930057802112908405e+02 1.138944835058369742e+00 1.213283459099714264e+03 1.213349630475466029e+03 1.218457314594179252e+03 2.951249837268185843e+02 2.986174413078668408e+02 2.191114509290626700e+02 4.211551980846820697e+00 1.214702423744296766e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.529947586367515839e+02 2.928562312973152615e+00 1.212096682454076927e+03 1.214023580672076150e+03 1.215504840108352937e+03 1.429215146591621135e+02 3.861657289623433940e+02 3.043507661589508189e+02 3.294289629838149658e+00 1.214234066911414857e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.485601301640896850e+02 1.069622764924744285e+00 1.211304837811818288e+03 1.217963783105798029e+03 1.219108443108156962e+03 7.942688806797493228e+00 1.904524042785591575e+01 3.843376978752721840e+01 2.632027066408107463e-01 1.217827798694373541e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.439578461830658682e+02 1.702761517997976037e+00 1.212302857624337548e+03 1.216223429447018816e+03 1.219592194117230747e+03 1.663337071357326522e+02 1.141226749249127295e+02 1.329131020157133491e+02 1.694429962158980674e+00 1.215729028454801664e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.241815450220728820e+02 2.340975926287869768e+00 1.211448676412593159e+03 1.212460905804693766e+03 1.213965212215334304e+03 8.278056054605573877e+01 2.427662935972959417e+02 1.942190071863411163e+02 4.185532248268501121e+00 1.212861801663006190e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.132423925747468019e+02 3.303807778810085027e-01 1.216537368136854411e+03 1.218082779335946043e+03 1.219232887333929511e+03 6.074400415190650904e+01 2.130088213112624658e+02 3.806682553422932074e+02 5.778940782918418506e+00 1.218608335664800961e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.110397263534103729e+02 5.522840280853731354e-01 1.211271863540169534e+03 1.213130167803122504e+03 1.218359519213948943e+03 2.440876812324757452e+02 1.859877910301289887e+02 2.543667695757013973e+02 6.163940278994435751e+00 1.214410895369593391e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.373339229563466404e+02 1.439245411467331426e+00 1.210479556946435878e+03 1.214388720978173978e+03 1.216539250565230304e+03 6.772528350147607057e+01 7.050674989140976834e+01 4.661482806772747267e+01 7.788472004257588344e-01 1.213498780656503413e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.708052497875322615e+02 2.730004240145771810e+00 1.215151809860327830e+03 1.215896112629429126e+03 1.216372717520553579e+03 3.601907554503501956e+02 2.317870480360367935e+02 1.953115728108848259e+02 4.609280904870285411e+00 1.215673825207471964e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.219917206638819067e+02 5.377434022007191450e-01 1.215660580811393174e+03 1.217227458136927680e+03 1.217738070451787962e+03 1.889807219425017877e+02 6.429987710816087088e+01 2.432508749638428185e+02 4.070206332957426731e+00 1.216881251048728473e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.013059532584031217e+02 5.915968858764161231e-01 1.211277860945456723e+03 1.215374918356316584e+03 1.216981652277869671e+03 2.201435299804693955e+02 2.961992007872256139e+01 3.095659244144509330e+02 2.778503891316462138e+00 1.214651640395765298e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.753285462417861140e+02 9.937864312071604811e-01 1.213650451783077187e+03 1.216703268881960639e+03 1.219064795898840430e+03 1.666825676360621173e+02 1.148280850659192538e+02 3.256463087769441245e+02 2.205208903205178927e+00 1.217131776138016903e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.830748675063322253e+02 2.450725770497492739e+00 1.210363715296793544e+03 1.214858044514361382e+03 1.215715785105447139e+03 1.137787207915646803e+02 3.140244488386077819e+02 8.107368871313580527e+00 1.539912540952562470e+00 1.213700914862123227e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.839175088230335291e+02 2.509000216843391140e+00 1.210801200946421659e+03 1.211719751774745191e+03 1.214976599606960690e+03 3.349803619144228151e+02 4.720004518445550445e+01 3.068330806829170001e+02 2.426808725668479827e+00 1.212723523365620849e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.775872079316135341e+02 2.283463448602141010e+00 1.217457843618001561e+03 1.218583394041442034e+03 1.219733719382050367e+03 2.086358572144516472e+02 1.275425107738699104e+01 3.493167425725117141e+02 2.055955154118448647e+00 1.218876009634183447e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.939536136653320852e+02 2.762830844357207827e+00 1.214300083390880673e+03 1.214921563638610451e+03 1.218072837400997969e+03 8.993514882367898622e+01 5.465407774839050603e+01 1.288171971287300153e+02 1.409648516126972728e+00 1.216201874942739096e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.677943907214598767e+02 8.967361017286321623e-01 1.212997341902136213e+03 1.219474176484761074e+03 1.219833555353072597e+03 1.752370728884181972e+02 2.890508242268036270e+02 1.207193113679054335e+02 2.184538693686115529e+00 1.217608220734969109e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.072604455195951658e+02 2.648543579980572105e+00 1.210790056827267563e+03 1.210934377686795187e+03 1.218265917244926868e+03 3.081120845964964019e+02 2.520368403432046023e+02 3.166748734507731911e+02 8.174717102310461669e+00 1.213531532742430272e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.723819354431573174e+02 1.897712690718463380e+00 1.210499273693131954e+03 1.214507052963516799e+03 1.214750096631573570e+03 2.765818663444933350e+02 2.848600839124325717e+02 1.984036209812065294e+02 4.407918783860564460e+00 1.213111692686594779e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.039028291189247284e+02 2.641361378652018921e+00 1.215044403246207139e+03 1.215304425065900887e+03 1.217214837897264260e+03 4.079004547167643580e+01 2.585619216907292639e+02 3.502956071694916318e+01 1.639906269688536034e+00 1.215472839334413038e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.462358075482345896e+02 3.522123167246676845e-01 1.213887714021107058e+03 1.217096802054808904e+03 1.218266247468251322e+03 2.060063547248685012e+01 2.016265943315148945e+02 1.332729952520257939e+02 2.431006680349263593e+00 1.217349252641127350e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.963814783684388487e+02 3.733705747586192336e-01 1.213181063435324859e+03 1.213836134147316443e+03 1.219048620988826542e+03 4.395557219425700879e+01 3.139549214875299867e+02 6.262922899631098517e+01 2.141442900684896511e+00 1.214543938922970710e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.461195099687331833e+02 2.277491828069132307e+00 1.213290072409762161e+03 1.214415901524696437e+03 1.214948809380764033e+03 3.242461029040219387e+02 3.485035790927094013e+02 3.142562318943418376e+01 2.861111275882287419e+00 1.213921282160727515e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.379355433491663518e+02 1.165697628552467391e+00 1.211269865836673034e+03 1.211507896349461589e+03 1.217923570064765727e+03 3.789660732899923232e+02 1.947400224770571526e+02 3.846231775551878229e-01 4.162021658850951766e+00 1.211355067068219341e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.999071809170321217e+02 6.170256978424877303e-01 1.212408775176712197e+03 1.212712334177582989e+03 1.214023322954270270e+03 3.849166416610952410e+02 2.480320937946105460e+02 2.312796426717182499e+02 4.323148243914792133e+00 1.212927971744427850e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.456440555725066872e+02 1.350693882120587441e-01 1.212590876610418263e+03 1.213024898293690512e+03 1.219651368714579348e+03 1.065930115166239460e+02 3.472351616808700214e+02 3.290980085577069758e+02 5.375613708898905330e+00 1.215751201987114428e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.773638937983588448e+02 4.137732605027967248e-01 1.214912270608137533e+03 1.215709876582860261e+03 1.217443928723252156e+03 2.082075973968144353e+02 2.331015183248220808e+02 2.005281613762008988e+02 2.314062109195970329e+00 1.215992905740341484e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.234145933305662197e+02 2.871193867006468281e+00 1.210262831798413345e+03 1.215945692898316111e+03 1.219008040103059784e+03 7.877133870442820651e+00 7.064809602344377026e+01 2.604049237407047031e+02 1.517045724641215454e+00 1.218166462058557954e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.331498614849888327e+02 1.865956990627620771e+00 1.214043759740855421e+03 1.215581651271804049e+03 1.217215940825203688e+03 9.463377150181631237e+01 3.852660612867582017e+02 2.896337473066554935e+02 3.300596342600769173e+00 1.216007635192818043e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.294341523353194816e+02 9.975463781388195228e-01 1.210650133737100305e+03 1.213544701488519650e+03 1.219214915413085464e+03 8.134169022726310061e+01 3.127676714884607918e+02 6.927382663477192182e+01 3.580068938451645533e+00 1.213884265777795690e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.398418257290857412e+02 4.269234859522706982e-01 1.211225255095860575e+03 1.215229387878566968e+03 1.219546748118510550e+03 3.492845097779812704e+02 3.476384077008493989e+01 2.654499558261114771e+02 2.708027694501546012e+00 1.214840567047724562e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.605641868072917759e+02 1.617824757533733226e+00 1.211925100100298323e+03 1.215454887710633329e+03 1.218981288882098852e+03 2.285865075360947856e+02 3.145306480764486992e+02 1.925298501553914434e+02 4.581638162256282953e+00 1.215280994074069213e+03
