"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.005117367140724411e+02,5.713807217226947444e+01,1.986354648438534980e+02,1.354410981730468677e+02,2.665438703217924967e+02,1.558631260784046679e+00,8.288239216039786639e-01,1.606882041102962955e+00,6.284590043869690001e-01,2.546764260233646660e+00,1.215292062816955649e+03,2.867994225157433075e+00,1.215515353216263975e+03,1.211749285647041916e+03,1.218687141562919805e+03,1.968684389920665865e+02,1.183014299891004697e+02,2.014305877452234199e+02,5.632574581785054590e+01,3.380666794745954462e+02,1.068582244970829986e+00,7.551582823705748071e-01,9.428934139881581800e-01,2.920690377769104562e-01,1.850514455262607383e+00,1.215292062816955649e+03,2.867994225157433963e+00,1.215515353216263975e+03,1.211749285647041916e+03,1.218687141562919805e+03
