C sigma mu1 mu2 mu3 a1 a2 a3 W lam0
1.927106328353605988e+02 6.074634365167516092e-01 1.215708115851883122e+03 1.218611936239380384e+03 1.214273919039281964e+03 3.623799169360283372e+02 2.311238745249079329e+02 3.297546079001383745e+00 3.096878095199893988e+00 1.216824756929722980e+03
2.029534306302409732e+02 7.129046773395327774e-01 1.212235081687151478e+03 1.215732707703902406e+03 1.215774531542208933e+03 5.729848703302795343e+01 5.487474212865735268e+01 2.730195487300974833e+02 1.897936766555880617e+00 1.215242070380583755e+03
2.124625844919662541e+02 8.812008711811626371e-01 1.211311367212495043e+03 1.215628386973740589e+03 1.211063301585759064e+03 2.921942785347010840e+02 3.897978317107828872e+01 3.361957543583355914e+02 3.141116906112708662e+00 1.211438549895446158e+03
1.971991703243216989e+02 7.547513684882611873e-01 1.215762093544379695e+03 1.215391469051580543e+03 1.214794550814422792e+03 1.023016810032308967e+02 1.880585386610463559e+02 7.284001826522228384e+01 1.841793945340468586e+00 1.215376149604944658e+03
1.978933482061316909e+02 6.006432755456002637e-01 1.216268102067762811e+03 1.215489206031798631e+03 1.218356682034711866e+03 2.364836290453293373e+02 8.641262524387285282e+01 1.816096278658835104e+02 2.549382719168393319e+00 1.216886528513007079e+03
2.031913456168015273e+02 6.997845978193567573e-01 1.215472498063233388e+03 1.215997413834179724e+03 1.216931282118888021e+03 1.370042279075840952e+02 1.752557452749782954e+02 1.214072380634637369e+02 2.134279931704763378e+00 1.216093023297314630e+03
2.219970931333906492e+02 8.874223259553724041e-01 1.211459922552304988e+03 1.215688785578984607e+03 1.214609707994375867e+03 1.331351045404393085e+00 9.619243265093822970e+01 3.212812777766480963e+02 1.886533988178596077e+00 1.214847540907357370e+03
1.991303405643744782e+02 6.588192743784809791e-01 1.211754950699776145e+03 1.215727298554454819e+03 1.210552994393166273e+03 9.500586960021709615e+01 1.710373219638195863e+01 2.313878255424295389e+02 1.724987896698662038e+00 1.211143079793160041e+03
2.034195003094780532e+02 6.074540494630502607e-01 1.215689653182526172e+03 1.218672452125302925e+03 1.215884605150418338e+03 6.857127098360173534e+01 2.255146171338340650e+02 5.585402156457766942e+00 1.473168943085496174e+00 1.217937962141631488e+03
2.008393202896681942e+02 5.224413095448078304e-01 1.215059050413007526e+03 1.215836337316563458e+03 1.217793373243742508e+03 1.395497842814480975e+02 5.763342865772692392e+01 1.779516073779717829e+02 1.867835540252248849e+00 1.216475540760859076e+03
1.953406263401967067e+02 6.354132299861894317e-01 1.210609197913358912e+03 1.215607013216235373e+03 1.210432565056740714e+03 1.666268700626146710e+02 1.239055246027002077e+01 2.376008397883302052e+02 2.132778368313669404e+00 1.210657101664672155e+03
1.957147606042291272e+02 4.897003371639198077e-01 1.215906264735177501e+03 1.215559542825659037e+03 1.213384204504983018e+03 3.375285935087491680e+02 1.516516307601090432e+02 4.455897525989831109e+01 2.727127978906375372e+00 1.215597197380661328e+03
1.926697138521122952e+02 6.324944415026344524e-01 1.215744285228554872e+03 1.215432241226824544e+03 1.216341902483226477e+03 1.082267318454881462e+02 2.217952900446728677e+02 5.628419918199241145e+00 1.742102767983533917e+00 1.215548110158276131e+03
1.966840218013856543e+02 5.851350106704267251e-01 1.217498331112887627e+03 1.215811850322564624e+03 1.218724380776973021e+03 1.550958129800275742e+02 3.970375196096862513e+00 2.021714970268099023e+02 1.836639712237109645e+00 1.218165970023216914e+03
2.086573576958700187e+02 7.697374791129413252e-01 1.215362022798758971e+03 1.215852507298351838e+03 1.211394432668193303e+03 2.195850167184177337e+02 1.258006146838838220e+02 1.887792138767074732e+02 2.560009630993145713e+00 1.214075350153852014e+03
1.994866747305586614e+02 5.357902122977130643e-01 1.215694379541595254e+03 1.215677036172176258e+03 1.214306629546035765e+03 3.778306419977928385e+02 5.394449824631749379e+01 1.616728676821537931e+02 2.974875433298081351e+00 1.215314738700679072e+03
1.921130840094208452e+02 5.419549969977263126e-01 1.215552638764663243e+03 1.216434748884679038e+03 1.218377989335443999e+03 2.056748789691622221e+02 1.597664172961985116e+02 5.153542457095089446e+01 2.170475389463134785e+00 1.216239816730349048e+03
1.996272666535733151e+02 7.251329608151942940e-01 1.215737776026993743e+03 1.210194047062833761e+03 1.210035970378023876e+03 1.646377145746351118e+02 2.692279569831941330e+02 7.019045797416097798e+01 2.524986380776895079e+00 1.211982759349332127e+03
2.012129238275109628e+02 5.043420960415924137e-01 1.212318362500197736e+03 1.215750099960459693e+03 1.218967490747676266e+03 2.145042851552684908e+02 4.151847718296109946e+01 2.088600143300088803e+02 2.310402174100693262e+00 1.215612133771885510e+03
1.986777059777212457e+02 6.896340784009787894e-01 1.215622786710040145e+03 1.210717656263252138e+03 1.219016582305767770e+03 1.394638333125510030e+02 2.660263030726414399e+02 3.858013141891586173e+01 2.235128826451741713e+00 1.212979149601523204e+03
1.989307011414849171e+02 6.735738278241050203e-01 1.215860190870517727e+03 1.215164099829996076e+03 1.217694036475540543e+03 3.593526932112359304e+02 2.139354343515981043e+02 5.232750890696087254e+01 3.144892331248760442e+00 1.215775541504702005e+03
1.961250222852460183e+02 7.231711200444849164e-01 1.215480186358693345e+03 1.215821052417185456e+03 1.215818882982111063e+03 2.144375055051582137e+02 1.134704742969994129e+02 1.549954051915030391e+02 2.462222205850518986e+00 1.215668991524582907e+03
2.044982128511992698e+02 7.563882457865016562e-01 1.216671502605869819e+03 1.215653599916776557e+03 1.212063464481203482e+03 2.513259509993930294e+02 9.819634914904288081e+00 2.872623021813619175e+02 2.681724600178788886e+00 1.214239533442099628e+03
1.975270364343198253e+02 6.132674403372161409e-01 1.215741926121464530e+03 1.210318434157833735e+03 1.214525011227084178e+03 2.575782104548794109e+02 2.402402416615453546e+02 4.496144586101842577e+01 2.747876482002119314e+00 1.213240626279314256e+03
1.978933482061316909e+02 6.006432755456002637e-01 1.216268102067762811e+03 1.215489206031798631e+03 1.218356682034711866e+03 2.364836290453293373e+02 8.641262524387285282e+01 1.816096278658835104e+02 2.549382719168393319e+00 1.216886528513007079e+03
2.020993073078720954e+02 6.632933858670621019e-01 1.214685190592768095e+03 1.215871373087775510e+03 1.219977269821565415e+03 3.600522117825292980e+02 7.929168945329047347e+01 2.151646305328030735e+02 3.238549109777817847e+00 1.216568623162718723e+03
2.020537111033046926e+02 7.097519038134612046e-01 1.216172416673430007e+03 1.215662064380829179e+03 1.213225331207366708e+03 1.884780818430602665e+02 5.325537443831959372e+00 2.667452385237319845e+02 2.279338772328501239e+00 1.214459593153274909e+03
2.063670683238121910e+02 6.479480620792551493e-01 1.210402361663112742e+03 1.215841932411707830e+03 1.213124685249252025e+03 3.832015429885257163e+02 3.971637702292474614e+01 2.652267499005962463e+02 3.334566292487489036e+00 1.211765553329980321e+03
1.946409190495712664e+02 4.952580933902086535e-01 1.215508436076437874e+03 1.215949084517192432e+03 1.217392909662575903e+03 3.129192967350404615e+02 1.228145020396226101e+02 7.376228816776259123e+01 2.617620639227802304e+00 1.215887479424327012e+03
2.016196554952525162e+02 7.118533334025127779e-01 1.215691917975474098e+03 1.213008218768690540e+03 1.216021444617894531e+03 2.080734946679615121e+02 2.534788435487425886e+02 1.708208408622692076e+01 2.373947228147115673e+00 1.214282424762871642e+03
1.982285196196625634e+02 6.109156184598325545e-01 1.216634897611127826e+03 1.215576830857447021e+03 1.211809692750875001e+03 6.305288403350677129e+01 5.421748299135504823e+01 2.132387259917010169e+02 1.667313531124101411e+00 1.213348191507655429e+03
2.004472864581397289e+02 6.669410178200156913e-01 1.219687373233350854e+03 1.215633931660993312e+03 1.217378705273120431e+03 2.841836795462304508e+02 1.541637683825248217e+01 2.580340340657642173e+02 2.781948812096791901e+00 1.218507021635161436e+03
2.004520432496802869e+02 6.877125478525650815e-01 1.215004768128416117e+03 1.215718848118553524e+03 1.215077789794718910e+03 2.791842232787698777e+02 7.289004094829384606e+00 2.667266856043395364e+02 2.759761906187609082e+00 1.215049384474918270e+03
2.059978621540337826e+02 6.397696169669155886e-01 1.214632042688392630e+03 1.215686693403229128e+03 1.213695431824308343e+03 2.671004748948442966e+02 3.764389288098313813e+01 2.283357061760371494e+02 2.587794205132365910e+00 1.214305336527279678e+03
2.132474446282301699e+02 9.014316842293274012e-01 1.215750813881179283e+03 1.212066132804013932e+03 1.213675772050254182e+03 1.162901048055926765e+02 3.282520927443073333e+02 5.382586547260535426e+00 2.109871866842518262e+00 1.213037752920626644e+03
2.092232011471568001e+02 7.580573322578585405e-01 1.215748407674861483e+03 1.211027914006741639e+03 1.215747568293880704e+03 3.564513740045794066e+02 2.589530148946592476e+02 3.262280386237015506e+01 3.097300821364548096e+00 1.213862046324958101e+03
1.987360634970313242e+02 5.976889143174510810e-01 1.216341627430823337e+03 1.215422414345002835e+03 1.210873007766602313e+03 6.980194256954517584e+01 8.527673788969319446e+01 1.700657090593958287e+02 1.636061335810302442e+00 1.213240198629763199e+03
2.075731581602300366e+02 8.244609144212424745e-01 1.215582666900343156e+03 1.216814381158077140e+03 1.210197465318489549e+03 1.863248481156254286e+02 2.628331325260940048e+02 3.194409067631199406e+01 2.317747032333818069e+00 1.215898005283070688e+03
2.020816343336989007e+02 7.748746929262109173e-01 1.215585372533960935e+03 1.210889537316809310e+03 1.214733063809359919e+03 2.257744965666618953e+02 2.718537621544858212e+02 2.719059453997694220e+01 2.597063582702856532e+00 1.213108793723734607e+03
1.994412187919571124e+02 6.134179964081394321e-01 1.217790448905905578e+03 1.215662211404710661e+03 1.215447147881815681e+03 1.531740439171598211e+02 1.294646339193925044e+01 2.603153010080122840e+02 2.138152839719350329e+00 1.216295381540777271e+03
1.937193120084373561e+02 6.894607682247487768e-01 1.212576365187510874e+03 1.215725500395166364e+03 1.211539366311144704e+03 3.061156394547881376e+01 1.116142528447726612e+01 2.300710834551337882e+02 1.403288447943950246e+00 1.211828014797940114e+03
2.119935823288459460e+02 8.245922835176106025e-01 1.211228202924938387e+03 1.215793334672486708e+03 1.211723974342342217e+03 6.197050452541865440e+01 5.525770611137406263e+01 3.136084925993718571e+02 2.032310122331192126e+00 1.212174586629690111e+03
2.089109340492702245e+02 6.510894218313088011e-01 1.215283868648215730e+03 1.215942557118014975e+03 1.216137136662692683e+03 1.521558509324818829e+02 1.054845823531450151e+02 1.460733142193870435e+02 1.932468251804382753e+00 1.215764707277391381e+03
2.094974495945713215e+02 8.232216107532404070e-01 1.216759968578940516e+03 1.215560993509563104e+03 1.211877814457975774e+03 5.139434556802011400e+01 8.120510616088735034e+00 3.344742230072116058e+02 1.880639024263949022e+00 1.212590586525604976e+03
2.057256867174783963e+02 6.467995504677532814e-01 1.216346780027595059e+03 1.215605827088877959e+03 1.212168901754783064e+03 2.327402363385218962e+02 3.242410417403699796e+01 2.436086635111459486e+02 2.473065041811716824e+00 1.214299124060423310e+03
1.941657578711389078e+02 6.989565357376935628e-01 1.215764189726573022e+03 1.210193258173454069e+03 1.211094167589023755e+03 1.904070601126421991e+02 2.390174751456454487e+02 4.615213948507139463e+01 2.449333394094044269e+00 1.212511125416888262e+03
1.976368624369806355e+02 5.749114882019296102e-01 1.219500890748154461e+03 1.215677818778897517e+03 1.210997874111478268e+03 2.573222950578158361e+02 1.916198795453733084e+01 1.918794622134501537e+02 2.369819776789604759e+00 1.215860959314862612e+03
2.007551984118831854e+02 6.460144477659198747e-01 1.210620838937994449e+03 1.215687331464711178e+03 1.213299351082431031e+03 9.588367393476193001e+01 7.743191128214705543e+01 2.407695011704706474e+02 2.062636931262991080e+00 1.213125667696220034e+03
2.001558686914518148e+02 6.453407980324947779e-01 1.216539283648378841e+03 1.215641252433351383e+03 1.218134877424633714e+03 9.821411477307554483e-01 1.629409097985982413e+01 2.313806410370750370e+02 1.242316174840619070e+00 1.217965171877212924e+03
1.957509348684172892e+02 6.482305273044006722e-01 1.215721122740475039e+03 1.215640362687930292e+03 1.214539985360785977e+03 3.987277329460323472e+02 9.676871538582770427e+01 1.413510514091519497e+02 3.253356108715891537e+00 1.215446692744144457e+03
2.004409632574700879e+02 7.863368394916765425e-01 1.215855719706070204e+03 1.210854207779914077e+03 1.214437473963611637e+03 2.519848275751963627e+02 2.530093842999203844e+02 3.961962310333024817e+01 2.717078515926310889e+00 1.213429009751406966e+03
2.035654078912006639e+02 5.979614084408875208e-01 1.210638022698341729e+03 1.215771248901479339e+03 1.218240845952918335e+03 8.679740723487444143e+01 4.119643708590400166e+01 2.442335043250536728e+02 1.828539300964022063e+00 1.216194666518520989e+03
1.918325197902615855e+02 7.314146186486049084e-01 1.215665845596927284e+03 1.212259355020683643e+03 1.219818763247440302e+03 3.792995940323658601e+02 2.458970020069461384e+02 3.858008133109836990e+01 3.460188492004092176e+00 1.214645282593676257e+03
2.031337114754536515e+02 8.948498555617400152e-01 1.219592407709456893e+03 1.215727965181077479e+03 1.213116707354984101e+03 2.097530999896785602e+02 7.612103717841364414e+00 3.166291061116877472e+02 2.628782322444469077e+00 1.215697587645314798e+03
1.949599089406949588e+02 6.603420244175173259e-01 1.215636633357800292e+03 1.210769096819498827e+03 1.212838843520189357e+03 3.055610732142650363e+02 2.601778231931034497e+02 2.070027641855582345e+01 3.007998803509463137e+00 1.213378359788751368e+03
2.000065062097648934e+02 6.841582643222685611e-01 1.215662971641512968e+03 1.210068035065908134e+03 1.218908933599054990e+03 3.979519209682928818e+02 2.438103284977595990e+02 2.679105496579464329e+01 3.342657781995725941e+00 1.213752666852448783e+03
2.046423587709318497e+02 8.828699526547361121e-01 1.215694837636515786e+03 1.210659707041850652e+03 1.217541061801211754e+03 3.616669389318755066e+02 2.974912141516468296e+02 4.410282918943607910e+01 3.436536729231896459e+00 1.213680672993881899e+03
2.062713473349721767e+02 8.331384434261536187e-01 1.210073453689590906e+03 1.215772985574444419e+03 1.211303592444592141e+03 4.665939277876932323e+01 1.031620214483401412e+02 3.098798511919105749e+02 2.228623952664123831e+00 1.212181715114567851e+03
2.094464219270206797e+02 8.303211575890551144e-01 1.215689552742352816e+03 1.212781775381052967e+03 1.210685833626730073e+03 2.141905224400437362e+02 3.270121200142692715e+02 4.744183966304632349e+01 2.810477623353556442e+00 1.213670908016123349e+03
1.975521076710905390e+02 7.174231304499798512e-01 1.215695705902173131e+03 1.213764903628493585e+03 1.217903443309480281e+03 1.399681199015131767e+02 2.469423167078590495e+02 9.630506345165871451e+00 2.007272651399645280e+00 1.214546933838275663e+03
1.961599477310901420e+02 7.358194639415166494e-01 1.212352087729341974e+03 1.215731228675098464e+03 1.213738259311621277e+03 2.035531515892592935e+01 4.869315579029498053e+01 2.782172335361636897e+02 1.770319112041367715e+00 1.213936459155114107e+03
1.999228697562421075e+02 6.604849334493433366e-01 1.215676308720400129e+03 1.210746380630357180e+03 1.212389243511162022e+03 1.754687248090245930e+02 2.482866349014960008e+02 4.340667261938236265e+01 2.336711317216958239e+00 1.212750737452583962e+03
2.008921879566903783e+02 5.983621711058746406e-01 1.215718009345654082e+03 1.210133115677843080e+03 1.217438611220405164e+03 2.680094684596667207e+02 2.177046091888346950e+02 2.820643939543949585e+01 2.558190650772020902e+00 1.213446597712737685e+03
2.007109929418496392e+02 6.274286587871505949e-01 1.215999985110427815e+03 1.215297284049363952e+03 1.211632376554438679e+03 9.184673772939079583e+01 1.441711017371659125e+02 1.315199538684746017e+02 1.831179189280953024e+00 1.214161434424706158e+03
1.922303099735067349e+02 7.037565102705803932e-01 1.215538144346601712e+03 1.215996660717122722e+03 1.211911066768967885e+03 1.740966921222658570e+01 1.152820426178057716e+02 1.157739486103194935e+02 1.292541537672157181e+00 1.214060827969518868e+03
1.895551274435890718e+02 5.385109225313003956e-01 1.215739859643602358e+03 1.210463726587933252e+03 1.210656786865959020e+03 3.386850076287419711e+02 1.986902639878554169e+02 1.719674929579429445e+01 2.925650328701503433e+00 1.213691922576732622e+03
1.894055615607805407e+02 5.055301142902883793e-01 1.215807878510295950e+03 1.215250552600642322e+03 1.212634802904402022e+03 3.785183990503482505e+02 1.431360899603228347e+02 4.935906740142623761e+01 3.014766576581534352e+00 1.215393889207261054e+03
1.970605041062023588e+02 5.949003526173024525e-01 1.217716018756083486e+03 1.215736992221244691e+03 1.215141770560178657e+03 3.890616617492863156e+02 9.843633458862585783e+00 2.436211114741124391e+02 3.260553958270516084e+00 1.216709644524945134e+03
1.960653619007986777e+02 6.459270920641037028e-01 1.212470749715505690e+03 1.215832390412193035e+03 1.212553283138137203e+03 2.037313716908234369e+02 2.483364422998457144e+01 2.272950767992134899e+02 2.325041446896003450e+00 1.212695031751504985e+03
1.981431240851325697e+02 6.920889767236425572e-01 1.219342314900490692e+03 1.215697660775254690e+03 1.213896317246014405e+03 2.921430045623262828e+01 4.514661750456851586e+00 2.499283288536937278e+02 1.431577766677935903e+00 1.214485878924008148e+03
2.025237587836455475e+02 6.084276982542846657e-01 1.218238411058484871e+03 1.215664902545471477e+03 1.213774908529061804e+03 2.077505126893137799e+02 2.776171417630993687e+01 2.591189317413272306e+02 2.442336452659667145e+00 1.215755706534823275e+03
2.071992163792767769e+02 7.011946541311361303e-01 1.215486738244405842e+03 1.215705451952932208e+03 1.210859695600031955e+03 3.994370447164614575e+02 5.574994886496950386e+01 2.324215116982108214e+02 3.318586417918584441e+00 1.213940464514707401e+03
2.000447434768978212e+02 6.860602889186506737e-01 1.215888734025866142e+03 1.215717760881999993e+03 1.218431579947603723e+03 1.509975344632202052e+02 4.437961319082499045e+01 2.116474321422758749e+02 2.034667708443568035e+00 1.217192338559882273e+03
2.086573576958700187e+02 7.697374791129413252e-01 1.215362022798758971e+03 1.215852507298351838e+03 1.211394432668193303e+03 2.195850167184177337e+02 1.258006146838838220e+02 1.887792138767074732e+02 2.560009630993145713e+00 1.214075350153852014e+03
2.058237565380527485e+02 6.827829275523289443e-01 1.215199605834762224e+03 1.215906678546723469e+03 1.215089409946697970e+03 8.873956370608178190e+01 9.875617301136183812e+01 1.985907702780839656e+02 1.875811196382220158e+00 1.215323785022362017e+03
1.989048784536641392e+02 6.870384994689346936e-01 1.215638825197263941e+03 1.219784857649233800e+03 1.216410409268770081e+03 3.544612296594862073e+02 2.424752600014058146e+02 4.286369725543225151e+00 3.022665226014016326e+00 1.217316435380615758e+03
2.058696214279545416e+02 7.210871379773262646e-01 1.210182990125177867e+03 1.215745755419071429e+03 1.218217534365935762e+03 2.422767013353516745e+02 8.822654176106797763e+01 2.763838425947097335e+02 2.947919569102202875e+00 1.214650710429654055e+03
2.093721558858883895e+02 8.368149595494307480e-01 1.211499113290945616e+03 1.215776999598647762e+03 1.212708099557401283e+03 6.375214189596363212e+00 6.025747366450000442e+01 2.810483758430795547e+02 1.660588831528621911e+00 1.213217809850878439e+03
2.032587009822848358e+02 7.993415927812560495e-01 1.215673131981232700e+03 1.215699370945064857e+03 1.212851239281736071e+03 1.979365070530312494e+02 1.531302735143777625e+02 1.270078587058892907e+02 2.352050057207466072e+00 1.214931857417722767e+03
2.059970136167138151e+02 6.572433161399988677e-01 1.215695591209310123e+03 1.215767206549961202e+03 1.218455227136925714e+03 1.066248245736040019e+02 1.797866506409552585e+02 8.845821579578532123e+01 1.819782162996993469e+00 1.216381130634864348e+03
2.067594275984374406e+02 6.972556426337473967e-01 1.216338323775943991e+03 1.215554382551406661e+03 1.219890920624981845e+03 1.948813804088352413e+02 9.417239694888512247e+01 2.148164639556203497e+02 2.436987987275452738e+00 1.217706395577508829e+03
2.053719336968241578e+02 7.264790850044350323e-01 1.215730102267473740e+03 1.210593367456021724e+03 1.215896291232564181e+03 1.714794966113578312e+01 2.742854701281067378e+02 3.522863848222020522e+01 1.590587634791862381e+00 1.211434907658292559e+03
1.956794213544307581e+02 7.670782538675203766e-01 1.215745752220804206e+03 1.215203767814630282e+03 1.213299943481673836e+03 2.849835697793445206e+02 2.144346058806805218e+02 4.398512008513149141e+01 2.777007883526493082e+00 1.215333904509574495e+03
