weight logl B
1.823185839832665423e-22 -3.334915146443927370e+02 5.263643955723982515e+01
3.301820249312492946e-22 -3.328951261695528956e+02 5.269791053113965518e+01
3.744855487899837575e-22 -3.327667170484419330e+02 7.384679522128824658e+01
4.489438994360392306e-22 -3.325828723282847932e+02 7.382292135534332544e+01
4.550572924410011076e-22 -3.325668469341671880e+02 7.382083825680501832e+01
4.965195458842626371e-22 -3.324771474125936948e+02 5.274126211834018108e+01
6.298202618581066519e-22 -3.322368357826017018e+02 5.276628858684241408e+01
7.216695393358052157e-22 -3.320982029302795127e+02 7.375977335520380507e+01
8.672261336870949609e-22 -3.319119704967033613e+02 7.373542745314405522e+01
9.416656910099359231e-22 -3.318271199438277108e+02 7.372431992661742584e+01
1.210922390577469402e-21 -3.315731326081986481e+02 7.369101426068952776e+01
1.265421764828610250e-21 -3.315266095061197120e+02 7.368490433649500915e+01
1.424745562574403079e-21 -3.314055217384629941e+02 5.285344722497048764e+01
2.037621923233212305e-21 -3.310452315796956100e+02 7.362151407165802652e+01
2.063931168570800125e-21 -3.310299024851592549e+02 7.361949032106448954e+01
2.113747859623620291e-21 -3.310035523750284483e+02 7.361601082784770256e+01
3.295261205830012386e-21 -3.305570295454563166e+02 7.355690398848470579e+01
3.629388239213085158e-21 -3.304579508787301165e+02 7.354375165812373893e+01
7.240521580681708169e-21 -3.297648217383284646e+02 7.345135844546555859e+01
8.406219553194561511e-21 -3.296130431287911051e+02 7.343103614530321011e+01
1.212899950720734690e-20 -3.292439157449643972e+02 5.308448199709966531e+01
1.302670176265283144e-20 -3.291700137509942579e+02 5.309249721496794905e+01
1.502794280075316136e-20 -3.290246036621356325e+02 7.335193508477341595e+01
2.125317010797867933e-20 -3.286755089178659546e+02 5.314633461235840173e+01
2.164081203544178072e-20 -3.286549340056444635e+02 7.330198481915822128e+01
2.730273350929404334e-20 -3.284200281579378498e+02 7.327013933051830463e+01
2.963889320510123191e-20 -3.283354275251895160e+02 5.318356869935142583e+01
3.349056144952825397e-20 -3.282107513323044259e+02 5.319726213612494803e+01
6.545190841613268774e-20 -3.275381993333485298e+02 7.314985315269365174e+01
6.931751805876966939e-20 -3.274783173235700815e+02 5.327818140334753849e+01
9.291428180161747601e-20 -3.271828376165940426e+02 7.310104380907083055e+01
1.196588536669078945e-19 -3.269273701756646915e+02 5.333959396760059235e+01
1.312426170402274402e-19 -3.268324673348943179e+02 5.335022049933198218e+01
1.766037796739579579e-19 -3.265331062932636996e+02 7.301129130642387111e+01
2.544298225855638089e-19 -3.261654899319219112e+02 7.296021168421920322e+01
2.757484022425446299e-19 -3.260825261197696818e+02 7.294865381805908555e+01
2.978616219651438841e-19 -3.260028859608246421e+02 7.293754844490717915e+01
3.382128659914871271e-19 -3.258733395053677668e+02 7.291946179493928071e+01
3.486330872443607870e-19 -3.258404949404375657e+02 5.346215601541368301e+01
4.402789697010598277e-19 -3.256046064356087300e+02 7.288185465751489289e+01
5.928978728108428266e-19 -3.253044928207254998e+02 5.352330762447974166e+01
6.540307765342540187e-19 -3.252038605743910011e+02 5.353484199853948411e+01
7.058791464386333494e-19 -3.251250709415035089e+02 5.354388468837952075e+01
7.838967845833834722e-19 -3.250177376242954779e+02 5.355622021276849409e+01
1.567804724838409791e-18 -3.243220833282375679e+02 7.270070428349586678e+01
1.679715866949980260e-18 -3.242506350523835863e+02 7.269052952142745028e+01
2.082023678208883760e-18 -3.240334193617327401e+02 7.265954143985968017e+01
2.088465582136310301e-18 -3.240278300795653195e+02 5.367091964551345740e+01
2.285128916534343099e-18 -3.239353372633104300e+02 5.368172398082548824e+01
2.307907486378744586e-18 -3.239229184407286084e+02 5.368317581009240769e+01
2.981605713846148680e-18 -3.236642977191295358e+02 7.260669096111178078e+01
3.085960506610030397e-18 -3.236273967484194145e+02 7.260139415017474107e+01
4.026462234745048306e-18 -3.233588715716468869e+02 7.256277586639720312e+01
5.852945766331076538e-18 -3.229823146203743818e+02 7.250840004889033708e+01
8.342790170493814496e-18 -3.226253619914423325e+02 7.245661377630649724e+01
1.268600969735414221e-17 -3.222037599170544127e+02 7.239514065669014542e+01
2.080590366167631086e-17 -3.217065229283562076e+02 7.232220331303751948e+01
3.639117549414870414e-17 -3.211449333909076813e+02 7.223924659936170656e+01
4.225929696096576465e-17 -3.209929353286697733e+02 7.221668614207725057e+01
4.929242040265931107e-17 -3.208364893798188859e+02 7.219341698787347639e+01
7.200759454212842870e-17 -3.204549881114744494e+02 7.213646551407722995e+01
7.772384592872428632e-17 -3.203760975969798892e+02 5.410958734490790789e+01
1.103700881757718675e-16 -3.200229205479845405e+02 5.415340644315209317e+01
1.570177525014052284e-16 -3.196679008324663300e+02 5.419771826877551035e+01
1.583584854112347678e-16 -3.196568983467004728e+02 5.419909582258500791e+01
1.745098980473581091e-16 -3.195572782423114404e+02 7.200126085150296262e+01
2.351262045587891881e-16 -3.192566372940145811e+02 5.424938698703183348e+01
2.347624431716073779e-16 -3.192556855819402699e+02 7.195545303765743483e+01
2.588556452599616909e-16 -3.191554891525684070e+02 5.426215078779188161e+01
3.278429910390568410e-16 -3.189167248967587511e+02 5.429236921561396656e+01
3.625129501667686556e-16 -3.188136995064251096e+02 5.430544716229994862e+01
5.522632730547493992e-16 -3.183902348281644663e+02 7.182289322761796768e+01
6.951919801634620379e-16 -3.181575716668085079e+02 5.438929410108115547e+01
1.489490645323379480e-15 -3.173930702129600832e+02 5.448823885201294104e+01
1.588113676763973066e-15 -3.173264574805707525e+02 7.165761897288496129e+01
2.117709027266914508e-15 -3.170361695688498003e+02 5.453490410987010506e+01
2.278985328560230668e-15 -3.169602741131202492e+02 7.160010764441607023e+01
2.555804015895093947e-15 -3.168431375682193902e+02 5.456027176370697873e+01
3.459996951351072974e-15 -3.165377367177406995e+02 5.460059345665396791e+01
3.543805839820250796e-15 -3.165113031800592580e+02 7.152914753055698327e+01
5.097162806551352229e-15 -3.161453203532073530e+02 7.147093245089912728e+01
5.663937037959010976e-15 -3.160373851855474641e+02 7.145369904013506357e+01
5.757857900750179535e-15 -3.160184389123896835e+02 7.145067092696673683e+01
6.177474858801270327e-15 -3.159455948366266966e+02 7.143901996679815625e+01
7.853356802085873724e-15 -3.157030633672056865e+02 5.471198974965039952e+01
8.119507545528411104e-15 -3.156672349204654893e+02 7.139437205361105043e+01
8.204709314777351191e-15 -3.156542961295981513e+02 7.139229183125547706e+01
1.054277431077191217e-14 -3.154010636998791597e+02 5.475273712137755666e+01
1.277971043890916656e-14 -3.152061456343672035e+02 7.131996934011030476e+01
1.298388713831458070e-14 -3.151877952878894575e+02 7.131699661829910042e+01
1.416852804990143761e-14 -3.150979812553086958e+02 7.130243391002812814e+01
1.419328416810611319e-14 -3.150937355188725633e+02 7.130174495836914161e+01
1.566739917906480765e-14 -3.149924223576381337e+02 7.128529057272375269e+01
2.353491108483041094e-14 -3.145830195288490359e+02 5.486433398703907471e+01
2.691582052987091426e-14 -3.144462901881797734e+02 7.119611101931310770e+01
2.865154637693523651e-14 -3.143812970092312753e+02 5.489213382065310753e+01
3.054476217335590991e-14 -3.143148112057333492e+02 7.117451833127667271e+01
3.112855877552215387e-14 -3.142933787392794329e+02 7.117099390778994916e+01
3.120216876378979168e-14 -3.142885168216380407e+02 5.490495816270214391e+01
3.652011630251129745e-14 -3.141286411853507161e+02 7.114386075894356054e+01
3.688407184863123195e-14 -3.141162246250605676e+02 5.492883711033943683e+01
3.958502788297214136e-14 -3.140430534626921144e+02 7.112973369080577868e+01
4.024649915497063748e-14 -3.140239814031319838e+02 7.112658282711925040e+01
5.050092244727052446e-14 -3.137945128233004652e+02 5.497365094640287708e+01
5.113218117261393391e-14 -3.137795903581645689e+02 7.108611520879983914e+01
5.846122056395749950e-14 -3.136431407876152662e+02 5.499483985292833665e+01
6.258381980017742134e-14 -3.135724976506462554e+02 5.500475121683291491e+01
6.329613305473674957e-14 -3.135586801875961100e+02 5.500669153746703444e+01
6.386851532698166433e-14 -3.135471779036270163e+02 5.500830717472695852e+01
9.656099239138704506e-14 -3.131313295715026470e+02 5.506698048523765721e+01
1.055344952790391716e-13 -3.130399665567547345e+02 5.507994025741746924e+01
1.123178162642313048e-13 -3.129751719277010125e+02 5.508914657759864753e+01
1.608747172654728011e-13 -3.126133785172623902e+02 7.089058687502460998e+01
1.716424109830655571e-13 -3.125460911189293256e+02 7.087917972817409407e+01
2.020373274638557389e-13 -3.123805519559427921e+02 5.517423281169554627e+01
2.125651845628305017e-13 -3.123272557334876183e+02 7.084198330190505999e+01
2.925079588796190461e-13 -3.120055125495509856e+02 7.078702090072019359e+01
3.075807267179859267e-13 -3.119527668469927448e+02 5.523612985188426450e+01
3.604400311361050903e-13 -3.117916788319471380e+02 7.075030896679180614e+01
4.381586463549582025e-13 -3.115939233746121317e+02 7.071622512930511562e+01
5.379796126890682992e-13 -3.113861837608837959e+02 5.531901938963631693e+01
6.220362826424091366e-13 -3.112385060024371342e+02 5.534079856956598320e+01
6.614547734832058210e-13 -3.111745628141197813e+02 7.064351897327316010e+01
6.770801829120833099e-13 -3.111487147212283162e+02 7.063901830548203975e+01
6.786694091139229745e-13 -3.111438702957693749e+02 7.063817454299950782e+01
6.879077514410343115e-13 -3.111278496789618657e+02 7.063538363671867160e+01
7.928377707414571224e-13 -3.109833858016099839e+02 5.537859642127686755e+01
8.468511969585629685e-13 -3.109149794289369311e+02 5.538876900284888904e+01
9.333225063983593042e-13 -3.108152536185571080e+02 5.540362785553830349e+01
1.152021885274203840e-12 -3.106022305869882985e+02 5.543548310065165197e+01
1.199206634064234214e-12 -3.105595889468495443e+02 5.544187872247914584e+01
1.447259453263013775e-12 -3.103690774108799815e+02 5.547053096918835990e+01
1.858602516855208932e-12 -3.101164242764079972e+02 5.550872857371253843e+01
2.107183143540745834e-12 -3.099883970941991720e+02 7.043459717495699124e+01
2.439142771396821882e-12 -3.098396024923367804e+02 5.555084543467694402e+01
2.851179779334645570e-12 -3.096810162804304127e+02 5.557510032574879233e+01
3.409985693989005751e-12 -3.094995410507399356e+02 7.034702204500014489e+01
3.435648197055609390e-12 -3.094895435351882043e+02 7.034522175712866954e+01
4.358493275036621536e-12 -3.092491227282007458e+02 5.564163397655240573e+01
4.606502522195623922e-12 -3.091912802496190125e+02 7.029133781362978084e+01
4.636981481949321578e-12 -3.091821855348553072e+02 7.028968942405437303e+01
5.437932187488586769e-12 -3.090203502707026928e+02 5.567716516406200356e+01
7.500958652776778276e-12 -3.086962183139712579e+02 7.020114059092387038e+01
8.143892292142983008e-12 -3.086114809124192107e+02 7.018560495657038700e+01
8.266932684523212580e-12 -3.085939856031509407e+02 5.574393165917336290e+01
1.002572071556959720e-11 -3.083985952842795086e+02 7.014644736570339489e+01
1.080512653626597016e-11 -3.083212284459259536e+02 7.013217115252297162e+01
1.101241321102427037e-11 -3.082997260364354588e+02 7.012819904688343797e+01
1.294943466441022898e-11 -3.081351970147807151e+02 5.581659159942108062e+01
1.320217004359913516e-11 -3.081133679333925102e+02 7.009369367245126625e+01
1.477850505865111466e-11 -3.079980753825457214e+02 7.007227437991349461e+01
1.484350506590708021e-11 -3.079911867464397801e+02 5.583957776094272418e+01
1.737587319938676653e-11 -3.078311665004475799e+02 5.586522139067082549e+01
2.001504108249930033e-11 -3.076872651016874443e+02 5.588837467309851803e+01
2.112124211660455238e-11 -3.076309698772674892e+02 7.000369932470940171e+01
2.126784246545463683e-11 -3.076215529582168529e+02 7.000193268360074228e+01
2.389266327515505231e-11 -3.075026777108396345e+02 5.591820433055735151e+01
2.575607442574598268e-11 -3.074250786473967310e+02 6.996498597589871338e+01
2.703764722413142726e-11 -3.073740189102682052e+02 6.995535673323996662e+01
2.708777845628881411e-11 -3.073696665000243229e+02 5.593979088564680069e+01
3.079898221999351132e-11 -3.072387675020872848e+02 6.992979454756667224e+01
3.199409787622227441e-11 -3.071981977022951469e+02 6.992211117639666895e+01
3.233306094188675820e-11 -3.071851588813933631e+02 5.596986363556284516e+01
3.260265572757208247e-11 -3.071743553976248222e+02 6.991759235232700576e+01
3.516643328053503050e-11 -3.070961571190618997e+02 6.990275365512442818e+01
4.341681596142221645e-11 -3.068829023161051737e+02 5.601945670755856810e+01
4.484468430801882777e-11 -3.068480440867951984e+02 6.985549012695794602e+01
5.300379390304092970e-11 -3.066783856526490126e+02 6.982300996588533337e+01
5.370885082768061385e-11 -3.066626713388995995e+02 5.605585294978825317e+01
5.432837301661865222e-11 -3.066487025329170137e+02 6.981731365115469146e+01
7.580250468272249846e-11 -3.063131178113053465e+02 6.975262685912517213e+01
7.846867459950157737e-11 -3.062760496512564714e+02 5.612029369446815963e+01
8.329675947528974292e-11 -3.062138395001566096e+02 5.613072880398279807e+01
8.457418624053929924e-11 -3.061961200538444245e+02 6.972994913274727935e+01
1.119678016838146052e-10 -3.059130378017180192e+02 6.967480563483530887e+01
1.295207628879193438e-10 -3.057649079472466838e+02 5.620658911786633638e+01
1.350904695491020084e-10 -3.057203044479156233e+02 6.963703675751821720e+01
1.492205150013923481e-10 -3.056183239683887223e+02 5.623157439686191594e+01
1.569753823523850094e-10 -3.055651601539648254e+02 5.624066287311008239e+01
1.569825390993650540e-10 -3.055626145634796558e+02 5.624109840605697741e+01
2.753857018768117449e-10 -3.049980764794272545e+02 6.949382994397936386e+01
3.311204167555769867e-10 -3.048112670406517282e+02 5.637111300144623982e+01
3.537265090523224797e-10 -3.047427251054687076e+02 5.638312230196965658e+01
3.561802471497572227e-10 -3.047333122317777452e+02 5.638477352839683476e+01
3.690316612989165649e-10 -3.046953667033776583e+02 6.943299314299777336e+01
4.215244185077791523e-10 -3.045598714385487256e+02 5.641528541026708155e+01
5.811600993442050250e-10 -3.042362228695710655e+02 6.933975964204879006e+01
6.958954956491050017e-10 -3.040535496475840773e+02 5.650531627565526094e+01
8.477058731382715128e-10 -3.038537154188034037e+02 5.654125275118474292e+01
9.172965489089074780e-10 -3.037723183364341821e+02 6.924434421960937414e+01
9.399270708118803112e-10 -3.037454468587038718e+02 5.656082051984234482e+01
1.012033504411837227e-09 -3.036690321902897267e+02 5.657467303014114179e+01
1.254790445705538930e-09 -3.034515252846249496e+02 6.917762222955848017e+01
1.468119894996358483e-09 -3.032920112685351341e+02 5.664353502248354744e+01
1.748451790196410529e-09 -3.031147631626845396e+02 6.910690352793518798e+01
1.826887496347600047e-09 -3.030683801705872611e+02 5.668479430181184853e+01
2.243216475674562633e-09 -3.028605831051827408e+02 6.905305533624577663e+01
2.332462184819813739e-09 -3.028190694264212652e+02 6.904422133067893697e+01
2.413586112618176335e-09 -3.027823802126913506e+02 6.903640467209170595e+01
2.643391729256486186e-09 -3.026889310292244772e+02 6.901645568463415259e+01
2.697410249112866341e-09 -3.026662017220132839e+02 5.675979504702781497e+01
2.692099022592876643e-09 -3.026656726726032502e+02 6.901148174659900292e+01
2.747648665884648021e-09 -3.026427483523893898e+02 5.676420117830321743e+01
3.120930424870318787e-09 -3.025128626972691563e+02 6.897871362932754380e+01
3.334804796177851902e-09 -3.024440797219594970e+02 5.680167078287085758e+01
3.375370515825710316e-09 -3.024294887669675518e+02 6.896076962457306081e+01
4.285168115202616628e-09 -3.021883340830336238e+02 5.685029644910805047e+01
4.286370262432767831e-09 -3.021855535856047936e+02 6.890799906210082781e+01
4.419836596702974776e-09 -3.021523911413987662e+02 5.685716625471155794e+01
5.224271235597506485e-09 -3.019826785560508142e+02 6.886379893520894768e+01
5.857488245146488044e-09 -3.018657729831393226e+02 5.691227039962797107e+01
5.851726624825248350e-09 -3.018642571004947968e+02 6.883786505162881042e+01
6.177677878335615185e-09 -3.018075514147167269e+02 6.882541139298741939e+01
6.222939479167753504e-09 -3.017977514875401539e+02 5.692543326166773454e+01
6.479761639941956150e-09 -3.017548101420052262e+02 6.881380770733275654e+01
6.467714455813113047e-09 -3.017541710742079886e+02 5.693388395781996536e+01
8.066282325635309764e-09 -3.015308011699562485e+02 6.876429836571577425e+01
8.134076465432662990e-09 -3.015199316595753771e+02 5.697954155530426590e+01
1.034719487606004232e-08 -3.012767784112238587e+02 6.870770687666750121e+01
1.035310117154832638e-08 -3.012737077628007683e+02 6.870701982694973253e+01
1.098360721989521390e-08 -3.012120899592027854e+02 6.869321784805089237e+01
1.289160855723150973e-08 -3.010494172674716538e+02 6.865664038856009199e+01
1.297947477287833335e-08 -3.010401246216151776e+02 5.707434195796030707e+01
1.322186949072225023e-08 -3.010191216294861078e+02 6.864980570253005965e+01
1.383583384547246804e-08 -3.009712319855862006e+02 5.708809871406309355e+01
1.502121771922101148e-08 -3.008865301514997554e+02 5.710506335659567867e+01
1.562296464789959634e-08 -3.008447519431301771e+02 5.711345185411536107e+01
1.565904926678022043e-08 -3.008399448899472191e+02 5.711441793448017989e+01
1.569104127690028949e-08 -3.008354039375499269e+02 5.711533070508221499e+01
1.668950525509826932e-08 -3.007712137736925797e+02 5.712825108352262760e+01
1.823385519865663869e-08 -3.006802138258844934e+02 6.857285452270097892e+01
2.384934369941005749e-08 -3.004092371686219849e+02 6.851065965270842639e+01
2.619049554887103734e-08 -3.003130972880917398e+02 5.722143592274696289e+01
3.180147778080208241e-08 -3.001164811079324863e+02 6.844277568224366348e+01
3.208196028717800031e-08 -3.001051999803930812e+02 5.726430352797022039e+01
3.455575936674020703e-08 -3.000284196348347905e+02 6.842221223289571697e+01
3.552115271729142814e-08 -2.999983654975094396e+02 6.841517874398179799e+01
3.577140358437645026e-08 -2.999888450760827254e+02 5.728845820772806263e+01
4.101532186359656413e-08 -2.998495481668487628e+02 6.838023415223133838e+01
4.204213885834174155e-08 -2.998223214462741453e+02 5.732323484993982277e+01
4.317361292851965627e-08 -2.997932643709445983e+02 6.836696651592762919e+01
4.604369431111248867e-08 -2.997264030457627086e+02 5.734337877366337466e+01
4.668129072116765571e-08 -2.997101504102865874e+02 5.734680023968370222e+01
4.891123124137658136e-08 -2.996609868198866025e+02 5.735716466069368380e+01
4.935011060844519050e-08 -2.996495538605504407e+02 5.735957805882300420e+01
5.220160013324405771e-08 -2.995908807194209658e+02 5.737198229603068000e+01
5.924541144572976124e-08 -2.994618055346709298e+02 6.828824844569454910e+01
6.417265787662163600e-08 -2.993794166375264467e+02 5.741695326348326489e+01
7.365499031706193884e-08 -2.992391019699298340e+02 5.744702600515494595e+01
8.263469277999204265e-08 -2.991215642659426521e+02 5.747236285663223043e+01
8.502342352656172973e-08 -2.990905670783049572e+02 6.819885969360332467e+01
8.634543378484297331e-08 -2.990726379448533407e+02 5.748294927065840909e+01
9.484900596735274271e-08 -2.989762076514562068e+02 5.750388340025585165e+01
9.688587520779855102e-08 -2.989524601261509815e+02 6.816526383983823223e+01
9.875863003768731382e-08 -2.989308150749839115e+02 6.815998128891396846e+01
1.082182125356817922e-07 -2.988368441926049854e+02 5.753430183722984737e+01
1.083017826462187890e-07 -2.988335722536012327e+02 5.753501834552758964e+01
1.101423046049233747e-07 -2.988142206597949553e+02 6.813144495363856379e+01
1.101541881344642191e-07 -2.988116127731063898e+02 5.753982997336213145e+01
1.104489921094571272e-07 -2.988064400632192701e+02 5.754096409949605118e+01
1.124174027009310888e-07 -2.987862751139582542e+02 6.812458485531567476e+01
1.170018509912707100e-07 -2.987438041126224562e+02 5.755471882119720561e+01
1.181386692033118628e-07 -2.987316347704909276e+02 5.755739584486059357e+01
1.276390895612270117e-07 -2.986517871992127766e+02 6.809145861234900110e+01
1.274813493983535043e-07 -2.986505237930632575e+02 6.809114653194488653e+01
1.308669133484615776e-07 -2.986218129895751190e+02 6.808405005202044435e+01
1.376800027254427507e-07 -2.985685616960345214e+02 6.807086507882547721e+01
1.548365732636406045e-07 -2.984486236730899691e+02 6.804105906135286830e+01
1.932295072641875402e-07 -2.982246152285060816e+02 6.798497689666932331e+01
2.031282443491783765e-07 -2.981721563425962813e+02 5.768215565160390668e+01
2.029000775492614909e-07 -2.981707802386972617e+02 5.768246668683460854e+01
2.040191655162348292e-07 -2.981627799296929879e+02 5.768427538081775907e+01
2.077325359707029922e-07 -2.981422425002474483e+02 6.796421619350074650e+01
2.183553885813061419e-07 -2.980898699094650510e+02 6.795097727996495962e+01
2.344669872104571779e-07 -2.980161790692436625e+02 6.793229728852466565e+01
2.573551938157414352e-07 -2.979205366599235276e+02 6.790796083779248704e+01
2.576258612385392801e-07 -2.979169854855354060e+02 5.774019447316997855e+01
2.822141526065201229e-07 -2.978233276785922499e+02 6.788311800743477420e+01
3.308975892571222716e-07 -2.976616849382444343e+02 6.784156378200427184e+01
3.642871389961144873e-07 -2.975630514676740859e+02 6.781605491602684310e+01
3.962714589654790525e-07 -2.974763943888901849e+02 6.779354626644362725e+01
4.066179179530346061e-07 -2.974481198997455067e+02 5.784881124713005818e+01
4.256834865793481196e-07 -2.973997977868675662e+02 6.777357411883193095e+01
4.315533230220296927e-07 -2.973836027888955869e+02 6.776934206759641199e+01
4.328408988461843576e-07 -2.973781236464074027e+02 6.776790952871549223e+01
4.367847717770993327e-07 -2.973665533070579841e+02 5.786797815357949304e+01
5.295172735598372684e-07 -2.971715280808257376e+02 6.771361902410471600e+01
5.828118378552234470e-07 -2.970731294815814181e+02 6.768756953188828618e+01
6.026372075259431203e-07 -2.970371784979615768e+02 6.767802067875311423e+01
6.126345825688103102e-07 -2.970182252228078141e+02 6.767297972842403908e+01
6.194624483715651925e-07 -2.970046417845278484e+02 5.795403682645685706e+01
6.622201947127911148e-07 -2.969353957466901193e+02 5.797069661219020986e+01
6.814232980821218251e-07 -2.969043101715997182e+02 6.764258202489783400e+01
7.863204546147060723e-07 -2.967586294553202606e+02 5.801351588034074780e+01
8.041739544800164600e-07 -2.967336782606635097e+02 6.759672363465622880e+01
8.503379220009254454e-07 -2.966753600419579016e+02 6.758095893930101283e+01
8.604018320752206848e-07 -2.966610943410123582e+02 6.757709543310100742e+01
8.908733972121888176e-07 -2.966237915410292771e+02 6.756697950142076081e+01
8.898361346870753655e-07 -2.966224565402881126e+02 6.756661710972596779e+01
9.009358521307424544e-07 -2.966075598089628329e+02 5.805044939456672637e+01
8.987048549098277342e-07 -2.966075391909362224e+02 6.756256603160070995e+01
9.396202865495840640e-07 -2.965605180245584052e+02 6.754977609094947866e+01
1.001953478345884752e-06 -2.964937870159628801e+02 5.807847572698096883e+01
1.071681118962055102e-06 -2.964240100340084609e+02 5.809575571231266622e+01
1.110152453058399933e-06 -2.963862412377602595e+02 6.750209730698644250e+01
1.145496939498478354e-06 -2.963524000376037293e+02 5.811356291811662089e+01
1.153305347794194878e-06 -2.963431065535623929e+02 6.749022867841829054e+01
1.405729699973341437e-06 -2.961426820613742166e+02 6.743472002223450090e+01
1.471578406085835395e-06 -2.960944030183763971e+02 5.817834830354298958e+01
1.519272816449690290e-06 -2.960600067785981082e+02 6.741164618543041342e+01
1.524326824906263061e-06 -2.960541857024400088e+02 6.741001763330795882e+01
1.559150360933328840e-06 -2.960290975562875246e+02 6.740299278442807918e+01
1.609483985534531827e-06 -2.959948249670069345e+02 6.739338047417206212e+01
1.612935719931557648e-06 -2.959901826416535187e+02 6.739207705351863353e+01
1.773922756635951738e-06 -2.958925452477305953e+02 6.736458525915331563e+01
1.817556318368508581e-06 -2.958657456720829941e+02 6.735701296409393990e+01
2.216813512734457600e-06 -2.956646677785993234e+02 6.729982902185366811e+01
2.239140196842754155e-06 -2.956521466372651048e+02 6.729624633254591970e+01
2.318721927173457474e-06 -2.956147224483302125e+02 6.728552260870509372e+01
2.401065037201401025e-06 -2.955773261843314685e+02 6.727478356740871845e+01
2.499055927644681681e-06 -2.955348255571389018e+02 5.832242885620546247e+01
2.565249463750763823e-06 -2.955061828580346628e+02 6.725428848868634191e+01
2.565260566123694469e-06 -2.955036785300544580e+02 5.833059937840370424e+01
2.634889404650404903e-06 -2.954743973793083569e+02 5.833829549101729839e+01
2.717910341668763835e-06 -2.954408752604431356e+02 5.834712428908835591e+01
2.957183253105365772e-06 -2.953540013771580561e+02 6.721015738272852502e+01
3.220557413727639968e-06 -2.952661841343233391e+02 5.839344891745172816e+01
3.259609922876052599e-06 -2.952516310560913553e+02 6.718024375185581221e+01
3.307883464534014744e-06 -2.952344300405857211e+02 6.717519919631845937e+01
3.306729003397733533e-06 -2.952322791044662154e+02 5.840250221264408026e+01
3.316255972699444097e-06 -2.952269021612428332e+02 6.717298982421895914e+01
3.672001478367626083e-06 -2.951225017133874644e+02 5.843195679145439669e+01
3.799484761054613182e-06 -2.950858731204079959e+02 6.713140954784087455e+01
3.811336134315715688e-06 -2.950802587696689443e+02 6.712974672481288962e+01
3.846087645846540270e-06 -2.950686821530125599e+02 5.844647744609792994e+01
3.946378182256032517e-06 -2.950404403463471681e+02 5.845411853893377696e+01
4.000696828540415926e-06 -2.950242700356684509e+02 6.711313242752454755e+01
4.010842483273510163e-06 -2.950192372739202256e+02 6.711163613439074993e+01
4.006525454130995231e-06 -2.950178141933265579e+02 5.846025095384400316e+01
4.345344573354049968e-06 -2.949341335297594924e+02 6.708626193271210525e+01
4.581007784971081900e-06 -2.948788195744436962e+02 5.849813426980747977e+01
4.657491880973904151e-06 -2.948597615084745485e+02 6.706397497569851396e+01
4.931294051382666012e-06 -2.948001371500722598e+02 6.704603054296921982e+01
5.191994043273813672e-06 -2.947461207566393568e+02 6.702971404641985487e+01
5.491180748144660608e-06 -2.946875952838327066e+02 6.701197056348316039e+01
5.620467551228617943e-06 -2.946618237341372151e+02 5.855802228854536651e+01
5.725459618180879983e-06 -2.946408157598816615e+02 6.699773905563259291e+01
5.786620327312145557e-06 -2.946276901761721092e+02 5.856752761559769027e+01
5.829561789520598561e-06 -2.946177967559615354e+02 5.857028707369287446e+01
5.970355620705896076e-06 -2.945914320951633272e+02 5.857765035262201536e+01
5.973743549723682482e-06 -2.945883647976115753e+02 5.857850792299596066e+01
5.973442725170030149e-06 -2.945859151566746732e+02 5.857919294347561134e+01
6.081952648830424887e-06 -2.945654127849866200e+02 5.858493105170123982e+01
6.187672913517518877e-06 -2.945456795156278531e+02 5.859046203166579403e+01
6.237273657817263158e-06 -2.945351954156558349e+02 6.696544387104681562e+01
7.402960738612401202e-06 -2.943613585687471641e+02 5.864251582087391057e+01
7.456141026584510356e-06 -2.943517005970370519e+02 5.864526308767808160e+01
7.532252184790928079e-06 -2.943390444967335497e+02 5.864886621486136420e+01
7.777567956580920704e-06 -2.943044949014129088e+02 6.689409706487346341e+01
7.889841559664686154e-06 -2.942876625352528208e+02 5.866352983118614617e+01
7.895751248366647567e-06 -2.942844137906158721e+02 6.688783307592386507e+01
8.187235105363205095e-06 -2.942456623418565869e+02 6.687572035718025631e+01
8.942280550828745383e-06 -2.941549479369259643e+02 5.870167143399515197e+01
9.144819155695685329e-06 -2.941300510823148215e+02 5.870887021255687443e+01
9.263919311206567409e-06 -2.941146113778886502e+02 6.683451159999991376e+01
1.046137083376318927e-05 -2.939905490838482365e+02 5.874946648218676160e+01
1.046486521404908787e-05 -2.939877151126256649e+02 5.875029582438288855e+01
1.057110679715796263e-05 -2.939751140831722296e+02 5.875398568892256890e+01
1.111798725836640130e-05 -2.939221743182570208e+02 6.677329436962857301e+01
1.143486706314950221e-05 -2.938915713867791055e+02 6.676347963001737185e+01
1.146356968489759357e-05 -2.938865644351390074e+02 6.676187172630741884e+01
1.173528074610699417e-05 -2.938606388359075936e+02 6.675353658256213407e+01
1.200457291027675573e-05 -2.938354509356977360e+02 5.879513224375983782e+01
1.223421108218516635e-05 -2.938140023743453639e+02 5.880149244438961631e+01
1.273091728613137880e-05 -2.937717051217368862e+02 6.672482144860056508e+01
1.281841044343816658e-05 -2.937623561353175319e+02 5.881685297969612947e+01
1.324747407658018473e-05 -2.937269316902220453e+02 5.882742654415377359e+01
1.337511296674367109e-05 -2.937148428498931025e+02 6.670636066953954924e+01
