"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","c1_mean","c1_stdev","c1_median","c1_errlo","c1_errup","c2_mean","c2_stdev","c2_median","c2_errlo","c2_errup","c3_mean","c3_stdev","c3_median","c3_errlo","c3_errup","c4_mean","c4_stdev","c4_median","c4_errlo","c4_errup","c5_mean","c5_stdev","c5_median","c5_errlo","c5_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.280112205261587199e+01,1.949923724585806317e+00,1.247604250476423537e+01,1.070386424781716350e+01,1.508355469044351516e+01,-4.719721272906313381e+00,1.693202461579695894e+00,-4.520014692094321163e+00,-6.724673494366122384e+00,-2.972085515933390099e+00,8.201467382442348963e+00,7.978024093129602035e-01,8.244763001149031822e+00,7.434718994657100843e+00,8.984775156824305498e+00,-7.046341252184128656e+00,1.502849939984131966e+00,-6.842414338256972428e+00,-8.846783060081065742e+00,-5.499326377198594074e+00,9.487008544646140962e+00,4.615224416325645063e-01,9.623361108542130893e+00,9.050302698529474554e+00,9.895341556227471358e+00,-5.072244406630537661e+00,1.671832502990137304e+00,-4.828933179033078282e+00,-7.018898702681871882e+00,-3.299410771868033443e+00,1.509369121239851630e+01,1.148800973518498136e-01,1.509397467071625343e+01,1.497622889337110408e+01,1.520977927572808852e+01,1.515818532511650929e+01,8.835460179214299492e-02,1.515990384897131094e+01,1.506814591164885719e+01,1.524422758773804709e+01,1.599535338671350537e+01,7.778415894651066753e-02,1.599639048108798889e+01,1.591681755198445103e+01,1.607264642757490591e+01,1.261894739078161720e+01,2.274256258218131099e-01,1.260751403610302646e+01,1.240451600112464092e+01,1.283886381066543514e+01
