weight logl C sigma mu1 mu2 a1 a2 W lam0
1.000000000000000000e+00 -9.999999999999999673e+98 1.959727332885162241e+02 1.775651774025051921e+00 1.214126525376311747e+03 1.219492235756443279e+03 9.474390133755576926e+01 2.817779194286655979e+02 1.921296980697289269e+00 1.218142066106709535e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.289911643109663260e+02 2.563988533429142347e+00 1.212767098734986803e+03 1.216655237991134982e+03 9.717953026212207135e+01 5.357618491485717982e+01 6.583473018734269377e-01 1.214148881624726982e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.122488035193561302e+02 2.958004664958970298e-01 1.211303413852698441e+03 1.211408812646064916e+03 1.657583076176010195e+01 3.973665639539563017e+02 3.687722111392807811e+00 1.211404592076769177e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.512350834675702345e+02 2.856482635536305437e-01 1.218152795225955060e+03 1.218665584590105254e+03 1.251907355116697040e+01 1.592846927573557423e+02 1.136004704525871878e+00 1.218628218425765681e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.738743281727045087e+02 1.329725081454254665e-01 1.214255220980532613e+03 1.217389523705975989e+03 3.207687182560559336e+02 3.969693999645791109e+02 2.620684176605377225e+00 1.215988753366009405e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.561549408191305588e+02 2.037147963276844109e+00 1.212892884376822167e+03 1.216988463267206953e+03 3.262146671973266621e+02 8.414285265379461975e+01 1.601989477692223218e+00 1.213732673279022947e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.466975136992087414e+02 8.463701228220573691e-01 1.213414288983267852e+03 1.215989912772360640e+03 2.501669820290309474e+02 1.657398681806164689e+02 1.685898021318329221e+00 1.214440681184001960e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.258630850817162923e+02 1.108353632361047891e+00 1.213693459751005776e+03 1.214177246897498435e+03 3.382035641693611865e+02 2.383482366317380041e+01 1.602910841767485106e+00 1.213725309913073488e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.827212685442943894e+02 1.287652293598006814e+00 1.212922616778801739e+03 1.214717685437609362e+03 2.487347782464496504e+02 1.861281140073077438e+02 2.379924875293540687e+00 1.213690934218456960e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.302589350078087307e+02 1.714529206547946938e+00 1.212696316761650223e+03 1.218064237460967661e+03 2.747062707185546060e+02 7.845629072001374027e+01 1.533762680812328139e+00 1.213888819005467212e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.851217792603649741e+02 2.302612784183576622e+00 1.210692865087028849e+03 1.217810735281568441e+03 3.114179471346892001e+02 9.015210742269186284e+00 1.730931709695185949e+00 1.210893122451981526e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.592939112919958120e+02 2.476744580230084924e+00 1.211267255339443182e+03 1.212542030238504140e+03 1.981079755034170944e+02 2.183048008872256105e+02 1.605948918413716120e+00 1.211935557313574691e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.291734520271144220e+02 2.356975573147279679e+00 1.214904339622293946e+03 1.215595004286725043e+03 4.080445593412740379e+01 3.058078874594925196e+02 1.512445443954000712e+00 1.215513696749927249e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.563461436283531611e+02 2.982013133825522910e+00 1.211277261011515066e+03 1.213571862015377974e+03 3.030338481873728895e+00 2.083599445317074412e+02 8.246282936873499114e-01 1.213538968271997646e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.161520905991491759e+02 3.066954393419368818e-01 1.216906111996489699e+03 1.219747777518404291e+03 1.415945127002588322e+02 3.774443803824019597e+02 4.468614300485632462e+00 1.218972567317020548e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.764871410295217515e+02 3.809700388949130989e-01 1.213239734040351550e+03 1.214139888926451022e+03 2.759109987113673697e+02 1.259103911642962998e+02 2.276774316427106370e+00 1.213521796809215857e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.704568892316411848e+02 2.976338263129561512e-01 1.212078514766182707e+03 1.214161189400357671e+03 1.608656196354694146e+02 3.446075934281335549e+02 2.965402075223217970e+00 1.213498383267674626e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.288185874037011445e+02 2.403899810254542579e+00 1.214783732137646894e+03 1.218643954118730107e+03 1.839674850897590659e+02 2.846995173660645833e+02 2.048203372696124624e+00 1.217128687786714181e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.323789597388890513e+02 2.888502286705878497e+00 1.210186809713854018e+03 1.217251960885213293e+03 2.159975613790740567e+02 1.149350474375618916e+02 2.499888271288610575e+00 1.212640582667620720e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.067887034962803341e+02 8.633154515824208453e-01 1.212129504622233981e+03 1.219133977007498288e+03 3.896075510658562848e+02 6.624293472767730862e+01 4.268714488226854620e+00 1.213147375221211632e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.869109281002749867e+02 2.714032217850374185e+00 1.212123892392117114e+03 1.215972763917595557e+03 4.272173013031652999e+01 1.032773140282797044e+02 7.811156128884549910e-01 1.214846520581104187e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.457288620835250299e+02 1.747349810606029230e-01 1.216699104181815528e+03 1.219921355649673160e+03 3.529642765316485225e+02 1.980128943811736804e+02 2.242215937684768345e+00 1.217857132813958970e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.631635557334119540e+02 1.409555689719583560e+00 1.216134868955261936e+03 1.216340982347953286e+03 1.432965625368025542e+02 3.775612851001666570e+01 1.109639283312970903e+00 1.216177851159487091e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.385779320956576726e+02 2.341283049910877434e+00 1.218296553638950172e+03 1.218448906031750539e+03 1.767618937384023923e+02 1.790486157185175102e+02 1.491380641669146190e+00 1.218373219404314796e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.683823749895257151e+02 1.637890351822824497e+00 1.217119439959602232e+03 1.219572223636794206e+03 6.485897192512189235e+01 5.144604563152856969e+01 4.333556462535572695e-01 1.218204397630664289e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.423996231592836637e+02 2.298139581741256432e+00 1.214047141101512580e+03 1.214421863007979937e+03 2.331798641356771782e+02 8.519695995145451661e+01 1.313437784834849076e+00 1.214147415885488272e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.016987937645134537e+02 1.633741348801625692e+00 1.216215907409525926e+03 1.217918676608267560e+03 1.181312763108670616e+01 6.097640272379134530e+01 3.608823285272642067e-01 1.217642331510656049e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.259866933466054775e+02 2.674605532347875680e+00 1.212574516093981401e+03 1.213639519397881486e+03 8.910413523143785142e+01 2.568126728588478613e+02 2.745661457584448240e+00 1.213365186968253283e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.532334258781517917e+02 2.726764219203798412e+00 1.210778823972803139e+03 1.213291965659235075e+03 1.508455789656675279e+02 1.538531389939821565e+02 1.203232617901956791e+00 1.212047797927742522e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.541179520131887273e+02 2.712991528483522430e+00 1.213698070864546253e+03 1.215784610741304277e+03 1.475894743880650992e+02 2.731185687615553661e+02 2.729779611356490054e+00 1.215052627294077865e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.713725990474556511e+02 2.357162298542919920e+00 1.216882770449949930e+03 1.218869412403711522e+03 2.946551788654819006e+02 1.981603597311984117e+02 1.816010681721408115e+00 1.217681596082225042e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.135705643387292980e+02 8.434731947095231996e-01 1.212643152325826804e+03 1.216081801599988466e+03 2.880604137096281079e+02 4.836678971415953043e+01 2.962274647331842647e+00 1.213137513140444526e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.733666449450552136e+02 1.910884501754929743e-01 1.211496247650160967e+03 1.219750593214675973e+03 3.509998560849272167e+02 2.901628386126425312e+02 2.345431333901175197e+00 1.215231811742858326e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.029372228425711455e+02 9.279896918113880178e-01 1.212398538354074390e+03 1.215565157177013589e+03 1.495169518644054563e+02 3.089184372675204600e+02 2.259000998981630204e+00 1.214532376538025801e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.240294787585427514e+02 1.750505778075547525e+00 1.211901713322326941e+03 1.216145630485446191e+03 2.973949859990151481e+02 1.973074053151670739e+02 3.988587199316184773e+00 1.213594359847853184e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.615077069983617264e+02 1.270866724189424701e+00 1.215143546113271213e+03 1.217091784572414781e+03 2.491634893872760586e+02 1.501842503062728156e+02 2.472623425318023482e+00 1.215876227692059729e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.849411479311069684e+02 1.733598019339637197e-01 1.218138305570814737e+03 1.219158341661600844e+03 3.579198151726053538e+02 2.592251928821468709e+02 3.336980520336377154e+00 1.218566760875369937e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.231117720978410546e+02 1.892633826469047653e+00 1.216646039403556870e+03 1.218659724896578382e+03 1.958622717466560061e+02 2.391767494612895746e+02 1.949870314405320437e+00 1.217753128025908381e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.117339952287561005e+02 1.521269285222522027e+00 1.210202908282469934e+03 1.210874260391659845e+03 5.430717596312422302e+01 3.906662172999182872e+02 2.101568020677529791e+00 1.210792324622737397e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.365502062620215895e+02 7.484373212241189899e-01 1.214342961425286830e+03 1.218015732976745085e+03 9.354173122370733040e+01 3.638175590082871054e+02 1.933455470021393285e+00 1.217264556786274852e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.024721735381558290e+02 2.770557967747936612e+00 1.212428953499241516e+03 1.217105029820605296e+03 1.871437236862444706e+02 1.522168550423384943e+02 3.311733976270357704e+00 1.214526361613768813e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.281272787239642810e+02 7.842600930527449110e-01 1.212225475923364229e+03 1.213312393886449854e+03 2.668027273628239868e+02 3.373250930120198063e+02 2.648205088641955030e+00 1.212832375143411355e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.276483525263031424e+02 1.049345590826250563e-01 1.211066166096822371e+03 1.211504636495015120e+03 1.572728207885565723e+02 3.126747966731417705e+02 2.064357647426414921e+00 1.211357897850549989e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.763340081066430685e+02 4.917317604363211636e-01 1.212879043830892442e+03 1.212945003218674628e+03 3.774777779273392753e+01 3.658166199012165976e+02 2.288636219565106877e+00 1.212938833644927172e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.553790832591400601e+02 1.621528664874234194e+00 1.210588927013620832e+03 1.216419141984703856e+03 1.953633521365408683e+02 2.885846936566105683e+02 1.895018337512302420e+00 1.214065562193797405e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.459136375734772741e+02 2.389195885059679281e+00 1.211519622915134732e+03 1.214298305872064020e+03 3.614723723283663759e+00 3.032760095453567146e+02 2.103235436880259712e+00 1.214265577053253082e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.128358314642807159e+02 1.774534953810215310e+00 1.212429334141846994e+03 1.214522643475722361e+03 3.255138328466477446e+02 1.491416767585278933e+02 2.230148496799679858e+00 1.213087073613339044e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.686682292927324056e+02 1.271409532723976887e-01 1.213981251575107080e+03 1.214735837743163529e+03 1.847858588642823747e+02 1.031949596078984399e+02 1.707380338785529528e+00 1.214251649754910886e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.051212629170028663e+02 2.050257697009115532e+00 1.210575773841665750e+03 1.216408745505085335e+03 1.860350670188745426e+02 1.987071290175641423e+02 1.875681684897362089e+00 1.213588318513966669e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.317820294840108488e+02 1.585234117702676082e+00 1.214096502282088522e+03 1.218895433628426645e+03 2.661278926121660788e+02 1.572210806331506561e+01 2.138758993005780873e+00 1.214364195441693710e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.553348160728874063e+02 2.401926316746842538e+00 1.213327790897177010e+03 1.218002606189580547e+03 6.605375628864642579e+01 6.324852879196946986e+01 5.064028755236633650e-01 1.215614488223789522e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.420495267617554305e+02 1.450208282984243979e+00 1.213993468755036247e+03 1.219256897974263893e+03 4.624651860805912662e+01 2.188454696301704416e+02 1.866194096393155810e+00 1.218338668498726065e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.940123103725079545e+02 8.336158459147390287e-01 1.214530839628906506e+03 1.217961953335756789e+03 2.210606174432273292e+02 3.081704300729058446e+02 1.800030232902859240e+00 1.216528771896167882e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.728809996831223543e+02 2.132478392760524866e+00 1.211418288854343700e+03 1.214770213539931774e+03 1.486972877252333944e+02 1.602446697090449845e+02 1.787020887203020214e+00 1.213156893958656838e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.961405331098241618e+02 1.664994258973520047e+00 1.210959620322606497e+03 1.213381937329576203e+03 2.663677490969449764e+02 2.509646490522048907e+02 1.746915198390948998e+00 1.212134717686936028e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.757951585300079955e+02 2.293100943841281936e+00 1.214177850832303420e+03 1.216825925458754227e+03 1.921248517362922144e+02 3.771242622242163520e+02 3.238138744664794011e+00 1.215932185033839460e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.195779924467281035e+02 5.418142478473879642e-01 1.212857277976905152e+03 1.214509554063621408e+03 1.326680856966788724e+00 1.337134200190979172e+01 1.229157854061192490e-01 1.214360415429417571e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.614847049808874999e+02 1.512017908781201125e+00 1.213232628350450568e+03 1.214884139797829675e+03 3.179972593391126452e+02 1.646619202387387020e+02 2.988884796457821569e+00 1.213796050860014248e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.796369292638968318e+02 2.393506125980444654e+00 1.213222528979805702e+03 1.219557809465123228e+03 7.600988490643003104e+01 2.030325031855704054e+01 3.444220885936534193e-01 1.214558035141360961e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.993871815532276059e+02 1.291176653772827976e+00 1.211742828548358602e+03 1.213598581712123178e+03 1.832716999520229706e+02 1.235825553380242638e+02 1.024941193868355693e+00 1.212490215016367074e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.636359751657067818e+02 2.536236580548300257e+00 1.213781247325045342e+03 1.218524915883399444e+03 3.483112396827224870e+02 3.439532398571031422e+02 4.230515195932927242e+00 1.216138150239577044e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.161248229925853508e+02 1.180818104910996258e+00 1.214275195033735372e+03 1.219388020146671806e+03 5.295372756859548957e+01 2.928588758473254074e+02 2.977938691351126987e+00 1.218605101463367873e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.760810798759695501e+02 2.276332347937460643e+00 1.213812934757273297e+03 1.215604447855027047e+03 2.930544129888855309e+02 1.840680502738209725e+02 2.709674790720210780e+00 1.214504078747200992e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.390037842963515402e+02 1.866951853461136235e+00 1.215858030774769986e+03 1.218508280699050829e+03 8.629450407214878283e+01 1.364844226477724192e+02 9.321146415141594588e-01 1.217481693461871828e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.137860518006526718e+02 9.286279036053106672e-01 1.211044114714616398e+03 1.212112658144792704e+03 1.548868384913692466e+02 1.165879058916606112e+02 1.269843107613819910e+00 1.211503012801661953e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.030759404573926332e+02 4.213915756459440942e-01 1.215395240228297780e+03 1.216345772599818702e+03 1.421443573223163526e+02 8.510175319185032095e+01 2.204647461917661477e+00 1.215751206590490028e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.570521326665116817e+02 1.290553059538473990e+00 1.214959921487445399e+03 1.216548781530718770e+03 3.172296514933642584e+02 1.498253931786532007e+02 2.973885401886095181e+00 1.215469607836848809e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.130352278555978103e+02 6.143433448713853107e-01 1.212572756053757075e+03 1.212714098956450471e+03 3.858861669875349776e+02 3.587095565712241410e+02 3.495176506974096764e+00 1.212640848104712404e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.854193390065137237e+02 1.922614906988606487e+00 1.212398231918925831e+03 1.213557171949164513e+03 2.404816201218605158e+02 1.692051711980910866e+01 9.018384603427145318e-01 1.212474415686600196e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.955230723033915865e+02 2.949284075710958408e+00 1.215368393537922202e+03 1.219949860112280248e+03 1.019424189737494544e+02 1.306545198167965793e+02 7.870686270876204871e-01 1.217941898238551403e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.654103214230553931e+02 1.254859947035451784e+00 1.211776579695409509e+03 1.212888241774527387e+03 2.063263215811350051e+02 2.003400704564266164e+02 2.458530934097316045e+00 1.212324228735543784e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.549382824741222748e+02 7.786568074048472177e-01 1.215523803708383412e+03 1.216906434104409527e+03 7.356662865476097579e+01 2.871581902496467933e+02 2.328183926813928828e+00 1.216624458893443716e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.964151936168977954e+02 9.995926817323417257e-01 1.211906558926293656e+03 1.219347717021282506e+03 3.184877588422416466e+02 3.749305333208724846e+02 3.530369924007032534e+00 1.215929985196714142e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.378807684896061971e+02 1.598794471876002543e+00 1.212810291072293012e+03 1.213196864398070829e+03 4.370942670644981831e+01 7.779108016932548253e+01 5.107622093506228866e-01 1.213057795855195991e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.262755905163861598e+02 1.408305453360461534e+00 1.211278001173628581e+03 1.213559020235576099e+03 1.268071973886412422e+02 3.632388854334899406e+02 2.165704580435703797e+00 1.212968770370155426e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.433811587495393383e+02 2.617961882652190209e+00 1.216273954348213920e+03 1.217129927007013293e+03 3.957099800933163891e+01 1.802960611401283586e+02 9.033857028173761794e-01 1.216975871676904035e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.662743378457547578e+02 2.358655796927421999e+00 1.215748744894649690e+03 1.217430946031880694e+03 2.717083620815136555e+02 3.076883550757956414e+02 2.175939002777419251e+00 1.216642077020107308e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.754244594542875575e+02 1.945724826076461911e+00 1.213536391472420064e+03 1.214040009939170432e+03 3.299710446409366682e+02 1.317419115101952087e+01 1.245877858748809741e+00 1.213555726626331989e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.097824001436620023e+02 5.830720596727295701e-01 1.216547950916939044e+03 1.218307377944595146e+03 3.716818013685112305e+02 2.433891225397469213e+02 5.602636880805776265e+00 1.217244172090446909e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.485191621735353351e+02 2.310180896310008336e+00 1.214246029524742880e+03 1.219072778557570473e+03 3.111043923718983137e+02 2.532388336582772013e+02 2.270823791189620078e+00 1.216411946007931419e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.951772413493993099e+02 8.067132897425109972e-01 1.210109833805867765e+03 1.212220089560869837e+03 5.129874221399468581e+01 1.244215348092047719e+02 5.953042864005919643e-01 1.211604033930778087e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.551443417686402313e+02 1.582780518050493246e+00 1.211830363152394966e+03 1.217435234194225131e+03 1.868517834308756846e+02 3.396304988791985124e+01 8.654506378159309010e-01 1.212692436193177400e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.292810181803337173e+02 2.994216721148946991e+00 1.213154518083041012e+03 1.219668120897473727e+03 1.478513820785001371e+02 3.687898993635175202e+02 3.996265567164363208e+00 1.217804070901824161e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.727004706745890985e+02 1.714840999248351538e+00 1.210673775389234606e+03 1.212827958460856507e+03 3.460237743615277282e+02 7.206984219238816536e+01 1.533160597485081267e+00 1.211045107616942005e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.795706206645836573e+02 1.434805988180829717e+00 1.211761457898224535e+03 1.219940065368574324e+03 3.380307894467776464e+02 3.024313713227799667e+02 3.566631102566961697e+00 1.215623461970091284e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.755964424342554935e+02 1.932966748470924312e+00 1.217959723402180771e+03 1.218687369744648095e+03 3.932399219376698056e+02 4.710902933665650494e+00 1.443962125767527027e+00 1.217968337208397998e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.469961017441101205e+02 1.188463211387051244e+00 1.214522231175702700e+03 1.216056727255340093e+03 3.634348364531552988e+02 2.495247204497534881e+02 2.481656805814448585e+00 1.215146896703779703e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.020331036695389315e+02 2.700128513122354024e-01 1.214017082904036442e+03 1.218524715867864415e+03 3.283449200308064064e+02 2.362429330717232290e+02 5.533379195551043850e+00 1.215903231227514652e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.286178679778529954e+02 8.856174724241725471e-01 1.215524948861174607e+03 1.219779702370010455e+03 1.508225096011719870e+02 5.347048767688620075e+01 1.588371821815891538e+00 1.216638563855783332e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.914145268332417231e+02 1.549981197250915654e+00 1.216359581510038879e+03 1.218780120296230962e+03 3.152334581463667291e+02 1.734974579444448750e+02 2.553259275439364817e+00 1.217218862788209890e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.298740979562101643e+02 4.202174048494156100e-01 1.212335444757443156e+03 1.214041438228882498e+03 4.501053136338582306e+01 2.440782134331684858e+02 1.257595994358721603e+00 1.213775818504718018e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.202681493803396222e+02 4.855926911464248930e-01 1.210465313669254556e+03 1.211864149920339059e+03 1.966650342329452172e+01 3.848106437672939251e+02 1.836294300054126083e+00 1.211796135650282849e+03
