"A_mean","A_stdev","A_median","A_errlo","A_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","B_mean","B_stdev","B_median","B_errlo","B_errup","x0_mean","x0_stdev","x0_median","x0_errlo","x0_errup","f_mean","f_stdev","f_median","f_errlo","f_errup","sigma_v_mean","sigma_v_stdev","sigma_v_median","sigma_v_errlo","sigma_v_errup"
5.394963945767142377e+01,4.381619999907683471e+00,5.376503032711007535e+01,4.958853010156687446e+01,5.834712143428800601e+01,4.975316116009629752e+00,4.707303526312398567e-01,4.942920816556933161e+00,4.519488623780867798e+00,5.443892077970533094e+00,5.929806378567293734e+01,1.602610681156109607e+00,5.930416305917112396e+01,5.770805346671753711e+01,6.090815635224102920e+01,4.404749229153213097e-01,4.264619043861083147e-01,4.297529012892642442e-01,1.833088558216470002e-02,8.745196108968862347e-01,2.676142903504885595e+01,2.598283191305802653e+00,2.667806507968959906e+01,2.423681240224937028e+01,2.935125374023083467e+01,4.975316116009619094e+01,4.707303526312392350e+00,4.942920816556933516e+01,4.519488623780867442e+01,5.443892077970532739e+01
