A lam0 gamma C W
3.131407524497453778e+02 1.215741893275532220e+03 6.454110412397672247e-01 1.958189767809356567e+02 1.599133840843518284e+00
4.372052607771465205e+02 1.215721477416637299e+03 7.837729602040359733e-01 2.115393535027322116e+02 2.066779790794338822e+00
3.901721402331656350e+02 1.215632468577988220e+03 8.381369819438734270e-01 2.052459113408976066e+02 1.900998356966633329e+00
2.878697278176945247e+02 1.215754586511856132e+03 6.204520025502752167e-01 1.976528686822803706e+02 1.456440929680784979e+00
4.735512715524327518e+02 1.215766553751755509e+03 8.029133621536507226e-01 2.205306115513261602e+02 2.147326705445691264e+00
4.196882631915083834e+02 1.215724974621797401e+03 8.240926015846716801e-01 2.072241074142332309e+02 2.025286866612325376e+00
4.630824961289713428e+02 1.215568236916309161e+03 9.420341648911869648e-01 2.164846267308985830e+02 2.139101067461046224e+00
3.688736007610946217e+02 1.215731247385498364e+03 6.800065491660659545e-01 2.056409305815959385e+02 1.793775196979717323e+00
3.603149338863739786e+02 1.215569920754091299e+03 6.749031910095482090e-01 2.057996592973088639e+02 1.750804326482602757e+00
3.418593296283776226e+02 1.215709063875900938e+03 7.320384913501062352e-01 2.015160514959340503e+02 1.696437217237135364e+00
4.010832110100468526e+02 1.215673581749887262e+03 8.242875366953650307e-01 2.054086538227580263e+02 1.952611068451534093e+00
3.588626054485783925e+02 1.215632838014711979e+03 7.524231115445007001e-01 2.019573131439911435e+02 1.776923053005350805e+00
3.923776313566776821e+02 1.215596839087377475e+03 7.643117269275020442e-01 2.070111195554730159e+02 1.895442294110832870e+00
5.412180887365507260e+02 1.215705899171357487e+03 1.025991172641333993e+00 2.243710185713980252e+02 2.412156847094436340e+00
3.604045184399663526e+02 1.215748230788971568e+03 6.748132132725279675e-01 2.136865019733446900e+02 1.686604044297207450e+00
3.762580947575871733e+02 1.215673413563854410e+03 6.420374610145759275e-01 2.116883517285715470e+02 1.777415203459225879e+00
3.326562337381111547e+02 1.215627745827738863e+03 6.177475615593862601e-01 2.044205094077255467e+02 1.627313397769760472e+00
3.977382835552224378e+02 1.215732160846017223e+03 7.041899355432009733e-01 2.151679797037683102e+02 1.848501269114517287e+00
3.536432044789185056e+02 1.215723958681389377e+03 6.404155004947026386e-01 2.021690337639085158e+02 1.749245163291923255e+00
5.076388228367168267e+02 1.215837616256320189e+03 9.647664267591694598e-01 2.142833082249566985e+02 2.369007773128986027e+00
4.339058020727266012e+02 1.215667297882544972e+03 7.845835347150570405e-01 2.126930975230339413e+02 2.040055869823119483e+00
3.815053749366410329e+02 1.215680791062053004e+03 7.484339677681393077e-01 2.093485489069718710e+02 1.822345446999828145e+00
4.058661161344195420e+02 1.215653134568464111e+03 8.819308133491111645e-01 2.052662645677461342e+02 1.977266537144331204e+00
3.473957555489113247e+02 1.215750852069412986e+03 6.260245184935825380e-01 2.042627313977597510e+02 1.700730001854471318e+00
4.452787599363759341e+02 1.215721688643224070e+03 9.254029583000046300e-01 2.171404684263350191e+02 2.050648426630970800e+00
3.732336401103201524e+02 1.215579964047600697e+03 6.852236817145681558e-01 2.066934007310530319e+02 1.805735639310358520e+00
4.488219096746490777e+02 1.215688023429165014e+03 8.012801547860193274e-01 2.161196685444683681e+02 2.076728660086299971e+00
3.252986288410972975e+02 1.215738565365703607e+03 6.999603786737097488e-01 1.990418860621305726e+02 1.634322479940508055e+00
3.889815949312915109e+02 1.215668069557224044e+03 7.392377080289881386e-01 2.094721336890364967e+02 1.856961057687695149e+00
5.767228170741271924e+02 1.215678708592483872e+03 1.033039550691340791e+00 2.297236074478357182e+02 2.510507402706036562e+00
3.473127326638320937e+02 1.215798116386467655e+03 7.374940781188052963e-01 2.081256851342639038e+02 1.668764393206812802e+00
5.412180887365507260e+02 1.215705899171357487e+03 1.025991172641333993e+00 2.243710185713980252e+02 2.412156847094436340e+00
3.469763418016458445e+02 1.215766329704529426e+03 6.262803551227046350e-01 2.129741094863643980e+02 1.629194941293373056e+00
5.097048102628166930e+02 1.215690968693642390e+03 8.997530638279754855e-01 2.160029257542148002e+02 2.359712529277492976e+00
4.942221583248729644e+02 1.215683690773622175e+03 1.036804665294164929e+00 2.154890143630655643e+02 2.293491200865512614e+00
3.968942666560396333e+02 1.215627022285848398e+03 7.458747204156940258e-01 2.140161094664683219e+02 1.854506502550100633e+00
3.907018436606526848e+02 1.215753862756546368e+03 7.345456077790246674e-01 2.076380440585332110e+02 1.881648642146300343e+00
4.209142504081727338e+02 1.215619727716114994e+03 8.755714802883048931e-01 2.075958309800760162e+02 2.027566008532078357e+00
3.527771110468667075e+02 1.215677836120658412e+03 6.886749290360570930e-01 2.050231358732239073e+02 1.720669765118637562e+00
4.249316397567577610e+02 1.215714614147291741e+03 7.707323072979742618e-01 2.083701486350834955e+02 2.039311497065427581e+00
3.972863448057220808e+02 1.215714316645843837e+03 7.443362953049524888e-01 2.154074514770718167e+02 1.844348197248922183e+00
4.359430014501376149e+02 1.215654271555597234e+03 8.648179263826469843e-01 2.113125442276320314e+02 2.063024715563157141e+00
2.977609040329293748e+02 1.215598143361744633e+03 6.601526466868433696e-01 2.005940311847571991e+02 1.484395633680030135e+00
2.583214674517066669e+02 1.215669446595218460e+03 5.117962726679075036e-01 1.915924857230150451e+02 1.348286006504251011e+00
4.379248896294407700e+02 1.215614167589178805e+03 8.818239554331490648e-01 2.118268382212575034e+02 2.067372072900503621e+00
3.324372436539697446e+02 1.215743413038671179e+03 6.556673567100113065e-01 2.066375870140780080e+02 1.608793678138145999e+00
3.432709917735142540e+02 1.215693075777614467e+03 6.938359061013522622e-01 1.983828189655698111e+02 1.730346375575449347e+00
3.825984488269300527e+02 1.215762931465157180e+03 7.406757232774970889e-01 2.072886861635043942e+02 1.845727598105115552e+00
2.701423509322013956e+02 1.215672635698800832e+03 5.471783099930579430e-01 2.029665617008698177e+02 1.330969735449992974e+00
4.522917920390542577e+02 1.215705095705582607e+03 8.869981088816465409e-01 2.104653078740751084e+02 2.149008768274854653e+00
4.313516895881351161e+02 1.215685354549099202e+03 8.913000577150733683e-01 2.073882665809957757e+02 2.079923308581539843e+00
3.302304865348004341e+02 1.215658023514635261e+03 6.717125284666697338e-01 1.943801811690490808e+02 1.698889694148420837e+00
4.784012491137269194e+02 1.215655498737348353e+03 8.722910694428680500e-01 2.205110495293968711e+02 2.169511460467426822e+00
3.721198101924073853e+02 1.215589936256331384e+03 6.768372422000975552e-01 2.076721059675875267e+02 1.791862265077073246e+00
2.964170535061982719e+02 1.215776769489467142e+03 6.482272399287734022e-01 1.996866077902212169e+02 1.484411282190722936e+00
2.472223151599312132e+02 1.215604067156022438e+03 4.929483593906740513e-01 1.954296494957888513e+02 1.265019488075469267e+00
4.202618938050453039e+02 1.215674744921669799e+03 8.300317447821571326e-01 2.069979488147864686e+02 2.030270812881720399e+00
4.228847832741824391e+02 1.215687826196284959e+03 7.243212636034057628e-01 2.111026311917072462e+02 2.003218912464197921e+00
4.071958875957761848e+02 1.215743697740579591e+03 7.776631679404537589e-01 2.081172014631056300e+02 1.956570070773138825e+00
3.471263201671929437e+02 1.215749698262517086e+03 6.598710144983457315e-01 2.053539746450580310e+02 1.690380333602891527e+00
3.732336401103201524e+02 1.215579964047600697e+03 6.852236817145681558e-01 2.066934007310530319e+02 1.805735639310358520e+00
3.448514277009884950e+02 1.215676269637818905e+03 6.878042300002874532e-01 2.077347075044590099e+02 1.660056866970996081e+00
3.691466511546032621e+02 1.215671439430590226e+03 6.955389784688378318e-01 2.088278187786950468e+02 1.767708216814761757e+00
3.159800238291496726e+02 1.215592158760513485e+03 6.639926289887940758e-01 1.991851807055588210e+02 1.586363115518319100e+00
3.572404730280528611e+02 1.215737573321216360e+03 6.263130568417034638e-01 2.062139709720387941e+02 1.732377643202905215e+00
4.325610686954902917e+02 1.215560691067335483e+03 8.095960003242165248e-01 2.137546333962421272e+02 2.023633648650045469e+00
2.741114941246488002e+02 1.215674195582468656e+03 6.151866793450602167e-01 1.907977223898127477e+02 1.436660200610887506e+00
3.681719902633848847e+02 1.215638769602014463e+03 7.983179005910858717e-01 2.041016827741747761e+02 1.803865530451031152e+00
4.682501688838686960e+02 1.215690314244572164e+03 9.445382692441099959e-01 2.139364701054446982e+02 2.188734668067946476e+00
4.129129117753072933e+02 1.215609021056429128e+03 7.896506123534365873e-01 2.117064185412987172e+02 1.950403368118752256e+00
3.358807732660976626e+02 1.215756687423684070e+03 6.923017233617050348e-01 2.034162552519781570e+02 1.651199275348135265e+00
3.900658739342952117e+02 1.215703953532799460e+03 7.890631217926226126e-01 2.056086957262231749e+02 1.897127320206751788e+00
3.580405667013542939e+02 1.215739640114511531e+03 7.000276157982554537e-01 2.012477806504126079e+02 1.779103180885787339e+00
3.138680924049235728e+02 1.215755773872852615e+03 6.550613052122933322e-01 2.031200852759419604e+02 1.545234150421552988e+00
2.962182163231524896e+02 1.215750710308573844e+03 6.381436507106749145e-01 1.960007260475472037e+02 1.511311831831142483e+00
4.215557878927174897e+02 1.215781182442408408e+03 7.787963198090174233e-01 2.135742479019669986e+02 1.973813753455034403e+00
4.058661161344195420e+02 1.215653134568464111e+03 8.819308133491111645e-01 2.052662645677461342e+02 1.977266537144331204e+00
5.123060441436209658e+02 1.215712769787841808e+03 1.017497513197683556e+00 2.151609445924421209e+02 2.381036414922006905e+00
4.053702090801529039e+02 1.215730186453474516e+03 7.792019057542054483e-01 2.075768334066231091e+02 1.952868258116605693e+00
4.210742829203298925e+02 1.215727121397420660e+03 8.705236983855518806e-01 2.098432893361793106e+02 2.006613050397566322e+00
4.836982728059003875e+02 1.215723054477044798e+03 8.817873795563747619e-01 2.202231443225238081e+02 2.196400720250859973e+00
2.914570547562532283e+02 1.215784210566794854e+03 6.166541471007944697e-01 1.994817149933397786e+02 1.461071531122460465e+00
4.286529931157096485e+02 1.215591116516210832e+03 9.454964421529188368e-01 2.074869236212115311e+02 2.065927749250643153e+00
3.376103938187491167e+02 1.215762835797522257e+03 6.632337169830115897e-01 1.990274259970910293e+02 1.696300859679929829e+00
3.419051170213031696e+02 1.215690985110384190e+03 6.322771699498928033e-01 2.057851444002507151e+02 1.661466467940465375e+00
3.746868451214311904e+02 1.215803085034706555e+03 8.352235522183171224e-01 1.969005247482276104e+02 1.902924563560889792e+00
4.379624429803316161e+02 1.215761862393051160e+03 7.889261736002223246e-01 2.136740394660102993e+02 2.049675496727806578e+00
3.635050296201682727e+02 1.215729662950030388e+03 6.940458984232178441e-01 2.002148996139642918e+02 1.815574317001605653e+00
3.083862979059575764e+02 1.215856916951420772e+03 6.280547547092986127e-01 1.961428307637644934e+02 1.572253733185791091e+00
3.354951531976074648e+02 1.215768016688785792e+03 7.157560508085422102e-01 1.975825934056617825e+02 1.697999542443467957e+00
3.614967110251368467e+02 1.215746875338750669e+03 7.133984447195695910e-01 2.041618480997493350e+02 1.770637924714106637e+00
4.887967844770636248e+02 1.215664913955305337e+03 9.465457612834928813e-01 2.170903012144008528e+02 2.251582782569002905e+00
2.992569430238169161e+02 1.215706411078695965e+03 6.245335510954062030e-01 2.026072153204425490e+02 1.477030038394800737e+00
4.311105332232382921e+02 1.215709426940066351e+03 9.077383356318033947e-01 2.164676004527776740e+02 1.991570712298281753e+00
2.825245912435366336e+02 1.215555285619690494e+03 6.465888070278675848e-01 1.972676798354563346e+02 1.432188949954672053e+00
3.777521894440739629e+02 1.215776833381515189e+03 7.399918556138334047e-01 2.039838656078865995e+02 1.851872883761395805e+00
3.382414495305951618e+02 1.215784581694926601e+03 6.747025781418228840e-01 2.005446712869628243e+02 1.686613996572362995e+00
3.887643892269801427e+02 1.215550476871128467e+03 8.241706073555356005e-01 2.093636751880589486e+02 1.856885579018309640e+00
4.103731706129818235e+02 1.215810181237515735e+03 7.630373656162887652e-01 2.073175644925819370e+02 1.979442367159708116e+00
4.134997067937624138e+02 1.215721606571158418e+03 7.819317155249807527e-01 2.068518955494945999e+02 1.999013379574382743e+00
4.008380507275346645e+02 1.215745918793721557e+03 7.699367505375595000e-01 2.082543740389578772e+02 1.924752133429622036e+00
3.882707636017036066e+02 1.215730657979247553e+03 8.092516116480195087e-01 2.065037522929481781e+02 1.880211663422459489e+00
4.058661161344195420e+02 1.215653134568464111e+03 8.819308133491111645e-01 2.052662645677461342e+02 1.977266537144331204e+00
3.614077029031053598e+02 1.215731062816382746e+03 7.825011134047968886e-01 1.992916616059053467e+02 1.813461235612459976e+00
5.103230411699898355e+02 1.215719308843148610e+03 9.534653575523952540e-01 2.135296457932025191e+02 2.389939997672376748e+00
3.148769036564353314e+02 1.215658432818886240e+03 6.564353263615820833e-01 2.020554047079583313e+02 1.558369122130358608e+00
4.060273545745217234e+02 1.215712292805927518e+03 8.199170218546060207e-01 2.089822781235458820e+02 1.942879359054967336e+00
4.173422938538818130e+02 1.215654576307454590e+03 7.817369429770405498e-01 2.142426989915834952e+02 1.947988406691408825e+00
4.265588046966655043e+02 1.215587418114767388e+03 7.907868488470271018e-01 2.138624977689110551e+02 1.994547006355379182e+00
3.762064715614826014e+02 1.215790876179647057e+03 8.320253911829570415e-01 2.009042650485851027e+02 1.872565878432216335e+00
2.761557538189582601e+02 1.215720668661060245e+03 5.909086600258184330e-01 1.931218354311831717e+02 1.429956137287040852e+00
4.578638441122387803e+02 1.215742913606003867e+03 8.256611682120179596e-01 2.144636013000595938e+02 2.134925653288988201e+00
4.343739865567236507e+02 1.215817042333618474e+03 8.878971748327286750e-01 2.150399225645869024e+02 2.019969042847195695e+00
3.236108157257820039e+02 1.215736752471031650e+03 6.892818767644481870e-01 2.021688592764044472e+02 1.600695660469363402e+00
2.727713886424899101e+02 1.215722204154317296e+03 5.945494848317531833e-01 1.967777048910613189e+02 1.386190517840929504e+00
3.500016725368811876e+02 1.215754218075445351e+03 6.900005275569822683e-01 2.061461393660237889e+02 1.697832778306044288e+00
3.630344862395223799e+02 1.215671877166343847e+03 6.572314521172446522e-01 2.040282658360042376e+02 1.779334273866375327e+00
4.092737581004280401e+02 1.215778965846832762e+03 8.627695760097812139e-01 2.096872784429446028e+02 1.951829224641257632e+00
4.042140833742260497e+02 1.215635503098012123e+03 8.148307867072632771e-01 2.036573847354833902e+02 1.984774988146057240e+00
4.276921963780797000e+02 1.215787518191399840e+03 8.459171451062390545e-01 2.145608959502542348e+02 1.993337110585331251e+00
3.909142274744182828e+02 1.215680520940480619e+03 8.087823241789441342e-01 1.999314505852742059e+02 1.955241290602683923e+00
3.917484361928668477e+02 1.215651262707756814e+03 8.583476192937503635e-01 2.013290715107262940e+02 1.945811567367187189e+00
4.017937492972445170e+02 1.215736797231623541e+03 7.211433285174999597e-01 2.099452298097085361e+02 1.913802707789192592e+00
3.989588338402900263e+02 1.215687882503711307e+03 8.173889610606392964e-01 2.051932860909394662e+02 1.944307445144553892e+00
4.119343885622447488e+02 1.215579143889690386e+03 8.337948194869373442e-01 2.088284480430314431e+02 1.972597088292113554e+00
3.797353972861108673e+02 1.215683649907315612e+03 7.913489346504765098e-01 2.075673494589355812e+02 1.829456310329946378e+00
2.926764245901723598e+02 1.215765387663257115e+03 6.119093272180395893e-01 1.985418064571047694e+02 1.474129956873367675e+00
3.571450961398208506e+02 1.215814894100865104e+03 6.927465522969374900e-01 2.030949913253927548e+02 1.758512574874944168e+00
3.977175032736388403e+02 1.215716245085331138e+03 7.674194896205158711e-01 2.029349219472586583e+02 1.959827808133500104e+00
3.518535520537039929e+02 1.215659342662384915e+03 5.948531590299859229e-01 2.147182596952790732e+02 1.638675502274667739e+00
3.663693792792201407e+02 1.215663956037961725e+03 7.346124485371618995e-01 2.081448107804227448e+02 1.760165809109276891e+00
4.084524661326908017e+02 1.215595894467769995e+03 7.301209981084459955e-01 2.118367959402963265e+02 1.928146922349638803e+00
4.126277796282169561e+02 1.215650291701957030e+03 8.238907961399041247e-01 2.068625246592870894e+02 1.994695657455769267e+00
3.732106620116489921e+02 1.215712198207095980e+03 7.417670956564218487e-01 2.010210682342757309e+02 1.856574861977643875e+00
3.425900922401431217e+02 1.215733166309405306e+03 7.464698781929920424e-01 2.019260699523984499e+02 1.696611499054601735e+00
2.988177769084696820e+02 1.215751169744967683e+03 6.325288164588089845e-01 1.951735731985353652e+02 1.531036051712312940e+00
4.225704938320305359e+02 1.215633947335474886e+03 8.533232938388101152e-01 2.083771120664613363e+02 2.027912229137971423e+00
4.291936361789211674e+02 1.215727554039066035e+03 9.369752690842390042e-01 2.125849750356716754e+02 2.018927424701123297e+00
3.122628186519947917e+02 1.215693664484029114e+03 6.148106104085778734e-01 1.993454134984121993e+02 1.566440948762946928e+00
4.852340601167963428e+02 1.215653149790014822e+03 9.133094519081202955e-01 2.072366769363062815e+02 2.341448759410149627e+00
4.439416041118125804e+02 1.215692680218994838e+03 8.155036267632326252e-01 2.135257480826517167e+02 2.079101036283321324e+00
4.443970471015947510e+02 1.215690271058440658e+03 9.151472828481920230e-01 2.091885736571458949e+02 2.124384899865270793e+00
4.604768793735404415e+02 1.215785329121150653e+03 9.918067327832941205e-01 2.071519648243328504e+02 2.222894094989781522e+00
3.417418606080987047e+02 1.215761255735183795e+03 6.248555863788222142e-01 2.095623377497717001e+02 1.630740830044357548e+00
4.315742871042014599e+02 1.215612959935731169e+03 8.377665995194473192e-01 2.148867512371917030e+02 2.008380156614822276e+00
3.511307438284014779e+02 1.215646769625566549e+03 7.116978900180781498e-01 1.987357339951519748e+02 1.766822386541551992e+00
3.893502642268519480e+02 1.215652435885961950e+03 7.497339962879656650e-01 2.017044552964990487e+02 1.930300764326299046e+00
3.782825990336153268e+02 1.215716119017596156e+03 7.237937188497086671e-01 2.098610508713593958e+02 1.802538381767157638e+00
3.781262786911060516e+02 1.215722376233404475e+03 6.810631421493650306e-01 2.116613150003467467e+02 1.786468532005891507e+00
4.154721483810698714e+02 1.215660912949814019e+03 8.150709547925782950e-01 2.116922863522756586e+02 1.962622991797091654e+00
5.366660421174995008e+02 1.215691719948971013e+03 9.869195656395988170e-01 2.171460848848690262e+02 2.471451614713846556e+00
5.072299631823661912e+02 1.215728588098831779e+03 1.049185211482264846e+00 2.206639332641526039e+02 2.298653684266430908e+00
3.044802778040557882e+02 1.215712033734424494e+03 5.848875898896390702e-01 2.041380860311613787e+02 1.491540768916474136e+00
4.625443586740181559e+02 1.215805890194514404e+03 9.533995717872754128e-01 2.091912996829140354e+02 2.211107055480458161e+00
4.448027939082459170e+02 1.215775319956143449e+03 8.563936648108686489e-01 2.116579826539751252e+02 2.101516740974626707e+00
3.973536937486158536e+02 1.215740921349032988e+03 7.542065036848016879e-01 2.070676843802322082e+02 1.918955605931088382e+00
4.111177425526171874e+02 1.215758896789185656e+03 8.055365958042935981e-01 2.087557077599989839e+02 1.969372463938895423e+00
4.126217831321520748e+02 1.215767425710765337e+03 8.209168929314535346e-01 2.115580565954938379e+02 1.950395034688274132e+00
4.175067250089907702e+02 1.215713340453517958e+03 8.825772726030468585e-01 2.082041763772523382e+02 2.005275457359202651e+00
4.031896574337474703e+02 1.215695299680711059e+03 8.231332236363529953e-01 2.085603107140482280e+02 1.933204146337078599e+00
3.465359545061605786e+02 1.215823923200468926e+03 8.186239224725520014e-01 2.026821912007825972e+02 1.709750385335396583e+00
2.805985535422720432e+02 1.215776437838791026e+03 5.405126474229160483e-01 1.978249382840149053e+02 1.418418506666839107e+00
3.860304407991296785e+02 1.215723739600416593e+03 7.551848459410204217e-01 2.034745824789043240e+02 1.897192445838547181e+00
3.910935526013980734e+02 1.215707383277037479e+03 7.936151089742313758e-01 2.047295027669743490e+02 1.910294057845417504e+00
3.661514324202894954e+02 1.215659104013263004e+03 7.616917186984627497e-01 2.035391309712701968e+02 1.798924023469335776e+00
5.415162937387788133e+02 1.215718410093396415e+03 1.023813417161146599e+00 2.169754647914365648e+02 2.495748974471840853e+00
4.303489979726107890e+02 1.215667219278273706e+03 8.611959364005599138e-01 2.121015621386363534e+02 2.028976088782037834e+00
4.576884205741137066e+02 1.215810621619500807e+03 9.363404889566341316e-01 2.101341311514131576e+02 2.178077488251178639e+00
3.964966974333857479e+02 1.215690185606992600e+03 8.149695476546462425e-01 2.104583725822849374e+02 1.883967326024834632e+00
3.846301074326765388e+02 1.215759950525178510e+03 7.859781072272910007e-01 2.026095131044851598e+02 1.898381282987062324e+00
3.067788600379985837e+02 1.215682865791270160e+03 6.065074420691241031e-01 2.022047942181363851e+02 1.517169072198401025e+00
3.544310444715819699e+02 1.215761472349653332e+03 6.713232624606971788e-01 2.081088444973544540e+02 1.703104187271039294e+00
3.150973798365588436e+02 1.215842475452048575e+03 6.189815508377930486e-01 2.059628430757990714e+02 1.529874880007340732e+00
4.252786724067245814e+02 1.215598143280372824e+03 7.990647489143222204e-01 2.087857766147511995e+02 2.036914004881871243e+00
2.851447295312837014e+02 1.215710458831772712e+03 6.497077264790912521e-01 1.967843502231212938e+02 1.449021373945520441e+00
3.676375248992111437e+02 1.215672365754441671e+03 7.174785985329911187e-01 2.047789088105665769e+02 1.795289988771739509e+00
4.271708443047515971e+02 1.215783685959571130e+03 8.501153005799542139e-01 2.071491516108878841e+02 2.062141413483342678e+00
3.327531683963480873e+02 1.215650408540589297e+03 6.986828593189366998e-01 2.049475737508838620e+02 1.623601403551199862e+00
3.811531026486079554e+02 1.215698819950659072e+03 7.652183289005043410e-01 2.018217744347275300e+02 1.888562835780036808e+00
4.415812623732221027e+02 1.215776902446764780e+03 7.859594519742979513e-01 2.144786284490176627e+02 2.058859036755671834e+00
4.347249986777377444e+02 1.215774902561326371e+03 7.526927764411754929e-01 2.115905835802885235e+02 2.054557397223588655e+00
4.052472026310506976e+02 1.215717887415297582e+03 7.401199070034214511e-01 2.136409717456496082e+02 1.896860884500740863e+00
4.646709273458181997e+02 1.215748006386045518e+03 9.191285709304104490e-01 2.066056572158755671e+02 2.249071654704491330e+00
3.437180513143934490e+02 1.215797661180954265e+03 7.642956422619399115e-01 2.019766843647530550e+02 1.701770936558535174e+00
4.483770536441461445e+02 1.215662265823801363e+03 8.548011225593716844e-01 2.182092143838339098e+02 2.054803482567161055e+00
3.692893198530442760e+02 1.215674352013176758e+03 7.332080728271130887e-01 2.092142144845921052e+02 1.765125380045537762e+00
4.162407330934255469e+02 1.215695296436792432e+03 7.769009947934671922e-01 2.054749449005694828e+02 2.025749335496096037e+00
4.448027939082459170e+02 1.215775319956143449e+03 8.563936648108686489e-01 2.116579826539751252e+02 2.101516740974626707e+00
4.172585563246623224e+02 1.215768618187411676e+03 8.105681186776886316e-01 2.127818615957214377e+02 1.960968633301272135e+00
4.559763340807656391e+02 1.215687561330475091e+03 9.074825539217220571e-01 2.111200131428041686e+02 2.159796825004636656e+00
4.314589122256249425e+02 1.215622170427258879e+03 8.816626630959825128e-01 2.108411875469383858e+02 2.046369199706635555e+00
3.337232551499831743e+02 1.215695233059982229e+03 7.226440793044147659e-01 2.056451460389039312e+02 1.622811243436056872e+00
4.415812623732221027e+02 1.215776902446764780e+03 7.859594519742979513e-01 2.144786284490176627e+02 2.058859036755671834e+00
3.783923573365302104e+02 1.215707642715046404e+03 7.447154686124562994e-01 2.028773975743171150e+02 1.865128209750025245e+00
3.977322556004986041e+02 1.215671529865265256e+03 9.426618824248638173e-01 1.990246564559798514e+02 1.998406944561005982e+00
3.630866371038453053e+02 1.215703473582326978e+03 6.881536698154626652e-01 2.120173576265501367e+02 1.712532601898521856e+00
4.010979410983665048e+02 1.215714279382829318e+03 7.782854877097273860e-01 2.082629862286686944e+02 1.925920435319067092e+00
3.430889401154361735e+02 1.215578919220185071e+03 6.918618122442758978e-01 2.025483597943266147e+02 1.693861853356000813e+00
4.263458186425564804e+02 1.215744086076676467e+03 7.780198879691359037e-01 2.204734300721322597e+02 1.933774144589980759e+00
3.726324473807617892e+02 1.215577041598054393e+03 7.926878866537285795e-01 2.079163910807166644e+02 1.792222563328831342e+00
3.376485631563372181e+02 1.215713074398434856e+03 6.364513209704520946e-01 1.997311674702529558e+02 1.690515143094154515e+00
3.519111271742108329e+02 1.215761608556698775e+03 6.777455520559501068e-01 2.020094156569198844e+02 1.742053092079007826e+00
3.009608130691156020e+02 1.215672578558608393e+03 5.998294474577493540e-01 2.044285167142851662e+02 1.472205629167415042e+00
3.369130791214498686e+02 1.215688564193703769e+03 6.632821707591858296e-01 2.053142751411656377e+02 1.640962757654343962e+00
4.004808111655432867e+02 1.215714466766950409e+03 8.880312908648710923e-01 2.100067869279564263e+02 1.906989850299122269e+00
3.903663364077726783e+02 1.215756819184692404e+03 7.659268399759480150e-01 2.072661738550119992e+02 1.883405908196307710e+00
5.024505115749643664e+02 1.215778861187377970e+03 9.136108279123414944e-01 2.162741772700738352e+02 2.323210833198666503e+00
3.679985450936572420e+02 1.215639092284754042e+03 7.617925885094642968e-01 2.084479010459087931e+02 1.765422166628623613e+00
3.901585126046529126e+02 1.215643169544917782e+03 7.848727634536679654e-01 2.081486817900615449e+02 1.874422212282690348e+00
3.956568158753423177e+02 1.215805969794516386e+03 7.506092707920665186e-01 2.179723214228612278e+02 1.815169987146107999e+00
3.679367597700227748e+02 1.215779847610648176e+03 7.338779037638396563e-01 2.033690981176684147e+02 1.809206822351822064e+00
3.456056486221170303e+02 1.215664370137618789e+03 7.244423561775478193e-01 1.999194360537981652e+02 1.728724607491963994e+00
4.818703071641092492e+02 1.215699829380049096e+03 9.610442133488175109e-01 2.163010441739331782e+02 2.227776148767109277e+00
3.377638805405533731e+02 1.215745427846105258e+03 6.760948045565151610e-01 1.959078913687168892e+02 1.724095329599818482e+00
4.379730575052199697e+02 1.215682035072478584e+03 9.093357425669883476e-01 2.106608142292188290e+02 2.079043789457036606e+00
3.923153621450993569e+02 1.215737128225531478e+03 7.692729890035054918e-01 2.069503761925767265e+02 1.895697748237152647e+00
3.018139751747105493e+02 1.215715706909864821e+03 6.007238683959305048e-01 2.033501191025675325e+02 1.484208499639377843e+00
4.156457673860470550e+02 1.215679107236289383e+03 8.273233385065160705e-01 2.082009139792813244e+02 1.996368601087933570e+00
4.076650774232094250e+02 1.215762283687719901e+03 8.145316917609758400e-01 2.024986541528006398e+02 2.013174256040215937e+00
5.833434271781293319e+02 1.215554624176967764e+03 1.155614967632014434e+00 2.217440356329788358e+02 2.630706280387420382e+00
3.814525039061807661e+02 1.215770243533673238e+03 7.646233521743110995e-01 2.040010624759898974e+02 1.869855476615844614e+00
3.521583847097488160e+02 1.215777706911031373e+03 7.839408938421309481e-01 1.955488307251451658e+02 1.800871850799901530e+00
4.163174051431411158e+02 1.215649749881048137e+03 8.704365224164432036e-01 2.090083285782022813e+02 1.991869931572474828e+00
3.810032603812853722e+02 1.215748969676235674e+03 7.485997917210737151e-01 2.083507356670856439e+02 1.828662899420108179e+00
3.236568815120502904e+02 1.215705846682009224e+03 7.216029609395561151e-01 2.022678070866730025e+02 1.600140359327479667e+00
4.364273955068399573e+02 1.215673571312985587e+03 7.876289995563354740e-01 2.150835544754369835e+02 2.029106300438609178e+00
3.572276355201377100e+02 1.215673796703522612e+03 6.948508112653311031e-01 2.013557814829321728e+02 1.774111639056253908e+00
4.887363423807539675e+02 1.215717692401072327e+03 8.706097074823141435e-01 2.198253894860876301e+02 2.223293421762299271e+00
3.511307438284014779e+02 1.215646769625566549e+03 7.116978900180781498e-01 1.987357339951519748e+02 1.766822386541551992e+00
3.645138537206296974e+02 1.215568332131541865e+03 7.543363432952999714e-01 2.043591897636367776e+02 1.783692008870405576e+00
3.689680418294038873e+02 1.215640958196860993e+03 7.495256959649257977e-01 2.048350039150275563e+02 1.801293893999017071e+00
3.799790472782817119e+02 1.215629279006238448e+03 6.559923754327320333e-01 2.128450615403896791e+02 1.785237790007058845e+00
3.256410608293940641e+02 1.215690469561189730e+03 6.251975124689115315e-01 2.002677076141941370e+02 1.626028802690074881e+00
