weight logl A lam0 gamma C W
0.000000000000000000e+00 -4.444638386715568231e+03 6.826418170166691652e+02 1.216434125297320406e+03 1.092522907052481340e+00 1.331948683268472848e+02 5.125136017564373425e+00
0.000000000000000000e+00 -4.435686523688012130e+03 7.741422557785761001e+02 1.217549843948172793e+03 5.105281784684768676e-01 2.667045036108553404e+02 2.902621610425131227e+00
0.000000000000000000e+00 -4.421752861350587409e+03 6.191874123061851378e+02 1.210928396978523324e+03 1.744092393252264506e-01 1.336034496394243263e+02 4.634516653404377351e+00
0.000000000000000000e+00 -4.375959827160925670e+03 7.642580001251769772e+02 1.212357565929906514e+03 6.259580566214941744e-01 2.434083654628902025e+02 3.139818135140039157e+00
0.000000000000000000e+00 -4.330165628006066072e+03 7.892241669466487792e+02 1.214893370047357166e+03 9.724756729957003687e-01 1.600088550652121171e+02 4.932378065107696052e+00
0.000000000000000000e+00 -4.324513659008004652e+03 5.429641699341225376e+02 1.212172085820397797e+03 3.907874850858964466e-01 2.003096232380648303e+02 2.710624488014827804e+00
0.000000000000000000e+00 -4.203791268382388807e+03 7.027118079194337952e+02 1.212970744849982566e+03 3.006777980507837622e-01 1.896090709722944325e+02 3.706108596577184056e+00
0.000000000000000000e+00 -4.198195066145507553e+03 6.318583095190996346e+02 1.212967016894718199e+03 3.858958743480551679e-01 1.989305948194800635e+02 3.176275173220492576e+00
0.000000000000000000e+00 -4.085516867195884515e+03 6.733933754726707548e+02 1.218644698758333334e+03 5.346778546670335475e-01 2.643751181304741067e+02 2.547113284467029448e+00
0.000000000000000000e+00 -4.021608320878008726e+03 5.341590151080888518e+02 1.210345017353631647e+03 5.734386559014158502e-01 1.780759260841821288e+02 2.999613854910264443e+00
0.000000000000000000e+00 -3.992370972295153024e+03 6.901124547193375065e+02 1.210397573799751171e+03 1.717860886420577715e-01 1.970694706443129576e+02 3.501873996327461214e+00
0.000000000000000000e+00 -3.972990498338263933e+03 7.899608111709468403e+02 1.216364613434745252e+03 8.299771845376567869e-01 1.637498718971994549e+02 4.824191933822558731e+00
0.000000000000000000e+00 -3.950512740469334858e+03 7.695948991029558783e+02 1.219870722557888939e+03 7.177748377718332629e-01 2.166418364214789563e+02 3.552383564574761898e+00
0.000000000000000000e+00 -3.863785445843046546e+03 3.351165586031650605e+02 1.217661556689337203e+03 1.898668545218130943e-01 1.328288154878281091e+02 2.522920628121341657e+00
0.000000000000000000e+00 -3.861331567776472184e+03 3.330023303203353748e+02 1.213357870239653266e+03 6.512946579620308984e-01 1.181358231097553357e+02 2.818809075473711623e+00
0.000000000000000000e+00 -3.836892514530546578e+03 7.545240076791085357e+02 1.212093077798104559e+03 3.882852768716814618e-01 2.644376689969900553e+02 2.853315151888200951e+00
0.000000000000000000e+00 -3.833315264934584320e+03 6.875076859673424678e+02 1.211369148645643918e+03 3.464014251943906553e-01 2.651946947920478692e+02 2.592463949953640157e+00
0.000000000000000000e+00 -3.788413619158054189e+03 6.956875287625209694e+02 1.219250373274809363e+03 2.713164099269861351e-01 2.660232778255406174e+02 2.615137797147046417e+00
0.000000000000000000e+00 -3.765542787273654994e+03 4.108293916760754882e+02 1.211485293710406950e+03 3.103781920214889745e-01 1.284429303377620784e+02 3.198536428558046651e+00
0.000000000000000000e+00 -3.692878214030890831e+03 7.913387407041020651e+02 1.213507793489925916e+03 1.142303641272237186e-01 1.503296904947132759e+02 5.264021618749567644e+00
0.000000000000000000e+00 -3.685189113304213606e+03 6.701609283883882426e+02 1.213173096396267738e+03 4.710013570555436901e-01 2.752563584737447400e+02 2.434679191806250032e+00
0.000000000000000000e+00 -3.643789840364416250e+03 5.729258541308013264e+02 1.218055570474360820e+03 2.588039418072966003e-01 2.049526086015870590e+02 2.795406499287488522e+00
0.000000000000000000e+00 -3.627914920378785155e+03 7.073400609950112994e+02 1.211114920048442400e+03 1.320476068348553911e-01 1.684832720157980361e+02 4.198280651438717648e+00
0.000000000000000000e+00 -3.626377874333223190e+03 6.944075563674321074e+02 1.214777749970928198e+03 1.509984971260057041e+00 1.280602472129451712e+02 5.422506761311614909e+00
0.000000000000000000e+00 -3.602807246324939570e+03 4.834999675407610198e+02 1.218525547155462846e+03 2.191646576277953284e-01 2.135765595893522004e+02 2.263825058659975742e+00
0.000000000000000000e+00 -3.574987638033954227e+03 4.821112629978509858e+02 1.213286861293994889e+03 3.264029291335939220e-01 2.212823666958169042e+02 2.178715232472993701e+00
0.000000000000000000e+00 -3.530210735701195972e+03 5.192208897576540494e+02 1.210623518872557270e+03 9.579746134914997047e-01 1.483678630644161558e+02 3.499550907006232503e+00
0.000000000000000000e+00 -3.506378775391701765e+03 5.318441548488021908e+02 1.212852873042977762e+03 1.403027307772317656e-01 1.248558743727884917e+02 4.259664653509599219e+00
0.000000000000000000e+00 -3.491088949532798324e+03 7.960259958177409771e+02 1.210194508278372723e+03 4.762927246846586637e-01 2.782961596395186348e+02 2.860355661568761310e+00
0.000000000000000000e+00 -3.489250933891413297e+03 5.648529908563014033e+02 1.210266753489178882e+03 1.108511261148056981e+00 1.468361832316620053e+02 3.846824252882808715e+00
0.000000000000000000e+00 -3.400590480641028080e+03 3.890366148823055710e+02 1.213790463269360771e+03 1.025150877773688629e+00 1.067427854299221224e+02 3.644617416675083987e+00
0.000000000000000000e+00 -3.396608612616619212e+03 7.835903909073504110e+02 1.216513523186264138e+03 6.362720089360045517e-01 2.226142798009436206e+02 3.519946661139699895e+00
0.000000000000000000e+00 -3.361024716084407373e+03 5.801720534945070540e+02 1.217285199775871661e+03 4.837298543993814315e-01 2.394164298763236900e+02 2.423275853683930059e+00
0.000000000000000000e+00 -3.314123960772510145e+03 4.976914934451658041e+02 1.218872225285001377e+03 2.507453678854792978e-01 2.839142891253384846e+02 1.752963878564956612e+00
0.000000000000000000e+00 -3.309760852725221412e+03 7.401339990933889794e+02 1.217099822042188862e+03 3.793331009480906957e-01 2.376233967789788437e+02 3.114735371710098732e+00
0.000000000000000000e+00 -3.229499173713132222e+03 5.489662741889455901e+02 1.211129738106127661e+03 1.025073234455835092e+00 1.580566999570397684e+02 3.473223687057594322e+00
0.000000000000000000e+00 -3.154150167411930397e+03 5.027707653016802283e+02 1.219803998560343871e+03 1.527392144940845631e-01 2.407558791582319202e+02 2.088301091792837738e+00
0.000000000000000000e+00 -3.152995576872819129e+03 6.985442609266563068e+02 1.217784695241015925e+03 6.061387473861552522e-01 2.993838751189084064e+02 2.333272827901003321e+00
0.000000000000000000e+00 -3.151036951566009066e+03 4.117282399296784661e+02 1.216926481710330563e+03 7.681258841228766343e-01 1.338325498354416823e+02 3.076443215315951107e+00
0.000000000000000000e+00 -3.091005507529654096e+03 3.012663317047805549e+02 1.217599000775923514e+03 7.463935389723581615e-01 1.173021121063993064e+02 2.568294178978770770e+00
0.000000000000000000e+00 -3.072280722484728358e+03 4.489404039238806945e+02 1.219820475219863056e+03 1.421742721872485682e-01 1.949462414180439396e+02 2.302893354897620704e+00
0.000000000000000000e+00 -3.045967574198840339e+03 2.041198099637723544e+02 1.219243695650609652e+03 1.865407653578214364e-01 1.158752510859278289e+02 1.761547941004299123e+00
0.000000000000000000e+00 -3.038439092810412603e+03 5.953396091407753374e+02 1.216692485968868141e+03 4.706294788234994808e-01 2.780923802929634121e+02 2.140797991349492779e+00
0.000000000000000000e+00 -3.016657221685471995e+03 7.617243632942200975e+02 1.215142821923292331e+03 3.389570408662969103e-01 1.416315682573708443e+02 5.378210328858504141e+00
0.000000000000000000e+00 -3.002761793433865932e+03 7.205643313442519684e+02 1.211619409199113079e+03 2.701959943958412991e-01 2.882618625911294430e+02 2.499686655970513538e+00
0.000000000000000000e+00 -2.985120654141142950e+03 4.847781717855718284e+02 1.213164902586137941e+03 3.023510567694640550e-01 2.970286630473132163e+02 1.632092225753823289e+00
0.000000000000000000e+00 -2.984336681758181385e+03 5.977414729122601784e+02 1.219607455152952525e+03 5.142426273662515923e-01 2.689764880785384094e+02 2.222281498216772455e+00
0.000000000000000000e+00 -2.916160672192606398e+03 4.805295926739041761e+02 1.217633056261553293e+03 3.783107059866663846e-01 2.624914881840797989e+02 1.830648285009984111e+00
0.000000000000000000e+00 -2.908207859318436476e+03 1.856940993344466904e+02 1.213821460170708860e+03 2.460903784474381406e-01 1.107257108558567893e+02 1.677063961921039903e+00
0.000000000000000000e+00 -2.882537682636924728e+03 6.141669291498446910e+02 1.215987940661740140e+03 1.098396397692528836e+00 1.262409165316636717e+02 4.865038578801823554e+00
0.000000000000000000e+00 -2.853582700859607939e+03 6.282763197904996559e+02 1.214539428824561583e+03 1.926301303907880791e-01 1.886005545304592204e+02 3.331253830905530400e+00
0.000000000000000000e+00 -2.797569266121462533e+03 5.980287405858857710e+02 1.213539963021045878e+03 6.045124145351564726e-01 2.636045555373608522e+02 2.268658594942706497e+00
0.000000000000000000e+00 -2.786268592456090119e+03 3.106995156311367055e+02 1.219617113628160951e+03 2.447923237583377598e-01 2.161330195057811352e+02 1.437538402700315299e+00
0.000000000000000000e+00 -2.720513244353916889e+03 5.284778723645306400e+02 1.219399816175544402e+03 1.410828542453180234e-01 2.476226158080924051e+02 2.134206807564383190e+00
0.000000000000000000e+00 -2.713170060226192618e+03 6.250654416660136121e+02 1.212484339483075246e+03 1.576320562924945490e-01 2.827980979843174509e+02 2.210288704631516055e+00
0.000000000000000000e+00 -2.671360004534962627e+03 4.579647977432454127e+02 1.210223093896284126e+03 3.662678614448643399e-01 2.088238088752270869e+02 2.193067927502849290e+00
0.000000000000000000e+00 -2.606231653822696444e+03 4.466602569725440617e+02 1.210404025071333990e+03 1.126938050615526044e-01 1.067320756181989339e+02 4.184873707228680573e+00
0.000000000000000000e+00 -2.565004987095512206e+03 4.337716577098086077e+02 1.214849727148213560e+03 7.727282295302299042e-01 1.359000260042003845e+02 3.191843816839311287e+00
0.000000000000000000e+00 -2.560862536656747579e+03 6.322624313468611490e+02 1.210600696467545959e+03 4.231326725533032240e-01 2.629138077649863021e+02 2.404827790224044026e+00
0.000000000000000000e+00 -2.552253310644204703e+03 4.066844371060633989e+02 1.215144626164807505e+03 9.548957556728326912e-01 1.087122619189350416e+02 3.740925171893869194e+00
0.000000000000000000e+00 -2.550651766423375648e+03 4.170267511196423129e+02 1.216951644849420745e+03 8.640735325910628983e-01 1.366383871793682090e+02 3.052046791010509796e+00
0.000000000000000000e+00 -2.447486582690791693e+03 6.731172824248479856e+02 1.212549739518412025e+03 1.013332877180663227e-01 2.280253113819709654e+02 2.951941073319234388e+00
0.000000000000000000e+00 -2.426261949809877478e+03 6.983873810456752835e+02 1.215190610685405773e+03 1.240678058329368616e+00 1.497209517427118044e+02 4.664593518252676319e+00
0.000000000000000000e+00 -2.406689897381206720e+03 5.829558211416842823e+02 1.214589864889410592e+03 1.315411483318831731e+00 1.373136334013075839e+02 4.245432931178507729e+00
0.000000000000000000e+00 -2.406654599034620333e+03 5.786591561232553431e+02 1.215223659371272561e+03 1.048086603068377975e+00 1.382630330571022057e+02 4.185205136388631786e+00
0.000000000000000000e+00 -2.387632608995139890e+03 7.700671770252201895e+02 1.214416954720456033e+03 1.350112268603672061e-01 2.049646468343253787e+02 3.757073177832818356e+00
0.000000000000000000e+00 -2.364755074545451862e+03 4.797487509195202051e+02 1.214434021123166303e+03 5.210678932270887964e-01 2.054583930579708237e+02 2.335016563592791972e+00
0.000000000000000000e+00 -2.357885875530698286e+03 6.384679592638082113e+02 1.218513579858278490e+03 8.307230701333137013e-01 2.230286840775021346e+02 2.862716793154469475e+00
0.000000000000000000e+00 -2.329426264252932015e+03 5.960624778296441946e+02 1.212116323004132710e+03 6.900999132677185788e-01 2.444870656891419571e+02 2.438012318359286557e+00
0.000000000000000000e+00 -2.280125291632989956e+03 2.519512327138396017e+02 1.211905217669772128e+03 2.145770996836692812e-01 1.345953775974742825e+02 1.871915939545367724e+00
0.000000000000000000e+00 -2.246872003388489247e+03 6.862293676954108150e+02 1.219687375514312862e+03 1.135507106241879116e+00 1.886233584457600330e+02 3.638093252871122285e+00
0.000000000000000000e+00 -2.182203424267290757e+03 6.678664599928922598e+02 1.215564370613687515e+03 1.711856882829857929e+00 1.153185237402762766e+02 5.791493320683504642e+00
0.000000000000000000e+00 -2.171716237527325120e+03 3.159286586582545624e+02 1.215036714098034508e+03 5.427941085245875374e-01 1.177988839515490724e+02 2.681932528224942214e+00
0.000000000000000000e+00 -2.171486831843233631e+03 7.963527364679662242e+02 1.219440719105658900e+03 1.227384724880797640e+00 2.027216360587509030e+02 3.928306578174885377e+00
0.000000000000000000e+00 -2.166452914470492942e+03 5.688990828757621330e+02 1.215204843318307667e+03 7.901302504179855690e-01 1.731952783626616679e+02 3.284726282690673571e+00
0.000000000000000000e+00 -2.118684964649083668e+03 7.523170479591482263e+02 1.215294713789444813e+03 3.954673544293423326e-01 2.350779329110393689e+02 3.200287830690802693e+00
0.000000000000000000e+00 -2.116521645903721947e+03 7.456739117455922496e+02 1.219502904072432557e+03 1.086420957092274042e+00 2.119036773085398409e+02 3.518928605754503280e+00
0.000000000000000000e+00 -2.102160875870416021e+03 5.235872619205125602e+02 1.218112688285626518e+03 6.122626131087511858e-01 2.452340305363592279e+02 2.135051406916723682e+00
0.000000000000000000e+00 -2.100219175577210081e+03 6.477442813581201335e+02 1.215215611116963146e+03 6.441746226654473384e-01 2.240659717096936845e+02 2.890864134413753117e+00
0.000000000000000000e+00 -2.085229349517861920e+03 1.735941945194008440e+02 1.211088737735108680e+03 1.859312333552233243e-01 1.563668334091163388e+02 1.110172731228821652e+00
0.000000000000000000e+00 -2.072903516043976651e+03 3.713683440525964556e+02 1.219772155017205932e+03 1.036143534550298534e-01 2.437684173257230782e+02 1.523447328110492993e+00
0.000000000000000000e+00 -2.055858157332409974e+03 2.355683672237989583e+02 1.211310147316409939e+03 1.625909374439130362e-01 1.410910942357636770e+02 1.669618968509546386e+00
0.000000000000000000e+00 -2.035491087220657391e+03 3.212831522796089416e+02 1.214041562026120573e+03 1.445038938316270671e-01 2.363848180167881878e+02 1.359153074952517581e+00
0.000000000000000000e+00 -1.993850920349877470e+03 6.417845900861448172e+02 1.212533514358402726e+03 9.279038720830513620e-01 2.045847364512654281e+02 3.137011104633534941e+00
0.000000000000000000e+00 -1.958183303141267061e+03 3.850909523555627629e+02 1.214340470423624083e+03 1.340656251947765498e-01 2.811947375867768528e+02 1.369481362490731158e+00
0.000000000000000000e+00 -1.950458703322242172e+03 5.651848067717679669e+02 1.211707528451542430e+03 1.068316071007411189e-01 2.705858306593355564e+02 2.088745021846059480e+00
0.000000000000000000e+00 -1.932257256368301114e+03 4.435140685322641616e+02 1.212928022394626623e+03 6.945243618601799618e-01 1.838540852564551074e+02 2.412315548570016954e+00
0.000000000000000000e+00 -1.926701210146237145e+03 5.058970723565705043e+02 1.215441321605776920e+03 5.473156310870663788e-01 1.465881804195082623e+02 3.451145043950928581e+00
0.000000000000000000e+00 -1.888951864027458441e+03 4.453779232573614877e+02 1.214964223189753284e+03 1.706965577842261272e-01 2.635541263760268293e+02 1.689891671898609893e+00
0.000000000000000000e+00 -1.865262785993432090e+03 5.492008286875729937e+02 1.210574907827470724e+03 6.456190899057151489e-01 2.429039839691273812e+02 2.260979090229229715e+00
0.000000000000000000e+00 -1.855078826621720282e+03 1.402957782794628088e+02 1.217257589344065991e+03 1.383481384171110773e-01 1.078357675706034371e+02 1.301013396947416245e+00
0.000000000000000000e+00 -1.831671477771242280e+03 7.964248209845604833e+02 1.215987778008463465e+03 9.470536562521458812e-01 1.937914623971879564e+02 4.109700247538444096e+00
0.000000000000000000e+00 -1.808179996558607399e+03 4.902496583119715297e+02 1.217965098815872352e+03 1.027036220710124015e+00 1.489427407797099647e+02 3.291531065868211758e+00
0.000000000000000000e+00 -1.782950117939469919e+03 4.299977346474934734e+02 1.212470162175161022e+03 1.409004064100153608e-01 2.623499614160791680e+02 1.639023433914404082e+00
0.000000000000000000e+00 -1.765251738015789442e+03 3.934630057535426317e+02 1.215018602873152759e+03 3.896153525747308999e-01 1.934713121836211940e+02 2.033702058009054348e+00
0.000000000000000000e+00 -1.744276440197052580e+03 3.619122843487264731e+02 1.212680217215133553e+03 2.252402077322912533e-01 2.480653896292463401e+02 1.458939051875126403e+00
0.000000000000000000e+00 -1.739201447161853594e+03 7.470385957281869196e+02 1.216385603494054294e+03 8.492382930775791428e-01 2.385506509768014780e+02 3.131572237045937790e+00
0.000000000000000000e+00 -1.681789068360428473e+03 2.479128658553493949e+02 1.212670943671087343e+03 1.241438737505768941e-01 1.493748735584565850e+02 1.659669126068453515e+00
0.000000000000000000e+00 -1.653264170393374116e+03 6.548950616665251800e+02 1.216715647686863804e+03 8.097058486817673151e-01 2.416285958128093228e+02 2.710337571857079020e+00
0.000000000000000000e+00 -1.586869165423847562e+03 4.113203009013222413e+02 1.211533862685132590e+03 1.020692260493024639e+00 1.276933512736581520e+02 3.221156754041378800e+00
0.000000000000000000e+00 -1.575094110385952717e+03 5.311491109488468965e+02 1.216150903098013032e+03 4.786675317526259965e-01 1.892138611036619125e+02 2.807136368608078580e+00
0.000000000000000000e+00 -1.494204183894360312e+03 3.392886851503442927e+02 1.216508605650325080e+03 3.497902895951260360e-01 1.879694989507859759e+02 1.805019894420086590e+00
0.000000000000000000e+00 -1.457149799232101486e+03 4.676357984303388662e+02 1.216082618683209148e+03 4.251222639033097606e-01 1.939525718064485318e+02 2.411083256462345670e+00
0.000000000000000000e+00 -1.455808926811355605e+03 3.885152638140900194e+02 1.215184493912658581e+03 1.681922244466348970e-01 2.662841430883439671e+02 1.459025157518275329e+00
0.000000000000000000e+00 -1.448482024271425871e+03 6.483832798695973452e+02 1.214647527947727895e+03 8.772943159232844401e-01 2.222086426045593157e+02 2.917903067449338472e+00
0.000000000000000000e+00 -1.374635814128573429e+03 3.572151556214556649e+02 1.214662028037122582e+03 4.263677143002511105e-01 2.044240529340595458e+02 1.747422333597316468e+00
0.000000000000000000e+00 -1.346524556872076801e+03 1.742118977109083175e+02 1.219809489198073834e+03 3.823879814273043465e-01 1.444981526824576008e+02 1.205634082352237790e+00
0.000000000000000000e+00 -1.295912712280980941e+03 5.847366285910034094e+02 1.216966364913376310e+03 6.407597007053932314e-01 2.792768635720009911e+02 2.093752490314154446e+00
0.000000000000000000e+00 -1.283795489769450796e+03 4.841951811700975554e+02 1.218054152386164787e+03 1.548863804101370478e+00 1.034664871971170328e+02 4.679729584784714902e+00
0.000000000000000000e+00 -1.274158760038069431e+03 7.915753187282207364e+02 1.215474795466137493e+03 2.517553853882119608e-01 2.336847470174649573e+02 3.387364082727490011e+00
0.000000000000000000e+00 -1.264319564976735819e+03 5.786562376526678690e+02 1.211530151346655657e+03 1.685043816499242730e+00 1.130469304544607780e+02 5.118725783410551067e+00
0.000000000000000000e+00 -1.253167423917937867e+03 2.211153067410890003e+02 1.217617321372753395e+03 4.699561821516509141e-01 1.428595642089697435e+02 1.547780913132631664e+00
0.000000000000000000e+00 -1.232786402931104931e+03 5.329171331629993347e+02 1.214353847960707753e+03 5.415386641279769098e-01 2.977797480430421615e+02 1.789635247746833135e+00
0.000000000000000000e+00 -1.202991592731171977e+03 7.388748241810735635e+02 1.215506454031283738e+03 1.712638706362736407e+00 1.336435585120016754e+02 5.528697622300441594e+00
0.000000000000000000e+00 -1.084690244289129396e+03 2.786482829878744383e+02 1.210595725350002340e+03 2.946375827880470810e-01 2.432604359690075171e+02 1.145473088864214173e+00
0.000000000000000000e+00 -1.078441768906164725e+03 5.643766321019808174e+02 1.215434284211316026e+03 2.452895270339393030e-01 2.641003860706616706e+02 2.136977686776188268e+00
0.000000000000000000e+00 -1.017645492739510019e+03 3.911651288528822761e+02 1.215726223978638018e+03 5.388758527830814771e-01 1.663984679831981737e+02 2.350773619456517860e+00
0.000000000000000000e+00 -1.013651183624617033e+03 3.766496570536781974e+02 1.216819229385161179e+03 4.889230408069193956e-01 2.321846947713950726e+02 1.622198471886877602e+00
0.000000000000000000e+00 -1.003239311393637195e+03 7.401759236148623131e+02 1.219926954677274125e+03 1.141322414286337850e+00 2.056127523459901170e+02 3.599854168428952228e+00
0.000000000000000000e+00 -1.000564526690056937e+03 7.408477434697892932e+02 1.214636565348385375e+03 7.833495255903086818e-01 2.907752991088684666e+02 2.547835891632632688e+00
