m0 p a1 b1 m_100 m_200 m_300 m_400
1.499246014804197102e+01 9.956017256092891898e+01 1.140213980018081941e+00 7.133196817663449707e-01 1.615203216395937602e+01 1.617049684719518865e+01 1.618805395228281441e+01 1.620468995295016512e+01
1.498336202216871627e+01 1.000237647987243719e+02 1.294359592378725665e+00 6.428448284804151314e-01 1.627676051357743958e+01 1.627579653020980288e+01 1.627482966659280450e+01 1.627385992488115818e+01
1.505900382016126215e+01 9.787169534805499893e+01 1.010112196992290379e+00 1.166183826500986953e+00 1.621854618582663932e+01 1.634636291039948830e+01 1.645018373403962286e+01 1.652807347470054822e+01
1.505778072782379695e+01 9.949722233203432609e+01 1.279338677257435108e+00 8.811352639412035614e-01 1.636444604849653572e+01 1.639045559520691597e+01 1.641512182802597053e+01 1.643841988380515673e+01
1.498440049113231964e+01 1.011154194248223490e+02 1.440652800843562176e+00 4.818450451096261133e-01 1.638822392736361522e+01 1.634465331966617185e+01 1.629455069751606544e+01 1.623815665666515784e+01
1.502109376993576717e+01 9.981774904012524985e+01 1.314381118842886664e+00 7.985530606430817357e-01 1.634454925634186040e+01 1.635344944786322685e+01 1.636217429201500906e+01 1.637072264054640414e+01
1.516238944819842693e+01 9.929686649683625888e+01 1.150251780326414064e+00 8.617337051998674724e-01 1.634983055624880777e+01 1.638466968479726660e+01 1.641708966010535065e+01 1.644702631612834764e+01
1.503594005741219419e+01 9.926119135026327456e+01 1.167771424424010718e+00 8.244530398083771416e-01 1.624097721687813589e+01 1.627560791928967987e+01 1.630752786274974753e+01 1.633666724850406382e+01
1.503891065014108364e+01 9.972577425170358367e+01 1.237868235385480631e+00 8.619148065547008741e-01 1.629148511569599123e+01 1.630581744702847047e+01 1.631977160126177040e+01 1.633334341302115789e+01
1.503036417909926925e+01 9.966486174679067744e+01 1.172040152207928898e+00 7.884120109870735860e-01 1.621879920260897734e+01 1.623466357696341333e+01 1.624999037278674408e+01 1.626477274846101650e+01
1.510851761323174358e+01 9.858888684619050480e+01 1.220112642984961582e+00 1.051968116836548006e+00 1.641817761404440290e+01 1.649713991173878469e+01 1.656487895261608756e+01 1.662084724967922611e+01
1.509526437370201357e+01 1.004918986700495225e+02 1.375465121674888991e+00 6.008905446857131238e-01 1.645160116791136318e+01 1.643118997165654704e+01 1.640951521220581810e+01 1.638659739027296780e+01
1.505038894405873862e+01 1.005647048944019133e+02 1.359426360737680639e+00 6.071856054953599369e-01 1.638755085360166674e+01 1.636362202957654688e+01 1.633805861706077067e+01 1.631089243497540053e+01
1.517631399788430890e+01 9.891598519341229689e+01 1.270392940816233107e+00 9.257832206208718162e-01 1.650739284054890632e+01 1.656177019480315238e+01 1.660958128410171497e+01 1.665059951139963701e+01
1.508976607186879093e+01 9.835723535347477764e+01 1.052140679592753258e+00 1.052560191480731433e+00 1.624637358983530078e+01 1.633811462466824693e+01 1.641612045703483602e+01 1.647953281229798606e+01
1.506675595724113137e+01 1.013119417428123086e+02 1.386262894412869429e+00 5.143741107722554773e-01 1.640662723473973728e+01 1.635137036690062118e+01 1.628761385489823965e+01 1.621577954334296479e+01
1.511059483773607326e+01 1.007308202524878311e+02 1.330544168518283499e+00 5.980976978160441604e-01 1.641250155110906306e+01 1.638115913624656272e+01 1.634717688151666692e+01 1.631062539154043023e+01
1.510966065825376781e+01 1.002639114694595719e+02 1.186854833890061300e+00 6.514834429977440777e-01 1.628557917979450309e+01 1.627432123910320527e+01 1.626274474925673630e+01 1.625085287656907340e+01
1.508494684566385580e+01 9.903192633301969749e+01 1.213356832908615957e+00 8.985347697135601663e-01 1.635116944414291140e+01 1.639925992113084874e+01 1.644239374655479935e+01 1.648040825038793500e+01
1.508494339114580995e+01 1.001598590522810071e+02 1.362684062037594401e+00 6.678206686049499297e-01 1.644086200129082798e+01 1.643396019260566376e+01 1.642692272120238073e+01 1.641975029479826986e+01
1.503426267133691496e+01 9.906571338945892080e+01 1.199538501209268304e+00 8.681030229902564344e-01 1.628310651500170536e+01 1.632802802146728638e+01 1.636840800327932399e+01 1.640410471395891179e+01
1.501592346716180693e+01 1.014286239634352853e+02 1.388587307823245354e+00 4.516860199480667859e-01 1.635915509074874663e+01 1.630328603602145421e+01 1.623734089359269106e+01 1.616183581101456923e+01
1.515668168167075613e+01 9.816940967965746268e+01 1.005698957636763424e+00 9.817500809896735348e-01 1.627024864708959839e+01 1.636284770496755669e+01 1.643890811797035312e+01 1.649738696486210188e+01
1.506378996637540624e+01 1.009711421652623642e+02 1.341307664492363827e+00 5.346166203325211086e-01 1.637036097343274577e+01 1.633085417009245788e+01 1.628672145580632602e+01 1.623812395422182675e+01
1.512077139470538256e+01 1.004659713707549002e+02 1.219469496997003688e+00 6.987396721791121479e-01 1.631936328039566320e+01 1.629746782601039001e+01 1.627457312214540153e+01 1.625069861096124768e+01
1.509222537475599246e+01 9.992804696780166296e+01 1.298901657070905102e+00 8.101913269706209064e-01 1.639477919184217569e+01 1.639840469075684837e+01 1.640200345436300466e+01 1.640557540899996880e+01
1.515211276654986605e+01 9.970138148759950525e+01 1.165125854766024815e+00 9.185182650361554124e-01 1.633431684132739292e+01 1.635097639265752534e+01 1.636721137545147897e+01 1.638301604021221891e+01
1.500011136993965977e+01 9.918911336213375307e+01 1.091978135816374262e+00 9.057107819972358698e-01 1.613715155928115763e+01 1.617921422699838985e+01 1.621816655225926240e+01 1.625390578315344570e+01
1.510800318700337463e+01 9.934955909405033481e+01 1.114734856739389102e+00 8.444005852026279513e-01 1.625652046114833027e+01 1.628835966813798919e+01 1.631820179501377766e+01 1.634599635099677428e+01
1.510426870373018460e+01 1.002770432031526582e+02 1.292734169351470896e+00 7.112477057217709842e-01 1.638446214258315337e+01 1.637153565279952261e+01 1.635822729885575910e+01 1.634454109094355445e+01
1.507400218529325997e+01 1.016338522729683120e+02 1.457250792412914109e+00 5.019842165713779281e-01 1.647320739083332697e+01 1.640089848237515113e+01 1.631506336023457493e+01 1.621657701683269792e+01
1.505071485163024292e+01 1.012471633684515098e+02 1.538065621851995246e+00 5.590997893310927225e-01 1.654094703737836625e+01 1.648419128043025950e+01 1.641885301080881732e+01 1.634532342192037646e+01
1.501226844501182178e+01 1.015762468054474255e+02 1.457785604414073788e+00 4.068370162130676704e-01 1.642352580999839162e+01 1.636359197874597271e+01 1.629082186959974976e+01 1.620590672882314465e+01
1.501454087724357400e+01 1.002143491961517014e+02 1.359632872957575955e+00 7.854297256113937920e-01 1.636349577933883026e+01 1.635257417636549349e+01 1.634141091381052036e+01 1.633000800784897066e+01
1.506220262437444646e+01 9.967439254249012492e+01 1.172497481297270383e+00 8.172871253416751358e-01 1.625122706166484576e+01 1.626725311104959104e+01 1.628277150244743154e+01 1.629777569834362438e+01
1.508941537906684971e+01 9.835184638890831366e+01 1.135482530991843930e+00 1.116833550634769523e+00 1.633598590879984158e+01 1.643326670603578776e+01 1.651566280511633167e+01 1.658226157453277949e+01
1.512706103172982530e+01 1.008031800366106268e+02 1.267307578598401818e+00 6.446649552128356220e-01 1.636052029485855996e+01 1.632358117739682868e+01 1.628364381997669241e+01 1.624080829762095135e+01
1.508808852310391480e+01 1.003890640241372552e+02 1.440400224550700159e+00 7.719505099624299760e-01 1.650926590403533822e+01 1.648920039358056044e+01 1.646830411384819115e+01 1.644658945498893843e+01
1.506513540956063757e+01 1.003440236679639952e+02 1.393905991686967383e+00 6.459633803426978460e-01 1.644480403359620624e+01 1.642992647231130121e+01 1.641441562087670647e+01 1.639827867663543515e+01
1.510467415332161245e+01 9.893324950890080061e+01 1.246590851045542792e+00 8.695192412980645713e-01 1.640726892417695382e+01 1.645729638280890583e+01 1.650111784827729267e+01 1.653853226243802510e+01
1.506503686651302587e+01 9.864587179259214622e+01 1.099384976637846734e+00 9.268690889166091296e-01 1.624017882930355583e+01 1.630719921322674537e+01 1.636498473134536269e+01 1.641310577676729565e+01
1.491275009155483389e+01 1.019742833950089391e+02 1.453146160225490036e+00 4.706083531906593009e-01 1.629805116233858797e+01 1.620973191955837223e+01 1.610224384381915641e+01 1.597717556259778959e+01
1.512330797254793957e+01 9.923586013224559110e+01 1.303903525880121705e+00 9.090091172757723825e-01 1.646964824435854169e+01 1.650893406362244775e+01 1.654497701309208679e+01 1.657769273913635288e+01
1.509974807243854755e+01 9.834424664985340314e+01 1.068490943457691245e+00 9.413578940157325547e-01 1.626166254827048974e+01 1.634209568945468050e+01 1.640863918396111032e+01 1.646054906479154667e+01
1.504871491479480738e+01 9.998828405036752542e+01 1.354279317711791109e+00 9.882104360007595290e-01 1.640372140677229140e+01 1.640444784659539579e+01 1.640517355158215906e+01 1.640589852133923898e+01
1.509835933490597526e+01 1.007846604965570378e+02 1.439009607762747223e+00 6.536227180080178556e-01 1.650368648648646186e+01 1.646664181693001083e+01 1.642632356253207604e+01 1.638282818380294970e+01
1.512938447983427714e+01 9.958888011006312979e+01 1.186841695606510427e+00 7.456931629451890586e-01 1.633516662040569756e+01 1.635329588111236276e+01 1.637060176118599486e+01 1.638707261817725325e+01
1.511044007933710631e+01 9.857960990413656077e+01 1.009877956049901826e+00 1.036467310570445832e+00 1.620988735886890098e+01 1.629045178879830402e+01 1.636135147169326487e+01 1.642200571204498871e+01
1.503554097053274674e+01 1.006529057223410462e+02 1.223189544664581518e+00 6.191338501090744018e-01 1.623248754882443023e+01 1.620425655351893468e+01 1.617408441862117030e+01 1.614202125754323802e+01
1.505753969310015883e+01 9.948006260845065185e+01 1.215912948707147834e+00 8.621998846694278740e-01 1.630110608120553550e+01 1.632741854868227449e+01 1.635236167077840008e+01 1.637590855063767847e+01
1.504713369026823955e+01 1.009344811005998821e+02 1.422711367643072933e+00 6.060522714224720886e-01 1.643220342093892938e+01 1.638987612325181331e+01 1.634300635717561789e+01 1.629175268210757466e+01
1.504844481307361193e+01 1.000467357177062695e+02 1.419488649211748665e+00 7.658780154538717966e-01 1.646567940724039758e+01 1.646341314282821600e+01 1.646113468857251405e+01 1.645884406410199574e+01
1.505384719823195816e+01 9.994396951202958235e+01 1.287191683920241303e+00 7.182959635388037611e-01 1.634356106948010989e+01 1.634606725429168961e+01 1.634855740549069125e+01 1.635103149217981056e+01
1.518504004976640154e+01 1.007031715759482466e+02 1.323371915985463332e+00 5.759637945601863152e-01 1.648187733209975292e+01 1.645284688639569026e+01 1.642137649882266359e+01 1.638752673532341220e+01
1.507243011283342682e+01 9.908140531581938149e+01 1.152932749098525278e+00 1.013959665395169907e+00 1.628243917519741757e+01 1.633541071599639238e+01 1.638409778640021131e+01 1.642833522289705073e+01
1.505265787500814767e+01 9.945179917118593949e+01 1.228289341540316215e+00 8.587734564155837802e-01 1.630994770625837020e+01 1.633744018043969604e+01 1.636339166413555191e+01 1.638777103068013474e+01
1.494391933817608020e+01 1.009680351336153024e+02 1.288471855683656742e+00 5.634129407365868758e-01 1.619613440007129768e+01 1.615533482579410673e+01 1.611014048355062656e+01 1.606071532918389622e+01
1.513162370602608675e+01 1.000439809815928527e+02 1.217583224678516984e+00 7.375433328171521197e-01 1.634716505230120376e+01 1.634511389968402995e+01 1.634305348850275053e+01 1.634098383447769365e+01
1.521789047430935504e+01 9.914203648279898573e+01 1.127378670045926512e+00 7.952895266935282592e-01 1.638682471768088789e+01 1.642492515787619212e+01 1.645945784774826848e+01 1.649032071565234858e+01
1.500273454696747244e+01 1.009690803062978830e+02 1.415396042664402998e+00 6.671770511280055160e-01 1.637534817667605225e+01 1.632757554984253545e+01 1.627498638919703211e+01 1.621777188558421656e+01
1.511680498544480145e+01 9.894529917639378880e+01 1.208927130433465891e+00 9.803836907467218253e-01 1.638863401180113399e+01 1.644583302606823239e+01 1.649707267828602042e+01 1.654212320984181162e+01
1.512578933263825576e+01 9.830247011986043049e+01 1.113764620355317092e+00 1.080360215447926819e+00 1.634999459880751260e+01 1.644603751963915172e+01 1.652655316671195607e+01 1.659059460557354271e+01
1.505706070042974787e+01 9.998375930152306523e+01 1.336427172335659108e+00 7.287473337570808951e-01 1.639423093536142773e+01 1.639497260513138954e+01 1.639571288130275661e+01 1.639645176310444086e+01
1.515559823933255501e+01 9.951859678822135891e+01 1.252426739670333689e+00 7.990430487544930571e-01 1.643172873290731673e+01 1.645425371194004782e+01 1.647557910954610705e+01 1.649568522723623687e+01
1.504594587341960477e+01 9.921936881824665022e+01 1.180764626504135606e+00 9.014279303543677457e-01 1.626981144600559048e+01 1.630992216700325415e+01 1.634694466188887318e+01 1.638078847498221791e+01
1.505879242781778871e+01 1.006904090776700684e+02 1.437818480791989373e+00 5.858012544489081819e-01 1.647004693983005907e+01 1.644086397598143634e+01 1.640911617457962279e+01 1.637486245294578779e+01
1.510067917711084817e+01 1.008589959348364999e+02 1.282877577044349238e+00 7.007484347402552771e-01 1.634423936617931261e+01 1.630136176633526190e+01 1.625504670971055532e+01 1.620542679255243357e+01
1.508951511670398027e+01 9.859665869326653365e+01 1.230142721274491535e+00 1.038181484607585858e+00 1.640746237774979122e+01 1.648473347020978608e+01 1.655085354058503810e+01 1.660529413656330178e+01
1.497563297807224103e+01 9.912506290377247353e+01 1.095352550056398755e+00 9.798821743652119665e-01 1.612361704332514734e+01 1.617271858873022694e+01 1.621813918056524528e+01 1.625973915372339107e+01
1.501607336256883762e+01 1.003907684485777168e+02 1.355362639994734053e+00 6.760800251032854646e-01 1.635449733462715471e+01 1.633675812635416591e+01 1.631822898794888843e+01 1.629892100208990513e+01
1.503224887519499831e+01 9.963284098299047287e+01 1.230921627635241933e+00 7.785615827770442365e-01 1.628086598931660234e+01 1.629789209541247175e+01 1.631423969346660385e+01 1.632990001957416482e+01
1.512002414375410098e+01 9.940631629000193925e+01 1.149350283167695608e+00 1.013326047883424508e+00 1.630658147041708617e+01 1.634211788572808288e+01 1.637593363891571485e+01 1.640798111866859799e+01
1.503372349165080912e+01 1.006867071156719931e+02 1.325324730208672364e+00 7.538487139087894917e-01 1.632553687190742409e+01 1.628965364654021641e+01 1.625146443030538990e+01 1.621103934173903838e+01
1.500571246479068321e+01 1.005800003474636810e+02 1.222596027355919546e+00 5.892054203475751706e-01 1.620616245252919541e+01 1.618244065484746130e+01 1.615717423726990631e+01 1.613039636549411071e+01
1.508674516676632749e+01 1.000886562506955357e+02 1.358895296965137334e+00 7.701156600721290602e-01 1.644133335962897746e+01 1.643698429751418288e+01 1.643259341209813584e+01 1.642816083938735261e+01
1.508495580088374410e+01 1.008928615662248234e+02 1.400132612332761539e+00 5.155382914882551404e-01 1.645427346856415340e+01 1.641922599991825393e+01 1.638005433805949806e+01 1.633687956153860910e+01
1.494913790929786579e+01 1.009213677476468547e+02 1.328744336059084930e+00 5.210857872317671280e-01 1.624582223128633629e+01 1.620949667089005430e+01 1.616902505999144779e+01 1.612454053317712521e+01
1.509811088018611258e+01 9.938449106268097921e+01 1.071693318751144375e+00 7.947604116022066734e-01 1.619991167895486939e+01 1.622835099204131737e+01 1.625507908003064017e+01 1.628005547561463118e+01
1.507833632243920796e+01 1.001516253417759685e+02 1.352456939650828360e+00 7.260153997847051954e-01 1.642382597123701515e+01 1.641673693166372416e+01 1.640952678483292004e+01 1.640219618316593753e+01
1.511370407876714594e+01 1.004419745337843608e+02 1.447685109853882324e+00 7.339831536388885525e-01 1.654054542007398965e+01 1.651861103577680723e+01 1.649560280142324942e+01 1.647153830351158632e+01
1.503825857503256813e+01 1.018201119488246889e+02 1.450425142409407897e+00 2.311964678726479150e-01 1.645363207550969875e+01 1.640074419567673658e+01 1.633068655983387885e+01 1.624434201951058299e+01
1.514299035478586219e+01 9.913571138682399919e+01 1.158280348169762775e+00 8.917068149094049545e-01 1.634835509019517730e+01 1.639182348972506631e+01 1.643154550018722659e+01 1.646740195905979576e+01
1.508784834200696068e+01 1.001917865931923615e+02 1.330000273643081599e+00 6.449415672944525113e-01 1.640999574126882621e+01 1.640195161460641415e+01 1.639371739926799521e+01 1.638529428635560947e+01
1.505524520961631829e+01 9.998153320393245735e+01 1.225004746746041207e+00 7.716508547141831542e-01 1.628114464543070028e+01 1.628203768345729685e+01 1.628292906923939753e+01 1.628381880157649064e+01
1.508440625723134332e+01 1.008592234169882715e+02 1.436553894608390891e+00 6.599815322377562410e-01 1.648359294613988268e+01 1.644221787920098166e+01 1.639695346667813425e+01 1.634792936495379223e+01
1.497924033999221116e+01 9.916880376117484275e+01 1.068870710214717690e+00 7.863615970427257906e-01 1.608802246031027394e+01 1.612485945488874961e+01 1.615851989284001533e+01 1.618891044097343723e+01
1.511854722295027287e+01 1.000233971392023449e+02 1.229959714706097884e+00 7.474250189842273073e-01 1.634740708786475238e+01 1.634630458356331673e+01 1.634519942713363250e+01 1.634409162096299184e+01
1.505392592030607268e+01 1.005010334054155834e+02 1.406289680726960256e+00 6.906199693080914415e-01 1.643789635738326638e+01 1.641421929014338232e+01 1.638920762905845763e+01 1.636288591325342168e+01
1.492892583991151412e+01 1.009220916295743962e+02 1.335174155356407155e+00 5.362390422359037956e-01 1.623113332377659290e+01 1.619387626672627079e+01 1.615245157501610507e+01 1.610699573065938495e+01
1.499542486907121841e+01 9.960032228819133593e+01 1.371264597015674269e+00 8.856138582815944460e-01 1.638858047624337289e+01 1.640958589226835329e+01 1.642969236154488755e+01 1.644888710289397693e+01
1.503909898178307003e+01 1.004490062769093441e+02 1.346585889150325954e+00 6.583070056594468866e-01 1.636666716325406057e+01 1.634660232326887197e+01 1.632550617731537557e+01 1.630339536518373578e+01
1.505795021554586910e+01 9.950594629746724706e+01 1.363406965622866451e+00 8.427825801238633119e-01 1.644698133819237995e+01 1.647125377521662770e+01 1.649415087179264461e+01 1.651565034586867142e+01
1.508836302535986640e+01 9.940292081072523445e+01 1.237088363825263215e+00 8.218658004408432305e-01 1.635558107377219628e+01 1.638390597485279088e+01 1.641038575184436255e+01 1.643498269200693329e+01
1.506675595724113137e+01 1.013119417428123086e+02 1.386262894412869429e+00 5.143741107722554773e-01 1.640662723473973728e+01 1.635137036690062118e+01 1.628761385489823965e+01 1.621577954334296479e+01
1.515268436700600496e+01 1.015342648273367274e+02 1.367257932971089218e+00 3.753715453582486816e-01 1.647819868730547199e+01 1.642451537788695148e+01 1.635937592925464301e+01 1.628336709120900139e+01
1.509809559422091141e+01 9.982184093383926893e+01 1.325698465235202406e+00 8.064176588875682228e-01 1.643275371673094654e+01 1.644154553614916026e+01 1.645016841210917136e+01 1.645862126025462757e+01
1.509247438714164424e+01 9.944436651326418541e+01 1.220194939568180814e+00 9.270604391963903623e-01 1.634445668182964084e+01 1.637470116539770615e+01 1.640336550583797859e+01 1.643041437885266021e+01
1.514806795656708971e+01 1.004879691577017979e+02 1.296911084256255009e+00 6.301960103420540804e-01 1.642515041798070641e+01 1.640413301485522268e+01 1.638194639562946975e+01 1.635861121285821440e+01
1.499757580888493536e+01 1.010053850722362654e+02 1.377875244478419248e+00 5.755488237219452685e-01 1.633678501799414917e+01 1.629288246695213971e+01 1.624391506601967450e+01 1.619007428532755810e+01
1.506145356899299514e+01 1.003374895686827983e+02 1.277179471473925076e+00 8.339741422482997990e-01 1.632072412740459555e+01 1.630225279937695149e+01 1.628322730604188706e+01 1.626365614455842135e+01
1.503103170239725550e+01 1.013527607559339287e+02 1.402409235280162036e+00 4.053878785650244509e-01 1.639455556067551356e+01 1.634608636116834646e+01 1.628837401541341023e+01 1.622182416712183439e+01
1.503619735411008840e+01 1.008710967072866254e+02 1.492250006507564564e+00 6.508850070494798246e-01 1.649095153072543951e+01 1.644917374627925000e+01 1.640323697690325844e+01 1.635327643386682439e+01
1.497300125813213612e+01 1.006247088090083253e+02 1.253595822201345911e+00 5.630230960624000858e-01 1.620368666003745517e+01 1.617890384375003165e+01 1.615228633667661740e+01 1.612387463536772714e+01
1.507551537543579911e+01 9.972410101022148865e+01 1.307263111593428562e+00 8.357442865182171943e-01 1.639710816285955985e+01 1.641103849537271842e+01 1.642456527526516652e+01 1.643768441517414303e+01
1.497903310964482770e+01 1.008339123607277088e+02 1.356625273659162190e+00 6.283373557201876736e-01 1.630119169105066135e+01 1.626315578019969266e+01 1.622165333017418476e+01 1.617679637845478879e+01
1.514049086948196887e+01 1.006346902372474119e+02 1.344566103932551826e+00 6.154985547149021130e-01 1.645961727833423538e+01 1.643210640476408813e+01 1.640256754790446792e+01 1.637104708712017853e+01
1.500128991846880311e+01 1.000815301417080718e+02 1.336378809202818374e+00 7.528351294569759489e-01 1.633379783927811246e+01 1.632989204030101504e+01 1.632595143306896190e+01 1.632197612082254068e+01
1.509779730436992651e+01 9.978145977607127293e+01 1.267166539421323179e+00 7.671840646738044001e-01 1.637540102472913262e+01 1.638559626319607787e+01 1.639554762849859415e+01 1.640525323612596154e+01
1.504652982127034733e+01 9.990487565537247860e+01 1.233523799079170757e+00 6.579206810102338210e-01 1.628396755262625817e+01 1.628783719632017224e+01 1.629166241293456352e+01 1.629544306556281086e+01
1.508448966397075708e+01 1.001196984585788954e+02 1.298051385897274201e+00 7.929191323369604305e-01 1.637654816574896444e+01 1.637048237317034705e+01 1.636434401441357878e+01 1.635813343585483537e+01
1.511878660450251743e+01 9.829067962162626770e+01 1.017862077420733868e+00 9.594155632953782487e-01 1.623520285719801137e+01 1.632044096436331060e+01 1.639134632488387666e+01 1.644707321423023316e+01
1.514938976757620992e+01 9.889517620484181748e+01 1.162838289180863072e+00 8.698471939906937678e-01 1.637037211013682736e+01 1.642250267321695389e+01 1.646836299647333135e+01 1.650772721209492744e+01
1.493767010357412772e+01 1.011866150388131871e+02 1.479848134364322831e+00 5.859056771602837443e-01 1.637037071296725088e+01 1.631544833393283866e+01 1.625304914878675433e+01 1.618351177995645784e+01
1.504933504035963132e+01 9.977661395269885247e+01 1.312271485952852146e+00 8.068429001509009879e-01 1.637282632134913030e+01 1.638378422077275332e+01 1.639447805620806520e+01 1.640490571153338806e+01
1.496435598852622384e+01 1.011176304606121619e+02 1.420658336308559200e+00 6.036400191527739878e-01 1.633970282015924269e+01 1.628776090969812529e+01 1.622943900006576001e+01 1.616501825519706159e+01
1.519515723321816658e+01 9.825599522005512654e+01 1.118751956041453610e+00 1.035411596855272620e+00 1.642219315765179743e+01 1.651523154223171019e+01 1.659186836666514964e+01 1.665115143949077492e+01
1.502876251852682188e+01 9.997315307184827304e+01 1.251973872572126112e+00 7.098899881577551696e-01 1.628193240236026185e+01 1.628312484589137554e+01 1.628431371829744023e+01 1.628549901619378204e+01
1.505456959683511187e+01 9.828194426757460178e+01 1.049324184478710009e+00 1.084385896967663854e+00 1.621643559731283446e+01 1.631497489507351872e+01 1.639832410364232373e+01 1.646547871921877260e+01
1.515815174737725002e+01 9.897293913524291042e+01 1.074059990848281743e+00 8.193690561468862654e-01 1.628331597631242644e+01 1.632963852660683912e+01 1.637098252898154271e+01 1.640717228098674951e+01
1.501209194316090745e+01 9.890494365942869592e+01 1.166124728194299465e+00 1.048977020629266121e+00 1.624831061325497572e+01 1.631242433997973862e+01 1.637024770099484172e+01 1.642150097544718435e+01
1.509324510672215247e+01 9.962282351270195591e+01 1.284125838436636968e+00 9.300913872431415541e-01 1.639913094562857054e+01 1.642015199448923468e+01 1.644042219672099847e+01 1.645993008217991616e+01
1.510945535346858293e+01 9.961519100497990564e+01 1.175968351388414490e+00 8.916497765150559474e-01 1.630671702935133283e+01 1.632730506537685500e+01 1.634717568483767991e+01 1.636631718225700283e+01
1.498473769520025201e+01 1.016111016471634514e+02 1.495134844370888061e+00 5.291027591549948284e-01 1.641983528763910627e+01 1.634556670487880581e+01 1.625780328529383212e+01 1.615741534618199537e+01
1.509920111888436978e+01 9.826789444730756884e+01 1.058356743615663120e+00 1.077837234752109907e+00 1.627020013965235279e+01 1.636849420672995237e+01 1.645123566996432984e+01 1.651741070109832066e+01
1.510269590240368132e+01 9.917654621068666643e+01 1.228557073270955868e+00 8.586797879762144703e-01 1.637435745253307573e+01 1.641400179248900315e+01 1.645007812498232624e+01 1.648248828784925735e+01
1.498587109173574916e+01 1.014983661550640619e+02 1.468888874642981790e+00 4.219910542541516207e-01 1.640935986030260452e+01 1.635172147963840317e+01 1.628234036347638636e+01 1.620181300767206878e+01
1.507997038863110362e+01 9.872697175122331714e+01 1.172164105089715136e+00 1.082433785441935470e+00 1.633589042257965573e+01 1.641140708390829417e+01 1.647818906242641646e+01 1.653579824537816378e+01
1.507453181515562690e+01 1.009931661317804412e+02 1.321407159903193573e+00 6.439171808088044457e-01 1.635365574634043995e+01 1.630649055993501406e+01 1.625462342845798958e+01 1.619825231016427480e+01
1.511374082510359962e+01 1.001842764527362419e+02 1.303285095862118936e+00 6.826200995432767371e-01 1.640904992747898206e+01 1.640090092492072316e+01 1.639258000171945895e+01 1.638408826926643513e+01
1.505753047933824718e+01 1.000999937716368180e+02 1.252450543725412757e+00 8.412421794889972659e-01 1.630467631632267000e+01 1.629932247883654028e+01 1.629391972151727686e+01 1.628846825720405889e+01
1.498664618066701948e+01 1.016012513152751495e+02 1.289168984274811081e+00 4.857074548046753648e-01 1.622148158408599272e+01 1.615504941255001015e+01 1.607716953517989111e+01 1.598860499841560845e+01
1.504498348227032878e+01 1.001552800064395399e+02 1.334270871931879654e+00 7.274464967754781242e-01 1.637210480870862028e+01 1.636482932709400373e+01 1.635742859975938757e+01 1.634990332899089793e+01
1.512706103172982530e+01 1.008031800366106268e+02 1.267307578598401818e+00 6.446649552128356220e-01 1.636052029485855996e+01 1.632358117739682868e+01 1.628364381997669241e+01 1.624080829762095135e+01
1.507318498880535174e+01 9.936082499804217605e+01 1.125463498894028191e+00 7.604898720025801140e-01 1.622845907845336555e+01 1.625638256957858019e+01 1.628237334903350941e+01 1.630638896179323893e+01
1.512934707107887355e+01 9.919955109060491338e+01 1.143921037386789408e+00 7.098650972282793958e-01 1.630777263055655624e+01 1.633924872863020639e+01 1.636761551257810510e+01 1.639280008288691093e+01
1.512554782148415278e+01 9.811910821407823846e+01 9.771826502273803783e-01 1.039343424683345063e+00 1.622053264008507512e+01 1.632246896455150775e+01 1.640706243302356526e+01 1.647308732369803863e+01
1.517690097894972467e+01 9.996136479933801411e+01 1.446188460243689633e+00 6.672071789695230848e-01 1.662470545882243300e+01 1.662631294015105965e+01 1.662791187369932189e+01 1.662950225003764615e+01
1.506962377605947800e+01 9.959435838636363769e+01 1.270551249435996510e+00 8.112502394597225219e-01 1.636051746278077346e+01 1.638001453939554253e+01 1.639865348739310491e+01 1.641642210078489938e+01
1.504176841508526863e+01 1.013876505734997266e+02 1.372123258358772802e+00 4.887774012824728231e-01 1.636684044472649546e+01 1.630999608225723918e+01 1.624377870240144262e+01 1.616867769414560740e+01
1.508456572798452910e+01 1.017955122721184580e+02 1.425272249986033302e+00 3.305981020022645822e-01 1.646453039422084430e+01 1.640229102964467600e+01 1.632388354385275164e+01 1.623026997478492461e+01
1.498336202216871627e+01 1.000237647987243719e+02 1.294359592378725665e+00 6.428448284804151314e-01 1.627676051357743958e+01 1.627579653020980288e+01 1.627482966659280450e+01 1.627385992488115818e+01
1.503204092601454889e+01 9.978147579333707995e+01 1.228412289375690136e+00 7.669330483503706830e-01 1.627088985353508122e+01 1.628109192274726880e+01 1.629105749132355641e+01 1.630078467234075035e+01
1.513511321920695352e+01 9.947682622028749222e+01 1.279164017039065016e+00 8.612799419415608781e-01 1.644203459581817128e+01 1.646836497574962976e+01 1.649323962686177580e+01 1.651663138943303721e+01
1.507686172039196748e+01 9.994619758333035975e+01 1.349036693317490432e+00 8.672921726041025181e-01 1.642882415581791378e+01 1.643173443132251421e+01 1.643462920692937601e+01 1.643750844952193901e+01
1.506539823997541205e+01 1.004570117561236771e+02 1.329051341710027145e+00 6.967132000147806536e-01 1.637399434043531343e+01 1.635246997040332673e+01 1.632989405709466268e+01 1.630628504513000365e+01
