m0 p a1 b1 m_100 m_200 m_300 m_400
1.512550771919551984e+01 9.998217471659665989e+01 1.329453111868863502e+00 7.245209055302979095e-01 1.645577160165927211e+01 1.645658070298942022e+01 1.645738813403953671e+01 1.645819389379642672e+01
1.515012864811168924e+01 9.812923555830138866e+01 9.652562877495043381e-01 8.201951671737024441e-01 1.620648018387264599e+01 1.628243667406924544e+01 1.634216586076272648e+01 1.638481175457718209e+01
1.502014980738968397e+01 9.910409910621891072e+01 1.155080981091913372e+00 9.465113474697428586e-01 1.622710093296112888e+01 1.627507821229009011e+01 1.631900788194339924e+01 1.635874825243882213e+01
1.505088177593473198e+01 1.009598797441638567e+02 1.399681090150401985e+00 6.090508733222765869e-01 1.641170455968779152e+01 1.636799148889231859e+01 1.631957960101409100e+01 1.626664160649897539e+01
1.500729698746247820e+01 9.930915377674126887e+01 1.151438887655238830e+00 8.617367629591381473e-01 1.619528990182700312e+01 1.622957464555493701e+01 1.626152461619251000e+01 1.629107878347284100e+01
1.503042163517864793e+01 9.954940113823312231e+01 1.189962953594008610e+00 7.998870929036723254e-01 1.624264918857135953e+01 1.626393335633788340e+01 1.628421987774657964e+01 1.630349234535368907e+01
1.510360417540793065e+01 1.005673175282286422e+02 1.440449543693345547e+00 6.184758745951839387e-01 1.652123198890886613e+01 1.649662945863939356e+01 1.647027703357517936e+01 1.644220781718677671e+01
1.501828262323966889e+01 9.921834183907367333e+01 1.244719535281909373e+00 9.726198545240229976e-01 1.630960251250494153e+01 1.635303946218303039e+01 1.639320659811014735e+01 1.643000552105016254e+01
1.512526624546574183e+01 9.919022222793185506e+01 1.175822673398128515e+00 8.689978578307577806e-01 1.634409823316754995e+01 1.638390126095739063e+01 1.642039329550391002e+01 1.645347834005004373e+01
1.507448856473374121e+01 1.005724109094618939e+02 1.322042014797270681e+00 7.080976380762109557e-01 1.637036848704789804e+01 1.634254934195579523e+01 1.631310871683063723e+01 1.628208425764860934e+01
1.493999313800988205e+01 9.881125955751463152e+01 1.105886513184300313e+00 1.088895088199823391e+00 1.612495226371959589e+01 1.619725754374538695e+01 1.626238255392984300e+01 1.631995536363974963e+01
1.508282045374397207e+01 1.010141486284257155e+02 1.452900676805445102e+00 5.905401168107147214e-01 1.649560415904955235e+01 1.644986726674270017e+01 1.639869239068812945e+01 1.634228309973339321e+01
1.501025317718339736e+01 1.003801977419510081e+02 1.298746144842315431e+00 7.133693521177431052e-01 1.629165637240915743e+01 1.627358773801181258e+01 1.625480365147008044e+01 1.623531475059553131e+01
1.499179091891596372e+01 9.919032861939783174e+01 1.246316252918004963e+00 8.741626599777241324e-01 1.628128308120288992e+01 1.632106772220150503e+01 1.635735646418637756e+01 1.639005387046817575e+01
1.512445893385655538e+01 9.976975712182661482e+01 1.205693191475003090e+00 7.364465501931292124e-01 1.634070345960523696e+01 1.635099908394072088e+01 1.636103683372933304e+01 1.637081459857934718e+01
1.504859224421469932e+01 1.005640895725715325e+02 1.313811394111093378e+00 7.861710466050304547e-01 1.633388568975252397e+01 1.630377139393984720e+01 1.627209815314260410e+01 1.623890530584078817e+01
1.510731078203233935e+01 9.916153401066446804e+01 1.326842121464224533e+00 8.291135541742313819e-01 1.647630907945467627e+01 1.651460207563448535e+01 1.654892383293265823e+01 1.657917749869496049e+01
1.503647501623433413e+01 1.011345848425105061e+02 1.507442043693954403e+00 4.718198220372258334e-01 1.650694341784733865e+01 1.646266662664256231e+01 1.641130658903919937e+01 1.635311838703235665e+01
1.511642514724090525e+01 9.998240038092978921e+01 1.201357697939460678e+00 6.388483501464126135e-01 1.631848868376486905e+01 1.631919305191199854e+01 1.631989594876012006e+01 1.632059737344941652e+01
1.508904159069853712e+01 9.869497485290244754e+01 1.131209679167168858e+00 1.019223745867435582e+00 1.630093055300968530e+01 1.637324956388623320e+01 1.643670940644147294e+01 1.649087230000546356e+01
1.496451213336499464e+01 1.001883046199368152e+02 1.287964331512814198e+00 8.028044104535485559e-01 1.624290632622875918e+01 1.623315790563032124e+01 1.622323256257508106e+01 1.621313168122883397e+01
1.513845857352498037e+01 9.959754061229273248e+01 1.188002532633813502e+00 8.950220317160635375e-01 1.634879989610014306e+01 1.637035851259793873e+01 1.639112305919193346e+01 1.641108015127110420e+01
1.511138110182928607e+01 9.975694489261675812e+01 1.137579811539364272e+00 7.668670018166423574e-01 1.626056697846768984e+01 1.627190372595323353e+01 1.628296849900026544e+01 1.629375870452238928e+01
1.514881853199146988e+01 9.886610505957500550e+01 1.286309909650771743e+00 9.721081341372723728e-01 1.650178131683141913e+01 1.656141142231890484e+01 1.661370923850606829e+01 1.665840330521448109e+01
1.511218440226583226e+01 9.923940665382056636e+01 1.233237251085538944e+00 8.771790962065200148e-01 1.638621690604566794e+01 1.642405827742115676e+01 1.645885803116054902e+01 1.649053548302528327e+01
1.503271011706656068e+01 9.950401650979358692e+01 1.208678805379609145e+00 8.467483827480410952e-01 1.626731108186137220e+01 1.629202235302054191e+01 1.631549849927646179e+01 1.633771649538403992e+01
1.506023277198202948e+01 1.018664723359528637e+02 1.410391949276450063e+00 3.479111297420178772e-01 1.642132361682637054e+01 1.635400280614431168e+01 1.626955356053162305e+01 1.616909391748354707e+01
1.513178188923158629e+01 9.956468487452472971e+01 1.261134626418682458e+00 8.317528519839978429e-01 1.641528708631479461e+01 1.643668909610042306e+01 1.645710639458605939e+01 1.647652357443513083e+01
1.514359115286945467e+01 1.021951539646216816e+02 1.312169261318976154e+00 3.538596114697760697e-01 1.639621488072813804e+01 1.631388742235463596e+01 1.621027535860072177e+01 1.608726311988555580e+01
1.506832806228538502e+01 1.021215933513792748e+02 1.394339913966520683e+00 3.233996760751178812e-01 1.640871067758718738e+01 1.633194676063995487e+01 1.623368236391998920e+01 1.611558945673005994e+01
1.497407727042544501e+01 1.004263101090984662e+02 1.455453755068639055e+00 5.909713569227381669e-01 1.641325274205696871e+01 1.639595068487201246e+01 1.637763716195325969e+01 1.635832520083235408e+01
1.512423396844018342e+01 1.001495094725529356e+02 1.196924919808735055e+00 7.114907287417260306e-01 1.631443259628953868e+01 1.630760158767454016e+01 1.630066646341316527e+01 1.629362783367502132e+01
1.506261026920607193e+01 9.970788910411889105e+01 1.249313100303467650e+00 6.519484221133566848e-01 1.632371186999523616e+01 1.633507306937195835e+01 1.634600311810601880e+01 1.635649831275121002e+01
1.512536256706770921e+01 9.990668792082067284e+01 1.177691532062389967e+00 7.042150316543995814e-01 1.630716644486607336e+01 1.631123809096738597e+01 1.631526889721237694e+01 1.631925872478584338e+01
1.519308550591905949e+01 9.953372496265912162e+01 1.286168304814632180e+00 8.327739816297512476e-01 1.650320517265479836e+01 1.652602156776032771e+01 1.654768323003046149e+01 1.656817139379937842e+01
1.489060861696277094e+01 1.005878322155580946e+02 1.272385849244905387e+00 6.947156597794368338e-01 1.613663345139691430e+01 1.610859265232178572e+01 1.607890987119276005e+01 1.604762512380028738e+01
1.496148335036042099e+01 1.011402452332351913e+02 1.205844792398103493e+00 4.716833289501600746e-01 1.613091986609663664e+01 1.608864611281943269e+01 1.604071891300118580e+01 1.598737865238835809e+01
1.507452012599863522e+01 9.920653813727469128e+01 1.154714969683759307e+00 9.101528917464420942e-01 1.627349638776137297e+01 1.631473041478997743e+01 1.635283306600897646e+01 1.638770813699127160e+01
1.511558580322961909e+01 9.919316478256713765e+01 1.141321222824574377e+00 7.899561446960916555e-01 1.629577176534701977e+01 1.633155458118043057e+01 1.636416203073854092e+01 1.639350896331886531e+01
1.507532429471192437e+01 9.938900687100095865e+01 1.230231064812898012e+00 9.574240742328292697e-01 1.634160985509451081e+01 1.637577534462798567e+01 1.640800086109381439e+01 1.643823833145300028e+01
1.507555189407430873e+01 9.989223615960841585e+01 1.169171029390561500e+00 6.205382219308752667e-01 1.624890223049121474e+01 1.625302762763005404e+01 1.625709892533893353e+01 1.626111593656102627e+01
1.504146244301008295e+01 1.004358916627641634e+02 1.424001370258897836e+00 5.366988388116418207e-01 1.645030096653161422e+01 1.643409057334517342e+01 1.641684468700003308e+01 1.639857613073086640e+01
1.509725344606492214e+01 1.003358561833336751e+02 1.328848165086560229e+00 6.134657076272738152e-01 1.641290636696657046e+01 1.639912918113712692e+01 1.638477614760939360e+01 1.636985361503946734e+01
1.512934707107887355e+01 9.919955109060491338e+01 1.143921037386789408e+00 7.098650972282793958e-01 1.630777263055655624e+01 1.633924872863020639e+01 1.636761551257810510e+01 1.639280008288691093e+01
1.500571246479068321e+01 1.005800003474636810e+02 1.222596027355919546e+00 5.892054203475751706e-01 1.620616245252919541e+01 1.618244065484746130e+01 1.615717423726990631e+01 1.613039636549411071e+01
1.507598724256972389e+01 9.901368674231247269e+01 1.238421268256482577e+00 8.291221917073485770e-01 1.636384383308830692e+01 1.640823573995955797e+01 1.644741038690790447e+01 1.648121436087570757e+01
1.498835451839712007e+01 9.914573204552007724e+01 1.040390742622880893e+00 8.733277232211360541e-01 1.607447787607336309e+01 1.611702795752115236e+01 1.615627082609634257e+01 1.619209149325078556e+01
1.512142418524279819e+01 1.025616360596431207e+02 1.384960523704350521e+00 2.895979497977752004e-01 1.644410449135626351e+01 1.634931643410308055e+01 1.622435016661721363e+01 1.607227701563411415e+01
1.501620029474068652e+01 1.000614460804519581e+02 1.336967725438606536e+00 7.102248391360888036e-01 1.635041774339669374e+01 1.634764760380656767e+01 1.634485764264863406e+01 1.634204790145769337e+01
1.505931504277847743e+01 1.005537823964801021e+02 1.318828890688292788e+00 6.626864333496591541e-01 1.635442770155104597e+01 1.632916084950134561e+01 1.630237362896353659e+01 1.627409811189925648e+01
1.506126320707534738e+01 9.950616062756947144e+01 1.374272996652710077e+00 8.820390040946879395e-01 1.646236812787632786e+01 1.648783777105923321e+01 1.651192036938536489e+01 1.653459250757381938e+01
1.500969419967625207e+01 1.011749336915820550e+02 1.431331097805763619e+00 6.833692709129675080e-01 1.638739830073618009e+01 1.632643961803125876e+01 1.625847365133261135e+01 1.618386209305544554e+01
1.507715634415307804e+01 1.008415828641141871e+02 1.385835604206606675e+00 6.407604498628103329e-01 1.642750301459431483e+01 1.638830197832552571e+01 1.634549660318769426e+01 1.629920456114142624e+01
1.507957561741953256e+01 1.014215234983971925e+02 1.388259739043229857e+00 4.529067828620085834e-01 1.642262179663308430e+01 1.636699902582414623e+01 1.630139814548693877e+01 1.622632759190193141e+01
1.512256858871129594e+01 9.904724030974554694e+01 1.082864641721052124e+00 9.734356900720548822e-01 1.626225416991504247e+01 1.631491318130555968e+01 1.636321796330393852e+01 1.640699211547790171e+01
1.504691899023963231e+01 1.000262682645930568e+02 1.344246547154401838e+00 7.734615857975342124e-01 1.638988745748333642e+01 1.638860572111888558e+01 1.638732033179042347e+01 1.638603129299762884e+01
1.504826559825959009e+01 9.982268443579336292e+01 1.298018544839008470e+00 7.931871474501370756e-01 1.635505576357675039e+01 1.636366460582818760e+01 1.637210959750624184e+01 1.638038968667403950e+01
1.503856159910235846e+01 9.962494508189583087e+01 1.331346934047818564e+00 8.017942114879250681e-01 1.638850005595663362e+01 1.640633630048211700e+01 1.642340728751013756e+01 1.643970346597882681e+01
1.501041567688561962e+01 9.842997495506818950e+01 1.029975599531949726e+00 9.520770992389522291e-01 1.613048147094198015e+01 1.620933084172487781e+01 1.627614806750299081e+01 1.633026257993841668e+01
1.506503686651302587e+01 9.864587179259214622e+01 1.099384976637846734e+00 9.268690889166091296e-01 1.624017882930355583e+01 1.630719921322674537e+01 1.636498473134536269e+01 1.641310577676729565e+01
1.507608071923162996e+01 1.008183466131804948e+02 1.432585674696351674e+00 6.031238430008798446e-01 1.647605714872917204e+01 1.643980722980979436e+01 1.640001090599067268e+01 1.635677166860726572e+01
1.502834757326913184e+01 1.021238590307018654e+02 1.563135753734075095e+00 4.806326336159614243e-01 1.651553111472245661e+01 1.641422159126913982e+01 1.628928214068116986e+01 1.614284305047046431e+01
1.510897617115996816e+01 1.003233353075709005e+02 1.351516280532042202e+00 5.970904131989094310e-01 1.644812492859547959e+01 1.643520827437869514e+01 1.642174778564277204e+01 1.640774898199351028e+01
1.497368683821083479e+01 9.929536799877226372e+01 9.909182064004724566e-01 9.653881330522757764e-01 1.600665020647216252e+01 1.604664212957864322e+01 1.608450132130893095e+01 1.612015252830743961e+01
1.512466700100947570e+01 9.890370753764001677e+01 1.089994924086818529e+00 9.898052566629509386e-01 1.628089934963191965e+01 1.634153072358918379e+01 1.639626207270811520e+01 1.644482802929532639e+01
1.511224950286235824e+01 1.014665576409920504e+02 1.362942607061579992e+00 5.106318762452470850e-01 1.642326651141443605e+01 1.636053598227914563e+01 1.628751752497569782e+01 1.620481293136523604e+01
1.502497049335393697e+01 1.014355350513007892e+02 1.423006157025600515e+00 4.964115866304368296e-01 1.639827137488214959e+01 1.633771467847713765e+01 1.626678506242398470e+01 1.618604299175185446e+01
1.509678514735052168e+01 9.920779738229015265e+01 1.163608759861155306e+00 8.821512612648980678e-01 1.630317125396260636e+01 1.634291236217979559e+01 1.637951721124507287e+01 1.641289367389284592e+01
1.519778058383388952e+01 1.004424279983638542e+02 1.345055715633737492e+00 6.456959944169931020e-01 1.652445311645119119e+01 1.650505380979845782e+01 1.648465323780605019e+01 1.646326702565870193e+01
1.494159899524620627e+01 1.004206112400330539e+02 1.572166693114825264e+00 7.502702698150223171e-01 1.649347863503520273e+01 1.647211682854208803e+01 1.644969506298593842e+01 1.642622886654493541e+01
1.510681660399484194e+01 9.964571125853770184e+01 1.307863654066892423e+00 8.100717194796409615e-01 1.643244922404706188e+01 1.644955664054465672e+01 1.646599397019473443e+01 1.648175301004057758e+01
1.510768044072078808e+01 9.929718145373277594e+01 1.171931511609113130e+00 9.039806135236165829e-01 1.631864177634525959e+01 1.635527701116133414e+01 1.638944521322849823e+01 1.642107881737748443e+01
1.511492248003131422e+01 9.950475367963042572e+01 1.402155790723078610e+00 9.202504248245606533e-01 1.654516620031575513e+01 1.657185554364071578e+01 1.659712020213663308e+01 1.662093547036125329e+01
1.508914650262910939e+01 1.006468915786390852e+02 1.257547175872392842e+00 6.875403951091101362e-01 1.631791017225923213e+01 1.628712297229904138e+01 1.625438228202511581e+01 1.621974149031690260e+01
1.501378755231335660e+01 9.912971220949174267e+01 1.263501221085473247e+00 9.962657245429991093e-01 1.633029495641213202e+01 1.637929624559989605e+01 1.642414357612594600e+01 1.646470051974342397e+01
1.517011683941024636e+01 1.008072491278786913e+02 1.356898701404977814e+00 4.649862767482648707e-01 1.650191253730341145e+01 1.647343869981191844e+01 1.644166609688631908e+01 1.640667514639380542e+01
1.512147720738776613e+01 9.994164623439813511e+01 1.288000963900557849e+00 7.347672327892880162e-01 1.641216507664231727e+01 1.641483461097899266e+01 1.641748673836980643e+01 1.642012142312050216e+01
1.511935386133574255e+01 1.008337396544761901e+02 1.484229094803023230e+00 6.024273363167900186e-01 1.657029702649137093e+01 1.653309582770251396e+01 1.649207974461781845e+01 1.644735945628265483e+01
1.505044901439052119e+01 9.856427401120403431e+01 9.844017916422842518e-01 1.112476221406433652e+00 1.613240621357920190e+01 1.622090490596925605e+01 1.629960608915927978e+01 1.636785098089877977e+01
1.504936959294870746e+01 1.000052681251708862e+02 1.263165402301808626e+00 8.210196828823246307e-01 1.631226317788351921e+01 1.631199122216214548e+01 1.631171912811618796e+01 1.631144689577545748e+01
1.499205335457448562e+01 9.966300942795871265e+01 1.310677655659340246e+00 9.090132005682622918e-01 1.632174606368669600e+01 1.634016096384250361e+01 1.635796739918462706e+01 1.637515733282545227e+01
1.508039250921603092e+01 9.966857892898801197e+01 1.296994803968715360e+00 7.938607286138541497e-01 1.639368920231186522e+01 1.640941783295638956e+01 1.642456633951743328e+01 1.643912810962025617e+01
1.509108935185030020e+01 1.004953509735127284e+02 1.313003776418973700e+00 7.258833137733571306e-01 1.638098617593745843e+01 1.635664209714605377e+01 1.633108424004465675e+01 1.630433711690485410e+01
1.505456959683511187e+01 9.828194426757460178e+01 1.049324184478710009e+00 1.084385896967663854e+00 1.621643559731283446e+01 1.631497489507351872e+01 1.639832410364232373e+01 1.646547871921877260e+01
1.504032420047016316e+01 1.002948851266117458e+02 1.262364225181331179e+00 5.810193142026633950e-01 1.629174005581301188e+01 1.628036461780416388e+01 1.626856599369778777e+01 1.625634820998659080e+01
1.509825320856624309e+01 1.000407720084131995e+02 1.180955416699189797e+00 7.520431098302218231e-01 1.627727897093956955e+01 1.627534158530641051e+01 1.627339648107010817e+01 1.627144367098542688e+01
1.502765644046635174e+01 9.881938972209449901e+01 1.172138788539605514e+00 9.438292373450885009e-01 1.626727744583847723e+01 1.632777776461411534e+01 1.638095543033092483e+01 1.642651093125158468e+01
1.491744455294681337e+01 9.877845765911317244e+01 1.172694828467740535e+00 1.131961115300661902e+00 1.617446707097511904e+01 1.625120938913510571e+01 1.631990324237229117e+01 1.638013410478736986e+01
1.515804065883679819e+01 9.874509934469742234e+01 1.146242356975509580e+00 1.009306057813773805e+00 1.638113798420922151e+01 1.645019864437382040e+01 1.651102490044383941e+01 1.656322913110853534e+01
1.514249788182589285e+01 9.980794212257237064e+01 1.312034642280696772e+00 7.056089948763570874e-01 1.646296763675331576e+01 1.647120972289308583e+01 1.647925757769626642e+01 1.648711002472598253e+01
1.503757037506269967e+01 1.007814775710669863e+02 1.314409288703119572e+00 6.431481782905539291e-01 1.631909755690260866e+01 1.628317405213456581e+01 1.624429440529837976e+01 1.620255088792610110e+01
1.513736650363115999e+01 1.001099455822251656e+02 1.481356071610175462e+00 6.430421758177722324e-01 1.661425003065769701e+01 1.660970716178082185e+01 1.660509418492705436e+01 1.660041131975104278e+01
1.514150295714292938e+01 9.804452084152390512e+01 1.091236786817166404e+00 1.057801827074074552e+00 1.635639616228743165e+01 1.646099845021435470e+01 1.654490604738057513e+01 1.660680296461831063e+01
1.507020263693765649e+01 1.004154079711114207e+02 1.416701483208054668e+00 6.822384667309329132e-01 1.646869422119543103e+01 1.644953951311931917e+01 1.642945293667669304e+01 1.640844806218927943e+01
1.510765731297054160e+01 1.001930144751960370e+02 1.303654122446999963e+00 6.438555422968068598e-01 1.640342283995866524e+01 1.639534440537190818e+01 1.638707731520702637e+01 1.637862278065320254e+01
1.496451213336499464e+01 1.001883046199368152e+02 1.287964331512814198e+00 8.028044104535485559e-01 1.624290632622875918e+01 1.623315790563032124e+01 1.622323256257508106e+01 1.621313168122883397e+01
1.509008540316228064e+01 1.016116629890040883e+02 1.425639654569561543e+00 3.931385785780516784e-01 1.646953700560650447e+01 1.640966006819988010e+01 1.633668842984268821e+01 1.625134621915567479e+01
1.517689373808420150e+01 1.000371968163169782e+02 1.382937369220435642e+00 5.606726849353265152e-01 1.655851744826508209e+01 1.655719624807117896e+01 1.655586751393428457e+01 1.655453125310686957e+01
1.505034290414071663e+01 1.005524509075843014e+02 1.471870343582388330e+00 6.451287376790091344e-01 1.649907039164574485e+01 1.647420127889958508e+01 1.644763554271247230e+01 1.641940483795369587e+01
1.504415487677132823e+01 9.974277406281412084e+01 1.290825664981582577e+00 8.042310633374309958e-01 1.634784200504916996e+01 1.636036118147313090e+01 1.637253478407836482e+01 1.638435961664987772e+01
1.512713004735640965e+01 1.009549183911117751e+02 1.418760071571155024e+00 5.360952615028420354e-01 1.651154289454379764e+01 1.647230717631435937e+01 1.642832150930366453e+01 1.637974121109845882e+01
1.509888558575135242e+01 1.002599871425929052e+02 1.274121893891411617e+00 7.111650051743332313e-01 1.636125178583595385e+01 1.634916098468984558e+01 1.633673828582475096e+01 1.632398698696645312e+01
1.498866873543011380e+01 9.999415514963047258e+01 1.226232051076500795e+00 5.887486742536545137e-01 1.621511693014056021e+01 1.621533290834746666e+01 1.621554872109819456e+01 1.621576436836364365e+01
1.496822691864944055e+01 1.009944493570596649e+02 1.379002244862036264e+00 7.769727112947180103e-01 1.629655187664059568e+01 1.624079187346757536e+01 1.618016251464293376e+01 1.611489579296981134e+01
1.504455361368162158e+01 9.893493094718473913e+01 1.170610500506734653e+00 1.026200604949218942e+00 1.628184720098301952e+01 1.634287150360958663e+01 1.639795792633757898e+01 1.644685453043555157e+01
1.508290599813162913e+01 9.949517309255853093e+01 1.233988972758853109e+00 8.303355323594647786e-01 1.634273468267158336e+01 1.636729408364353233e+01 1.639054821512193172e+01 1.641247344491277360e+01
1.518687182923352808e+01 1.015534367886941141e+02 1.441420924507339052e+00 4.332235552386691779e-01 1.658006624256378103e+01 1.651897990701178287e+01 1.644559760202098175e+01 1.636059667997334088e+01
1.510800318700337463e+01 9.934955909405033481e+01 1.114734856739389102e+00 8.444005852026279513e-01 1.625652046114833027e+01 1.628835966813798919e+01 1.631820179501377766e+01 1.634599635099677428e+01
1.502983352493713021e+01 1.013854907892044821e+02 1.263953387345441826e+00 5.134307769322159487e-01 1.624509979484234989e+01 1.618745861710734957e+01 1.612128807825148158e+01 1.604707572162990914e+01
1.506769847646973659e+01 9.966826564288516010e+01 1.251663970964019157e+00 7.736372038912993077e-01 1.633526653812227636e+01 1.635061628104665132e+01 1.636540496327688388e+01 1.637962611725262718e+01
1.498368755892925819e+01 9.865331283137999208e+01 1.002089254274302732e+00 1.009667315763007167e+00 1.606858607843170006e+01 1.614341920502171845e+01 1.620972602226024151e+01 1.626701904458301939e+01
1.499480583886366603e+01 1.002512782252386785e+02 1.308179196813853196e+00 7.484863838926418822e-01 1.629103560779490323e+01 1.627876469349686772e+01 1.626617533617305256e+01 1.625327065819223193e+01
1.516201048935511864e+01 9.931352269709645952e+01 1.078839935303633979e+00 7.678718776621344944e-01 1.627317190704335559e+01 1.630339780956974494e+01 1.633147112810555868e+01 1.635733891815512209e+01
1.512490920036892206e+01 9.950614473579557284e+01 1.240955509992957673e+00 7.762173619927033030e-01 1.638946290538145689e+01 1.641183150736259222e+01 1.643294876612009503e+01 1.645279414821654385e+01
1.510213079754630350e+01 1.005001269041440253e+02 1.362023356000257479e+00 6.392822779045204129e-01 1.644350289491291406e+01 1.642154033997447726e+01 1.639828795884919899e+01 1.637376848256116091e+01
1.503192339453496551e+01 1.001317602227995422e+02 1.457799786089097438e+00 9.064915049157740157e-01 1.648217870922774964e+01 1.647453510290969803e+01 1.646679288416294895e+01 1.645895258222138935e+01
1.502014980738968397e+01 9.910409910621891072e+01 1.155080981091913372e+00 9.465113474697428586e-01 1.622710093296112888e+01 1.627507821229009011e+01 1.631900788194339924e+01 1.635874825243882213e+01
1.500451293400712416e+01 1.019017927840697553e+02 1.415032471665462310e+00 4.410465712295668084e-01 1.635822773032095157e+01 1.627831694898882020e+01 1.618091062641460098e+01 1.606734662644061018e+01
1.500833477863834808e+01 9.967042761968644982e+01 1.204179778586013327e+00 8.043626305036521984e-01 1.622896500515518881e+01 1.624488859068184610e+01 1.626027844068389783e+01 1.627512791241794687e+01
1.509271710778863351e+01 9.998248177078113486e+01 1.377041670007120189e+00 7.691857753466972980e-01 1.647060473644051370e+01 1.647144902512523501e+01 1.647229164282667213e+01 1.647313258852359397e+01
1.520916404458661120e+01 1.001717045817858747e+02 1.416972511599210449e+00 6.578772385639659603e-01 1.661896916027620463e+01 1.661163823782161586e+01 1.660414463915265060e+01 1.659648923346908234e+01
1.507834703891664674e+01 9.966496643509704256e+01 1.296486668408920906e+00 8.270561992691476405e-01 1.639201192907189508e+01 1.640860412092326825e+01 1.642460288105253596e+01 1.644000107236425023e+01
1.514619436103243544e+01 9.857280493364072527e+01 1.212827118457477482e+00 1.006824811607518910e+00 1.644547259308742326e+01 1.652117849915719106e+01 1.658551309956893505e+01 1.663794433843533938e+01
1.505940725894243215e+01 1.006782361333598175e+02 1.320121406000854591e+00 8.175900496502936932e-01 1.634374983617547983e+01 1.630567027333323082e+01 1.626535819104192981e+01 1.622288580319760598e+01
1.506107332102455842e+01 9.948516759601460535e+01 1.159083660083515710e+00 8.275636424254848578e-01 1.624644803520379810e+01 1.627148597060670454e+01 1.629524431846731858e+01 1.631769796265193051e+01
1.499469024725254229e+01 1.005298399801834819e+02 1.282460951399510662e+00 7.035715783870912787e-01 1.625315329731808234e+01 1.622777545667614163e+01 1.620104550422570000e+01 1.617299275009396808e+01
1.510219319058216669e+01 1.006736727606416366e+02 1.351440636323948397e+00 6.954212566855115796e-01 1.642320920670577067e+01 1.639044967733772040e+01 1.635541314160141368e+01 1.631816152692808686e+01
1.510219319058216669e+01 1.006736727606416366e+02 1.351440636323948397e+00 6.954212566855115796e-01 1.642320920670577067e+01 1.639044967733772040e+01 1.635541314160141368e+01 1.631816152692808686e+01
1.513984775336431632e+01 1.022237688785948819e+02 1.385447822056056211e+00 4.572737326751230569e-01 1.645006632798458668e+01 1.635039699289761828e+01 1.622814674643192490e+01 1.608559597660586604e+01
1.500126490185267514e+01 9.946961709759580117e+01 1.183349167131162005e+00 8.846439065628537435e-01 1.621358237582899164e+01 1.624119007280058824e+01 1.626740617518884946e+01 1.629220126010042691e+01
1.506377977410709690e+01 9.838953165990501759e+01 1.096227625258311633e+00 1.140893537127636748e+00 1.627134351334390772e+01 1.636991836708663683e+01 1.645469024385398882e+01 1.652476329364239405e+01
1.509081874625299946e+01 9.788216259758920046e+01 9.759266349114259498e-01 1.076378884362663158e+00 1.620362088029784431e+01 1.631996175186154119e+01 1.641362114836519837e+01 1.648287076540790252e+01
1.505891738576016081e+01 1.004024872890519902e+02 1.314165289869556830e+00 6.125393623215629191e-01 1.635723904016059649e+01 1.634057177030069141e+01 1.632309143949812125e+01 1.630480913699380352e+01
1.503269093764795450e+01 1.003537888958893660e+02 1.440720352981536223e+00 6.319600067202948424e-01 1.645906054996935453e+01 1.644400997552401478e+01 1.642826695170518292e+01 1.641183920266785634e+01
1.505939791126174931e+01 9.888562575454325554e+01 1.063828950772510495e+00 9.280893399164931168e-01 1.618622169500650898e+01 1.624356936809012808e+01 1.629498247922295207e+01 1.634020336783450489e+01
1.510532590797802044e+01 9.959356187732214494e+01 1.269213194441523029e+00 8.121291014930136498e-01 1.639494378867587088e+01 1.641450061652436787e+01 1.643319672834171996e+01 1.645101983238180310e+01
1.505324948642764582e+01 9.965778820801119764e+01 1.138647559201654502e+00 7.656841848537006001e-01 1.620815087223873263e+01 1.622386710381923791e+01 1.623903842462241798e+01 1.625365777255036903e+01
1.502301661588641579e+01 1.003904767183460791e+02 1.266976298989375138e+00 7.839484802783669437e-01 1.627045760663110130e+01 1.625017728618028556e+01 1.622916406558827163e+01 1.620743049463172625e+01
1.495589140672921502e+01 1.006454443805653653e+02 1.285410436669074841e+00 7.365333230221615679e-01 1.621058833462138438e+01 1.617783792816337041e+01 1.614310379162631293e+01 1.610644231303555429e+01
1.505911045674409010e+01 9.944746580922881662e+01 1.175291902603852634e+00 7.666202650361260140e-01 1.626044327614436824e+01 1.628502029821576969e+01 1.630810347701467933e+01 1.632966468432955409e+01
1.502315562674512961e+01 9.970622976965003659e+01 1.110721371196829566e+00 8.080528362304573164e-01 1.614864490754863624e+01 1.616302710824173872e+01 1.617701867119332704e+01 1.619061480144832643e+01
1.500453007488564694e+01 9.947833957674501448e+01 1.201696141555000708e+00 8.291323251865616584e-01 1.623288793085127324e+01 1.625821623412688766e+01 1.628218363180286588e+01 1.630476410670939558e+01
1.504472356655856302e+01 1.015964693713280553e+02 1.382676506065953603e+00 3.542421763312919580e-01 1.638574769680665355e+01 1.633103338797376125e+01 1.626379007809985922e+01 1.618467273497372005e+01
1.507618402993067264e+01 9.920531070731151146e+01 1.163977260731227759e+00 8.883083297177396531e-01 1.628337852334855640e+01 1.632353822990284442e+01 1.636053869568563357e+01 1.639428620763606048e+01
1.508989718646678568e+01 9.929065059346440592e+01 1.320679498354850878e+00 8.050261089812700277e-01 1.644537035897817390e+01 1.647743328625987402e+01 1.650670087244218465e+01 1.653311415481664781e+01
