weight logl m0 p a1 b1 m_100 m_200 m_300 m_400
1.348698897218137568e-199 -4.699803622104276997e+02 1.517036989064956387e+01 1.159797852731691137e+02 -3.989298224486308442e-01 8.692395137661801385e-01 1.424985144925962821e+01 1.437611351756623357e+01 1.506136442739578563e+01 1.582333217537591707e+01
1.638091878492036124e-199 -4.697834704825719427e+02 1.437229379116521066e+01 1.268481636091114950e+02 4.822978184082487019e-01 -2.793687481074353940e-01 1.475866967421134746e+01 1.407437383863784319e+01 1.384375105076433954e+01 1.441799411307368750e+01
3.765427056525032544e-199 -4.689486412754579305e+02 1.427765140590973303e+01 1.929825093540854084e+02 -1.342267712900884646e+00 -1.197888721001628909e+00 1.574771795576377542e+01 1.269895028386865476e+01 1.594440663982305750e+01 1.254457042242599663e+01
1.401365661894646009e-198 -4.676319702313724633e+02 1.602843438542132759e+01 1.903600922107751501e+02 -1.069884259486904909e+00 1.183425482534296691e+00 1.689732806198941262e+01 1.538247672366758145e+01 1.643514124004990151e+01 1.587125043198464880e+01
3.875677709904706199e-198 -4.666121969249192034e+02 1.498723740377584868e+01 5.713373852608250303e+01 -2.138422822806748336e+00 -1.165176077536784760e+00 1.614865895472152602e+01 1.712973659934846182e+01 1.383333562492722102e+01 1.284068822843322977e+01
5.114066252022257873e-198 -4.663324226334963214e+02 1.626157195461105687e+01 1.125865778852445658e+02 -4.953391305047656346e-01 -1.341054457327873095e+00 1.674990848482057970e+01 1.750238288741058312e+01 1.766739960250271935e+01 1.716683203136707192e+01
6.098783597540761801e-198 -4.661538281242559947e+02 1.519968910873427248e+01 1.484457627586019726e+02 -5.807752722749377483e-01 1.747653612673696344e+00 1.391737788648769580e+01 1.696416635403740614e+01 1.485321072016431465e+01 1.375504619463456990e+01
8.296061037795976395e-198 -4.658436366369139137e+02 1.550139759589693433e+01 1.804476178120832799e+02 -2.166011625128192009e+00 -8.339549086972493086e-01 1.782155416053620556e+01 1.329336245441931474e+01 1.734391225712547424e+01 1.423585452321489342e+01
1.661294311325593370e-197 -4.651467353681433679e+02 1.585975833026941118e+01 8.725534279542313243e+01 -1.968429196703073814e+00 1.732126585137066854e+00 1.603939534578503867e+01 1.804649062520509162e+01 1.833753818187063800e+01 1.668413717403900876e+01
4.509647002411547400e-196 -4.618430283988470251e+02 1.414242317775954483e+01 1.533039329763165028e+02 5.898715312360298668e-01 -4.575014471279832406e-01 1.417660681424555591e+01 1.351316949085959607e+01 1.483318776788274462e+01 1.397586338745713341e+01
5.079419517059494867e-196 -4.617215502925571968e+02 1.476602581923619439e+01 1.147701888002747950e+02 2.347502334206268415e-01 6.837953728185901525e-01 1.443351626489341477e+01 1.407207483161472794e+01 1.414017850012296940e+01 1.459567213591547841e+01
6.631199349016936351e-196 -4.614524615941976435e+02 1.400969735711534270e+01 1.062337785861662240e+02 3.261878539147664569e+00 -1.085271473474703541e+00 1.744350258817726029e+01 1.715391241272267564e+01 1.644172742330740178e+01 1.540266807091358103e+01
1.570258047447258167e-195 -4.605879222190433211e+02 1.442541861902680722e+01 7.339944983298315151e+01 1.040952259733973762e+00 1.183465336638889198e-02 1.375883529565614261e+01 1.424970289564934767e+01 1.532008395187485483e+01 1.343984346300247168e+01
2.552571801868948566e-195 -4.600995607856507945e+02 1.641169629685254705e+01 7.651427400190306116e+01 3.242694880345826647e-01 2.230175102822542499e-01 1.650702605970722914e+01 1.602065504723202238e+01 1.659026329307962300e+01 1.667766398558141816e+01
3.386652449757879272e-195 -4.598143202307617798e+02 1.589678530075503993e+01 5.032236289930470718e+01 1.567453559852216571e+00 2.288433658599053899e-01 1.744076098672526953e+01 1.740728325785934771e+01 1.736402249894844729e+01 1.731125889660400574e+01
5.201025222193553276e-195 -4.593828064220606393e+02 1.421260810809633668e+01 1.191571514560954625e+02 -7.922431498438413655e-01 -2.988599966809699637e+00 1.632245109678768102e+01 1.724856038676196235e+01 1.533134368132654046e+01 1.236637337327088915e+01
6.600274202328953951e-195 -4.591420509923522673e+02 1.649840271531821401e+01 9.411660978506503739e+01 1.618056489044301216e+00 6.915531820198737023e-01 1.825793937865496730e+01 1.813144695330971246e+01 1.775624637717884724e+01 1.718947966717306031e+01
1.962342094870569996e-194 -4.580499383871102168e+02 1.511882165622901297e+01 1.922305942723476448e+02 -1.025134433149872848e+00 1.378161723411983175e+00 1.596118234068470976e+01 1.447279737974632674e+01 1.555810803365598005e+01 1.489334602868380131e+01
2.056608578408380696e-194 -4.580005187883704139e+02 1.593242113488192402e+01 6.065825138534007976e+01 1.497591507021407864e+00 1.299232272098691965e+00 1.399713947426612037e+01 1.673773062489706831e+01 1.690941953098894857e+01 1.396452605007430492e+01
3.762047485411150336e-194 -4.573941137401511696e+02 1.487160282486406260e+01 1.750737103179378380e+02 -1.661072273761750040e-01 -2.089385790127222364e+00 1.592507290029030109e+01 1.313804284513455656e+01 1.694417032930025613e+01 1.286781077672766571e+01
8.171855168004749526e-194 -4.566158811394925578e+02 1.485005242502063538e+01 1.468687683802735648e+02 -6.150369978507086444e-02 2.108493365124740393e+00 1.296317510364024805e+01 1.649943927459602477e+01 1.534890437970124744e+01 1.278086159343659212e+01
8.597443296218728526e-194 -4.565626122254126926e+02 1.532462776403000682e+01 1.834984007300242581e+02 1.012424047008602557e+00 -1.540143745296676414e+00 1.478168998095774356e+01 1.535503189829110404e+01 1.580916790187822940e+01 1.436356062111773113e+01
1.073749286510913304e-193 -4.563378354705083098e+02 1.592873971593659732e+01 1.470294993974262638e+02 -5.110340156587014349e-01 -1.323068622569584463e+00 1.734356119826141196e+01 1.523715255043309647e+01 1.510177852852883085e+01 1.732325728813808041e+01
1.201286685468407887e-193 -4.562230987800930961e+02 1.405425347004017311e+01 1.309501922524848965e+02 -6.690089604899238651e-01 -9.772319716276847146e-01 1.497059008067199137e+01 1.488023988832179256e+01 1.327941644221222717e+01 1.309552986171281397e+01
1.317814323814319096e-193 -4.561280174514121200e+02 1.555886394580688581e+01 8.753537492359538419e+01 7.524423965958497718e-01 -7.506669372688072883e-01 1.544417488713029307e+01 1.466288682129511756e+01 1.455222692273116714e+01 1.519502280269559691e+01
1.390176326790313590e-193 -4.560720614074376158e+02 1.380423574077560644e+01 1.209307174136546195e+02 -6.756610951926251829e-01 -2.740705960970880817e+00 1.591705397590267879e+01 1.644357007641734469e+01 1.414443978713528516e+01 1.148109026180985914e+01
1.457702367318767128e-193 -4.560221305252348429e+02 1.454824259040196743e+01 8.463514381107233930e+01 -2.258297355895635405e-01 -1.833913363773667982e+00 1.278721050097609080e+01 1.330540211170583120e+01 1.527276727991743677e+01 1.639532409195923890e+01
3.349795943599330243e-193 -4.551875925687176050e+02 1.384541510453952995e+01 9.879513780621552144e+01 2.080527389650239201e+00 4.009273970965647749e-01 1.595052917026530181e+01 1.596276130953342687e+01 1.596256712376315079e+01 1.594994775259592501e+01
6.883102088979433744e-193 -4.544649225649877167e+02 1.385790399526404570e+01 9.069634134397496439e+01 -5.645756164476107841e-01 2.400395561510908493e-01 1.355081408703481394e+01 1.393151557377736793e+01 1.428268138477201532e+01 1.446341086638842377e+01
1.359762852338979198e-192 -4.537815965960838867e+02 1.405775292083694694e+01 6.545151191020534043e+01 1.227540899770822591e-01 -4.840949927194984070e-01 1.402114754784571282e+01 1.400709167788855147e+01 1.419413362569097536e+01 1.383981771224637214e+01
2.886921339959324544e-192 -4.530262162533277888e+02 1.384059474672657331e+01 1.010049466100822144e+02 2.737600660442767619e+00 1.941413441309691734e-02 1.657163493200753734e+01 1.655440488289743683e+01 1.652657257385517653e+01 1.648824673959696341e+01
3.547422222538396504e-192 -4.528176857021191495e+02 1.466636316008160712e+01 1.546286489140516949e+02 1.821292184771701628e+00 9.662564690377717369e-01 1.279579907870672173e+01 1.510612942663121316e+01 1.600535644765767529e+01 1.260807865121063109e+01
4.619655196552084208e-192 -4.525510868378193550e+02 1.607424139094988647e+01 1.130625520355756777e+02 -1.051423163542446915e+00 -1.114023866707270827e+00 1.602740999733654448e+01 1.705561522126176754e+01 1.758898943532227221e+01 1.735859322741301014e+01
1.047351791295132679e-191 -4.517300569395728189e+02 1.352393866681351930e+01 1.031798093110060393e+02 1.665132997738961507e+00 1.271264892706264860e+00 1.491332477686210467e+01 1.458564553737338798e+01 1.421828191187428914e+01 1.382496518564206234e+01
1.607494126078352551e-191 -4.512991452913024659e+02 1.382680727689701783e+01 1.065663339654859953e+02 2.960811353317293282e+00 -1.311783055331982695e+00 1.706375070278638972e+01 1.686073516665084782e+01 1.620862333746919859e+01 1.520394387899974475e+01
2.516499117279846632e-191 -4.508484531178916086e+02 1.647940321760311377e+01 6.114338823328093753e+01 -5.229768483956327429e-01 4.823328923839280691e-01 1.646121719133136807e+01 1.702634753723966554e+01 1.577676810046544276e+01 1.685846586129208191e+01
3.021514730330507678e-191 -4.506630635423738340e+02 1.392219058320787539e+01 1.507508263564192248e+02 3.311919019908593498e-01 1.111006030291314062e+00 1.280028561093194739e+01 1.475319669626864894e+01 1.418324398698083932e+01 1.282075537393591524e+01
3.430628234187299263e-191 -4.505335784112913302e+02 1.569085638996232746e+01 8.656496497842876181e+01 -4.584582162835033614e-01 -1.263291572875250068e+00 1.438790229991273861e+01 1.468731038530101607e+01 1.586776275052414142e+01 1.689290351437032101e+01
2.894628103822232391e-190 -4.483983800801324833e+02 1.631337202726777846e+01 1.853442352720643669e+02 -6.064561707225184506e-01 -7.061355165642932974e-01 1.707482853827992386e+01 1.544366383189921876e+01 1.723793727630853923e+01 1.539071223441603209e+01
3.448299083727490651e-190 -4.482208556310989138e+02 1.452266934431267664e+01 1.941802866482486536e+02 -1.864483181088107955e-01 8.914430168415989897e-01 1.462448139052494156e+01 1.450639549609718237e+01 1.445326082879657292e+01 1.467714535180354396e+01
1.614617184155779848e-189 -4.466745537374624746e+02 1.637201557798466212e+01 1.723590516135147936e+02 -7.978740942743964837e-01 -1.120512732521994792e+00 1.761169986921970931e+01 1.499858634865080376e+01 1.753788846891117004e+01 1.570342193030723266e+01
2.134855392131055080e-189 -4.463927527160010413e+02 1.597807112358567672e+01 1.914766563589599286e+02 -7.022477783631231318e-02 -1.268387613374741818e+00 1.622440925288916702e+01 1.556042927458506497e+01 1.655886243897662879e+01 1.524547000883107550e+01
1.290144472791763163e-188 -4.445913123288558495e+02 1.591073828815849112e+01 1.105085904853287389e+02 2.205114059045813590e+00 -4.727875658222675526e-01 1.799979534110708812e+01 1.715988875862676721e+01 1.588715673578282406e+01 1.462259562271536950e+01
2.955744818814476620e-188 -4.437598158625285123e+02 1.401597078093997517e+01 1.251264740417464481e+02 -4.825303764398825024e-03 -1.334235999813520479e+00 1.528551524384795179e+01 1.479313872042186162e+01 1.321922577666590826e+01 1.275409344011404400e+01
8.725148796596673156e-188 -4.426748570133764247e+02 1.408204689688250255e+01 1.286730887970104504e+02 -1.594424362082177637e+00 -1.567725828359892049e+00 1.535619072175543565e+01 1.610928405194066215e+01 1.349653347461965680e+01 1.185591720342524980e+01
1.058868062691904543e-187 -4.424787809702121422e+02 1.513850351274768613e+01 1.236580558279084130e+02 1.142939932892385713e+00 -1.202453650792582707e+00 1.667207219579390909e+01 1.510099128351332887e+01 1.357789524687739302e+01 1.405109735344010602e+01
1.984641137457081246e-187 -4.418480433317567417e+02 1.438617164026892681e+01 1.204160202590142461e+02 -2.203256517712834039e+00 -6.281657211991813483e-01 1.386883784991058555e+01 1.608838727816828751e+01 1.655211148872871973e+01 1.478168174060841800e+01
8.002026727805495177e-187 -4.404512865918065359e+02 1.554288837673915324e+01 1.318421869412848650e+02 -1.725733336010002006e+00 -2.030771405041473798e-01 1.565374338175530511e+01 1.728043271320511920e+01 1.561715931120826006e+01 1.381325720613116204e+01
1.724086629060706223e-186 -4.396811989295284206e+02 1.535636451582529993e+01 7.665093608455728713e+01 -1.740349169262895401e+00 2.325951334812081939e-01 1.616096322289513054e+01 1.655527680212018993e+01 1.374498433428908228e+01 1.524179484045094490e+01
1.906911648973923416e-186 -4.395779113536887053e+02 1.406639294141634267e+01 1.045701173293764441e+02 2.495328345525271274e+00 1.604115459794162035e+00 1.603325687415054901e+01 1.535741100174024254e+01 1.458482629398973707e+01 1.377339422982279871e+01
1.935408072082681255e-186 -4.395605781551698215e+02 1.624445959621361624e+01 1.107681788805913214e+02 1.428904412205032060e+00 -8.792010453680738635e-01 1.791924392013959988e+01 1.755946467475277117e+01 1.672413472347356489e+01 1.571533787910761681e+01
2.898291426289271636e-186 -4.391542749493636393e+02 1.606023783975052055e+01 1.877024923610830172e+02 -1.091147921088859718e+00 9.414967541341408008e-01 1.693593700317833850e+01 1.543695450727580365e+01 1.640479383888001408e+01 1.600895438241795432e+01
3.820391602499818367e-186 -4.388755434182749013e+02 1.470503834346258287e+01 1.233848155254767818e+02 8.080973923518079971e-01 -9.741179972239066842e-02 1.509521247691279910e+01 1.418635905727706437e+01 1.393012528488664614e+01 1.464891307283810384e+01
5.142595028292015809e-186 -4.385758385280016682e+02 1.591514284890407183e+01 1.215759389725103290e+02 -8.324114715557016098e-01 1.001546564512040050e+00 1.464945591024347493e+01 1.563345853289692577e+01 1.693288276346233800e+01 1.709267250945102745e+01
1.557335578151903936e-185 -4.374653348580815191e+02 1.413044794886948097e+01 8.613519324236784769e+01 -4.274828237861783009e-02 -6.719938858320020358e-01 1.353820426645948594e+01 1.354459570197419183e+01 1.410087489703232855e+01 1.468491170384969990e+01
1.642148895707359121e-185 -4.374098055699887482e+02 1.363899659482645887e+01 1.018410717371868799e+02 1.307710786048430052e+00 1.753341745251857375e+00 1.473955204913248451e+01 1.451821266978865310e+01 1.428554188264486591e+01 1.404453836760172081e+01
2.101214691560701170e-185 -4.371607956543294904e+02 1.618046613579068094e+01 1.638503839895805072e+02 -4.856830571240848826e-01 -1.845324497997818725e+00 1.773312905537802919e+01 1.427735043825982331e+01 1.755577963070688696e+01 1.596763823573171770e+01
3.054996301885065249e-185 -4.367840328742780116e+02 1.586041187208134851e+01 1.513282893897396661e+02 1.205986087144133023e-01 -1.867072663656548670e+00 1.737783789659625100e+01 1.412680068168922176e+01 1.618580165318947905e+01 1.724813614449698917e+01
3.891816862185566698e-185 -4.365394351481088506e+02 1.463902911752308711e+01 5.568119312365266182e+01 2.104500200332903859e-01 6.787103292100038487e-01 1.404830020231741017e+01 1.409227828378738145e+01 1.491849385461794242e+01 1.534487867838544517e+01
4.667746116895203612e-185 -4.363551349314263916e+02 1.493774432020589593e+01 1.756110234093194435e+02 1.303440247213934811e+00 -1.370974984680803033e+00 1.433577903347507032e+01 1.472544886390478958e+01 1.592452429041363793e+01 1.336136549909678273e+01
5.135082805260141817e-185 -4.362572152874788571e+02 1.495497857782496176e+01 1.326696282677759768e+02 -1.313606219755989457e+00 -1.367740727030430037e+00 1.629137435002340339e+01 1.633158901365806059e+01 1.368348293712764807e+01 1.351842363471778263e+01
9.950021089986690556e-185 -4.355932365856236856e+02 1.473805784190875201e+01 9.840551929163882505e+01 -8.518593888700358718e-01 2.015754171886666057e+00 1.409547382658298886e+01 1.431140368025150522e+01 1.453175188478303426e+01 1.475423655529950118e+01
1.578096078843093553e-184 -4.351295070563585341e+02 1.485924196031895406e+01 1.095217381104986600e+02 3.058155833904901755e+00 -1.142474903732709990e+00 1.806586774311738708e+01 1.728105423087274062e+01 1.579137601311298944e+01 1.403040162487301323e+01
9.517634789158111356e-184 -4.333300797919762317e+02 1.404003601391867129e+01 1.761258025457474332e+02 -5.616416160204273922e-02 -6.643336852452321750e-01 1.436561641162947467e+01 1.350319563869848238e+01 1.469224414491927355e+01 1.338895972291730629e+01
1.504907675453385618e-183 -4.328694095192950044e+02 1.475767920949628831e+01 1.979379880045433993e+02 -9.466184773029997501e-01 1.319664209142983324e+00 1.566060926860664360e+01 1.389940459683503704e+01 1.557037917294863227e+01 1.399142428805986249e+01
1.593819773499590794e-183 -4.328095075619834233e+02 1.520051206771829655e+01 1.010393739592942950e+02 3.492497005117611408e+00 1.918022960219225581e-01 1.867332824363715460e+01 1.863914458609899683e+01 1.859060085460063405e+01 1.852789977262906973e+01
2.522451169913209454e-183 -4.323479099551565810e+02 1.365846480040369926e+01 1.164541746457726106e+02 8.268220689134082590e-01 -2.592059914718975122e+00 1.619088227369011435e+01 1.602827595870613564e+01 1.411742500112516474e+01 1.186799233450569524e+01
2.878045026301908704e-183 -4.322135298170604756e+02 1.571475982211625499e+01 6.340246182374267647e+01 9.480304232158438538e-01 1.505195625693463768e+00 1.417412689768591783e+01 1.749232603940098940e+01 1.411062773908054702e+01 1.677512920072175007e+01
4.709507142973576230e-183 -4.317185578084049666e+02 1.624719818881741418e+01 1.270707066228914499e+02 -4.273116122488733737e-01 7.201572322078284571e-01 1.544802361251556988e+01 1.630662438198016773e+01 1.707372852770812699e+01 1.656825014038903277e+01
8.096960288502291171e-183 -4.311741523521790214e+02 1.420643595619365662e+01 8.529414187753883425e+01 -1.759925208722231460e+00 8.839525078242971290e-02 1.346016706157422504e+01 1.526724110680455482e+01 1.594648894644807413e+01 1.477574825578659912e+01
9.551893063252451010e-183 -4.310064017090335255e+02 1.583083729695715292e+01 1.488721671802487663e+02 1.695549379197858642e+00 -9.835344390360347688e-01 1.589701884571708312e+01 1.407277669932872755e+01 1.742521691806609141e+01 1.608294019755554771e+01
1.770590431989624859e-182 -4.303867429090499854e+02 1.452542848865450864e+01 9.536678205605269909e+01 -3.718029903251842683e-01 -3.435074720517548030e-01 1.406757691669542076e+01 1.402386149285177197e+01 1.402652117412100807e+01 1.407531004520276063e+01
2.729814784369162484e-182 -4.299513222150645220e+02 1.539359893499756282e+01 1.853131362264661846e+02 7.325091173815589940e-01 -1.563785739427922650e+00 1.506902642077689336e+01 1.529021722655200577e+01 1.591855892356090507e+01 1.447943694232927214e+01
3.764488869009193503e-182 -4.296274438839338927e+02 1.407723538194989032e+01 1.708787718202938208e+02 9.440001513909201947e-01 -6.117493472912922670e-01 1.357743105421817198e+01 1.399296762412110340e+01 1.472199187819733268e+01 1.305243301967941250e+01
6.295560841748309927e-182 -4.291107112206700549e+02 1.463399453963306840e+01 1.847028075467831343e+02 5.649372217308616939e-01 -1.687613455194933110e+00 1.452223228018968193e+01 1.428505833674825354e+01 1.542013986640849943e+01 1.346356103408272809e+01
2.022322765809985783e-181 -4.279412241495452349e+02 1.573505012333819408e+01 9.808702779349192724e+01 1.879213058937668990e+00 -8.259056174687735563e-01 1.749921854421964440e+01 1.735771630675733235e+01 1.719187860826841430e+01 1.700419255108457151e+01
3.056558074143153512e-181 -4.275256814138958248e+02 1.533774430182719684e+01 1.950409273985539755e+02 -1.190375247044689999e+00 1.390514703878659830e+00 1.641337122740775456e+01 1.438372499947724137e+01 1.616407217425648923e+01 1.464437737433370934e+01
3.254957908720246868e-181 -4.274602915401042083e+02 1.627235259350250374e+01 1.027045941283090542e+02 1.711135348316688010e-01 -9.493881064339237952e-01 1.659749883989320196e+01 1.674265034608409053e+01 1.687495590688512692e+01 1.699080166277966342e+01
4.926392897241293986e-181 -4.270433638279999968e+02 1.389869638660310436e+01 9.040553244166217439e+01 -4.070757672198350718e-01 6.165302045179714696e-01 1.396013402472849307e+01 1.440232695219997616e+01 1.462875967855047499e+01 1.454242623568538662e+01
8.464452466279445748e-181 -4.264995955529890352e+02 1.580239855506977342e+01 1.106742050098033303e+02 2.177542237492113841e+00 4.661011503373302389e-02 1.756565029622311869e+01 1.652341580394257647e+01 1.522440660284819813e+01 1.413123674257466611e+01
1.219053810663447336e-180 -4.261323107986092964e+02 1.633700789898715655e+01 1.407185601594224522e+02 1.266844686999952785e-01 4.018154451419455597e-01 1.591640581209192362e+01 1.641625296178733251e+01 1.671881108505761304e+01 1.607082950018490308e+01
1.761005922021781769e-180 -4.257620005990355594e+02 1.603399342906775615e+01 1.128985605973281281e+02 1.083438403093522240e+00 5.403949848727229721e-01 1.649461068531095265e+01 1.564444981614502694e+01 1.498654995238292464e+01 1.484562053621754885e+01
3.434801418821099683e-180 -4.250914266785298423e+02 1.562913019346594012e+01 7.309562018770286329e+01 -5.599589869861389957e-01 -1.354939755050587280e+00 1.500859572713574330e+01 1.702763212853594155e+01 1.435983581198065906e+01 1.594585587328008813e+01
4.434741651644454182e-180 -4.248334164295193887e+02 1.496756492753996248e+01 5.043963647151178264e+01 1.083244814483958152e+00 1.687426197423427254e+00 1.585986468534863647e+01 1.565822563766298359e+01 1.544830919287996096e+01 1.523263114746122504e+01
4.949970087364460327e-180 -4.247210042578126945e+02 1.440836040154919573e+01 9.977954238994108493e+01 1.122241031100601916e+00 2.886675956341857585e+00 1.557056589700423466e+01 1.561030638464871956e+01 1.564981523691728604e+01 1.568908483978403723e+01
1.659746879259157693e-179 -4.235086355900564854e+02 1.419018973413323792e+01 1.659160833132828543e+02 7.256217067063790438e-01 -1.044857367164802042e+00 1.423898653201432474e+01 1.338660290602003755e+01 1.542532440994115284e+01 1.302033918244526944e+01
2.491052716761559025e-179 -4.231000952994771183e+02 1.379500045246294704e+01 1.282831942094355782e+02 -8.327662982418857496e-01 -5.151018149318851158e-01 1.414765951156118184e+01 1.475786331726531841e+01 1.379754325064775067e+01 1.283307563052312084e+01
3.218456601402684857e-179 -4.228413987701113115e+02 1.589430719689644000e+01 1.173401580888255893e+02 3.189652443142421134e-02 -1.875922589704243748e+00 1.741551758292118279e+01 1.768490682401362335e+01 1.651833652220007664e+01 1.485133002507377675e+01
3.365570119601208634e-179 -4.227942033233483698e+02 1.378628106624830529e+01 1.307763423210851101e+02 -1.870477530023077151e+00 1.119954583490176958e-01 1.350266141468096848e+01 1.560456793531797182e+01 1.440449528125732037e+01 1.208175573772708944e+01
7.918890942493101805e-178 -4.196334644419228539e+02 1.508029733902297664e+01 1.641432526617670362e+02 -6.956851629932216952e-01 7.112698108292132559e-01 1.516778512293749692e+01 1.564061926624353838e+01 1.412586578594114961e+01 1.599669521847751597e+01
1.145794865439909333e-177 -4.192615319106548668e+02 1.534935390805821775e+01 9.364962455031871968e+01 7.505272570589056613e-01 -5.945435265630649724e-01 1.578706617341190821e+01 1.539598836942847981e+01 1.499657233874956042e+01 1.466023353920947336e+01
6.203042919158202022e-177 -4.175700905473722173e+02 1.554199981281320220e+01 7.477233927717618656e+01 7.730753181522427298e-01 1.282612073629900706e+00 1.623256953456177953e+01 1.404807330344160121e+01 1.641086525012127240e+01 1.612896115159065502e+01
8.545054099827155777e-177 -4.172472778647210703e+02 1.629431799308333950e+01 1.636323622590867899e+02 -7.963084686707713189e-01 -1.663171054694565498e-01 1.701119614418821868e+01 1.599239195178502726e+01 1.603998092723975333e+01 1.698588032395639402e+01
1.092185198427366445e-176 -4.169993649608696842e+02 1.604930142901780954e+01 1.397485051436354979e+02 1.074576114734782095e-02 1.016984707077790873e+00 1.505371278530337875e+01 1.646594109427810793e+01 1.686603535987486069e+01 1.528205493280911043e+01
1.093269238670145459e-176 -4.169958729106001556e+02 1.600511317550077450e+01 1.006660645610674862e+02 -1.941577902471873784e-01 -6.152069383722622575e-01 1.583669187908576426e+01 1.586271941826744580e+01 1.588899302514794876e+01 1.591546729685209627e+01
1.239646623761288726e-176 -4.168677190612776258e+02 1.616786175894147704e+01 7.318553164739373074e+01 7.006177866124581044e-01 3.081436387481950590e-01 1.592931484611102633e+01 1.578586589301292520e+01 1.691663223765800339e+01 1.554974118970309149e+01
3.671863115684984427e-176 -4.157793462252423069e+02 1.544597456937306390e+01 1.206196332484457088e+02 2.206019079141530170e-01 9.309762436579571698e-01 1.473262102633066206e+01 1.454550700627301474e+01 1.530113237520823688e+01 1.620839945476459221e+01
7.311097831039682130e-176 -4.150881519748718915e+02 1.442036550075123813e+01 6.500470456101473360e+01 9.752989607764188662e-01 -1.552726323071441428e+00 1.384378084130378816e+01 1.456491964591456245e+01 1.471619449702730620e+01 1.370124695315607077e+01
7.421091172409763192e-176 -4.150707193147986231e+02 1.417227220535786891e+01 8.808050248170721375e+01 -1.723697577923852364e+00 -6.627283061661639607e-01 1.253699964994317639e+01 1.373813428651167534e+01 1.523467499133976233e+01 1.600831125430513779e+01
1.730132320632216593e-175 -4.142217624349487437e+02 1.629012924370002935e+01 1.473412301270685134e+02 1.268481354240819314e+00 -3.034668760784153818e-01 1.601417293046637980e+01 1.526072247860044229e+01 1.745791150047356766e+01 1.630782853969682122e+01
2.321827190952359274e-175 -4.139251058684430404e+02 1.463704713245989275e+01 1.212072579397521537e+02 -3.307993229150003600e-01 -2.768096383033756602e+00 1.695293659302988587e+01 1.707148838318056505e+01 1.453248630954225185e+01 1.210762788955073432e+01
2.680011771232839954e-175 -4.137791391396839344e+02 1.516825065213933321e+01 1.381878134077704203e+02 1.392625555051040465e+00 1.051893780535548828e+00 1.390124789986385778e+01 1.419320175650669213e+01 1.675660839743013142e+01 1.561981124433404666e+01
7.230786373075935733e-175 -4.127841125308979144e+02 1.615695394800503237e+01 1.235107664032955768e+02 6.072826412532545959e-01 -7.920924743887063357e-01 1.711636888277593371e+01 1.625206989195200435e+01 1.526717447755415513e+01 1.541042033425271818e+01
9.242287072448171740e-175 -4.125361709527589937e+02 1.625996551176709914e+01 8.263453241177069231e+01 1.346413319028005873e-01 8.297678485378252589e-01 1.709721879318401605e+01 1.654025036875919952e+01 1.556161586930621077e+01 1.563359236573056954e+01
1.281312266538758937e-174 -4.122069904724561979e+02 1.544484350133271811e+01 1.342702749514838843e+02 7.170048198782552618e-02 -1.277336041190897831e+00 1.671913169601662119e+01 1.528935283052730298e+01 1.418077951866028386e+01 1.568345207296111710e+01
2.475014628475870103e-174 -4.115461289269555891e+02 1.576413365233847941e+01 5.871072097930534284e+01 -1.860600175287665081e+00 1.704423794597538233e-01 1.613950790262680002e+01 1.740744152933694266e+01 1.443750037158794619e+01 1.488877188336370949e+01
3.389887946041116421e-174 -4.112290783668731819e+02 1.512513184108227904e+01 1.143468248137988326e+02 1.722631969688379172e+00 -2.310397255759410129e+00 1.797812299306324135e+01 1.742536642468031616e+01 1.551559160714713492e+01 1.337546592371220733e+01
3.753785437139982314e-174 -4.111246104527197076e+02 1.625975619771519831e+01 5.510678201911042606e+01 4.111353749430399773e-01 -9.053400809047076336e-01 1.725387740109245627e+01 1.663433197233391425e+01 1.556168376733847936e+01 1.533345364180931369e+01
5.256676610130002090e-174 -4.107853762295579827e+02 1.397121194000395761e+01 1.059353734122127264e+02 2.583607999756701190e+00 -1.608918421926906817e+00 1.695114457555704135e+01 1.698196660078908948e+01 1.664350555057287551e+01 1.597727524839299917e+01
6.352561757241236634e-174 -4.105935170755667514e+02 1.429912382562351603e+01 8.110849794269373092e+01 8.699871191089982858e-01 -4.428319585702702454e-01 1.395204502282582659e+01 1.335476937281113408e+01 1.444385917742252445e+01 1.527449020460123030e+01
4.069556645559674065e-173 -4.087337560792339559e+02 1.408487163253274943e+01 1.955548404520363874e+02 -6.956596020541017111e-01 -6.445108079567116732e-01 1.482474461833615642e+01 1.330455672651953591e+01 1.490165084466007173e+01 1.323579160326505644e+01
1.363516735318743468e-172 -4.075221378504433005e+02 1.600403088567151144e+01 1.803704517209458231e+02 -2.169109514092149027e-01 8.392025493945087788e-01 1.592702390099438681e+01 1.636604155147724526e+01 1.539892254747052824e+01 1.678219013328400422e+01
3.502019976171578966e-172 -4.065763651094005127e+02 1.450297895986191676e+01 5.752317290299638586e+01 -8.336564335713543272e-01 1.576614266044082058e+00 1.299108036434333435e+01 1.555626428153494345e+01 1.586187001589435219e+01 1.325229168770600019e+01
5.521359482945594400e-172 -4.061185809343573396e+02 1.409945692220209068e+01 9.799836357134104503e+01 7.156652017725857462e-01 2.939301222143511083e+00 1.518541831752992621e+01 1.553785330755087024e+01 1.586663046708883584e+01 1.616634227817016978e+01
