"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
1.983149339183058828e+02,5.759322857789518224e+01,1.984983983347766525e+02,1.301902596425417755e+02,2.647619330425093835e+02,1.512162042132251472e+00,8.507541245821768072e-01,1.447571930329818901e+00,4.775520202677313586e-01,2.593443731905818783e+00,1.214951461908466399e+03,2.808723214932864920e+00,1.215001530087131869e+03,1.211853741501589866e+03,1.218218091469712363e+03,1.215055759152482779e+03,2.824780526313217077e+00,1.215137698789437309e+03,1.211694032858416904e+03,1.218292924977902430e+03,1.956700472354189060e+02,1.122939263994531132e+02,1.906649036237650421e+02,6.497884743434323696e+01,3.246314633724285841e+02,2.035428821056160871e+02,1.167629293186792978e+02,2.075759739346349875e+02,5.671697614625909978e+01,3.427076364851935182e+02,2.194481078370702498e+00,1.141732452978144963e+00,2.035510596779305459e+00,1.037408256046982169e+00,3.388874528620821724e+00,1.214950703620875856e+03,2.273626504263231762e+00,1.214997890993972305e+03,1.212414174442955527e+03,1.217359007105983892e+03
