"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.006259225782544320e+02,5.807504710944572679e+01,2.001130290236281439e+02,1.332111819272651587e+02,2.708903552499429566e+02,1.601105068599760095e+00,8.494027021482613016e-01,1.654390385119286710e+00,5.727412597300338692e-01,2.619329817637577662e+00,1.213319171814669517e+03,2.314375552826201776e+00,1.212884995628492106e+03,1.210892447806374321e+03,1.215937232821475163e+03,1.216649217403163675e+03,2.373237705602875280e+00,1.217031643818723751e+03,1.213904322656395607e+03,1.219216133011936563e+03,1.968935287068377136e+02,1.155961023104348300e+02,1.966484543402152099e+02,6.295262349929890178e+01,3.348222316442449369e+02,2.058233207008748593e+02,1.147190656105859574e+02,2.108560520115680674e+02,6.941534270530389961e+01,3.325097623813938981e+02,2.215939232045374130e+00,1.157696197607726241e+00,2.017827252389672310e+00,1.109383100906089048e+00,3.332807584177273075e+00,1.215084012118917826e+03,2.301173172870629724e+00,1.215163270210713335e+03,1.212509561125776372e+03,1.217585870083788905e+03
