"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","p_mean","p_stdev","p_median","p_errlo","p_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","b2_mean","b2_stdev","b2_median","b2_errlo","b2_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.505599676982797952e+01,5.722487302381198959e-02,1.505905566051758093e+01,1.499517817902758310e+01,1.511138934455689409e+01,1.659779870244874473e+02,4.598370887310230160e+01,1.974472503298312631e+02,1.003897364638375649e+02,1.991895331710204005e+02,3.482060922113051626e-01,6.555778551074770144e-01,-5.785322428637229564e-02,-1.606339239238288030e-01,1.288557928867374969e+00,8.036812565239269679e-01,5.237853089322563882e-01,1.101975132137734903e+00,6.629036561350867829e-02,1.239105233155764818e+00,1.822708688454560688e-01,3.795546102858807225e-01,-1.904524314857347633e-02,-1.235932248099772951e-01,7.034673228758450136e-01,6.074895667475387340e-01,4.067430976104413065e-01,8.038687516985874026e-01,4.221718038530703626e-02,9.633708364253763534e-01,1.638300769748813934e+01,1.161851821208177427e-01,1.638550729194093236e+01,1.626966190282709590e+01,1.649657463583375971e+01,1.625967535676530673e+01,1.449604883061541005e-01,1.626348907259927401e+01,1.611255670842222543e+01,1.640454574895843010e+01,1.642759799157490619e+01,1.263835667755702497e-01,1.642799343341624763e+01,1.629696718338590244e+01,1.655320103274014443e+01,1.628663067856407309e+01,1.406372821881353152e-01,1.629318073411455359e+01,1.614467690235087360e+01,1.642425559522544631e+01
