"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.003842107962285581e+02,5.947377715081034211e+01,2.007594894501026772e+02,1.286004315206930357e+02,2.685106642981990035e+02,1.537069582711966698e+00,8.423778329667855891e-01,1.539423043486270348e+00,5.917940010155020580e-01,2.526722556819697818e+00,1.214959774061023381e+03,2.917607085828696878e+00,1.215046452729165367e+03,1.211420968652759257e+03,1.218300420059890939e+03,1.907359892651036830e+02,1.126705824776595932e+02,1.837041230307583248e+02,5.704447289080171402e+01,3.257214265163325990e+02,1.047385960726097132e+00,7.453054810087129667e-01,9.362798861239964854e-01,2.886470652784470237e-01,1.720863263515588493e+00,1.214959774061023381e+03,2.917607085828694657e+00,1.215046452729165367e+03,1.211420968652759257e+03,1.218300420059890939e+03
