A lam0 gamma C W
3.744965352998396497e+02 1.215710750701048937e+03 7.954893071630489976e-01 2.039233071769190815e+02 1.836457737393083933e+00
4.589274587831482677e+02 1.215689828430493435e+03 8.334566399740190867e-01 2.201656425625728559e+02 2.084464467032894675e+00
4.355489758248156704e+02 1.215638405518332547e+03 7.866223518482540200e-01 2.151111741579489376e+02 2.024762207401678893e+00
3.974965837966390154e+02 1.215762239168366932e+03 7.565179624794091673e-01 2.046641470215449772e+02 1.942189629113664884e+00
3.585989978786294046e+02 1.215687013453256895e+03 7.396759944700440625e-01 2.065710848872060410e+02 1.735959309476615031e+00
3.184502373649202127e+02 1.215650538127301388e+03 7.012698183930273776e-01 1.968385078718802106e+02 1.617824890098209734e+00
4.240134323143921051e+02 1.215745860231822462e+03 8.764124618371573749e-01 2.169491851310555717e+02 1.954436620991465423e+00
3.830304598565679726e+02 1.215658157625008243e+03 7.863500128741978124e-01 2.010524398556804044e+02 1.905127140618214643e+00
3.924398898150456603e+02 1.215754613122632463e+03 7.436735295829079995e-01 2.121199836079945271e+02 1.850084481150483739e+00
4.463081272826566988e+02 1.215815970847759445e+03 9.598015891551991974e-01 2.074357508909679666e+02 2.151548734322293654e+00
3.298547298936647394e+02 1.215641285336932469e+03 6.100120689250014827e-01 2.053374601995995761e+02 1.606403086767642652e+00
4.063688671133664343e+02 1.215640483371513938e+03 6.966213057776041717e-01 2.122382329060847042e+02 1.914682673093986987e+00
4.360996211063926467e+02 1.215684050222808310e+03 7.824394437294263094e-01 2.071249919101215937e+02 2.105490105682807922e+00
3.325050213683817901e+02 1.215792427573233226e+03 6.106443077559977617e-01 1.990001339416870110e+02 1.670878379739260344e+00
4.005429592598234194e+02 1.215732667554455702e+03 8.295218802631363353e-01 2.081401911453495472e+02 1.924390272996886919e+00
3.986165943820372490e+02 1.215759102141455287e+03 7.973693368339012100e-01 2.081380433370079572e+02 1.915154903885662119e+00
3.995860631040962971e+02 1.215594589549435796e+03 7.856819060303066315e-01 2.065884220347019209e+02 1.934213249554592062e+00
3.924398898150456603e+02 1.215754613122632463e+03 7.436735295829079995e-01 2.121199836079945271e+02 1.850084481150483739e+00
4.848878038539289719e+02 1.215698844275694682e+03 9.362667580711381277e-01 2.156824712692565242e+02 2.248155823699731215e+00
4.812510507292432180e+02 1.215667164428819206e+03 8.295311211846649879e-01 2.172795821543882084e+02 2.214893115853333150e+00
4.409731676946395851e+02 1.215745218096673398e+03 8.594907390984410922e-01 2.109296489273103248e+02 2.090617274229693123e+00
3.736514854120005680e+02 1.215781997638210669e+03 6.974464144161598433e-01 2.095929233929735744e+02 1.782748574537640796e+00
3.736036262936111143e+02 1.215659464870341935e+03 6.690175417724718576e-01 2.087863444500586638e+02 1.789406425394724387e+00
3.873982341461762644e+02 1.215693463437750779e+03 7.030569985044976544e-01 2.096968127207516659e+02 1.847420707638820492e+00
6.114543635049851673e+02 1.215621574237302411e+03 1.202583107608167445e+00 2.263999929734394527e+02 2.700770240645365750e+00
3.557758211795686520e+02 1.215689432789368311e+03 6.919069065749016145e-01 2.062860818421425506e+02 1.724671960427368811e+00
3.385041202529595239e+02 1.215775918000295405e+03 6.666587841490710931e-01 2.009591635428796224e+02 1.684442322933590752e+00
3.343183078324661324e+02 1.215712603736678830e+03 6.819899982252324300e-01 2.001707496506836605e+02 1.670165638165827415e+00
5.299912503961097627e+02 1.215578893944805714e+03 8.915886575027276439e-01 2.317172338952975110e+02 2.287232768519879222e+00
4.288541633169440956e+02 1.215689582784750428e+03 8.339097414674527808e-01 2.131902121844232738e+02 2.011603435836714748e+00
3.786180626705681789e+02 1.215713635604935234e+03 7.096126946926423207e-01 2.080772563605291907e+02 1.819603301643635929e+00
3.745589266517499709e+02 1.215788511991423320e+03 7.281517413780073111e-01 2.086188307869776963e+02 1.795422422984505051e+00
3.820329525982207883e+02 1.215690220271992985e+03 7.656737365173466037e-01 2.019447404629780181e+02 1.891769757025476340e+00
4.606743154115310404e+02 1.215822138644645747e+03 9.867112840667970897e-01 2.146904787284929057e+02 2.145760343634615541e+00
4.018298092170134623e+02 1.215675492746480586e+03 7.856596684997898539e-01 2.050788788259852140e+02 1.959391486423994744e+00
3.614901695127654193e+02 1.215627171063254764e+03 6.255836156103602441e-01 2.054645641687171178e+02 1.759379633054038328e+00
3.752800345960342838e+02 1.215606270965884733e+03 6.945198273902062347e-01 2.105272258262189098e+02 1.782572458850579578e+00
3.552819433314516004e+02 1.215844363207739889e+03 7.668523947670321528e-01 2.079248724442150547e+02 1.708703432903495134e+00
3.635344729010219567e+02 1.215699164015652059e+03 6.975303017855096765e-01 2.120379680510319531e+02 1.714478195780148040e+00
5.658956003809938693e+02 1.215657086780297277e+03 1.107970999086094643e+00 2.181153297327760470e+02 2.594478806575863938e+00
3.161582957805452452e+02 1.215637891529814397e+03 6.512854957102977016e-01 2.096440158854837534e+02 1.508072121425321210e+00
3.502095791215464260e+02 1.215670760576063685e+03 6.665318609270358685e-01 2.038924731966037598e+02 1.717618966659235413e+00
2.867310114167023585e+02 1.215648420592052616e+03 5.930547356017393801e-01 1.994947270177392511e+02 1.437286166421862355e+00
4.224232416944906845e+02 1.215638218162352359e+03 8.341283275818347498e-01 2.097647796345306688e+02 2.013794891737645365e+00
3.854410341502003803e+02 1.215750832926867133e+03 6.971328886189317453e-01 2.090119905275892336e+02 1.844109676087328564e+00
4.838285560562287628e+02 1.215722654738115352e+03 9.639006714415168098e-01 2.158622447239465316e+02 2.241376469863771259e+00
4.296834772482502558e+02 1.215651979874694007e+03 8.008455818339839105e-01 2.132668512824535583e+02 2.014769171413195892e+00
3.566212076584122883e+02 1.215708312868350731e+03 6.386391408268285996e-01 2.070804045909823969e+02 1.722138839562330270e+00
4.358524841097340641e+02 1.215722540616229253e+03 7.695442642913690179e-01 2.201447343642253713e+02 1.979845147641025260e+00
4.437458142376913202e+02 1.215593476979318666e+03 8.769833084530754830e-01 2.126844759598763517e+02 2.086404342559564640e+00
3.547158672428268460e+02 1.215592028291513543e+03 6.568313559684492153e-01 2.113801039863098197e+02 1.678094865852655104e+00
4.584137758118885699e+02 1.215757856675301127e+03 9.299413402389404837e-01 2.099582276577190214e+02 2.183357046427397918e+00
4.115433404380307252e+02 1.215618799311873090e+03 8.819923956710081780e-01 2.192517533673310197e+02 1.877035572657598461e+00
5.730868254094807526e+02 1.215641482491370425e+03 1.154999913541890910e+00 2.204631095097863067e+02 2.599468122733892272e+00
3.751706809106119067e+02 1.215647517604634459e+03 7.517989501862172297e-01 2.024097986672295519e+02 1.853520350205025036e+00
3.380910428085821877e+02 1.215796187554516337e+03 6.459018840534627159e-01 2.004774824689791615e+02 1.686429012599440558e+00
4.662139392545530541e+02 1.215749458751154407e+03 9.005375576610644694e-01 2.125558001741659950e+02 2.193371993954257082e+00
5.550235183450452041e+02 1.215674615436263366e+03 1.135925950909968618e+00 2.209048680469095416e+02 2.512500169200368116e+00
4.063774590100660475e+02 1.215653850730226395e+03 7.098435106829766861e-01 2.156783097834755552e+02 1.884183251519532920e+00
3.540954083520744007e+02 1.215762543161253006e+03 6.840442796622738797e-01 2.072176331053875629e+02 1.708809250668292146e+00
3.384206243916501080e+02 1.215701785055492337e+03 7.134272986090787194e-01 2.012961564664735761e+02 1.681207581566590781e+00
3.704726190121209015e+02 1.215771276510614825e+03 8.158046760996706670e-01 2.038141881880471828e+02 1.817697886028954546e+00
3.412201504086255568e+02 1.215780562939696438e+03 6.364908998818574748e-01 2.100836066166187948e+02 1.624211217162306209e+00
3.399135004654118575e+02 1.215648399798774335e+03 6.812857971008401403e-01 2.006434748375018842e+02 1.694116894360520043e+00
4.891774274677180188e+02 1.215643455335389035e+03 8.294894975229440970e-01 2.190799183993454449e+02 2.232872054370728332e+00
3.346755943807492031e+02 1.215646034597357129e+03 7.260920002688273645e-01 2.086191988298069191e+02 1.604241585903989797e+00
4.780872582392523782e+02 1.215730473018646080e+03 9.265388018855413854e-01 2.152006708121846827e+02 2.221588141128522320e+00
3.207375697876613572e+02 1.215599389349545390e+03 6.772103621478449131e-01 2.017748640169378973e+02 1.589581394839830963e+00
3.538330035657656936e+02 1.215746798030545051e+03 7.236718041736889262e-01 2.039792902331757887e+02 1.734651606843454319e+00
4.097589350982847236e+02 1.215677187613637670e+03 7.674458524216040134e-01 2.059875409783930422e+02 1.989241354851001287e+00
3.883457765812465823e+02 1.215583249779273729e+03 7.671772339340394709e-01 2.079082329635083397e+02 1.867871084496246503e+00
3.773877894926065437e+02 1.215727292791496893e+03 7.225081478008085201e-01 2.016363275091037792e+02 1.871625982057065984e+00
4.554230341646736520e+02 1.215637048115427660e+03 9.033504163666657982e-01 2.083709350368323214e+02 2.185636082518762180e+00
5.311255008193775211e+02 1.215795011182868848e+03 1.045509382589612901e+00 2.156392819973233372e+02 2.463027588943512480e+00
3.358965995894312755e+02 1.215651353018039345e+03 6.822775879831026735e-01 2.016858679931019651e+02 1.665444400898329569e+00
3.001643145945515698e+02 1.215678082881180899e+03 6.425141534689514655e-01 1.960112964157033275e+02 1.531362324944574471e+00
3.127153289697428704e+02 1.215651593508331416e+03 7.560553333703605716e-01 1.940609957273258885e+02 1.611428034766644091e+00
4.082480737984730581e+02 1.215672344483988127e+03 8.713814271800276456e-01 2.043453134907840649e+02 1.997834287581471635e+00
4.486694555323816189e+02 1.215640076639436074e+03 8.150117923448142454e-01 2.190087108074799289e+02 2.048637489705993797e+00
3.112240288249248010e+02 1.215781053471870109e+03 7.226837494491017422e-01 1.951887131366532913e+02 1.594477589526573702e+00
5.862853948326062437e+02 1.215624662998338408e+03 1.072014544925907975e+00 2.298984531273758876e+02 2.550192864967965711e+00
3.511905115353796987e+02 1.215618823353071775e+03 7.770316231449102551e-01 2.000607661515938389e+02 1.755419207328582143e+00
3.891594643058167549e+02 1.215755334327746141e+03 8.728479329566473099e-01 2.093940485659794319e+02 1.858502985022488785e+00
4.486663608793225535e+02 1.215655009037775926e+03 7.950402398996891939e-01 2.139094640433333439e+02 2.097459141819141948e+00
3.347140246887166768e+02 1.215640895677650406e+03 7.301717359699181342e-01 1.926139721518496231e+02 1.737745299312142944e+00
3.195274790027134486e+02 1.215723087525457231e+03 6.264924614713474060e-01 1.975183746444047301e+02 1.617710147615195382e+00
4.301363337891477272e+02 1.215650343954160462e+03 8.406589856179017550e-01 2.015666637060579092e+02 2.133965636383256648e+00
4.055513207091987056e+02 1.215652598560790466e+03 7.890033760703099031e-01 2.119684293974665934e+02 1.913262847028698976e+00
3.405427719037776910e+02 1.215790109879554166e+03 6.515478445555838993e-01 2.026716433698978790e+02 1.680268468945356863e+00
4.554230341646736520e+02 1.215637048115427660e+03 9.033504163666657982e-01 2.083709350368323214e+02 2.185636082518762180e+00
2.904655761909359626e+02 1.215647777179151490e+03 5.952454603107119047e-01 1.989689261763107595e+02 1.459853967013663212e+00
3.657258366006721531e+02 1.215759910354961448e+03 7.234322972430274890e-01 1.966910576164669067e+02 1.859392292830163385e+00
4.301363337891477272e+02 1.215650343954160462e+03 8.406589856179017550e-01 2.015666637060579092e+02 2.133965636383256648e+00
3.713499013471050034e+02 1.215718241084793135e+03 6.878823524337400741e-01 2.088359027627479918e+02 1.778189939729779789e+00
4.016808359842718801e+02 1.215715247857076747e+03 9.323507035785260078e-01 2.103961490051210319e+02 1.909164392426664580e+00
3.605572688201719416e+02 1.215672034777650197e+03 7.352962039833274011e-01 2.088817587742462365e+02 1.726130950524274787e+00
4.356416299902603555e+02 1.215646677196938072e+03 7.798864194087138380e-01 2.168474192397579827e+02 2.008977702006183197e+00
3.069214391952688743e+02 1.215709489062233160e+03 6.962335335520596358e-01 2.051240526808385880e+02 1.496272305387907231e+00
3.539013241979516806e+02 1.215580302900324568e+03 6.663005968705969506e-01 2.096065395779537823e+02 1.688407837420234259e+00
4.463081272826566988e+02 1.215815970847759445e+03 9.598015891551991974e-01 2.074357508909679666e+02 2.151548734322293654e+00
3.773877894926065437e+02 1.215727292791496893e+03 7.225081478008085201e-01 2.016363275091037792e+02 1.871625982057065984e+00
4.237653540409426682e+02 1.215800677913465051e+03 8.654467880808538460e-01 2.067005510644366950e+02 2.050141385006943207e+00
4.996101493736543944e+02 1.215728356726692709e+03 9.577388900779912895e-01 2.100142972013546228e+02 2.378933987025869001e+00
3.280118956119004565e+02 1.215643464422168108e+03 6.895723484983090623e-01 1.999510329284196928e+02 1.640461120945172491e+00
5.078641228749496008e+02 1.215622222855172367e+03 9.733828196576919112e-01 2.152009106091175568e+02 2.359953410222384917e+00
4.053995835961629837e+02 1.215720133053985819e+03 7.987018181638118053e-01 2.079606731295887130e+02 1.949405036516409506e+00
4.337826067792976232e+02 1.215826976991407264e+03 8.795240064203986297e-01 2.178168180444521340e+02 1.991501899044228585e+00
3.904030545771689162e+02 1.215708845752696789e+03 7.593127700648054645e-01 2.121454612984279890e+02 1.840261168858962737e+00
3.033953330932079666e+02 1.215684052090632122e+03 6.587381401709468953e-01 1.946322844860724217e+02 1.558812988782025233e+00
3.676383289010677800e+02 1.215627032862260648e+03 7.123770491927710058e-01 2.034032089175296392e+02 1.807436229042618914e+00
2.891532428146999791e+02 1.215612765337304836e+03 5.826300027802435721e-01 1.976649538305846363e+02 1.462845270297780997e+00
3.001012117953448524e+02 1.215666389131783262e+03 6.509058241767031738e-01 1.842919746547271416e+02 1.628400869639535120e+00
4.735536533707257263e+02 1.215595220309880915e+03 9.673055306823777899e-01 2.122807330460364028e+02 2.230789608532340207e+00
4.928479752108792695e+02 1.215597791924254807e+03 9.860640696564980656e-01 2.179085677287970384e+02 2.261719125354741511e+00
4.604018483005293092e+02 1.215649965746447378e+03 8.673371272691147160e-01 2.183162592926621528e+02 2.108875673265091955e+00
4.939294484071969578e+02 1.215727545334312254e+03 1.040520365303089889e+00 2.182028223051864870e+02 2.263625388476273148e+00
3.316093137123373253e+02 1.215674679668164572e+03 6.433778331583468457e-01 2.052079731821097539e+02 1.615967004449939015e+00
4.084478576079540630e+02 1.215610178726150025e+03 7.889500384467246219e-01 2.114968289194630700e+02 1.931224499651902349e+00
3.736876943164844533e+02 1.215785467858121592e+03 7.978556613538575482e-01 2.046238109711943309e+02 1.826218036614956297e+00
4.078893278055232372e+02 1.215615290274090967e+03 7.941240628889317810e-01 2.116051144303034732e+02 1.927596735568837261e+00
2.869871773725359390e+02 1.215715073129267239e+03 6.588934520753488844e-01 2.032679145123082094e+02 1.411866590263848087e+00
3.813231991118494193e+02 1.215684584680854414e+03 7.147911277282297249e-01 2.064815576517292470e+02 1.846766381697992232e+00
3.368720383267207694e+02 1.215667695995664189e+03 6.747812571929198144e-01 1.938390719507438291e+02 1.737895435303790759e+00
4.218366634650170681e+02 1.215652479596578360e+03 8.097194211986833423e-01 2.125308000052950206e+02 1.984826027354658073e+00
4.050602227665857527e+02 1.215678417110391365e+03 7.757665171858527664e-01 2.076954947221947236e+02 1.950260034809027987e+00
3.610501934410678473e+02 1.215711516671043910e+03 6.897186629416895975e-01 2.087176294083429582e+02 1.729850010583896536e+00
3.140179990025860661e+02 1.215721057517500640e+03 6.884253295968404407e-01 2.009270945006233546e+02 1.562845467820229040e+00
3.877054099994081184e+02 1.215677369520434468e+03 7.466960244306865002e-01 2.048567074733915092e+02 1.892568785182523250e+00
3.608118291356077521e+02 1.215659354168670916e+03 7.535458372361112378e-01 2.038528485626863755e+02 1.769962164765410462e+00
4.458571659083169152e+02 1.215668259634712967e+03 7.910209073842412453e-01 2.090926871679484975e+02 2.132342225580530215e+00
4.045373206524282068e+02 1.215692084848850754e+03 7.794992298673232289e-01 2.090700361940993730e+02 1.934936866212899842e+00
3.780917440702501153e+02 1.215817428948338829e+03 8.820772803299368192e-01 2.056001833520767548e+02 1.838965986828878130e+00
4.228451116637032783e+02 1.215759408372580310e+03 7.675378484373096555e-01 2.112146762963025708e+02 2.001968419422308187e+00
4.524937585262110815e+02 1.215606269454943686e+03 7.688799856549592970e-01 2.140531315416591269e+02 2.113931972250294056e+00
4.824026328936187156e+02 1.215821055646938930e+03 8.763198379714625119e-01 2.214015017688439571e+02 2.178858901315290808e+00
3.914764025393870384e+02 1.215658095812481861e+03 7.684713757710645021e-01 2.146461792800741080e+02 1.823821900079487301e+00
3.338448413575825953e+02 1.215721673823401716e+03 7.317187399968538841e-01 2.042530017743459325e+02 1.634467246294900367e+00
3.679583940348031206e+02 1.215728503969240137e+03 7.201096853311098611e-01 2.043238174833740288e+02 1.800859041138188177e+00
4.658348568736249149e+02 1.215677475664286249e+03 9.608995049010111700e-01 2.234952846508807625e+02 2.084316264664374696e+00
3.613583092039435769e+02 1.215781532541264596e+03 7.601155624084998674e-01 2.055483184655125797e+02 1.758021237544559190e+00
4.076965182025952004e+02 1.215773949578056545e+03 7.550016843809783662e-01 2.101907247379502621e+02 1.939650375680849193e+00
4.549299399456853621e+02 1.215655862060233176e+03 8.892625623986497585e-01 2.158269729606680585e+02 2.107845621448765971e+00
4.008695636020200368e+02 1.215661396786068053e+03 7.765780091459892898e-01 2.149928386951566495e+02 1.864571704039046152e+00
4.598282694161758855e+02 1.215775285665008141e+03 8.863964277927464108e-01 2.165122388338005806e+02 2.123798044364364479e+00
4.542266110761859750e+02 1.215724702588106766e+03 9.495287551174186325e-01 2.126752775955691845e+02 2.135775329467110684e+00
4.562022920418313561e+02 1.215708046278061374e+03 8.534032212955005026e-01 2.108079212723334024e+02 2.164066175921747437e+00
3.960884546758492206e+02 1.215634539788900611e+03 7.718367024756533912e-01 2.082081368214345503e+02 1.902367797544561867e+00
4.246531902457186902e+02 1.215629062661155103e+03 8.169514269295317099e-01 2.063821879339363363e+02 2.057605816164966850e+00
3.338958536813493083e+02 1.215706805201899897e+03 6.600261552552586508e-01 2.022686917477445263e+02 1.650754008424403230e+00
4.564040719380138853e+02 1.215611073388350860e+03 7.999788708682257221e-01 2.248793948656878001e+02 2.029550427288401515e+00
4.089090164408084433e+02 1.215660650509526477e+03 7.533294173356601675e-01 2.130014767309021408e+02 1.919747330941786512e+00
4.294471362178184108e+02 1.215670289656990917e+03 8.105344742149261927e-01 2.106576411345500901e+02 2.038602226365595183e+00
3.918014384525903324e+02 1.215679869691364729e+03 7.297477406819534718e-01 2.124047297913748764e+02 1.844598464626564072e+00
4.216898488815655810e+02 1.215662769691021140e+03 8.290703154656032803e-01 2.117119201308490801e+02 1.991809665799351814e+00
3.435224307138444715e+02 1.215680963512893868e+03 6.673734003906137691e-01 2.062386990945939829e+02 1.665654565423163147e+00
4.518575345225682440e+02 1.215659338052431167e+03 8.679102126651313531e-01 2.148377933252767207e+02 2.103249747303213457e+00
3.529491009262586658e+02 1.215762607157354978e+03 7.702117610023401229e-01 2.027945089734092790e+02 1.740427306010232655e+00
4.119654871276734411e+02 1.215668385468523638e+03 8.135154630745606852e-01 2.112331620287243368e+02 1.950287933821928554e+00
4.210787250510697959e+02 1.215664404576878951e+03 7.271144978812357218e-01 2.142357014191062206e+02 1.965492783237465790e+00
3.643298974894860862e+02 1.215710030290830446e+03 6.398193300855163912e-01 2.129642979887684078e+02 1.710755750753586879e+00
4.606246672936418349e+02 1.215611374769955773e+03 9.278465222945980750e-01 2.104881688320021169e+02 2.188363696874964681e+00
3.362262417021245824e+02 1.215782559355374133e+03 6.613426572294266448e-01 2.017258889674929492e+02 1.666748097743198764e+00
4.538391240340473587e+02 1.215702760796485791e+03 8.406977099314975055e-01 2.067089646946230346e+02 2.195546403633323873e+00
3.293692974604227857e+02 1.215717058974109250e+03 6.413463093016289474e-01 2.047883978177996482e+02 1.608339637255538523e+00
4.739983697106569025e+02 1.215727143790035598e+03 9.087182826088446852e-01 2.202001267097226105e+02 2.152579913523402055e+00
2.803037748165825178e+02 1.215659100281722431e+03 6.757977219649187184e-01 1.934113058146056119e+02 1.449262614902500523e+00
3.662719122683952264e+02 1.215685981935936297e+03 7.875099857809774173e-01 2.097102227153929448e+02 1.746562029860981635e+00
4.510599579984710203e+02 1.215741421400326089e+03 1.025347471500603902e+00 2.124787268437221428e+02 2.122847612552879681e+00
3.111743501047587870e+02 1.215628913481929430e+03 7.097785663878452000e-01 1.979435502842995334e+02 1.572035813532846715e+00
3.405217897179915667e+02 1.215615554942195104e+03 7.531893880017233034e-01 2.048743136813931187e+02 1.662100941787892250e+00
3.569758605657370367e+02 1.215672710937626789e+03 7.682845009743293208e-01 2.017180169427275587e+02 1.769677622138684736e+00
3.339193998177914864e+02 1.215672057798046126e+03 6.770538624356977619e-01 2.083837307970312054e+02 1.602425479861639745e+00
4.221036165525138131e+02 1.215669785029987906e+03 8.014299910391534665e-01 2.128655593887212945e+02 1.982958717063738607e+00
3.010026858158603886e+02 1.215670528898340535e+03 6.499116798238492310e-01 1.943569602135617629e+02 1.548710606942581336e+00
3.447817607297545237e+02 1.215656579552220592e+03 6.627923332960675706e-01 2.074696446010747763e+02 1.661841959544034575e+00
4.825118409974723477e+02 1.215685206563416386e+03 9.371714432181715848e-01 2.136592704491453389e+02 2.258323919122052104e+00
5.116991091070207744e+02 1.215674360430156867e+03 8.632056176924643998e-01 2.187096755861749671e+02 2.339627214642378661e+00
3.571913807012662119e+02 1.215743319562443730e+03 7.376562381497762111e-01 2.084190234971796372e+02 1.713813713871947808e+00
3.437808458647969019e+02 1.215649991574402065e+03 6.669054899666136960e-01 2.036423509822938627e+02 1.688159875421432865e+00
4.331568385797039014e+02 1.215716295732627714e+03 8.035702854664420469e-01 2.205896319550641067e+02 1.963631902101099058e+00
3.789060888128908573e+02 1.215809736795953313e+03 6.774022437622985171e-01 2.131927633960503954e+02 1.777293388279756581e+00
3.691701187018524593e+02 1.215705389208394081e+03 7.703506541237910010e-01 2.013280191887122896e+02 1.833674816796441398e+00
4.595892841571377403e+02 1.215751051899098456e+03 9.156838542127671010e-01 2.163610386003508097e+02 2.124177657540568642e+00
3.542655907166231941e+02 1.215722174287732742e+03 7.727465731839466834e-01 1.977923864038078818e+02 1.791098217468106268e+00
3.911075959566327924e+02 1.215722999542171465e+03 7.356256117971242681e-01 2.074269372626490622e+02 1.885519793706459613e+00
4.684518846650756245e+02 1.215629226651155250e+03 9.176600510500274588e-01 2.121988446232024899e+02 2.207608083337573746e+00
3.811575521004422740e+02 1.215745834948518677e+03 7.546515692999631320e-01 2.077039686406683643e+02 1.835099996379230269e+00
3.790235150538779862e+02 1.215629523982456703e+03 8.067003294332549812e-01 2.034048445323458054e+02 1.863394728504634834e+00
4.701028895426117629e+02 1.215687626123958125e+03 9.261564837146887275e-01 2.109418596988439845e+02 2.228589859849368082e+00
3.745464773318521452e+02 1.215669749292873576e+03 7.412426576780263288e-01 2.074667497914636272e+02 1.805332554292818692e+00
4.399333528616405715e+02 1.215864389402512415e+03 9.031095747445005983e-01 2.136916769373267755e+02 2.058729470266957406e+00
5.323386029514897473e+02 1.215746510314971829e+03 1.076099888565110740e+00 2.193888550488471196e+02 2.426461466481349305e+00
4.339592469093897193e+02 1.215730332564610308e+03 7.831502583528723305e-01 2.151937171413892997e+02 2.016598126906578248e+00
3.194555294793900089e+02 1.215642361712585398e+03 5.977981847964962681e-01 2.055951872438145074e+02 1.553808402628360064e+00
5.054896382891762983e+02 1.215673842287631942e+03 9.318462177879722752e-01 2.230279135248006241e+02 2.266485976128571167e+00
3.893353261441965856e+02 1.215668513369728998e+03 6.995367769667260038e-01 2.107474407737553861e+02 1.847402391766936880e+00
3.615696899272778069e+02 1.215664741129466165e+03 6.977680062957961615e-01 2.038124253839732773e+02 1.774031633479151493e+00
4.072529149735659075e+02 1.215842090639872367e+03 8.087268861326325498e-01 2.095989309618680352e+02 1.943010458615634484e+00
2.982144037080492467e+02 1.215709350237512126e+03 6.502332816765323820e-01 2.007034407078920140e+02 1.485845995744919712e+00
4.905004287609555718e+02 1.215775029302214307e+03 8.671022500209139006e-01 2.243679598517658746e+02 2.186142928272898356e+00
4.183926862872611991e+02 1.215728005220738396e+03 7.662111830413422808e-01 2.205921088009617108e+02 1.896680205658549667e+00
3.854410341502003803e+02 1.215750832926867133e+03 6.971328886189317453e-01 2.090119905275892336e+02 1.844109676087328564e+00
3.811889541139130984e+02 1.215688044545805951e+03 7.429720591692484666e-01 2.060221665763493206e+02 1.850232722276751174e+00
3.992112498525309547e+02 1.215689128139255445e+03 7.660793510993394451e-01 2.116160175454181172e+02 1.886488813479585414e+00
3.689060084054669346e+02 1.215742605035349470e+03 7.375070325981361030e-01 2.016661212599071291e+02 1.829290939403853455e+00
3.028829275898290234e+02 1.215601070902847596e+03 5.939564853228034291e-01 1.979575811302937609e+02 1.530039546151427343e+00
4.321775287534412087e+02 1.215554847896517686e+03 9.183016962207458667e-01 2.100564571886739031e+02 2.057435103579114966e+00
3.464329635361396527e+02 1.215827602849797358e+03 6.900242062612466087e-01 2.059563968286170450e+02 1.682069451935584548e+00
4.792052207974066960e+02 1.215708843347990978e+03 9.467871037669194356e-01 2.191989260496191605e+02 2.186165915287974659e+00
4.473021603848346786e+02 1.215708403615946281e+03 7.827286507690190964e-01 2.157782628389609840e+02 2.072971366530390380e+00
3.621431292773457926e+02 1.215601122252041023e+03 7.863681738206267369e-01 2.039166663575849157e+02 1.775936885130799281e+00
4.890573941158107232e+02 1.215678429126476431e+03 9.619459219589445720e-01 2.121099758306742729e+02 2.305678420831188902e+00
3.768845000008575994e+02 1.215777288549147670e+03 7.301657172595723555e-01 2.122841140073235238e+02 1.775377784452846885e+00
3.113296197452872320e+02 1.215798015932841508e+03 5.749092968208107113e-01 1.979032102837270486e+02 1.573140826260193803e+00
4.077501568824735614e+02 1.215662543002155189e+03 8.057006609891511628e-01 2.120040635510449931e+02 1.923312931142463933e+00
3.258170470835499373e+02 1.215611632391189914e+03 6.649847980367420419e-01 2.016474948594853345e+02 1.615775327685524010e+00
4.067146482998915076e+02 1.215641695227466244e+03 8.811667058046978029e-01 2.093110419925909582e+02 1.943111287527239384e+00
3.507981034232969932e+02 1.215787591636223624e+03 6.839865191622059859e-01 2.013198155543819325e+02 1.742491679009793959e+00
4.116110800973437449e+02 1.215806966595758922e+03 8.394956854476406383e-01 2.070521167719822415e+02 1.987958812083209237e+00
5.126009822170002508e+02 1.215789456409699142e+03 1.048991539915728355e+00 2.180819197963219267e+02 2.350497385091551816e+00
3.990288270731968510e+02 1.215697569280215930e+03 7.690710161127167765e-01 2.042320048729730217e+02 1.953801644954630712e+00
4.861350977447614810e+02 1.215663748655349082e+03 9.138942381608414767e-01 2.133870373209447280e+02 2.278184766273267492e+00
4.018296460939279768e+02 1.215808248165693158e+03 7.553656038849456689e-01 2.149871377826315779e+02 1.869086914865615956e+00
4.413641629662890296e+02 1.215562789490326850e+03 8.380632095700066841e-01 2.159075455733860736e+02 2.044227596558320315e+00
3.159119053452475328e+02 1.215706824525483398e+03 6.906797155018800094e-01 1.966743514648815676e+02 1.606268956741200515e+00
4.034869970349524237e+02 1.215690700530401500e+03 7.928841956288087411e-01 2.099085345721516092e+02 1.922203867781575592e+00
4.261796171588643460e+02 1.215788772449234330e+03 9.313858738853606489e-01 2.038412563823744961e+02 2.090742692241935874e+00
3.531950540118033359e+02 1.215570860046700773e+03 7.105529836679431721e-01 1.991695866290720005e+02 1.773338289191633166e+00
3.256974311635922277e+02 1.215688257936848231e+03 6.837556629115950635e-01 2.024292645211481272e+02 1.608944398103892004e+00
3.487263395414298088e+02 1.215623338574572927e+03 7.020227716290844411e-01 2.036084293355082195e+02 1.712730365238438690e+00
4.235972115929075699e+02 1.215758580494570424e+03 7.571525276751276401e-01 2.139676257372277348e+02 1.979725718474460106e+00
3.631991572102552368e+02 1.215654981420637341e+03 7.160975344375112295e-01 2.020692520877485947e+02 1.797399423503264870e+00
2.965432992516895183e+02 1.215705600223045849e+03 6.007293856583020286e-01 1.949706663486327329e+02 1.520963664972205587e+00
