A lam0 gamma C W
3.789060888128908573e+02 1.215809736795953313e+03 6.774022437622985171e-01 2.131927633960503954e+02 1.777293388279756581e+00
3.969058641056124088e+02 1.215724415615858561e+03 7.765945022011619958e-01 2.095068618574573520e+02 1.894476680079605790e+00
3.185189797734801687e+02 1.215685893911541598e+03 7.606388587251019517e-01 1.988523658276667447e+02 1.601786221892482764e+00
3.609178832438581708e+02 1.215648290379860327e+03 7.928310648677956429e-01 1.999055651173538308e+02 1.805441899688898788e+00
4.090641925352776980e+02 1.215681145109317185e+03 7.880821016672027168e-01 2.138241630055483142e+02 1.913086841007128225e+00
4.006489874735115677e+02 1.215731763366468385e+03 7.313828781200434337e-01 2.079856837434222712e+02 1.926329640879344662e+00
3.667450599660539297e+02 1.215630772696632675e+03 7.300931693102968856e-01 2.054645421826506322e+02 1.784955477330150142e+00
3.609178832438581708e+02 1.215648290379860327e+03 7.928310648677956429e-01 1.999055651173538308e+02 1.805441899688898788e+00
3.417967657483220592e+02 1.215694349031294905e+03 7.230311344259964246e-01 2.005137528309286381e+02 1.704605100262234663e+00
4.109664262548145075e+02 1.215655922148170248e+03 7.281453653062988085e-01 2.169276899141279671e+02 1.894485791175381406e+00
3.854782020566802885e+02 1.215799762308593472e+03 7.217815496289696764e-01 2.033921977592149233e+02 1.895245768045769275e+00
4.067913933925967740e+02 1.215643995022741137e+03 7.420755418222213518e-01 2.099818506885877127e+02 1.937269302364070578e+00
4.610821024821007654e+02 1.215641206800212103e+03 8.811109056317386612e-01 2.114831139834757039e+02 2.180231290324803783e+00
4.465565170728519320e+02 1.215731486927261813e+03 8.506754161802373426e-01 2.148622384412935276e+02 2.078338754694040169e+00
4.341885360918961396e+02 1.215738791588463755e+03 8.438079071590031122e-01 2.158916257379190426e+02 2.011141166813843473e+00
3.899491752823191746e+02 1.215522980693484442e+03 7.662205419857263111e-01 2.084516771561976327e+02 1.870693393318784814e+00
4.598282694161758855e+02 1.215775285665008141e+03 8.863964277927464108e-01 2.165122388338005806e+02 2.123798044364364479e+00
4.277289108211508619e+02 1.215766231980144312e+03 8.194171015403104441e-01 2.151048811265719678e+02 1.988466782255241760e+00
3.490901140735312538e+02 1.215695717040038744e+03 7.289311810627250310e-01 2.001751112052353392e+02 1.743923667491392049e+00
4.984885024509917457e+02 1.215742436962003694e+03 9.712972982175036574e-01 2.116471222370782641e+02 2.355281268094000957e+00
3.360779399936178606e+02 1.215619522415677466e+03 6.924199362569043448e-01 1.959985986799080138e+02 1.714695626689036745e+00
4.222475250736861199e+02 1.215713815469179508e+03 8.386433388631473473e-01 2.091386949535084057e+02 2.018983264515215037e+00
3.891594643058167549e+02 1.215755334327746141e+03 8.728479329566473099e-01 2.093940485659794319e+02 1.858502985022488785e+00
5.692083212685530498e+02 1.215697732656462449e+03 1.100911076428085611e+00 2.276826112667424979e+02 2.500007875444184346e+00
5.073105937852240572e+02 1.215608267557249974e+03 9.399666902621586217e-01 2.152681404885379379e+02 2.356645031791111844e+00
4.461338578196114781e+02 1.215784903175375575e+03 8.489513219596082072e-01 2.130775829975183910e+02 2.093762523225201733e+00
4.628747325580367260e+02 1.215631884171654974e+03 8.837907065316810140e-01 2.143732083977058096e+02 2.159200471074306016e+00
3.769855796289612613e+02 1.215708561333169882e+03 8.361913014551239920e-01 2.088648045307000416e+02 1.804926303768665585e+00
4.229424833529895977e+02 1.215672013155426839e+03 7.819330911750147495e-01 2.095789717811157686e+02 2.018057822111612776e+00
3.718765617897313405e+02 1.215717927187608893e+03 6.681124378097079708e-01 2.043138144557399301e+02 1.820124413908831285e+00
4.124303768824905774e+02 1.215710486559903529e+03 7.878257783558246796e-01 2.092227788359215026e+02 1.971249876218928776e+00
5.926026633499650416e+02 1.215778040292756941e+03 1.014970952309250274e+00 2.269685251838415923e+02 2.610946442331440132e+00
4.440014483009092032e+02 1.215695705341607891e+03 9.293326658757918857e-01 2.131019413733925774e+02 2.083516674880683262e+00
4.621147091071440514e+02 1.215721736624704363e+03 1.018250987324261558e+00 2.182793897077238228e+02 2.117078986366581983e+00
4.750414209609951968e+02 1.215657482551174780e+03 8.793280953283365564e-01 2.184609891240316699e+02 2.174490845554532648e+00
7.562405820945608639e+02 1.215737448090548696e+03 1.390585544845172938e+00 2.326845247725520949e+02 3.250068232228946474e+00
3.994821615992191823e+02 1.215732277863433637e+03 7.502882729533957296e-01 2.080093606671716771e+02 1.920500886680846397e+00
3.399135004654118575e+02 1.215648399798774335e+03 6.812857971008401403e-01 2.006434748375018842e+02 1.694116894360520043e+00
3.636863581949945115e+02 1.215777848205560758e+03 7.131084438164494443e-01 2.069731609512145383e+02 1.757166757871174934e+00
3.408266026427869519e+02 1.215645476291163050e+03 6.973634272302936532e-01 2.032422321139010251e+02 1.676947744068176149e+00
3.989986298420153048e+02 1.215598263594811215e+03 7.524941874520918450e-01 2.091659233466342585e+02 1.907569949531340292e+00
2.867310114167023585e+02 1.215648420592052616e+03 5.930547356017393801e-01 1.994947270177392511e+02 1.437286166421862355e+00
4.269819444631767738e+02 1.215643546759986521e+03 8.196499325368935551e-01 2.016194744743304170e+02 2.117761419507810494e+00
3.867681469718738185e+02 1.215700730230912086e+03 7.159352634011650895e-01 2.048355289946431412e+02 1.888188776967439919e+00
3.593175531398575799e+02 1.215744022095500668e+03 6.793500122407067909e-01 2.133636695739013192e+02 1.684061554890923906e+00
4.130007368205371563e+02 1.215665049179006701e+03 7.958685552702858823e-01 2.140848854919483699e+02 1.929144768307662350e+00
4.257915409108570088e+02 1.215730767557421359e+03 8.115404653736011387e-01 2.079814526962375396e+02 2.047257269294762150e+00
4.458474221596206348e+02 1.215555922425490508e+03 9.447405847472619689e-01 2.060518856773033463e+02 2.163762882800595477e+00
4.509522424460395769e+02 1.215702584951495510e+03 1.003266218720639369e+00 2.090084493016603915e+02 2.157579006747155415e+00
4.668637356532057652e+02 1.215617990410527000e+03 8.738162963648952175e-01 2.149127319122798099e+02 2.172340984636330852e+00
4.963050580306888264e+02 1.215735522726037516e+03 1.007633687793167310e+00 2.174385504907216387e+02 2.282507204498066766e+00
4.196964721948263559e+02 1.215671404452321894e+03 9.229268412380466913e-01 2.076671577274056233e+02 2.021005520505755992e+00
2.982144037080492467e+02 1.215709350237512126e+03 6.502332816765323820e-01 2.007034407078920140e+02 1.485845995744919712e+00
4.399547682738008234e+02 1.215712660410838225e+03 7.873564502852812286e-01 2.148695523750699863e+02 2.047543560317139466e+00
3.509873832092175689e+02 1.215739259405569783e+03 7.035586969499380006e-01 2.131465796776859918e+02 1.646694888278152913e+00
4.174995234248594329e+02 1.215584145468793395e+03 8.027587898135193356e-01 2.051400155384926052e+02 2.035192998932572994e+00
4.201894938290295158e+02 1.215644876425667007e+03 8.527646184866224388e-01 2.108215228592451922e+02 1.993105296509828595e+00
3.949694681907998302e+02 1.215767490572046199e+03 7.214990406116671418e-01 2.132489897362623026e+02 1.852151649952865187e+00
3.507981034232969932e+02 1.215787591636223624e+03 6.839865191622059859e-01 2.013198155543819325e+02 1.742491679009793959e+00
4.197389879019209502e+02 1.215685433421164817e+03 8.365720007265032843e-01 2.122908852810843428e+02 1.977187985938088532e+00
4.879985364893731798e+02 1.215575667385224733e+03 1.077871263914281785e+00 2.166326166160671391e+02 2.252654951559032614e+00
3.465757587040912426e+02 1.215652861627318771e+03 6.640338284060820495e-01 2.033895823643625249e+02 1.703999559245948259e+00
3.752800345960342838e+02 1.215606270965884733e+03 6.945198273902062347e-01 2.105272258262189098e+02 1.782572458850579578e+00
3.634194532710436079e+02 1.215615465188517192e+03 6.983324321577804028e-01 1.997088768518881352e+02 1.819746117447596401e+00
3.682544257220594659e+02 1.215667677629492118e+03 7.008963400853527315e-01 2.038738773715045340e+02 1.806285486251954842e+00
5.141708898280871836e+02 1.215696255580519392e+03 9.585639327735341331e-01 2.173211806923251572e+02 2.365949274663799340e+00
4.188516813427812622e+02 1.215717450238185165e+03 7.855933457114377960e-01 2.085729567030985265e+02 2.008178279502516705e+00
3.584262947619436659e+02 1.215601647334160816e+03 7.201970660092722465e-01 2.042804289566203124e+02 1.754579704931287232e+00
3.976781056187685408e+02 1.215690145625869491e+03 7.164378171048232380e-01 2.146190192510839552e+02 1.852949039681906163e+00
3.584536266183766884e+02 1.215764992736014392e+03 7.552810959841961269e-01 2.013177102671116074e+02 1.780536973834913050e+00
3.957044865026180673e+02 1.215776859094933570e+03 8.573237857419662156e-01 2.031337078721774105e+02 1.948000116020214945e+00
3.349825265972776265e+02 1.215676197041137812e+03 6.295398208245231997e-01 2.061766769099614294e+02 1.624735307687428021e+00
4.540065957689947709e+02 1.215641681312276887e+03 8.914724992816579485e-01 2.082265396225012637e+02 2.180349328150358978e+00
3.368900521357637672e+02 1.215695968043869470e+03 7.152731230454382194e-01 1.987727787513563555e+02 1.694850040594227725e+00
3.669209000591969811e+02 1.215730227743511250e+03 7.248252324426019966e-01 2.027970058259265045e+02 1.809301367960769680e+00
4.301430596977914433e+02 1.215686490419002894e+03 8.019474516436522205e-01 2.137780501424174986e+02 2.012101146077593050e+00
3.895134499276863949e+02 1.215646991081859824e+03 7.354165892759083611e-01 2.100684695830890973e+02 1.854221391247965478e+00
3.350341769670033045e+02 1.215616295220299889e+03 6.630421049339245698e-01 2.082900478969355618e+02 1.608498247274791959e+00
3.366318898625055454e+02 1.215699337098547630e+03 7.277278794084102165e-01 1.993233357993002528e+02 1.688873450329278159e+00
4.046145307337013151e+02 1.215705504614231359e+03 7.447300484304343327e-01 2.101069415855153579e+02 1.925755178198239825e+00
3.924062999341437603e+02 1.215730302552731018e+03 7.319706119368147856e-01 2.072805896980962075e+02 1.893116478034353456e+00
5.106187304863414624e+02 1.215763712827542804e+03 9.084026879037210289e-01 2.163780312451411305e+02 2.359845533060823008e+00
3.179151722848201871e+02 1.215766448472330012e+03 6.688363695617979277e-01 1.928411646252161518e+02 1.648585626946837079e+00
3.542655907166231941e+02 1.215722174287732742e+03 7.727465731839466834e-01 1.977923864038078818e+02 1.791098217468106268e+00
4.235972115929075699e+02 1.215758580494570424e+03 7.571525276751276401e-01 2.139676257372277348e+02 1.979725718474460106e+00
4.116294253724551595e+02 1.215638596844179347e+03 8.568122347632830538e-01 2.110667165522398250e+02 1.950233708546725175e+00
4.247542069120777342e+02 1.215721483869818030e+03 8.756020413875714725e-01 2.051798217551489643e+02 2.070155843194744438e+00
3.280933879652939709e+02 1.215785178161712793e+03 6.914491716706897551e-01 2.096948759351779756e+02 1.564622819237204476e+00
4.222464304429498725e+02 1.215695284336330133e+03 8.544035062991726104e-01 2.133311570164690067e+02 1.979300334504597192e+00
3.711754385945935155e+02 1.215727049411046892e+03 7.369340191527774531e-01 2.033242771003978362e+02 1.825534283893279541e+00
3.342741716524568574e+02 1.215663395719960590e+03 6.745204500742629783e-01 2.044120728253603261e+02 1.635295640967568298e+00
4.686378185735359807e+02 1.215679855649653518e+03 8.587953334671590833e-01 2.159186237724551631e+02 2.170437224847300506e+00
4.623778520755301997e+02 1.215692962241698297e+03 9.634377028364465856e-01 2.129318869338985962e+02 2.171482433812593982e+00
4.247542069120777342e+02 1.215721483869818030e+03 8.756020413875714725e-01 2.051798217551489643e+02 2.070155843194744438e+00
3.095079595886711559e+02 1.215664815813468749e+03 5.890239034937577722e-01 2.012825631003530020e+02 1.537678946558130200e+00
3.505608217792016603e+02 1.215739852856244852e+03 6.879262277135954617e-01 2.062003023696478294e+02 1.700098485552964611e+00
5.166533119982843800e+02 1.215730787588334579e+03 9.919278197352959792e-01 2.150548899056393850e+02 2.402425316741129357e+00
5.202436498732051859e+02 1.215620231757484362e+03 1.020013777519874321e+00 2.186154518293094497e+02 2.379720397254449171e+00
4.996101493736543944e+02 1.215728356726692709e+03 9.577388900779912895e-01 2.100142972013546228e+02 2.378933987025869001e+00
3.911582777208669199e+02 1.215651907038373338e+03 7.541810655692096077e-01 2.116025334276018839e+02 1.848551959112997078e+00
3.856164334884177265e+02 1.215806149911940793e+03 7.582529039783544311e-01 2.087881613084683750e+02 1.846926717835783993e+00
3.484708154867817029e+02 1.215725784537442451e+03 7.463247515501169049e-01 2.051037250056993457e+02 1.698997984932250960e+00
4.104267797858387894e+02 1.215745719871859137e+03 7.789569179734724402e-01 2.017069181853075861e+02 2.034767986533713380e+00
3.366318898625055454e+02 1.215699337098547630e+03 7.277278794084102165e-01 1.993233357993002528e+02 1.688873450329278159e+00
3.182818758493540372e+02 1.215632486133884868e+03 6.408325885975564296e-01 2.008541486122107642e+02 1.584641781354793277e+00
3.572909689086100684e+02 1.215628447078553336e+03 6.981767129971599983e-01 2.090322317043200826e+02 1.709262566808379402e+00
3.902836098560117080e+02 1.215679108014966459e+03 7.632454792902589880e-01 2.049832418830687573e+02 1.903978131434989285e+00
3.978852335476956341e+02 1.215733181184995829e+03 7.580156248706853006e-01 2.034731818232964997e+02 1.955467693493059933e+00
3.679509738209633269e+02 1.215730751420720026e+03 8.093633080129714052e-01 2.067367848691949916e+02 1.779804083021657712e+00
3.790334192853924264e+02 1.215602583617194341e+03 6.961322155366123088e-01 2.094610965952503818e+02 1.809564761411581291e+00
4.216494462221020854e+02 1.215801919618789725e+03 8.206943523376467597e-01 2.063502305412218618e+02 2.043367943501622097e+00
3.289791941004842784e+02 1.215654505600023640e+03 6.849977402465620147e-01 2.012106364704922044e+02 1.634999023268481677e+00
5.644858284689905759e+02 1.215632224366198443e+03 9.520388915974343780e-01 2.271082676876552569e+02 2.485536234397836886e+00
4.224325395861174570e+02 1.215722495113737750e+03 8.333784959280567950e-01 2.069753304106415044e+02 2.040980143614247844e+00
3.529491009262586658e+02 1.215762607157354978e+03 7.702117610023401229e-01 2.027945089734092790e+02 1.740427306010232655e+00
4.607475992519983379e+02 1.215704359514195858e+03 8.925364200007541715e-01 2.161723317942346512e+02 2.131390245124267668e+00
3.626947198311023612e+02 1.215770761182721799e+03 6.809264326277173485e-01 2.059287694330532474e+02 1.761262988312146449e+00
3.973010523464931794e+02 1.215712359527537728e+03 7.300425900604670115e-01 2.122896112063828582e+02 1.871504922397011050e+00
4.703078181178316299e+02 1.215701730191646902e+03 8.725403721010764890e-01 2.101115170767253346e+02 2.238372387488362758e+00
3.419746979211092253e+02 1.215592103441133077e+03 7.059655944352217771e-01 2.152171017001826385e+02 1.588975482057702227e+00
3.624881348381746307e+02 1.215662200691262115e+03 8.205321568614007965e-01 2.048171424842589090e+02 1.769813456244432315e+00
3.207375697876613572e+02 1.215599389349545390e+03 6.772103621478449131e-01 2.017748640169378973e+02 1.589581394839830963e+00
3.304854670062634341e+02 1.215825730257221267e+03 6.544440344259564446e-01 2.127773319813530293e+02 1.553198660443894763e+00
3.900304836595016695e+02 1.215593223332299203e+03 7.609210393916635562e-01 2.090983096749990295e+02 1.865297162209130555e+00
3.206226315217314777e+02 1.215552199970398988e+03 6.769479565199166826e-01 2.007564881596723581e+02 1.597072326084540750e+00
3.346738278364841790e+02 1.215632771474725132e+03 6.240914776571635514e-01 2.004992675031804197e+02 1.669202246991627669e+00
3.404408745684690984e+02 1.215724669616590518e+03 5.887325002362672199e-01 2.085699291716093171e+02 1.632262502656160130e+00
4.080808248142079151e+02 1.215603570989098898e+03 8.618411411476030182e-01 2.162794384340342617e+02 1.886822102780119526e+00
4.578606759078402320e+02 1.215568119918831826e+03 9.974236269280076783e-01 2.145476360098627140e+02 2.134074671821564628e+00
3.869129812819775225e+02 1.215789360335000765e+03 7.557522556851161699e-01 2.090088178455285401e+02 1.851180181153562643e+00
4.913730373378393210e+02 1.215660719546698829e+03 9.758897825707729679e-01 2.067488413782086241e+02 2.376666461888236714e+00
4.098190997569466845e+02 1.215818194104207350e+03 8.927478012212289871e-01 2.036245654946923196e+02 2.012621113573985987e+00
3.522123018250417203e+02 1.215639022729258841e+03 7.453785483421331293e-01 1.985654090967152570e+02 1.773784786722292006e+00
4.963050580306888264e+02 1.215735522726037516e+03 1.007633687793167310e+00 2.174385504907216387e+02 2.282507204498066766e+00
3.896178622618033387e+02 1.215638088840788441e+03 7.251976362682979182e-01 2.133391978503378823e+02 1.826283524957887927e+00
3.901102215586876127e+02 1.215681287403786200e+03 7.564573998562794666e-01 2.147508014245999277e+02 1.816571668048732491e+00
4.728897895218926237e+02 1.215668727404561196e+03 8.411468343464070241e-01 2.128579445915214592e+02 2.221621515839482974e+00
3.776799629015666255e+02 1.215659159353611813e+03 7.443167968634298859e-01 2.078051003447846483e+02 1.817472055666247588e+00
6.146923066745935103e+02 1.215680234397478898e+03 1.075111006602204045e+00 2.265899894689623579e+02 2.712795512790260766e+00
5.124732931905537043e+02 1.215732192990903513e+03 9.447759933426751466e-01 2.180388126990886235e+02 2.350376462092594210e+00
4.251075278664102939e+02 1.215591722705730035e+03 7.958207374759102004e-01 2.111288166891323499e+02 2.013498368118748161e+00
4.797924226902412101e+02 1.215799580845693981e+03 8.723013188009725027e-01 2.186061896028873548e+02 2.194779679211352530e+00
3.977591153002069859e+02 1.215606708709962049e+03 8.183289980853654111e-01 1.990764267936684746e+02 1.998022175234549280e+00
5.053797827872667199e+02 1.215641580479200911e+03 9.248184992103015700e-01 2.149477995436346305e+02 2.351174489156257152e+00
4.132266701815652823e+02 1.215672195733941408e+03 8.479006672991649118e-01 2.122500153999319537e+02 1.946886408478902597e+00
3.495862156707634085e+02 1.215654402359256210e+03 7.177324647901193178e-01 2.145982201432275929e+02 1.629026631429849825e+00
4.143743664871638543e+02 1.215593671268671415e+03 8.329606135013460921e-01 2.059653885956957140e+02 2.011864077321113164e+00
3.542672172158345347e+02 1.215612019925820732e+03 6.218661372639425755e-01 2.128344762565365045e+02 1.664519881585464711e+00
3.490159282833834595e+02 1.215697535836013913e+03 7.530579994931546617e-01 2.054505255815165583e+02 1.698783331390916640e+00
4.129405690382449734e+02 1.215792700821040853e+03 7.689150643237345761e-01 2.087902699301466782e+02 1.977776881922702845e+00
3.736763868581437578e+02 1.215752153570415203e+03 7.591584845064791587e-01 2.049683676772318677e+02 1.823092953770213187e+00
3.252370366299678608e+02 1.215767761573578127e+03 6.303679815835797617e-01 2.007479869613240453e+02 1.620126017466007262e+00
3.581010330264391541e+02 1.215605993718723084e+03 6.808192351292968736e-01 2.018606216408765306e+02 1.774001437801597136e+00
4.230312299666694003e+02 1.215710516354994525e+03 7.906082293670031458e-01 2.098205215238976677e+02 2.016157556440388188e+00
5.761403704446879601e+02 1.215594322492094534e+03 9.726737937314238192e-01 2.250782540193512204e+02 2.559733604451872147e+00
3.992581293055988567e+02 1.215705725864677333e+03 7.850487037207738439e-01 2.134256661648396403e+02 1.870712817629118785e+00
4.418131855811597006e+02 1.215690405025042082e+03 8.155034749781790993e-01 2.129726557787678018e+02 2.074506626053005398e+00
4.454847429818734099e+02 1.215691022109185724e+03 7.861984459736192088e-01 2.156169890978462149e+02 2.066092958842468796e+00
4.144161307859517365e+02 1.215707621317032135e+03 7.939622002031986314e-01 2.122065314610126734e+02 1.952890553993573475e+00
4.048997442065200971e+02 1.215721439164281264e+03 8.560723554499686250e-01 2.042348827026231106e+02 1.982520022282754368e+00
2.976917080031021783e+02 1.215720653195686282e+03 5.800437342568081078e-01 2.041972031104255905e+02 1.457863787889967844e+00
4.216494462221020854e+02 1.215801919618789725e+03 8.206943523376467597e-01 2.063502305412218618e+02 2.043367943501622097e+00
4.168172680172971809e+02 1.215740522402784563e+03 8.015388999427942585e-01 2.135258774028404787e+02 1.952069103225950952e+00
3.389781093736593789e+02 1.215829017386081432e+03 6.370402434452572260e-01 2.047909884537620542e+02 1.655239383007296006e+00
4.320287674689559481e+02 1.215619569768151450e+03 7.560379556407482715e-01 2.115269102650418915e+02 2.042429338790164195e+00
3.856164334884177265e+02 1.215806149911940793e+03 7.582529039783544311e-01 2.087881613084683750e+02 1.846926717835783993e+00
4.343460263560713770e+02 1.215695449339155402e+03 9.082105829080600046e-01 2.118608279497354658e+02 2.050147875656943341e+00
3.939702171413916858e+02 1.215659470909787615e+03 8.006397734685465339e-01 2.102223180998973362e+02 1.874064660224028289e+00
3.862655368194156722e+02 1.215720404852601177e+03 6.812353518466436331e-01 2.163402421258703043e+02 1.785453936002715736e+00
3.357751295907551707e+02 1.215743735143123786e+03 6.783915402556687235e-01 1.999630741201210071e+02 1.679185674996423128e+00
4.084478576079540630e+02 1.215610178726150025e+03 7.889500384467246219e-01 2.114968289194630700e+02 1.931224499651902349e+00
3.907003906313319135e+02 1.215632967880068918e+03 8.088644142424381567e-01 2.057959624096175446e+02 1.898484236797996383e+00
4.207881013026629944e+02 1.215727511840247871e+03 8.238221756816548336e-01 2.074283529070685290e+02 2.028594911955856617e+00
3.696458770149427551e+02 1.215751647906532071e+03 7.963642148548902844e-01 1.978383481713916581e+02 1.868423793625240359e+00
2.957368370412992817e+02 1.215671186898583983e+03 5.642743026768053394e-01 1.931385646062065007e+02 1.531215879357300524e+00
4.686344835053938596e+02 1.215699246853574778e+03 8.681273735093879562e-01 2.153138365654903907e+02 2.176518197718579017e+00
3.571723647922606801e+02 1.215745145839856832e+03 6.938357249134811111e-01 2.047658143262850103e+02 1.744296849390703397e+00
4.281818007491596063e+02 1.215659254783329288e+03 8.520666929985102334e-01 2.049408976907916440e+02 2.089294062696977150e+00
3.681459463779647763e+02 1.215714444948988785e+03 7.129940081835608456e-01 2.056126875172793973e+02 1.790482634234457526e+00
4.574247381397361778e+02 1.215712194766157836e+03 8.398527989424450224e-01 2.183579331350973689e+02 2.094839109219489348e+00
4.435859954080752345e+02 1.215696881068365883e+03 8.487120921345722158e-01 2.118247379881824486e+02 2.094117994059893739e+00
3.143914474913937056e+02 1.215644954321134946e+03 5.887205849359564702e-01 2.028304717581082173e+02 1.550020787144502643e+00
3.547158672428268460e+02 1.215592028291513543e+03 6.568313559684492153e-01 2.113801039863098197e+02 1.678094865852655104e+00
4.780872582392523782e+02 1.215730473018646080e+03 9.265388018855413854e-01 2.152006708121846827e+02 2.221588141128522320e+00
3.206619594583601156e+02 1.215839776922125793e+03 6.929137999276587800e-01 2.028013661614389775e+02 1.581162718613536411e+00
3.586966703282262756e+02 1.215701223248239785e+03 7.045488309449599029e-01 2.020376807416687939e+02 1.775394911540616016e+00
4.451291360240152812e+02 1.215767858926021518e+03 9.062871967157702935e-01 2.099218825181285411e+02 2.120451334965398615e+00
4.662139392545530541e+02 1.215749458751154407e+03 9.005375576610644694e-01 2.125558001741659950e+02 2.193371993954257082e+00
3.699928517233628327e+02 1.215806950797670197e+03 7.328053925280002545e-01 1.987522067029757977e+02 1.861578585018161425e+00
3.114909329401185687e+02 1.215755279628912604e+03 7.072027281814354804e-01 1.935431919071363609e+02 1.609413019754135865e+00
4.029612926357830247e+02 1.215594308787954560e+03 7.901298644138629035e-01 2.086567569131010202e+02 1.931216120662719415e+00
3.842912456786193616e+02 1.215758338688251570e+03 6.857627402795144489e-01 2.114602770757683174e+02 1.817321205632034475e+00
4.184385969027484862e+02 1.215672048188201870e+03 7.738969393069046188e-01 2.191837320813163501e+02 1.909076886908328330e+00
3.942627221811634968e+02 1.215715585311819495e+03 8.518895266590912341e-01 1.968438707539179973e+02 2.002920998612379044e+00
3.121899860293624442e+02 1.215733589960870859e+03 5.798040127530084131e-01 2.041485304672497705e+02 1.529229651150709968e+00
3.635344729010219567e+02 1.215699164015652059e+03 6.975303017855096765e-01 2.120379680510319531e+02 1.714478195780148040e+00
4.325764168328070127e+02 1.215701774872557962e+03 9.585443109401731165e-01 2.111376156150310521e+02 2.048788964357384668e+00
