"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","p_mean","p_stdev","p_median","p_errlo","p_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.506486841478831629e+01,5.532489110930314397e-02,1.506457830959157107e+01,1.500989278134115779e+01,1.511856186691058035e+01,9.999557767828159172e+01,9.344529237969224633e-01,9.995459123130220291e+01,9.907157960238896521e+01,1.009482457478340933e+02,1.261164185583070196e+00,1.193113841944647702e-01,1.268181590955899551e+00,1.141321222824574377e+00,1.382676506065953603e+00,7.499792510626934749e-01,1.850331819975395142e-01,7.641349306624292126e-01,5.565759645969059477e-01,9.293471011959965056e-01,1.633440542644607518e+01,9.653649804603792184e-02,1.633617523271987082e+01,1.623958886158622050e+01,1.643167930625197926e+01,1.633843642738337820e+01,9.235815525321350306e-02,1.633850192363055953e+01,1.624752024614534207e+01,1.643265009796468235e+01,1.633810738887611791e+01,1.078623775563498921e-01,1.633917406457808852e+01,1.623425116422325587e+01,1.644528615122009541e+01,1.633344429864433067e+01,1.368620631735423532e-01,1.633803477814674210e+01,1.619730910902969967e+01,1.647007986709836302e+01
