A w B x0 f sigma_v
6.245972500569545360e+01 4.581617289993625164e+00 5.711278029834585368e+01 1.895360204556020278e-01 2.861665560143415021e+01 4.581617289993624809e+01
5.962797422328796415e+01 4.047465969653393891e+00 6.156259977981613218e+01 1.711197179657695244e-01 2.413421965081277776e+01 4.047465969653394069e+01
4.387538011735176724e+01 5.245827125211969921e+00 5.926412304933704434e+01 -5.077165708810760236e-02 2.301626591485898388e+01 5.245827125211970099e+01
5.435061874947939486e+01 5.426017096563416686e+00 5.757003265331993447e+01 1.073973473316566896e+00 2.949073865434754183e+01 5.426017096563416686e+01
5.630414331662093730e+01 5.126514021790355535e+00 5.758680022395476783e+01 2.216047960703413366e-01 2.886439801975509312e+01 5.126514021790355713e+01
5.275388531289016925e+01 5.172986455770488767e+00 5.672793643131293351e+01 6.234883144741125705e-01 2.728951342128505786e+01 5.172986455770488590e+01
5.289176180301570440e+01 5.901212124912581736e+00 5.872115035420010543e+01 6.303100029029486961e-01 3.121255060599444420e+01 5.901212124912581913e+01
5.313780660037724601e+01 4.961649473993658077e+00 5.854364530057716109e+01 4.677062729847243361e-01 2.636511701679385311e+01 4.961649473993658432e+01
5.503695597374477444e+01 5.985636056282642947e+00 5.504448432089578347e+01 6.491361233361416794e-01 3.294311881044870916e+01 5.985636056282643125e+01
5.160876185559689588e+01 4.976277300350750110e+00 6.132785792867135655e+01 1.029308742961504208e+00 2.568195101212144849e+01 4.976277300350750465e+01
5.489025925300360598e+01 4.956008924221654510e+00 5.734748849696929085e+01 8.228992282631271138e-01 2.720366147107261057e+01 4.956008924221654866e+01
4.956889395439048940e+01 5.283521699545784323e+00 6.018947758026499173e+01 7.750559543600310519e-02 2.618983268305060008e+01 5.283521699545784145e+01
6.098416804478746656e+01 4.755759040233982660e+00 5.838778848482566275e+01 3.665525992046791970e-01 2.900260084901463387e+01 4.755759040233982660e+01
5.132217203583297049e+01 4.492431029489354799e+00 6.165728564363826081e+01 1.716437575373319646e-01 2.305613181545668766e+01 4.492431029489354444e+01
5.811729767186448470e+01 5.116300819700305702e+00 5.672794920677765873e+01 3.788905229894368176e-01 2.973455777173269254e+01 5.116300819700305880e+01
5.170090003576961379e+01 5.372721435127819412e+00 5.794450518670441852e+01 2.766087119154363450e-01 2.777745338375800799e+01 5.372721435127819234e+01
6.195907756540734823e+01 4.696609231762608694e+00 5.722924067131115322e+01 -9.804087016631193308e-01 2.909975756851877193e+01 4.696609231762608516e+01
5.595624826306387689e+01 5.797206102638551073e+00 5.524358601323486795e+01 7.555026805014328772e-01 3.243899039113917127e+01 5.797206102638551073e+01
5.672356254235402417e+01 4.894907527075441855e+00 5.809700732765764286e+01 2.905979424133597888e-01 2.776565932511032742e+01 4.894907527075442033e+01
5.197655832124872433e+01 5.634850790125556230e+00 5.978780445995452197e+01 -3.859792470151148791e-01 2.928801507244954294e+01 5.634850790125555875e+01
5.365838216245819581e+01 5.212054381256094437e+00 5.738663735495133977e+01 6.792079240100576953e-01 2.796704058409541105e+01 5.212054381256094615e+01
5.228185056751866000e+01 4.659753464841514869e+00 6.123480983520844489e+01 5.080550176324472034e-02 2.436205343303213766e+01 4.659753464841514869e+01
4.794122842587503186e+01 5.728112638511326793e+00 5.842892106406952735e+01 2.820176325627592462e-01 2.746127564520132225e+01 5.728112638511326793e+01
4.787726453689995765e+01 5.204409724007529547e+00 6.000025464202592218e+01 6.535230720018176953e-01 2.491729011147230111e+01 5.204409724007529547e+01
5.204507768406267587e+01 6.006713384525971478e+00 5.816641643122476779e+01 1.286430603323385213e-01 3.126198647235532491e+01 6.006713384525971833e+01
5.218545253108130311e+01 4.917280309196179644e+00 5.805430765485341738e+01 7.734843522987162601e-01 2.566104981575780286e+01 4.917280309196179644e+01
5.236096449680424314e+01 5.031673508343149415e+00 6.077208139041182733e+01 1.443087644018952176e-01 2.634632779298660665e+01 5.031673508343149592e+01
6.209726158364601645e+01 4.263135564439556546e+00 5.963472352928010878e+01 1.027702652951735018e+00 2.647290443115475611e+01 4.263135564439556902e+01
5.628920185730768111e+01 4.863472047254179031e+00 6.094091900668217221e+01 6.404776738041810802e-01 2.737609597952639362e+01 4.863472047254178676e+01
4.347624465987559716e+01 4.790260130341628120e+00 6.200532654783890507e+01 4.358257597080399393e-01 2.082625214111801881e+01 4.790260130341628297e+01
4.911566294078721739e+01 3.779864725618926169e+00 6.368008896351264525e+01 1.186209707539997993e-01 1.856505618252703371e+01 3.779864725618926258e+01
5.365256161751778308e+01 5.344235449929614745e+00 5.531020177815587857e+01 7.830985897500557513e-01 2.867319217758715055e+01 5.344235449929614390e+01
5.238705132937461428e+01 5.076098534980410193e+00 5.835860746270160604e+01 2.423571446170118548e-01 2.659218345049820442e+01 5.076098534980410193e+01
6.003795683473715172e+01 4.921038740911106046e+00 6.013663845782875939e+01 3.686339921422359112e-01 2.954491115088902831e+01 4.921038740911106402e+01
5.623812358835694880e+01 4.842573404225515965e+00 6.161859235035635862e+01 4.955781193915758109e-01 2.723372415925249967e+01 4.842573404225515787e+01
4.978827831126491077e+01 5.121945297033873246e+00 5.866122468666304712e+01 4.777287545575568117e-01 2.550128379437969173e+01 5.121945297033873601e+01
5.814947795828501143e+01 4.496819855177413672e+00 6.004519264642886611e+01 2.358391834408060106e-01 2.614877270510174156e+01 4.496819855177413672e+01
5.980888445462493053e+01 4.490458579697142127e+00 5.824519463058491908e+01 9.260969670279450838e-04 2.685693183413855678e+01 4.490458579697141772e+01
5.352690938884853011e+01 4.719706577882968546e+00 5.830740882691619476e+01 -1.356921836323063957e-01 2.526313063362940525e+01 4.719706577882968190e+01
5.436362910978616014e+01 5.130958418079392125e+00 5.670553368489081691e+01 4.452740338122591623e-01 2.789375204182031709e+01 5.130958418079391947e+01
5.028834898731121683e+01 4.718967648174109186e+00 5.784881061747200448e+01 1.479660828110027637e-01 2.373090919512108599e+01 4.718967648174108831e+01
5.006482927506652203e+01 4.632524174034948317e+00 6.079675400917622596e+01 4.039258687312177187e-01 2.319265318856782443e+01 4.632524174034948317e+01
5.657398079391799683e+01 4.492840984792048076e+00 5.689808634044351265e+01 6.702344627316456638e-01 2.541778995837529465e+01 4.492840984792047720e+01
5.370231113471478324e+01 4.851592351949674864e+00 5.717349982643916917e+01 4.379592069397091336e-01 2.605417219832041198e+01 4.851592351949675219e+01
5.504213524799511958e+01 4.493968472106360856e+00 6.009149792058913420e+01 7.057194425119188708e-01 2.473576204419043023e+01 4.493968472106360679e+01
4.540149307727537575e+01 5.917160339098757049e+00 5.813694106169675990e+01 4.216644328745324799e-01 2.686479141727206255e+01 5.917160339098757049e+01
5.998545934011906411e+01 4.912113638160750639e+00 5.973769237569139534e+01 2.191025999962921134e-01 2.946553929159360408e+01 4.912113638160750639e+01
5.298376105440517847e+01 5.340428531260132061e+00 5.926434567884193427e+01 2.284089460980194275e-01 2.829559892284148148e+01 5.340428531260131706e+01
4.836626581648534540e+01 5.130588158362803242e+00 6.155550272104648712e+01 5.523095437005771657e-01 2.481473906622873571e+01 5.130588158362803597e+01
5.285452117000115635e+01 4.482730604036747835e+00 6.171505215328888738e+01 6.265734368706787905e-01 2.369325796104723736e+01 4.482730604036747479e+01
5.582249039017298742e+01 4.822298766114753832e+00 5.747986047758723771e+01 9.501481000340774585e-01 2.691927265299838723e+01 4.822298766114754187e+01
6.122141208714516836e+01 4.748154362680694796e+00 5.839858946820388752e+01 9.866730780829158221e-02 2.906887148910509566e+01 4.748154362680694618e+01
5.535708825260496724e+01 4.950531450655498489e+00 5.830412878716564506e+01 3.241123436199622176e-01 2.740470064112329140e+01 4.950531450655498134e+01
5.739991154902014614e+01 4.380449846540409808e+00 5.910696396631372096e+01 3.784975195392821234e-01 2.514374337363383916e+01 4.380449846540409453e+01
5.352690938884853011e+01 4.719706577882968546e+00 5.830740882691619476e+01 -1.356921836323063957e-01 2.526313063362940525e+01 4.719706577882968190e+01
5.680327638616191877e+01 4.739290853776724433e+00 5.811583196950211772e+01 1.968429153042183799e-01 2.692072482414885570e+01 4.739290853776724077e+01
5.552395406575483605e+01 4.716723353147781239e+00 5.951938603218849266e+01 1.548325925481810472e+00 2.618911308010505223e+01 4.716723353147781239e+01
6.049947991480536302e+01 4.595826313559459919e+00 5.731036000132768748e+01 4.367422845001769360e-01 2.780451017491245125e+01 4.595826313559459919e+01
5.388474839690158547e+01 6.100672030590478023e+00 5.834226988791383661e+01 9.987840739937219325e-01 3.287331774203826029e+01 6.100672030590477846e+01
5.949523496279019241e+01 4.625749899398676313e+00 5.912538480414287534e+01 1.051643298537449311e+00 2.752100771438273341e+01 4.625749899398676490e+01
4.632086878035298128e+01 4.782984789703581541e+00 6.062444407300265681e+01 5.141498774690340667e-01 2.215520108222838047e+01 4.782984789703581896e+01
4.831249775872477414e+01 4.421395854318401319e+00 6.153570889041032643e+01 5.743626920528264179e-01 2.136086773021927598e+01 4.421395854318401319e+01
5.612721023620561311e+01 4.789945581289456022e+00 5.860543123009437494e+01 8.009392699428765638e-01 2.688462826610174261e+01 4.789945581289455845e+01
4.877769551572953333e+01 5.289298430884283420e+00 6.069769623864493724e+01 7.821951738880645877e-01 2.579997883534995751e+01 5.289298430884283420e+01
6.716992657516418319e+01 4.865536238953692916e+00 5.559001509095200788e+01 -1.929806119077568383e-01 3.268177119193200753e+01 4.865536238953693271e+01
5.075386439715888542e+01 5.496145710004525675e+00 6.159342522582502966e+01 8.966038113650380836e-01 2.789506340725962374e+01 5.496145710004525853e+01
5.103677526890177774e+01 4.333992896940321415e+00 6.223653390694905596e+01 -1.463579340525811290e-02 2.211930214981597587e+01 4.333992896940321771e+01
5.684499015174593239e+01 5.096392404022229705e+00 5.850324450581624092e+01 6.705832199866783583e-01 2.897043760160764236e+01 5.096392404022229528e+01
6.445224226311847815e+01 5.104923082977364857e+00 5.890662565211288637e+01 1.101351058473136746e+00 3.290237392786427506e+01 5.104923082977364857e+01
6.126610171812691874e+01 4.519488623780867798e+00 6.022107033402794940e+01 5.911307565022188015e-01 2.768914497384760764e+01 4.519488623780867442e+01
5.130724581390749961e+01 4.816829445935128184e+00 6.038794352555045464e+01 6.447611190842810203e-01 2.471382524262615021e+01 4.816829445935128007e+01
5.241887720885915058e+01 5.016654123314705949e+00 5.807873715726417885e+01 2.938194238854983098e-01 2.629673764893504995e+01 5.016654123314705771e+01
5.592839146565087560e+01 4.395712789492925765e+00 6.033487337852824339e+01 -4.992229469440800926e-02 2.458451456613285657e+01 4.395712789492925765e+01
5.654022177056894094e+01 4.862622719938334725e+00 5.860297145844079125e+01 2.961085132397460740e-01 2.749337669719205834e+01 4.862622719938335081e+01
5.437543299677123088e+01 4.370166184242238572e+00 5.852593447078429278e+01 -6.047275369568438919e-01 2.376296785360192487e+01 4.370166184242238216e+01
5.760060742689562119e+01 4.935094625791132117e+00 5.677383785996509147e+01 9.890765364801019643e-01 2.842644481547773694e+01 4.935094625791131762e+01
5.536156292672532686e+01 5.215369345058946671e+00 5.730411250287279756e+01 1.860804683021406447e-01 2.887309981825951510e+01 5.215369345058946493e+01
4.890203427181941720e+01 5.004270822645788819e+00 5.857148106311250757e+01 1.294045934948240273e-01 2.447190232744903327e+01 5.004270822645788996e+01
4.960976731338577395e+01 4.682085607738973643e+00 6.258901106457616237e+01 8.985086704068621088e-01 2.322771775412828887e+01 4.682085607738973465e+01
5.536156292672532686e+01 5.215369345058946671e+00 5.730411250287279756e+01 1.860804683021406447e-01 2.887309981825951510e+01 5.215369345058946493e+01
5.433021193585025088e+01 5.214529261810340266e+00 5.684399284454488566e+01 -2.660723160851397040e-02 2.833064799398485434e+01 5.214529261810340444e+01
5.558382431327628836e+01 5.578417612389792168e+00 5.682857469840431008e+01 6.816332592713969518e-02 3.100697845131604069e+01 5.578417612389792168e+01
5.629062040092877339e+01 5.167742762497395503e+00 5.971110236312391351e+01 1.993839899666465243e-01 2.908954461733878816e+01 5.167742762497395859e+01
6.296882697557087738e+01 3.973381922308401037e+00 6.064632878043252617e+01 1.780850936793232364e-01 2.501991987736989387e+01 3.973381922308401215e+01
4.868368261409442255e+01 5.610543577985470876e+00 5.962881503657978755e+01 2.446706826787909961e-01 2.731419228431904145e+01 5.610543577985470876e+01
5.965953872797924618e+01 4.221182153302430962e+00 5.999709418457423027e+01 -1.236452171422897095e-01 2.518337801528011966e+01 4.221182153302430606e+01
5.758475781315242159e+01 4.552880136045454940e+00 5.943313915001893122e+01 8.011110336363316264e-01 2.621764999864899437e+01 4.552880136045455117e+01
5.444085539337203272e+01 4.075524653104075412e+00 6.207218063022228449e+01 3.549955511157403265e-01 2.218750482917617006e+01 4.075524653104075412e+01
5.600640694687536580e+01 4.844399701580703876e+00 5.766544427577090204e+01 4.918876129682807630e-01 2.713174211000504599e+01 4.844399701580704232e+01
5.241312928970828011e+01 4.900319214777816512e+00 5.800382002129927628e+01 8.338453558040228586e-01 2.568410645649914414e+01 4.900319214777816512e+01
6.076177086125426996e+01 4.504971498241354233e+00 5.834843914112332186e+01 1.099519754067337374e-01 2.737300459126225149e+01 4.504971498241354055e+01
5.321863010468532451e+01 5.559818929120745601e+00 6.041199424222772763e+01 2.270825931267417275e-01 2.958859470379046641e+01 5.559818929120745423e+01
5.547603965552251282e+01 4.363822722830598799e+00 6.051881339534368465e+01 -1.704599681361749219e-01 2.420876024214205202e+01 4.363822722830598622e+01
5.582466310111653485e+01 4.001975979055345078e+00 6.122950381886300875e+01 7.316246934006365166e-01 2.234089607695256419e+01 4.001975979055345078e+01
4.999075801664924512e+01 4.907003824562939265e+00 6.049331018750193323e+01 6.117026703040355784e-01 2.453048407804982745e+01 4.907003824562939087e+01
4.978728426643201033e+01 5.475736105186196134e+00 5.808494695179437883e+01 1.037712310289716555e+00 2.726220300368704130e+01 5.475736105186196312e+01
5.113418657837514303e+01 4.948117738708218916e+00 6.209805491023764290e+01 8.216962456437588713e-01 2.530179756628737664e+01 4.948117738708219093e+01
6.302988285327491980e+01 4.425426402101966694e+00 5.832597303003679201e+01 1.552512696294527927e-03 2.789341077002768543e+01 4.425426402101966517e+01
5.450883816622321376e+01 5.270610509227970475e+00 5.943324037019151262e+01 6.738319006475546047e-01 2.872948552847027415e+01 5.270610509227970653e+01
5.270697195010086489e+01 5.343858172700191922e+00 5.749063704490829707e+01 -6.343444456007354404e-01 2.816585828138262926e+01 5.343858172700191744e+01
5.226183540289142115e+01 5.220044539041640341e+00 5.828390283173756359e+01 -1.485901217186622603e-01 2.728091084951564227e+01 5.220044539041640519e+01
5.745657626506126547e+01 5.090049885107787553e+00 6.012839406328956926e+01 7.287290902340632925e-01 2.924568394166619356e+01 5.090049885107787730e+01
4.833791978988171678e+01 5.717069591595261180e+00 5.772060620290118038e+01 7.769209631848923436e-01 2.763512513517035885e+01 5.717069591595261357e+01
4.911623279857812463e+01 5.632614191483077626e+00 5.972130347596570488e+01 1.130329748736505380e+00 2.766527898934577223e+01 5.632614191483077803e+01
4.987040017012562743e+01 4.522928879721564321e+00 6.066596712219430998e+01 1.451472935564535049e-01 2.255602731727324084e+01 4.522928879721564499e+01
5.635381567164221650e+01 4.472933187137509314e+00 5.918693573491924553e+01 -2.978384210614510863e-01 2.520668523395183414e+01 4.472933187137509492e+01
5.144166862468006229e+01 5.592748357525404224e+00 6.090645546496190832e+01 4.775115069792938982e-01 2.877003077090455463e+01 5.592748357525404401e+01
5.880354147574720969e+01 4.531310429248223137e+00 6.001694603446146914e+01 5.634757134175849558e-01 2.664571007657837498e+01 4.531310429248222960e+01
5.255255785918790679e+01 5.138109686977294643e+00 5.916898716160571325e+01 7.510016592775201616e-01 2.700208066117281192e+01 5.138109686977294643e+01
5.122007309559989352e+01 5.086132441663342441e+00 6.101137080360897613e+01 -2.512988806844340672e-02 2.605120754358983248e+01 5.086132441663342263e+01
4.973997896789251172e+01 4.973339327119398412e+00 5.748839604506335377e+01 3.546548537877551865e-01 2.473737935311115876e+01 4.973339327119398234e+01
5.629883874578675318e+01 4.611469185682975258e+00 5.997351226084200704e+01 1.340077894414514859e+00 2.596203600659303490e+01 4.611469185682975080e+01
4.905100888557338834e+01 5.692815580154096722e+00 5.971394329080769126e+01 1.153109062384032768e+00 2.792383476060692260e+01 5.692815580154096722e+01
5.635992565297728163e+01 4.281459326842695923e+00 5.820915724929145085e+01 6.200221623440071994e-02 2.413027293471004953e+01 4.281459326842696100e+01
6.013938354818102283e+01 4.742357952698018408e+00 5.992264421389106133e+01 5.602669590092652641e-01 2.852024838400726736e+01 4.742357952698018408e+01
6.217044842017629236e+01 4.528423203530596908e+00 5.901655881180239760e+01 -1.132961131125949095e-01 2.815341011998284415e+01 4.528423203530596908e+01
4.768670561862694512e+01 5.342433398171130499e+00 6.054020133465765952e+01 4.304333908998732028e-01 2.547630487457075077e+01 5.342433398171130676e+01
4.616936790282251479e+01 4.837230370226736298e+00 6.100127438134589397e+01 3.607606130160831981e-01 2.233318685937045345e+01 4.837230370226735943e+01
5.064472072525831692e+01 5.120032926072038748e+00 6.095894594617055162e+01 -7.097838578046022917e-03 2.593026376450455928e+01 5.120032926072038748e+01
5.483798649205697018e+01 5.169697430352257150e+00 5.735876278496208158e+01 2.564016757177931538e-01 2.834957978536787238e+01 5.169697430352257328e+01
5.768488156271389755e+01 4.528640085242661151e+00 5.934635756941348461e+01 1.266233775435487985e-02 2.612340669573814722e+01 4.528640085242660973e+01
5.028590563124465262e+01 5.227788163608358296e+00 5.854059308167330045e+01 1.806823140167830744e+00 2.628840622553476436e+01 5.227788163608358474e+01
4.924026171781528660e+01 5.513686259888681107e+00 5.776408471247117404e+01 2.064175264800383047e-01 2.714953544668407659e+01 5.513686259888680752e+01
5.355856119053395759e+01 4.758120658881868970e+00 5.952669045207523624e+01 4.610619031933804735e-01 2.548380964606683463e+01 4.758120658881868792e+01
4.904466551709653288e+01 6.080284499864326619e+00 5.796693838918823616e+01 4.916377461527297044e-01 2.982055195446324802e+01 6.080284499864326619e+01
5.765179742684611597e+01 4.876106710242553710e+00 5.895692266048963859e+01 2.743828905029417342e-01 2.811163162905886992e+01 4.876106710242553532e+01
5.203199082590004565e+01 5.078207354604590051e+00 5.863920714231630882e+01 2.353750505131131376e-01 2.642292384868041566e+01 5.078207354604590051e+01
6.543594653445423148e+01 4.083507813465963920e+00 5.807072103272038532e+01 -1.889998003388626557e-03 2.672081989549849368e+01 4.083507813465963920e+01
4.522742398253188867e+01 5.491096259168684490e+00 6.089727193352744194e+01 1.238943292274790053e-01 2.483481386423169113e+01 5.491096259168684668e+01
4.974339231970215280e+01 5.422698306762812948e+00 5.983711283276231541e+01 1.341809959855755352e-01 2.697434093046872050e+01 5.422698306762812592e+01
5.544880571208528863e+01 4.302575456560385980e+00 5.835665199929750457e+01 4.132796922776531545e-01 2.385726705524034941e+01 4.302575456560386158e+01
5.593966403824146738e+01 4.382448828934897733e+00 5.847611858170551358e+01 3.472230422890731916e-01 2.451527151554029516e+01 4.382448828934897733e+01
5.595708442573529595e+01 5.089561099531977995e+00 5.787146229306615908e+01 6.825847557576221192e-01 2.847970001364490855e+01 5.089561099531977817e+01
5.434250088295090819e+01 4.431311302301713440e+00 6.048622237950612401e+01 6.873987402892378640e-01 2.408085383579611971e+01 4.431311302301713795e+01
4.881060204740896324e+01 4.963093017748116509e+00 6.087804461140251533e+01 4.153176671053877556e-01 2.422515582135773471e+01 4.963093017748116154e+01
5.493704607542897378e+01 5.182950265378338806e+00 5.925590151552226814e+01 7.448244832414463446e-01 2.847359775357465850e+01 5.182950265378338628e+01
5.812804715520830712e+01 4.732015879722341722e+00 6.058146754960171165e+01 -8.457542100046389066e-02 2.750628421956948344e+01 4.732015879722341367e+01
5.122343356420603300e+01 5.144399976712579203e+00 5.711119412506187132e+01 2.830908924383539471e-01 2.635138304348398464e+01 5.144399976712578848e+01
6.420804664533599748e+01 4.040169702305965060e+00 6.101987834588062043e+01 2.787835534185578723e-01 2.594114047007346358e+01 4.040169702305965416e+01
5.538644358950681834e+01 5.233952463048339609e+00 5.673958630515030421e+01 7.207286981894629463e-01 2.898900128447871083e+01 5.233952463048339609e+01
4.878406266862427287e+01 5.368206360773764452e+00 6.253472090543849049e+01 9.545518798867043131e-01 2.618829155220947769e+01 5.368206360773764629e+01
5.505618723492892030e+01 5.086508449456847103e+00 5.950542349587137636e+01 2.998092637867078025e-01 2.800437615653441270e+01 5.086508449456847103e+01
5.398271320144848318e+01 5.112867869487390138e+00 5.725566340497266538e+01 1.147621778749158494e+00 2.760064798354387250e+01 5.112867869487389783e+01
5.439792041894756380e+01 4.493829213431190794e+00 5.882378236557429574e+01 7.890824467705837009e-01 2.444549639285716225e+01 4.493829213431190794e+01
5.493932872897003961e+01 5.473824228413593396e+00 5.634403031137290441e+01 3.103819262690841185e-01 3.007282286894151824e+01 5.473824228413593573e+01
5.556759471267067596e+01 5.091023166484271556e+00 5.840836252337256695e+01 8.247499283232979650e-01 2.828959119880153139e+01 5.091023166484271201e+01
5.778232238148913780e+01 5.565914186393825958e+00 5.742160885779397006e+01 2.984843782451225280e-01 3.216114478659118703e+01 5.565914186393825958e+01
5.386515555276416478e+01 4.964891076423356253e+00 5.873710047878637397e+01 8.576525499257101615e-01 2.674346301340747800e+01 4.964891076423356253e+01
5.658170607111046024e+01 4.719987525114496485e+00 6.297954765756481521e+01 7.628547115142190194e-01 2.670649468053365538e+01 4.719987525114496663e+01
5.452706324079856870e+01 4.569394431314516503e+00 6.033712040442741653e+01 4.965454046895079188e-01 2.491556591284394528e+01 4.569394431314516680e+01
5.791989673957933604e+01 4.447908939300634579e+00 5.964817761842581234e+01 2.609628492336639738e-01 2.576224264713446388e+01 4.447908939300634756e+01
5.772700765215174101e+01 5.162819672722369191e+00 6.026084317135291002e+01 1.203969223404543598e+00 2.980341307539237761e+01 5.162819672722369546e+01
4.974339231970215280e+01 5.422698306762812948e+00 5.983711283276231541e+01 1.341809959855755352e-01 2.697434093046872050e+01 5.422698306762812592e+01
5.623715718150224063e+01 5.419260298342445381e+00 6.067392850983647179e+01 8.859848553077398492e-01 3.047637932053588017e+01 5.419260298342445026e+01
4.913417513227101807e+01 5.813138212377363168e+00 5.587538191810336485e+01 1.089973054169579569e+00 2.856237509950462439e+01 5.813138212377363345e+01
5.112727463003972872e+01 5.255623733545185416e+00 5.856963435003730467e+01 6.735561205123890005e-01 2.687057179771194271e+01 5.255623733545185416e+01
5.634581921266902071e+01 4.015893941285131774e+00 6.066917708416844590e+01 9.529989728572125784e-01 2.262788339929048931e+01 4.015893941285131774e+01
4.978827831126491077e+01 5.121945297033873246e+00 5.866122468666304712e+01 4.777287545575568117e-01 2.550128379437969173e+01 5.121945297033873601e+01
5.176213408962338036e+01 5.340135809607387429e+00 5.991577195799698785e+01 1.171431849311341367e+00 2.764168258336970752e+01 5.340135809607387785e+01
5.893894589733330491e+01 4.743590290784107211e+00 6.137630830335380239e+01 2.866514311512204927e-01 2.795822115076400749e+01 4.743590290784106855e+01
4.863843776534654495e+01 5.703950088652018913e+00 5.707853059671773366e+01 8.616092078144728106e-01 2.774312214035441571e+01 5.703950088652018735e+01
4.886899375270044033e+01 5.797492460422572158e+00 5.914056474462208968e+01 6.259125175769000293e-01 2.833176228297185872e+01 5.797492460422571980e+01
5.308487649328604618e+01 4.992994609603158551e+00 6.013054260146198970e+01 3.778272156813411442e-01 2.650525021824266858e+01 4.992994609603158551e+01
5.602686941644695651e+01 5.224571411095978668e+00 5.755189720612915494e+01 9.797577138177455680e-01 2.927163802063764209e+01 5.224571411095978846e+01
5.527069883517224724e+01 4.673839286296229467e+00 5.868969467821777641e+01 -1.109122094473757869e-01 2.583263635968753036e+01 4.673839286296229290e+01
5.483000121155576778e+01 4.651542554186971046e+00 5.947507838361084964e+01 7.711830628292517531e-01 2.550440838816748368e+01 4.651542554186971046e+01
5.010581565106934931e+01 5.176332913331614272e+00 6.076799988047715573e+01 6.423011822722202169e-01 2.593643827039566219e+01 5.176332913331614094e+01
5.197385414721657781e+01 5.240268259576532195e+00 6.003406014861728579e+01 8.209168640940802675e-01 2.723569382155191576e+01 5.240268259576532017e+01
4.616936790282251479e+01 4.837230370226736298e+00 6.100127438134589397e+01 3.607606130160831981e-01 2.233318685937045345e+01 4.837230370226735943e+01
5.027352892031906606e+01 5.387334364720373969e+00 5.865770810324445250e+01 5.576671793148086920e-01 2.708403099881984488e+01 5.387334364720373969e+01
6.111376730785645606e+01 4.846695649996547672e+00 5.784414984097454493e+01 2.863355064707118203e-01 2.961998301658891108e+01 4.846695649996547672e+01
4.323365184619560608e+01 4.762621043137041710e+00 6.235718485381397613e+01 -6.357395664987031125e-01 2.059055000543518332e+01 4.762621043137041710e+01
5.549075688208525747e+01 5.505177558958883388e+00 5.808655833104005239e+01 5.338910067898012812e-01 3.054864695168989641e+01 5.505177558958883566e+01
4.997044784948614193e+01 4.946662110490358089e+00 6.052637753360319550e+01 7.047516267775648657e-01 2.471869210212874890e+01 4.946662110490358089e+01
5.317913461571816924e+01 5.332864660937737256e+00 5.836206708597819670e+01 3.747038081673199628e-01 2.835971276914141725e+01 5.332864660937737256e+01
5.346747944217605664e+01 5.644624509673660029e+00 5.558452719506740891e+01 6.381546207253236958e-01 3.018038449297795367e+01 5.644624509673660384e+01
6.174081906125300634e+01 4.463555222914521892e+00 5.961750577319565281e+01 3.833468074506569678e-01 2.755835553878763378e+01 4.463555222914521892e+01
5.676964197078390129e+01 4.566386992813765922e+00 6.029947437395614429e+01 4.716241399459022432e-01 2.592321546820820544e+01 4.566386992813765744e+01
4.794122842587503186e+01 5.728112638511326793e+00 5.842892106406952735e+01 2.820176325627592462e-01 2.746127564520132225e+01 5.728112638511326793e+01
5.256970276210157778e+01 5.669705947555693015e+00 5.677348272726533196e+01 2.083821001568093578e-01 2.980547564115222414e+01 5.669705947555692660e+01
5.359154583526581916e+01 4.733109070190388401e+00 6.128362662274390260e+01 5.503964277853476972e-01 2.536546316784205857e+01 4.733109070190388223e+01
4.903754424986939142e+01 5.314898861649014705e+00 5.960302694183592109e+01 1.252665433638135539e+00 2.606295881116940194e+01 5.314898861649014350e+01
4.962516505319323556e+01 4.941152320695438860e+00 5.873467801799569088e+01 8.834693533773112506e-01 2.452054994674799460e+01 4.941152320695438505e+01
5.665100401775240613e+01 4.916498406466747184e+00 5.851893761052557608e+01 8.107107365171550839e-02 2.785245709780210177e+01 4.916498406466747184e+01
5.102551114536272081e+01 5.091344446315946293e+00 6.044203483192885784e+01 1.666755017398067196e-01 2.597884527903748975e+01 5.091344446315946470e+01
5.611869102966563361e+01 4.371809127280990914e+00 5.917919197473898407e+01 -1.111519809674970105e-01 2.453402056545541043e+01 4.371809127280990737e+01
5.354353723303763246e+01 4.866884285573781277e+00 5.913597065230026573e+01 1.750896168962583488e-01 2.605901999535055324e+01 4.866884285573781455e+01
5.631474097525492795e+01 4.459732070168606732e+00 6.124968082436635797e+01 2.560766744014983942e-01 2.511486563505825131e+01 4.459732070168606555e+01
4.961675105998526192e+01 5.002091653102834101e+00 5.944661214327907572e+01 3.087940836646847487e-01 2.481875363312334670e+01 5.002091653102834101e+01
5.424938343737372293e+01 5.135933007362438296e+00 6.182057488935567591e+01 8.214850113327436532e-01 2.786211990250688331e+01 5.135933007362438474e+01
5.635381567164221650e+01 4.472933187137509314e+00 5.918693573491924553e+01 -2.978384210614510863e-01 2.520668523395183414e+01 4.472933187137509492e+01
5.429421976787156723e+01 4.486320427599430616e+00 6.096934928365816120e+01 1.414328358964347387e-01 2.435812672451750416e+01 4.486320427599430616e+01
5.606544136426914093e+01 5.362680423786468253e+00 5.660613285367499259e+01 1.104681918204285296e+00 3.006610448551142056e+01 5.362680423786468253e+01
