weight logl A w B x0 f sigma_v
0.000000000000000000e+00 -1.163305462151858592e+03 1.424427281568227954e-01 7.056830177692580142e-01 2.542966533808497243e-01 4.211411395906750066e-02 2.701055199244761784e-01 6.792865632606437387e-02
0.000000000000000000e+00 -1.141020534412200504e+03 2.740223151265960277e-01 2.596124548237682683e-01 2.530050969869956923e-01 7.783106732520918003e-01 2.666435647170668499e-01 5.184878675411142002e-01
0.000000000000000000e+00 -1.140363459506306754e+03 4.142127726428318502e-01 7.593398132164774772e-02 2.823553221428719562e-01 6.187447705663200459e-01 3.598798360266540763e-01 9.267971793489845345e-01
0.000000000000000000e+00 -1.139277787584929683e+03 7.343910596896789933e-01 1.060499891260870964e-01 2.639648076999132620e-01 2.723049997102212627e-01 7.902312303112072334e-01 8.360918724622554699e-01
0.000000000000000000e+00 -1.136644324115855852e+03 1.295923648612467005e-01 6.760487237504952951e-01 2.479718681193093799e-01 6.225486970691552768e-01 2.064228528175593436e-02 2.045515970768402303e-01
0.000000000000000000e+00 -1.134785850944501362e+03 6.747925222422164193e-01 8.993033280531338436e-01 8.674062607922441437e-01 8.772378967856538923e-01 1.303476514987490509e-01 9.711100403862267250e-01
0.000000000000000000e+00 -1.107796508601943060e+03 6.921794777405507748e-01 1.693641933441178971e-01 2.261684756505004668e-01 6.727182534605884445e-01 7.922700102661142108e-01 1.147495774154561055e-01
0.000000000000000000e+00 -1.094194147374868407e+03 8.235260796955261586e-01 3.191467268093042264e-01 2.213398538758181155e-01 6.104382969721156016e-02 1.180727111084234338e-02 2.112140393675931982e-01
0.000000000000000000e+00 -1.093685063953718782e+03 3.347699451677353943e-01 2.490887160993547900e-01 2.537364745458978721e-01 8.173703918421010295e-01 8.575505095816912116e-01 1.572125245718146713e-01
0.000000000000000000e+00 -1.091715652400260296e+03 2.891019006581833084e-01 8.510807155557676973e-01 1.337107103147809894e-01 8.829003597099392975e-01 8.761016295547964239e-01 9.134821555725534115e-01
0.000000000000000000e+00 -1.082141748861118685e+03 5.842780253640680321e-01 1.534410065751319330e-01 2.669042475157784589e-01 8.207717252213548864e-01 6.870027298198966292e-03 9.608904691880766347e-01
0.000000000000000000e+00 -1.080421129031079545e+03 7.167942814823404785e-01 4.055707736825446830e-01 1.029647561379030130e-01 5.621400850081753608e-01 7.324161180869399601e-01 3.207671895400348028e-01
0.000000000000000000e+00 -1.078966607073802152e+03 8.416540475422552570e-01 5.553063558639068642e-01 8.783378344484981115e-01 7.548700468848347223e-01 2.867837762867859741e-01 2.821342619295930110e-01
0.000000000000000000e+00 -1.069955166704490694e+03 8.302380389273182892e-01 3.947693163093464186e-01 9.752261009406858472e-01 8.913558397743149841e-01 1.030300698195848463e-01 6.036927252299389979e-01
0.000000000000000000e+00 -1.064007512841804783e+03 8.965806744757206515e-01 5.850961057567575230e-01 8.039400288332473332e-01 4.642389602227817713e-01 7.256244589050490079e-01 6.546303352776712270e-01
0.000000000000000000e+00 -1.060518928463894554e+03 5.283246641532243215e-01 2.673486081503771983e-01 2.647154183415302287e-01 5.321926435881452200e-02 4.958398727229200720e-01 8.326267392446821125e-01
0.000000000000000000e+00 -1.056782589569840638e+03 7.529976672401150761e-02 3.724627483811049355e-02 3.443221034163701511e-01 4.264854157906317056e-01 7.220249457590620645e-01 3.015331461510495359e-01
0.000000000000000000e+00 -1.054462027603631213e+03 4.190991458175572504e-01 2.954248702584438835e-01 2.154966231926134235e-01 6.830310285079882471e-01 3.120287515551682933e-01 3.148521688701426680e-01
0.000000000000000000e+00 -1.052450776949239298e+03 6.303584534448536392e-01 4.188575919513093382e-01 1.237478727807462819e-01 4.460223655703715595e-01 9.678405139240097155e-01 6.395157562665395590e-01
0.000000000000000000e+00 -1.044979540666203320e+03 6.975271731592249669e-01 5.094954632703321273e-01 9.307050931531886118e-01 2.209011729117131839e-01 2.522687913033772045e-01 5.692088908448794671e-01
0.000000000000000000e+00 -1.036808156593951935e+03 6.999880444034658478e-01 8.061293198820905781e-01 8.125822075608963857e-01 5.630235630191948726e-01 5.517544995868604030e-01 1.238384533518189778e-01
0.000000000000000000e+00 -1.030746480863823308e+03 8.542361431769642799e-01 4.715554950974528703e-01 9.042237405908306602e-01 6.445784763236404036e-01 3.909216151380654480e-01 4.899846643660775714e-01
0.000000000000000000e+00 -1.026430603152553886e+03 7.842193086568632898e-01 1.734909632745718078e-01 2.209365472102710060e-01 5.491469793477067318e-01 5.593632993655034413e-01 9.020163607286447727e-01
0.000000000000000000e+00 -1.010619857120942470e+03 7.526759586809615987e-01 4.994777559328666960e-02 3.021969026128656921e-01 6.517836271777318613e-01 8.925663975614190893e-01 9.442994368991887155e-01
0.000000000000000000e+00 -9.988538638101526885e+02 6.343064149959308784e-01 4.175245932919349201e-01 1.287838442975620667e-01 4.785436855008523560e-01 2.513219773361589082e-01 7.533830399546430634e-01
0.000000000000000000e+00 -9.949156055867515533e+02 8.775283199128468548e-01 3.857954297610883820e-01 8.768031284563905237e-01 1.227942610856045391e-01 2.105669565579451064e-01 2.816547899651640208e-01
0.000000000000000000e+00 -9.947449515001153486e+02 9.299410175137637902e-01 9.733303668546182674e-01 5.484962653237754893e-01 2.218787824411161402e-02 8.217702009943984587e-01 4.268276183371840782e-01
0.000000000000000000e+00 -9.928351554175278579e+02 8.632453963312624046e-01 4.713333785945671428e-01 8.782108122618823565e-01 5.243520085866354430e-01 3.944570163349726544e-01 2.095318072810774535e-01
