"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
1.732873699212596819e+02,4.066691651547768238e+00,1.733789726690536668e+02,1.692245735649742073e+02,1.771251320986317523e+02,1.529967067675536585e+00,8.471488187420793681e-01,1.516411941319999013e+00,5.338297777415093037e-01,2.528202849596149715e+00,1.215107607792465615e+03,2.756402346564902572e+00,1.215322780146829473e+03,1.211711920248635352e+03,1.218211227203065846e+03,2.008584229731832806e+02,1.169773771395758359e+02,2.051344228535967886e+02,6.145728608171212670e+01,3.398469502899583858e+02,1.160035751698718087e+00,6.763423867260816014e-01,1.172505286493722432e+00,3.539563598444626646e-01,1.967472948016057099e+00,1.215107607792465615e+03,2.756402346564902572e+00,1.215322780146829473e+03,1.211711920248635352e+03,1.218211227203065846e+03
