"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","c1_mean","c1_stdev","c1_median","c1_errlo","c1_errup","c2_mean","c2_stdev","c2_median","c2_errlo","c2_errup","c3_mean","c3_stdev","c3_median","c3_errlo","c3_errup","c4_mean","c4_stdev","c4_median","c4_errlo","c4_errup","c5_mean","c5_stdev","c5_median","c5_errlo","c5_errup","c6_mean","c6_stdev","c6_median","c6_errlo","c6_errup","c7_mean","c7_stdev","c7_median","c7_errlo","c7_errup","c8_mean","c8_stdev","c8_median","c8_errlo","c8_errup","c9_mean","c9_stdev","c9_median","c9_errlo","c9_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.482643668136178761e+01,1.072097308895545886e+00,1.481461643594966660e+01,1.386721889063261060e+01,1.580446435278110329e+01,1.722242680988823604e+00,1.631198484938213955e+00,1.853884327049975411e+00,1.518040489375540314e-01,3.301450800978749101e+00,-6.589121061826116232e+00,1.281110822428449758e+00,-6.614346576113836917e+00,-7.857127474106905929e+00,-5.367868271719496320e+00,9.140067023021218873e+00,7.321880260657134265e-01,9.323811382331410158e+00,8.435492979713046680e+00,9.812545373963267537e+00,-9.434431535574827166e+00,5.397527910617720970e-01,-9.595018825739067836e+00,-9.896875191622289236e+00,-8.953169643341080786e+00,8.926037862187063965e+00,7.682244750190776461e-01,9.063644838883444521e+00,8.134844181193930268e+00,9.707118446019652680e+00,-6.685143750411676855e+00,9.513721841212746666e-01,-6.706127743684552556e+00,-7.609937644638842258e+00,-5.750010861523262129e+00,3.564535228537450529e+00,1.292000065759171257e+00,3.583587985426463618e+00,2.205812084955520724e+00,4.886150676042735341e+00,2.407979205050199134e+00,1.599237420840278423e+00,2.471727580868011032e+00,7.838767002906052994e-01,4.045037801299304903e+00,-7.046070014543677651e+00,1.600336743416784779e+00,-7.114203005978127159e+00,-8.760917762612070447e+00,-5.313653717646143804e+00,1.561575523580078162e+01,1.599214790223562888e-01,1.561681158406890901e+01,1.545351611085075660e+01,1.577355488865514843e+01,1.564660461965462090e+01,1.084499493986577773e-01,1.564681643743191763e+01,1.553750074913619272e+01,1.575350655408424672e+01,1.594940101213274097e+01,1.250380310535784689e-01,1.595041379608647603e+01,1.582350692673194104e+01,1.607329794932682177e+01,9.651981360927360143e+00,8.045422504145651743e-01,9.622870196150291378e+00,8.820957442399594228e+00,1.045630955841582477e+01
