"A_mean","A_stdev","A_median","A_errlo","A_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup","gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","C_mean","C_stdev","C_median","C_errlo","C_errup","W_mean","W_stdev","W_median","W_errlo","W_errup"
3.949584517401648895e+02,5.817284895551301815e+01,3.905703696261093683e+02,3.385842848029045626e+02,4.530286553130732727e+02,1.215697803975406032e+03,6.369629752093236563e-02,1.215697047721783520e+03,1.215634302225190595e+03,1.215761905327883142e+03,7.781486518227589411e-01,1.080518410935867313e-01,7.689150643237345761e-01,6.755317855164356677e-01,8.846444092088846523e-01,2.084997261455479247e+02,6.719302731441620935e+00,2.082297007526935602e+02,2.019447404629780181e+02,2.152914744043860082e+02,1.889248075661499549e+00,2.319633009115074362e-01,1.872539122136481771e+00,1.665654565423163147e+00,2.118548397257087323e+00
