"A_mean","A_stdev","A_median","A_errlo","A_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","B_mean","B_stdev","B_median","B_errlo","B_errup","x0_mean","x0_stdev","x0_median","x0_errlo","x0_errup","f_mean","f_stdev","f_median","f_errlo","f_errup","sigma_v_mean","sigma_v_stdev","sigma_v_median","sigma_v_errlo","sigma_v_errup"
5.317364610567802430e+01,4.111125766425148598e+00,5.309503484004266483e+01,4.909567576598126237e+01,5.727780031716556408e+01,5.054176699338935208e+00,4.142194601566022150e-01,5.032934246242325216e+00,4.651557636470379009e+00,5.480334185412767845e+00,4.957837378218465574e+01,1.418981114522779974e+00,4.957495071038645307e+01,4.817651921965347839e+01,5.099395708452858855e+01,-6.779377928944668730e-01,3.967743720691704890e-01,-6.741456717210168037e-01,-1.086004141741874207e+00,-2.730856205040611551e-01,2.680308189618019910e+01,2.289752509139574510e+00,2.678980019027257597e+01,2.454825241036656536e+01,2.913802002541033431e+01,5.054176699338965761e+01,4.142194601566018264e+00,5.032934246242325571e+01,4.651557636470379009e+01,5.480334185412768022e+01
