"H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup"
7.310429270185741757e+01,1.072645462176278874e+00,7.309701561246038182e+01,7.205652521941706823e+01,7.417320426771027542e+01,4.968338279039414829e+02,5.055309773083732949e+01,4.938199283217456355e+02,4.472811386048423401e+02,5.449077540809910261e+02
