C sigma mu1 mu2 mu3 a1 a2 a3 W lam0
1.717354593649567107e+02 2.842344200614006056e+00 1.219516355789048248e+03 1.210639111468360852e+03 1.217105308418319510e+03 1.987015221677010572e+02 2.254187371285242421e+02 3.795025699195857669e+02 4.679422829667484685e+00 1.215887668584895891e+03
1.280783004178803424e+02 2.701559981579289893e+00 1.217570304945300450e+03 1.212631096506932408e+03 1.211908670881733769e+03 3.749489299068309833e+02 4.126248425403144893e+01 2.070935632691541457e+02 4.866593134015387179e+00 1.215362249446946635e+03
2.952569938713419333e+02 1.936040505257899280e+00 1.212129377664466801e+03 1.214154257965645684e+03 1.219600258155410302e+03 1.037111110371022420e+02 6.453945912692074671e+01 2.791288167917775240e+02 1.515220286875730515e+00 1.217082718779138304e+03
2.132509234630786636e+02 8.860826213756679559e-01 1.218287926368793705e+03 1.219128719003520473e+03 1.213350643819463357e+03 3.460582388185962088e+00 1.716449755583836350e+02 2.145349035860125468e+02 1.827145482912962970e+00 1.215939860151898301e+03
1.824892368868451626e+02 8.445084886662482804e-01 1.215844563521772898e+03 1.212906957392034428e+03 1.218979696400287821e+03 3.362649943149831344e+00 3.392199157289422828e+02 3.415286012934555515e+02 3.748775427176232800e+00 1.215953088344460639e+03
2.222176959709733239e+02 1.340039481024769774e+00 1.215481874792287499e+03 1.214626502893610450e+03 1.210429023937975899e+03 2.202911219356394099e+02 3.454135952852702189e+02 1.789277880848358109e+02 3.350914525740611438e+00 1.213870942552336373e+03
2.349063554284786051e+02 4.309866658682695029e-01 1.216882704805947242e+03 1.214876191407437773e+03 1.211265365886476957e+03 1.920839522019333856e+02 3.790147599103864309e+02 2.402334158096303440e+02 3.453853457655702286e+00 1.214282079688608519e+03
2.458063632171731285e+02 1.853730507084552004e+00 1.212716200810280725e+03 1.212974847790280592e+03 1.219045376935246622e+03 3.661606165605094247e+02 1.959865506972480489e+02 2.136175641373044698e+02 3.155999386027544595e+00 1.214524370812733650e+03
1.692267440035801656e+02 2.475573041327717494e+00 1.215189041561708564e+03 1.213513644242317241e+03 1.219478934779455813e+03 2.714341611198173041e+02 9.855357315584045708e+00 1.845258685468022577e+02 2.752610940575378695e+00 1.216852972497461906e+03
1.506691366469778757e+02 2.055075426624228818e+00 1.210252460235340777e+03 1.210199540412966826e+03 1.216583363444383849e+03 1.379619876111780457e+02 3.049992823451019035e+02 2.175844172426349701e+02 4.384080919947079380e+00 1.212313431041593731e+03
2.382644856155515924e+02 2.402699944267158827e+00 1.216679869385200618e+03 1.213831212698189574e+03 1.211670207622294129e+03 2.060448552410218781e+01 1.576310223126369294e+02 1.426459178607865681e+02 1.346744668507918297e+00 1.213053469185801077e+03
2.952097470596459061e+02 2.006981841865324689e+00 1.213236683834446467e+03 1.210035847042661317e+03 1.215583451904776894e+03 3.481849625533948256e+02 2.502373327986744869e+02 3.892582805989486587e+02 3.345690939369495798e+00 1.213350617473784041e+03
1.362021832582114484e+02 2.805862912010078425e+00 1.215949960743766496e+03 1.217564608992035346e+03 1.219808539596999481e+03 2.086442488357624541e+02 4.036612534425025700e+01 1.400157115328437563e+01 1.931040597452687635e+00 1.216403184492937044e+03
1.425745017443876463e+02 1.377136904666752315e+00 1.218320680175550024e+03 1.218347445510796433e+03 1.219127879501839516e+03 7.318446377289990323e+01 2.357570813393579101e+02 3.785930413854973153e+02 4.822282933384471448e+00 1.218774344865863213e+03
1.796911278585218952e+02 8.929289324080768031e-01 1.213372692846285872e+03 1.210174980312041725e+03 1.211440407452207637e+03 1.545333348046795265e+02 2.198020630841643310e+02 1.542986435142217658e+02 2.941903964336406663e+00 1.211479109102210714e+03
1.054939685463227335e+02 5.671247955668715646e-01 1.211083524001548312e+03 1.218074316575414514e+03 1.210897064738852350e+03 3.292861529750719569e+02 1.120202453712143722e+02 7.192669006360733874e+01 4.865046746104080277e+00 1.212583230312867954e+03
1.397745608151960255e+02 2.312119663343053855e+00 1.211066019380080206e+03 1.212725410336381174e+03 1.216315170362486697e+03 9.119239555088762472e+01 2.457456271029045638e+02 4.402579931876737618e+01 2.725559069910108434e+00 1.212743045129145685e+03
2.283309671291547147e+02 2.160348641184064444e+00 1.216633347603280527e+03 1.213295121119821943e+03 1.217422473256595367e+03 1.959935820710739165e+02 9.576568659148021823e+01 2.544244190921917266e+02 2.392070136705542360e+00 1.216415628330594473e+03
1.713365383154284700e+02 2.074411031802243066e+00 1.212907125203130590e+03 1.219724283327610237e+03 1.210291969731714516e+03 2.871560202860893583e+02 3.166748897161717196e+02 1.908529103340365793e+02 4.638145652699568799e+00 1.214995644840851583e+03
1.844774992686196242e+02 2.903440664015199513e+00 1.217728283300044495e+03 1.217370596166153064e+03 1.217840626297060908e+03 5.153824543226917143e+01 3.113808419583665454e+02 3.255236010883770632e+02 3.731851804195177813e+00 1.217619622658839717e+03
2.266867380720824485e+02 6.859592164917938106e-01 1.217754083558110551e+03 1.212890393975775851e+03 1.215563063397764836e+03 2.205384746170129802e+02 2.749744417800066003e+02 1.859489135587848807e+02 3.006183051339824885e+00 1.215193693423848117e+03
2.549663223791084476e+02 5.488852225102828220e-01 1.219551952343887706e+03 1.212423232246183943e+03 1.213506031279210220e+03 2.796439871454920194e+02 1.741987232696494061e+02 1.219910484150252330e+02 2.258469877343101118e+00 1.216114567580440962e+03
2.329072174187065514e+02 2.203972224285932313e+00 1.218473451206863274e+03 1.211805282572550368e+03 1.212835701323283047e+03 2.146862718976930182e+02 3.949415993881481199e+02 2.531731433566128828e+02 3.704483803485412619e+00 1.213766845655880388e+03
1.779976657355458656e+02 2.454991632585486361e+00 1.213085119618723866e+03 1.215024967135749648e+03 1.215154327349353025e+03 2.262478963216451575e+02 1.852551453300373225e+02 8.897305328144122782e+00 2.361830674815828424e+00 1.213983732356238079e+03
1.615891447084792389e+02 4.160684285058596776e-01 1.210883131899631962e+03 1.214186449464610860e+03 1.214766285970263198e+03 1.527417688360757211e+02 2.300602956313252321e+02 2.478798698200332637e+02 3.902996921143674580e+00 1.213614331015123753e+03
2.746347016377983437e+02 1.381582592064455994e+00 1.214505487818773645e+03 1.214443009865845397e+03 1.219103090028632778e+03 2.508127424103357725e+02 3.808093578574016647e+02 1.056378389594278673e+02 2.684511224657617046e+00 1.215131981336370700e+03
2.166072466354656001e+02 2.222526089199852173e+00 1.215089364435632206e+03 1.211395357061959203e+03 1.216250087189823944e+03 3.451473949634350902e+02 2.221062055217465172e+02 3.101969768864354364e+02 4.050882835181885966e+00 1.214564651952154009e+03
1.699654225600538098e+02 1.963551613220264613e+00 1.214863559845038253e+03 1.218102455605503110e+03 1.219059635532394395e+03 2.656475093462353811e+02 1.308609644114002606e+02 1.355279242846618715e+01 2.412615813320589275e+00 1.216035856780367794e+03
1.449122520705286945e+02 5.134156387230432994e-01 1.213512326383848176e+03 1.217483973669803618e+03 1.211860106176417730e+03 1.046224383979200070e+02 1.741720780895064422e+02 2.987059652857235506e+02 3.985173603485790306e+00 1.213855567706694501e+03
1.763244807872946467e+02 8.200500472150070719e-01 1.215688542277464421e+03 1.210150908991032111e+03 1.211302868153408781e+03 1.342951204383010690e+02 1.167104814135659012e+02 2.429388261844591170e+02 2.801337771311435798e+00 1.212223070711600030e+03
1.331742719350287416e+02 2.126198027577645089e+00 1.211213664311228968e+03 1.217498168482190977e+03 1.217522055080283735e+03 1.786450738762708284e+02 3.510393277129961120e+02 5.621796698961647110e+01 4.399516213347316018e+00 1.215584278189113547e+03
1.132614261011761130e+02 1.196046756819119095e+00 1.212197415520704681e+03 1.219336875659020961e+03 1.214300550091779996e+03 1.821653552742385216e+02 1.352145796000540372e+02 3.802144884510743736e+02 6.159152743690581744e+00 1.214727540873263251e+03
2.075782054334716804e+02 1.773697107688574581e+00 1.218402061703682648e+03 1.212241827832786839e+03 1.212556327053602672e+03 3.575334961442918029e+02 2.462511860415318097e+02 2.961893051980852647e+02 4.335589979230013213e+00 1.214792614067508566e+03
2.326852983931941594e+02 1.319998688393238195e+00 1.214241155690541973e+03 1.217906432389064776e+03 1.217003435296916905e+03 4.428566862728388998e+01 4.004206234326943559e+01 3.571663142484921423e+02 1.897386935349065329e+00 1.216808253653183783e+03
1.314637457806556142e+02 1.077197045371611317e+00 1.214985737348191378e+03 1.210629298529736843e+03 1.213322890175194743e+03 7.464562313169923868e+01 3.338688393738240734e+01 3.004747882804229562e+02 3.107376052034072522e+00 1.213406594021242881e+03
2.458432198718005850e+02 2.777581470674689523e+00 1.212692903403196397e+03 1.212084043890048406e+03 1.215010044807754866e+03 2.817405453512909617e+02 3.789487190227339966e+02 1.342976525791374058e+02 3.233715037444282014e+00 1.212794112765310274e+03
2.303721592043044382e+02 1.462093827865574569e-01 1.213876568728312122e+03 1.211065143432699642e+03 1.217604132343534275e+03 3.059512098942504963e+02 1.842616592276444010e+02 3.582692925226336911e+02 3.683093324189648410e+00 1.214839975770259116e+03
1.046575019929388333e+02 5.077211922066042771e-01 1.211492248689249664e+03 1.214018793292055989e+03 1.210251793829852431e+03 3.554103870887819880e+02 2.671658268165829213e+02 3.581569860130966845e+02 9.370882939520484456e+00 1.211727510230400640e+03
1.019340653981538196e+02 2.613978913182080532e+00 1.210574025713957553e+03 1.218861296575517827e+03 1.219684264803096767e+03 1.801252076549049264e+02 7.002924093094988223e+01 1.488256581656512481e+02 3.914099817299469652e+00 1.215426870714366714e+03
2.289241844914002684e+02 9.757407739499229793e-01 1.212950875048999706e+03 1.212947074575423585e+03 1.210080645706420682e+03 2.070386889334079683e+02 2.445395251445147267e+02 1.857510692750571479e+02 2.784019018213087282e+00 1.212112881959081506e+03
1.742791673633250014e+02 1.255830211930711870e+00 1.217266208646411997e+03 1.217815289150283661e+03 1.211407526354797483e+03 2.069025086653005872e+02 3.173309371379483537e+02 7.136070363242006920e+01 3.417471855336651210e+00 1.216856803248354026e+03
1.477742466390972709e+02 1.629662161743228754e+00 1.212748244651295636e+03 1.218718466045955438e+03 1.212773055194950302e+03 3.847358533726540486e+02 2.494511582650556818e+02 2.369386804388935843e+02 5.894976370301629132e+00 1.214464595383538608e+03
2.384941456107755187e+02 1.326509534616894692e+00 1.214330512682263134e+03 1.217779005887726726e+03 1.213054442054499532e+03 3.974225661013082913e+02 1.340707174776542558e+02 3.154536193366957377e+02 3.551227225082006278e+00 1.214401120249290216e+03
1.303602790363785005e+02 1.735248500034415775e+00 1.218453466949186350e+03 1.218778632977034249e+03 1.215008035402420546e+03 2.663409755629601960e+01 2.777437315039476857e+02 2.653591844641633770e+02 4.370480162637696786e+00 1.217007248676746940e+03
1.883450350758226932e+02 9.271459549108131970e-01 1.212115138045968251e+03 1.216435702109674367e+03 1.216376411940477510e+03 6.373892681541244087e+01 1.901718366228438413e+02 1.820191643946752151e+02 2.314528374254398280e+00 1.215779220309641460e+03
1.906969447197774059e+02 5.052177266122965804e-01 1.214432863283345114e+03 1.214695227682131190e+03 1.219623553216071969e+03 7.989430017434054321e+01 3.277457865501828564e+02 3.659021633365612729e+02 4.056395613457668858e+00 1.216999333959872956e+03
1.293288767739135494e+02 2.444813058780074488e+00 1.214702595856324933e+03 1.219352866062625253e+03 1.210309177680390349e+03 3.580036312371568386e+01 3.982000122007561913e+02 2.406666559545429891e+02 5.216677420452935365e+00 1.215880048370593386e+03
2.434994805149726176e+02 4.774883067791495517e-01 1.219220835102028104e+03 1.213803857688155176e+03 1.217948525056596736e+03 3.853638370735114904e+02 3.994000459126216356e+02 3.948665720267832171e+02 4.844488589947450130e+00 1.216960861461406921e+03
2.300434101668508617e+02 1.020524000125979658e-01 1.219566726113169352e+03 1.216501957434592214e+03 1.214380160083976762e+03 2.964433064116121841e+02 1.606846864266758246e+02 1.035403217809184468e+02 2.437228322309049844e+00 1.217730560089791652e+03
1.569724682036274999e+02 2.438292899334785879e+00 1.212548293380418500e+03 1.214493232450319283e+03 1.212038497263224372e+03 3.957882015068425403e+02 3.644588337392600010e+02 1.773185001612054279e+00 4.854483266831278954e+00 1.213477332063999484e+03
2.939557891996475405e+02 2.018414096878002884e+00 1.211297456803195473e+03 1.218263740958030212e+03 1.215450573149456204e+03 4.277776413507594810e+01 2.005359509936406823e+02 2.459675563107908545e+02 1.664472309838401110e+00 1.216240466964876987e+03
1.229661945238033525e+02 2.100201722297764029e+00 1.214955023550802707e+03 1.210244185495168267e+03 1.219262540065346229e+03 8.901697375647192700e+01 2.318872391142926688e+02 1.353120461747402317e+02 3.710094964004046592e+00 1.213838175242530497e+03
2.298809257600860860e+02 6.736567775799864322e-01 1.216343306243791858e+03 1.212327895167627503e+03 1.214003917200996057e+03 1.287296324108015426e+02 2.720380067790970884e+02 1.594728564199914729e+02 2.437089957583439936e+00 1.213727619784184071e+03
1.888534755875928113e+02 2.558213665579200491e+00 1.219350385686306481e+03 1.218703494754754956e+03 1.219352373418332036e+03 7.379914977697050915e+01 3.773483241090014531e+02 2.682369182035574795e+02 3.809219766018387077e+00 1.219011804493180989e+03
1.151388893284371022e+02 2.579680694337899816e+00 1.212316936874726025e+03 1.214368120478809260e+03 1.212365042422534998e+03 2.375159282955553124e+02 1.569504807371385198e+02 1.907040407656587888e+02 5.082300630233946848e+00 1.212882768890347279e+03
1.403068008211681956e+02 6.955619612320892431e-01 1.216160547700141478e+03 1.218604356057490577e+03 1.210141875177041129e+03 9.544149690258940666e+01 2.042127938605908355e+02 2.207298542806674106e+02 3.708901792345171256e+00 1.214566640997617014e+03
1.401077722034189037e+02 1.238929831761803463e-01 1.212743604297588945e+03 1.219717184947548731e+03 1.215449010470485064e+03 1.319180791179528853e+02 6.981817287638646974e+01 2.503675719918323068e+02 3.226829010811574250e+00 1.215318739858003255e+03
1.367319790667416157e+02 1.712939933738573339e+00 1.216677778510485268e+03 1.210414251446348771e+03 1.214376964320215166e+03 1.509229084646794838e+01 1.974642155003908499e+02 1.096385418789851407e+01 1.634733601169135131e+00 1.211031544555505207e+03
2.278914371909583849e+02 1.590863503321068739e+00 1.213540183907311985e+03 1.214712801185214403e+03 1.219306097694185837e+03 1.470676554369689768e+02 3.872230749895999580e+00 3.330858667870422209e+02 2.123931284738551639e+00 1.217517420705919676e+03
2.314669990710522711e+02 1.073585738767273146e-01 1.215746751432017618e+03 1.212882707475989946e+03 1.211360969500855390e+03 2.826918918562347471e+02 2.842474774909922175e+01 3.854257369286261223e+02 3.009251337466668286e+00 1.213203039779274377e+03
1.002337817858368822e+02 2.433326856959984852e+00 1.210029352502873053e+03 1.211784339600746989e+03 1.216080011521145252e+03 1.175936413941562080e+02 3.789824592577420503e+02 3.201086811379174719e+02 8.147799746145206967e+00 1.213215377102192406e+03
2.086720239488696507e+02 1.661073109490039279e+00 1.214288070830995593e+03 1.215466434777730228e+03 1.210881252612153730e+03 3.397511270354874569e+02 2.095369766383958847e+02 1.920709453693096691e+01 2.724347938227269061e+00 1.214607292065845286e+03
1.317821825082098712e+02 1.025963181835024995e+00 1.217049187373330824e+03 1.217941053965771289e+03 1.214913831676022937e+03 1.133123428314787020e+02 2.417920042461956314e+02 1.023041376769227071e+02 3.470943310003999027e+00 1.217043045134098520e+03
2.412575791189489962e+02 2.295337648530837882e+00 1.217249831381434433e+03 1.211378962214040257e+03 1.216483877972844766e+03 7.312328152732368380e+01 2.516882648565926672e+02 1.714595143174889245e+02 2.057017493559135435e+00 1.214007734469528714e+03
1.216348212996114739e+02 1.697180264486296108e+00 1.211263119284354843e+03 1.214935901915494924e+03 1.217694640462388861e+03 2.923402022990790101e+02 2.448027224381621636e+01 1.124961508367397869e+02 3.529553632689937270e+00 1.213157832992535077e+03
1.978333703589253787e+02 2.976510870413231036e+00 1.210003711554824577e+03 1.214483105770457996e+03 1.210243130644902749e+03 9.132168935367914742e+01 2.773012663945013969e+02 1.949598569439233131e+02 2.848775268144126294e+00 1.212290542826470755e+03
1.717707950158263941e+02 2.290305769252846790e+00 1.210927826118594567e+03 1.213979108855016193e+03 1.219403744511554578e+03 1.073431492122774387e+02 2.210700711977574429e+02 2.265115720788168119e+02 3.230612005013557830e+00 1.215603127937693671e+03
1.537650993987552965e+02 7.462972065423955081e-01 1.210998708401377826e+03 1.214873535618189408e+03 1.213977725860599094e+03 2.060954161116439138e+02 2.556859878489814264e+01 8.279072667284115283e-01 1.511994094058722649e+00 1.211435455845008846e+03
2.911544009684673711e+02 2.096716362779049270e+00 1.217228691835869768e+03 1.219263824571581836e+03 1.213692568394307045e+03 1.099398021864788078e+01 2.427258951882211306e+02 1.234539231844399012e+02 1.295442546417691299e+00 1.217380958784400264e+03
1.219921096156371618e+02 1.057446999073925337e-01 1.212624094605707569e+03 1.216867305509171729e+03 1.212833685486426475e+03 2.584737183965585245e+02 2.998101373904216160e+01 1.235305092642032179e+02 3.377146626104372995e+00 1.212995725958584671e+03
2.276239933473063388e+02 2.714473222312991041e+00 1.213282264187021156e+03 1.218839167964250692e+03 1.213010759606409920e+03 2.817851163121206355e+02 2.209801757306143770e+02 1.994172104351329722e+02 3.084835179947331696e+00 1.214953941967345145e+03
1.613775053600895717e+02 1.719988663677082030e+00 1.212988767321442083e+03 1.216593362965177221e+03 1.217622251935454415e+03 2.083428540285049166e+02 3.196089146205734437e+02 1.380184038580725137e+01 3.357057774725443089e+00 1.215233351383520130e+03
2.423077359675086200e+02 1.423620217133580557e+00 1.211542975810517419e+03 1.212844516259535339e+03 1.213619020025126019e+03 3.403590832751581843e+02 1.518178031032085471e+02 1.838738841630192269e+02 2.790050296339026126e+00 1.212399904535841188e+03
1.764974407579108799e+02 1.817944347656217596e+00 1.213540216756493237e+03 1.215971880844954285e+03 1.217388823584189140e+03 1.452209344977568151e+02 3.548300181265548758e+02 2.084049052125781714e+02 4.013972411127642914e+00 1.215890251603824709e+03
2.793684879355600970e+02 2.086078172965826205e+00 1.211795517619212205e+03 1.213710838434129755e+03 1.217010979532569763e+03 3.255516048462907293e+02 3.165783942191797564e+02 1.594807325594749727e+02 2.869367041174118338e+00 1.213589549083417296e+03
2.743580487944807373e+02 1.326954434175744435e+00 1.219255955201135521e+03 1.213343116260135048e+03 1.214085908712731680e+03 2.073873030191580540e+02 1.660596040992419091e+02 1.302927892189263162e+02 1.836066769503355678e+00 1.215969528733164452e+03
1.665266903238200484e+02 1.539143725666387796e+00 1.213845822990136639e+03 1.217739167561307795e+03 1.216935316705842979e+03 2.080348098660888354e+02 1.837324073158140720e+02 1.091818816801577441e+02 3.008221071877056563e+00 1.215947134900433184e+03
2.750763203749079366e+02 1.241025080424703830e+00 1.214946117288122878e+03 1.215531499454256618e+03 1.219031320354099989e+03 2.198689978768917683e+02 1.909716873765324863e+02 3.974851967950010021e+02 2.938551311675025257e+00 1.217093270067959565e+03
2.572562573863216357e+02 1.929889205939870345e-01 1.213803672642056426e+03 1.216017679531917565e+03 1.214094971374192255e+03 3.613453398148230917e+02 2.987375862549605472e+02 3.959883902989703870e+02 4.105133640278580742e+00 1.214539189248012917e+03
1.234916916442800527e+02 2.552596193201864594e+00 1.217103009411213861e+03 1.212153454014518275e+03 1.219312544411944373e+03 2.409015037310924754e+02 5.763549650214496722e+01 2.582033058954261264e+02 4.508321966568922257e+00 1.217615347310566221e+03
2.901556790862899788e+02 1.196763365731572604e+00 1.215630662166941420e+03 1.213781121003750741e+03 1.214773190111245640e+03 2.748016518181191259e+01 1.113987078082254669e+02 7.707555874006924057e+01 7.442709114298725614e-01 1.214370550803473634e+03
1.661803740319571716e+02 2.964547115885934225e+00 1.219957649424604824e+03 1.213372480790136706e+03 1.213865468729455415e+03 3.458971623122371284e+02 2.862902913882666667e+02 3.177967516920274988e+02 5.716584830949082985e+00 1.215935114038068377e+03
1.310393049696629362e+02 4.152909706764974507e-01 1.215415006087589745e+03 1.214223512112166418e+03 1.211731403919248351e+03 2.028327140550434819e+02 1.460005928342760626e+02 2.506440352302329018e+02 4.574790306300373643e+00 1.213584692143535221e+03
1.957511171524749898e+02 3.653008671793500639e-01 1.219485486650031589e+03 1.210170081856496381e+03 1.219105288972737526e+03 2.914181500635293673e+02 2.803148639567698552e+01 3.360814638735298843e+01 1.803605455653949807e+00 1.218709686213835312e+03
1.321819219129621104e+02 8.034633449807611072e-01 1.216890935886792249e+03 1.212469892146310031e+03 1.219004094406784816e+03 6.340174820652539722e+01 2.576372994867427906e+02 3.831851411526155289e+02 5.327689132176444353e+00 1.216423336463675241e+03
2.949545606827734900e+02 1.376766916615510539e+00 1.219148032269095665e+03 1.218091918137865605e+03 1.212671021039976722e+03 2.779725537482056552e+02 1.288740854253200041e+02 3.986269663111094133e+02 2.730839637197302938e+00 1.215773598816172807e+03
1.329106386338631580e+02 2.591651907598254923e+00 1.218367266105624822e+03 1.216893662531977725e+03 1.219177619541695321e+03 1.582139010783800188e+02 3.997091763582578494e+01 5.078124395510847933e+01 1.873183856674979220e+00 1.218295969112963121e+03
1.237372774249766962e+02 1.990471867102177050e+00 1.215354222966092721e+03 1.213448123980595255e+03 1.214542859774843919e+03 3.624599561103013343e+02 7.545524296019002009e+01 1.212719834002795594e+00 3.548873290595409458e+00 1.215024457738109277e+03
1.629461856080621089e+02 2.986269616352168477e+00 1.216609116202298765e+03 1.212534070735931209e+03 1.212748384848054002e+03 7.241319960546914558e+01 1.974739838431362955e+02 2.448291485117966033e+02 3.158811788319243696e+00 1.213209311447681785e+03
1.831117717333815165e+02 2.988701802177797795e+00 1.212022171235145379e+03 1.217080070001509284e+03 1.219305319051604783e+03 3.084956193326250400e+02 2.514893678181430516e+02 3.080966070412549840e+01 3.226415441575845477e+00 1.214555029448667483e+03
2.561116186567535919e+02 1.909178642931403047e+00 1.216142091404904022e+03 1.216435488946773830e+03 1.219537887607541961e+03 1.054526009793217867e+02 5.010712592575599444e+01 7.160928000143313454e+01 8.869921954261973385e-01 1.217277245500926711e+03
2.230084833217771347e+02 3.385964169306880933e-01 1.216286214290618091e+03 1.210989648423269728e+03 1.211507679547637508e+03 1.532469833526578782e+02 1.422090783200421811e+02 5.676327061727608481e+01 1.579398806016548251e+00 1.213377614684894752e+03
2.937058462036111450e+02 2.554973563061545327e+00 1.212766178414804017e+03 1.213744465327099533e+03 1.211544257166277703e+03 9.738087371243136658e+01 1.733641071419566231e+02 2.825014453221788244e+02 1.883675225834727129e+00 1.212448788779025790e+03
2.807534496221027212e+02 1.823132531499614739e+00 1.215486187296175103e+03 1.218046448909267156e+03 1.213491974040382047e+03 2.723380512566702691e+02 3.364235702041786453e+02 3.179611808707193177e+02 3.300842086104186723e+00 1.215731406201161008e+03
2.776521928829926082e+02 5.581752877882807384e-01 1.210273974248661716e+03 1.212579989141619535e+03 1.218157904534511545e+03 3.922196695966845255e+02 2.131089972315686794e+02 3.158141610007741065e+02 3.317614092164626438e+00 1.213510485742845503e+03
1.918782595174906191e+02 2.855071074528704678e+00 1.217952207973300119e+03 1.217286180841173291e+03 1.211249817921575413e+03 2.822030034098351621e+02 2.579700567887124976e+02 2.538926111232486278e+02 4.138382708487166717e+00 1.215592828345443877e+03
1.783735557984551860e+02 1.391844807886041702e+00 1.219066233979154504e+03 1.218098564113863858e+03 1.218736425493612387e+03 1.326012777396175011e+02 1.219428424715744974e+01 4.152947872295591480e+01 1.044577711509322882e+00 1.218929393456911384e+03
2.227776419134097239e+02 1.051456598583410562e+00 1.210324356918069270e+03 1.215220822977533999e+03 1.215761444093281398e+03 3.481974568466380902e+02 2.426047153301865080e+02 3.412766959821782962e+02 4.183897720406286602e+00 1.213589592302511619e+03
1.136202444073988005e+02 6.172794337427952582e-01 1.213273689293180496e+03 1.210558556169371286e+03 1.214055734643074402e+03 3.063641825220327064e+02 7.695140646646660798e+01 3.325806075276256593e+02 6.300780290079245560e+00 1.213345151895175150e+03
1.207253646583920670e+02 2.799175011827369275e+00 1.211371880119174648e+03 1.216866330390452958e+03 1.217771819810366196e+03 7.668076763414792651e+01 6.371627920099412279e+01 1.274908369046039809e+02 2.218985914830485129e+00 1.215724520405222620e+03
2.131269833329051266e+02 1.116769287025010104e+00 1.217692305705425269e+03 1.219910079680534409e+03 1.219292532645261190e+03 1.168188281387761265e+02 1.550952039742583679e+02 3.216814582394117110e+02 2.785172863002747246e+00 1.219138963330888146e+03
1.264197054370048932e+02 2.997353369551951641e+00 1.211937597716490927e+03 1.211504735452904470e+03 1.210315871167096248e+03 3.804523330071367013e+02 4.675380783249094563e+00 2.457727287590643925e+02 4.990522959759850607e+00 1.211302632311115758e+03
2.635425186963549322e+02 1.074494006926810519e+00 1.211805059418029487e+03 1.218293367572337502e+03 1.211497078226718713e+03 2.239497384397044470e+02 1.448941629537832227e+02 7.841999305251485453e+01 1.697122334029619317e+00 1.213852991539303048e+03
1.429859753188679008e+02 2.839895519633544474e+00 1.215899694739126062e+03 1.211980902820280562e+03 1.214028574571091667e+03 1.279371781669860155e+02 3.761203770109581228e+02 6.404304704696271244e+01 3.973121146727894626e+00 1.213094259003529487e+03
1.231204016915453252e+02 8.099487769929650804e-01 1.219074291429541745e+03 1.213625181726078381e+03 1.214277584309376834e+03 3.535215402794100896e+02 3.923658979208640858e+02 1.932757581880369173e+02 7.628006272601393967e+00 1.215810607291458155e+03
1.708630487669968545e+02 2.893134056439473412e+00 1.216241199575291830e+03 1.214077561947393860e+03 1.216059196855362870e+03 5.892752951823369756e+01 3.911157496565033966e+02 2.137157614520388904e+02 3.884743046648625242e+00 1.214907689146777557e+03
2.964890490053609255e+02 2.475046188867881636e+00 1.214822011045858289e+03 1.215040822415443017e+03 1.215450926851067607e+03 1.633031959704789315e+01 3.703409816633612195e+02 3.331417439118600328e+02 2.427789652221704397e+00 1.215225661587455306e+03
2.065777299420046802e+02 5.164151907575491585e-01 1.211942670578017214e+03 1.219909082937885842e+03 1.213245454094582101e+03 1.819766116378407332e+02 4.400598061128917493e+01 3.444518700060139622e+02 2.761355071600842592e+00 1.213343911315092782e+03
1.185559593426641243e+02 2.068302432535931601e+00 1.212161676746101193e+03 1.212697185168102578e+03 1.214491391901990482e+03 3.107193623410780106e+02 1.651019294429732724e+02 2.265734916083799533e+02 5.924584367474001745e+00 1.213039053949917843e+03
2.991728552015647438e+02 2.584049524218146043e+00 1.217521407299634802e+03 1.211745647364190972e+03 1.216563365016672833e+03 1.327576715115678780e+02 5.194498117442422824e+01 3.601177292632760327e+02 1.821088954016903738e+00 1.216337476275825793e+03
2.009393414421811599e+02 1.317278764156869786e-01 1.210135565743710458e+03 1.219999957392819852e+03 1.217186166686541355e+03 3.273792964226221329e+02 3.652854910702395728e+02 3.955541535303184446e+02 5.415658940717227310e+00 1.216009580056919731e+03
1.528005060746971537e+02 2.025861011680231138e-01 1.217850517506843971e+03 1.215079011389562538e+03 1.217875425344268479e+03 7.517295339603026605e+01 7.441725146521905287e+01 2.175700348873399435e+02 2.402873191853837742e+00 1.217303539248121751e+03
1.509430855301923202e+02 2.850502363132192407e-01 1.216033036765599263e+03 1.215383323547010150e+03 1.218526493896905095e+03 1.574598248344237561e+02 3.294868609032042173e+02 3.103298176002569448e+02 5.281967706817613184e+00 1.216735079439036781e+03
1.531108785931572243e+02 1.085651675242571779e+00 1.213662478054698795e+03 1.218425964819327191e+03 1.211870146459152238e+03 2.595143935795724701e+02 2.542706062248422825e+02 1.319037339611931827e+02 4.217131661044918545e+00 1.215172182942612608e+03
2.615604058649283843e+02 7.425133196128688162e-01 1.217658299990715932e+03 1.217675563026103191e+03 1.212792858792400239e+03 1.615809768331138230e+02 2.406938227253857860e+02 1.066916835524576186e+02 1.945885048724809829e+00 1.216646549661800236e+03
1.607207474082259751e+02 2.205493199656453740e+00 1.219245699473134664e+03 1.215715585388344152e+03 1.211238969854235393e+03 2.733635624683703327e+02 5.410578141374049466e+01 7.877351966031173447e+01 2.527631746949120739e+00 1.217222973838224789e+03
