A w B x0 k b f sigma_v
5.948454153072414385e+01 4.678816170422741116e+00 4.981518435968612835e+01 -9.404723942385029289e-01 5.201036125272184840e-01 8.134846614881341864e+00 2.783172348041352251e+01 4.678816170422741294e+01
4.778255415609750401e+01 5.231404929379452007e+00 4.679136527174493665e+01 2.944103387744849698e-01 6.237455868425405558e-01 1.261035858115931418e+01 2.499698893505490815e+01 5.231404929379451829e+01
5.910128397866102290e+01 5.128308892694776411e+00 4.987783952906649176e+01 -1.724930658071901490e-01 6.976220938785291370e-01 9.648802570062297690e+00 3.030896401974466059e+01 5.128308892694776233e+01
4.658948273418985764e+01 4.916420066036018000e+00 5.548313203858521092e+01 -1.037940460794217756e-02 3.376651116104456563e-01 7.116162420675773426e+00 2.290534677806096298e+01 4.916420066036018000e+01
5.870066101489654642e+01 4.744068367721714807e+00 5.418123152033592760e+01 -3.513099558951822132e-01 6.735096779702147707e-01 5.796802039379707061e+00 2.784799490851259662e+01 4.744068367721715163e+01
5.390893972476361284e+01 5.208876285850508658e+00 5.254965918871437225e+01 5.244830974067937746e-02 5.019022334823939335e-01 8.723805362669333263e+00 2.808049977276656506e+01 5.208876285850508481e+01
5.943827860519485995e+01 4.352916492887688449e+00 4.820662449536729355e+01 -5.280812923729989450e-01 6.619075828933369543e-01 1.247538482328366882e+01 2.587298632494061579e+01 4.352916492887688094e+01
5.451737985531416086e+01 5.240803871101308964e+00 5.456753432111264601e+01 9.133424372081222486e-02 7.038607997137962258e-01 4.924133091072524948e+00 2.857148953880309961e+01 5.240803871101309142e+01
5.131617335813578507e+01 4.927712751352006926e+00 5.663401696411563790e+01 -3.580430209009524134e-01 6.664992573207038085e-01 3.401456897050044503e+00 2.528713618074758429e+01 4.927712751352007103e+01
6.132675637346765996e+01 5.209032218016547588e+00 4.979064010115683914e+01 -7.553693392205378387e-01 6.400018332457051429e-01 7.543275264960097815e+00 3.194530497758447041e+01 5.209032218016547233e+01
4.970115829620055337e+01 4.669532363132352870e+00 4.599221318977272688e+01 -7.557987194669557596e-02 7.206673353876387189e-01 1.472141487627568068e+01 2.320811671492725026e+01 4.669532363132353225e+01
4.294078802535388206e+01 5.427555986629760909e+00 5.900482429515444238e+01 -5.646741366746290680e-01 6.658536076978913698e-01 2.130295379606437223e+00 2.330635311176090241e+01 5.427555986629761264e+01
5.133145362012685098e+01 4.499905582875827648e+00 5.520779153624477686e+01 -6.054323275858290998e-01 5.733229639071302230e-01 7.047881085641450660e+00 2.309866947223404310e+01 4.499905582875827292e+01
5.489437634326239390e+01 5.591756716335909871e+00 4.258975117391671006e+01 -6.350746022544555558e-01 5.991285722393204782e-01 1.517676749950347137e+01 3.069559976065085749e+01 5.591756716335909516e+01
5.341843353367627145e+01 5.329455826714746713e+00 5.040328618217937162e+01 -3.405198589004285736e-01 6.914852659115033884e-01 8.073700626586123974e+00 2.846911818500254299e+01 5.329455826714746536e+01
5.250964320972290267e+01 4.266323692627642217e+00 5.880665601122451136e+01 -2.822136407640556399e-01 6.041375045658634590e-01 3.151506162836081870e-01 2.240231349170650077e+01 4.266323692627642572e+01
5.349595251242171656e+01 5.384362570771378032e+00 5.423664983494433756e+01 -5.263904432834127789e-01 5.652216307109805271e-01 1.908684081534780530e+00 2.880416043956465799e+01 5.384362570771378387e+01
4.892192388776538081e+01 5.581938635970361773e+00 3.910917960633115342e+01 -6.346272693763665984e-02 5.900173322065760395e-01 1.776731074775819508e+01 2.730791770951189434e+01 5.581938635970361418e+01
5.233120543298853988e+01 4.515299825123696209e+00 4.812475399012179622e+01 -3.456532979458799559e-01 6.652171809947380332e-01 1.258825295377988240e+01 2.362910827400853719e+01 4.515299825123696564e+01
5.407322270616909776e+01 5.141481971790859973e+00 5.899319593264091566e+01 -7.041135947696606223e-01 5.004791468077509631e-01 3.374763116442491828e-01 2.780164997004005656e+01 5.141481971790859973e+01
5.211609291386081111e+01 4.851165799417687552e+00 4.662584065385493659e+01 -9.114601839565850128e-02 6.291408132553528709e-01 1.326131350954376842e+01 2.528238075429960574e+01 4.851165799417687197e+01
6.185884895024671692e+01 4.898475509043175080e+00 4.509847686360059527e+01 -8.850371384718460632e-01 5.401534064810507019e-01 1.217952335392674890e+01 3.030140566003846558e+01 4.898475509043174725e+01
5.213076522429523152e+01 5.033898938491117470e+00 4.735339781315951768e+01 6.609243758421001758e-02 5.595367641079154186e-01 1.337467741455344949e+01 2.624210037253094541e+01 5.033898938491117292e+01
5.194056920796430177e+01 5.079028403505503775e+00 3.990856330219087766e+01 -2.659903221864841072e-01 6.934712605699575594e-01 1.891445393711546430e+01 2.638076263014940537e+01 5.079028403505503775e+01
5.115971941516621513e+01 5.185196401109159581e+00 4.819399046552140220e+01 -4.064012059501642682e-01 6.445180542283999170e-01 1.176180250529454696e+01 2.652731929932742716e+01 5.185196401109159581e+01
5.475252971936593838e+01 5.602275679442286993e+00 3.874331615138623874e+01 -1.608135750278094633e-01 5.721200518366684751e-01 1.997121329104807685e+01 3.067387656347448299e+01 5.602275679442286815e+01
5.232967224407985896e+01 5.411340093794481554e+00 5.069186767548724504e+01 -3.465704497955570673e-01 5.166543178499587441e-01 6.453893000929314283e+00 2.831736535095135920e+01 5.411340093794481731e+01
6.333463856152680194e+01 4.354601012124184045e+00 5.037103192020031628e+01 -9.366740442787246934e-01 6.624823581872423262e-01 9.579051689291578242e+00 2.757970811825439839e+01 4.354601012124184223e+01
5.035096529753977279e+01 4.992793322562964597e+00 4.619407320422585883e+01 -6.060422176283459805e-01 6.837882267996728824e-01 1.125969800238896035e+01 2.513919633221561156e+01 4.992793322562964420e+01
5.731787122298432990e+01 5.658928849300067121e+00 4.414108746395179139e+01 -3.575402374977993958e-01 6.838650481162122929e-01 1.359444002460383416e+01 3.243577550442121549e+01 5.658928849300067299e+01
5.539686754374216804e+01 4.932070326557273177e+00 5.210955727148183314e+01 2.528988256776862897e-01 6.674144231196208477e-01 7.395743705650517086e+00 2.732212465967144155e+01 4.932070326557273177e+01
6.066246053234326752e+01 4.970242492316881311e+00 4.562606077831510731e+01 -3.156408882895593848e-01 6.879424632907318315e-01 1.428959619782466994e+01 3.015071390263482343e+01 4.970242492316881311e+01
5.636212210134235079e+01 5.438094389770418147e+00 5.616307760703076468e+01 -4.056060884411589740e-01 6.188600945674997966e-01 1.208449889492265727e+00 3.065025399948651241e+01 5.438094389770418502e+01
5.980840720358370532e+01 4.571178300454804777e+00 5.576281386185723221e+01 -8.159351904181342263e-01 6.980134739031238489e-01 4.233294412044320332e+00 2.733948931937866789e+01 4.571178300454804599e+01
4.746091289254924561e+01 4.639573958325317271e+00 4.311918971464805139e+01 -3.761476985051928068e-01 7.232822551869775296e-01 1.682319856824549476e+01 2.201984154946178052e+01 4.639573958325317449e+01
5.390767479441580434e+01 4.875737762881842130e+00 4.356183445556330014e+01 -1.273614395188644721e-01 5.098724706162698350e-01 1.544156919294177399e+01 2.628396857042868007e+01 4.875737762881841775e+01
6.339682458297078682e+01 4.320527254547071649e+00 4.931962700522035448e+01 -4.356824396541405520e-01 6.314785313622270913e-01 9.749516328808530474e+00 2.739077084624650382e+01 4.320527254547072005e+01
5.147940946017642005e+01 5.025669929638412192e+00 5.545735157810951677e+01 -8.156047601307196970e-01 5.458584043489287385e-01 2.998876883300451990e+00 2.587185201195518403e+01 5.025669929638412015e+01
5.513679441575948204e+01 4.678994078839258108e+00 4.309350981944444925e+01 -1.122167183792548428e-01 5.554374913641475509e-01 1.814744270157739336e+01 2.579847345975160877e+01 4.678994078839258464e+01
5.104977706976158913e+01 5.394994585522258745e+00 5.517924894493588539e+01 -1.784707485313443698e-01 4.975390297269868256e-01 2.506581278673332136e+00 2.754132708834821486e+01 5.394994585522258745e+01
5.670208816891862114e+01 4.606189209902463944e+00 4.227641099716306883e+01 -1.149143196129946531e+00 6.757982780383275934e-01 1.969255601746441897e+01 2.611805467026111316e+01 4.606189209902463944e+01
6.355018202631625002e+01 4.702711722630468216e+00 4.302993687239924014e+01 -4.858757097377512935e-01 5.515170238721345264e-01 1.539715476064421296e+01 2.988581859904575211e+01 4.702711722630468216e+01
5.087382345654043547e+01 5.913819263712458252e+00 5.102198736903558540e+01 -3.468860341340800346e-01 6.644505286598276772e-01 7.061158403661698557e+00 3.008585971759955413e+01 5.913819263712458252e+01
5.411455736328545640e+01 5.589008565797193739e+00 5.797492451387608270e+01 -8.443687389628333761e-01 7.539883092962880173e-01 5.745775567494981750e-01 3.024467246377259855e+01 5.589008565797193739e+01
6.078771006877403948e+01 5.175261536323974454e+00 4.583134446383482441e+01 -1.242030399491277137e+00 6.707596400993580676e-01 1.308109014842950657e+01 3.145922978001398818e+01 5.175261536323974099e+01
5.513402320108288279e+01 4.528633416733502060e+00 4.193951919292541675e+01 -4.360895934541346719e-01 5.675379930079491597e-01 1.877789281732875537e+01 2.496817798673841438e+01 4.528633416733502060e+01
5.498326566613944522e+01 5.471261976160661789e+00 4.411557584086411055e+01 -1.199515939591227820e+00 5.726621946114762718e-01 1.230187165485788725e+01 3.008278507642887689e+01 5.471261976160661789e+01
6.038518328453367445e+01 4.282750671844749668e+00 4.113054869112421130e+01 -3.877352119719486012e-01 4.194107797201116483e-01 1.820956956787135184e+01 2.586146842813049673e+01 4.282750671844749490e+01
5.180741021760258747e+01 5.615131481040532613e+00 4.053825303885990650e+01 -9.019491307122429191e-01 6.826483322370751061e-01 1.992650125436679431e+01 2.909054200640412802e+01 5.615131481040532435e+01
5.611660071389994187e+01 5.549435980421104198e+00 4.550844427574900664e+01 -6.918054075847681617e-01 6.315777396646951036e-01 1.134314063921266502e+01 3.114154831006409907e+01 5.549435980421104375e+01
4.687032967473234635e+01 5.693531751649858919e+00 4.350802150864743112e+01 -2.523642497764484460e-01 6.008564415151462779e-01 1.682645744742351823e+01 2.668577102133852463e+01 5.693531751649858563e+01
5.310105512322071775e+01 4.241799028093213408e+00 3.906107989923706469e+01 -9.121478457946423646e-01 6.152539748096370609e-01 1.910049248620342155e+01 2.252440040124017884e+01 4.241799028093213053e+01
5.614793124203318797e+01 4.865697048848362627e+00 4.102082099186162623e+01 -2.416201850611763291e-01 5.920185585781623239e-01 1.827019976732709239e+01 2.731988233433016688e+01 4.865697048848362272e+01
5.865949290417816542e+01 5.023372423920246632e+00 4.422870382106769682e+01 -5.207255829565440308e-01 6.390810411669904934e-01 1.243455254541156307e+01 2.946684790559940126e+01 5.023372423920246632e+01
5.919025767125965842e+01 4.971093989124653945e+00 3.946670694090487075e+01 -9.180003364877222793e-01 5.888785706346770787e-01 1.815936144890262227e+01 2.942403341243383608e+01 4.971093989124653945e+01
5.661975784174553183e+01 4.966365843985817818e+00 4.863126311007071934e+01 -7.477660056796064936e-01 6.056647376738142352e-01 1.237805206653771073e+01 2.811944314399931955e+01 4.966365843985818174e+01
5.790834627204155538e+01 4.880599425358823851e+00 3.835801308534914966e+01 -5.693745866541970457e-01 6.652332986501687806e-01 1.968819136462127517e+01 2.826274415388057903e+01 4.880599425358823851e+01
5.938223772047218318e+01 4.579928118351157984e+00 4.347231263730913042e+01 -7.517169010798809836e-01 6.599832799704905550e-01 1.624243264443234125e+01 2.719663802666033092e+01 4.579928118351158162e+01
5.413425364910990112e+01 5.113545167329953678e+00 5.452724436647595496e+01 -9.545288647960763484e-01 4.742147556756131088e-01 5.176834574859952909e+00 2.768179511344198573e+01 5.113545167329953500e+01
6.164364793543180809e+01 4.621715389260220519e+00 4.623428320969502892e+01 -6.401971927244236582e-01 6.169943844353993345e-01 1.250717776273696735e+01 2.848993963133241891e+01 4.621715389260220519e+01
5.738700731980976855e+01 5.149299718133653947e+00 4.219197110075082691e+01 -6.839541021362354201e-01 6.122062627368602961e-01 1.750459253198943088e+01 2.955029006164303951e+01 5.149299718133654125e+01
4.828637349631971176e+01 5.332417841719041540e+00 4.511733480828677045e+01 -2.674446484249219935e-01 7.339877105380052669e-01 1.430704407455668736e+01 2.574831195436846798e+01 5.332417841719041718e+01
5.719342142481026769e+01 4.327411534116591518e+00 5.966536300370700729e+01 8.987845005009376109e-02 4.701362400370034944e-01 1.004578687778215906e+00 2.474994715493149400e+01 4.327411534116591696e+01
5.025121841426491187e+01 5.324158558180013046e+00 4.605677025884414633e+01 -5.345717235055325034e-02 6.973757859764626588e-01 1.431554554741151897e+01 2.675454545792815608e+01 5.324158558180013046e+01
5.624476521299761345e+01 4.883704101755240501e+00 5.464866498317211096e+01 4.930145808350161474e-03 6.938371511639405131e-01 2.794327032242784892e+00 2.746827905729768915e+01 4.883704101755240856e+01
4.465108833235156283e+01 5.424732574113872552e+00 4.141964568590761075e+01 -6.800420548745496063e-01 5.738336675343529425e-01 1.758739938099092370e+01 2.422202133461433959e+01 5.424732574113872374e+01
5.327150747056722224e+01 4.757635063811045839e+00 4.029439332820052755e+01 4.605613682659992492e-03 6.638982558652866128e-01 1.987458614701292348e+01 2.534463918440426866e+01 4.757635063811045484e+01
5.082731519078008375e+01 5.394197542541812496e+00 5.345437883036660764e+01 -7.423772483212829343e-01 5.961041176799730668e-01 7.515331700995746544e+00 2.741725786961040257e+01 5.394197542541812140e+01
4.869427371170640129e+01 4.833135846301378713e+00 5.331175217120491538e+01 -3.954657660760609872e-01 6.608673953576889026e-01 7.278133454175876871e+00 2.353460397856590802e+01 4.833135846301378535e+01
5.231148938608556165e+01 5.028321836732764005e+00 4.760592585834002222e+01 -8.328009510654759140e-01 5.851509369260123883e-01 1.120496079334676409e+01 2.630390043920682430e+01 5.028321836732764183e+01
5.331504887677468218e+01 5.011418243287623753e+00 3.882034374961360612e+01 -1.815640211904909762e-01 5.505458938987422002e-01 1.953767498699432537e+01 2.671840085828399580e+01 5.011418243287623397e+01
5.072035642848522485e+01 5.015690040919954740e+00 5.488740064447965494e+01 -9.543356908931777127e-02 6.327195278099100317e-01 5.183338843767231197e+00 2.543975866102637440e+01 5.015690040919955095e+01
5.869094188327722605e+01 4.559294981258217305e+00 5.392787337441063045e+01 -1.028855847152136960e+00 5.345880867792260904e-01 7.092508662982279333e+00 2.675893167737435618e+01 4.559294981258217661e+01
5.473876884647908270e+01 4.722373822694752477e+00 4.859850748783106411e+01 -9.101415742805247788e-01 5.865556316826723293e-01 1.195710939967971242e+01 2.584969290871518410e+01 4.722373822694752477e+01
5.315884042298980461e+01 4.902195161106382315e+00 5.103046436607174030e+01 -3.587824821502909600e-01 5.890441466070586163e-01 7.072358272970332038e+00 2.605950102916069611e+01 4.902195161106382670e+01
5.216132359019341891e+01 5.440946761900268491e+00 4.523758361042178677e+01 -8.208727568524576412e-01 6.537508333442747510e-01 1.408035043595032398e+01 2.838069846844949851e+01 5.440946761900268314e+01
5.828240233869487241e+01 4.363408715093303414e+00 5.748474954190248809e+01 -9.269593743154622700e-01 5.662619233457748535e-01 2.308902622702269092e+00 2.543099423012355231e+01 4.363408715093303414e+01
5.737880241485473221e+01 5.267493439535676281e+00 5.533654223040667119e+01 -1.877294932213580125e-02 4.525881149123769376e-01 3.048895782675296040e+00 3.022424652886611085e+01 5.267493439535676458e+01
4.740751904635466474e+01 5.914666531273578443e+00 4.357740631836473000e+01 -3.177010264596056288e-01 6.991988881948056900e-01 1.385522097735891123e+01 2.803996662341886648e+01 5.914666531273578443e+01
5.216132359019341891e+01 5.440946761900268491e+00 4.523758361042178677e+01 -8.208727568524576412e-01 6.537508333442747510e-01 1.408035043595032398e+01 2.838069846844949851e+01 5.440946761900268314e+01
5.318233478781344559e+01 4.555919229716535845e+00 5.629571543659637456e+01 -5.128925599923945811e-01 6.140168264664200848e-01 2.396949128056883538e+00 2.422944217410219636e+01 4.555919229716536023e+01
5.323635529032910796e+01 4.725209214909552813e+00 5.892153195127664844e+01 -3.429612079524595458e-01 4.315287672378351758e-01 9.625449909915673175e-01 2.515529165860620253e+01 4.725209214909553168e+01
5.280162202520180159e+01 4.849457226917643027e+00 4.339090246846089372e+01 -4.232992899549614663e-01 5.719739333112014990e-01 1.549663304274595710e+01 2.560592075230886877e+01 4.849457226917643027e+01
5.084743555119700886e+01 4.439808779568686248e+00 4.619450186527286917e+01 -3.370606217959757345e-01 5.794919329319183632e-01 1.413244671149169562e+01 2.257528907787574468e+01 4.439808779568686248e+01
5.372935984207644111e+01 4.823640329577091990e+00 6.030652046768471308e+01 -4.382601728030870447e-01 7.896609743380269553e-01 1.325253091983258358e-01 2.591711070165997555e+01 4.823640329577091990e+01
5.093815784201469654e+01 4.897208845065858185e+00 5.120672855145465263e+01 -3.365834921730161966e-01 6.480712751848272113e-01 7.659375808461341251e+00 2.494547971352751858e+01 4.897208845065858185e+01
4.971714501866649982e+01 4.665811483848445462e+00 5.025213718177664646e+01 -2.272533096927791263e-01 6.145715586907496419e-01 1.344047578406963872e+01 2.319708261722526998e+01 4.665811483848445107e+01
5.617921717020544037e+01 5.199746486516407806e+00 4.040796271529723782e+01 2.239266900194820664e-01 4.412501794267653654e-01 1.628282735881411725e+01 2.921176870960180239e+01 5.199746486516407629e+01
5.342995873920467176e+01 5.095871612270180151e+00 4.047399432830977162e+01 -2.863800861461847092e-01 5.762964000108619089e-01 1.803065257339428129e+01 2.722722099838800958e+01 5.095871612270180151e+01
5.323659657780899579e+01 4.902079343758964036e+00 4.237213571684181801e+01 -7.203671379171439071e-03 6.160286777983028372e-01 1.761503769986905255e+01 2.609700204161066495e+01 4.902079343758963859e+01
5.632490169931270430e+01 5.387618255966263092e+00 4.923630456617276963e+01 -7.662388989295934039e-01 6.998299604033675347e-01 7.686092574242950448e+00 3.034570686607223067e+01 5.387618255966263092e+01
5.083557303144887385e+01 5.556175737150624627e+00 5.189688695877274682e+01 -7.130103746600706671e-01 5.728960048625511003e-01 6.332116943119546093e+00 2.824513774614848671e+01 5.556175737150624627e+01
5.740627063091575621e+01 5.087252034956420310e+00 5.707714829461254169e+01 -4.180637176844577141e-01 6.048258198204483627e-01 1.868682186865887607e+00 2.920401670863851606e+01 5.087252034956420488e+01
5.698882582174829992e+01 5.076932026045131607e+00 4.561976883493378665e+01 -7.561496799689670922e-02 5.388536564668089390e-01 1.280765741889405618e+01 2.893283949411416955e+01 5.076932026045131607e+01
5.066473843094316720e+01 5.221179943176331051e+00 4.385388088202952162e+01 1.896040886565621975e-01 4.551665255169783375e-01 1.527967379659177638e+01 2.645297161219155058e+01 5.221179943176331051e+01
5.994117779955704606e+01 4.788265350831288458e+00 5.218169652428961314e+01 -4.325201359940855639e-02 6.618483913097912286e-01 6.791674366337934643e+00 2.870142647456366447e+01 4.788265350831288458e+01
6.632617838742777394e+01 4.737574058578694292e+00 5.099356156393653094e+01 -7.354631789247108031e-01 7.131996183106450449e-01 5.153489300371303372e+00 3.142251821329406880e+01 4.737574058578694292e+01
4.972929706024138596e+01 4.921969008309928562e+00 5.864138833717974819e+01 -1.089348429592975620e+00 6.867346226014776622e-01 3.224286848388029370e+00 2.447660589355461269e+01 4.921969008309928739e+01
5.210387263955141890e+01 4.946746500816040282e+00 5.313518449611115102e+01 -9.450730924710946113e-01 6.658235101430873826e-01 6.135876355842537322e+00 2.577446496586656011e+01 4.946746500816040282e+01
5.470806981858372353e+01 4.566325679346297406e+00 5.512510986030643068e+01 -1.036865690086257175e+00 7.025626371247342128e-01 4.441936701571097323e+00 2.498148640800689790e+01 4.566325679346297761e+01
5.676006339333188322e+01 4.393831898877552433e+00 4.423674912123060210e+01 -3.172353324260956953e-01 6.148803992107334526e-01 1.705804807200869533e+01 2.493941771199336799e+01 4.393831898877552078e+01
4.973685237274047211e+01 5.514418429389467136e+00 4.034271811375515426e+01 -5.152090514342013705e-01 7.445027777458763651e-01 1.897661227980972498e+01 2.742698153440633035e+01 5.514418429389466780e+01
5.757998541040463181e+01 4.825622418390571156e+00 4.320404034981240926e+01 -1.276548100035075350e-01 4.811741751403169065e-01 1.746770723768051425e+01 2.778592684470506313e+01 4.825622418390571511e+01
4.960775357563019838e+01 6.009898753895567936e+00 4.804883889297970967e+01 -4.151385769891184907e-01 4.766260990698996114e-01 1.068756790468372131e+01 2.981375763977383286e+01 6.009898753895568291e+01
4.876757172819433350e+01 5.573461969763890522e+00 5.265654699040659636e+01 -5.360355665649745305e-01 7.589559984366698320e-01 6.594307715130325320e+00 2.718042063848238143e+01 5.573461969763890522e+01
6.019328802818667867e+01 4.280514727285432031e+00 5.617176517292728022e+01 3.322453975311834284e-01 6.584732609414096771e-01 3.896345885817535937e+00 2.576582558883869822e+01 4.280514727285432031e+01
6.061440920039088098e+01 4.624570809865421239e+00 5.711187371442056104e+01 1.603078004533458056e-01 4.535278743147719283e-01 2.005386894655938335e+00 2.803156274453656849e+01 4.624570809865421239e+01
5.797583464939046394e+01 5.174588441031361619e+00 4.834873902389586675e+01 -3.899764666444269778e-01 6.747620419798194824e-01 1.010330489643695628e+01 3.000010838358813814e+01 5.174588441031361441e+01
5.436455614128921354e+01 4.509423818419248775e+00 4.589539372561638686e+01 -8.397926747047907980e-01 6.834400571237577715e-01 1.390386650771902488e+01 2.451528243413200059e+01 4.509423818419249130e+01
4.925485753766822938e+01 5.569048199970323410e+00 4.858395439923937431e+01 -9.290315881726058933e-01 5.996970583866931825e-01 1.120822612657744521e+01 2.743026757099459445e+01 5.569048199970323765e+01
4.647173948247331765e+01 5.525950396439867518e+00 5.110793549222179877e+01 -1.419637808990060535e+00 5.747548120307146569e-01 8.942008873991943219e+00 2.568005272164236885e+01 5.525950396439867518e+01
5.132988481966796712e+01 4.658095758347622350e+00 5.644239867691474899e+01 -2.013962493914931429e-01 4.372480012537760530e-01 3.518096089547408933e+00 2.390995187549673773e+01 4.658095758347621995e+01
5.180741021760258747e+01 5.615131481040532613e+00 4.053825303885990650e+01 -9.019491307122429191e-01 6.826483322370751061e-01 1.992650125436679431e+01 2.909054200640412802e+01 5.615131481040532435e+01
5.127624267757751397e+01 5.898123256046814866e+00 4.074735792578946558e+01 2.222043098496726543e-01 5.415482293917963652e-01 1.734827395067581080e+01 3.024335994193201671e+01 5.898123256046815044e+01
4.117107957278818020e+01 4.947637380049531686e+00 5.580559622863520985e+01 -5.059468162147311432e-01 5.619881307996732467e-01 5.584690976782768601e+00 2.036995722713205126e+01 4.947637380049531686e+01
5.423627310847356853e+01 5.477927397301159296e+00 4.368895079500911294e+01 -1.356813487325911893e-01 4.805140714089157772e-01 1.511186072094233168e+01 2.971023663884154686e+01 5.477927397301159118e+01
5.510554998368184698e+01 4.825060431458604526e+00 5.611270734141626804e+01 -5.158490676339333447e-01 5.945969456788005036e-01 3.429107519289743777e+00 2.658876087800276267e+01 4.825060431458604171e+01
5.089391162567291360e+01 4.653220511106654023e+00 5.679321326657188251e+01 -4.591409439102562828e-01 7.778711516779721613e-01 4.487236842746828991e+00 2.368205934670305979e+01 4.653220511106653845e+01
4.864086064553099931e+01 5.262915019491973823e+00 5.748649224428879734e+01 -4.490554214896658181e-01 6.478175969352781838e-01 2.764808008317912957e+00 2.559927160523811551e+01 5.262915019491973823e+01
4.751661904358314104e+01 5.423019931790105552e+00 4.241075065849535974e+01 -7.104669373188379211e-01 7.737772911132154707e-01 1.973894987760519726e+01 2.576835721646286714e+01 5.423019931790105375e+01
6.099075877988926209e+01 5.323009059783748498e+00 5.061339068091365334e+01 3.568956447069098203e-01 6.419447512963665226e-01 6.602213482695193925e+00 3.246543615484357304e+01 5.323009059783748853e+01
5.842936795370052039e+01 4.514963847003577335e+00 5.609637913036132773e+01 -5.044042276329996355e-02 7.978874484932270139e-01 4.324477011204345800e+00 2.638064839142272078e+01 4.514963847003577513e+01
5.640640519412490761e+01 4.829858365527215369e+00 5.080561658464003472e+01 -2.366684321514131994e-01 6.288297147310046853e-01 9.996836004762879924e+00 2.724349479961619380e+01 4.829858365527215369e+01
5.339951025293837716e+01 4.929100971379824614e+00 5.752061427867614185e+01 -1.420964145479867824e+00 6.385318480295052446e-01 2.553481301523641278e-01 2.632115778589654909e+01 4.929100971379824614e+01
5.621748805746465649e+01 5.173805060040995940e+00 5.779863809310743505e+01 -6.393602192180356525e-01 6.193441696325889811e-01 1.333975120262886893e+00 2.908583241745049008e+01 5.173805060040996295e+01
5.595172685774144838e+01 5.352519235454535895e+00 4.684415009495007354e+01 -7.536571208539619704e-01 6.762010118611876397e-01 1.030353490470679390e+01 2.994826942629592992e+01 5.352519235454536073e+01
5.643689121301682832e+01 4.535882543093973318e+00 4.142244283654547132e+01 -3.326286052435758478e-01 5.245059977988268951e-01 1.859264468708936846e+01 2.559911096396167096e+01 4.535882543093973140e+01
5.517434347309845322e+01 5.248076410426417482e+00 3.839480480420100150e+01 8.400515435057442915e-02 6.413897329418729587e-01 1.957492809394367583e+01 2.895591704419327783e+01 5.248076410426417482e+01
5.601411806160654550e+01 5.501187798319847388e+00 5.326525551465716291e+01 -7.946127562097302643e-01 5.913537047695123228e-01 5.881065640642995973e+00 3.081441828141573325e+01 5.501187798319847388e+01
5.312095544341497089e+01 5.240649182186046140e+00 5.599849854958990392e+01 -2.784472650772986668e-01 5.502366791985489058e-01 3.776262163553586682e+00 2.783882917014740954e+01 5.240649182186046318e+01
5.240217241393306580e+01 4.554101356479355545e+00 5.221319198501534231e+01 -4.781731935467270489e-01 5.293854703231459791e-01 9.066241802788024273e+00 2.386448044727576345e+01 4.554101356479355900e+01
5.834461006116493564e+01 4.431222155331509427e+00 4.369983603411989037e+01 -8.894960379634717640e-01 7.011410854486457289e-01 1.622804680733297999e+01 2.585379287472117582e+01 4.431222155331509782e+01
5.551244319585491382e+01 4.811524073428810944e+00 5.766110713209258165e+01 -1.058599374526934866e+00 6.060308473459059542e-01 1.312875767848432629e+00 2.670994568117053092e+01 4.811524073428810766e+01
5.567291125053920098e+01 5.221651199824056455e+00 4.130035154405769049e+01 -1.110036185272090137e+00 6.266189415150624775e-01 1.604772379152327844e+01 2.907045238290762157e+01 5.221651199824056278e+01
5.739197143333997531e+01 4.411927938920679360e+00 4.510381025719617298e+01 -7.055554077096122256e-01 7.850884544839955570e-01 1.717841719218588992e+01 2.532092422364901552e+01 4.411927938920679537e+01
6.213732345872091400e+01 4.855487970935943309e+00 5.220646175659452126e+01 1.259182599647701295e-02 5.704549930436089156e-01 6.070881531280914345e+00 3.017070265999752365e+01 4.855487970935943309e+01
6.025022691854982071e+01 4.348303017623195821e+00 4.975741313604616067e+01 7.170573607325287924e-01 6.339721313089712318e-01 1.075143399948062140e+01 2.619862435224125008e+01 4.348303017623195643e+01
5.182690857675935803e+01 5.470951818327673521e+00 4.249643496139393761e+01 -7.830504591042739548e-01 5.879401567895816694e-01 1.528318065625497546e+01 2.835425197163236888e+01 5.470951818327673521e+01
5.975798066249248564e+01 4.502449929096133729e+00 5.641045266945502590e+01 -7.912130002368211734e-01 5.621490278457734746e-01 7.771118932379184052e-01 2.690573157967673978e+01 4.502449929096133729e+01
4.900656805081226253e+01 4.976957309509126404e+00 4.849168648205020560e+01 -2.283516375828877898e-01 6.060662216785788203e-01 1.136609185913398257e+01 2.439035970744465232e+01 4.976957309509126048e+01
5.681894540254870662e+01 4.574075487467923473e+00 4.404201815316666568e+01 2.291788332913213821e-03 6.240214989320824746e-01 1.445230817543727042e+01 2.598941453895762876e+01 4.574075487467923296e+01
5.001295524373211521e+01 5.359260585291388601e+00 4.362092269165092517e+01 -1.069581095798781689e-01 4.964373869661125038e-01 1.358713171794666508e+01 2.680324597916758123e+01 5.359260585291388423e+01
4.589825261326259920e+01 5.094193628994268863e+00 4.213607763296295872e+01 2.675108542068613815e-01 3.173194555030498520e-01 1.596478696635695194e+01 2.338145860444518931e+01 5.094193628994268863e+01
5.527760897360754910e+01 4.966705391287245419e+00 5.010358680909256890e+01 -8.131345007909978051e-01 5.977469589540380657e-01 9.776565404135423520e+00 2.745475985066848423e+01 4.966705391287245419e+01
