A w B x0 k b f sigma_v
4.723611493551488394e+01 5.164899613981257076e+00 5.791806673435682029e+01 -1.272164482827918164e+00 4.812650486798213390e-01 3.123864544644195718e+00 2.439697917964151230e+01 5.164899613981256721e+01
5.420566917338586421e+01 4.663911339472249118e+00 5.682222671009948556e+01 -3.826126426973779360e-01 5.876186693176268516e-01 3.000864822131617871e+00 2.528104351214356527e+01 4.663911339472249296e+01
4.644735599966116979e+01 4.800405450020161169e+00 5.582577917394040412e+01 1.335756865701132057e-01 5.967977103176649312e-01 3.752819490519571310e+00 2.229661408798001077e+01 4.800405450020161169e+01
5.526641923719618177e+01 4.679321786144163831e+00 4.637165897738690035e+01 -6.225215771607111037e-01 6.170442079135256552e-01 1.203649606816579443e+01 2.586093595787890109e+01 4.679321786144164008e+01
4.546732693050631013e+01 5.429408049250792345e+00 4.813734364235918406e+01 -6.367116235377991984e-01 5.696231642114757410e-01 1.301842319831667361e+01 2.468606708144082873e+01 5.429408049250792345e+01
5.585830231424473169e+01 4.302215087801656956e+00 6.105409540688417991e+01 -5.799721938395290266e-01 6.291964751209271345e-01 3.848944833815837185e-01 2.403144309953298929e+01 4.302215087801656779e+01
5.739658002038079587e+01 5.080470774643813137e+00 5.535657926341202995e+01 -2.286119426411321598e-01 4.409856768693600770e-01 3.855434717433584346e+00 2.916016473580496182e+01 5.080470774643813314e+01
5.147716786552091150e+01 4.958665344809391584e+00 4.887402163677319322e+01 2.449138052210848571e-01 6.486682337750093730e-01 9.551904611497123554e+00 2.552580483436941705e+01 4.958665344809391229e+01
4.776895878446538291e+01 5.205610827259072870e+00 4.571670259737273057e+01 -2.742247031017868153e-01 7.552926015885810251e-01 1.117245417829611576e+01 2.486666090553054076e+01 5.205610827259072693e+01
5.727420778163818937e+01 4.244912394155894830e+00 4.643222694647162285e+01 -2.361798166142428101e-01 6.850841720008085112e-01 1.454779064784904108e+01 2.431239944777359341e+01 4.244912394155895186e+01
5.775328130955237071e+01 4.840171392296674036e+00 4.499144947929431737e+01 -2.474505712713437333e-02 5.566583977769430369e-01 1.357472152760718309e+01 2.795357800057576014e+01 4.840171392296674213e+01
5.614037588599762785e+01 5.196161446453968047e+00 3.902516096017219382e+01 -1.111666911472291019e-01 5.774259965671015848e-01 1.987579311434758722e+01 2.917144567682548839e+01 5.196161446453967869e+01
6.418495208198619650e+01 4.339654171671050165e+00 5.512682903600685336e+01 -2.110513171205994354e-01 6.634910768942610115e-01 3.038513980156959171e+00 2.785404950610978148e+01 4.339654171671050165e+01
5.105861382146083827e+01 5.107509017420766462e+00 4.022602814071726129e+01 -8.626783105207902480e-01 6.675689792978842796e-01 1.900016906106675307e+01 2.607823305101157985e+01 5.107509017420766639e+01
4.369368135137484899e+01 4.958069972372329381e+00 4.100793765222314136e+01 -4.176112175229373946e-01 6.524031529251177464e-01 1.976313571864934104e+01 2.166363294906564718e+01 4.958069972372329204e+01
4.836586504106931983e+01 4.378013839948446062e+00 4.537225044911165384e+01 -1.021292252327254957e+00 8.395792040127443290e-01 1.587806775314073704e+01 2.117464265308802140e+01 4.378013839948445707e+01
5.226159443997845244e+01 5.012499988568349885e+00 4.519549216044700302e+01 -4.058618030957692469e-01 5.570233002370872377e-01 1.315150342426006880e+01 2.619612415329557464e+01 5.012499988568350062e+01
5.676483394436694141e+01 4.678282033152509456e+00 4.653398279046293595e+01 -1.195309405408707448e+00 5.975997826246470801e-01 9.976808236273338792e+00 2.655619027568175738e+01 4.678282033152509456e+01
5.179475977358413985e+01 4.689490463051155800e+00 5.269554291497007625e+01 -3.298518239199150770e-01 6.485110819075838862e-01 8.289701394854516181e+00 2.428910319942484719e+01 4.689490463051156155e+01
5.695211898163531572e+01 4.719801050549358834e+00 4.729121861620205891e+01 -7.405736812498115995e-01 6.341138539532149565e-01 1.130660489979178607e+01 2.688026710005344100e+01 4.719801050549358479e+01
6.020669452043440373e+01 4.360879676464156418e+00 5.728205532505808151e+01 -8.152559566093664500e-02 4.805703879540725865e-01 2.777452313894566149e+00 2.625541505212482818e+01 4.360879676464156773e+01
5.269136053005158971e+01 4.868357174600126847e+00 4.734287139075929218e+01 1.243689037444752898e-01 4.928350864693369360e-01 1.380281293144502719e+01 2.565203630759186382e+01 4.868357174600127024e+01
5.070079086986790884e+01 4.605642151482493674e+00 4.212606860647256468e+01 -3.293927647628294153e-01 6.691977540441942374e-01 1.972731030397164531e+01 2.335096995437623946e+01 4.605642151482493318e+01
5.342259865259492102e+01 4.708398316494629476e+00 5.203903330320527232e+01 -1.013089654928162275e+00 5.512302562375359649e-01 6.769312473872606262e+00 2.515348735586461970e+01 4.708398316494629654e+01
5.596756370983477780e+01 4.673970424776425325e+00 5.554211386055089150e+01 -7.122682165162270707e-01 6.403522349537345004e-01 4.215189649361430924e+00 2.615907375265580725e+01 4.673970424776425148e+01
4.967673010747041928e+01 6.024905065248310265e+00 5.257072186731770103e+01 -1.240890665803046744e+00 5.194596494172678547e-01 5.120441925983055143e+00 2.992975828494717661e+01 6.024905065248310621e+01
5.933866134464065567e+01 4.824561339706766816e+00 4.537632126369671681e+01 -6.093781024165210169e-01 6.005723178606487966e-01 1.328568601750721889e+01 2.862830114733056419e+01 4.824561339706767171e+01
4.971214047024765392e+01 5.042626543402739969e+00 4.697795258064162027e+01 -7.595670417685376208e-01 5.976765656198201881e-01 1.239692807786629380e+01 2.506797590646363716e+01 5.042626543402739969e+01
5.152599849956750688e+01 4.839351033853780848e+00 5.837356219801049662e+01 -1.372899317176905498e-01 6.866497181827566632e-01 2.013614368545388889e+00 2.493523941092303886e+01 4.839351033853780848e+01
6.162588994650371177e+01 4.600230608172562796e+00 4.177195962052900313e+01 -4.850215638588029066e-01 6.448751846790683473e-01 1.578942034556721197e+01 2.834933051877802157e+01 4.600230608172562796e+01
5.030724772421316970e+01 5.686805320972510458e+00 4.010102995256457348e+01 8.490323456468829022e-02 5.034577229027994427e-01 1.684924089935828562e+01 2.860875240415376908e+01 5.686805320972510458e+01
4.407220691883718899e+01 5.567018169063488564e+00 5.272343503081985716e+01 -1.731330251859510838e+00 7.894976980563888080e-01 6.425983311224223726e+00 2.453507766678922408e+01 5.567018169063488386e+01
5.548880762798138733e+01 5.190294870150190754e+00 5.607710206250933993e+01 -6.120804031294841963e-01 6.111161651024297203e-01 4.919142992590596286e+00 2.880032735822625867e+01 5.190294870150190576e+01
5.914799606550757716e+01 5.072437230657125262e+00 5.123214731983739512e+01 1.881230622057206148e-01 4.696481236837051210e-01 7.391241866652860537e+00 3.000244973614417887e+01 5.072437230657125440e+01
5.325554904378145693e+01 5.444715550215545541e+00 4.315113841045696574e+01 -5.271183070407925442e-01 6.289831050191581063e-01 1.431358090962453922e+01 2.899613160139435308e+01 5.444715550215545363e+01
5.350445029915947970e+01 5.744763642035448648e+00 5.457675742376314787e+01 3.230190968818611452e-01 4.828450197358702400e-01 2.434063382032802814e-01 3.073704207657040754e+01 5.744763642035448470e+01
4.943345193277203009e+01 5.100718323951119793e+00 4.738879670104871167e+01 -5.322629287096134476e-01 5.868071886779582247e-01 1.203015701664735460e+01 2.521461140896472131e+01 5.100718323951119970e+01
5.093326407998826966e+01 4.691978476419349064e+00 4.623299200373428874e+01 -3.839004270047396972e-01 6.367477210273519983e-01 1.395780576193183720e+01 2.389777787970877299e+01 4.691978476419349420e+01
5.721178457004461393e+01 5.604555383141508251e+00 3.929739661868445211e+01 -4.115942740979487979e-01 6.010342094635920951e-01 1.757365595888531473e+01 3.206466151911758544e+01 5.604555383141508429e+01
5.489437634326239390e+01 5.591756716335909871e+00 4.258975117391671006e+01 -6.350746022544555558e-01 5.991285722393204782e-01 1.517676749950347137e+01 3.069559976065085749e+01 5.591756716335909516e+01
5.540682040461272351e+01 4.815534146521919467e+00 4.762519028915868802e+01 -8.765694032463677843e-01 6.667328922483313214e-01 1.186936868294832337e+01 2.668134356086200043e+01 4.815534146521919467e+01
5.772215198854357965e+01 4.920833215267119698e+00 5.328505449533217586e+01 -2.696863532535580532e-01 5.638881110028355348e-01 6.063723071387469687e+00 2.840410827619222545e+01 4.920833215267119698e+01
5.077576643341726736e+01 4.908653455331212889e+00 4.343530659920724446e+01 -1.416254734458817666e+00 5.045158680262471496e-01 1.561661287771627826e+01 2.492406413504842888e+01 4.908653455331212712e+01
4.801489457102587721e+01 5.013393283893232244e+00 5.317218178447220822e+01 -4.100471803984824248e-01 6.044510994703253814e-01 7.051120971338598054e+00 2.407175499692227305e+01 5.013393283893232422e+01
5.485266482470218818e+01 4.713397743339269752e+00 4.506466808350808861e+01 -2.717577158969852746e-02 5.069952599219149647e-01 1.330676933199662137e+01 2.585424266008966399e+01 4.713397743339270107e+01
5.828240233869487241e+01 4.363408715093303414e+00 5.748474954190248809e+01 -9.269593743154622700e-01 5.662619233457748535e-01 2.308902622702269092e+00 2.543099423012355231e+01 4.363408715093303414e+01
5.279383005206013024e+01 4.803231932792366266e+00 6.000600873226253640e+01 -7.921963953270836356e-01 5.218413601575038197e-01 3.428765754851736958e-01 2.535810103604685040e+01 4.803231932792365910e+01
5.376231697756750094e+01 4.943775913905048114e+00 5.603641778560215414e+01 -1.612272760425259577e-01 5.667355718329416536e-01 3.700937266175208240e+00 2.657888477494266866e+01 4.943775913905048469e+01
5.430644601374618929e+01 5.323692079185708081e+00 6.004580454511479104e+01 -3.547454842137085507e-01 6.032007317127849877e-01 1.752617590537575154e-02 2.891107964921068785e+01 5.323692079185708081e+01
5.083557303144887385e+01 5.556175737150624627e+00 5.189688695877274682e+01 -7.130103746600706671e-01 5.728960048625511003e-01 6.332116943119546093e+00 2.824513774614848671e+01 5.556175737150624627e+01
5.473119012918583337e+01 4.833464596042235328e+00 4.387250091245141448e+01 -1.707659552575258033e-01 8.143732807574148858e-01 1.550927290627667432e+01 2.645412697886759901e+01 4.833464596042234973e+01
5.949314259413225159e+01 5.185747964488811590e+00 5.343575045797914669e+01 -7.381626386279496188e-01 5.637667150253840020e-01 4.044402381929038448e+00 3.085164431085639336e+01 5.185747964488811590e+01
5.501564930946075549e+01 5.107013046040960624e+00 5.094381865827686084e+01 -5.078683124798608617e-01 4.698321149596103030e-01 1.091463701267298703e+01 2.809656387598304406e+01 5.107013046040960802e+01
5.599192487441728616e+01 5.216970162804907218e+00 3.905786484745673448e+01 -2.477081551244726398e-01 5.896835576199768170e-01 1.851786876009964189e+01 2.921082014278488970e+01 5.216970162804906863e+01
5.759887770115593497e+01 5.432303021761757833e+00 5.345011493330291330e+01 -5.484955322568723091e-01 6.681248570456739255e-01 4.058405049853158530e+00 3.128945573860752916e+01 5.432303021761757833e+01
5.221582704532193731e+01 4.889722099870093430e+00 5.014312171188559830e+01 -5.487378560354390089e-01 6.239910987216596983e-01 8.087753031136752924e+00 2.553208834665051796e+01 4.889722099870093075e+01
5.535644337847644181e+01 4.970904006135857145e+00 5.200623111262196829e+01 -1.774588523728208855e-01 4.632830470578177540e-01 6.388992245971851780e+00 2.751715661555012815e+01 4.970904006135857145e+01
5.598803308130750622e+01 4.272631835994341820e+00 4.848084885176916714e+01 -7.037592347093060141e-01 7.525765807997104595e-01 1.212581918170742235e+01 2.392162525778988424e+01 4.272631835994341998e+01
5.644252742186123584e+01 4.310665306457272195e+00 4.311930905900079836e+01 -5.510461543443252452e-01 5.695775721909650535e-01 1.554889837444111578e+01 2.433048447661804659e+01 4.310665306457272550e+01
5.304930433155335123e+01 4.265001239859190107e+00 5.552112934827870561e+01 -1.775927633433393993e-01 6.302689498066356144e-01 5.936223964594442570e+00 2.262553487477425307e+01 4.265001239859189752e+01
5.841841134617561693e+01 4.561315325456806846e+00 4.765652016154303539e+01 -6.295397048249142813e-01 6.707494805252314229e-01 1.102532938712942112e+01 2.664647949621506839e+01 4.561315325456806846e+01
5.964757422359336658e+01 4.458274574334203599e+00 4.752010299298865448e+01 -3.333087562407932580e-01 6.635873296371084251e-01 1.202662475925610153e+01 2.659252635817585286e+01 4.458274574334203777e+01
5.673485857595132842e+01 5.518200326302309833e+00 3.857224600129293890e+01 -7.949636390610095305e-01 7.566890266994075187e-01 1.862777194836744954e+01 3.130743151065300367e+01 5.518200326302309833e+01
4.872630787384492379e+01 4.649145542564083300e+00 4.443051774129371267e+01 -5.553758349407367234e-02 4.818619363616569728e-01 1.540437048193357228e+01 2.265356970572913298e+01 4.649145542564083655e+01
5.608021067882822308e+01 5.266650555472666362e+00 5.804601759209982959e+01 -4.240887709026068819e-01 5.770631602859430664e-01 4.214164565220723802e-01 2.953548727226748127e+01 5.266650555472666184e+01
5.418089535046012628e+01 5.034265887801088191e+00 5.709167496515207318e+01 -5.059645847579403721e-01 6.774600609734713341e-01 2.764304418831796895e+00 2.727610332333420118e+01 5.034265887801088013e+01
6.471934214345110092e+01 4.598523554142772696e+00 5.315285546621547752e+01 1.303267634758036309e-01 6.555129100265739694e-01 7.418293653999921133e+00 2.976134192552849100e+01 4.598523554142772696e+01
5.754392017615636945e+01 5.099728649703675565e+00 5.885721053772612521e+01 -5.122239211892747335e-01 6.069294507600799804e-01 1.148114206670894921e+00 2.934583783386059963e+01 5.099728649703675387e+01
5.273745425480594662e+01 5.497997732054571429e+00 3.817125196711529611e+01 -6.767415291195497673e-01 6.533037634028158180e-01 1.962657894074995113e+01 2.899504038872548151e+01 5.497997732054571429e+01
5.520281060332390410e+01 4.771019040706327985e+00 4.982833579636916710e+01 -1.064091547753861278e+00 6.488925084175596325e-01 8.200014691366142472e+00 2.633736604889635302e+01 4.771019040706327985e+01
5.168564250737468768e+01 4.737795621699763871e+00 5.207618033838720351e+01 -5.835632618791102288e-01 5.462528985017005567e-01 8.921627798459006442e+00 2.448760107761789939e+01 4.737795621699763871e+01
5.248291025254721376e+01 4.490753616486836464e+00 5.003738641011130994e+01 3.766451784982081108e-01 4.717501505138450568e-01 9.271134482295583013e+00 2.356878190203804735e+01 4.490753616486836108e+01
5.178571198193533576e+01 4.680783531563679212e+00 4.777256368030713674e+01 -1.159853790738051060e+00 6.406024216622026035e-01 1.338094699502170926e+01 2.423977078153428266e+01 4.680783531563679389e+01
5.990886956509164918e+01 4.525482300998509899e+00 4.550035309701405595e+01 -1.122798362207097611e+00 5.721775752131270654e-01 1.452034385886713963e+01 2.711165288896505743e+01 4.525482300998510254e+01
5.040559192237963515e+01 5.302098016445262019e+00 5.068229025659324094e+01 -3.059515319226591146e-02 6.883140491498260793e-01 8.124804886378154123e+00 2.672553889493983803e+01 5.302098016445262374e+01
5.252605460910192647e+01 5.089213208089916840e+00 5.498383298587980761e+01 5.865340133258598598e-01 7.140757607675884966e-01 4.538849389055371830e+00 2.673162908854937925e+01 5.089213208089916662e+01
5.084467992770819222e+01 5.246550056744015755e+00 5.043521907772707635e+01 9.118346438547852983e-02 4.928714132838796225e-01 7.137598422594995107e+00 2.667591583598487404e+01 5.246550056744015933e+01
5.607031521458506518e+01 4.844557951305271004e+00 4.358000356204335191e+01 -8.395186057949395320e-01 5.953338398805747556e-01 1.614704863246348410e+01 2.716358914050109519e+01 4.844557951305270649e+01
4.913172255675971201e+01 5.643649274011864669e+00 4.234356836970825810e+01 -3.166568863565384362e-01 6.018406458826668359e-01 1.609750426848333049e+01 2.772822103384093140e+01 5.643649274011864492e+01
5.656079507934269657e+01 5.015116598337692189e+00 4.041712741829679345e+01 -5.643027498576191903e-01 6.273018473355811420e-01 1.927512962062168000e+01 2.836589822175884024e+01 5.015116598337692011e+01
5.084256860532122602e+01 4.286805311282801512e+00 5.561581566558795231e+01 3.091062070366454861e-01 4.674531441602860493e-01 7.526839080785727276e+00 2.179521931365512444e+01 4.286805311282801512e+01
5.442957410442399180e+01 5.069624277754187780e+00 5.709512607487431524e+01 -2.124132567981185105e-01 6.152491335720264853e-01 2.482314901299464083e+00 2.759374903076085417e+01 5.069624277754187602e+01
5.506889879042351765e+01 5.407886211748424543e+00 4.205124114234193655e+01 -5.095973733502834335e-01 7.485904886651577606e-01 1.467797782491353331e+01 2.978063384649008327e+01 5.407886211748424898e+01
5.326697541868448127e+01 5.096203051042331289e+00 4.680050629464058431e+01 -1.363383062569152315e-01 5.296726079577707136e-01 1.201430640754451495e+01 2.714593226484966948e+01 5.096203051042331111e+01
6.769606390755321002e+01 4.056025758517638025e+00 4.240576995370746971e+01 -4.812407223209618223e-01 7.694384090914905272e-01 1.743774514279536092e+01 2.745769789592920418e+01 4.056025758517638025e+01
5.058743820419995529e+01 4.730043711020870845e+00 4.924510142243116917e+01 -8.494948840207143803e-01 6.967414101731894682e-01 1.055209651801086679e+01 2.392807939344329071e+01 4.730043711020870489e+01
4.857887888302569479e+01 5.713666564346686627e+00 4.466219841959641457e+01 -1.106402394989629556e-01 6.087059476445493278e-01 1.259176323708008027e+01 2.775635160073912289e+01 5.713666564346686982e+01
5.963355118163563873e+01 5.515015562770690494e+00 5.189165530812122284e+01 -3.748223315402778866e-01 4.886764480831642388e-01 8.014408384039633404e+00 3.288799628300030520e+01 5.515015562770690849e+01
5.766368220256772048e+01 5.319093625143148429e+00 5.534355997265506488e+01 -3.911569054598871276e-01 4.618511598962853348e-01 1.161101204982597501e+00 3.067185244059583482e+01 5.319093625143148074e+01
5.758584555473096600e+01 4.202839145394639431e+00 4.936337452491575561e+01 1.248085403672831717e-01 5.894669410190966907e-01 1.076566873472958363e+01 2.420240459180731918e+01 4.202839145394639786e+01
4.372691115328809275e+01 4.982910000688569596e+00 5.817481932182928261e+01 -7.628751472043937554e-02 6.552807163066773910e-01 5.118930125855153612e+00 2.178872628849397941e+01 4.982910000688569596e+01
5.341053086147375950e+01 5.052035858200441432e+00 5.475215415579337730e+01 -3.273038861267991706e-01 5.424991076951635183e-01 5.566271503015105537e+00 2.698319171176867570e+01 5.052035858200441254e+01
4.985598663468187652e+01 4.611732055783008377e+00 4.511578712516510592e+01 -1.164958244109264740e+00 5.479876423563199150e-01 1.496501437417596847e+01 2.299224517358516451e+01 4.611732055783008377e+01
5.332041688887376552e+01 4.352672830371777657e+00 5.651982494197983442e+01 -2.225376840604464945e-01 6.263229434577748389e-01 7.076869581589231295e+00 2.320863298962973076e+01 4.352672830371777479e+01
5.199964275330629704e+01 5.029370100879168248e+00 5.595265448306385991e+01 2.573329383245077651e-01 5.740440215625317588e-01 2.430904973533503100e+00 2.615254485198768108e+01 5.029370100879168604e+01
5.284579487448960577e+01 4.774622282264405548e+00 5.414042871466232754e+01 -3.170275547941852068e-01 6.780494047749379138e-01 7.067286662528818653e+00 2.523187097317121896e+01 4.774622282264405726e+01
5.780518028209152703e+01 4.617736124896163474e+00 5.610597603420089996e+01 -5.359347923737072250e-01 5.604695338628453705e-01 2.203011241998054093e+00 2.669290691947494309e+01 4.617736124896163119e+01
5.430132320747129882e+01 5.199575255302024246e+00 4.085534936039819343e+01 -4.798703813007634267e-01 6.318651415942542204e-01 1.928992637423814926e+01 2.823438164797253336e+01 5.199575255302023891e+01
4.565627291071382388e+01 5.833453315000564743e+00 5.336949377573137099e+01 1.470444965667425663e-01 6.282237674928012883e-01 7.118515091340996470e+00 2.663337365615740282e+01 5.833453315000564743e+01
5.595172685774144838e+01 5.352519235454535895e+00 4.684415009495007354e+01 -7.536571208539619704e-01 6.762010118611876397e-01 1.030353490470679390e+01 2.994826942629592992e+01 5.352519235454536073e+01
5.252475972027642825e+01 5.328022317104496253e+00 5.093715725923954096e+01 -9.522616595298849518e-02 5.704941741784284037e-01 7.368024412814699886e+00 2.798530919901840974e+01 5.328022317104496608e+01
5.698707811326160311e+01 4.313262984283918300e+00 5.478071560000445572e+01 -1.251223300030055441e+00 6.986803411478548220e-01 3.514163045762471960e+00 2.458002546084275153e+01 4.313262984283917945e+01
5.109390276233754946e+01 4.849358110790850773e+00 4.912581697353390808e+01 -3.447347054964602364e-01 5.786023258731476382e-01 1.105294681800475587e+01 2.477726317725006666e+01 4.849358110790851129e+01
5.258764904350991998e+01 5.349933938249223253e+00 5.002148759102670539e+01 -1.072415960182464545e-01 5.662642520351943709e-01 1.158184727338452547e+01 2.813404483506130305e+01 5.349933938249223075e+01
5.536102003259829729e+01 5.078138442769001060e+00 4.503792430337644959e+01 -4.155255104374262487e-01 6.178479998363337611e-01 1.453421899161433117e+01 2.811309240584422042e+01 5.078138442769001415e+01
5.525208034526186651e+01 5.645104141950752386e+00 4.758279311098004882e+01 -5.018644767579711896e-01 7.292043111314987502e-01 9.900542320895981518e+00 3.119037476084334770e+01 5.645104141950752563e+01
6.032163353236980896e+01 4.169419475647841544e+00 5.779347911511497671e+01 -8.633641067681434578e-01 6.956630424524656853e-01 3.949387461827345902e+00 2.515061936527545683e+01 4.169419475647841722e+01
4.888370621424587625e+01 5.244530844972518757e+00 4.479452849426184002e+01 -1.155910054366717787e-01 6.143852099765148012e-01 1.595477767714012174e+01 2.563721050571873050e+01 5.244530844972518935e+01
5.125640561929433403e+01 4.426262218490125022e+00 5.584196170568718998e+01 -3.590199733899801515e-01 6.251491123209893530e-01 4.028021776856770764e+00 2.268742916482874605e+01 4.426262218490124667e+01
5.475777302848160133e+01 4.910928669376459332e+00 5.672908481832662630e+01 -2.218475880297319236e-01 5.148379221754832979e-01 1.455316353857041278e+00 2.689115174367793060e+01 4.910928669376459510e+01
5.465538907687885484e+01 5.279286324018706011e+00 4.568051661394900265e+01 -6.346462645588850648e-01 5.745738650488982913e-01 1.026970100545779907e+01 2.885414480874878862e+01 5.279286324018706011e+01
6.478135595303332650e+01 4.324410473307882086e+00 5.574655163011622250e+01 -4.748858336749535169e-01 5.499369113070842197e-01 3.226206521105198455e+00 2.801411741583832438e+01 4.324410473307882086e+01
5.258546696755141170e+01 5.673061914635178837e+00 5.690656729042981965e+01 -2.936687657451333422e-01 6.357661455826135732e-01 1.794493415144788884e+00 2.983206099169221304e+01 5.673061914635178482e+01
5.195021294773959397e+01 4.309445619967248398e+00 4.935732690295099445e+01 2.535503990189091894e-02 7.040106124692682155e-01 1.299296718676650997e+01 2.238766176440022448e+01 4.309445619967248575e+01
4.963721934043425676e+01 6.369518389417489601e+00 5.222743903746182070e+01 -1.106219583860912792e+00 5.437562420660013718e-01 4.004860969784908242e+00 3.161651813884454754e+01 6.369518389417489601e+01
5.992055762268064001e+01 5.033395655432486571e+00 4.623860907586940527e+01 6.677350006876636712e-02 4.975972619625119719e-01 1.080933585040085809e+01 3.016038744090927182e+01 5.033395655432486393e+01
5.769272931813295457e+01 4.738049300669118225e+00 5.214687047917727369e+01 1.296676719829807922e-01 5.634268054022726346e-01 7.419164327250735269e+00 2.733509957994725781e+01 4.738049300669118225e+01
5.254289629472717849e+01 5.908233908228412545e+00 5.005962952542846267e+01 -8.756227991140086431e-01 6.047777224464221391e-01 1.018692519871315838e+01 3.104357215250361079e+01 5.908233908228412190e+01
4.644735599966116979e+01 4.800405450020161169e+00 5.582577917394040412e+01 1.335756865701132057e-01 5.967977103176649312e-01 3.752819490519571310e+00 2.229661408798001077e+01 4.800405450020161169e+01
5.632490169931270430e+01 5.387618255966263092e+00 4.923630456617276963e+01 -7.662388989295934039e-01 6.998299604033675347e-01 7.686092574242950448e+00 3.034570686607223067e+01 5.387618255966263092e+01
6.097764925017500559e+01 4.149715356841593206e+00 4.803424832892596896e+01 -5.087671427609983255e-01 6.456271753194644525e-01 1.253957659245531886e+01 2.530398875175514917e+01 4.149715356841593206e+01
5.838716748001836265e+01 5.073293476225805065e+00 4.363071256747118554e+01 -9.149657754159949974e-01 7.101293859904249661e-01 1.404521958158543526e+01 2.962152358716806333e+01 5.073293476225805421e+01
5.135937953709459691e+01 4.569810233283799761e+00 5.430623998519366324e+01 -1.553302186555349351e+00 6.914621991828344694e-01 6.593762886387124489e+00 2.347026181837214764e+01 4.569810233283799761e+01
5.435897184882493605e+01 4.826519940384245366e+00 5.356846764972693364e+01 -6.197000016706901704e-01 6.039145438112754061e-01 5.697561448492310276e+00 2.623646615671394144e+01 4.826519940384245189e+01
5.441907453665464089e+01 5.070091046227369169e+00 5.427853713338632957e+01 -7.213990003505266202e-02 4.495668625976960708e-01 7.441567898464911401e+00 2.759096625522725077e+01 5.070091046227368992e+01
5.421408736645605586e+01 4.551011338203450940e+00 4.259580481622790415e+01 -8.365492773087943590e-01 6.123139252846758751e-01 1.834312225986731448e+01 2.467289262950939843e+01 4.551011338203451118e+01
5.780518028209152703e+01 4.617736124896163474e+00 5.610597603420089996e+01 -5.359347923737072250e-01 5.604695338628453705e-01 2.203011241998054093e+00 2.669290691947494309e+01 4.617736124896163119e+01
5.619410528287922801e+01 4.790174855993074132e+00 4.590156894320538328e+01 -4.576414309290566251e-01 6.067498723671274075e-01 1.654889120882805997e+01 2.691795901810756320e+01 4.790174855993073777e+01
5.665407685388053949e+01 4.556220915235098090e+00 6.072168432241164737e+01 5.347522283721755088e-01 6.401588226061658560e-01 9.676741110566255966e-01 2.581284898949871831e+01 4.556220915235098090e+01
5.118661569784060106e+01 4.596422009070649572e+00 5.640839067198120205e+01 -6.381812572973455389e-01 5.902574984616504317e-01 3.273891422488367731e+00 2.352752869633957644e+01 4.596422009070649750e+01
5.006673868435063213e+01 4.521504702936271158e+00 5.793755373261673469e+01 -4.367203211227828064e-01 5.765712926358668167e-01 3.080492973361470543e+00 2.263769944219727037e+01 4.521504702936270803e+01
5.797690657547892812e+01 4.673249243282416643e+00 4.820846651565903329e+01 -1.266629396838787613e-01 6.037833588965546561e-01 1.197438474476757975e+01 2.709405347817122589e+01 4.673249243282416643e+01
5.771140971256751584e+01 4.826658919880244980e+00 4.431070276920168993e+01 -2.691870969138125957e-01 6.510734476782504832e-01 1.376153216072088625e+01 2.785532904680274058e+01 4.826658919880244980e+01
5.769191795798083433e+01 4.865217795013276891e+00 5.284181135416223896e+01 4.641412349660534176e-01 4.804774254375643316e-01 6.076441446711585925e+00 2.806837458776143990e+01 4.865217795013276714e+01
4.993639436743782767e+01 5.290035825694872962e+00 4.382895032105109578e+01 3.174175650835628915e-01 5.198032505908725120e-01 1.613292383845617906e+01 2.641653152097737944e+01 5.290035825694872784e+01
5.930746672537481601e+01 4.792199030037890495e+00 4.374879859337683286e+01 -3.338249250799893986e-01 6.561308666215077690e-01 1.522172092032425184e+01 2.842131845153456382e+01 4.792199030037890850e+01
5.740012651556519785e+01 4.288608895728270198e+00 4.815023400054153058e+01 -6.911691881275494609e-01 6.095585685046660540e-01 1.312017643506503184e+01 2.461666931905810785e+01 4.288608895728270198e+01
4.903940476169321983e+01 5.507488457113732139e+00 4.823710816966582371e+01 -1.121820096807851996e+00 6.846689783631993986e-01 1.127490068853337313e+01 2.700839556687536103e+01 5.507488457113731783e+01
5.773013530231481383e+01 4.704865315217467980e+00 5.926430559278981036e+01 -1.915644870654009679e-01 4.966235305229387276e-01 1.156177443737899102e+00 2.716125112266724528e+01 4.704865315217467980e+01
5.228588275331375002e+01 5.200562623919248395e+00 4.116461398413574102e+01 -6.809957810313207460e-01 5.762162398555905618e-01 1.858324446365890736e+01 2.719160076055075592e+01 5.200562623919248040e+01
5.173464574973250052e+01 4.726892939965878782e+00 4.882522170263827377e+01 -8.110550608451916332e-02 7.529880478341899330e-01 1.034679352337984426e+01 2.445441317460463182e+01 4.726892939965878782e+01
5.093306459830350263e+01 4.658585574635177196e+00 5.089858528024115003e+01 -1.204920509449195265e+00 7.173040486292840967e-01 9.089940784671226126e+00 2.372760400096183275e+01 4.658585574635176840e+01
4.968601086776078546e+01 5.354720085274447428e+00 4.116670065776073528e+01 4.958630078130568108e-01 6.178847710205193078e-01 1.890892130324474607e+01 2.660546803507631353e+01 5.354720085274447428e+01
5.733532273621939623e+01 6.165855112388956449e+00 3.985569306743327189e+01 -3.805063474843599636e-01 5.796317689824694863e-01 1.533074734795956573e+01 3.535212928135891275e+01 6.165855112388956627e+01
