"A_mean","A_stdev","A_median","A_errlo","A_errup","T_mean","T_stdev","T_median","T_errlo","T_errup","phi_mean","phi_stdev","phi_median","phi_errlo","phi_errup","m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.478183141308414106e+00,7.784695949444643548e-02,1.476002192979205541e+00,1.399553726006393717e+00,1.560524504062875017e+00,9.997247132025459848e+01,8.916129373837292649e-01,9.997278888699952404e+01,9.907755380788317723e+01,1.008448914137778871e+02,1.030950548825698920e+00,1.335301067310861456e-01,1.031327535237239523e+00,8.923826649028074876e-01,1.160948367173384899e+00,1.506810972204278620e+01,5.490280593439831464e-02,1.506817778491302917e+01,1.501223697148977010e+01,1.512281903072450362e+01,1.633307850282084317e+01,9.339477885814653768e-02,1.633474209572079161e+01,1.624136732048165399e+01,1.642681101537961297e+01,1.633777721368567626e+01,8.818721783733991793e-02,1.633863917293002288e+01,1.625020513664760102e+01,1.642481917623824117e+01,1.633850270488176903e+01,1.020520891437355637e-01,1.633956867499084353e+01,1.623593294208354720e+01,1.643811125852175437e+01,1.633526089258798564e+01,1.289453556553513125e-01,1.633953313879036173e+01,1.620606135353127542e+01,1.646335474626612694e+01
