weight logl C sigma mu1 mu2 a1 a2 W lam0
0.000000000000000000e+00 -1.972768355599981305e+03 2.555160684766906911e+02 2.358325353055505946e-01 1.214354114176336452e+03 1.217549144015260481e+03 2.162226937892716876e+02 2.576463145622379329e+02 1.854556588853972787e+00 1.216091277080867485e+03
0.000000000000000000e+00 -1.946657679581885304e+03 1.567608838494835766e+02 1.712624598463712289e-01 1.210015817570076479e+03 1.212053140144053032e+03 1.108957028612192346e+02 1.493419447236881012e+02 1.660093010414374737e+00 1.211184970911457867e+03
0.000000000000000000e+00 -1.939913506051807644e+03 1.030759404573926332e+02 4.213915756459440942e-01 1.216345772599818702e+03 1.215395240228297780e+03 8.510175319185032095e+01 1.421443573223163526e+02 2.204647461917661477e+00 1.215751206590490028e+03
0.000000000000000000e+00 -1.918870512547246335e+03 1.849537175270564830e+02 1.582830185034270476e-01 1.218136063593235349e+03 1.210392239062661702e+03 1.623876422360580420e+02 1.935988599524350207e+02 1.924732884249361398e+00 1.213924680320065590e+03
0.000000000000000000e+00 -1.892845041613954891e+03 1.481397853495638515e+02 1.166835037817644527e-01 1.219302590690132092e+03 1.219201144701386511e+03 3.246166946647616101e+02 7.341719716560146480e+01 2.686880441274616338e+00 1.219283879016804121e+03
0.000000000000000000e+00 -1.836761702397354156e+03 1.186388109257382695e+02 1.146753936874266300e-01 1.219925317813077299e+03 1.217204327357183956e+03 8.933482691418461741e+01 6.194888734904671423e+01 1.275162091416501831e+00 1.218811104481848133e+03
0.000000000000000000e+00 -1.809750565961897109e+03 1.526035629670678588e+02 2.699214549008823738e-01 1.218287684413667421e+03 1.216569794201767081e+03 2.226257264378031380e+02 1.460780844910566145e+02 2.416089138157453853e+00 1.217607067332742645e+03
0.000000000000000000e+00 -1.437913758437153319e+03 2.131607242982499884e+02 5.116641481464545560e-01 1.215184505786189675e+03 1.212446063209559497e+03 2.362145919487859089e+02 3.604142790427358136e+02 2.798962486901344970e+00 1.213530254952977657e+03
0.000000000000000000e+00 -1.370406472175469389e+03 2.038090066621758751e+02 6.032068935322357772e-01 1.211193339906144502e+03 1.212258308226269719e+03 2.102493875031172621e+01 3.118088442903771238e+02 1.633067097924569611e+00 1.212191034725674172e+03
0.000000000000000000e+00 -1.302703234451715844e+03 1.686682292927324056e+02 1.271409532723976887e-01 1.214735837743163529e+03 1.213981251575107080e+03 1.031949596078984399e+02 1.847858588642823747e+02 1.707380338785529528e+00 1.214251649754910886e+03
0.000000000000000000e+00 -1.246002388631500253e+03 1.926578153004654723e+02 1.117808528587368316e-01 1.213134251218320060e+03 1.212799341097951356e+03 8.044522684874804952e+01 6.782453691366363557e+01 7.696016044362019581e-01 1.212981049896315426e+03
0.000000000000000000e+00 -1.147306639077497948e+03 1.788921559615835406e+02 3.501682382724030651e-01 1.217567407415079060e+03 1.210410373232894472e+03 3.213036616954859426e+01 1.580415259911605688e+02 1.063053274407111948e+00 1.211619585206066859e+03
0.000000000000000000e+00 -1.126887983853800506e+03 1.540138816624289575e+02 2.433071365462722846e-01 1.211835340571890129e+03 1.214038960455073038e+03 3.495428501485115902e+01 9.899291672186384972e+01 8.697086281501784644e-01 1.213463913298712214e+03
0.000000000000000000e+00 -1.078583357083983628e+03 1.053066164423357804e+02 1.446567331124495981e+00 1.214015105050132888e+03 1.216366301408780146e+03 2.669044515634049048e+02 3.482070670310967557e+02 5.841147872520686235e+00 1.215346088397558105e+03
0.000000000000000000e+00 -9.916237878811984956e+02 2.037195494707215744e+02 2.014152950644609308e-01 1.212549959654133545e+03 1.218471363684055405e+03 5.773862606644852846e+00 1.333228478962899999e+02 6.827852843004923455e-01 1.218225567984188956e+03
0.000000000000000000e+00 -9.504642430228550438e+02 2.729349455214617706e+02 4.100739679594855858e-01 1.215770971738006892e+03 1.219392139020927743e+03 1.511421732330321959e+02 3.627712515136411753e+02 1.882915446260664760e+00 1.218327152067043698e+03
2.532008056834665365e-306 -8.673626102849151494e+02 1.318819166301042571e+02 1.211729424458636517e+00 1.217112022580900202e+03 1.212757121192497834e+03 7.942564470652979480e+01 3.851114570087618176e+02 3.522371478860152116e+00 1.213501713710792046e+03
2.041760336493780437e-271 -7.869848323705953135e+02 1.072926943844052516e+02 2.150529606694877138e+00 1.216389333248182993e+03 1.211286310429353762e+03 2.964411486200561967e+02 3.942743658355665275e+02 6.437675169018932664e+00 1.213476424758898474e+03
3.461081658116734179e-265 -7.726390530002727246e+02 1.412710346741078808e+02 9.341354315027533550e-01 1.213830176482545767e+03 1.212568802091725274e+03 6.587619760127250856e+01 3.166045666582465969e+02 2.707425235058606550e+00 1.212786053667186025e+03
3.157020005992882645e-263 -7.681233354258698682e+02 1.063532513215554474e+02 1.884692198912915062e+00 1.216645725545647110e+03 1.216431442652791702e+03 2.387562909386070942e+02 3.484626975709628027e+02 5.521401379015045130e+00 1.216518567540969116e+03
6.711522074366175188e-245 -7.259201065365831482e+02 1.161248229925853508e+02 1.180818104910996258e+00 1.214275195033735372e+03 1.219388020146671806e+03 5.295372756859548957e+01 2.928588758473254074e+02 2.977938691351126987e+00 1.218605101463367873e+03
9.898567039846348773e-238 -7.094109466443867404e+02 1.242542981773457029e+02 9.615159464205572659e-01 1.211913558023125915e+03 1.211781208690226549e+03 3.676893162339754895e+02 2.477402575261683353e+02 4.952984184754344987e+00 1.211860280996453866e+03
1.396624972168298597e-230 -6.929460973116912328e+02 1.092882104839306407e+02 1.944584868143755862e+00 1.216752742540776808e+03 1.218841340079723295e+03 2.573793454331220119e+02 3.338147207560691072e+02 5.409495347863877868e+00 1.217932058511807099e+03
1.679541923899762258e-229 -6.904565497187645633e+02 1.105024265782959816e+02 1.691423785577990557e+00 1.219760417432034274e+03 1.213524760496581166e+03 2.941776069174383679e+02 3.173398997167177527e+02 5.533973556688080997e+00 1.216524495769781197e+03
1.343337061631824894e-223 -6.768619033899955184e+02 1.003274363883927407e+02 9.855138214030150223e-01 1.218024527039477334e+03 1.212705046630302377e+03 3.148705066287482879e+01 1.480796775299106969e+02 1.789806803172340199e+00 1.213637818256926039e+03
3.422553732513697141e-219 -6.667138329028721273e+02 1.006213560685047952e+02 2.772573018815317702e+00 1.215008993012696919e+03 1.219409434611682400e+03 3.369037039058165419e+02 2.636701910680750984e+02 5.968652366054481462e+00 1.216940920602122105e+03
1.834982733984364735e-215 -6.581243444365486539e+02 1.066237171516755780e+02 1.900786262017114314e+00 1.219947942132418348e+03 1.213530770800517757e+03 2.348905963527752192e+02 3.051662889063505304e+02 5.065072759476935360e+00 1.216321834561004607e+03
3.734015899015637658e-215 -6.574113952057230108e+02 1.136265710441900723e+02 1.524908310827970626e+00 1.214127485652361202e+03 1.219899880889688347e+03 3.824975958824288114e+02 2.966385284469435533e+02 5.976912953443364707e+00 1.216648798784549172e+03
5.917396696727256356e-188 -5.947786853928944311e+02 1.048038169409601892e+02 2.716880618208928233e+00 1.210171309615189557e+03 1.219317341884279131e+03 2.593711624287634550e+02 2.928372746622516729e+02 5.268972573795612568e+00 1.215021469416735272e+03
7.379867255997962538e-186 -5.899501561604522522e+02 2.298740979562101643e+02 4.202174048494156100e-01 1.212335444757443156e+03 1.214041438228882498e+03 4.501053136338582306e+01 2.440782134331684858e+02 1.257595994358721603e+00 1.213775818504718018e+03
4.937693141629017804e-181 -5.788365881001863045e+02 1.296811927568777492e+02 7.606007836984554071e-01 1.217208519979161792e+03 1.215663511566766601e+03 7.835885467851397834e+01 2.185136306695806923e+02 2.289248572109156221e+00 1.216071313217775014e+03
5.368362032510194080e-179 -5.741452933208391869e+02 1.238491850355017192e+02 1.519298540540997555e+00 1.213648276117279465e+03 1.218043761259024222e+03 3.687085731810119000e+02 2.974754197775696412e+02 5.378993755732974336e+00 1.215611020346331998e+03
7.504814856913349296e-176 -5.669000160864877671e+02 1.789666612461866180e+02 6.363305568826547187e-01 1.219732239149559064e+03 1.218725335559945734e+03 3.533554117480766195e+02 2.733781617046013253e+02 3.501957119211957625e+00 1.219293032660546487e+03
1.093491315569556047e-174 -5.642185150767450068e+02 1.024721735381558290e+02 2.770557967747936612e+00 1.217105029820605296e+03 1.212428953499241516e+03 1.522168550423384943e+02 1.871437236862444706e+02 3.311733976270357704e+00 1.214526361613768813e+03
4.481826454692839896e-173 -5.605027749488648396e+02 1.092799357258868156e+02 2.422544222144629167e+00 1.218137137568897970e+03 1.219811970906354190e+03 1.961736149749083040e+02 2.426678724622777281e+02 4.015755358220173044e+00 1.219063276629046868e+03
7.644769861672030241e-173 -5.599662838671770260e+02 1.959216754654269437e+02 7.838645503250053492e-01 1.217405579809005758e+03 1.213690588450998348e+03 3.816500742650321172e+02 3.695368270032081455e+02 3.834118402079495613e+00 1.215578037134253691e+03
2.512654994537848518e-166 -5.449583699911789836e+02 2.989746324632488950e+02 2.016610032619435167e+00 1.218175924954222864e+03 1.211893209625180361e+03 2.719666400275665978e+02 7.510358132938765863e-01 9.121766405194392524e-01 1.218158623016597403e+03
1.692478807603060386e-160 -5.315355051896967780e+02 2.993376718382462514e+02 2.825367705241896399e+00 1.210684932122247119e+03 1.212162887150267125e+03 2.371984658472655383e+02 6.359970108057954974e+01 1.004879088825104683e+00 1.210997425708736046e+03
5.889777589473701184e-160 -5.302859811578155131e+02 1.078517935374138119e+02 2.058579327406619974e+00 1.215360705715285349e+03 1.214560568307675794e+03 1.772816221042536995e+02 2.088514745945643085e+02 3.580219521939320693e+00 1.214927927797810298e+03
1.940490372273939877e-159 -5.290911735907236562e+02 1.168327095375371698e+02 1.987682756548422303e+00 1.216162570246715177e+03 1.210669432250979753e+03 1.845254375876931476e+02 3.007593356798250852e+02 4.153672162431541359e+00 1.212758151593166531e+03
1.062072006515518358e-158 -5.273888074848108545e+02 2.977104923925471098e+02 1.798280999971942684e+00 1.212466228215948149e+03 1.214321403644939437e+03 3.301203572507481567e+02 3.357157367212752774e+01 1.221629536802917082e+00 1.212637475233804707e+03
1.809074202424968165e-152 -5.130382034260642286e+02 1.100526586856697975e+02 2.354936021690704262e+00 1.211876015494031662e+03 1.216035968231129800e+03 9.434044377240206813e+01 1.860934388741731595e+02 2.548179080775729854e+00 1.214636523258267289e+03
8.273102965573889297e-152 -5.115155090040047980e+02 2.982981176043151095e+02 1.715749607145708788e+00 1.213998849065171044e+03 1.213135575871641777e+03 2.849568024025462023e+02 6.806275942956263236e+01 1.183445489590317479e+00 1.213832408555788788e+03
2.112667690025410928e-151 -5.105754821001266919e+02 2.955230723033915865e+02 2.949284075710958408e+00 1.219949860112280248e+03 1.215368393537922202e+03 1.306545198167965793e+02 1.019424189737494544e+02 7.870686270876204871e-01 1.217941898238551403e+03
2.683326147951868333e-151 -5.103338764321422332e+02 2.967651126124150096e+02 7.177068382915567923e-01 1.213619163488268896e+03 1.216003178898261694e+03 3.548826826131454482e+02 3.993249950493542428e+02 2.541429722056041562e+00 1.214881411235127416e+03
1.162919570922392818e-150 -5.088649147495385705e+02 1.371322482789322521e+02 2.038213751628572545e+00 1.218920080721348313e+03 1.211597711335793974e+03 1.199730865404729911e+02 3.938176987746863915e+02 3.746680972298282786e+00 1.213307526461099314e+03
2.150700880052948814e-150 -5.082475546843866141e+02 2.922025951472026009e+02 2.730091242519140149e+00 1.211921852018136406e+03 1.213374299568353536e+03 1.051395923690807450e+02 2.786105173396590828e+01 4.551658551699209188e-01 1.212226111569737668e+03
2.181618015277863918e-150 -5.082307816537817757e+02 2.979372331545413886e+02 1.690738232582343903e+00 1.210269052274688875e+03 1.215499428930990916e+03 1.028931152837702143e+02 1.668560512805843246e+02 9.053892449368167172e-01 1.213504354191265747e+03
1.987757807876993330e-149 -5.060187560973417931e+02 2.951772413493993099e+02 8.067132897425109972e-01 1.210109833805867765e+03 1.212220089560869837e+03 5.129874221399468581e+01 1.244215348092047719e+02 5.953042864005919643e-01 1.211604033930778087e+03
2.714704631244753467e-147 -5.010994100291136419e+02 2.999219608954208525e+02 8.215165086464316646e-01 1.210575397272685223e+03 1.211213496934860359e+03 2.324723778316806033e+01 2.472743112127936058e+02 9.019731272372190078e-01 1.211158661914763115e+03
2.431467059835885508e-145 -4.966019281956454847e+02 2.998185734950326946e+02 2.156603211402092768e+00 1.217956983894590167e+03 1.219077085764448384e+03 7.024536989192216652e+01 1.526672157169030584e+02 7.434915822935778129e-01 1.218724113454921962e+03
6.768702850925292616e-144 -4.932730284401168319e+02 1.002267205989442118e+02 1.518174954766690732e+00 1.210749353397730147e+03 1.211290137181091723e+03 2.302730608326546928e+02 5.451907501243496057e+01 2.841479139925981556e+00 1.210852878137144444e+03
5.710444646460125666e-143 -4.911379559209964896e+02 2.967945258530961041e+02 1.739760942054999981e+00 1.214097773822032195e+03 1.212394610458216903e+03 2.494888361276951514e+02 9.978645324682133833e+01 1.176825240865111866e+00 1.213611187348424437e+03
6.496263376098603741e-142 -4.887039405737850757e+02 2.973988775487449630e+02 2.274088174746988322e+00 1.216918257947107122e+03 1.218600739920838350e+03 2.252340995651267406e+02 1.213816052009653674e+02 1.165490964939100316e+00 1.217507447530513446e+03
1.029584602118660588e-141 -4.882409272051979201e+02 2.917586309721522753e+02 1.063384004186070930e+00 1.219684774878061035e+03 1.218869450077070042e+03 3.202612990336212420e+02 3.146222570232146722e+02 2.176057496367379773e+00 1.219280733339029894e+03
5.312670039312445063e-140 -4.842949029930463212e+02 2.879564220577771607e+02 2.995243120921094793e+00 1.219470046587182196e+03 1.218817802891673637e+03 8.788907382532809720e+01 6.912367056283703448e+01 5.452656456353011105e-01 1.219182901244231289e+03
1.100414996447885200e-139 -4.835642250630364174e+02 2.892686109256005125e+02 2.155363222564667947e+00 1.215224777905241126e+03 1.219609966761876649e+03 3.223211356995302594e+02 4.626257909980040495e+01 1.274191878683062162e+00 1.215775182435343822e+03
2.049034168918819342e-139 -4.829400438961729947e+02 2.865611737844159279e+02 1.562470903725209359e-01 1.211627559759612041e+03 1.211503983371868117e+03 3.351545205364388949e+02 4.388286940230958777e+01 1.322710208550107902e+00 1.211613252763446098e+03
3.072545730665144831e-138 -4.802298209019875230e+02 2.826001136332770329e+02 7.176857615531159196e-01 1.210737062171459684e+03 1.219250694044912962e+03 1.490409774782666119e+01 3.740827577939114690e+02 1.376456826363900321e+00 1.218924492786893097e+03
1.059583700722428172e-137 -4.789893661593866909e+02 2.876278336383572878e+02 7.436066445870360697e-01 1.218873869956554927e+03 1.219184838205587539e+03 2.997407058369420838e+02 2.906473608404300535e+02 2.052611039791385039e+00 1.219026959265075675e+03
4.121477135157276492e-137 -4.776285306281460521e+02 2.860614406385058146e+02 2.233420156068240403e-01 1.212984625526160926e+03 1.210569055025803209e+03 2.660480780269377874e+02 5.609754385824587786e+01 1.126141367274582361e+00 1.212563984788305788e+03
7.539986190321032103e-137 -4.770220219047067189e+02 2.969530176356578295e+02 1.066311851548579881e+00 1.217621146716768862e+03 1.210285588794841033e+03 1.065934432090781314e+02 1.705154200132985238e+02 9.331740940998665135e-01 1.213107304302837747e+03
1.201593985004815129e-136 -4.765535081660148080e+02 1.067887034962803341e+02 8.633154515824208453e-01 1.212129504622233981e+03 1.219133977007498288e+03 3.896075510658562848e+02 6.624293472767730862e+01 4.268714488226854620e+00 1.213147375221211632e+03
1.471223261960920934e-136 -4.763485629564696637e+02 1.317820294840108488e+02 1.585234117702676082e+00 1.218895433628426645e+03 1.214096502282088522e+03 1.572210806331506561e+01 2.661278926121660788e+02 2.138758993005780873e+00 1.214364195441693710e+03
1.636244168184288079e-136 -4.762397536881077258e+02 2.993871815532276059e+02 1.291176653772827976e+00 1.213598581712123178e+03 1.211742828548358602e+03 1.235825553380242638e+02 1.832716999520229706e+02 1.024941193868355693e+00 1.212490215016367074e+03
6.210205041585690980e-136 -4.749034632488393868e+02 2.937819112371703341e+02 2.351459054626732215e+00 1.215081907528546253e+03 1.218681507269625172e+03 2.436000715254536999e+02 1.093590519015812390e+02 1.201432456956448735e+00 1.216197189125711247e+03
8.579580595721533944e-136 -4.745777721315208169e+02 1.089335261159163082e+02 2.227927571162720444e+00 1.214378975169355499e+03 1.217117526183729524e+03 2.595162770084949102e+02 1.385081860779374097e+02 3.653828874160319984e+00 1.215331961150522375e+03
1.018185550429964467e-134 -4.721014648051234985e+02 2.840487993100219910e+02 1.747455325822213856e+00 1.217631047987556030e+03 1.211831746981267315e+03 3.722629591596855221e+02 3.053843190459937063e+01 1.418071092159948421e+00 1.217191373341927601e+03
1.903022116487426641e-134 -4.714735437660676780e+02 1.292810181803337173e+02 2.994216721148946991e+00 1.213154518083041012e+03 1.219668120897473727e+03 1.478513820785001371e+02 3.687898993635175202e+02 3.996265567164363208e+00 1.217804070901824161e+03
1.473768805641544381e-133 -4.694240789500368578e+02 1.318448152198100161e+02 2.070415368208072593e+00 1.212640262012859012e+03 1.217174607873435889e+03 2.494618717084482569e+02 3.065269276632328683e+02 4.216994035334219681e+00 1.215140130908016317e+03
1.572799859497255903e-132 -4.670539594091543449e+02 2.870217926312487862e+02 9.667474427337383602e-01 1.216213928258776605e+03 1.212311872085024561e+03 5.828002614626417710e+01 5.064268740825075099e+01 3.794928341711438224e-01 1.214399700494813942e+03
2.326833368634588913e-131 -4.643572234232883602e+02 2.891670203822127405e+02 1.996434030487488909e-01 1.216403041344511394e+03 1.210473908836627061e+03 2.908096279430532149e+02 1.041482251623964572e+02 1.365846812625470141e+00 1.214839561538771250e+03
3.020010669633492070e-131 -4.640939713328664311e+02 2.850515292133669618e+02 2.664663528589467756e+00 1.217134785918951820e+03 1.219246714458860424e+03 2.263211234940987140e+02 6.529668439558255955e+01 1.023035409402765605e+00 1.217607671756529271e+03
9.337692547338379222e-130 -4.606600874331315936e+02 2.208709916159364184e+02 4.715604981175542942e-01 1.211864862117347229e+03 1.211252831608388306e+03 2.392102465329465701e+02 2.430916330658998277e+02 2.183636140129716630e+00 1.211556384165669442e+03
