C sigma mu1 mu2 a1 a2 W lam0
1.953320820952893087e+02 7.067158855551103347e-01 1.215734607925941191e+03 1.213674620622150542e+03 7.047798863259427549e+01 2.342660822835594843e+02 1.560133223622168552e+00 1.214151032718843226e+03
1.904087171531011791e+02 5.852257305700121481e-01 1.215674886922091218e+03 1.211170832356673827e+03 3.905880277702567582e+02 2.219932663549353151e+02 3.217191435792491561e+00 1.214042663094157206e+03
2.137652344105745215e+02 8.197284705637555291e-01 1.215858186182002328e+03 1.211870841059492250e+03 3.377382293921800738e+02 3.126372890871662662e+02 3.042475640497197542e+00 1.213941458484946452e+03
2.097141169415283457e+02 7.300594930775204938e-01 1.215750516439219155e+03 1.211380017303327122e+03 1.389908656649187435e+01 2.968035384148290632e+02 1.481553218794277926e+00 1.211575528834110628e+03
2.041133588124086202e+02 8.446429426412416230e-01 1.215649617533754281e+03 1.210182409020014120e+03 3.350776387276646346e+02 2.971431120281068843e+02 3.097400162508800125e+00 1.213080035073929366e+03
1.992524469642374356e+02 6.400538769871816358e-01 1.215714081266208495e+03 1.214935361753671259e+03 1.720260677910988818e+02 2.337364769628188697e+02 2.036424399981122679e+00 1.215265505719362636e+03
1.984694391011005905e+02 6.558496073277140237e-01 1.215742036257189284e+03 1.212382674269550989e+03 4.375931718510866375e+01 2.463211827960565188e+02 1.461587745171173625e+00 1.212889441828094959e+03
1.894591210635484799e+02 6.097706525449175796e-01 1.215725385593491410e+03 1.210579316561045061e+03 2.249803011665941028e+02 2.334900366695285925e+02 2.419890556139244087e+00 1.213104592604438267e+03
1.974460227853848551e+02 6.705937443158764832e-01 1.215701780116254668e+03 1.213108240647278080e+03 7.418315400724510766e+01 2.393612257955058737e+02 1.588000484282025448e+00 1.213721860122683665e+03
1.918736863690040764e+02 5.711882500533277396e-01 1.215654427815943563e+03 1.218597784693960648e+03 1.468142609764180975e+02 2.107528448415849311e+02 1.863554677999690767e+00 1.217389265348067966e+03
1.928666331858216836e+02 6.264500974459118465e-01 1.215678318490848596e+03 1.212781287313029452e+03 5.273955907429473910e+01 2.155032990795951662e+02 1.390820453092294740e+00 1.213350876184823164e+03
1.969006091611453826e+02 5.617308921310129044e-01 1.215653628122617192e+03 1.211170999330927316e+03 1.083590032618508587e+02 2.348069151531720991e+02 1.742838277022152882e+00 1.212586446383781094e+03
1.992753226633160182e+02 6.119464083234463780e-01 1.215698812078439232e+03 1.216269838484175125e+03 2.379899339281303412e+02 2.254681506850774042e+02 2.325717396509950685e+00 1.215976611240797411e+03
2.009960908835549276e+02 7.944568481727638520e-01 1.215642788513571531e+03 1.219995721876122843e+03 3.834545837085859716e+02 2.873577893216605048e+02 3.337439897867839012e+00 1.217507466862417004e+03
1.937462779337025154e+02 5.575453998389532373e-01 1.215652019674637813e+03 1.217270417703050271e+03 1.786431310520575835e+02 2.317657992321072982e+02 2.118280333749696709e+00 1.216565960100522261e+03
1.949307302619548921e+02 6.373331422822174908e-01 1.215733379756436079e+03 1.211428656324811982e+03 3.395959045383302168e+02 2.203749294955612470e+02 2.872665758145894532e+00 1.214039268090104770e+03
2.095786146234453327e+02 7.323734941751126604e-01 1.215795614861310014e+03 1.218177858862362655e+03 1.320362612754447298e+02 2.887650412975159497e+02 2.007844661675161735e+00 1.217430374029445829e+03
2.019311423674951413e+02 7.190593997848934160e-01 1.215751965405780311e+03 1.218539323802426452e+03 2.079709045038165982e+02 2.728567157326075403e+02 2.381146437340330380e+00 1.217333716173975745e+03
2.011807288986589128e+02 6.790447133437477190e-01 1.215761120796258410e+03 1.219563407697604362e+03 1.359327523880328386e+02 2.496546382932434085e+02 1.916621899086113689e+00 1.218222971427228231e+03
2.033359401785646128e+02 6.243300497813528693e-01 1.215771995855421210e+03 1.210622274107291332e+03 3.904000100077814182e+02 2.340007572015398125e+02 3.070784076149980280e+00 1.213842083447040750e+03
2.039984223098933853e+02 6.241617186463914724e-01 1.215670525008093136e+03 1.215208271485368641e+03 2.869931139199045447e+02 2.456475986578482207e+02 2.611004078103211334e+00 1.215457339149132167e+03
2.080298052808990974e+02 6.906089298596236326e-01 1.215668218391333085e+03 1.217376471774684887e+03 2.951009373776660141e+02 2.824555739888165817e+02 2.776316165785080337e+00 1.216503644328738574e+03
2.064823501508073207e+02 7.503266642272987674e-01 1.215767339908384656e+03 1.216122717107875360e+03 1.788450596809128967e+02 2.765542573612711976e+02 2.205512077470915600e+00 1.215983152874742700e+03
1.935325310198389843e+02 6.372219820204184648e-01 1.215643246408593313e+03 1.217040773475314381e+03 1.091729379306907788e+02 2.396103730946208543e+02 1.802194748280111503e+00 1.216603332431294575e+03
1.994963630630727209e+02 6.462893194260950214e-01 1.215843292899833614e+03 1.210627449996886071e+03 2.774976986799984502e+02 2.471470136888696061e+02 2.629845999763898323e+00 1.213386239646569265e+03
1.972009439238036634e+02 6.920515888842009300e-01 1.215718283836522232e+03 1.216987311590596391e+03 8.915951159379034152e+01 2.484582531892986594e+02 1.712049435795504504e+00 1.216652181432901898e+03
1.919779236274379741e+02 5.767524465586553184e-01 1.215658964851606015e+03 1.212623909988442847e+03 4.922359988535215081e+01 2.150770438693377287e+02 1.376724150155957505e+00 1.213189161453940869e+03
1.989306022676427972e+02 4.969167829489509192e-01 1.215758174393935178e+03 1.212305168724532223e+03 3.169945291880582090e+02 2.024196453600397660e+02 2.611032031407988452e+00 1.214412511881673254e+03
2.017597881033939018e+02 7.147150974493748921e-01 1.215635562834411985e+03 1.214277281128035384e+03 8.377064133036316207e+01 2.724412468091504707e+02 1.765524693934398703e+00 1.214596709348819104e+03
1.970925978824608933e+02 7.000706707084142222e-01 1.215704594867434025e+03 1.210076655645494839e+03 1.551420975459563749e+02 2.575717706849617343e+02 2.094009986499067999e+00 1.212192238287520922e+03
2.029161238306213590e+02 8.595131319035111961e-01 1.215641510297278273e+03 1.215252348639842012e+03 8.569047571701776178e+01 3.218429323005611309e+02 2.008383564224576645e+00 1.215334176158520222e+03
1.899889809205335780e+02 5.820862225384080268e-01 1.215781135384628215e+03 1.211761600032018578e+03 3.332907153258397557e+02 2.003559693816245897e+02 2.808829660129984251e+00 1.214272013478479266e+03
1.925182070063974038e+02 5.896215213873651217e-01 1.215663994553696057e+03 1.211319041297854938e+03 2.819603644968941580e+02 2.254795402111343776e+02 2.635802153981031903e+00 1.213733326403091041e+03
1.993079900541895313e+02 6.436618411194580114e-01 1.215698414791218738e+03 1.210300608804816193e+03 2.170870807938247822e+02 2.425230992002972528e+02 2.306029878025258384e+00 1.212850147512367357e+03
2.062849680763985702e+02 7.555568895006385954e-01 1.215632398149703931e+03 1.212816039059998502e+03 1.562775989484404420e+02 3.056439630269333065e+02 2.239240048767387581e+00 1.213768871472570027e+03
2.007479841823392235e+02 5.467199312988025861e-01 1.215756214210654889e+03 1.212527115144689333e+03 4.513716576725616392e+01 2.325834192396790456e+02 1.383429009950515098e+00 1.213051931768619852e+03
1.961109466996545621e+02 6.477538095090269454e-01 1.215780184961817440e+03 1.215563653838212076e+03 3.832326680578916580e+02 2.536282319656614845e+02 3.247452071091729842e+00 1.215693951993137034e+03
2.047058857784650456e+02 7.298507851438121863e-01 1.215592214219466996e+03 1.216370343368547537e+03 1.888837446254766803e+02 2.733688344879050760e+02 2.258130377421764035e+00 1.216052387441157180e+03
1.936822849456218592e+02 7.064040059732398236e-01 1.215618059584969842e+03 1.215051925013788150e+03 1.286536576898270710e+02 2.548093343193440603e+02 1.979855783490121368e+00 1.215241865855133938e+03
1.975023075630434164e+02 6.039874934197133616e-01 1.215763289669110918e+03 1.216795194741080195e+03 2.703809442900316640e+02 2.476854439770474130e+02 2.623090305421928115e+00 1.216256639308619015e+03
1.995423485759573339e+02 6.542525325274495263e-01 1.215685046873654528e+03 1.216366567072467205e+03 2.359984301061810470e+02 2.499192335456558283e+02 2.435160591822284282e+00 1.216035569232634316e+03
2.052193448653490577e+02 7.343222312165492704e-01 1.215740502738251280e+03 1.214116619787644368e+03 3.348144646860666853e+02 2.894877813657673187e+02 3.042121815862235401e+00 1.214987511257695587e+03
1.959438535234901906e+02 5.731757060227171685e-01 1.215577247579352616e+03 1.215524440474750463e+03 1.145690189908995364e+02 2.021045062677274586e+02 1.616144214601064277e+00 1.215543545507812496e+03
2.105260389589809051e+02 7.093015285038327677e-01 1.215716928968911589e+03 1.211814274374243496e+03 1.454578572081516086e+02 2.983345383129333754e+02 2.108016650650772483e+00 1.213093412503902982e+03
2.081996464974004653e+02 8.007515560456514025e-01 1.215678776921599592e+03 1.216258532064234487e+03 1.495882520147469847e+02 3.104393559120858299e+02 2.209550379484321869e+00 1.216070011730043689e+03
1.961109466996545621e+02 6.477538095090269454e-01 1.215780184961817440e+03 1.215563653838212076e+03 3.832326680578916580e+02 2.536282319656614845e+02 3.247452071091729842e+00 1.215693951993137034e+03
2.007412458971394926e+02 6.460603699662208488e-01 1.215720358962160844e+03 1.214801844857843435e+03 1.087804083939867894e+02 2.449033778378392299e+02 1.761888966321623951e+00 1.215084346751548537e+03
2.052873844364526121e+02 6.345675439353379854e-01 1.215753772434801931e+03 1.217113406792387877e+03 1.158967019482543037e+01 2.433211792392439179e+02 1.241726812068073560e+00 1.217051590224654774e+03
1.916542768184554575e+02 6.202182664386782784e-01 1.215688264228780781e+03 1.211766742503352134e+03 1.491632799891247600e+02 2.299977252275862725e+02 1.978359218019806409e+00 1.213309483014811804e+03
1.891981459306915667e+02 6.721886042164517683e-01 1.215687841505955021e+03 1.213335225874565822e+03 7.118740560077502266e+01 2.247149574911812238e+02 1.563981304554397544e+00 1.213901211902606974e+03
2.105238427828827525e+02 8.290187351956541661e-01 1.215721579991077078e+03 1.218679033154815897e+03 2.848802408061910114e+02 3.092774710584318427e+02 2.822282284089735693e+00 1.217261025860397694e+03
2.039061162160371339e+02 7.412214602733560032e-01 1.215742309802811405e+03 1.217905682201092759e+03 2.655692375139062165e+02 2.658393859036913227e+02 2.606143617852902938e+00 1.216824545891005755e+03
1.935457517579896773e+02 7.343434626220998185e-01 1.215673941222150461e+03 1.210804135501720111e+03 2.962545535620128589e+02 2.529225787035219355e+02 2.837453817907756637e+00 1.213431160617803016e+03
1.961885679234732152e+02 8.306553812581526364e-01 1.215695959110372087e+03 1.215311614956068752e+03 2.345154209596452688e+02 2.660706500814887931e+02 2.551555762598748611e+00 1.215491673164545091e+03
1.962180650989969593e+02 6.162836985683588509e-01 1.215735649259381489e+03 1.217552842215459123e+03 3.660060024104432159e+02 2.328213143918779053e+02 3.051845998482339617e+00 1.216442165546575779e+03
2.009576294076495913e+02 5.872694046787038102e-01 1.215888617507069512e+03 1.219815083462430948e+03 3.733550871603881660e+02 2.320857748866169175e+02 3.012778682907565120e+00 1.217393763510487361e+03
1.967580417547753768e+02 7.978362155884453077e-01 1.215667591405635676e+03 1.211253081703154976e+03 2.816909805082028129e+02 2.817260801581652458e+02 2.863502074129042896e+00 1.213460199047248125e+03
1.880285297521335508e+02 5.984256595514688692e-01 1.215816565092902238e+03 1.218454996064250281e+03 2.934579076730163365e+02 2.025335918251088572e+02 2.637852352257183064e+00 1.216893944245469129e+03
2.021132495880383999e+02 5.753423630889218376e-01 1.215740212330559416e+03 1.215940550471394772e+03 9.249516051852782539e+01 2.348537497574908741e+02 1.619631127317207264e+00 1.215883943261433615e+03
1.982084854008816990e+02 6.520828842132266878e-01 1.215554209244106687e+03 1.215831085954425589e+03 3.617577104597791049e+02 2.253227837667996596e+02 2.961934213054469467e+00 1.215660475133950968e+03
1.950887441403187950e+02 6.508697168605848127e-01 1.215764591366738614e+03 1.214112154193273227e+03 1.334652990044528451e+02 2.455851905448579373e+02 1.942964424829534797e+00 1.214693984391421282e+03
1.935830104185929486e+02 6.632287541758423721e-01 1.215681282522961055e+03 1.211337087741635060e+03 1.425588086088453394e+02 2.394034264345850147e+02 1.973118582139500976e+00 1.212958460682654277e+03
2.048246878182397666e+02 7.450058554161055335e-01 1.215720298045257096e+03 1.215410644844920853e+03 1.095137808636951888e+02 2.760697067171292929e+02 1.882504944535733804e+00 1.215498592834960846e+03
1.957419996472879689e+02 6.386221166530119397e-01 1.215639538206007273e+03 1.214689978554486515e+03 5.802657448438438337e+01 2.416544897461684513e+02 1.531000320680053539e+00 1.214873839666925733e+03
1.932364335004263296e+02 6.692031233359043707e-01 1.215879494635518540e+03 1.219805559333541396e+03 3.284710058905349683e+02 2.299739145760109409e+02 2.889956673027262557e+00 1.217496292343569394e+03
2.057922328973184563e+02 7.296794342429194780e-01 1.215638789537422781e+03 1.212483751226353888e+03 2.223943781824707457e+02 2.711653713628354581e+02 2.398340027689827458e+00 1.213905388189210953e+03
2.051779233845562089e+02 7.071255632718362882e-01 1.215760702653709814e+03 1.213738068544259477e+03 2.146122478210085376e+02 2.777612628479299701e+02 2.399739224117713121e+00 1.214619679848163514e+03
2.019894806908512805e+02 6.125572852775589272e-01 1.215676730373577584e+03 1.214582800387720681e+03 7.871664983059790188e+01 2.364419206607044259e+02 1.560272195430109976e+00 1.214856029522824429e+03
2.069992707426427501e+02 7.971228339755840331e-01 1.215705499952840910e+03 1.211179636353058640e+03 2.797240300889450850e+02 2.851108203304199833e+02 2.728680388065765960e+00 1.213420986731534867e+03
1.899889809205335780e+02 5.820862225384080268e-01 1.215781135384628215e+03 1.211761600032018578e+03 3.332907153258397557e+02 2.003559693816245897e+02 2.808829660129984251e+00 1.214272013478479266e+03
1.953574796006736847e+02 6.822328075788587354e-01 1.215519345966677975e+03 1.211194301539066146e+03 3.144934981849331024e+01 2.336230871618289200e+02 1.356858398880613548e+00 1.211707443670077964e+03
1.877665464717060217e+02 6.027229132246074705e-01 1.215689523254629421e+03 1.212202200973582876e+03 2.098057690647164293e+02 2.000137938989775250e+02 2.182601590456628049e+00 1.213987524074950670e+03
1.978010017197775596e+02 7.001980915625807267e-01 1.215755865132998679e+03 1.210556626576061262e+03 1.828053044683655344e+02 2.619646645515450700e+02 2.248572884630843038e+00 1.212693570285410487e+03
1.970667538234828839e+02 6.564063097186859652e-01 1.215695519691982781e+03 1.219569060383258829e+03 3.988120766108734756e+02 2.360716431072379180e+02 3.221668330147615666e+00 1.217135835591149771e+03
1.932555413643513873e+02 6.714040956055881137e-01 1.215665578035419003e+03 1.214194628664721677e+03 3.652638236519769777e+01 2.557600242922700033e+02 1.512434803131517791e+00 1.214378449937042660e+03
1.956143813436758592e+02 6.569350225272662103e-01 1.215734055461871776e+03 1.218639846711427481e+03 1.422562410891558784e+02 2.205652204464696524e+02 1.854779076279584604e+00 1.217500534448029384e+03
1.983227301101692035e+02 6.374236399883274062e-01 1.215685312945637861e+03 1.211626238361993728e+03 2.019525891711187526e+01 2.270506705305560331e+02 1.246684781468678116e+00 1.211957787044569159e+03
1.941028865473712983e+02 6.781824313755762113e-01 1.215698443173626629e+03 1.217354433761051496e+03 3.358105919637120564e+02 2.330101796451763505e+02 2.930511656610867988e+00 1.216376798612678385e+03
1.927850134471198942e+02 6.156908056750063363e-01 1.215758630295249304e+03 1.217106756220722673e+03 6.637669204946594448e+01 2.318342173435991640e+02 1.546857320809654546e+00 1.216806686248161441e+03
1.928577516979786992e+02 8.071463255811952564e-01 1.215534897626919019e+03 1.211749263601557232e+03 6.565842939401915146e+01 2.337419799343562659e+02 1.552441665903302015e+00 1.212579452127095465e+03
1.969006091611453826e+02 5.617308921310129044e-01 1.215653628122617192e+03 1.211170999330927316e+03 1.083590032618508587e+02 2.348069151531720991e+02 1.742838277022152882e+00 1.212586446383781094e+03
1.990228859800868690e+02 6.456482973205266429e-01 1.215657882910441003e+03 1.213569793152631973e+03 2.600277564111928541e+02 2.445788337219568120e+02 2.535419922428608697e+00 1.214645802276422955e+03
1.952552387895122479e+02 7.720128625574030901e-01 1.215609392688748585e+03 1.210240419289350712e+03 1.065021583911001386e+02 2.546685494222325303e+02 1.849736324886419592e+00 1.211823624247588441e+03
1.996294064947150275e+02 5.705679458036959639e-01 1.215846412745574980e+03 1.212718705489499143e+03 9.544068281641997942e+00 2.223293299452607528e+02 1.161519248583456232e+00 1.212847444067728475e+03
2.047219036159339112e+02 6.739168734995801824e-01 1.215800943380730359e+03 1.218215097574299762e+03 2.147748113097119642e+02 2.722643791090896457e+02 2.379028241807020549e+00 1.217150502524052172e+03
2.054371470681297751e+02 6.886350047062874680e-01 1.215599899078816861e+03 1.211156008949340503e+03 3.967456259507391678e+02 2.651447472611051239e+02 3.221863147234708347e+00 1.213819734004775455e+03
1.925233322680090566e+02 7.046136463234220493e-01 1.215696929989504497e+03 1.211537099416693081e+03 1.539502107226707324e+02 2.432021848245731519e+02 2.062879292959533650e+00 1.213149595779386573e+03
1.990224111874668722e+02 6.275002826496710595e-01 1.215658206743449909e+03 1.219297379985298903e+03 1.364927573257862718e+02 2.377149356868741847e+02 1.880228918843616093e+00 1.217969986670193066e+03
2.053928858936932897e+02 8.847745256046468665e-01 1.215704813562832669e+03 1.211838325447093894e+03 2.251153186639478179e+02 3.238498209134758667e+02 2.672756347858881387e+00 1.213423864567036844e+03
1.996975471786508081e+02 8.345843195680732185e-01 1.215844045839678984e+03 1.218348816278953791e+03 2.289327377841740656e+02 2.975565533786307810e+02 2.636433439474366036e+00 1.217259669806634065e+03
1.990670979495660049e+02 8.175112819641358053e-01 1.215625944699952925e+03 1.215104778929945724e+03 1.274765382591266984e+02 2.942344925716285502e+02 2.118436623502677030e+00 1.215262319054255158e+03
1.972272606734086651e+02 6.881215923321688521e-01 1.215780886373710928e+03 1.218144536841783065e+03 1.280407954887854771e+02 2.318715321727719356e+02 1.824860957013144214e+00 1.217303655152190231e+03
1.960736628391494207e+02 5.982183616675172955e-01 1.215659966309817946e+03 1.217518935112611416e+03 3.440865249913965584e+01 2.181188789516181146e+02 1.287921732037620615e+00 1.217265637536800114e+03
1.958659585115352115e+02 7.432506403581274901e-01 1.215610101498100903e+03 1.212069672100379648e+03 3.510765240434109842e+02 2.638479035057317788e+02 3.139516597075891813e+00 1.214090996332898612e+03
1.956345697386579445e+02 6.418075776224622109e-01 1.215733936765587032e+03 1.212414440840999305e+03 1.740473181979349420e+02 2.334879919941330968e+02 2.083145687065847351e+00 1.213832107847991210e+03
2.096634651144172494e+02 7.558115731634315049e-01 1.215702496583342054e+03 1.217954606675274363e+03 1.301977513810618348e+02 2.776333879442801162e+02 1.945170271333543477e+00 1.217235633449450461e+03
1.892850854957364106e+02 7.061836765610431943e-01 1.215614123371417463e+03 1.212607317186460023e+03 2.704739372635721111e+02 2.490901267449853833e+02 2.744875871481488261e+00 1.214172596165070445e+03
2.033359401785646128e+02 6.243300497813528693e-01 1.215771995855421210e+03 1.210622274107291332e+03 3.904000100077814182e+02 2.340007572015398125e+02 3.070784076149980280e+00 1.213842083447040750e+03
2.010672965707056505e+02 6.757240988513945057e-01 1.215696916810013136e+03 1.216552764661110132e+03 3.574019089055077529e+02 2.455144467465040350e+02 2.998579907996103522e+00 1.216045427859168285e+03
2.015267496773035987e+02 7.531221468036185529e-01 1.215746600563586298e+03 1.211687837199419846e+03 2.353995482237929764e+02 2.826774135193631423e+02 2.570760271640023742e+00 1.213532024709818870e+03
1.922670744807880396e+02 5.623908623352312786e-01 1.215696334429444050e+03 1.216953934371264495e+03 1.534641127202673374e+02 1.976139473999113534e+02 1.825991585237645820e+00 1.216404209164390295e+03
1.986897553869282831e+02 5.781852421017046328e-01 1.215720955288031064e+03 1.214525302263719368e+03 1.665937611178574116e+02 2.176612319930334252e+02 1.933944668473686290e+00 1.215043677659961986e+03
1.982938760433730181e+02 6.506745649900288475e-01 1.215610534497897788e+03 1.217302555360042334e+03 5.007420548673155736e+01 2.260608040039577418e+02 1.392554399563453948e+00 1.216995725014643085e+03
2.009662763744233303e+02 6.702662342734643230e-01 1.215823507894280510e+03 1.219769712568024488e+03 3.149430076984448874e+02 2.748242776448695963e+02 2.934657973383106633e+00 1.217662390578777377e+03
1.992918347431238715e+02 6.876088277295413498e-01 1.215812352024940765e+03 1.215822076697668990e+03 1.512678496891580835e+02 2.618460345888137795e+02 2.072909232886800179e+00 1.215818515862779350e+03
1.987545949016041504e+02 6.715834464022728545e-01 1.215699466254590561e+03 1.213962528352223899e+03 1.451708505228247361e+02 2.416172383537036694e+02 1.946058600899327473e+00 1.214614442823851959e+03
1.960718206501307179e+02 5.839304882867903945e-01 1.215660115678174861e+03 1.215983572842543481e+03 3.394351464799593145e+02 2.185460974017108811e+02 2.845800289054939647e+00 1.215786805063749171e+03
1.967972104865513074e+02 6.033230685470226673e-01 1.215694145426828300e+03 1.216483439083693611e+03 5.526590059020337264e+01 2.366270803468104020e+02 1.483217064994735157e+00 1.216333997241561065e+03
2.030765343126826110e+02 6.239373959139069559e-01 1.215779800163032633e+03 1.211310922715202878e+03 5.406966557823671593e+01 2.593475245350314253e+02 1.543345178575339149e+00 1.212081878223504646e+03
2.059030073833147867e+02 6.126463368382675245e-01 1.215596635981131385e+03 1.210861969506762989e+03 2.828852121615453825e+02 2.534388512393533119e+02 2.604741281910772699e+00 1.213359278916344238e+03
1.933759391682039563e+02 5.970210883315940631e-01 1.215613198291405524e+03 1.216104735008678745e+03 2.222517754782813881e+01 2.213412753609749188e+02 1.259548907462277212e+00 1.216059882810511908e+03
1.930690864880843378e+02 5.980710775601657536e-01 1.215784900858920764e+03 1.210206868735374428e+03 2.260289749294749981e+02 2.243970923041561889e+02 2.332978704291068350e+00 1.213005989334127207e+03
1.984923308185408359e+02 5.800449226542577774e-01 1.215727394721355495e+03 1.213938275402535737e+03 3.687651266652726463e+02 2.220222809051682304e+02 2.976373974420861934e+00 1.215055030437882806e+03
1.951900620786137779e+02 5.741668990924420068e-01 1.215668599030783525e+03 1.211271377780146622e+03 3.182467637138257714e+02 2.198318766029998983e+02 2.756690758672497132e+00 1.213872115530162091e+03
1.902383273899626204e+02 6.217822766088644260e-01 1.215552014028551639e+03 1.210099338175416960e+03 1.949248621664633774e+01 2.359508210991139947e+02 1.342754169574548406e+00 1.210515423490111289e+03
1.967084934689451075e+02 6.633364638183523176e-01 1.215564461184143966e+03 1.217547261096340662e+03 1.017823040687698892e+02 2.232264321630076154e+02 1.652235399195345344e+00 1.216926311807682850e+03
1.979671473351382360e+02 6.562855074179559933e-01 1.215810547630549308e+03 1.214294223789886928e+03 1.395465460521789680e+02 2.325278873369941266e+02 1.879475652388368001e+00 1.214862921167811010e+03
1.906686490934174287e+02 5.665913190761974194e-01 1.215774993816465667e+03 1.210332025673045791e+03 3.466904729377518493e+02 2.019114557751246082e+02 2.877252927113837622e+00 1.213771724115693814e+03
1.922297058711121736e+02 7.413311232728009292e-01 1.215721482012136448e+03 1.215558647179715990e+03 3.030920083828312954e+02 2.657432905359235633e+02 2.959143574303507940e+00 1.215645410319216580e+03
2.021904205742628449e+02 7.281589908287007251e-01 1.215792837205333853e+03 1.213078430666923850e+03 3.199355802989909989e+02 2.841504848932049754e+02 2.987708633655669299e+00 1.214516032494003412e+03
2.008737663753983611e+02 5.251551645144615366e-01 1.215681740783811165e+03 1.213905755936830701e+03 1.535641799113898571e+02 2.003123781261733427e+02 1.761686279014797130e+00 1.214676441788626107e+03
2.079383673441931251e+02 8.345850295618979509e-01 1.215631133340987844e+03 1.218491111804577486e+03 2.715526249018193994e+02 3.079949133899673939e+02 2.787112093327548390e+00 1.217151041132826094e+03
2.024271964514617252e+02 8.074658506490371979e-01 1.215764527774246744e+03 1.219548170007773024e+03 3.549811874464261905e+02 2.993701138502561321e+02 3.232526620767499637e+00 1.217495569500571492e+03
2.111165076637931861e+02 8.332810386563728189e-01 1.215712030365442615e+03 1.219735710062062935e+03 1.944786654637991887e+02 3.192150439509644002e+02 2.433223792394434870e+00 1.218212390147275528e+03
1.969150728663148016e+02 7.199406193291384426e-01 1.215715466974354285e+03 1.211738137162330077e+03 3.466345769106368948e+02 2.403395542339797544e+02 2.980849168123925530e+00 1.214086928980355651e+03
1.952329366786438527e+02 5.364896227328999068e-01 1.215856030284774306e+03 1.211528541212699338e+03 2.923889294190595933e+02 2.072772140713466342e+02 2.559333235420536035e+00 1.214060851863202515e+03
1.972236785633390070e+02 6.358031979496731045e-01 1.215732226347575534e+03 1.218272696626711877e+03 3.991134148270257924e+02 2.235293060003037624e+02 3.157038370660781634e+00 1.216644257500297044e+03
2.042776804389968959e+02 6.243662199732203932e-01 1.215648417081076786e+03 1.211174297245443540e+03 3.359275847744519865e+02 2.352582203536514669e+02 2.796124392545546122e+00 1.213805630616970120e+03
2.008165864437258392e+02 6.791406537719576475e-01 1.215684065273141641e+03 1.210724720449188681e+03 3.411084279287650816e+02 2.706602978291938371e+02 3.046405362185522492e+00 1.213489939142509911e+03
1.992730877552032211e+02 5.866686127070356305e-01 1.215778444358821389e+03 1.212797383067033707e+03 3.086463027898220162e+02 2.309992211900053292e+02 2.708070267083702909e+00 1.214502379226947141e+03
1.992918347431238715e+02 6.876088277295413498e-01 1.215812352024940765e+03 1.215822076697668990e+03 1.512678496891580835e+02 2.618460345888137795e+02 2.072909232886800179e+00 1.215818515862779350e+03
1.939112877162039013e+02 6.580469115667588742e-01 1.215720526886112339e+03 1.215653489604721017e+03 3.945536592013149857e+02 2.324801344159080259e+02 3.233611622108916617e+00 1.215695672027654609e+03
1.906920283398362699e+02 5.919150324029738286e-01 1.215581996591500911e+03 1.210630063759505674e+03 1.779946418419746124e+02 2.179822603597629893e+02 2.076525723959781189e+00 1.212855995388233396e+03
1.931662100501414443e+02 6.263240371036289389e-01 1.215675216740737596e+03 1.213958419879705389e+03 1.510057883865579242e+02 2.157074449876591586e+02 1.898433650890737567e+00 1.214665365361640397e+03
2.003494903998491168e+02 6.672295729231335626e-01 1.215705848158014760e+03 1.212338222945166081e+03 1.236268882029984013e+02 2.619961423121962980e+02 1.924751741297591634e+00 1.213417849919577293e+03
2.033359401785646128e+02 6.243300497813528693e-01 1.215771995855421210e+03 1.210622274107291332e+03 3.904000100077814182e+02 2.340007572015398125e+02 3.070784076149980280e+00 1.213842083447040750e+03
2.031126700320053544e+02 7.410686366911921619e-01 1.215737949558067612e+03 1.210140512596838107e+03 2.071156261125508991e+02 2.721499184964661708e+02 2.359604373934413246e+00 1.212559456904208218e+03
2.001152402839342699e+02 6.357908431931422744e-01 1.215718583098667295e+03 1.216328276841975367e+03 2.739904549973990697e+02 2.450392041169679089e+02 2.593653828553685869e+00 1.216006425743093814e+03
1.950407398925594578e+02 7.861552309970120112e-01 1.215560204976944533e+03 1.215180934014081458e+03 1.315127815471126915e+01 2.728089607250838071e+02 1.466156450377084086e+00 1.215198376641588311e+03
1.927383475172085241e+02 5.444401521175289416e-01 1.215799025764226371e+03 1.214334927380602039e+03 5.299623374397087971e+00 2.084708686455498707e+02 1.109122781084654674e+00 1.214371224111469473e+03
2.064823501508073207e+02 7.503266642272987674e-01 1.215767339908384656e+03 1.216122717107875360e+03 1.788450596809128967e+02 2.765542573612711976e+02 2.205512077470915600e+00 1.215983152874742700e+03
1.922628993527468140e+02 7.249924282490380900e-01 1.215713491205265200e+03 1.218122041068477756e+03 2.677145218709616756e+02 2.248043274930341227e+02 2.561694695243132536e+00 1.216812844931385598e+03
1.944846316916817273e+02 6.035760576369711972e-01 1.215730299561887023e+03 1.214895055318594359e+03 2.334835065944207884e+02 2.355118621071261487e+02 2.411477784244924649e+00 1.215310871268604160e+03
1.956157459040541653e+02 5.453443038215967098e-01 1.215723975800530980e+03 1.218929118566756870e+03 4.043529228112723217e+01 2.127138761013160035e+02 1.294114475358277838e+00 1.218417163953659838e+03
1.992026955562041053e+02 5.717184295227130120e-01 1.215845916059806314e+03 1.216499428768748430e+03 1.642402178948342737e+02 1.990990929662232247e+02 1.823967842636662562e+00 1.216204021510284520e+03
