C sigma mu1 mu2 a1 a2 W lam0
1.856683065984980203e+02 5.725460277357476979e-01 1.215721681902008413e+03 1.214681571022756543e+03 7.671852139824139272e+01 2.082583460973511365e+02 1.534870828072160798e+00 1.214961578903563577e+03
2.059722112916048218e+02 7.201848728180565429e-01 1.215628850899740655e+03 1.213370583857266865e+03 2.458601355435479832e+02 2.592788554265714538e+02 2.452461852997100511e+00 1.214469722611315319e+03
1.868945265757510867e+02 5.479708086330468131e-01 1.215694536703979793e+03 1.217871068239501483e+03 4.675242936850307274e+01 2.080558027981290934e+02 1.363379852985446616e+00 1.217471716397461023e+03
2.075375203151950814e+02 7.675565716281085304e-01 1.215718726456451805e+03 1.214790062117192747e+03 1.662721205201048349e+02 2.848199068788142654e+02 2.173544459401020923e+00 1.215132366967558710e+03
1.935423545021843665e+02 6.768468738860121681e-01 1.215629633412392877e+03 1.214400043400257800e+03 2.781812995457578808e+01 2.627181509857651918e+02 1.501150906671758545e+00 1.214517773601242425e+03
2.039061162160371339e+02 7.412214602733560032e-01 1.215742309802811405e+03 1.217905682201092759e+03 2.655692375139062165e+02 2.658393859036913227e+02 2.606143617852902938e+00 1.216824545891005755e+03
2.016513642897212435e+02 6.534348736058103180e-01 1.215689941854223207e+03 1.211391793602706684e+03 3.756149834587391751e+02 2.464307297243161941e+02 3.084758267686874333e+00 1.213987179842305295e+03
1.939215621475375997e+02 5.891342245732557048e-01 1.215730249177143833e+03 1.211848754991186524e+03 3.521787234148947618e+02 2.304544498660610827e+02 3.004478547041005587e+00 1.214194964802164122e+03
1.967085668410640835e+02 6.436026701366261982e-01 1.215779503918575529e+03 1.211491095586605525e+03 1.616028508853329697e+02 2.455837128039214292e+02 2.069999137446065784e+00 1.213193064841012529e+03
2.009960908835549276e+02 7.944568481727638520e-01 1.215642788513571531e+03 1.219995721876122843e+03 3.834545837085859716e+02 2.873577893216605048e+02 3.337439897867839012e+00 1.217507466862417004e+03
1.963981084907645709e+02 7.580555632369223584e-01 1.215679743334036402e+03 1.216645858155131464e+03 2.023058057069436018e+02 2.598667175883507525e+02 2.353243250899371919e+00 1.216222962748252939e+03
1.921019850053473021e+02 5.749368300015562649e-01 1.215666887427128586e+03 1.215348894862483576e+03 2.038984169190178761e+02 2.200390344409001955e+02 2.206835350233978588e+00 1.215501837661745867e+03
1.967358835064729305e+02 7.583472826926800359e-01 1.215612421284849233e+03 1.210248427959204037e+03 1.534909211359647543e+02 2.371908139833611244e+02 1.985818388369764875e+00 1.212355832023714356e+03
2.030567301551128025e+02 6.686757739961880498e-01 1.215692159372403466e+03 1.215274401880988535e+03 1.912468514244314299e+00 2.760783487168127408e+02 1.369030305071410103e+00 1.215277275889766315e+03
1.960966697042825615e+02 5.286743417580032078e-01 1.215760041981034647e+03 1.215573696389728411e+03 2.025133803866709457e+02 1.895744050249622035e+02 1.999461724683590180e+00 1.215669943906278831e+03
2.030614905893340278e+02 8.130519925301198381e-01 1.215732491868901434e+03 1.212826511414073593e+03 3.504130280836923248e+02 2.807951660886804461e+02 3.108458390315428144e+00 1.214439756330932596e+03
1.988059525639439187e+02 6.651081864154044787e-01 1.215616264630409887e+03 1.211726807756970175e+03 1.575159125991243059e+02 2.617367134305744116e+02 2.108853485636202674e+00 1.213188101761820235e+03
2.125483416930446197e+02 7.497359643517713668e-01 1.215617339806206701e+03 1.211790904553108703e+03 2.141905547124580380e+02 2.803556216027442360e+02 2.326746811459059483e+00 1.213448153822608674e+03
2.019904855395542143e+02 7.793358895864113123e-01 1.215753586367288335e+03 1.217663476941061163e+03 2.111347863398341076e+02 2.847131583681459119e+02 2.454808420225723875e+00 1.216850235013713018e+03
2.024763137723335831e+02 8.507845507614154590e-01 1.215708544741190053e+03 1.210302394581976841e+03 7.407636533577807825e+01 3.515729710159905608e+02 2.102217925748949945e+00 1.211243234658661322e+03
2.022395368938428533e+02 5.745965289528018882e-01 1.215649696939519345e+03 1.215188684613314308e+03 3.897191218845403000e+02 2.190295820280626913e+02 3.010038063092183691e+00 1.215483823342631922e+03
2.003474399702762696e+02 7.954131166537606878e-01 1.215691659790259109e+03 1.217183632155441728e+03 3.226665317876003201e+02 2.879562164588875817e+02 3.047819070396309726e+00 1.216395241041650479e+03
1.984880467300142186e+02 5.902733234117597538e-01 1.215786871425576919e+03 1.214133516650812453e+03 2.090984694567017357e+02 2.200653395241203327e+02 2.162164503359619072e+00 1.214939069089386294e+03
1.877360296120765213e+02 6.715260110448414421e-01 1.215706338882415139e+03 1.215298608823364702e+03 2.476024565704936435e+02 2.479122274622391728e+02 2.639422411652290190e+00 1.215502346406713059e+03
1.981549231713021300e+02 6.165839916138387000e-01 1.215737028765010109e+03 1.215982601856317160e+03 3.128251876101767834e+02 2.355317869294482875e+02 2.767314411187140610e+00 1.215842507990592821e+03
2.007323132245373358e+02 5.888560308390344833e-01 1.215572207115570336e+03 1.219032843005881205e+03 9.563667901975607322e+01 2.239339199532100793e+02 1.592023694837299885e+00 1.217997191650876857e+03
2.005853635767634842e+02 6.997661627492461900e-01 1.215636663192162132e+03 1.213855767256013451e+03 7.838616648801711051e+01 2.698901003922451309e+02 1.736299501967290215e+00 1.214256591597560600e+03
2.029224226969891731e+02 6.808520641044953914e-01 1.215648578514045766e+03 1.219139124056507853e+03 3.961158957533656917e+02 2.667838950513200871e+02 3.266764618686575083e+00 1.217053347905421788e+03
1.840429389668339297e+02 5.049625573727268835e-01 1.215652178511637658e+03 1.214725990711291615e+03 3.218902240721564567e+02 1.853310181612620795e+02 2.755994036396169466e+00 1.215313763410387537e+03
1.963631960027915966e+02 5.910003213878818329e-01 1.215637409028495767e+03 1.211007514463515918e+03 7.176532219899944209e+01 2.284052849023600800e+02 1.528650038355925611e+00 1.212114437884205927e+03
2.020285517419219730e+02 7.703738441665183290e-01 1.215724569164319746e+03 1.217018606995073696e+03 1.949057095412161118e+02 2.783854641231249047e+02 2.342694483445780573e+00 1.216485710174658607e+03
1.831099980896832733e+02 4.814572442523703533e-01 1.215708748453589351e+03 1.219407870900685111e+03 5.425187630966108543e+01 1.859037554502569378e+02 1.311537514419584438e+00 1.218572228063648481e+03
1.865422201253554704e+02 6.208500981416443798e-01 1.215655909443059954e+03 1.211558595251153292e+03 2.443535651428753965e+02 1.986589229606749711e+02 2.374864455916993577e+00 1.213818561634017215e+03
1.939952002205844792e+02 6.490093171445300291e-01 1.215716310916144721e+03 1.212169461301366255e+03 3.876727566657880288e+02 2.294828284697580045e+02 3.181293065157293487e+00 1.214397452104265767e+03
1.912035555011235033e+02 6.741083846934476931e-01 1.215708454935318287e+03 1.217459764345729354e+03 2.511888624631627067e+02 2.373568790919225364e+02 2.555108037999923809e+00 1.216559317609213167e+03
1.951321520859029306e+02 7.725724860736167265e-01 1.215712325362681213e+03 1.213026320195606786e+03 2.186058224265055401e+02 2.717587350872818774e+02 2.512986979705499557e+00 1.214223748434644222e+03
2.025179122944938399e+02 6.304538949365882106e-01 1.215682606962165664e+03 1.211173939666841761e+03 3.957172313106295860e+02 2.371809002052897313e+02 3.125146434432836351e+00 1.213992967327316819e+03
1.947111708588527677e+02 6.498805004254134543e-01 1.215611460923180857e+03 1.216616368736873255e+03 2.579577500847243527e+02 1.928001744633114640e+02 2.315008032460514453e+00 1.216041284540799325e+03
1.982994200669467091e+02 7.177012893171554886e-01 1.215724532734264812e+03 1.212890610685061347e+03 1.839609095717392506e+02 2.500988595274999398e+02 2.188910935557445647e+00 1.214091668499999514e+03
1.907493329631175527e+02 5.589178827958060092e-01 1.215755201818640444e+03 1.214170773952333320e+03 1.471119816128741036e+02 1.964769532173268658e+02 1.801258906088210487e+00 1.214849166937399332e+03
1.969205299270395244e+02 6.275202450415635624e-01 1.215724036286982937e+03 1.210529959522597665e+03 3.047550405708706194e+02 2.088987290782716570e+02 2.608431786363030636e+00 1.213611648334381471e+03
2.049269702364692876e+02 7.308352611715842606e-01 1.215720739686750449e+03 1.212386012545489848e+03 2.129312299906190731e+02 2.620347574060270972e+02 2.317732931144072861e+00 1.213880998651260825e+03
1.951259033852119842e+02 6.414407334981075959e-01 1.215686426836605278e+03 1.211803930158003368e+03 1.389302830864964378e+01 2.286835691078452726e+02 1.243179881338497106e+00 1.212026291411473494e+03
2.040974178640872196e+02 7.074917194540405463e-01 1.215688837963524975e+03 1.216814545999002576e+03 4.457771706585027260e+01 2.592974677712936113e+02 1.488873245028022652e+00 1.216649407492114733e+03
1.954649967711183081e+02 6.144853935371374920e-01 1.215630610370729073e+03 1.212136913020919337e+03 3.609507815035603926e+02 2.299257820463874964e+02 3.022927753360570513e+00 1.214271119835917261e+03
2.010507933766941164e+02 7.595806748228475236e-01 1.215591631830050119e+03 1.211243129475877140e+03 2.152728223398659679e+02 2.395091644857699578e+02 2.262025327965477395e+00 1.213301509978738295e+03
1.910453904581399911e+02 6.689498500949903059e-01 1.215693634111335996e+03 1.218317690611208718e+03 2.536158014437919519e+02 2.463000000527729867e+02 2.616738358867138459e+00 1.216986462051806029e+03
1.989316715170892849e+02 7.251794713506024559e-01 1.215732352237756004e+03 1.211519280921954532e+03 2.666345331383223538e+02 2.443904959767328080e+02 2.568847007708148666e+00 1.213717510439816806e+03
2.008005821201663821e+02 7.033660634105008969e-01 1.215805728370097540e+03 1.216662977346707521e+03 2.909344257533818450e+02 2.721183597228358053e+02 2.804039607511029875e+00 1.216220029109577581e+03
1.980592110699433022e+02 7.218106069992248353e-01 1.215555783403259056e+03 1.214608284447404230e+03 1.561724653939161840e+02 2.687314044651515701e+02 2.145337586490818627e+00 1.214956535565811464e+03
2.013976792514066005e+02 6.315214468127742231e-01 1.215697252657957279e+03 1.217212626597939789e+03 3.388301913384864292e+02 2.413779834365664954e+02 2.880907947557695969e+00 1.216327677946134372e+03
1.945758258670369969e+02 7.211563500877299360e-01 1.215724208010420170e+03 1.211069001680309839e+03 7.386801038243561379e+01 2.525708581810179965e+02 1.677694888914540661e+00 1.212122402064394691e+03
1.967276800600469642e+02 6.784659861602061470e-01 1.215835193756841818e+03 1.212739978129979590e+03 2.341178488542837499e+02 2.507795773216246005e+02 2.464815454682857343e+00 1.214234408055120866e+03
1.916310996823978030e+02 6.619160479229336813e-01 1.215726770949444017e+03 1.214458881862836733e+03 1.537901695941756941e+02 2.524943779637050341e+02 2.120138893067156083e+00 1.214938813671289608e+03
1.942862316514141980e+02 5.832607687743168734e-01 1.215636333114684248e+03 1.217161888365138793e+03 2.820938161822040797e+02 2.144172532177934443e+02 2.555564875491697752e+00 1.216295140916955006e+03
1.940661666271615786e+02 6.037808738248465756e-01 1.215735313102960390e+03 1.210186125697032139e+03 3.299965456964887380e+02 2.277499801604134291e+02 2.874001870343739551e+00 1.213469360267727780e+03
1.960255898485408750e+02 6.883243575139078585e-01 1.215644251482780192e+03 1.211146079026651478e+03 2.219901954922176230e+02 2.328549193651584233e+02 2.320335397071433547e+00 1.213341442129994448e+03
1.960786398576334477e+02 6.175737775600113055e-01 1.215698507476983650e+03 1.217083406185941840e+03 2.882335149231432183e+02 2.363686056771632309e+02 2.675467970306217858e+00 1.216322497666855497e+03
1.892347206005498492e+02 5.087212125319439116e-01 1.215803307057132542e+03 1.217101472379574034e+03 3.293877106028506319e+02 1.864769630868036927e+02 2.726057205847431497e+00 1.216272573396271582e+03
2.019894806908512805e+02 6.125572852775589272e-01 1.215676730373577584e+03 1.214582800387720681e+03 7.871664983059790188e+01 2.364419206607044259e+02 1.560272195430109976e+00 1.214856029522824429e+03
1.933908736678035325e+02 5.986285407654635682e-01 1.215637310969893633e+03 1.210830940673112536e+03 3.391035686027186671e+02 2.233274990563468805e+02 2.908260648458413922e+00 1.213728819921583636e+03
2.075375203151950814e+02 7.675565716281085304e-01 1.215718726456451805e+03 1.214790062117192747e+03 1.662721205201048349e+02 2.848199068788142654e+02 2.173544459401020923e+00 1.215132366967558710e+03
1.935457517579896773e+02 7.343434626220998185e-01 1.215673941222150461e+03 1.210804135501720111e+03 2.962545535620128589e+02 2.529225787035219355e+02 2.837453817907756637e+00 1.213431160617803016e+03
1.918441235662160125e+02 7.028972595241719246e-01 1.215637197809776808e+03 1.212359486720294171e+03 3.432135254583935762e+02 2.593214709907894076e+02 3.140752946968504933e+00 1.214226523133257615e+03
1.993651834236063110e+02 5.425464355913974801e-01 1.215760480181120329e+03 1.213022113284396937e+03 1.956807716333365121e+01 2.074852917200461206e+02 1.138881749482517636e+00 1.213258113194903217e+03
1.916545354835160424e+02 7.537492122038800257e-01 1.215628611265340624e+03 1.217241128516096751e+03 2.165903781992239985e+01 2.258524381758975039e+02 1.291445962243393142e+00 1.217100021636188103e+03
1.962899793319018045e+02 6.813964382142914111e-01 1.215710334364663822e+03 1.215457768915452107e+03 1.603972407278128856e+02 2.374399015996371816e+02 2.026782740930229476e+00 1.215559596514855684e+03
1.923609403033562444e+02 6.433409111669695646e-01 1.215719329987622359e+03 1.213418437945405458e+03 5.312555784449962459e+01 2.194869275697429885e+02 1.417192518316495953e+00 1.213866825968048715e+03
1.943675137909226009e+02 7.399113794371942054e-01 1.215611313224122114e+03 1.215339286999564820e+03 3.730099361567130245e+02 2.864955422648100694e+02 3.393084911972174655e+00 1.215493142407859295e+03
1.951661092644402515e+02 5.895020304544751344e-01 1.215678746774806996e+03 1.210950724152064822e+03 1.154510183620014061e+02 2.186146717854061308e+02 1.711699287373533274e+00 1.212584699273524620e+03
2.063960014560660738e+02 7.372513546443282273e-01 1.215672248648979576e+03 1.219376443184240088e+03 2.376830432147175429e+02 2.641033876138167784e+02 2.431182907074610711e+00 1.217621863594779597e+03
2.060763927995503764e+02 8.676496477531820961e-01 1.215704514065943613e+03 1.213890821719190853e+03 3.181439022854105048e+01 2.900107230432308825e+02 1.561678700309985901e+00 1.214070116353743970e+03
1.941463040685727037e+02 6.591791888470780458e-01 1.215738634869922862e+03 1.217720176570662488e+03 3.096225551717615190e+02 2.258999528841013102e+02 2.758345107958973141e+00 1.216574510430896225e+03
1.992378646502288859e+02 6.483504338051057081e-01 1.215686449505129303e+03 1.213617524556434546e+03 3.046731786540436815e+02 2.560455190611427270e+02 2.814317944531043558e+00 1.214741699553780109e+03
1.980810525153367223e+02 6.418350127248247938e-01 1.215764339471798849e+03 1.218442064986732021e+03 1.424631348304361609e+02 2.487355299075063328e+02 1.974942377225370249e+00 1.217466915515482242e+03
1.951321520859029306e+02 7.725724860736167265e-01 1.215712325362681213e+03 1.213026320195606786e+03 2.186058224265055401e+02 2.717587350872818774e+02 2.512986979705499557e+00 1.214223748434644222e+03
1.928420480970989956e+02 8.349141679507461333e-01 1.215654959304841213e+03 1.213433159646514923e+03 3.504068823440316010e+02 2.480034587551662639e+02 3.103111313140010541e+00 1.214734163051698488e+03
2.033372036336429858e+02 6.998785421242351701e-01 1.215705013028121812e+03 1.215050693469427188e+03 1.726579874472914469e+02 2.680429393765023178e+02 2.167340353602059455e+00 1.215307043050912625e+03
1.993849150240864105e+02 6.519221738152475298e-01 1.215651653103650006e+03 1.219408196284932728e+03 3.019842460412186824e+02 2.456175119153444939e+02 2.746455306763859294e+00 1.217336587047310559e+03
2.018285686097942744e+02 8.181816294112830290e-01 1.215594010533242681e+03 1.217276034057987772e+03 1.492693045208006026e+02 2.730699515770898529e+02 2.092564293583338397e+00 1.216681548752392246e+03
1.985273302120425001e+02 6.349509489001293749e-01 1.215655201406128754e+03 1.214837535480851329e+03 8.561898066564695853e+01 2.548282199142663274e+02 1.714863138572857437e+00 1.215043170078310368e+03
1.890754076390766159e+02 5.129409749356345083e-01 1.215675038614308505e+03 1.217828626252138065e+03 2.198221425601857106e+02 1.878582363165463107e+02 2.156178764691320193e+00 1.216667407137195141e+03
2.034847011854550374e+02 6.588649587145715136e-01 1.215650950349944651e+03 1.213575999202776075e+03 2.992303602488044945e+01 2.475552263174857046e+02 1.363632060424403880e+00 1.213799760290950871e+03
2.017849252621681444e+02 6.522125696973714026e-01 1.215683509847586038e+03 1.218785053276843882e+03 2.829260390343500831e+01 2.671950518336983578e+02 1.464369329637595030e+00 1.218488084053157081e+03
1.947738992152317792e+02 6.772728659299906973e-01 1.215656953964294416e+03 1.212527645808658235e+03 7.497341005904110034e+01 2.442604979758403090e+02 1.638997367312121867e+00 1.213262576834619040e+03
1.892795484656683698e+02 5.410936152787740872e-01 1.215752214370322463e+03 1.214420620996537082e+03 3.857831630518147108e+02 1.881924043260585790e+02 3.032422530752081347e+00 1.215315617809701962e+03
1.975159807054686496e+02 5.817922222893390227e-01 1.215714741470295394e+03 1.215028300082147553e+03 1.962394639571244284e+02 2.357002356885545282e+02 2.186859504243242380e+00 1.215340165118305549e+03
1.946566648082169024e+02 6.271766843563597593e-01 1.215698584199431934e+03 1.212956452788304887e+03 3.645100047520977000e+02 2.378059148376571272e+02 3.094247608645607883e+00 1.214615937954132050e+03
1.891781259023716188e+02 5.420676449133395858e-01 1.215701970886798335e+03 1.217262384472371878e+03 3.460907013636360148e+02 1.691896984277350668e+02 2.723784250073868041e+00 1.216214324750971173e+03
2.008737663753983611e+02 5.251551645144615366e-01 1.215681740783811165e+03 1.213905755936830701e+03 1.535641799113898571e+02 2.003123781261733427e+02 1.761686279014797130e+00 1.214676441788626107e+03
1.982554760458673684e+02 6.100158733529288391e-01 1.215723548735079248e+03 1.210198333429352942e+03 2.717709610842238703e+02 2.308846350913973424e+02 2.535393252186029844e+00 1.213185653346328309e+03
1.984339200843878928e+02 6.848182621892053845e-01 1.215655600569276430e+03 1.210776597094166846e+03 2.497629241963808795e+02 2.343789650924511250e+02 2.439814166262205486e+00 1.213293615765898949e+03
2.081384600608878372e+02 7.873073490407443975e-01 1.215652288032692923e+03 1.219151536493825006e+03 3.338887783139872454e+02 3.003615665685265981e+02 3.047252029716052135e+00 1.217309425089185652e+03
2.052100553341261104e+02 6.767345105288404827e-01 1.215663112551902714e+03 1.210920100249739335e+03 2.982797988514983558e+02 2.616665425333894746e+02 2.728649629147922084e+00 1.213446672263658456e+03
2.044259566140694346e+02 6.196921200900448179e-01 1.215660322809675790e+03 1.219219816585795343e+03 9.847013706820042955e+01 2.253744286152566758e+02 1.584165587615838033e+00 1.218137495382448378e+03
1.971262851996493737e+02 7.204331704435757988e-01 1.215700877029393041e+03 1.213164042890834025e+03 2.244161565773884774e+02 2.754886157115860783e+02 2.535962019386056365e+00 1.214302872921687594e+03
1.973517716320463364e+02 6.351776486839298963e-01 1.215732480989563783e+03 1.210354481529966506e+03 1.779487812682847903e+02 2.419151313993349390e+02 2.127489959656594376e+00 1.212633811619128892e+03
2.082893768796740801e+02 6.855679604364360857e-01 1.215641705057518038e+03 1.215785967277478676e+03 2.744109815388197831e+02 2.808229208372307539e+02 2.665685166924290694e+00 1.215714669150312830e+03
1.932454878039909829e+02 6.136711485178319991e-01 1.215747537983927486e+03 1.212700741487288497e+03 1.199067069416514357e+02 2.401012160543635048e+02 1.862956424427209434e+00 1.213715528416401185e+03
1.970732666184252366e+02 7.652148356531125462e-01 1.215685751997552416e+03 1.215669703266253919e+03 6.268600109852074098e+01 2.911119286100932868e+02 1.795260898545109729e+00 1.215672546784271844e+03
2.044748791146319604e+02 6.778608682350372172e-01 1.215730486440155346e+03 1.211013050942701511e+03 7.390382872274713577e+01 2.288125480630715742e+02 1.480457541271419375e+00 1.212164744645949895e+03
1.898926518079037180e+02 6.758325086755753164e-01 1.215804264229858745e+03 1.213502456230831513e+03 3.462869386629045607e+02 2.195811519165468439e+02 2.979936744218445011e+00 1.214911063746686978e+03
1.948218645355088086e+02 6.349512087924452652e-01 1.215687012828521347e+03 1.213463791220530084e+03 3.474585718052131824e+02 2.366650433260067246e+02 2.998244660700061459e+00 1.214786246578794589e+03
1.992130158013303571e+02 6.794068138878969210e-01 1.215643493091462688e+03 1.214777997269475463e+03 4.140487736096766014e+01 2.652538345789513983e+02 1.539350783413375501e+00 1.214894856001905282e+03
1.840769533000517413e+02 6.052507548194959730e-01 1.215774849628750871e+03 1.211665693199733141e+03 2.106606717332237508e+02 1.952467344972983199e+02 2.205096286925604776e+00 1.213798292014897925e+03
1.997444262604825838e+02 7.882362766502352125e-01 1.215758727123002700e+03 1.217936053680246005e+03 2.628038092030457733e+02 2.716975116744118850e+02 2.675926086570373119e+00 1.216865504944869599e+03
1.981186014920514253e+02 6.261685722496925788e-01 1.215760266876324067e+03 1.211389377712525629e+03 3.572088418704615265e+02 2.505935070127613074e+02 3.067871185773578535e+00 1.213958173734807133e+03
2.108219762273896549e+02 6.174370789869374487e-01 1.215637508323152815e+03 1.211997557337977469e+03 3.299086788965428241e+02 2.620101530171785384e+02 2.807671394159050315e+00 1.214026300733224616e+03
1.914739298469997664e+02 5.884671351452546162e-01 1.215752424154972914e+03 1.213029141123799491e+03 3.482896643689051643e+02 2.194584983925774395e+02 2.965146029097280422e+00 1.214699760942797184e+03
2.057346278936817612e+02 8.165976991911954030e-01 1.215608904402683493e+03 1.212103818899516000e+03 6.741377901760503555e+00 3.047814497736541739e+02 1.514197346673217703e+00 1.212179669218836580e+03
2.004522046539451594e+02 4.810788003267871815e-01 1.215674718117891871e+03 1.216357081377117538e+03 1.738672870418407399e+02 1.771590821507535622e+02 1.751172404407304928e+00 1.216019099222296973e+03
1.943111973380281370e+02 6.136784572928458692e-01 1.215695303296950669e+03 1.213948614017926275e+03 1.606195077709172381e+02 2.116391531646392252e+02 1.915785945613658559e+00 1.214702263030471840e+03
2.069569732338276822e+02 7.970798157282512619e-01 1.215610852638610140e+03 1.211262139486276965e+03 2.941055734221142757e+02 2.959649300228660991e+02 2.851174783940702895e+00 1.213429644501098210e+03
1.972061613160432501e+02 6.776559051813922929e-01 1.215726800597679585e+03 1.216069758576661570e+03 3.604967578798377303e+01 2.480155300951662696e+02 1.440447925092493531e+00 1.216026235034548108e+03
1.974434626527587966e+02 6.036201598318932104e-01 1.215721249531038211e+03 1.218980698250895102e+03 2.600403518148784201e+02 2.347148543912084619e+02 2.505806976634148420e+00 1.217267551666074496e+03
1.994453122266452567e+02 6.533854438128056108e-01 1.215704998755893712e+03 1.210734763067297081e+03 2.666973780743358091e+01 2.408496551655477163e+02 1.341317025636471927e+00 1.211230259416862509e+03
1.940295693315414951e+02 5.683271001017196067e-01 1.215578407638513454e+03 1.218991826969497652e+03 3.995436129014026960e+02 1.940246776915734017e+02 3.059164088431987061e+00 1.216694180829259039e+03
1.933732204747468586e+02 7.398929032253303006e-01 1.215644767512912722e+03 1.212168507923096286e+03 7.810536708186650401e+01 2.778195194035685631e+02 1.840611050545730931e+00 1.212931350145272745e+03
2.039061162160371339e+02 7.412214602733560032e-01 1.215742309802811405e+03 1.217905682201092759e+03 2.655692375139062165e+02 2.658393859036913227e+02 2.606143617852902938e+00 1.216824545891005755e+03
2.029173707351582721e+02 7.089721447603253290e-01 1.215716471816295325e+03 1.211252577102983423e+03 2.588862333253531460e+02 2.490423354274590793e+02 2.503130051964577607e+00 1.213527780663846215e+03
1.937285691829877692e+02 6.869474191745948977e-01 1.215747182563078695e+03 1.212634560076226762e+03 3.947545613829086619e+02 2.453130023842371941e+02 3.303939973678148068e+00 1.214554235426303876e+03
1.910624123873214728e+02 5.705401132816365628e-01 1.215763260858393551e+03 1.212380555866560826e+03 1.353231882543256575e+02 1.997136585386949719e+02 1.753546616557077442e+00 1.213746848645400860e+03
2.059334481913017498e+02 8.208384636527519262e-01 1.215638085733165781e+03 1.219126156442638376e+03 1.669556595753005581e+02 2.949896612052529576e+02 2.243177710264093072e+00 1.217865502595206408e+03
2.054932828968027536e+02 6.415901471935865352e-01 1.215712267371238113e+03 1.219824769840284262e+03 8.784138377022915734e+01 2.456832834739965961e+02 1.623044133329260230e+00 1.218741647831275714e+03
2.085915570387008415e+02 8.204792335709580886e-01 1.215765574325848547e+03 1.212722023110632563e+03 2.449814473216317197e+02 3.104981091059484015e+02 2.663001150734589206e+00 1.214064311180595723e+03
1.972071850911568731e+02 6.905386436881951751e-01 1.215749248466126801e+03 1.217077582211205026e+03 3.597446837139557942e+02 2.690676442126026586e+02 3.188587310527741803e+00 1.216317640044413565e+03
1.905478511842308080e+02 6.783294814094925629e-01 1.215784689832926915e+03 1.211179278150969139e+03 3.343524262598573387e+02 2.317948945044678055e+02 2.971155629653082553e+00 1.213899118929707129e+03
1.961314895661789706e+02 6.837835301219722384e-01 1.215761770733319963e+03 1.211257338522087366e+03 1.826396875780993696e+02 2.456365317945333118e+02 2.183617838828084246e+00 1.213178267246501264e+03
1.988485142262251770e+02 6.503656725148545537e-01 1.215676775322971935e+03 1.216906005559266077e+03 1.737867729790517330e+02 2.569466737506021445e+02 2.166138622688519533e+00 1.216410051605293347e+03
2.014487743781572817e+02 7.736232921395416184e-01 1.215715618860166160e+03 1.217177243543837449e+03 3.397921139464763201e+02 2.592918991704719929e+02 2.973877676676031090e+00 1.216348230366742200e+03
2.003391553970662926e+02 7.966711387060358973e-01 1.215723565122216087e+03 1.219317230539579668e+03 1.091858600535750696e+02 2.677527066147069377e+02 1.881502225170116782e+00 1.218276271921818989e+03
1.958462240293885657e+02 7.244523286367177128e-01 1.215537911655255357e+03 1.211955144193047090e+03 3.053821047480554967e+02 2.494070687274926001e+02 2.832779524982298014e+00 1.213927268237173394e+03
1.971708351449343013e+02 7.335051189414786288e-01 1.215715929797891476e+03 1.215336379492417564e+03 2.812544514912051454e+02 2.566957245195089286e+02 2.728345577150308454e+00 1.215534818339990579e+03
2.005922515187219233e+02 6.905277073085230866e-01 1.215776188224941734e+03 1.212414401268538541e+03 3.080480728109420170e+02 2.615477817258210393e+02 2.839570572762631251e+00 1.214232518421029454e+03
2.003087476776642859e+02 6.866199522081490869e-01 1.215727893507630597e+03 1.218491145909960096e+03 5.738653779798882582e+00 2.662702367344428467e+02 1.357948135904463394e+00 1.218432848738815665e+03
1.985980243664832301e+02 6.847836560257297700e-01 1.215649221668637892e+03 1.211903217086329278e+03 9.413728348309902572e+01 2.443578764614121042e+02 1.704423601515131059e+00 1.212945000653786110e+03
1.954901320837815604e+02 6.435621688541601770e-01 1.215681280135861698e+03 1.218265890974234026e+03 3.035062220156462587e+01 2.398478107138395785e+02 1.382158935774849162e+00 1.217975568982921459e+03
1.929649122245606918e+02 5.834054306695909409e-01 1.215756367724619849e+03 1.213033537389207595e+03 7.982578864193276047e+01 2.216579890874526484e+02 1.562376155611840511e+00 1.213754478597054685e+03
2.053928858936932897e+02 8.847745256046468665e-01 1.215704813562832669e+03 1.211838325447093894e+03 2.251153186639478179e+02 3.238498209134758667e+02 2.672756347858881387e+00 1.213423864567036844e+03
1.996732454893988802e+02 7.010767703362618120e-01 1.215695370000998992e+03 1.212372795601471807e+03 2.548421196935121316e+02 2.575921108278307656e+02 2.566364007683489046e+00 1.214025167461863475e+03
2.018439358783484181e+02 6.956507481403347848e-01 1.215742151718410696e+03 1.219949755214259994e+03 1.079293767389202259e+02 2.405213941602918624e+02 1.726337575527777002e+00 1.218646489270265647e+03
1.935457517579896773e+02 7.343434626220998185e-01 1.215673941222150461e+03 1.210804135501720111e+03 2.962545535620128589e+02 2.529225787035219355e+02 2.837453817907756637e+00 1.213431160617803016e+03
1.938228129042141745e+02 7.249221291067291517e-01 1.215777460449668524e+03 1.214894606956733469e+03 1.603102647990573644e+02 2.298331826184954423e+02 2.012887139401690728e+00 1.215257372186209977e+03
1.992937976310502108e+02 6.826684190264756813e-01 1.215710227258184887e+03 1.212670884153624684e+03 1.549177929777831082e+02 2.337412750525588478e+02 1.950181453965069922e+00 1.213882352930738080e+03
2.054371470681297751e+02 6.886350047062874680e-01 1.215599899078816861e+03 1.211156008949340503e+03 3.967456259507391678e+02 2.651447472611051239e+02 3.221863147234708347e+00 1.213819734004775455e+03
