weight logl A T phi m0
1.004434112768656842e-93 -2.242127508767431152e+02 1.504902748890114550e-01 6.478386237686747373e-01 7.453666041651086926e-01 4.775515426108409844e-01
1.115183998846856576e-93 -2.241056557751128082e+02 3.024690095546195279e-02 6.575408004196174883e-01 7.462473494976951116e-01 5.051584920884329977e-01
1.115979685931804977e-93 -2.241024425265742934e+02 2.113721103889186770e-01 4.073858942670851579e-01 4.195773970919618456e-01 5.192135260731894908e-01
1.180866766420126190e-93 -2.240434264711546462e+02 4.660534975113017619e-02 1.529492357918800227e-01 5.247744978934278937e-01 4.958131188529932842e-01
1.240266029053536844e-93 -2.239918492916317518e+02 1.320895040127331166e-01 9.833973241963945844e-01 3.326395325795556968e-01 5.451758950651549585e-01
1.287589445170157874e-93 -2.239519033646781736e+02 3.539406778141462873e-02 1.575307883397913944e-01 6.884606873347255407e-01 4.936107447282244154e-01
1.417235281608431679e-93 -2.238534671988059586e+02 8.466797155433014588e-02 4.158826464125622291e-01 4.333609414019534700e-01 5.067224080546091081e-01
1.626629577019420840e-93 -2.237131650578733399e+02 1.071679664578442104e-01 6.890305668724387989e-01 7.400438268432144584e-01 4.854938573566446314e-01
1.854675110672650675e-93 -2.235794656495720574e+02 8.808730602604414317e-02 4.269797722771729864e-01 7.536119214355356810e-01 5.109609783867893329e-01
2.106763583338465666e-93 -2.234495222646159505e+02 4.336800291002185226e-02 6.534578730334463792e-01 6.777632267552752277e-01 4.974952826289636976e-01
2.126193221768241729e-93 -2.234378420268862726e+02 2.676426954169244810e-01 3.475476131099702881e-02 1.451880732078010272e-01 4.831706962776746161e-01
2.279315867655340918e-93 -2.233657998479036451e+02 1.507060893522930711e-01 6.632477344799634356e-01 7.801273633793056606e-01 4.804871122240679804e-01
2.361171489070699781e-93 -2.233280172982487102e+02 3.500287206189212075e-02 2.607069126391916569e-01 6.959901683152933671e-01 4.936174328787960031e-01
2.396076374339279272e-93 -2.233108426322848459e+02 1.135096493277691909e-01 9.370624319257658819e-01 3.166554177473742682e-01 5.391476970306352534e-01
2.487990894027142649e-93 -2.232706996728843762e+02 1.733389575341951483e-01 5.199178427346221598e-01 5.302841137733689258e-01 5.222089347879448340e-01
3.106620909570649000e-93 -2.230461395765557313e+02 4.516938470416670404e-02 2.636986703637458351e-01 6.715903228302312344e-01 4.936920259716000570e-01
3.130489333403471726e-93 -2.230359858589142732e+02 1.031435645572064824e-01 8.803184942340398500e-01 1.408101062024698091e-01 5.262791829521322740e-01
3.365820766086809684e-93 -2.229610033417870341e+02 4.485682112016808887e-02 6.349924416645806868e-01 6.735101567451631244e-01 4.957908066574849837e-01
3.458557043852815115e-93 -2.229313237250620432e+02 8.406638728110138459e-02 2.621875038389954726e-01 6.229344525215839701e-01 5.056463428684416783e-01
3.909747867291616852e-93 -2.228062022999482394e+02 5.618272165673005025e-02 3.220419342386652284e-01 5.961077867440089939e-02 4.745667332676211103e-01
4.294039005166350412e-93 -2.227099474047385854e+02 8.716118879010641418e-01 3.277801353400159878e-01 3.302835282403635553e-01 5.252494028865640763e-01
4.580253985447462189e-93 -2.226429207358713143e+02 4.234844157255374109e-01 4.076926421303256332e-01 6.180002645482381984e-01 4.679385206712869394e-01
4.726219318156439733e-93 -2.226090496033901900e+02 2.022994612113013790e-01 6.810879284438522419e-01 8.423756165309621569e-01 5.048687987556105261e-01
4.992807124404253168e-93 -2.225516768862253514e+02 3.177965647740138566e-01 1.780522617302324750e-01 7.731092553385854327e-02 5.371700649635385849e-01
5.061112937837354758e-93 -2.225355887804941517e+02 3.819045878408836581e-01 3.007953649441491573e-01 2.731784418240051915e-01 5.165804704036718320e-01
5.248566648787945514e-93 -2.224967201677491744e+02 8.293233406583475076e-02 6.637585109428486563e-01 6.351988987984062973e-01 4.994837037914289790e-01
5.850628549224940229e-93 -2.223856260880136801e+02 1.767294410387074688e-01 6.711609659969229869e-01 8.238319662511740527e-01 4.879264488806601685e-01
7.050074441854111606e-93 -2.221966370119010037e+02 1.910795434776220991e-01 6.915289503700930984e-01 7.831658169146920034e-01 5.004123575929323442e-01
7.882037814218714999e-93 -2.220825887114953048e+02 6.443913021735774294e-01 3.132714118679196247e-01 1.845664525547209278e-01 3.996929383211197395e-01
8.982055592929952218e-93 -2.219494464237803300e+02 3.337792177056430054e-01 1.734889094657452446e-01 9.994538302867096435e-01 5.471156427619678908e-01
9.020554146733501069e-93 -2.219426694202739156e+02 4.815160417753521216e-01 3.248888224666348634e-01 2.746827481613732802e-01 6.037636263090223609e-01
9.337078725354368827e-93 -2.219056817547844389e+02 1.835006340991679197e-01 1.535381580726732920e-01 6.924986740362554238e-01 5.141826325058643787e-01
1.166138466383814925e-92 -2.216808922605950443e+02 1.494138071410008040e-01 6.740622188185281249e-01 6.838558479855312289e-01 4.971562457405006574e-01
1.215086531463854747e-92 -2.216372748012352645e+02 6.216489498628807731e-02 3.802722681017501882e-01 4.462356028527200147e-01 4.706721152349991888e-01
1.527003668707072317e-92 -2.214062826660113501e+02 7.869392502719196880e-02 8.524888775127201779e-01 1.192568115988479338e-01 5.197854713111031977e-01
1.730637697529698631e-92 -2.212786001429255407e+02 1.920683244361395259e-01 8.656958941144823338e-01 2.937910698068504356e-01 5.215881452274759855e-01
1.755656001679115158e-92 -2.212617475175973709e+02 1.035476226973019998e-01 4.453387022668320316e-02 1.124227230182685000e-01 4.935010639025319001e-01
1.778611481397533773e-92 -2.212462571015405217e+02 8.116060341837549874e-02 9.195031903547122853e-01 3.807646530573587373e-01 5.150123141660143400e-01
1.931224684627078637e-92 -2.211614357415093366e+02 5.898978345085592601e-02 6.303159499642062569e-01 6.882952109491062842e-01 5.162302166191340413e-01
1.932266881430533280e-92 -2.211583962311669893e+02 2.381194369373486608e-01 3.053590163770276145e-01 3.133216697732488232e-02 4.230432613325209035e-01
1.940646842147306738e-92 -2.211515687535144821e+02 3.332831101629696313e-02 4.121448859749899940e-01 5.349210221797126019e-01 5.027007631679090149e-01
2.061857053518898684e-92 -2.210884830358025397e+02 5.016264241847256944e-02 8.729390052722785232e-01 2.491679341758589183e-01 5.104264873101795885e-01
2.115432982038363938e-92 -2.210603305836177128e+02 1.867139004206082031e-01 9.291304561453235245e-01 3.728116512904281477e-01 4.987419538577064770e-01
2.197598370924337176e-92 -2.210197249803026125e+02 1.424536216914717990e-01 5.540951224020843613e-01 6.348664750501412657e-01 5.236432290722635718e-01
2.493946375217956268e-92 -2.208907237492933859e+02 1.453081215134036652e-01 4.320611572179581250e-01 6.757610468117690727e-01 4.922068264935195447e-01
3.147515359628181538e-92 -2.206554767279337455e+02 1.946516251275165477e-01 2.739103802973974489e-02 2.494633049398009561e-01 5.142696689322068249e-01
3.795142787956260955e-92 -2.204658680593789200e+02 2.006606653190056155e-01 2.767091178917324701e-02 3.066539305595673004e-01 5.012221657424419385e-01
4.449120653495744623e-92 -2.203043836241081124e+02 4.219894394323852049e-01 3.449616361574440182e-01 4.180371840412071549e-01 5.761094024270968506e-01
4.558868700669578031e-92 -2.202775155940156537e+02 1.713475675296450840e-01 5.275131571223263816e-01 5.328211761492198661e-01 5.207862358915600343e-01
4.709268163367446840e-92 -2.202425575781754219e+02 4.011252732448711278e-02 9.790493117571513748e-01 3.723803168628132543e-01 5.096334589917778102e-01
5.879641433371883606e-92 -2.200180943154715578e+02 3.433418474498104445e-01 9.992226393407699359e-01 2.955351735309715289e-01 4.941610066553522862e-01
6.175067548850111650e-92 -2.199665702732643808e+02 2.858213739461157865e-01 3.239194104142245623e-02 5.067759239302179752e-01 5.160589422691210792e-01
6.192282062429953413e-92 -2.199612864068356828e+02 2.438402065782178108e-01 8.462852800509318429e-01 1.879212540854219293e-01 5.187710523287472064e-01
6.450320259230083422e-92 -2.199179603126347615e+02 1.715608844033315594e-01 6.877211475361613147e-01 8.441161858549479646e-01 5.056105225301906758e-01
6.862641346928635461e-92 -2.198534976911777221e+02 1.633265798990435336e-01 5.771155185991767578e-01 4.939936353114782186e-01 5.020288299676695098e-01
6.845979778785285729e-92 -2.198534285084269300e+02 3.060134137296734447e-01 3.698715515424383371e-01 3.326221138238463215e-01 5.655826085391836289e-01
7.443050362195628741e-92 -2.197673093350647946e+02 1.541951403417545219e-01 2.102350655822027292e-02 7.987801283915032524e-01 4.856815569456236492e-01
7.727717385863133186e-92 -2.197272765687143874e+02 1.273082710660283778e-01 1.074461616857160795e-01 1.108753588256889966e-01 4.953939245707029704e-01
8.233604627326160167e-92 -2.196613661896932683e+02 2.142498845589306811e-01 8.336500459895359594e-01 1.922286500994639935e-01 5.096936250388630629e-01
8.504210274871588729e-92 -2.196265287274855211e+02 2.008449063521395850e-01 6.177649911892041379e-01 7.608249318261258720e-01 5.065540035188700330e-01
1.042576689068961388e-91 -2.194203097671682769e+02 8.872885272958448699e-02 8.526016549284719526e-01 1.112458794995401790e-01 4.980541367188979218e-01
1.181540725657596566e-91 -2.192926857153067601e+02 2.302229044051917750e-01 5.426346836379523086e-01 5.285861457178809841e-01 5.117160633539303838e-01
1.209155693684220279e-91 -2.192670826595730773e+02 1.389953400003654527e-01 8.005447239108283153e-01 7.963991809676929101e-02 5.056983271035320193e-01
1.236412976810206014e-91 -2.192422905749481004e+02 1.101872763906507902e-01 9.909675480158125493e-01 2.521001032407658715e-01 5.323823450079659958e-01
1.245631736326555621e-91 -2.192323621818500783e+02 1.169990164748148098e-01 6.688369160604836772e-01 6.842732315024260270e-01 4.977771599085241139e-01
1.356534267323491361e-91 -2.191445718874389854e+02 7.131098556319181991e-02 3.533611582492308667e-01 3.105573921338444787e-01 5.491756081985120774e-01
1.520830690326558191e-91 -2.190277483094380386e+02 8.078060223696770237e-02 9.175287373911704680e-01 3.518692254655807483e-01 5.046979202115564611e-01
1.550575126760492829e-91 -2.190058790901773591e+02 6.075877790121009259e-02 2.564340837511094318e-01 6.382778311063440624e-01 5.061875778743132326e-01
1.665719198819845701e-91 -2.189317480203980892e+02 7.988436241346752453e-02 1.558849145008256443e-01 5.264902979139298722e-01 5.165303240625152004e-01
1.667078013438814438e-91 -2.189284326004323873e+02 4.090290940849997114e-01 3.926472447235838659e-01 6.464198409603485462e-01 4.769845263021326165e-01
1.663249919466778493e-91 -2.189282315305889028e+02 7.434954298146612128e-02 9.585932591876030751e-01 3.999981941372393601e-01 5.176007627023733182e-01
1.667081464024263542e-91 -2.189234305305941177e+02 1.900363771021496007e-01 9.904338563120984595e-01 3.083213947384915166e-01 4.770097900373834743e-01
1.776554633952292083e-91 -2.188573291121011266e+02 8.763957853757940730e-02 3.245126746251777439e-01 3.641249061858997660e-02 5.306673862174036138e-01
1.938254150315280072e-91 -2.187677173564256066e+02 1.730080544692235156e-01 4.342059668461151212e-02 9.821139764641132475e-01 5.097684064198492182e-01
1.944968019997067645e-91 -2.187617594670352332e+02 1.337415501859981204e-01 2.268571710276878761e-02 7.424080294419765913e-04 4.800407823144154928e-01
2.389051055274586403e-91 -2.185536087627128268e+02 2.357788728118234145e-01 3.265263229842484405e-01 4.683262572476432073e-02 4.699446623035336001e-01
3.333825779912988010e-91 -2.182178844744213109e+02 2.628585194344044140e-01 2.272178570151950350e-02 5.638432004321802804e-02 5.189070485592246484e-01
3.558094019749557915e-91 -2.181502799880275916e+02 2.515251510263077916e-01 2.643028391693601487e-01 9.834639902898496544e-01 5.114639563608766037e-01
4.076058622150021106e-91 -2.180118745042782109e+02 7.340247575436509297e-02 5.615113491897646414e-01 5.648978923024996490e-01 5.143121164185838756e-01
5.387573132284195787e-91 -2.177304099720339252e+02 1.257354357123500188e-01 1.805017112301504634e-01 9.310477460997330645e-01 4.995060936155488185e-01
5.791145242616996120e-91 -2.176556749331315075e+02 1.390989393113540862e-01 6.426378757246837825e-01 8.004285318177218889e-01 5.023830461389573454e-01
6.952072607674923739e-91 -2.174704651697590521e+02 1.569578733845875262e-01 5.464925962615863053e-01 5.918972477779681496e-01 5.197295943292440379e-01
7.447512065599692098e-91 -2.173991249761183440e+02 1.991428435981437151e-01 3.595848818680623671e-01 3.838275316587619890e-01 4.288610829924245360e-01
8.505140730185822441e-91 -2.172638342293395795e+02 6.594075476375840239e-01 3.168561195456115476e-01 3.149529858087850576e-01 4.712443749719718022e-01
8.548891640757479128e-91 -2.172562033599238873e+02 1.141759589513398898e-01 6.864016527068946827e-01 8.045142948502174152e-01 5.040237653308315968e-01
9.742352254699070126e-91 -2.171230224087234149e+02 1.495995940582884876e-01 6.768695033671319194e-01 7.602916439338034404e-01 4.948931226777630310e-01
9.942208610472839763e-91 -2.171002158116099849e+02 1.951461024483517326e-01 3.720217187622660848e-01 2.542821994864388202e-01 5.076240636066428058e-01
9.942163843197850292e-91 -2.170977203143696386e+02 1.810832303678834299e-01 1.062120595314429705e-01 1.462507583329918370e-01 4.761108376812561715e-01
1.000183276231914154e-90 -2.170892366493766303e+02 6.701329959170554407e-02 8.984744443426062599e-01 1.895480987684212693e-01 5.068695662158908544e-01
1.033688989222305451e-90 -2.170537859620915810e+02 6.975989175727863589e-01 3.494209260135979211e-01 3.259111230630966638e-01 5.576773719631140658e-01
1.074740085323462887e-90 -2.170123410575641003e+02 2.032821813734812522e-01 5.850307390757205628e-01 6.390546812458840487e-01 4.876542290041003813e-01
1.110041129277495727e-90 -2.169775228407745828e+02 2.199946634580499660e-01 8.721755631598441250e-01 2.152341805448775292e-01 5.286070756875590471e-01
1.141928781501221375e-90 -2.169467011624849988e+02 6.033957876311462076e-01 2.696266740835519538e-01 9.079232018903551360e-01 5.510853254849082949e-01
1.252534450681982785e-90 -2.168517508496823893e+02 5.860854138336712982e-02 6.525793490082831827e-02 1.344099103146731977e-01 4.986780687198626438e-01
1.276410369314402641e-90 -2.168303681695512921e+02 2.872590357986688492e-01 3.925942325584086956e-01 4.840148894144227221e-01 4.471836615448931962e-01
1.381264500034058607e-90 -2.167489205248244843e+02 3.014293056117915426e-01 3.666535171554176076e-01 5.665110247091971196e-01 5.370390588756214223e-01
2.369786330992329841e-90 -2.162066201134321659e+02 9.406491257368129744e-02 3.989309078264033359e-01 5.903056218608020433e-01 5.329039029207792710e-01
2.589731660182956971e-90 -2.161153656445785032e+02 2.109121666975597997e-01 9.464194480846153112e-01 2.161513298469273647e-01 4.924562510933603865e-01
3.065535009716042108e-90 -2.159441978001035807e+02 1.733741871548551972e-01 2.634748359646239546e-01 7.762522600943058126e-01 4.644771051940964623e-01
3.211980373699840554e-90 -2.158950322230548124e+02 1.474852109815357748e-01 5.342555282171653763e-01 5.137252380459818024e-01 5.081307450716266993e-01
3.668608461487307362e-90 -2.157596074844578311e+02 9.979017721941013663e-02 1.120020038042816024e-01 3.401429980719555823e-01 5.001778545088053640e-01
3.767508974840774296e-90 -2.157305058751257718e+02 5.512428780337106371e-01 3.462828693450322737e-01 2.228625687803806321e-01 4.424134198349189417e-01
4.370044955586604959e-90 -2.155796466124413371e+02 1.433575125192094735e-01 1.092793366462552207e-02 9.619560845225071377e-01 5.062414895137166138e-01
4.636750213740298120e-90 -2.155179061729312480e+02 1.884309495604605811e-01 3.517396782683157586e-02 2.628791182492190570e-01 4.906257221982512906e-01
5.174788152068241677e-90 -2.154056215073004239e+02 1.057716613264754746e-01 3.047993527980557560e-01 2.543479394536659055e-01 4.694250195495450750e-01
5.981664655177449162e-90 -2.152582210091598256e+02 1.955561847159870137e-02 3.092825782855607164e-01 1.885364080206171078e-01 5.142452402848584070e-01
7.347597239159077188e-90 -2.150500465552731271e+02 1.399358985665910271e-01 2.235236811070068219e-02 1.752780365520351102e-02 5.005753230840647161e-01
7.441901098242190013e-90 -2.150347935686539245e+02 2.254058983286266749e-01 1.829450063272329841e-01 5.937317980041245669e-02 5.076004406735667995e-01
7.573605026629265012e-90 -2.150147507292790863e+02 1.104087542939186095e-01 3.677547971113682701e-01 5.128626796264970089e-01 5.463571315257068628e-01
8.543764654751182404e-90 -2.148917181720670158e+02 5.131023539250872956e-02 3.366662662304769627e-01 4.581952099488299512e-01 5.192233289625465265e-01
1.035266995845688462e-89 -2.146971754553712231e+02 2.882799604280788519e-01 3.977140180374578726e-01 5.460161538775416545e-01 4.458904353448236435e-01
1.084901492007978361e-89 -2.146478456237268233e+02 1.134943865152300835e-01 8.817208295949567898e-01 1.639452856793707225e-01 5.139252299979018002e-01
1.103487674921530262e-89 -2.146283590382479929e+02 2.053125813802308963e-01 8.572083236307682652e-01 2.237764315351252753e-01 5.108969169205982430e-01
1.107263139579436593e-89 -2.146224434852118748e+02 7.573502391627146002e-02 9.362136772476139512e-01 2.581201021653181105e-01 5.173670588582217622e-01
1.155692131955371834e-89 -2.145771354028791507e+02 1.399546181413979795e-01 9.401844918384276717e-01 1.964163859216721819e-01 5.199899309615952925e-01
1.188247688876307699e-89 -2.145468551242923922e+02 2.183049379537654877e-01 1.076876677762659273e-01 2.740555425077275675e-01 4.859825233967007829e-01
1.209268748300526470e-89 -2.145268189791474924e+02 9.116740882635260279e-02 3.850442356628194784e-01 6.200264401517684432e-01 5.269322610412088270e-01
1.220135550162314858e-89 -2.145153728565577751e+02 3.655949043893571559e-01 3.105835822261767687e-01 9.749855645934366599e-01 5.239948600221182584e-01
1.999394793423363883e-89 -2.140189902843434311e+02 1.053989282983662790e-01 6.080446999299964350e-01 6.938155914469004149e-01 5.032396422524512136e-01
2.165259484572249750e-89 -2.139367946072430584e+02 2.134366952519413663e-01 6.216849117063915076e-01 6.724752028838134610e-01 4.935447320932381254e-01
2.194092938946866679e-89 -2.139210660943610947e+02 5.544898978785071098e-01 3.337934136996132950e-01 4.120715406314398588e-01 5.467166259762714642e-01
2.561942917844121263e-89 -2.137635688929057665e+02 4.239000179833369852e-01 3.886301058008454490e-01 5.516664886829938386e-01 4.315348877955630380e-01
2.639302136915639578e-89 -2.137313202756851638e+02 4.215231178849603300e-01 3.162808970132873765e-01 3.492422469839893684e-01 5.493336092959678618e-01
2.813395102161533967e-89 -2.136649428403781030e+02 2.283343422278907853e-01 9.263026463639247865e-01 2.798757998542810155e-01 5.370678844815968134e-01
3.166548695628159665e-89 -2.135441925605891811e+02 2.027202778918066883e-01 6.334467668046227518e-01 7.059482276564528203e-01 4.985137717307203120e-01
3.293661369795634653e-89 -2.135023349914769142e+02 7.145562854241493955e-01 3.587858669112281573e-01 4.683555831468614872e-01 4.417998053835638927e-01
3.544429343421430879e-89 -2.134264576438526717e+02 1.162485635902351794e-01 4.227059446782748253e-01 5.715068520943911157e-01 5.023613970496542125e-01
3.568915891677593556e-89 -2.134170729379465286e+02 9.391772788959212859e-02 9.909217535252814457e-01 2.757663531928512546e-01 5.247187470306765578e-01
3.689383032456619715e-89 -2.133813755716247442e+02 2.946822956843462848e-01 3.603831040483971293e-01 3.679816498760490884e-01 4.197062652036941954e-01
4.395163062954360957e-89 -2.132038301834489289e+02 3.461424228942405756e-01 3.490407581825839545e-01 4.083767065372132521e-01 5.782993705833142650e-01
4.431701351439757265e-89 -2.131930512532498483e+02 7.736329441077527402e-02 2.364814983622010036e-02 1.328867453917597363e-01 5.103953686749109764e-01
4.455013444078446285e-89 -2.131853047371527339e+02 5.926607114469828463e-02 3.610013469177290046e-01 2.935362758487414236e-01 4.805484772717841802e-01
4.670546961453314725e-89 -2.131355586286320545e+02 2.854611750566569128e-01 2.307625452040201752e-02 5.820087444156890610e-02 4.762235532160150053e-01
5.154095288208661372e-89 -2.130345432155571643e+02 1.132577861345623882e-01 3.234764782503383729e-01 1.136606026047644602e-01 5.562201710088897633e-01
5.727039780464590979e-89 -2.129266360363076842e+02 2.055592913534727284e-01 1.791233277397244472e-01 1.534829848526458318e-01 5.259753155451661888e-01
8.775002621292825804e-89 -2.124974277477467410e+02 5.808794592594676010e-01 3.607787336079607554e-01 5.170945882549332628e-01 4.506277343710586303e-01
1.047259417710745452e-88 -2.123180730492219368e+02 4.205978408625022924e-01 2.874404721836251175e-01 4.799189626400079955e-02 6.080234535354800407e-01
1.085603905033925482e-88 -2.122796132961749436e+02 3.783190161409736296e-01 3.899396033354080027e-01 3.950647040013151035e-01 5.025935977918973840e-01
1.131086094857515020e-88 -2.122360714058165172e+02 1.245206626007170359e-01 5.737486994372243965e-01 5.722527426727548328e-01 5.091213806263145125e-01
1.559799226980554624e-88 -2.119121926105020748e+02 9.454723816192944774e-02 9.432917151510833431e-01 2.755068200142243295e-01 4.989251166400821558e-01
1.733168019379412636e-88 -2.118042987638914099e+02 3.304900086056066222e-01 9.628403517041228543e-01 2.818609598529304705e-01 5.074337342882916380e-01
1.771474724311317843e-88 -2.117799373455644059e+02 5.271201029367161839e-02 3.440660014367031283e-01 3.474533751708626106e-01 5.395008125304825430e-01
2.129584856172060319e-88 -2.115933226653077668e+02 1.617437263433097183e-01 3.729534682445810323e-01 6.301472529430234282e-01 4.855718627045769731e-01
2.144607637620644421e-88 -2.115837931067034106e+02 7.885505083859833952e-02 3.660009561264860878e-01 2.491627623126616564e-01 5.178461556278973754e-01
2.186098998466691352e-88 -2.115621310466023033e+02 1.696317487803597757e-01 9.023086519802545613e-01 1.920670509636793200e-01 5.016806790027602547e-01
2.622789833560174923e-88 -2.113775111496056525e+02 8.136755559232818902e-01 3.598582970919086410e-01 4.087761754676726422e-01 4.758331948298343272e-01
3.381981395470115236e-88 -2.111207879734098753e+02 2.647173847812839265e-01 1.593132971996225056e-01 7.814551582123032691e-01 5.319943412768490809e-01
3.840230559096720870e-88 -2.109912173165987497e+02 1.762978887807636341e-01 2.780365585523135175e-01 8.638201397159813721e-01 5.591570107099117504e-01
3.831955459120822633e-88 -2.109908744861890568e+02 2.353822095694508287e-01 9.798825475564261200e-01 3.997818669342714237e-01 5.006069842988895013e-01
5.275130479870846188e-88 -2.106687463082506611e+02 2.878654256960843094e-01 2.602085550699966277e-01 8.156898499047539053e-01 5.474309795422714897e-01
5.538470342778176797e-88 -2.106175313716058497e+02 1.838411064235601078e-01 3.106298304940732224e-01 2.616494098736228402e-01 4.484793240414000071e-01
7.158215841133709907e-88 -2.103584889571055783e+02 1.405727088344659315e-01 3.897481585072369303e-01 3.971513422210712907e-01 4.798507056234305734e-01
7.242132708842172744e-88 -2.103443339867633881e+02 5.624670170500176702e-01 3.578965876834681592e-01 2.672007340496722616e-01 4.772956702419819952e-01
8.171214246080839198e-88 -2.102211322024674018e+02 6.818815484952254202e-01 2.888283043558173002e-01 1.174073881032264843e-01 5.855649409311559639e-01
8.470799386250126847e-88 -2.101826248400748796e+02 2.094619134533870497e-01 2.844029011023826436e-01 1.266744029884466771e-01 4.758365477826423384e-01
8.752782079096046603e-88 -2.101473781210971765e+02 2.898588052704412776e-01 9.496862045669631769e-01 3.457422406166176243e-01 5.042497897405351370e-01
9.169029464132662290e-88 -2.100984182803137514e+02 7.497739806744233571e-01 3.151848691854247653e-01 7.185550606814228303e-02 4.923515948341237181e-01
9.746184262455215712e-88 -2.100348738721149573e+02 8.414058015523084855e-02 4.027940590675674337e-01 6.299904428263118916e-01 5.176003533769361065e-01
1.021172811489343447e-87 -2.099857128478827519e+02 2.236734997886204168e-01 3.751750426512596159e-01 6.326661990033372041e-01 5.046546434545159387e-01
1.234624098126635824e-87 -2.097933980800711140e+02 1.107158140160745541e-01 3.532171800446636256e-01 4.770994711531237886e-01 5.451276519540193544e-01
1.283860196186903361e-87 -2.097517933119679583e+02 3.234488210899899574e-02 3.441996577405090907e-01 3.382342931481615578e-01 4.909518255772595818e-01
1.350292749548706057e-87 -2.096988432093743313e+02 1.497883409100755348e-01 9.144190407976940937e-01 2.392780218956815919e-01 4.976535885909718626e-01
1.382797780923285334e-87 -2.096725558055398437e+02 3.450503450159186913e-01 3.261095598617032021e-01 3.930648262881565325e-01 4.593247963754921726e-01
1.513161069854720342e-87 -2.095799637434198530e+02 1.897644462901051376e-01 3.262409148148593951e-01 5.455591665117159872e-02 4.702089314337951076e-01
1.778410762233816901e-87 -2.094159444945453572e+02 3.193683905686403035e-01 3.209050369667422187e-01 2.379310165541148325e-01 4.100983947624452508e-01
1.802701146031809792e-87 -2.093998784530769512e+02 7.118283964581830769e-01 3.544568586614139649e-01 4.393489892716276879e-01 4.292834219305871057e-01
1.848943494029226104e-87 -2.093720502381823962e+02 3.277166887118532212e-02 3.303231052956908664e-01 2.277140207590133691e-01 4.889982383841005031e-01
2.217069683330489397e-87 -2.091879782683307099e+02 2.215662373755471481e-01 9.646219814600850428e-01 2.639618651990991438e-01 5.287260148607698662e-01
2.261328403515534757e-87 -2.091657122000633819e+02 3.263116851152462194e-01 9.832367640484153126e-01 3.755366710727766622e-01 5.300936235314454015e-01
2.305050452585838161e-87 -2.091440620653007159e+02 1.318770039566378727e-01 3.074020439154367956e-02 3.846516432855644485e-01 5.409471440239305151e-01
2.479703365436432979e-87 -2.090685256875215146e+02 2.236516792038713286e-01 3.560625751033639208e-01 3.240520277122317383e-01 4.318286971941114327e-01
2.899165482916751578e-87 -2.089097416987645488e+02 9.820066452308678917e-01 3.054051083148539569e-01 1.873351272830720005e-01 5.194125753165881321e-01
2.964441194412046475e-87 -2.088849760824604971e+02 5.229084509549375426e-02 3.816633643200731951e-01 4.124184346291008829e-01 5.188555840512103501e-01
3.010388899276896786e-87 -2.088670953570008919e+02 3.121159466471835620e-01 3.843932590407642680e-01 6.229045502443683047e-01 4.544807742761656222e-01
3.990988741190866203e-87 -2.085826256248203663e+02 2.676034487229076442e-01 3.615246310605929048e-01 2.730452155340000742e-01 4.558112488025858888e-01
4.259492092236051947e-87 -2.085150147038348223e+02 1.385950704563133629e-01 9.814392527616828676e-01 3.044524929275619352e-01 4.909498382123209659e-01
4.348639103941189052e-87 -2.084918016833491095e+02 2.677871130239929398e-01 2.649061175564625947e-01 7.261134579436634429e-01 4.692720456458615574e-01
4.477788100414108003e-87 -2.084600354329161860e+02 1.379584472871355494e-01 9.170131076041685425e-01 2.412189202043219238e-01 5.180547619868498543e-01
5.216771271177339414e-87 -2.083047859497334571e+02 2.865494269554986762e-01 4.142140061866173006e-01 5.958999199768142407e-01 5.125598448749199010e-01
5.505385934485492901e-87 -2.082484377559424615e+02 2.549929061082867876e-01 9.686705157902861796e-01 2.600113972302807164e-01 5.195060030406527529e-01
5.959146515910565606e-87 -2.081667373610389120e+02 1.344576454453056957e-01 9.354143693605737608e-01 2.283967085602530700e-01 5.047755295679311471e-01
6.381698570787899688e-87 -2.080957303342447062e+02 3.529415728710368350e-01 3.255452815901840324e-01 2.358871848453799325e-01 5.978041059528698131e-01
7.823056372992849574e-87 -2.078895893110982058e+02 1.232064007463624655e-01 1.738487542949774811e-01 8.580028125791128168e-01 4.959934025297485505e-01
8.754488019880481170e-87 -2.077745981444027734e+02 1.615444643173851169e-01 3.651465686998225380e-01 5.296220709268708582e-01 4.527339368619217597e-01
1.226867626810076097e-86 -2.074346152605407383e+02 8.492406911896624999e-01 2.828406881608320766e-01 3.072911856252347196e-02 5.292434510359622646e-01
1.656480930495589267e-86 -2.071318841060731302e+02 7.250959973027648608e-01 3.695768786385942306e-01 4.395534666616821573e-01 5.018969996801259104e-01
1.667413013313843308e-86 -2.071228062053210692e+02 4.667736860437194935e-01 3.894552321750926471e-01 4.300712256241334130e-01 5.133282419907754246e-01
1.825087215682992419e-86 -2.070299517615313789e+02 1.719570324688326213e-01 4.103820930903222530e-01 6.796816266394811734e-01 4.827677326573849292e-01
1.833297474420750036e-86 -2.070229632928671322e+02 5.726485441104772756e-01 3.283246740554290888e-01 3.519648569257303738e-01 5.748077228774827185e-01
2.169466214404130421e-86 -2.068520983836915548e+02 2.517350667096938110e-01 2.679028837803523744e-01 7.860215486826120923e-01 5.487342316258205788e-01
2.339127075592718126e-86 -2.067743017216866406e+02 8.646472579357322719e-02 2.687697752204202262e-01 8.798089161661709623e-01 4.813692353958747283e-01
