weight logl C sigma mu1 a1 W lam0
1.000000000000000000e+00 -9.999999999999999673e+98 1.408917657467517017e+02 1.375749616955252330e+00 1.213112876371068296e+03 1.940133909398343519e+02 1.377038536720215589e+00 1.213112876371068296e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.686202084964114647e+02 3.262127660383511429e-01 1.212167663335044836e+03 1.138299022033632184e+02 4.237577762318053276e-01 1.212167663335044836e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.347664321721350120e+02 1.540719323743293456e+00 1.213376444205973030e+03 3.101271057876602981e+02 1.321002763973809779e+00 1.213376444205973030e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.469975911293823856e+02 2.113191960272478020e+00 1.210404223373560853e+03 1.916663044164864118e+02 1.303873777413046886e+00 1.210404223373560853e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.682590876662924870e+02 1.756914384409258512e+00 1.212134927304989560e+03 7.957573262332130071e+01 2.966376025341273537e-01 1.212134927304989560e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.579367679733540228e+02 1.524080782304434223e+00 1.215705470150393694e+03 1.888889744175402825e+02 1.195978471899642015e+00 1.215705470150393694e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.576007864955101354e+02 2.759918329852174779e+00 1.212676753219552893e+03 3.279120812882246128e+01 1.272946739601433508e-01 1.212676753219552893e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.587263485449610982e+02 2.661925942871357087e+00 1.219164280820657495e+03 3.131546498174981252e+02 1.972921652190552377e+00 1.219164280820657495e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.805860408825114973e+02 1.692525579835070459e+00 1.211676456745196447e+03 9.628728645922426210e+01 3.431649206652521711e-01 1.211676456745196447e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.224486303780042249e+02 2.509688257265304312e+00 1.219641528049824956e+03 2.106935648613394108e+02 9.471560445362617875e-01 1.219641528049824956e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.228638985880884320e+02 1.919204258794828144e+00 1.210652750142884997e+03 3.593241821838666539e+01 2.924570897660762059e-01 1.210652750142884997e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.097594387396214586e+02 2.859347503924238865e-01 1.218455741695156803e+03 2.410362525798009301e+02 2.196041227503020998e+00 1.218455741695156803e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.063416685139623326e+02 6.676322740404526668e-01 1.211632077652833232e+03 2.973054593380213078e+02 2.795756954847723019e+00 1.211632077652833232e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.472351533519821771e+02 6.686851049476556508e-01 1.217636277920639259e+03 3.842258357892923755e+02 2.609606653315715619e+00 1.217636277920639259e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.911980741055319868e+02 1.674737716231471385e+00 1.217555455782486433e+03 1.523352138606129245e+02 5.231326282927465376e-01 1.217555455782486433e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.642726084637664030e+02 8.241439315250973507e-01 1.217206279315203119e+03 2.557150018840056589e+02 9.676182611981367643e-01 1.217206279315203119e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.305812915451703589e+02 6.571324885287909146e-01 1.211256564245165237e+03 2.280881120799551240e+02 1.746713555831659548e+00 1.211256564245165464e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.792931598533160695e+02 2.411777360036277518e+00 1.219113094327916542e+03 3.002969604813304159e+02 1.075203419371407065e+00 1.219113094327916542e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.291020638135975673e+02 1.769833505353867409e+00 1.219544437046204621e+03 1.402571676882936913e+02 6.122038595095763425e-01 1.219544437046204621e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.126254451335048969e+02 5.360492142717486752e-01 1.215682189205752366e+03 3.625530351858996028e+02 3.219104126568675728e+00 1.215682189205752366e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.463312603165388168e+02 1.726881912041921652e+00 1.217432768467956066e+03 6.592826714692083101e+01 2.676406845895326625e-01 1.217432768467956066e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.909130065443256399e+02 7.582511767341774123e-01 1.212637727571034702e+03 2.808990857684787557e+02 1.471345985551070434e+00 1.212637727571034702e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.033368552829030023e+02 4.171419490351304660e-01 1.217507675205696387e+03 3.504782583285240776e+02 1.723633710381243578e+00 1.217507675205696387e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.316143103396774450e+02 2.491301816811091641e+00 1.218154446013931192e+03 3.717225402260540932e+02 1.604920437260110688e+00 1.218154446013931192e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.710029952224294902e+02 1.876150771735987099e+00 1.219683751303536837e+03 3.630665878508256839e+01 1.339714299293384980e-01 1.219683751303536837e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.908228627003349516e+02 2.644900950312668364e+00 1.210283201335729927e+03 2.265796065043755334e+02 7.790983294798389247e-01 1.210283201335729927e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.448388513764858772e+02 1.262026369563487904e+00 1.218024404214367678e+03 3.781470370940041192e+01 2.610812178502232017e-01 1.218024404214367678e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.498861810882816314e+02 6.218655225049350976e-01 1.217533721873112881e+03 2.479434921629867858e+02 9.922257048515679134e-01 1.217533721873113109e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.114266820296122376e+02 2.380794870806230978e+00 1.213736362775840689e+03 7.698554802467990044e+01 3.641240891908684163e-01 1.213736362775840689e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.676999708110533902e+02 1.695085342282418583e+00 1.211892549136211528e+03 2.941427919350633147e+02 1.098777825951552600e+00 1.211892549136211528e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.436980083147946914e+02 2.660756623472759319e+00 1.211571243903923687e+03 2.648397166246361394e+02 1.843029835489856882e+00 1.211571243903923687e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.550560746894778674e+02 2.984317816445701155e+00 1.216598997841035725e+03 2.436093959145405847e+02 9.551209325679725914e-01 1.216598997841035725e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.211582431217393037e+02 1.514283746700306299e+00 1.210843442735893404e+03 2.643428957174666607e+02 2.181798686630475714e+00 1.210843442735893404e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.284117664436909649e+02 7.901311612421872965e-01 1.219903124775133392e+03 3.016155194330714266e+02 2.348815282167549423e+00 1.219903124775133392e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.367407391484427421e+02 1.693653768048001940e+00 1.216268378178156354e+03 1.417611092140614630e+02 1.036714516075335268e+00 1.216268378178156354e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.696008647327987546e+02 1.748606551870991899e+00 1.215774031078596636e+03 3.132887331958772847e+02 1.162046470089691752e+00 1.215774031078596636e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.688091357088141535e+02 2.766814614791914373e+00 1.217289193731362957e+03 3.373128026798806900e+02 1.998190449015303738e+00 1.217289193731362957e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.393530808420031235e+02 1.818167636682925803e+00 1.210193870060434847e+03 3.548755772873490741e+02 1.482644702290681238e+00 1.210193870060434847e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.025200907372217785e+02 1.986624648017814576e-01 1.216092637796186636e+03 3.069022612405099153e+02 1.515416372387114574e+00 1.216092637796186636e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.131211131075797738e+02 2.404360352060908923e+00 1.214845449833589328e+03 3.298920281116518254e+02 2.916272825196830176e+00 1.214845449833589328e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.021086966266752256e+02 1.029382611952166293e+00 1.219017756880433126e+03 1.043818310525029602e+02 5.164638276071400469e-01 1.219017756880433126e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.721018003762245598e+02 1.364129340348197328e+00 1.213087281576270925e+03 3.056180272134076858e+02 1.123175321849548824e+00 1.213087281576270925e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.081599785671388645e+02 3.628999823597052199e-01 1.212355037493311329e+03 2.112446659002808929e+02 1.014818829990161264e+00 1.212355037493311329e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.966799349901590972e+02 1.640503355155322085e+00 1.210998090360605829e+03 7.440840645390132124e+01 2.508036361015431037e-01 1.210998090360605829e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.480076314020310235e+02 4.081805458495696426e-01 1.213318261825534819e+03 4.445185942475560381e+01 3.003349151910393866e-01 1.213318261825534819e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.951957810354540754e+02 1.001814489693244159e+00 1.214392152126250949e+03 1.058848380817241974e+02 5.424545424088442758e-01 1.214392152126250949e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.595725480250584951e+02 2.381996599140077109e+00 1.218306974328145543e+03 2.314799058747814513e+02 1.450624864612871656e+00 1.218306974328145543e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.970997210093927663e+02 1.165541877948511607e+00 1.218212874290870332e+03 2.330715083290290863e+02 1.182505521242833701e+00 1.218212874290870104e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.597171621785714990e+02 8.128868650819598418e-01 1.211726436978454331e+03 3.862347215371013931e+02 2.418241823663710655e+00 1.211726436978454331e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.752843491639347349e+02 2.824190540983388065e+00 1.216481156609601612e+03 8.912597742115985966e+01 3.237596968074796244e-01 1.216481156609601612e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.049905580913342646e+02 2.798551912488593363e+00 1.215354633768589110e+03 1.540619786032027889e+02 7.515564621008541391e-01 1.215354633768589110e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.041995191867483044e+02 1.127185130499520627e-01 1.211330501121069574e+03 7.840858459048737927e+01 7.524850901659351221e-01 1.211330501121069574e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.773240387357623717e+02 2.135903123472350895e+00 1.216923841156632534e+03 2.259939159374375492e+02 1.274468580507576387e+00 1.216923841156632534e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.994745714353207404e+02 2.889975309293444816e+00 1.213510983507488618e+03 2.755672252225764964e+02 1.381465433111250807e+00 1.213510983507488618e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.519266464171218445e+02 2.867026859843162523e+00 1.217373910290132017e+03 1.064036417794397096e+02 4.223596165499075017e-01 1.217373910290132017e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.838266430683381145e+02 2.875479509151479984e+00 1.211248574715092445e+03 1.837488958774974606e+02 6.473983340360879302e-01 1.211248574715092445e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.812126912917896107e+02 1.552190249827176016e+00 1.216042065345381161e+03 1.383865554226698862e+02 4.921063654238789775e-01 1.216042065345381161e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.019708872063661147e+02 1.447570995580846898e+00 1.213689307234690204e+03 2.312173406460654519e+02 1.144805292704470068e+00 1.213689307234690204e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.984875952874501195e+02 1.799173572459909387e+00 1.217689938950436726e+03 1.235542927627752974e+01 6.224786621241681916e-02 1.217689938950436726e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.838916837662597459e+02 1.242615804824283687e+00 1.219026344237869353e+03 1.123574110903248453e+02 3.957756338605309399e-01 1.219026344237869353e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.438443052227473231e+02 5.135767835644803325e-01 1.215064313100460140e+03 3.117703848439871877e+02 2.167415556432360280e+00 1.215064313100460140e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.292949556086136909e+02 1.901257722482543766e+00 1.211295837011124831e+03 1.365441301112709596e+02 1.056066955346665726e+00 1.211295837011124831e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.047650150482298557e+02 1.437796570767444715e+00 1.212399100247966544e+03 2.592538074356004927e+02 1.266104013786419902e+00 1.212399100247966544e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.533563994242346098e+02 1.578391915571202730e+00 1.217130040035637649e+03 1.631624072706567858e+02 6.440034972136157165e-01 1.217130040035637649e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.466033781607319497e+02 2.837143837849567252e+00 1.218422900660198138e+03 1.147167972722253495e+02 4.651874525313877129e-01 1.218422900660198138e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.235017624094256092e+02 2.527031553115802076e+00 1.211509088714232348e+03 1.110998708575960947e+00 8.995812585190847768e-03 1.211509088714232348e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.260530526679304444e+02 2.039517810493668204e+00 1.215196742217675819e+03 3.349616513865223055e+01 1.481783357637631304e-01 1.215196742217675819e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.009765046366680963e+02 1.079967257933166946e+00 1.211494354595257164e+03 2.620219684830321398e+02 1.303744280739303596e+00 1.211494354595257164e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.177700861753403103e+02 1.364746526820106443e+00 1.214167914330827216e+03 1.387271297193983912e+02 1.177948783300170943e+00 1.214167914330827216e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.034746249154046467e+02 7.043224861191798025e-01 1.219282278716219935e+03 1.328351671299953978e+02 1.283746302425298635e+00 1.219282278716219935e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.252881892789092717e+02 3.853765809931987141e-01 1.213341004368062613e+03 6.748667847454292712e+00 5.386515589614597477e-02 1.213341004368062613e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.440936499534665813e+02 1.529335327794514310e+00 1.210658196182216443e+03 1.610434373527172340e+02 6.597608638463891007e-01 1.210658196182216443e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.461973153692487699e+02 1.509962020758765178e+00 1.219172552236418596e+03 2.919661781992186320e+02 1.185903175919385433e+00 1.219172552236418596e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.618880907600699572e+02 1.873662231201788764e+00 1.212306195096382680e+03 3.835884316954604287e+02 2.369466647574259621e+00 1.212306195096382680e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.143852032665089951e+02 9.765848323717435386e-01 1.211431259187160549e+03 1.813558847033213794e+02 8.459347097657302639e-01 1.211431259187160549e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.401192068790783196e+02 2.950327240306341192e+00 1.212196691122308948e+03 8.375283698868183535e+01 5.977255998955219862e-01 1.212196691122308948e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.591175336840200885e+02 9.944110320724538488e-01 1.217317484255226873e+03 7.436363921301688151e+01 2.869880635082739939e-01 1.217317484255226873e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.456738674378017322e+02 4.405374186706308981e-01 1.216441520401456728e+03 3.084690732665118276e+02 1.255603929240085792e+00 1.216441520401456728e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.493142301197933364e+02 2.834468779321811738e+00 1.219965528168972696e+03 4.403123238890383107e+01 1.766093831376861489e-01 1.219965528168972696e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.930264784976938017e+02 2.859363751182466995e+00 1.215248424713963914e+03 1.580060832892880853e+02 8.185720659623175743e-01 1.215248424713963914e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.891003757930277800e+02 5.898085182108780966e-01 1.217146345265213085e+03 3.983764143279962582e+02 2.106692874920688574e+00 1.217146345265213085e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.122986332269040872e+02 1.847805952326666779e+00 1.210661488811696699e+03 3.011906788735813620e+02 1.418712284179756145e+00 1.210661488811696699e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.248719337717195685e+02 1.102420868929596010e+00 1.219052792386197325e+03 4.587041002008716362e+01 2.039845935894021023e-01 1.219052792386197325e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.650371713602846171e+02 1.625403188310233782e-01 1.218118173302568039e+03 1.508158909044663005e+02 9.138298339785978497e-01 1.218118173302568039e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.887470027220724944e+02 2.498246055287992373e+00 1.219234836314227095e+03 9.932186345447186682e+01 5.262169042266701124e-01 1.219234836314227095e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.783615219370342970e+02 7.086704610662551973e-01 1.217397801119455607e+03 2.456246529365724882e+02 8.823944172576160261e-01 1.217397801119455607e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.178518769559747454e+02 4.410069899259421167e-01 1.218450831259944835e+03 2.306192255213268538e+02 1.956856619326291735e+00 1.218450831259944835e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.882753945943535996e+02 8.857860737963606512e-01 1.213483676379532881e+03 2.980704197528845611e+02 1.033978013185322453e+00 1.213483676379532881e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.406545466114044700e+02 2.734697488417369371e+00 1.212242307618712857e+03 3.208617494867903019e+02 2.281204249822482488e+00 1.212242307618712857e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.802901905351632195e+02 5.285074868356874900e-01 1.219406346296327456e+03 3.947666798965200314e+02 2.189618185685626717e+00 1.219406346296327456e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.811623760082907211e+02 1.280058248910548535e+00 1.216462600052346261e+03 9.836319067974721975e+01 3.498447839153512873e-01 1.216462600052346261e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.762938481181159887e+02 1.590641743477176240e+00 1.213464186286842960e+03 2.102299782044208314e+02 1.192497528691799813e+00 1.213464186286842960e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.156523654788963427e+02 1.562836158200109793e+00 1.219206591332110975e+03 2.099790354101504875e+01 1.815605193552797536e-01 1.219206591332110975e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.904343763486772900e+02 2.721861342905762537e+00 1.217307743888952018e+03 2.864310487472771456e+02 9.862160683190133170e-01 1.217307743888952018e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.572769782213183021e+02 2.521028065563950982e+00 1.213141353861215293e+03 3.338043336356623172e+02 2.122397933955323168e+00 1.213141353861215293e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.514723704994609932e+02 2.042999513754967023e+00 1.217976231642091079e+03 9.188425849102301868e+01 6.066073844889751099e-01 1.217976231642091079e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.399772436408326826e+02 1.984678341102524612e+00 1.217394899918597048e+03 1.671724579931366748e+02 1.194283110918258561e+00 1.217394899918597048e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.584930835658802835e+02 1.511926802869083541e+00 1.211179095261870089e+03 3.479180675314294717e+02 1.345947298596707364e+00 1.211179095261870089e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.105807423798566163e+02 1.284602609048916433e+00 1.217974556249757370e+03 3.801284425607381650e+02 1.805143425105048216e+00 1.217974556249757370e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.745524596185127280e+02 2.061796789772982752e+00 1.212585667470522139e+03 1.980458856156995182e+02 1.134592351482941242e+00 1.212585667470522139e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.790420658098156537e+02 9.808579520163915877e-01 1.216908046265227085e+03 3.385305760121633512e+02 1.213188323522851109e+00 1.216908046265227085e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.299972300529374252e+02 8.127941762202306464e-01 1.216749148587887021e+03 3.578656488901974342e+01 2.752871339985225041e-01 1.216749148587887021e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.520231974768927046e+02 2.668118252910674393e+00 1.214199116092785744e+03 3.212773108835202720e+02 2.113343991020541157e+00 1.214199116092785744e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.537675383446012916e+02 1.660259440571520528e+00 1.211484565638958884e+03 2.314551793145277827e+02 1.505227838113817773e+00 1.211484565638958884e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.113556669247199409e+02 1.915350507517580292e+00 1.219474254215816700e+03 3.397822321677226682e+02 1.607632466692957562e+00 1.219474254215816700e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.865589586075944908e+02 6.023598777931271631e-01 1.214295383044675418e+03 3.941693864642833773e+02 1.375526308371491035e+00 1.214295383044675418e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.993293155693363019e+02 2.796279047751697888e+00 1.212596738404575945e+03 2.757172631427686582e+01 9.211168061449090394e-02 1.212596738404575945e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.549990546191524743e+02 1.893516711419909404e+00 1.216174178953842102e+03 3.807266914265637183e+02 1.493051384034300266e+00 1.216174178953842102e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.864854814356696977e+02 1.060111709658683177e+00 1.213987699925848347e+03 2.030621777291131025e+02 1.088890009912979240e+00 1.213987699925848347e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.037698892140174394e+02 1.746978805457007233e+00 1.218895099749387555e+03 1.331366359082686301e+02 1.282998728404581179e+00 1.218895099749387555e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.071325550855811457e+02 3.057874360216822907e-01 1.217433453109889115e+03 3.665367888577509916e+02 1.769575954423526776e+00 1.217433453109889115e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.515323144799218937e+02 1.906168911843900915e+00 1.213435081610102316e+03 2.642945327097774566e+02 1.744146346717330820e+00 1.213435081610102316e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.844186156619819030e+02 2.920348738333034433e+00 1.210103805817234843e+03 1.360470539546003721e+01 4.783338588367432032e-02 1.210103805817234843e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.523561581671922340e+02 2.573025649320745512e+00 1.219118671701956146e+03 2.707541722405724158e+02 1.072904953883435875e+00 1.219118671701956146e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.723583796809160731e+02 1.392508422242673127e+00 1.219251348939368199e+03 2.782089837854659322e+02 1.021481270785221218e+00 1.219251348939368199e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.253316526900242422e+02 5.069798762947318460e-01 1.214084721963514539e+03 3.687925995428163901e+02 2.942533602863519615e+00 1.214084721963514539e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.001959624095470076e+02 1.022237594774690894e+00 1.215250616193939095e+03 1.378114880306929990e+02 6.883829542414438007e-01 1.215250616193939095e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.549640375289713177e+02 2.554665224322994366e+00 1.211733405276143458e+03 3.417424574562046473e+02 1.340355529227814202e+00 1.211733405276143458e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.996975551248106058e+02 2.526012923185840808e+00 1.219696045668930537e+03 2.444547080969808803e+02 8.156713457177735549e-01 1.219696045668930537e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.120198209094631352e+02 2.912107803296847486e+00 1.213796102390158467e+03 3.259248602049939336e+02 1.537237692244682208e+00 1.213796102390158467e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.030980971838673810e+02 2.676896950686154408e+00 1.212963053586443039e+03 1.203430683627829438e+02 1.167267599014562895e+00 1.212963053586443039e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.969421739902539912e+02 1.012751976145973565e+00 1.213895929561877210e+03 1.620770049385566267e+02 5.458200927156821036e-01 1.213895929561877210e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.354873849592851798e+02 2.918045295264721339e+00 1.218992436400656061e+03 1.011617041755401090e+02 7.466503557208653552e-01 1.218992436400656061e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.294859312951653862e+02 1.401106587126085268e+00 1.210996389012844247e+03 3.826764520123859370e+02 1.667537743393020966e+00 1.210996389012844247e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.042027743121724939e+02 3.605465944353231089e-01 1.216748349131701843e+03 1.175759132123107378e+02 5.757801949966065980e-01 1.216748349131701843e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.191477660541933687e+02 1.650465927081896433e+00 1.214339203516675298e+03 3.969446365721013308e+02 3.331532346074825846e+00 1.214339203516675298e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.706354713127357741e+02 1.824231807535501737e+00 1.214968423519259659e+03 8.828470917895363357e+01 5.173877887156765887e-01 1.214968423519259659e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.426276146051747844e+02 1.176659703656594003e+00 1.215597939764611510e+03 3.469000948707397356e+02 1.429763448135309645e+00 1.215597939764611510e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.611557678632623833e+02 1.811814156116305086e-01 1.216137597513731635e+03 1.262104367624317973e+02 7.831580491088532270e-01 1.216137597513731635e+03
1.000000000000000000e+00 -9.999999999999999673e+98 1.598763451099293036e+02 1.450614201076205312e+00 1.219496369370558341e+03 1.087901731039979154e+02 6.804644741484109360e-01 1.219496369370558341e+03
1.000000000000000000e+00 -9.999999999999999673e+98 2.501297676729828083e+02 2.847081667898769819e+00 1.212027075343563865e+03 2.346526565658527375e+02 9.381236737589557784e-01 1.212027075343563865e+03
