"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","mu3_mean","mu3_stdev","mu3_median","mu3_errlo","mu3_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","a3_mean","a3_stdev","a3_median","a3_errlo","a3_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
1.952487697543474496e+02,5.801490895762926669e+01,1.990126931546528226e+02,1.268649360751134765e+02,2.624833409265251021e+02,1.483964430140906732e+00,8.020555773932862564e-01,1.496074429131796890e+00,5.371116510872376848e-01,2.367883429231055104e+00,1.212731101577776371e+03,2.108742978545063540e+00,1.212351327217332710e+03,1.210581255740171855e+03,1.215137739107551624e+03,1.215067792835687669e+03,2.191099277415583746e+00,1.215006671558040125e+03,1.212736064887649491e+03,1.217352372127366152e+03,1.217523192102605435e+03,2.002701592904112537e+00,1.217957313524038909e+03,1.215372606946495580e+03,1.219512930071344272e+03,2.044711365424664109e+02,1.176161259415952713e+02,1.973470486873410152e+02,6.661876514209644995e+01,3.451491048378295545e+02,1.971606571543383097e+02,1.155620814324719419e+02,1.932653454934513775e+02,6.323279025999028136e+01,3.355038245436677471e+02,1.932205471596814164e+02,1.151689131044984720e+02,1.921679412449290112e+02,6.067935369025041581e+01,3.258026441059113267e+02,3.385473282351678659e+00,1.690116443272354552e+00,3.037957693610138676e+00,1.764706858345139961e+00,4.993724959255361640e+00,1.215057964287527511e+03,1.906695860222955563e+00,1.214940219652532960e+03,1.213099998082973570e+03,1.217234387482530792e+03
