C sigma mu1 mu2 mu3 a1 a2 a3 W lam0
1.684348510101681882e+02 2.059329804224372396e+00 1.210889064891445969e+03 1.216279448821511323e+03 1.218750971219521944e+03 1.543007755001627572e+02 3.802454659017936365e+02 3.982874686105031401e+02 5.538246416450628651e+00 1.216443074961118782e+03
2.007655896487162863e+02 2.551479544429864355e+00 1.214291572112432505e+03 1.216541690076930536e+03 1.219282020553505390e+03 9.312041218920694519e+01 1.301035903608482869e+00 1.761635152046257815e+02 1.347765639375200442e+00 1.217551407445988616e+03
2.611605678497651297e+02 4.354036984735529803e-01 1.212591471257184367e+03 1.213675623666156753e+03 1.215154855382540518e+03 3.041073859530023356e+02 1.354726582525429990e+02 2.763803332177316747e+02 2.741456657557657550e+00 1.213786149055701117e+03
1.297525678672485583e+02 2.842826482661288789e+00 1.210098406028339014e+03 1.213599835238869673e+03 1.218376907981750492e+03 9.462240451061573765e+01 3.797448886148414999e+02 6.754588055326577489e+01 4.176512130635912534e+00 1.213583887912509908e+03
1.467088951488636042e+02 1.272017086375948569e+00 1.211125263284084667e+03 1.216013407469017011e+03 1.216101955335829189e+03 5.318519877881722380e+01 7.456599681356230747e+01 1.861254677017809556e+01 9.976473629226383366e-01 1.214248429239758707e+03
1.750921251531364078e+02 1.906435298057751471e+00 1.210252964834254954e+03 1.214247057396555419e+03 1.218138305570814737e+03 3.579198151726053538e+02 3.663336664640308982e+02 2.592251928821468709e+02 5.616921227374605863e+00 1.213819132191810013e+03
1.893677603954077995e+02 1.394593580861343662e+00 1.210788200210251262e+03 1.213879659589946641e+03 1.217934476310620767e+03 1.279067377395630700e+02 2.021745266385076434e+02 1.571888301981826999e+02 2.573141772172903519e+00 1.214376208455909591e+03
1.639804146376162066e+02 2.863883463588795530e-01 1.212548360422184487e+03 1.214577178940058957e+03 1.216444961573621413e+03 3.042621241521172237e+02 3.816611251480197211e+02 7.313473012893645375e-01 4.187418345775492767e+00 1.213680182637947837e+03
1.052411182904480711e+02 2.017165132349875378e+00 1.210441803049068767e+03 1.217389537282323772e+03 1.218715343396907883e+03 2.464781594336173498e+02 3.322958394420200534e+02 2.108910053065471004e+02 7.503388571022589382e+00 1.215575015739502760e+03
2.027975860863673745e+02 8.875423220934988144e-01 1.211902136265737909e+03 1.214057871805410514e+03 1.216236655845312271e+03 1.438009162972149113e+02 3.124955448606047526e+02 2.414622054910839779e+02 3.440665542989956194e+00 1.214367573804100175e+03
2.948037755329281708e+02 5.802612767756604173e-01 1.212123892392117114e+03 1.214345546405013692e+03 1.219013904199484159e+03 1.032773140282797044e+02 2.389105567038259608e+02 4.272173013031652999e+01 1.305646782055644550e+00 1.214267590081664594e+03
2.937568221714653873e+02 1.113470140877221848e+00 1.215838697368948715e+03 1.216780480409167922e+03 1.217453940643551050e+03 3.190129083462300628e+02 6.245161740740323353e+01 3.824801367720486951e+02 2.600602283475713428e+00 1.216724382387627429e+03
2.885621311121082044e+02 1.492905175088118597e+00 1.210978899622336485e+03 1.211523497406370325e+03 1.212857277976905152e+03 1.803821625448549639e+02 1.326680856966788724e+00 1.337134200190979172e+01 6.760422258177102295e-01 1.211111352576434683e+03
2.158842966554789200e+02 2.353412613560305289e+00 1.210791893790074482e+03 1.216616336397305531e+03 1.218939356780214666e+03 1.118737717133631406e+02 3.386065236515660786e+02 2.224939171378898095e+02 3.117291173691949968e+00 1.216416114077473821e+03
2.494484538814764392e+02 1.761819985655544096e+00 1.213637621797469137e+03 1.214433781752461073e+03 1.214767443680705355e+03 2.148155046492380507e+02 2.707109007713929714e+02 2.570739697060459434e+02 2.976969243832306766e+00 1.214318980159390321e+03
1.566229822110977636e+02 6.489793714434745064e-01 1.210416892225027368e+03 1.219110736917654322e+03 1.219619140675450808e+03 3.944867093280241761e+02 1.554774742626322279e+02 8.942254126758774646e+01 4.082330165291281787e+00 1.213817941029623398e+03
2.529026309431771438e+02 2.854477995506508492e+00 1.214977288870576558e+03 1.219225541407283799e+03 1.219491748633111229e+03 2.271114352084387349e+02 2.358684240043936597e+02 2.053207856757836112e+02 2.642521520619418585e+00 1.217863626136153471e+03
2.347161450724381382e+02 2.654828801791865533e+00 1.214314566686053240e+03 1.214741111168241559e+03 1.217369361995188683e+03 3.825970395017940291e+02 2.910236407285649989e+02 1.591553935277353560e+02 3.548013595319925439e+00 1.215047442781973132e+03
2.531768450297752793e+02 2.201563242222073669e+00 1.215429581664489433e+03 1.218359848859634894e+03 1.219216720082812117e+03 1.992162183675514342e+01 3.054960218037887785e+02 1.910861618871244616e+02 2.040091010166921404e+00 1.218563836820998404e+03
2.012188013296672580e+02 2.592239429174646448e-01 1.212401984542060518e+03 1.214485963866587099e+03 1.216067629270633233e+03 1.129727084026421267e+02 1.786705223183262348e+01 2.935072511948579859e+02 2.108883509022116076e+00 1.215025139282288592e+03
1.251954480531168485e+02 9.826567597631359341e-01 1.217778969168294907e+03 1.219294374543181675e+03 1.219840541252701541e+03 3.974748700090525517e+02 1.815515166138569043e+02 2.997940698260527483e+02 7.019587933229839649e+00 1.218795298752984536e+03
2.317480637060800746e+02 7.291568801136496525e-01 1.214677178794819838e+03 1.214962252251239988e+03 1.215722453731987798e+03 2.526057318708225807e+01 4.398772265590365294e+01 2.869776678151852707e+02 1.537125954631332281e+00 1.215554459868390268e+03
2.061675257786633324e+02 1.256609115369975660e+00 1.214421723164456580e+03 1.215741257814396249e+03 1.216213869789153023e+03 3.769327874140520294e+02 7.337835925206697141e+01 6.012655971370883634e+01 2.475839511833798134e+00 1.214822518199927799e+03
2.228316461943306024e+02 1.275826065785327756e+00 1.210957814961566783e+03 1.217075906322113042e+03 1.219441248207830085e+03 5.799465197104591851e+01 3.372732979031333116e+02 1.756496543518974818e+01 1.852667349364457205e+00 1.216317077703803534e+03
2.907579758315018807e+02 1.601153350608463422e+00 1.211505439911167969e+03 1.213417326327793262e+03 1.217297980196885419e+03 6.692700455471887722e+01 6.086466001211974231e+01 2.646336188555096669e+02 1.349663005116543912e+00 1.215708194638187933e+03
2.988833361901904482e+02 2.314684165805600546e+00 1.212414697762163769e+03 1.213073555391832315e+03 1.215327449422218933e+03 3.774579422566001199e+02 1.937207516857479845e+02 8.764383788318012591e+01 2.204279904739470997e+00 1.212995915178180212e+03
2.483579105978226949e+02 1.137102650139902194e+00 1.211053759880186817e+03 1.211850403826085767e+03 1.212431536312151138e+03 2.949332522572834137e+01 2.107664146878497888e+02 2.139654209390061794e+02 1.828913601983597870e+00 1.212072422742491653e+03
1.368528171044321482e+02 2.173242499020465068e+00 1.217258753386953231e+03 1.219338951701670339e+03 1.219443560428904220e+03 3.286981134076031594e+02 2.532100523099516920e+02 8.519206493548647785e-01 4.258298065740265592e+00 1.218165796299953399e+03
2.763403932801586507e+02 1.802962325991750214e+00 1.211589858204184338e+03 1.215720794919092441e+03 1.216607653285209835e+03 2.516972582489878221e+02 1.906272178955202605e+02 3.465728343892516818e+02 2.854802735023837190e+00 1.214792430203284312e+03
2.691017820846806217e+02 2.728024715580100734e-01 1.212922616778801739e+03 1.214095352736544783e+03 1.214136063427214822e+03 1.861281140073077438e+02 2.487347782464496504e+02 1.887074175043709943e+02 2.317228466223623773e+00 1.213757625427456333e+03
1.637997007458736789e+02 1.261819226286702733e+00 1.214807495192635770e+03 1.217237326958814265e+03 1.219024309232847372e+03 3.979624051537814466e+02 2.049312458086297681e+02 3.548619986201745746e+02 5.847114770181977228e+00 1.216889796153153611e+03
1.188738888963669638e+02 2.752170494283820101e+00 1.215246650568531777e+03 1.216419141984703856e+03 1.217768954162957016e+03 2.885846936566105683e+02 1.953633521365408683e+02 2.355708054483311997e+01 4.269273353885329136e+00 1.215815078250097486e+03
1.560370646418498382e+02 2.871053418713067185e+00 1.211023102506878558e+03 1.211691070197982299e+03 1.213256034278646666e+03 1.646009449884925289e+02 1.776413939178835832e+01 7.691800990691479001e+01 1.661676313139607730e+00 1.211731280337836324e+03
1.786814766445090470e+02 1.223750590881455658e+00 1.212524156238567457e+03 1.214342124246182948e+03 1.218375383473952979e+03 9.974873025851569253e+01 1.701155249516459094e+02 2.821856597786991188e+02 3.089575513678885166e+00 1.216075278966179212e+03
2.312566884399235221e+02 6.228662976049932354e-01 1.212216067557695851e+03 1.214342390741358486e+03 1.216304276035703651e+03 1.432657367867205380e+02 2.110065122200183794e+02 3.279131595984904379e+02 2.949905636058821390e+00 1.214838881495649048e+03
2.770895348447420474e+02 1.220521908981529347e+00 1.215766916678225016e+03 1.217297801221245436e+03 1.218353611188273362e+03 2.866009783967048747e+02 3.624038690613623430e+02 8.600148937311180575e+00 2.373258148359322028e+00 1.216644410679459497e+03
2.131607242982499884e+02 5.116641481464545560e-01 1.212446063209559497e+03 1.215184505786189675e+03 1.215905364798719575e+03 2.919834104063281188e+02 3.604142790427358136e+02 3.626345219989223665e+02 4.761816299834742416e+00 1.214654304445562957e+03
2.962714525932231027e+02 4.096834705427101486e-01 1.214641224565192488e+03 1.216640276166335980e+03 1.219487307964018100e+03 1.206490378052177590e+02 1.333586206694230611e+02 2.053903861561155395e+02 1.550598414426056726e+00 1.217388144626246230e+03
2.979372331545413886e+02 1.690738232582343903e+00 1.210269052274688875e+03 1.212572327882094214e+03 1.215499428930990916e+03 1.668560512805843246e+02 8.877333028786705427e+01 3.752556672767146324e+02 2.117509927058774277e+00 1.213704223123128713e+03
2.793547782856120421e+02 2.897674710659628783e+00 1.213557171949164513e+03 1.216284878989615891e+03 1.219270966950325601e+03 2.404816201218605158e+02 1.692051711980910866e+01 9.592927675702954105e+01 1.264812494588703373e+00 1.215239089865688584e+03
2.112838615692882627e+02 1.429088978699261325e+00 1.213217777986081273e+03 1.214485495334924053e+03 1.218399973582624398e+03 3.597509590073336767e+02 1.195958336938172977e+02 1.217986014214445447e+02 2.845202608744711981e+00 1.214519955290985536e+03
1.330223175879578434e+02 2.406307928761446835e+00 1.210150281097917059e+03 1.211076141180816876e+03 1.213055068884338198e+03 3.091433622269177590e+02 1.735919202860281416e+02 1.415899755965908113e+01 3.735420409767296945e+00 1.210556505763768655e+03
1.663118432001143105e+02 1.357469968857605735e+00 1.214798636664425885e+03 1.215778109565603700e+03 1.219492235756443279e+03 1.650610150524713617e+02 2.817779194286655979e+02 9.474390133755576926e+01 3.256429761090643193e+00 1.216129335641311627e+03
1.197854990046658230e+02 1.407146443265930635e+00 1.217430946031880694e+03 1.217788468265267056e+03 1.218313716892287630e+03 2.717083620815136555e+02 3.076883550757956414e+02 2.299497957859905171e+02 6.756631809930302879e+00 1.217817675821858757e+03
2.104601149580561810e+02 2.050655121909640055e+00 1.210902513365824007e+03 1.214448117543779517e+03 1.214680394764603307e+03 3.871842440490232207e+01 1.135217676989671389e+02 9.829304806396033101e+00 7.700722625879267147e-01 1.213615159545485994e+03
2.695162222560302325e+02 3.209437563180821407e-01 1.211408259999586335e+03 1.212188259309116575e+03 1.212630178148353480e+03 3.315073765466971167e+02 2.343744205529412028e+01 2.627917680706848387e+02 2.292020055423045211e+00 1.211957670908207547e+03
1.256864681082675759e+02 7.112103811396052189e-01 1.211165921899651721e+03 1.214731804998789812e+03 1.217530931710864024e+03 1.791981160400188458e+02 2.435729863059803790e+02 8.176204532133981218e+01 4.014220108665391251e+00 1.213918900613442929e+03
1.644326225779825563e+02 2.748067248635359228e+00 1.213980618529971935e+03 1.218864546616412326e+03 1.218930650875222682e+03 3.452315841113665442e+02 3.744473294869217739e+02 2.940518877123213315e+02 6.165022398945473547e+00 1.217220472917828829e+03
2.827767035210019344e+02 1.371660194680989209e+00 1.219397821102888884e+03 1.219470046587182196e+03 1.219983596968693519e+03 3.527121156669499555e+02 6.912367056283703448e+01 8.788907382532809720e+01 1.802570203656319370e+00 1.219508617717539209e+03
2.209761440971096249e+02 1.668776811524363968e+00 1.215099287874382298e+03 1.216065465662254383e+03 1.216427623534832264e+03 3.588398824952443533e+02 2.316964883939016673e+01 1.974703060421500140e+02 2.622363783857716957e+00 1.215590578219782401e+03
1.161889715345133567e+02 1.452743149680159274e+00 1.210921705661118267e+03 1.211305780487842185e+03 1.212575833405663843e+03 8.169707420295408440e+01 3.266000228389931408e+02 5.484944957995843140e+01 3.986148947745271176e+00 1.211388440963540233e+03
1.367833143273804808e+02 2.181896879309939141e+00 1.213102043730111518e+03 1.214820759680844958e+03 1.219347717021282506e+03 3.749305333208724846e+02 7.626235705174923396e+01 3.184877588422416466e+02 5.627006868489026203e+00 1.215856749620968912e+03
1.268506660745916577e+02 2.183762070993644056e+00 1.212108405824182682e+03 1.216916069780246062e+03 1.218887751736175915e+03 6.548727767854867210e-01 1.221398374348986238e+02 9.563519318665716185e+01 1.721945261760774004e+00 1.217764917733885113e+03
2.701418282642399049e+02 6.174961531849536556e-01 1.211245405635905399e+03 1.216750528298415929e+03 1.218383148150298894e+03 3.842390535941104304e+02 3.249066146614766808e+02 1.128536843851087212e+02 3.042843671868005195e+00 1.214401334287406371e+03
2.839053398680348437e+02 6.855917391994194032e-01 1.210023969961958528e+03 1.211349645650601587e+03 1.217899272841714264e+03 2.798661474294935942e+02 1.935131447435532266e+02 3.005908087783776637e+02 2.726155490105194978e+00 1.213413996695800734e+03
2.535647375760930231e+02 1.150161795648334984e+00 1.212794598043868973e+03 1.219144891608183343e+03 1.219696750321841137e+03 2.931579797172628332e+02 5.876857566227840124e+01 2.348784765888431991e+01 1.480546572157993124e+00 1.214220527376102609e+03
1.578270717103686422e+02 1.858657274251948710e+00 1.210849474378175046e+03 1.214225179953641145e+03 1.215689120785696787e+03 1.682021488342626867e+02 3.737635781807833837e+02 1.133181094134270666e+02 4.151910247888248584e+00 1.213611842798197131e+03
2.037195494707215744e+02 2.014152950644609308e-01 1.210144346565166188e+03 1.212549959654133545e+03 1.218471363684055405e+03 6.940784738375667473e+01 1.333228478962899999e+02 2.076180133243517503e+02 2.014282427339519899e+00 1.215139030101687922e+03
1.161248229925853508e+02 1.180818104910996258e+00 1.211323843189214813e+03 1.214275195033735372e+03 1.219388020146671806e+03 3.001837721293049412e+02 2.928588758473254074e+02 1.521621597519391003e+02 6.417274003303766072e+00 1.214130309470960128e+03
2.266194168291386006e+02 2.355506844696262814e+00 1.210109833805867765e+03 1.212436942378422373e+03 1.219758862067469863e+03 1.244215348092047719e+02 5.129874221399468581e+01 8.880358243479493296e+01 1.167260348469761233e+00 1.213800412120476722e+03
1.073904054285985268e+02 1.329412030888301288e+00 1.210502528239572712e+03 1.212966940662178558e+03 1.217364289276499903e+03 1.994300161774479534e+02 2.310924264810838054e+02 1.058331715243143236e+02 4.994446310564093494e+00 1.212918292976824659e+03
2.226725048984711464e+02 1.680410768415628420e+00 1.216504848265379223e+03 1.217163831132984569e+03 1.219253883330386998e+03 5.308931746445693278e+01 1.881528752311585322e+02 8.959768127293807538e+01 1.485768860953003312e+00 1.217624110839109562e+03
1.353844286520707101e+02 2.240722796983576348e-01 1.210704418853675861e+03 1.219022582205621575e+03 1.219298207410625082e+03 1.871966933256070718e+02 5.892364018002771786e+01 2.536729147166026337e+02 3.691659766180895197e+00 1.216046923710446208e+03
2.773882480742299776e+02 2.096003430485478436e+00 1.210678528216936456e+03 1.214954008993280013e+03 1.217366379471636947e+03 2.432720639995415013e+02 1.025480268564859614e+02 1.057260930330746476e+02 1.627849005947313854e+00 1.213215417116221033e+03
1.875232811557244190e+02 2.771073866100557836e+00 1.213214840781141220e+03 1.213579850016457385e+03 1.215279428964247245e+03 3.225401024454083085e+02 1.522412754806186399e+02 2.958588572296545749e+02 4.109570984499364421e+00 1.214079571354046948e+03
2.500773602730386074e+02 7.139938909276010159e-01 1.214929501536438011e+03 1.218435402758621422e+03 1.219637472458861566e+03 1.390352690986109110e+02 5.256650280075785275e+01 3.427830251755364657e+02 2.136877950452832131e+00 1.218294315602040570e+03
1.096463491130435415e+02 2.823468810139264651e+00 1.211068449562878641e+03 1.211537349047469661e+03 1.219270646899740996e+03 2.031780699567603392e+02 3.826779389297096827e+02 2.689419726392234793e+02 7.795954798681087539e+00 1.213858995015293885e+03
1.049073918296376036e+02 9.800869488596664070e-01 1.212630445794596426e+03 1.215256260586526423e+03 1.218947162351758152e+03 3.596642719690007652e+02 2.179106894692635024e+02 1.768830433650205407e+02 7.191657247836956479e+00 1.214869819158888049e+03
1.608531708783011425e+02 9.954130513920506074e-01 1.215992409005975105e+03 1.217591984309034615e+03 1.218658892288384777e+03 2.876321705190002831e+02 2.729088758583758931e+02 1.695034802403205987e+01 3.590177248282713673e+00 1.216826596531739142e+03
2.941273420949688671e+02 6.176653943533743085e-01 1.211484059637843984e+03 1.212277933736891327e+03 1.217208519979161792e+03 2.265404626706664430e+02 7.835885467851397834e+01 2.185136306695806923e+02 1.779545363891261944e+00 1.213992747439580626e+03
2.335419271552873681e+02 1.582295525636251643e+00 1.213771817001652835e+03 1.217150936998106772e+03 1.219426653893475759e+03 1.053703008777522285e+02 1.548647200881997605e+02 3.053543659304702729e+01 1.245046065607136709e+00 1.216165386800979149e+03
1.165540742545544219e+02 5.489312267517544308e-01 1.212361085855056899e+03 1.219211582299817564e+03 1.219708013279936495e+03 2.702915396499667722e+01 1.512235212748569424e+01 4.993060131596793738e+00 4.044866430075648722e-01 1.215336598859756350e+03
1.323363606669380488e+02 2.175568691939120836e+00 1.211220981670858009e+03 1.211466588642129182e+03 1.219162237336088310e+03 2.764284165224366348e+02 3.051811421854627611e+02 3.852307249728706040e+01 4.686033589558397772e+00 1.211835166708971883e+03
1.653321907808257833e+02 2.701897718902483980e+00 1.217193164814097145e+03 1.218396881762372232e+03 1.219918772673824833e+03 1.560413709564249132e+02 3.587187710646189203e+02 1.887836988066986521e+01 3.227674594895659332e+00 1.218098742067129933e+03
1.606474703183446877e+02 1.333845211904023942e-01 1.210861977517901551e+03 1.215561788562991751e+03 1.219733338274955031e+03 3.479572155554053552e+02 3.315387053848635333e+02 7.533324437560114006e+01 4.698668231874886914e+00 1.213811621966743587e+03
2.247444180638475757e+02 8.234517860394546807e-01 1.210322199814467922e+03 1.211953781211272144e+03 1.212279411831887955e+03 3.114486004462729056e+02 1.336548569094667585e+02 3.883061481345937409e+02 3.708254971002529210e+00 1.211495771886651710e+03
1.941613996275625311e+02 2.944451616087561341e+00 1.215931252923134252e+03 1.216268409792132843e+03 1.217358132577217702e+03 3.843120106316117131e+02 3.802831138276741285e+02 2.046718477412623827e+02 4.992068320787661939e+00 1.216364835384262506e+03
1.033634938181589007e+02 2.595887783265472759e+00 1.211605418789126134e+03 1.218302101504812299e+03 1.219910090143508569e+03 1.533939867781899693e+02 2.229021298851301935e+02 2.612345288297779007e+02 6.167851162371377427e+00 1.217349725787901434e+03
2.593260123120857088e+02 2.154958540645693255e+00 1.214697820774569664e+03 1.217570648871766252e+03 1.218596813108576271e+03 3.507792416285209924e+02 1.010030938386933883e+02 3.168943872637904633e+02 2.964132737312681787e+00 1.216682703713517185e+03
1.880799246133677514e+02 2.185965997440165509e+00 1.210585917389468705e+03 1.211401464606949503e+03 1.212361909939634643e+03 5.686108812000498602e+01 1.146493474606403424e+02 3.346156322558583724e+02 2.691015901228890783e+00 1.211944821563883124e+03
1.712955912729726151e+02 2.925749437342191950e+00 1.216003114611609135e+03 1.216400593417881510e+03 1.217903524268426054e+03 1.875558081488617006e+02 2.614501433352316440e+02 3.908523580757181435e+02 4.902976797700724809e+00 1.217011261434605103e+03
1.081246563685420483e+02 2.066632368226491767e+00 1.213342574417095193e+03 1.215407383134890779e+03 1.218727872652747692e+03 2.158957026447955059e+02 1.756991076710811797e+02 1.049932665018578071e+01 3.718801524746841114e+00 1.214385432335086534e+03
2.379554993556836848e+02 1.012850335941148261e+00 1.210681495952803289e+03 1.212078514766182707e+03 1.213522844461582054e+03 1.608656196354694146e+02 3.446075934281335549e+02 1.664475760143079128e+02 2.823724565716206669e+00 1.212101840253297496e+03
1.355315939081902457e+02 9.375901146129147490e-01 1.212746914123706119e+03 1.215008501761410571e+03 1.215158158039528416e+03 2.762573641763800651e+02 2.209521483353325380e+02 9.360783550411686349e+01 4.359259202810320311e+00 1.213974728394001659e+03
1.567676637970934905e+02 1.383289117871314700e+00 1.213851273034339329e+03 1.215742057064145456e+03 1.216578918957626229e+03 1.045581745723771974e+02 1.959750326452418108e+02 2.551176660827931073e+02 3.544422745366662575e+00 1.215770494572643429e+03
