"A_mean","A_stdev","A_median","A_errlo","A_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","B_mean","B_stdev","B_median","B_errlo","B_errup","x0_mean","x0_stdev","x0_median","x0_errlo","x0_errup","k_mean","k_stdev","k_median","k_errlo","k_errup","f_mean","f_stdev","f_median","f_errlo","f_errup","sigma_v_mean","sigma_v_stdev","sigma_v_median","sigma_v_errlo","sigma_v_errup"
5.392863230268093844e+01,4.353346941554552707e+00,5.384611810357415607e+01,4.952854212261066635e+01,5.819095766767081557e+01,4.945567221354425058e+00,4.233830989799005073e-01,4.936162298520383018e+00,4.521360597130597014e+00,5.360083079706451592e+00,5.938687468206013165e+01,1.553075073770875614e+00,5.940987285723119271e+01,5.779217723189788813e+01,6.092661703050509203e+01,-4.578418279753164177e-01,4.200826805865115476e-01,-4.612757482355274163e-01,-8.783511981487919229e-01,-3.702650048989575282e-02,6.047806108342957954e-01,7.664956885216202276e-02,6.045858652419584534e-01,5.282494793043883696e-01,6.818016626035444672e-01,2.660052466319677222e+01,2.459237255133724265e+00,2.656622956619483489e+01,2.417410870607311679e+01,2.903097219244100557e+01,4.945567221354458098e+01,4.233830989799012734e+00,4.936162298520383018e+01,4.521360597130596659e+01,5.360083079706451770e+01
