weight logl A w B x0 f sigma_v
0.000000000000000000e+00 -1.129956292944061715e+03 6.026790663657538571e-01 3.896163914953466589e-01 9.796824443736105170e-01 6.717946093501617755e-01 8.283220704841387505e-02 8.756151475010076624e-04
0.000000000000000000e+00 -1.121421163382894520e+03 1.037787020690561501e-02 4.425450566866273583e-02 2.745390977635543406e-01 7.654504266819999181e-01 5.494314662846488950e-01 1.507306889624870916e-01
0.000000000000000000e+00 -1.114057790236813162e+03 1.415994009832125533e-01 9.460163416317390883e-03 2.712270021289558963e-01 8.741843423945772074e-01 7.218483747532422612e-01 5.627306528630517946e-01
0.000000000000000000e+00 -1.112171781225843006e+03 2.478504016956151190e-02 8.518579512957115130e-01 2.574037366639847502e-01 3.483299182830890128e-01 5.590805028407147548e-01 6.820675505018407581e-01
0.000000000000000000e+00 -1.111325690705420129e+03 5.361514344196606219e-01 4.391509387359512351e-01 9.654394189849037078e-01 8.867679901749980775e-02 8.687885274262854285e-01 2.583744675637467125e-02
0.000000000000000000e+00 -1.103942286604380570e+03 8.910728367488699453e-01 7.382138565861470214e-01 6.188496518157632353e-01 6.480320104615604482e-01 1.314876504893179865e-01 4.162090966970500849e-01
0.000000000000000000e+00 -1.100978203670978473e+03 8.961582603587340268e-01 7.121588484117821194e-01 6.279966955594228351e-01 5.707152208430300577e-01 6.687187864917274460e-01 3.286704415308178140e-01
0.000000000000000000e+00 -1.081384576666099747e+03 8.530846182067413075e-01 9.740338769657521656e-01 5.559491585426138416e-01 8.978436266611170558e-01 2.592555027094023412e-02 8.488618380651211659e-01
0.000000000000000000e+00 -1.081260768696965897e+03 2.419677992428167501e-01 6.005321136197033782e-01 1.493965299874449038e-01 6.772642138924678257e-02 3.847706288984245049e-01 8.415174087000557579e-01
0.000000000000000000e+00 -1.079810452731486293e+03 6.551224808515885289e-01 6.090141792185707059e-01 8.220834993059599194e-01 3.384266779606113218e-01 1.515336462849664612e-01 5.807678678182450760e-01
0.000000000000000000e+00 -1.069371407510017889e+03 1.977230194319565815e-01 8.151062219848241863e-01 1.434734288661350110e-01 8.392570572822215524e-01 3.916048828045239905e-01 3.404213134833020682e-01
0.000000000000000000e+00 -1.061277236274992902e+03 4.058126486983189007e-01 7.966541386393702906e-01 9.038792206449520750e-01 6.313356075699516623e-01 4.695617102997080572e-01 7.262808051411628885e-02
0.000000000000000000e+00 -1.059277583097791648e+03 3.062287700683082869e-01 6.556377946301228388e-01 9.851554824368335961e-02 7.635142548929407802e-01 4.791903417275215071e-01 1.103703523472452375e-01
0.000000000000000000e+00 -1.057922060280945516e+03 9.228776794909294701e-01 2.478948077799761895e-01 1.184581560207847994e-01 3.744203043733086433e-01 2.226684449652482911e-02 1.849806505950247759e-01
0.000000000000000000e+00 -1.048911690700148029e+03 2.812877360654879588e-01 4.202702348406978095e-01 1.514138122825449129e-01 4.890513663500209995e-01 9.218302518759813324e-02 8.030919645377250227e-01
0.000000000000000000e+00 -1.048555907105022925e+03 5.494020784526272294e-01 3.489163577734702981e-01 9.791050169361105171e-01 1.532617094032128202e-01 9.833619187372690806e-01 6.949746501418672118e-01
0.000000000000000000e+00 -1.044773276770358279e+03 6.950508064200587865e-01 4.267581709653622823e-01 8.907405578427659565e-01 5.728467219593988968e-01 6.553978611656703368e-01 3.621085558157326467e-01
0.000000000000000000e+00 -1.040450233790732455e+03 3.675530540418386893e-01 7.253869517743642970e-01 9.381144953291447042e-01 2.622123536434703972e-01 5.551484158517894230e-02 8.424997102773936763e-01
0.000000000000000000e+00 -1.038792195031704978e+03 4.111523697339783956e-01 5.412361589733074574e-01 9.571633207174152780e-01 8.545192073882738049e-01 6.250780758753547994e-01 2.773158533986062046e-01
0.000000000000000000e+00 -1.033197964176506503e+03 2.976567579384347129e-01 2.489742816503518474e-01 2.129497183363529000e-01 1.063505131918839330e-01 9.306862365438473006e-01 8.324321890547421443e-01
0.000000000000000000e+00 -1.028135449107099703e+03 4.748834281751579400e-01 5.234464145916793987e-01 7.413932316116422783e-02 2.158382152736326720e-01 9.894317577230885563e-01 5.740902843301578518e-01
0.000000000000000000e+00 -1.011108718381921790e+03 9.803190539841060147e-01 2.143602786351307410e-01 9.487421549682938382e-01 5.723730973729438398e-01 8.764537723732698238e-01 4.514936463553664847e-01
0.000000000000000000e+00 -9.957512038633867633e+02 5.808806615807837748e-01 1.716111620081914868e-01 2.192108441617209857e-01 1.033150662264225028e-01 8.588013918136998548e-01 6.668284508066586458e-01
0.000000000000000000e+00 -9.956920081947810104e+02 8.239317054866082124e-01 2.147095470647234494e-01 9.481540955940969129e-01 7.678420564339589749e-01 3.959823178844132929e-01 9.102481141579303880e-01
0.000000000000000000e+00 -9.946379107346201636e+02 2.635793177811879273e-01 2.184228651256783227e-01 2.353056546148362127e-01 8.379989986060394358e-01 7.801409360858718722e-01 4.124586028048151665e-01
0.000000000000000000e+00 -9.910908087330881244e+02 6.311034437730660418e-01 2.647787734213354893e-01 1.696862676911286005e-01 1.238574859975787312e-01 9.052159095809881872e-01 2.970654840648133677e-01
0.000000000000000000e+00 -9.906237488658807706e+02 6.765437097633181240e-01 6.146207156751571921e-01 7.697493442758663873e-01 2.386146858089430722e-01 4.346370552949563315e-02 9.702528318684753295e-01
0.000000000000000000e+00 -9.853662292827066267e+02 7.937765733276588298e-01 3.830583067995504409e-01 1.364029322094584273e-01 9.630847902492172263e-01 8.199403990701527034e-01 6.913234783888445589e-01
0.000000000000000000e+00 -9.728827856046191300e+02 1.061111873124909177e-01 9.988656313484933769e-02 2.796420301388083951e-01 7.166583066896080600e-01 5.272080370754240741e-01 2.915344131312959108e-01
0.000000000000000000e+00 -9.709505249411067780e+02 8.305136337642432531e-01 1.523815527522921487e-01 1.738360630985433808e-01 5.095959377046412886e-01 1.897209139333836392e-01 4.223201238513596412e-02
0.000000000000000000e+00 -9.671098969014801696e+02 5.714992821549553792e-01 8.109662985171838256e-01 7.517246609010014291e-01 7.958931401745172884e-01 1.222151621434081070e-01 5.954300585907384979e-01
0.000000000000000000e+00 -9.605253960638692661e+02 5.641929709521332770e-01 6.231029617647793062e-01 6.166664410777111804e-02 9.591399310551561586e-01 8.609620213364117536e-01 8.137824623234612975e-01
0.000000000000000000e+00 -9.594595315655169543e+02 5.744742835000223868e-01 7.319294835943362942e-01 7.709165066478540496e-01 3.320644299704305080e-01 4.693181741849221655e-01 3.934617581985316859e-01
0.000000000000000000e+00 -9.583582483882710221e+02 7.419052101980231351e-01 2.824690975280004235e-01 1.743565259050572358e-01 5.548514035573837155e-02 9.194809083344032130e-01 4.941363721307984180e-01
0.000000000000000000e+00 -9.562732616213470465e+02 9.439410334358634413e-01 7.086023560309032687e-01 5.400850606315269475e-01 2.877116957596115299e-01 4.642613318399179123e-01 9.316713952611461735e-01
0.000000000000000000e+00 -9.522515570271989418e+02 9.531203875090216160e-01 7.752962184547704805e-01 5.031854704917640975e-01 6.196839295261147296e-02 5.775695984271173034e-01 4.095411225412193268e-02
0.000000000000000000e+00 -9.448461799185552081e+02 6.686054785474476736e-01 8.363721705823123909e-01 6.643594859532198083e-01 5.656827832343691576e-01 5.600822231076058033e-01 9.171407970448368641e-01
0.000000000000000000e+00 -9.394709866086122929e+02 4.766863933174276813e-01 7.673131402715720473e-01 8.173968691129529507e-01 1.894445122342646171e-01 1.856966529930481613e-01 9.324941124363356204e-01
0.000000000000000000e+00 -9.359302950777382648e+02 5.020647001321806302e-01 1.366240059291273790e-01 2.152681627593534541e-01 6.081163867465130268e-01 4.186271874556907191e-01 9.726232106889520779e-02
0.000000000000000000e+00 -9.334591634988864826e+02 9.120106071172445761e-01 5.304869174900839202e-01 6.907852348831100553e-02 1.142217690995062096e-02 6.596542027195145819e-01 9.247829633050269615e-01
0.000000000000000000e+00 -9.323874438444454427e+02 5.001086755394813510e-01 5.869955995165307971e-01 8.569352671776025998e-01 3.944011912071571091e-01 8.313139470558095212e-01 7.145956076530456391e-01
0.000000000000000000e+00 -9.309688679188548122e+02 3.351564656363859029e-02 9.580192377967566841e-01 2.826268646327380063e-01 9.689903845548313299e-01 1.285051918568231866e-01 8.003181628123473557e-01
0.000000000000000000e+00 -9.225943467312208668e+02 2.177326809417259312e-01 9.141080047397726061e-01 9.577869405982389894e-01 2.663761579245149669e-01 2.560395365203665952e-01 8.662750244712325021e-02
4.940656458412465442e-324 -9.162511471559082565e+02 4.133295419344786836e-01 7.943599339270870363e-01 8.398714993213497459e-01 3.056537792412793442e-01 8.425117211962457331e-01 2.336819657372107839e-01
2.470328229206232721e-323 -9.150200612401404214e+02 5.837894571041830627e-01 6.845531769798999244e-01 2.878627389606547293e-02 9.152573776536133687e-01 1.220972073285171433e-01 3.333498868594453324e-01
2.470328229206232721e-323 -9.150061663726173720e+02 6.239860363980954672e-01 6.263932435129940801e-01 7.551027032284431950e-01 9.248697733691302325e-01 3.646511296856791429e-01 3.600468552420688084e-03
