A w B x0 f sigma_v
5.489724031586688113e+01 5.424069974557507834e+00 5.001588949113659766e+01 -1.136257433890397905e+00 2.977664728833614660e+01 5.424069974557507834e+01
4.613780174708610105e+01 6.081252159820882852e+00 4.822720948901618954e+01 -4.322161428681265960e-01 2.805756065238550789e+01 6.081252159820883207e+01
5.457883150120972005e+01 4.840119064893963596e+00 4.997056874546823479e+01 -5.786228112743998508e-01 2.641680428886403931e+01 4.840119064893963241e+01
5.792022855676186310e+01 4.824725310065014483e+00 4.848526967729846149e+01 -3.465907370763741113e-01 2.794491926825593708e+01 4.824725310065014128e+01
5.357603498714350820e+01 5.673335564200420400e+00 4.811649825637674383e+01 -9.922948379054652435e-01 3.039548246814072741e+01 5.673335564200420578e+01
5.234887881768040074e+01 4.866072093807578547e+00 4.873654740019112808e+01 -5.460370153796532122e-01 2.547334183568292687e+01 4.866072093807578369e+01
5.470252051084239753e+01 5.041864288200589961e+00 4.820948454116201987e+01 -8.323984608172079191e-01 2.758026846381765651e+01 5.041864288200589783e+01
5.123024032498487657e+01 5.076984737308947615e+00 5.001190376763786816e+01 -4.104280934737101205e-01 2.600951482186176378e+01 5.076984737308947615e+01
4.729418793735676019e+01 5.117748176451973663e+00 5.253653214190396881e+01 -3.626234989672454390e-01 2.420397440731844796e+01 5.117748176451974018e+01
4.903030660561135079e+01 4.661496565434498862e+00 4.959484321379265026e+01 -5.359140623072846665e-01 2.285546058442577433e+01 4.661496565434498507e+01
5.577957674433849888e+01 4.551302293415382394e+00 5.166317860645834514e+01 -4.692483468065073993e-01 2.538697155622471513e+01 4.551302293415382394e+01
5.376710388471228441e+01 4.840861252692809202e+00 5.093810387548418817e+01 -1.082902419203827904e+00 2.602790898650127360e+01 4.840861252692809558e+01
5.488139550481111684e+01 5.377919707773787472e+00 4.831136299984618887e+01 -3.696599820879100662e-01 2.951477384754514333e+01 5.377919707773787650e+01
5.782690478234388820e+01 4.971833208962573636e+00 4.980278432632869823e+01 -6.668030660374952845e-01 2.875057255683740465e+01 4.971833208962573281e+01
5.054881262074108861e+01 5.192052699002201344e+00 4.891178569466590886e+01 -1.268373373227293044e+00 2.624520989988753428e+01 5.192052699002201166e+01
5.778203375023398536e+01 4.665116969788005719e+00 4.934624322692928189e+01 -1.965726083131933422e-01 2.695599461970798671e+01 4.665116969788005719e+01
5.833991093383401960e+01 4.579375712190751457e+00 5.010176584702480085e+01 2.973740527693529145e-01 2.671603711817711613e+01 4.579375712190751813e+01
5.418315799336284044e+01 5.223271967551820438e+00 4.752556187422291600e+01 -9.862942922337438745e-01 2.830133702601634837e+01 5.223271967551820438e+01
5.328722703713022213e+01 5.374379210210810776e+00 5.023611051126047045e+01 -2.132900690259944554e-01 2.863857651581361097e+01 5.374379210210810953e+01
4.751351218439330637e+01 5.809671020561808064e+00 4.737443499506713351e+01 -3.889672737965206295e-01 2.760378748227801537e+01 5.809671020561808064e+01
5.018892539840458511e+01 5.364809662264492296e+00 4.784839554192172528e+01 -8.051843276352563805e-01 2.692540319160327300e+01 5.364809662264492118e+01
5.247298750681109425e+01 5.066195798536425876e+00 4.970619464118090036e+01 -7.047413552493857480e-01 2.658384288436607079e+01 5.066195798536426054e+01
5.390118240689572104e+01 5.222750816684514241e+00 4.989795288748364044e+01 -9.581678959976542842e-01 2.815124444358755795e+01 5.222750816684514064e+01
5.089957069230563036e+01 4.973548854142466169e+00 5.019838398124408485e+01 -8.415257321627951370e-01 2.531515014930601382e+01 4.973548854142465814e+01
5.243251522418946564e+01 5.850837101701432452e+00 4.828993953486711632e+01 -4.944493463322974236e-01 3.067741054092129360e+01 5.850837101701432630e+01
4.491262104587016779e+01 5.946656622479174814e+00 4.888678525732474611e+01 -9.448046956276510144e-01 2.670799353753213978e+01 5.946656622479174814e+01
5.020495960821475023e+01 5.508126514716268574e+00 5.014109490643851075e+01 -1.180709848732346856e+00 2.765352691882669589e+01 5.508126514716268218e+01
5.897340678133111425e+01 4.729554007134366245e+00 4.897500861036549935e+01 -4.934428172839506743e-01 2.789179123570095697e+01 4.729554007134366600e+01
5.510514989151170795e+01 4.501377979126536033e+00 5.083549398558860588e+01 -8.752088908026376401e-01 2.480491082581178119e+01 4.501377979126536388e+01
4.618335458905656310e+01 5.061884789833492881e+00 5.094485958087621214e+01 -5.790402498276812082e-01 2.337748201378322577e+01 5.061884789833492704e+01
5.225319992434040017e+01 5.562206365474562375e+00 5.077018634669865094e+01 -1.428986899709816072e+00 2.906430812355811355e+01 5.562206365474562375e+01
4.718481124423634299e+01 5.335529895016283497e+00 5.076200778191639529e+01 -4.207768866158776433e-01 2.517559709843234828e+01 5.335529895016283319e+01
5.987944751161151657e+01 4.315079696447343238e+00 4.915752849602628061e+01 -7.944585608267420440e-01 2.583845881918392706e+01 4.315079696447342883e+01
5.469993480119471485e+01 4.772126143949931176e+00 5.117246453052499788e+01 -4.516840457118238561e-01 2.610349889371379817e+01 4.772126143949931532e+01
5.759221059464150017e+01 4.483673259789295429e+00 5.051903272602098127e+01 -1.071096072842092184e+00 2.582246546153478306e+01 4.483673259789295429e+01
5.115612570326248942e+01 5.218012835014905093e+00 5.014702000905892731e+01 9.349857039092235311e-02 2.669333205092595307e+01 5.218012835014904738e+01
4.726541974950070824e+01 4.947570206855852248e+00 4.917618635909467173e+01 -6.790701248884900565e-01 2.338489825671658906e+01 4.947570206855851893e+01
5.315261539606638053e+01 4.312936810086718253e+00 5.144043332315234807e+01 -8.273945258167749728e-01 2.292438714940767142e+01 4.312936810086718253e+01
5.556775836326995943e+01 4.946217722155058283e+00 4.824219697653669670e+01 -6.281136383730476780e-01 2.748502311968358214e+01 4.946217722155058283e+01
4.759493829721541402e+01 5.703725269291183508e+00 4.788213285429539923e+01 -5.165017168355419130e-01 2.714684522561822888e+01 5.703725269291183508e+01
6.191492742126805382e+01 4.491566649309740811e+00 5.134890147963151463e+01 -6.993144364937524671e-01 2.780950230998007555e+01 4.491566649309740455e+01
4.986260085845439249e+01 4.874810075068531035e+00 5.110670048450516134e+01 -5.123033636939489099e-01 2.430707090339142695e+01 4.874810075068531035e+01
5.206650753265832066e+01 4.646509719126253657e+00 5.187313920961651093e+01 -9.456825284897512063e-01 2.419275332914572019e+01 4.646509719126253657e+01
5.082953968314183157e+01 5.144594690761838507e+00 4.980986195178349618e+01 -6.636368897277140633e-01 2.614973799877596505e+01 5.144594690761838507e+01
5.942757513787141477e+01 4.724202827424065276e+00 4.911404612084264443e+01 -7.153441615936380060e-01 2.807479184932882532e+01 4.724202827424065276e+01
5.003930781526919702e+01 4.923678622239810565e+00 5.163387630226937830e+01 -3.236641466598353389e-01 2.463774701617184348e+01 4.923678622239810920e+01
5.019970315691376328e+01 6.180863303747297977e+00 4.703214398673193131e+01 -1.686774379676151625e+00 3.102775031015756824e+01 6.180863303747297977e+01
5.374809696411612236e+01 5.410542748565036142e+00 4.869070245213909232e+01 -5.721750924114985537e-01 2.908063762783689299e+01 5.410542748565035964e+01
5.379486436419558260e+01 5.110357184242777073e+00 4.802315394709192020e+01 -4.604392821217722087e-01 2.749109715789326813e+01 5.110357184242776896e+01
6.079245507247905778e+01 4.496428912255986177e+00 4.907630085322909963e+01 -7.993590980741771546e-02 2.733489526349179144e+01 4.496428912255986177e+01
5.354820458519738935e+01 5.491723832603002897e+00 4.623970610444666818e+01 -5.748892750025209608e-01 2.940719513136298957e+01 5.491723832603003075e+01
5.829198221030294746e+01 4.853230803494935408e+00 4.999125881782017444e+01 -7.646165512316187574e-01 2.829044436598210410e+01 4.853230803494935230e+01
5.382569581995774399e+01 5.142674349651954024e+00 5.049851170546711643e+01 -9.626114167846697711e-01 2.768080252454651102e+01 5.142674349651954202e+01
5.649848788122496757e+01 5.520996968030313923e+00 4.605614545740094457e+01 -7.120142631686317003e-01 3.119279802905404608e+01 5.520996968030313923e+01
5.504842845611194235e+01 4.590573543779944643e+00 5.117448721342955054e+01 -4.040962037215347635e-01 2.527038592972905207e+01 4.590573543779944998e+01
5.043115957358283197e+01 4.569921100753036036e+00 5.118058898184448680e+01 -4.738846921411958846e-01 2.304664202707596843e+01 4.569921100753035859e+01
5.885842446241779413e+01 4.849815318366707650e+00 4.896739144314308589e+01 -6.852739896106001538e-01 2.854524885727635564e+01 4.849815318366707828e+01
5.235665322718801207e+01 4.942849507415942867e+00 4.971105017910411306e+01 -5.411236178231124683e-01 2.587910576139536190e+01 4.942849507415942867e+01
5.769919381184085694e+01 4.863183407746401343e+00 4.859656522916188948e+01 -6.462259715748217559e-01 2.806017619860882562e+01 4.863183407746401343e+01
4.771683406568725871e+01 5.001458370763387506e+00 5.241459211882184377e+01 -1.205703678111191834e-02 2.386537591641591050e+01 5.001458370763387506e+01
5.563693551044310937e+01 4.991265016560599399e+00 4.729798141881134654e+01 -2.845390404668517448e-01 2.776986898419128380e+01 4.991265016560599577e+01
4.726541974950070824e+01 4.947570206855852248e+00 4.917618635909467173e+01 -6.790701248884900565e-01 2.338489825671658906e+01 4.947570206855851893e+01
5.133096729415298398e+01 5.311701260867535801e+00 4.959729529946279314e+01 -6.775415345964059810e-01 2.726547636979026379e+01 5.311701260867535979e+01
5.269832511000684860e+01 4.784708167124954059e+00 4.997214598189557933e+01 -6.957040503041529433e-01 2.521461065476558261e+01 4.784708167124954059e+01
5.116561791926215363e+01 5.228323714036934966e+00 4.890295912028649639e+01 -5.303812459994361461e-01 2.675104135106314374e+01 5.228323714036935144e+01
5.888729811010836812e+01 4.978825408331916336e+00 4.840316912196913535e+01 -1.911469113254593566e-01 2.931895760586235866e+01 4.978825408331915980e+01
5.588370935123596439e+01 5.165961101358062635e+00 5.079812621669562844e+01 -8.269596112664849841e-01 2.886930687080847946e+01 5.165961101358062990e+01
6.004046410778095577e+01 5.080899914224044522e+00 4.676604280860561147e+01 -4.322467561606320174e-01 3.050595889351960821e+01 5.080899914224044522e+01
5.566432467672836992e+01 4.219666965061043662e+00 4.989406131156365376e+01 -2.370229454799925861e-01 2.348849119708229694e+01 4.219666965061043840e+01
5.576994651997377872e+01 4.994667547376677064e+00 5.026247256273425279e+01 -1.717975186428029488e+00 2.785523420022459007e+01 4.994667547376677419e+01
5.378391291314018474e+01 5.127719024456531827e+00 5.009000256682749352e+01 -7.454517006497045628e-01 2.757887934544222475e+01 5.127719024456531827e+01
5.418128056661367964e+01 4.994062273830317977e+00 4.924651495108173549e+01 -9.187517383844365781e-01 2.705846892255411262e+01 4.994062273830317622e+01
5.279860828529449890e+01 5.282103864522832204e+00 4.895494815061685046e+01 -3.441269529429309415e-01 2.788877328651813059e+01 5.282103864522832026e+01
5.969571942881892568e+01 4.816949756390699555e+00 5.015320554047735158e+01 -1.380074950919858878e+00 2.875512811602168739e+01 4.816949756390699378e+01
5.801594374518263919e+01 4.819703820417318596e+00 5.128519670579068901e+01 -1.065988382996582828e+00 2.796196657137730313e+01 4.819703820417318241e+01
5.650286132296943009e+01 5.380095598403296542e+00 4.706905001804251043e+01 -2.017213249136258213e-01 3.039907955008997220e+01 5.380095598403296719e+01
5.611962666406985534e+01 5.421381311869921227e+00 4.839213630993831572e+01 -1.295532211407426360e-01 3.042458952257052118e+01 5.421381311869921404e+01
5.784764139417780626e+01 5.508381590711571185e+00 4.867163611861550976e+01 -8.274219751301714609e-02 3.186468829217736953e+01 5.508381590711571363e+01
5.174608626509712650e+01 4.694248720484705650e+00 5.080733060849482996e+01 -2.311838244121897645e-01 2.429089992400233911e+01 4.694248720484705473e+01
5.976166339936577288e+01 4.635070241008855341e+00 5.005933428998169177e+01 -7.722012870559211706e-01 2.769995075755883818e+01 4.635070241008855163e+01
4.756928645486683394e+01 4.782873067059451699e+00 5.096874150104653012e+01 -1.035428633033021129e+00 2.275178590042185789e+01 4.782873067059451699e+01
5.546522106994056145e+01 5.180464425909568682e+00 4.869866313181462658e+01 -3.370652361443475797e-01 2.873356046280369469e+01 5.180464425909568860e+01
5.575716144184272594e+01 4.538182314583835364e+00 5.235354605257536065e+01 -9.750424607936860610e-01 2.530361639667663809e+01 4.538182314583835364e+01
5.666807308729738679e+01 5.064094993626746977e+00 5.126709812622834050e+01 -4.420139851787165952e-01 2.869725052198572968e+01 5.064094993626746799e+01
4.973706046671703973e+01 5.291380224473313021e+00 5.032526822667473709e+01 -3.927478846015795000e-01 2.631776981770199697e+01 5.291380224473313376e+01
5.489724031586688113e+01 5.424069974557507834e+00 5.001588949113659766e+01 -1.136257433890397905e+00 2.977664728833614660e+01 5.424069974557507834e+01
5.201934067118126848e+01 5.094874329152097481e+00 5.153817187310573900e+01 -5.614145663563014921e-01 2.650320034050191254e+01 5.094874329152097658e+01
4.598500989459749633e+01 5.408048373368945505e+00 4.977818604175131867e+01 -7.870438880123522551e-01 2.486891579598328406e+01 5.408048373368945505e+01
5.929769331793788467e+01 5.165499671378314339e+00 4.733694654116074929e+01 -3.273833509599857194e-01 3.063022153473001907e+01 5.165499671378314162e+01
5.046611538838813260e+01 6.027871272339857533e+00 4.943202671444961283e+01 -1.393758361327526174e+00 3.042032471762532353e+01 6.027871272339857711e+01
5.631349684491304686e+01 4.944728101025871680e+00 4.898915362136031604e+01 -2.992125787200521358e-01 2.784549303160733302e+01 4.944728101025872036e+01
4.919590113249000751e+01 4.824089391993565457e+00 4.932888175327337876e+01 -1.380841686714171956e+00 2.373254247828092645e+01 4.824089391993565812e+01
4.864651668103675775e+01 5.231561963891222966e+00 4.986877090389277356e+01 -1.134725856961210866e+00 2.544972663443117966e+01 5.231561963891223144e+01
6.004046410778095577e+01 5.080899914224044522e+00 4.676604280860561147e+01 -4.322467561606320174e-01 3.050595889351960821e+01 5.080899914224044522e+01
5.110489473601581523e+01 5.206337366167063330e+00 5.136649625043955325e+01 -1.477767760348562831e-01 2.660693230581535929e+01 5.206337366167063152e+01
5.455546442521848149e+01 4.920067210120532053e+00 5.013439608517033719e+01 -4.441084083103525870e-01 2.684165516514146432e+01 4.920067210120532053e+01
5.471388945849737695e+01 4.967235167878460089e+00 4.929779792733734212e+01 -7.401238814254202936e-01 2.717767558896627378e+01 4.967235167878460089e+01
6.282546220264016057e+01 4.547288840027034595e+00 4.902506916085287259e+01 -4.398600278697326615e-01 2.856855231436059128e+01 4.547288840027034951e+01
5.949178305955792467e+01 4.602474969331543875e+00 4.956104918540981430e+01 1.184698478138770383e-01 2.738094424125177540e+01 4.602474969331544230e+01
4.500116789764891934e+01 4.962636573362209980e+00 5.193449831618742962e+01 -1.031029055728883037e+00 2.233244416528859233e+01 4.962636573362210157e+01
5.631267483331070878e+01 4.713630575238651588e+00 4.729838945749526857e+01 -1.061343440596946408e+00 2.654371458677654871e+01 4.713630575238651943e+01
5.115612570326248942e+01 5.218012835014905093e+00 5.014702000905892731e+01 9.349857039092235311e-02 2.669333205092595307e+01 5.218012835014904738e+01
4.894690963250834415e+01 5.589414740788178015e+00 4.899853984556207820e+01 -6.495861758018186549e-01 2.735845782159689676e+01 5.589414740788178193e+01
5.111860330823522247e+01 5.015723935311479309e+00 4.915386887812690020e+01 -6.222309854894199077e-01 2.563968021528079788e+01 5.015723935311478954e+01
5.316845495312698944e+01 5.475386284422787853e+00 4.873779458043194523e+01 -1.352715024018181111e+00 2.911178290143023517e+01 5.475386284422788208e+01
5.053486267297292756e+01 5.117360089890468089e+00 5.052892116606882666e+01 -6.599620004471784540e-01 2.586050893907671977e+01 5.117360089890468089e+01
5.171743078605527444e+01 4.860547258379497748e+00 5.001211957384915507e+01 -9.830971515356310420e-01 2.513750164175923985e+01 4.860547258379497748e+01
4.735315594806218797e+01 4.911752008581575346e+00 5.017715181603051633e+01 -2.373476448152054274e-01 2.325869588405710076e+01 4.911752008581575524e+01
5.058997324303714294e+01 5.860603089480124872e+00 4.757942956411375945e+01 -5.115600770902890559e-01 2.964877534848603347e+01 5.860603089480125050e+01
5.243803873698602303e+01 4.840543426236131097e+00 4.953746113892787406e+01 -5.042408913256597458e-01 2.538286036930333012e+01 4.840543426236131097e+01
5.467580038598975989e+01 4.632806218851074576e+00 5.082854591009199652e+01 -4.297148753113653186e-01 2.533023880488733681e+01 4.632806218851074220e+01
5.266116441104385615e+01 4.693655038187210415e+00 5.011297339069210466e+01 -7.200301207852906060e-01 2.471733396547010031e+01 4.693655038187210238e+01
5.078944753510742061e+01 4.883476859291761230e+00 4.897847532555744010e+01 -4.709207634120797792e-01 2.480290917339100787e+01 4.883476859291761230e+01
5.445771830945561476e+01 5.173113403326585313e+00 4.843029700979077035e+01 -4.150362431309826405e-01 2.817159525012284504e+01 5.173113403326585313e+01
6.015547693922740535e+01 4.700403514222646351e+00 4.914192385203804747e+01 -7.910420349504647675e-01 2.827550152048838683e+01 4.700403514222646351e+01
4.993561805396702624e+01 4.738126386641287269e+00 5.083221597519115420e+01 -8.169595853858417911e-01 2.366012695347422223e+01 4.738126386641287269e+01
5.448784261471415391e+01 4.876316485712215432e+00 5.135861108028092303e+01 -1.054823615222568733e+00 2.656999652130232192e+01 4.876316485712215609e+01
5.321749767262673458e+01 4.977766297340640023e+00 4.835630243897409031e+01 -4.694079890196238836e-01 2.649042663436052791e+01 4.977766297340640023e+01
5.893499346156249175e+01 5.034359042497341896e+00 4.842511884097481101e+01 -7.322494700062716078e-01 2.966999172527388140e+01 5.034359042497342074e+01
5.895253155399390010e+01 5.020143253558090102e+00 4.922171654459737766e+01 1.581985348743231157e-01 2.959501535609529199e+01 5.020143253558089924e+01
5.510763993282066053e+01 4.888966390698126219e+00 5.010789070380970855e+01 -6.883791564807584251e-01 2.694193995022541799e+01 4.888966390698126219e+01
5.060766650536967859e+01 4.973656957732375261e+00 4.724929290303274598e+01 2.884953490087660555e-01 2.517051726290315727e+01 4.973656957732374906e+01
5.159173984452031192e+01 5.440311934318946108e+00 4.968505455109735180e+01 -5.116844074512592044e-01 2.806751579884221570e+01 5.440311934318945930e+01
5.062909430346566353e+01 5.161072683458766797e+00 4.930419488977763365e+01 -1.431123618022979826e+00 2.613004355978744542e+01 5.161072683458766619e+01
4.726879655248929168e+01 4.953788016201533750e+00 5.120405475397362949e+01 -6.162439841812510366e-01 2.341595979019898266e+01 4.953788016201534106e+01
5.650286132296943009e+01 5.380095598403296542e+00 4.706905001804251043e+01 -2.017213249136258213e-01 3.039907955008997220e+01 5.380095598403296719e+01
5.210745168319380838e+01 4.857091058982220488e+00 5.196633507753908532e+01 -8.428549794426345443e-01 2.530906376767887167e+01 4.857091058982220488e+01
4.899302974289121693e+01 5.163211834386778776e+00 5.069778939527097350e+01 -3.506536672110733832e-01 2.529613909709593855e+01 5.163211834386778776e+01
4.738333715184008810e+01 5.469614615954943027e+00 5.094007099567534880e+01 -6.223942302155034412e-01 2.591685934384254253e+01 5.469614615954942849e+01
5.917961838764566096e+01 4.419223913103448531e+00 4.972382467772339254e+01 -3.089004920277620414e-01 2.615279847470202412e+01 4.419223913103448353e+01
5.091099158840786032e+01 5.353192012603257055e+00 4.995839383832556280e+01 -7.770142142877762836e-01 2.725363135247765811e+01 5.353192012603257410e+01
6.101333878679088230e+01 5.223348917997933327e+00 4.991144710734744194e+01 -3.296229816941789181e-01 3.186939571354254852e+01 5.223348917997932972e+01
5.578535324569847376e+01 4.736537305327884084e+00 4.945222463944693914e+01 -7.434365092508734563e-01 2.642294067391447854e+01 4.736537305327884440e+01
4.664842850461279511e+01 5.871628832219491834e+00 4.839286185539745588e+01 -5.064810063104729920e-02 2.739022577854140650e+01 5.871628832219492011e+01
6.190385611552172662e+01 4.588385338280186687e+00 4.754074729783446429e+01 -1.300516537624737623e+00 2.840387457834661333e+01 4.588385338280186687e+01
5.133416435580503645e+01 4.924112236632018913e+00 4.973249025530312650e+01 1.057175213644523382e-01 2.527751868616988062e+01 4.924112236632019091e+01
5.489724031586688113e+01 5.424069974557507834e+00 5.001588949113659766e+01 -1.136257433890397905e+00 2.977664728833614660e+01 5.424069974557507834e+01
4.827818415459880441e+01 5.470031181704192669e+00 4.941694946258681398e+01 -6.692928213190612041e-01 2.640831727217127423e+01 5.470031181704192846e+01
5.624457687095306824e+01 5.105262354348981013e+00 4.922737284176042749e+01 -1.307735030096200290e+00 2.871433209355640770e+01 5.105262354348980836e+01
5.670796032023275046e+01 5.205744421435696268e+00 4.825824859322403881e+01 -3.415719786035449346e-01 2.952071480880484700e+01 5.205744421435696268e+01
5.241185991377361830e+01 5.196162142427560582e+00 4.976963685263270065e+01 -5.158754926565727317e-01 2.723405222981671159e+01 5.196162142427560582e+01
5.304106832973977248e+01 4.063464988690229873e+00 5.219038921694983912e+01 1.192898058303804021e-02 2.155305241206237454e+01 4.063464988690229518e+01
5.985872134951936374e+01 4.924539646242386048e+00 4.994241381400062352e+01 -1.618451239647917816e-01 2.947766464590836222e+01 4.924539646242386226e+01
5.340045082085095629e+01 4.548333459272351220e+00 5.025383607520119966e+01 -4.954302627536026904e-01 2.428830572087040807e+01 4.548333459272350865e+01
5.794763687594642931e+01 4.618255912763741478e+00 5.049605452842916975e+01 -5.991770628048165293e-01 2.676170166330258127e+01 4.618255912763741833e+01
5.546844880592887250e+01 4.899988636575904444e+00 4.837144732546519776e+01 -2.181797695346450183e-01 2.717947688375437565e+01 4.899988636575904621e+01
5.304877443573213469e+01 5.516390023967923106e+00 4.788030445910661825e+01 -6.247386024384766756e-01 2.926377300809973647e+01 5.516390023967922929e+01
5.787847123132310401e+01 4.635077823085378412e+00 5.040686433935714916e+01 -1.071964112169869310e+00 2.682712184383908038e+01 4.635077823085378412e+01
5.386493398231205987e+01 5.451957118026846238e+00 4.848556096331080312e+01 3.404690433059620602e-02 2.936693102369124020e+01 5.451957118026846416e+01
5.812627841204561463e+01 4.579426571403258706e+00 4.763575776616290369e+01 -9.376847721586578643e-01 2.661850238569052607e+01 4.579426571403259061e+01
5.565548678490171142e+01 4.433171840641628947e+00 5.238886155749079876e+01 -1.654541459164718731e+00 2.467303367920285595e+01 4.433171840641628592e+01
5.694321449051711426e+01 5.142391880755027067e+00 4.786621740052014928e+01 -2.860601691224822218e-01 2.928243238601272225e+01 5.142391880755027245e+01
5.100691032731843677e+01 5.265160083244121658e+00 4.902652354650751931e+01 -5.903333118457929629e-01 2.685595482250094079e+01 5.265160083244121836e+01
4.445330928196698039e+01 5.350396180975178773e+00 5.111978626722045504e+01 -1.160082908963465442e+00 2.378428162139445945e+01 5.350396180975178595e+01
5.397191063255357335e+01 5.373845656897256795e+00 4.896607628988699190e+01 -1.325923657137927592e+00 2.900367175471948755e+01 5.373845656897256617e+01
5.714114350317856150e+01 4.839620989868121725e+00 4.861916520661696950e+01 -8.341715328954713016e-01 2.765414774830494338e+01 4.839620989868122081e+01
4.790319174713129513e+01 4.868407062098368598e+00 5.089143323845350864e+01 -1.211998065975611993e+00 2.332122369987862953e+01 4.868407062098368954e+01
5.585958713742670056e+01 4.671798462839630517e+00 4.990898627997571424e+01 -9.827092504742829249e-01 2.609647333234864774e+01 4.671798462839630872e+01
5.088092604346257986e+01 5.191680370649441656e+00 5.158852602022465561e+01 -8.070440229660746922e-01 2.641575049803106623e+01 5.191680370649442011e+01
5.233012293321483810e+01 4.764975296039045460e+00 5.072777258223215568e+01 -2.431491399029326317e-01 2.493517430154550141e+01 4.764975296039045816e+01
4.867584450189858103e+01 4.793862861906161399e+00 5.177677564332419990e+01 -7.335557590543615447e-01 2.333453232295708091e+01 4.793862861906161754e+01
4.889397198183777249e+01 4.672155123361948270e+00 5.112525713661468529e+01 -5.205332906373634216e-01 2.284402216964588916e+01 4.672155123361947915e+01
5.031397992215376291e+01 5.083619373005422659e+00 4.937065183980006822e+01 -2.871810807088017725e-01 2.557771230652667427e+01 5.083619373005422659e+01
4.502466156725398605e+01 4.730433043966502993e+00 5.362317133983172113e+01 -6.457172210131911783e-01 2.129861468711468930e+01 4.730433043966502993e+01
5.321701284274696064e+01 4.692334405475135028e+00 5.038488426641325191e+01 -3.439779789923669284e-01 2.497120203186336695e+01 4.692334405475135384e+01
5.646236717077263023e+01 4.796355496264847140e+00 5.053257874692085494e+01 -8.650289194626399336e-01 2.708135851116591652e+01 4.796355496264847318e+01
4.983851154274569240e+01 4.363558481425844349e+00 5.205823045632552493e+01 -3.204624402295959129e-01 2.174732597439878035e+01 4.363558481425844349e+01
4.797433376600130117e+01 5.309155648314190401e+00 4.992959320952427760e+01 -1.971783030480835919e-01 2.547032050878760145e+01 5.309155648314190046e+01
5.526474698689442278e+01 5.219941160940987146e+00 4.811892495144216753e+01 -6.845125924607327050e-01 2.884787275458796074e+01 5.219941160940987146e+01
5.430017989751203800e+01 5.081009333875060818e+00 4.937826190125729653e+01 -6.506624420223285910e-01 2.758997208903535991e+01 5.081009333875060463e+01
5.200291759855281271e+01 5.872985514323898926e+00 5.003302404318205276e+01 -1.018563337067234897e+00 3.054123817588800449e+01 5.872985514323899281e+01
5.314337187209483204e+01 4.244228769026928916e+00 5.102502515662185090e+01 -8.577232407558827987e-01 2.255526277826413661e+01 4.244228769026928916e+01
4.887562498297553759e+01 6.024135475379896576e+00 4.655569126368824584e+01 -8.463323387041121748e-01 2.944333863413068997e+01 6.024135475379896576e+01
5.289079096853352979e+01 4.347571271653798419e+00 5.141616283194284875e+01 -4.327113766431782693e-01 2.299464833498425520e+01 4.347571271653798419e+01
5.707300463928510936e+01 5.149239686400957972e+00 4.844395393646161097e+01 -1.473537865511239886e+00 2.938825805107528666e+01 5.149239686400957794e+01
5.169183223273655869e+01 4.855655576653197691e+00 4.918372110938209829e+01 -8.067655619556504121e-01 2.509977334483087930e+01 4.855655576653197869e+01
4.598500989459749633e+01 5.408048373368945505e+00 4.977818604175131867e+01 -7.870438880123522551e-01 2.486891579598328406e+01 5.408048373368945505e+01
5.062909430346566353e+01 5.161072683458766797e+00 4.930419488977763365e+01 -1.431123618022979826e+00 2.613004355978744542e+01 5.161072683458766619e+01
4.731434710847516101e+01 5.239179983972761079e+00 5.012239112711791478e+01 -7.537187568177365904e-01 2.478883803254625562e+01 5.239179983972761079e+01
4.664842850461279511e+01 5.871628832219491834e+00 4.839286185539745588e+01 -5.064810063104729920e-02 2.739022577854140650e+01 5.871628832219492011e+01
5.470489255372418569e+01 4.579269336699285375e+00 5.018673930731237931e+01 -1.656927700634351908e-01 2.505084370386982329e+01 4.579269336699285020e+01
6.101421708965389712e+01 5.163659336434114344e+00 4.775578459254674613e+01 -5.654165555535630716e-01 3.150566317302092401e+01 5.163659336434114522e+01
5.141038827608240780e+01 5.147004907842191557e+00 4.877898671876877046e+01 -3.907196431142505588e-01 2.646095207710688513e+01 5.147004907842191557e+01
4.864651668103675775e+01 5.231561963891222966e+00 4.986877090389277356e+01 -1.134725856961210866e+00 2.544972663443117966e+01 5.231561963891223144e+01
5.175580778274026983e+01 5.524888436556833149e+00 4.922542295241274957e+01 -1.183429064544558429e+00 2.859450639435198838e+01 5.524888436556832971e+01
4.822606905098851371e+01 5.158864526303430509e+00 4.961613104483094361e+01 -1.748004095410085057e-01 2.487917568702043880e+01 5.158864526303430864e+01
6.826288066526795717e+01 3.862705553458051444e+00 5.122754818387294051e+01 -9.121430703168265097e-02 2.636794082407747553e+01 3.862705553458051355e+01
4.832000495896117087e+01 5.171392703515596878e+00 5.050423420480258585e+01 -9.147248908225371622e-01 2.498817210786092602e+01 5.171392703515596878e+01
4.845104964536430714e+01 6.009181894279858938e+00 4.859456113403449962e+01 -1.110688703892709128e+00 2.911511702877778163e+01 6.009181894279858938e+01
5.213635496954884729e+01 4.842725509336966105e+00 5.005716933130177893e+01 -4.648464378493191163e-01 2.524820561748813219e+01 4.842725509336965928e+01
6.004046410778095577e+01 5.080899914224044522e+00 4.676604280860561147e+01 -4.322467561606320174e-01 3.050595889351960821e+01 5.080899914224044522e+01
