weight logl H0 sigma
3.021908622419579678e-129 -7.093175660141990875e+02 8.067619895987813150e-01 1.821657648760435233e-01
3.474538552181819055e-127 -7.045703227746919310e+02 5.283435357479104866e-03 2.728441955277099984e-01
1.292404497991933808e-121 -6.917412694608854054e+02 3.198148066761330455e-02 2.656069912385751186e-01
7.524787505150335941e-118 -6.830693160454877670e+02 1.085397701309545049e-01 2.307002090712521047e-01
6.010793187825591114e-116 -6.786862917133713609e+02 7.448149468451328303e-01 1.684203638673236192e-01
8.462097603531485984e-111 -6.668288258796824266e+02 9.573860814122812091e-01 2.759770968865740137e-01
1.384352800661661433e-108 -6.617289349487818981e+02 5.397862361040282053e-01 1.224087479776374554e-01
8.570606741032001440e-108 -6.599033291589082637e+02 7.052035231565837448e-01 1.608631203206148941e-01
1.045481765941388943e-107 -6.597021047950519232e+02 8.206328092281777176e-01 2.092733727446681735e-01
3.520644259016274711e-106 -6.561828535002852050e+02 8.251285748154554289e-01 2.131437850918903587e-01
2.028810995914452744e-103 -6.498237923171384409e+02 2.666972920204518926e-01 1.741780803074687300e-01
2.505906661214779365e-102 -6.473075065196442210e+02 9.023737108788384420e-01 2.576885171568449318e-01
2.261491152786880719e-99 -6.404998774524902956e+02 2.168099415006479180e-01 1.996649546952817822e-01
7.940590853860533272e-96 -6.323336588840024888e+02 6.598400919748456106e-01 1.567964098508591864e-01
8.178878902211838090e-93 -6.253938362046519615e+02 8.854417447925154727e-01 2.623959953329263461e-01
6.637766821722590966e-92 -6.232975306144709293e+02 8.347763529160026064e-01 2.362080528872212426e-01
3.410948465455300960e-90 -6.193556456183891896e+02 2.717757409895822374e-01 1.863226444303383023e-01
9.416087337659990338e-85 -6.068247909030349092e+02 1.429259527993272938e-01 2.574027178538685900e-01
4.995529272625628800e-79 -5.936406566234652473e+02 7.621254037153951666e-01 2.179606576956933939e-01
1.538890696310895513e-78 -5.925130530676494800e+02 1.797501802951084748e-02 3.474142888976242682e-01
3.977474194614173311e-77 -5.892583828110816739e+02 1.304745912840894473e-01 2.782715852418979896e-01
4.950318279477534023e-77 -5.890370779310520675e+02 2.261862560464433791e-02 3.478884127342761756e-01
1.173265088052090919e-76 -5.881716541757974710e+02 5.538598521015615228e-01 1.524484679816221488e-01
2.066607305560481415e-76 -5.876030364316013674e+02 8.606211764501888739e-01 2.763977758763224157e-01
7.360635232731051643e-76 -5.863302984736444614e+02 3.187718002040285104e-01 1.855637036283168673e-01
8.354508028919359305e-76 -5.862011434345749876e+02 1.378973239943336315e-01 2.763749402293811386e-01
1.310821185156039459e-75 -5.857482058187449638e+02 6.630721385561477721e-02 3.219789992736081796e-01
5.089537779873342614e-74 -5.820865875084839445e+02 1.602777886354690429e-01 2.665038750925484701e-01
2.595884705156359441e-70 -5.735470067681335422e+02 8.450248801099388141e-01 2.792066504352129774e-01
1.536742713682777958e-69 -5.717661840050848241e+02 6.746244057818253648e-01 1.932863159641259321e-01
3.510020590818324749e-69 -5.709377271567069556e+02 5.696785127522185910e-01 1.638248034209046633e-01
2.257263626710992384e-68 -5.690741106724523206e+02 9.994615146531988792e-01 3.895864617423399068e-01
4.441700462126968717e-68 -5.683947266774146101e+02 5.435741321235048051e-01 1.615281557442338478e-01
1.894562131794807361e-65 -5.623365209417024744e+02 8.330282068749903512e-01 2.823457888578331243e-01
8.998927210565027679e-65 -5.607759033171159899e+02 6.099895646426212181e-02 3.533089899281566248e-01
1.278377117045757399e-64 -5.604223321993401896e+02 7.728078344587147042e-01 2.484639911014945302e-01
7.532723522192407398e-62 -5.540409967435871295e+02 5.122590279466032737e-02 3.692676477093644882e-01
1.793866530773053933e-61 -5.531707949532385555e+02 3.049394868754261578e-01 2.135133234486878973e-01
3.648390025671513705e-60 -5.501557972421221621e+02 1.995225498026343969e-01 2.721709971780760240e-01
2.060157207834949552e-59 -5.484222158361843640e+02 6.073799389682554839e-02 3.698887243140479564e-01
3.350137632093405321e-58 -5.456309116083630215e+02 5.169085625230218639e-03 4.178382822184698586e-01
1.030677404547223369e-57 -5.445046116841826915e+02 5.126230386548600304e-01 1.738279833022956522e-01
2.709085565256590793e-56 -5.412331317034202129e+02 2.068959018640401659e-01 2.769542147817991573e-01
2.915208759858630970e-56 -5.411573014186047885e+02 8.013156252152986436e-02 3.655489527141848605e-01
3.262957504393065347e-56 -5.410421088575260455e+02 1.310573554676262020e-01 3.279873937506496695e-01
