H0 sigma
7.744068254254517569e+01 1.167094848664462916e+03
7.420267555154042327e+01 9.524591347471035760e+02
7.570952088347786457e+01 1.074562866362707155e+03
7.864831165480839559e+01 9.097836632091414231e+02
7.333133927221128090e+01 9.174036907709282787e+02
7.474106741939010590e+01 1.153034107466377918e+03
7.469169407384517001e+01 9.375671902523400831e+02
7.475469633265647929e+01 1.063715371415456048e+03
7.794208871367371216e+01 1.041693524432731920e+03
7.507564841865283256e+01 9.476477837561344586e+02
7.487659046312154487e+01 8.940598388778449817e+02
7.235086114828905579e+01 9.872211743004030495e+02
7.297849286023323145e+01 1.091130405587204677e+03
7.718666184865114133e+01 1.006106338264220199e+03
7.572115957500166417e+01 1.052845624845575003e+03
7.569370694118038045e+01 9.458186953812631828e+02
7.219111091680412073e+01 9.508900428125533608e+02
7.650433434110031783e+01 1.075807139062049600e+03
7.590893421813825626e+01 9.529836811522970947e+02
7.658950064054148754e+01 9.701611618603928946e+02
7.688797951685029375e+01 1.198504500583744630e+03
7.460251854342003242e+01 8.434038649035007893e+02
7.828470315613864727e+01 1.030063084051884289e+03
7.158860666305275799e+01 1.077612625410147757e+03
7.404917188286796659e+01 8.219695695417306069e+02
7.683041176851919829e+01 8.849657261670872685e+02
7.152313235618049703e+01 9.287424414644866602e+02
7.646261777240341928e+01 9.702776990600629006e+02
7.716447062134018609e+01 9.568403958620463072e+02
7.483667763222049985e+01 1.172909094550380132e+03
7.776843388046445682e+01 9.281572776732140255e+02
7.394916824388143084e+01 1.106277578640778302e+03
8.068480053318579337e+01 1.124182784761303310e+03
7.417224569010087976e+01 8.932428067268256200e+02
7.309561693951265227e+01 9.128490110087776657e+02
7.800977323746784009e+01 1.094949854012070091e+03
7.531252143926505482e+01 1.005540311681405569e+03
7.887747777996951015e+01 8.588612072026179476e+02
7.072433483083794670e+01 1.015073778380887802e+03
7.376861265992445738e+01 9.650625101589026826e+02
7.570446986815642276e+01 9.164752373852104483e+02
7.459762978271119493e+01 1.050882954339214621e+03
7.417495881971014171e+01 1.006085902512196640e+03
7.462149070804730400e+01 9.782509473619793425e+02
7.724365030838907842e+01 1.041647186547717865e+03
7.191047684980709676e+01 1.090658191315288377e+03
7.691595390074078864e+01 9.774212664953888634e+02
7.768078966242970296e+01 1.194702892901935684e+03
7.030365944634563391e+01 9.897429010188014900e+02
7.254854715734079207e+01 8.822666334137976492e+02
7.524171946822107770e+01 1.221429332662159368e+03
7.366376076756161240e+01 1.129084259697712241e+03
7.444219527042375262e+01 1.159871014921795677e+03
7.756511580630611036e+01 1.122242318089007767e+03
7.547862973042094836e+01 9.546128557554694680e+02
7.700848148273439620e+01 9.662322682349763454e+02
7.285381080304976820e+01 1.044329309278790333e+03
7.777063431774344338e+01 9.159636699114516887e+02
7.384607932490209237e+01 1.017605412479953884e+03
7.486025718881529656e+01 1.091513883949079172e+03
7.202191391511550478e+01 9.348898550905822731e+02
7.691595390074078864e+01 9.774212664953888634e+02
7.852363542419203668e+01 1.296010364235287852e+03
7.403446466571074325e+01 8.774294142147007278e+02
7.638096620222898991e+01 1.097913531570329724e+03
7.427003438875598818e+01 9.215344579347188301e+02
7.677426206192117775e+01 9.707232016437483253e+02
7.353370629869561981e+01 1.121889239527010432e+03
7.548387585468563543e+01 9.155823713623418598e+02
7.070325483503195585e+01 1.018986752567596909e+03
7.676896198367791158e+01 1.016339419015195290e+03
7.263306671081286936e+01 1.028509323470894287e+03
7.649084478859217029e+01 9.315192052499974125e+02
7.209678874560520967e+01 9.309792830264451595e+02
7.437344521840427092e+01 1.200946837360942709e+03
6.934987373169929015e+01 8.733308797557391472e+02
7.709649119846474719e+01 1.145787256755382487e+03
7.526914061002543122e+01 1.201395056847799424e+03
7.268408138247387740e+01 9.949603565705817800e+02
7.400742145944889216e+01 9.213045146523598987e+02
7.580431017462902332e+01 9.085954846708211790e+02
7.474451916186407630e+01 9.916520500462909240e+02
7.320361114504558486e+01 9.647429947775934806e+02
7.533263845166111139e+01 1.004568401786754634e+03
7.136205233614137455e+01 9.922180882626287257e+02
7.687403151006071766e+01 1.011506810504003738e+03
7.822339201875220738e+01 9.255472630066537931e+02
7.360226783571117437e+01 9.198503877522474568e+02
7.428540793409274556e+01 8.725316100241105914e+02
7.414487856003911759e+01 9.906160138921044336e+02
7.590800925013220990e+01 1.011873403268573611e+03
7.315491555174475025e+01 9.925613882789832587e+02
8.071307625283898801e+01 1.242721189056710955e+03
7.643646343002365029e+01 1.115233940252714092e+03
7.570938714195372654e+01 8.965214793517325234e+02
7.942376607897077179e+01 1.005095059191916675e+03
7.876109956575476190e+01 9.798786388109137988e+02
7.569319289778563586e+01 1.256400156254630701e+03
7.437753624071876857e+01 1.046929132502328684e+03
7.554552819335353320e+01 1.011839359459368552e+03
7.520136184406815971e+01 1.084565966213635875e+03
7.724823933187047942e+01 9.795739496746540453e+02
7.566125531714264696e+01 9.368576622483099072e+02
7.436844547443547526e+01 9.645900952499079040e+02
7.933447592469434539e+01 1.150126109936729563e+03
7.449119768549648768e+01 9.629616954619698390e+02
7.416653671719659258e+01 1.012145434929213707e+03
7.474411929333960813e+01 1.018555746028248905e+03
7.544620762390277946e+01 1.161173596182840811e+03
7.861445332494601246e+01 1.032188064947496741e+03
7.473715610896894646e+01 9.772252383475821489e+02
7.293945350836534658e+01 1.064450521835761492e+03
7.596336341368888156e+01 1.285670269997925743e+03
7.304898261944917692e+01 9.141387859218031053e+02
7.290114432089649199e+01 9.553565397787408529e+02
7.661125122565138668e+01 9.049421868622455349e+02
7.506233540095786338e+01 9.847100439639962133e+02
7.309561693951265227e+01 9.128490110087776657e+02
7.259732333108728142e+01 1.170651690818061525e+03
7.241247173485697886e+01 8.743086122469978818e+02
7.072433483083794670e+01 1.015073778380887802e+03
7.032180032085888399e+01 7.960844477856688854e+02
7.772462771510977575e+01 8.879841520804868651e+02
7.609951575442784133e+01 9.245486094178336316e+02
7.753984594464586166e+01 9.561153615511479984e+02
6.962219911096430280e+01 1.011491877349575248e+03
7.458041732961271464e+01 8.500298021660867107e+02
7.186245990395647709e+01 9.405903523879499062e+02
7.588677516968985515e+01 1.072596511936475736e+03
7.786538442496245693e+01 1.118469120919027773e+03
7.880703423013984832e+01 9.501037372983190608e+02
7.668204635480438469e+01 1.151881156161195804e+03
8.383151080203489869e+01 1.027413443171702966e+03
7.695062649505211994e+01 1.040047499409608008e+03
7.287356253013693674e+01 1.092739127843106871e+03
7.029712002739631771e+01 1.286357332460194584e+03
7.689792210181164478e+01 8.145234697416459539e+02
7.952123533897000129e+01 1.073537039048959741e+03
7.625309866290976402e+01 9.557216360756416407e+02
7.646952693526988298e+01 1.181981746338330368e+03
7.694773159897121673e+01 9.418090759505195138e+02
7.314317778332161879e+01 9.317839019902880864e+02
7.956344569126736133e+01 1.209927116979514722e+03
7.221945879272462321e+01 1.141899530020289149e+03
7.305979777274670539e+01 9.044165496068739003e+02
7.250217119906035634e+01 1.048706715977117256e+03
7.241586712224467703e+01 1.077192971255067278e+03
7.215785221713740327e+01 1.125733642194467166e+03
7.573960213424419408e+01 9.562626844952964120e+02
7.562012098573332253e+01 1.280868206767622723e+03
7.377939753242975485e+01 1.182833250059838520e+03
7.596158914924859573e+01 9.447213984276221481e+02
7.342221169603406850e+01 8.818813488034040802e+02
7.615918800834796798e+01 1.140048328107712905e+03
7.618679429267126579e+01 1.074815833459271289e+03
7.131721581041657032e+01 1.159718295742003420e+03
7.617580177358193794e+01 8.781534318572045095e+02
7.136970730266955343e+01 1.143623020579856075e+03
7.674923830588730311e+01 1.176187624853943817e+03
7.570849375104216961e+01 1.072975910859650412e+03
7.657752629365265307e+01 1.067593883762106543e+03
7.463771248282277782e+01 1.172933004315843391e+03
7.524697631707232404e+01 1.053847368172972892e+03
7.515559886127262246e+01 1.014390238272891111e+03
7.484176388935809143e+01 1.026006247078712022e+03
7.263306671081286936e+01 1.028509323470894287e+03
7.028125941766649021e+01 9.472201872686905517e+02
7.627736382183923070e+01 8.356887836628472996e+02
7.425329886831298154e+01 1.044880150050918928e+03
7.596158914924859573e+01 9.447213984276221481e+02
7.320361114504558486e+01 9.647429947775934806e+02
7.693971356933369066e+01 1.149420696572920178e+03
7.776857611610185472e+01 1.036779916691580638e+03
7.316618760397129506e+01 9.771886003771062406e+02
7.261453653268408459e+01 9.189097130813888725e+02
7.443088143264142786e+01 1.039813588138727027e+03
7.209678874560520967e+01 9.309792830264451595e+02
7.456967390199048396e+01 9.523594226892778352e+02
7.672522621101187212e+01 9.437137378059428556e+02
7.906335605510167852e+01 1.134672300174413976e+03
7.643373492078985976e+01 9.242600019369834854e+02
7.651952568190662873e+01 1.063533785888835610e+03
7.617580177358193794e+01 8.781534318572045095e+02
7.553751088899873878e+01 1.001463546066479807e+03
7.272463676358475482e+01 9.579322761206445875e+02
7.354168191661202059e+01 1.217904034090566256e+03
7.542871083174821933e+01 1.006782328992442331e+03
7.389419099902026744e+01 9.980121576183274783e+02
7.185770465246530136e+01 1.037656600007341240e+03
8.238255500264205011e+01 1.134905280157304105e+03
7.414391602752168353e+01 9.010099574797469586e+02
7.525069124795332698e+01 1.109762672532966462e+03
7.856014923111672488e+01 9.275402178190380482e+02
7.397967677927769614e+01 9.205751651241879472e+02
7.719076150932730229e+01 1.095539225507241099e+03
7.639001869285254998e+01 9.896773545147106006e+02
7.290020630005804492e+01 1.051209202488063056e+03
8.013066928534951217e+01 9.879133889424216477e+02
7.857919975369739518e+01 9.328467735282241620e+02
7.579452077237056073e+01 1.069600318649961082e+03
7.175130973898016862e+01 1.031614844104529539e+03
7.724823933187047942e+01 9.795739496746540453e+02
7.822339201875220738e+01 9.255472630066537931e+02
7.724823933187047942e+01 9.795739496746540453e+02
7.470319078324338591e+01 1.087732399423108518e+03
7.526914061002543122e+01 1.201395056847799424e+03
7.138112583726353932e+01 9.416101279081236726e+02
7.615887989371793765e+01 8.641009125398586548e+02
7.460251854342003242e+01 8.434038649035007893e+02
7.597109528203240814e+01 9.460943132850085249e+02
7.419613421078966553e+01 1.052829865878118653e+03
7.452531301155093502e+01 1.113368020271062505e+03
7.590196408161035890e+01 9.710640295102524533e+02
7.183065239495601872e+01 1.263842465750998144e+03
7.550414297121272966e+01 1.161655237920732361e+03
7.186677522042491262e+01 9.511692483552196791e+02
7.673530418959785493e+01 9.876259015779534138e+02
7.499391530572934528e+01 1.095823958445511380e+03
7.235086114828905579e+01 9.872211743004030495e+02
7.170885113180752057e+01 1.084566751734021636e+03
7.777063431774344338e+01 9.159636699114516887e+02
7.446404889309947350e+01 1.018707153742221180e+03
7.599089892956673964e+01 8.535989016619325866e+02
7.176921672953884013e+01 8.651546416925667700e+02
7.136205233614137455e+01 9.922180882626287257e+02
7.631039733017473736e+01 1.183402029040991238e+03
7.152880365191205669e+01 1.001277106668003739e+03
7.599089892956673964e+01 8.535989016619325866e+02
7.438027014520812941e+01 1.169130375597022521e+03
7.517034857510262214e+01 8.868931636329953108e+02
7.455467011360865115e+01 8.884473087593531773e+02
7.674277962710124257e+01 8.666002840693637381e+02
7.436471385948381396e+01 9.238729911882213628e+02
7.333133927221128090e+01 9.174036907709282787e+02
7.370459311343743991e+01 9.046876606684160151e+02
7.609595320532068286e+01 9.608830558898318941e+02
7.899251721165015283e+01 9.645857745831360717e+02
7.332624734719821902e+01 9.970405873323126116e+02
7.547951757446463716e+01 9.142583260530170719e+02
7.772563093285972968e+01 9.062450615059843813e+02
7.115087359211480589e+01 9.493662093981894259e+02
7.367349549238335271e+01 1.030189213148796853e+03
7.602086417890363634e+01 1.023237084729223398e+03
7.285776666919043976e+01 8.627234116671396578e+02
7.584069976292587967e+01 8.306829465517582776e+02
7.505694594507090756e+01 9.262489110890918482e+02
7.350931702822228431e+01 1.087392695217223491e+03
7.841707842963586472e+01 1.120961705414690641e+03
7.701317244132688700e+01 1.174968983313961417e+03
7.716418648026593985e+01 1.279789867819796200e+03
7.462762607461976927e+01 9.320850094412952558e+02
7.537381350222537435e+01 1.024338982530328849e+03
7.386137179348544635e+01 9.881337071046614255e+02
7.413622725996052054e+01 9.885179995452457433e+02
7.538546427358555491e+01 1.116350538453241825e+03
7.335573301377645805e+01 8.119393219885079134e+02
7.343894198564774456e+01 1.132436492152659639e+03
7.482558621312335845e+01 9.017398934614938071e+02
7.860896010138358747e+01 1.086523453452271951e+03
7.730777444056776915e+01 9.188152704253777756e+02
7.673819039708874357e+01 9.605101221253355561e+02
7.244853735523476246e+01 9.580799446963446826e+02
7.318174181319824356e+01 1.007639730633598674e+03
7.645477407582902174e+01 1.094600910638315327e+03
7.377886588381778665e+01 9.795139956783973503e+02
7.714970179013312190e+01 1.097877942368977983e+03
7.186677522042491262e+01 9.511692483552196791e+02
7.183483465217528874e+01 1.097750886878984602e+03
7.331377952706310452e+01 9.871229510073507072e+02
7.226995522485887591e+01 1.358724688369972228e+03
7.452566603249562149e+01 8.658599807818412728e+02
7.611780465916964999e+01 9.576643391749181546e+02
7.334216535227039913e+01 8.604226780512568666e+02
7.641604814934913747e+01 8.720046887869466445e+02
7.547951757446463716e+01 9.142583260530170719e+02
7.701647794278089521e+01 1.049688448448411236e+03
7.553707465558402134e+01 8.592156284768677779e+02
8.142413454383947169e+01 9.706142293194917556e+02
7.848648001911999472e+01 1.026232713501552098e+03
7.371548569209033985e+01 1.089757732767525795e+03
7.269413858214846869e+01 1.117101502447516395e+03
7.452730816007679948e+01 1.120807919769609725e+03
7.349349095592785375e+01 9.729508246910255593e+02
7.571194314914109214e+01 9.650260029165006017e+02
7.930944863103329112e+01 8.206979415461366898e+02
7.292040437083090865e+01 1.050414065734010819e+03
7.273783211990614461e+01 1.029050750362450344e+03
8.171989087837444288e+01 1.169470288265763202e+03
7.437344521840427092e+01 1.200946837360942709e+03
7.461953012700800514e+01 1.061345337179486705e+03
7.025411242834036329e+01 1.110915004563379625e+03
7.719088516751514817e+01 1.149268315257857012e+03
7.316837084251814360e+01 1.089078731066021192e+03
7.613797951720214030e+01 1.018474076940401346e+03
7.650482729054658648e+01 1.170313282507092936e+03
7.794208871367371216e+01 1.041693524432731920e+03
7.429829469955389243e+01 1.115205388145951929e+03
7.326329198575324142e+01 1.028003921354060822e+03
7.938343665601064458e+01 1.161921706151627632e+03
7.403915241307666406e+01 9.696136435854547244e+02
7.678728632029111623e+01 9.625859621758335152e+02
7.874156537229663400e+01 1.219399358055782614e+03
7.430673909330664628e+01 9.191888344285169978e+02
7.456947083811073185e+01 1.017125134855700367e+03
7.249443277809615438e+01 9.452842241401314141e+02
7.756511580630611036e+01 1.122242318089007767e+03
7.255765246494338783e+01 9.494501429791803275e+02
7.775961144142985404e+01 9.370408399944183202e+02
7.703610291421092882e+01 8.331438612854050234e+02
7.551373630367527312e+01 1.054988210020548649e+03
6.995403582348717464e+01 1.049397420990468618e+03
7.594081650375480308e+01 9.936417349173315188e+02
7.512437997832802239e+01 9.616075581182029737e+02
7.186513327734829204e+01 1.056151502029089897e+03
7.743154870002116752e+01 9.160670316544599245e+02
7.503744323475734745e+01 8.726746638345769043e+02
7.693171585032621351e+01 9.539098507517749113e+02
7.534545935253467519e+01 1.261500329850535309e+03
7.719221675978312192e+01 1.107719125152731749e+03
7.810740036852817525e+01 1.090590997053236151e+03
7.946803664223111241e+01 1.159744336240306893e+03
7.213593695394835947e+01 9.476099387386534545e+02
7.643373492078985976e+01 9.242600019369834854e+02
7.213593695394835947e+01 9.476099387386534545e+02
7.254427649551698210e+01 8.608373575649505938e+02
7.497546027819967662e+01 9.974997495113839250e+02
7.599352204054447668e+01 8.927218980526073437e+02
7.466133273852054231e+01 9.134272145887201759e+02
7.495442769528706606e+01 1.144159885415660710e+03
7.624560878391679353e+01 7.761989293757058022e+02
7.249443277809615438e+01 9.452842241401314141e+02
7.616412124775375503e+01 9.974154891063676587e+02
7.495442769528706606e+01 1.144159885415660710e+03
7.682222215492508610e+01 9.619230401042295853e+02
7.786538442496245693e+01 1.118469120919027773e+03
7.617580177358193794e+01 8.781534318572045095e+02
7.522306669308287042e+01 9.951004413106320499e+02
7.482478672498044148e+01 1.000146657402998699e+03
7.647703284873200857e+01 9.754468306407961791e+02
7.121546908862265468e+01 8.917014075753742190e+02
7.979160610429082112e+01 1.050102976198330907e+03
8.109006734992618703e+01 1.254397823919471648e+03
7.619639062974361821e+01 8.394600446020626805e+02
7.330849552189415874e+01 1.146641202862470209e+03
7.569319289778563586e+01 1.256400156254630701e+03
7.296031524662443246e+01 9.990354174909293761e+02
7.413249516656472338e+01 1.070505206754239907e+03
7.693171585032621351e+01 9.539098507517749113e+02
7.550243534364544473e+01 9.257750180594476888e+02
7.398345039949035140e+01 9.903532658265486361e+02
7.409484880772959059e+01 1.054990419060454542e+03
7.979160610429082112e+01 1.050102976198330907e+03
7.337327199552498769e+01 1.029318447250260078e+03
7.327638433588857936e+01 9.977034182688512374e+02
7.469657303008948190e+01 1.032986889302350392e+03
7.856014923111672488e+01 9.275402178190380482e+02
7.215969783883804212e+01 1.028156259114843124e+03
7.477927047147248629e+01 9.880317570610959592e+02
7.430319572571491449e+01 9.802187739063823528e+02
7.276969687401378906e+01 1.001874805589045081e+03
7.931352324910173479e+01 1.146089218278488488e+03
7.768983741360142403e+01 7.962486737193423778e+02
7.415431417706567174e+01 1.033618023074337543e+03
7.551118787018572220e+01 1.010222811846297532e+03
7.544439738510989457e+01 1.074672628422579464e+03
7.599089892956673964e+01 8.535989016619325866e+02
7.693434581643559511e+01 1.078719463342968538e+03
7.315491555174475025e+01 9.925613882789832587e+02
7.978765515696844091e+01 1.349088961974723134e+03
7.772241030793853156e+01 1.234343577255730679e+03
7.479101600904405700e+01 1.072555243684754259e+03
7.579452077237056073e+01 1.069600318649961082e+03
7.320060264218136581e+01 1.147175901564579362e+03
7.317249909003577102e+01 9.555311705857961897e+02
7.166286887461473043e+01 1.149924251829675995e+03
7.329650958249970927e+01 1.097034211631178096e+03
7.175211163762233468e+01 9.873667812371826358e+02
7.287356253013693674e+01 1.092739127843106871e+03
7.405090011680003670e+01 9.630553464822320393e+02
7.268408138247387740e+01 9.949603565705817800e+02
7.523240433174395037e+01 9.426096300551942022e+02
7.508570502239578559e+01 1.014862000175255616e+03
7.613007388970063971e+01 9.044198167814480485e+02
7.591876623512931133e+01 9.046884863956008758e+02
7.702006974824070085e+01 8.966167257408433215e+02
7.657752629365265307e+01 1.067593883762106543e+03
7.908439731125338312e+01 9.924731419755530624e+02
7.259626243588166972e+01 9.364567082072583162e+02
7.576905707747447138e+01 9.837713045376982564e+02
7.362127413119245034e+01 1.192028851024986125e+03
7.474106741939010590e+01 1.153034107466377918e+03
7.438619648033750309e+01 1.040039883136952085e+03
7.195461706959397929e+01 1.073968695046996800e+03
7.556170266904577204e+01 1.168776961280470914e+03
6.925395368025377252e+01 1.219355070965143113e+03
7.064992850160813020e+01 1.316769248803156870e+03
7.343894198564774456e+01 1.132436492152659639e+03
7.174619615990060595e+01 1.003706052801500050e+03
7.403980782085275791e+01 1.004076074419441625e+03
7.054781944698774510e+01 1.095007059317216545e+03
7.697967699944686615e+01 1.066304011158121284e+03
7.323099628631138103e+01 8.459440384594391844e+02
7.317941904204018044e+01 1.115139889275256792e+03
7.320060264218136581e+01 1.147175901564579362e+03
7.802026949716125159e+01 1.059202196843471029e+03
7.318174181319824356e+01 1.007639730633598674e+03
7.421125319581489066e+01 1.074488875442589688e+03
7.431714175109331677e+01 9.389538767593440980e+02
7.115153913174660261e+01 1.365607309605433556e+03
7.467562105395226979e+01 1.080260243526826798e+03
7.338862075457990386e+01 1.039556301951067780e+03
7.637398987155539487e+01 9.980771006705406307e+02
7.502994125119120383e+01 1.118399823561827134e+03
7.253591312129913149e+01 9.682960603786613092e+02
7.697106701910902871e+01 9.779323879756079805e+02
7.282991557286091222e+01 1.070467468762574981e+03
7.115456297942316155e+01 1.021205801829977645e+03
7.519139103409872860e+01 1.041004867692503467e+03
7.320060264218136581e+01 1.147175901564579362e+03
7.244853735523476246e+01 9.580799446963446826e+02
7.534282804021002278e+01 1.034001184479993981e+03
7.690904205601970034e+01 1.247067052626836812e+03
7.567758424047919164e+01 1.048104559325431183e+03
7.356362014128508520e+01 9.763244352064605209e+02
7.191510726093669348e+01 1.048008658522268888e+03
7.641604814934913747e+01 8.720046887869466445e+02
7.200753748598299353e+01 9.410315412412298883e+02
7.431126323279211476e+01 1.149288213101107658e+03
7.200753748598299353e+01 9.410315412412298883e+02
7.381251343671154075e+01 1.281760421444940675e+03
7.292313533752221133e+01 1.237279143845720000e+03
7.640093008946874420e+01 1.199511767224037158e+03
7.710761990946552658e+01 1.137152087659040262e+03
7.183483465217528874e+01 1.097750886878984602e+03
7.697528750299322553e+01 9.494970161259059296e+02
7.861445332494601246e+01 1.032188064947496741e+03
7.610675039887341597e+01 8.984454787446099999e+02
8.039019632816778937e+01 1.023184563881919530e+03
7.894007155559201294e+01 1.004600816951418665e+03
7.098418079140184034e+01 1.119681325152480440e+03
7.685042023239384434e+01 1.000788803195722153e+03
7.569206149100794789e+01 1.236032458944797554e+03
7.885659036329781202e+01 1.049089402304050736e+03
7.549186774354568286e+01 9.638607253878845995e+02
7.626409373167135186e+01 1.093533594402214248e+03
7.799413562299994851e+01 1.013643070827461429e+03
7.479710668556035102e+01 9.266178593955728502e+02
7.284396564605813751e+01 1.110061800734686585e+03
7.622891327429891817e+01 1.138789867027385753e+03
7.385217665866586856e+01 8.533323602908898238e+02
7.788267140104144914e+01 1.135021516017777458e+03
7.610488653916598878e+01 1.010431684890075758e+03
7.185770465246530136e+01 1.037656600007341240e+03
7.670252054993312640e+01 1.043368956986689000e+03
7.421244614524137262e+01 1.029230204179784323e+03
7.638752412609836995e+01 1.058774863181541150e+03
7.606311431539302248e+01 8.559103578276615281e+02
7.559160785868989763e+01 1.224802372861636741e+03
7.700848148273439620e+01 9.662322682349763454e+02
7.909377108291231195e+01 9.953604348819785628e+02
7.781179916246361472e+01 1.075584556593323441e+03
7.553804738988137046e+01 1.051252398053099569e+03
7.521040229043397574e+01 8.346057089887050324e+02
7.899802208822744376e+01 8.854044696027287955e+02
7.766329129064033054e+01 1.246613137972370851e+03
7.391955823975231965e+01 1.090665891534131333e+03
7.116294241322702874e+01 9.852859117712521311e+02
7.479101600904405700e+01 1.072555243684754259e+03
7.422316790450273061e+01 1.061332478816533239e+03
7.427838367275164444e+01 9.794442739459651648e+02
7.695332055696913187e+01 1.070285023398320845e+03
7.961041556815467857e+01 1.063280612903707151e+03
7.195461706959397929e+01 1.073968695046996800e+03
7.354168191661202059e+01 1.217904034090566256e+03
7.496119260692016439e+01 8.890092202781006563e+02
7.283483211687109815e+01 1.027993877010891538e+03
7.458518854090610262e+01 1.149011502207087915e+03
7.929279973914057678e+01 1.143053041799473931e+03
7.914935256559019194e+01 1.013690612509252560e+03
7.268706369248039323e+01 1.023946102166468449e+03
7.392295050702010428e+01 1.388176987640850029e+03
7.804755291286551255e+01 1.047470642467172638e+03
7.862437368875774268e+01 1.018875167810593894e+03
7.703149760596031115e+01 1.032523214325413846e+03
7.726660847412968280e+01 1.044423484071466419e+03
7.533133669151838774e+01 1.029363912472932270e+03
7.291123850602592427e+01 8.516928298730604183e+02
7.431714175109331677e+01 9.389538767593440980e+02
7.107257614707920368e+01 9.694605619114905721e+02
7.600228857582415287e+01 1.045710623708947196e+03
7.444108769095700495e+01 9.955423226706354853e+02
7.613597168052918107e+01 8.588275359793486814e+02
7.857919975369739518e+01 9.328467735282241620e+02
7.564851441854848701e+01 9.104679913446675528e+02
7.379166222336118608e+01 9.548262356347047444e+02
7.285224084977113534e+01 9.987413566620264191e+02
7.257430587016216350e+01 9.694313095518035652e+02
7.806975865063283493e+01 1.048826589686824263e+03
7.555082660756812629e+01 1.033872155737840330e+03
7.681989536944729480e+01 9.262254779736759929e+02
7.952123533897000129e+01 1.073537039048959741e+03
7.880938746724847022e+01 1.030584024824707285e+03
7.697803953001867683e+01 9.502001027809295692e+02
7.589910912133240117e+01 1.049960437879367873e+03
7.474903667364461057e+01 9.248498550150158053e+02
7.692562918079647716e+01 1.179675305280998600e+03
7.444365892994611045e+01 1.100324092021154684e+03
7.330849552189415874e+01 1.146641202862470209e+03
7.701317244132688700e+01 1.174968983313961417e+03
7.794208871367371216e+01 1.041693524432731920e+03
7.587416502067847546e+01 9.169661766125584563e+02
7.512137384896220738e+01 9.567482277383122664e+02
7.526229524722950259e+01 1.020807969343947093e+03
7.121546908862265468e+01 8.917014075753742190e+02
7.407534789975767353e+01 9.218296070184111386e+02
7.490591011220060125e+01 8.341064616214156331e+02
7.550784726903550848e+01 1.079438809327275067e+03
7.727473523132869104e+01 1.103093370864277631e+03
7.175130973898016862e+01 1.031614844104529539e+03
7.968097656642152060e+01 1.061400840367380169e+03
7.898584358468059463e+01 1.217580219597106407e+03
7.569703442811669447e+01 9.768805468893350508e+02
7.246599701165729357e+01 1.039999912000840368e+03
7.864951207655741428e+01 1.179729647033382435e+03
7.239769963349581872e+01 1.436988107393173323e+03
7.258918845165456446e+01 1.043234124352041363e+03
7.115456297942316155e+01 1.021205801829977645e+03
7.272255315490713201e+01 1.008102720985613246e+03
8.013066928534951217e+01 9.879133889424216477e+02
7.165561062466308329e+01 1.089512992773195037e+03
7.345479536513924756e+01 1.218573131147652703e+03
7.174619615990060595e+01 1.003706052801500050e+03
7.545140593959085606e+01 9.645043947141523404e+02
7.290020630005804492e+01 1.051209202488063056e+03
7.543018997298332806e+01 9.895315578188821064e+02
7.605649978395985045e+01 1.112764775335190507e+03
7.507055738664141131e+01 9.424343597954208462e+02
7.437248190574797491e+01 1.030902101078285114e+03
7.324514563873097472e+01 9.349669843135709471e+02
7.529448075959136588e+01 9.533785123704897160e+02
6.976185678525970957e+01 9.207773641214319014e+02
7.460998237951002920e+01 9.641203164240199612e+02
7.574488386066008161e+01 8.443058751436368539e+02
7.333094665970993731e+01 8.815888616876633250e+02
7.379705044714458495e+01 9.377945827157010399e+02
7.930694030561224395e+01 9.003524809558350626e+02
7.546857172247449341e+01 1.061535920084977306e+03
6.937537623482231197e+01 9.436238204979534885e+02
7.267023559851446635e+01 9.255735326300684847e+02
7.377612100959632357e+01 1.013623408037195418e+03
7.447471116852557316e+01 1.074003219325724785e+03
7.248583720289775556e+01 9.370282576671901325e+02
7.851724733125753630e+01 9.501858414755058675e+02
7.717598175851182418e+01 1.079175702938677887e+03
7.220556288967603109e+01 8.820560616763988264e+02
7.250584586199481407e+01 9.250401644079398693e+02
7.992695580178234138e+01 1.094917113198381685e+03
7.301083513892002941e+01 9.598474320793045536e+02
7.580060362137922425e+01 9.014346359070582366e+02
7.518371782726791253e+01 1.040762148761935805e+03
7.329650958249970927e+01 1.097034211631178096e+03
7.615547181727096415e+01 1.033674515173231612e+03
7.676373951890906255e+01 9.036126775778691353e+02
7.851724733125753630e+01 9.501858414755058675e+02
7.391775031080845793e+01 1.118976258970718391e+03
7.417224569010087976e+01 8.932428067268256200e+02
7.360815270994434911e+01 1.010259170385740617e+03
7.457059209837522928e+01 9.618131498153543362e+02
7.535457679504617090e+01 8.938567330953953842e+02
7.425027218454731326e+01 1.069626176024840788e+03
8.014041456927908769e+01 9.416761858237528031e+02
7.317941904204018044e+01 1.115139889275256792e+03
7.500288151441370132e+01 1.030536520578996033e+03
7.485703231878569852e+01 9.959330841582715266e+02
7.701317244132688700e+01 1.174968983313961417e+03
7.545831162946835491e+01 1.039169929175707239e+03
7.573163437336485515e+01 1.046786320186145986e+03
7.405840142076881705e+01 1.194016979748196945e+03
7.058869663984113174e+01 9.391006676668448563e+02
7.299976971725047292e+01 1.012094366393237124e+03
7.372484959999162868e+01 1.049546626769488739e+03
7.195461706959397929e+01 1.073968695046996800e+03
7.583134238219551548e+01 9.459795199552904705e+02
