weight logl H0 sigma
3.922680166017615686e-130 -7.113617645971382899e+02 7.010169963232166879e+01 2.615524496546233877e+02
3.021908622419579678e-129 -7.093175660141990875e+02 9.033809947993907485e+01 3.550320708264609380e+02
3.474538552181819055e-127 -7.045703227746919310e+02 5.026417176787395391e+01 4.819818737387939791e+02
1.292404497991933808e-121 -6.917412694608854054e+02 5.159907403338066700e+01 4.718497877340051900e+02
7.524787505150335941e-118 -6.830693160454877670e+02 5.542698850654772258e+01 4.229802926997529653e+02
6.010793187825591114e-116 -6.786862917133713609e+02 8.724074734225663974e+01 3.357885094142530988e+02
8.462097603531485984e-111 -6.668288258796824266e+02 9.786930407061406356e+01 4.863679356412036441e+02
1.384352800661661433e-108 -6.617289349487818981e+02 7.698931180520141027e+01 2.713722471686924109e+02
8.570606741032001440e-108 -6.599033291589082637e+02 8.526017615782919279e+01 3.252083684488608242e+02
1.045481765941388943e-107 -6.597021047950519232e+02 9.103164046140888388e+01 3.929827218425354545e+02
3.520644259016274711e-106 -6.561828535002852050e+02 9.125642874077277611e+01 3.984012991286464853e+02
2.028810995914452744e-103 -6.498237923171384409e+02 6.333486460102259485e+01 3.438493124304562230e+02
2.505906661214779365e-102 -6.473075065196442210e+02 9.511868554394192188e+01 4.607639240195829302e+02
2.261491152786880719e-99 -6.404998774524902956e+02 6.084049707503239546e+01 3.795309365733945128e+02
7.940590853860533272e-96 -6.323336588840024888e+02 8.299200459874228386e+01 3.195149737912028627e+02
8.178878902211838090e-93 -6.253938362046519615e+02 9.427208723962577608e+01 4.673543934660968944e+02
6.637766821722590966e-92 -6.232975306144709293e+02 9.173881764580013964e+01 4.306912740421097396e+02
3.410948465455300960e-90 -6.193556456183891896e+02 6.358878704947910876e+01 3.608517022024736320e+02
9.416087337659990338e-85 -6.068247909030349092e+02 5.714629763996636314e+01 4.603638049954160465e+02
4.995529272625628800e-79 -5.936406566234652473e+02 8.810627018576975900e+01 4.051449207739707390e+02
1.538890696310895513e-78 -5.925130530676494800e+02 5.089875090147554459e+01 5.863800044566739871e+02
3.977474194614173311e-77 -5.892583828110816739e+02 5.652372956420447281e+01 4.895802193386571730e+02
4.950318279477534023e-77 -5.890370779310520675e+02 5.113093128023221823e+01 5.870437778279866734e+02
1.173265088052090919e-76 -5.881716541757974710e+02 7.769299260507807503e+01 3.134278551742710306e+02
2.066607305560481415e-76 -5.876030364316013674e+02 9.303105882250943637e+01 4.869568862268513953e+02
7.360635232731051643e-76 -5.863302984736444614e+02 6.593859001020142330e+01 3.597891850796436302e+02
8.354508028919359305e-76 -5.862011434345749876e+02 5.689486619971668091e+01 4.869249163211335940e+02
1.310821185156039459e-75 -5.857482058187449638e+02 5.331536069278073597e+01 5.507705989830515136e+02
5.089537779873342614e-74 -5.820865875084839445e+02 5.801388943177344970e+01 4.731054251295678341e+02
2.595884705156359441e-70 -5.735470067681335422e+02 9.225124400549694315e+01 4.908893106092981498e+02
1.536742713682777958e-69 -5.717661840050848241e+02 8.373122028909126868e+01 3.706008423497763147e+02
3.510020590818324749e-69 -5.709377271567069556e+02 7.848392563761092333e+01 3.293547247892665268e+02
2.257263626710992384e-68 -5.690741106724523206e+02 9.997307573265993597e+01 6.454210464392758695e+02
4.441700462126968717e-68 -5.683947266774146101e+02 7.717870660617523981e+01 3.261394180419273994e+02
1.894562131794807361e-65 -5.623365209417024744e+02 9.165141034374951801e+01 4.952841044009663847e+02
8.998927210565027679e-65 -5.607759033171159899e+02 5.304994782321310254e+01 5.946325858994192686e+02
1.278377117045757399e-64 -5.604223321993401896e+02 8.864039172293573188e+01 4.478495875420923653e+02
7.532723522192407398e-62 -5.540409967435871295e+02 5.256129513973301925e+01 6.169747067931102720e+02
1.793866530773053933e-61 -5.531707949532385555e+02 6.524697434377131344e+01 3.989186528281630331e+02
3.648390025671513705e-60 -5.501557972421221621e+02 5.997612749013171651e+01 4.810393960493064469e+02
2.060157207834949552e-59 -5.484222158361843640e+02 5.303689969484127431e+01 6.178442140396671221e+02
3.350137632093405321e-58 -5.456309116083630215e+02 5.025845428126151404e+01 6.849735951058578394e+02
1.030677404547223369e-57 -5.445046116841826915e+02 7.563115193274299486e+01 3.433591766232138980e+02
2.709085565256590793e-56 -5.412331317034202129e+02 6.034479509320200918e+01 4.877359006945188185e+02
2.915208759858630970e-56 -5.411573014186047885e+02 5.400657812607649078e+01 6.117685337998588011e+02
3.262957504393065347e-56 -5.410421088575260455e+02 5.655286777338130833e+01 5.591823512509095053e+02
3.765989068061518382e-56 -5.408962323241424883e+02 6.030740629515376838e+01 4.888999795769187244e+02
2.695362267214861608e-55 -5.389256251412816709e+02 9.968490099458125542e+01 7.038418419866219438e+02
4.325977944438080555e-55 -5.384500195294360765e+02 7.430078704132162670e+01 3.491354430302372407e+02
4.386781526518748329e-54 -5.361309768448437580e+02 5.365583477697695258e+01 6.300854646642513899e+02
1.219900508898809831e-53 -5.351057182672559520e+02 8.432846799869562915e+01 4.170997040735048813e+02
4.146836528171322454e-53 -5.338796418114035305e+02 5.841362658630811211e+01 5.354353671931390863e+02
9.976743746287706830e-53 -5.329992308134367249e+02 9.348492969346955306e+01 5.788869648827651417e+02
1.102045955349649098e-52 -5.328972340679683839e+02 7.750852593885454667e+01 3.597978896463408205e+02
2.658491024562285179e-52 -5.320141438017707287e+02 6.603982804784757832e+01 4.141463003835449967e+02
9.648248436875418164e-52 -5.307226260898547707e+02 9.065472722390731519e+01 5.265144111617880753e+02
1.145304653951465606e-51 -5.305486467116696758e+02 7.300481063736297926e+01 3.599147100094428424e+02
3.590240351175615140e-51 -5.294035982361573360e+02 9.591140058055688655e+01 6.396367843860654148e+02
2.533814826398956966e-50 -5.274470062899939649e+02 6.284255732034582564e+01 4.668289610776677705e+02
2.064584838647013468e-49 -5.253467180410762012e+02 7.253466891824476193e+01 3.673475203620113234e+02
1.100349392367637410e-48 -5.236709343488266768e+02 9.032354091741301261e+01 5.332175577846783199e+02
4.592505518631560665e-48 -5.222396363678543594e+02 9.858359954035312001e+01 7.224922732012080360e+02
8.612366836833775924e-48 -5.216083629330181566e+02 8.615845306596068554e+01 4.628599736942997538e+02
8.729381156662054767e-48 -5.215923676272639113e+02 5.386567114982060644e+01 6.601930396505495082e+02
1.068061092113981744e-47 -5.213881320733726170e+02 5.080163641831973820e+01 7.362073155201799182e+02
2.556783762122430881e-47 -5.205127268889183370e+02 8.660721213981707933e+01 4.718828162996214246e+02
4.054962946002632918e-47 -5.200490354649567735e+02 7.630237920067345669e+01 3.705753322197311945e+02
4.388491556521418492e-47 -5.199674914555813530e+02 6.702507949265802267e+01 4.183720284813642252e+02
1.120373268086008599e-46 -5.190277300167745125e+02 7.482866880536091969e+01 3.702209942474217996e+02
2.109152178927502087e-46 -5.183926058658289548e+02 9.158791938399460264e+01 5.696913116159039419e+02
2.468431819079794226e-46 -5.182328088636841130e+02 8.054074494540307683e+01 3.969883605169056295e+02
1.008318866443097117e-45 -5.168230223732577997e+02 9.681413619744104437e+01 6.941376492806354008e+02
2.781828991174286582e-45 -5.158056982067718081e+02 5.236967678557552830e+01 7.133461730380151948e+02
8.066528336665726238e-45 -5.147385836326401432e+02 9.812340635041448422e+01 7.338728311260670125e+02
2.442250858324075509e-43 -5.113257165456534494e+02 8.273068371928565057e+01 4.304185309003990483e+02
9.024188615678498296e-43 -5.100162280465549429e+02 5.742242415484415119e+01 6.073665534550477787e+02
9.842132242536984592e-43 -5.099269642637476636e+02 5.050347532468430956e+01 7.826235154292096468e+02
1.362151571058483122e-42 -5.095994860624704188e+02 9.766738920369283505e+01 7.388986131294682309e+02
2.128827644702246538e-42 -5.091504801230117891e+02 7.169081336636594415e+01 3.918598654153693133e+02
4.086478731735639980e-42 -5.084958678962161684e+02 5.626174460547662193e+01 6.384950087992295948e+02
2.094475161311942411e-40 -5.045565783613415647e+02 8.679898691703030522e+01 5.047079017336400852e+02
7.381653800192668566e-40 -5.032943836579956951e+02 9.792682611129723114e+01 7.687867728089950106e+02
1.949013807084486301e-39 -5.023209727659867667e+02 7.577966807798875948e+01 3.932629104004848841e+02
1.083531604311324558e-38 -5.006029854673902832e+02 7.374660419546316348e+01 3.963895156101128805e+02
4.154175765059341503e-38 -4.992565971408798760e+02 9.216959173066661037e+01 6.315945326565037021e+02
6.897173160140856401e-38 -4.987470995369596380e+02 6.026434364659768050e+01 5.730832046344949049e+02
8.527880306563290525e-38 -4.985323703457038391e+02 8.683676261664840013e+01 5.183823076883849126e+02
9.257921946343016264e-38 -4.984477315660501517e+02 5.609479753380443867e+01 6.730886035672954222e+02
