"m0_mean","m0_stdev","m0_median","m0_errlo","m0_errup","p_mean","p_stdev","p_median","p_errlo","p_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","a3_mean","a3_stdev","a3_median","a3_errlo","a3_errup","b1_mean","b1_stdev","b1_median","b1_errlo","b1_errup","b2_mean","b2_stdev","b2_median","b2_errlo","b2_errup","b3_mean","b3_stdev","b3_median","b3_errlo","b3_errup","m_100_mean","m_100_stdev","m_100_median","m_100_errlo","m_100_errup","m_200_mean","m_200_stdev","m_200_median","m_200_errlo","m_200_errup","m_300_mean","m_300_stdev","m_300_median","m_300_errlo","m_300_errup","m_400_mean","m_400_stdev","m_400_median","m_400_errlo","m_400_errup"
1.506336435628851156e+01,6.003661485825976390e-02,1.506528733617653160e+01,1.500206313254572876e+01,1.512263164695639972e+01,1.629041815093627861e+02,4.691720164247760039e+01,1.971390587304138933e+02,1.000604593031635545e+02,1.990496258889812964e+02,3.865783042087991839e-01,6.721459311912649781e-01,-5.541094005465829753e-02,-1.610068597441856042e-01,1.313092286337052883e+00,7.587630338403659191e-01,5.340773546488669643e-01,1.070653224105494239e+00,4.417590323866527058e-02,1.230649097098190481e+00,-1.109908997320169536e-03,8.411949945493855940e-02,1.298220016366258278e-03,-8.592017528533624215e-02,8.362059612166916622e-02,2.133878439168762908e-01,4.061470656805672430e-01,-7.010558472986261336e-03,-1.217480041011533842e-01,7.545998550248836922e-01,5.911768155850358752e-01,4.346518828450720573e-01,8.039925067041471252e-01,1.806306276247582332e-02,9.921037580340268391e-01,2.874535660351086597e-02,9.603987287735563094e-02,2.759406313048451409e-02,-6.683899812924387618e-02,1.260137431950294762e-01,1.636927583481093151e+01,1.543932100144720376e-01,1.636761789164845382e+01,1.621758773266612152e+01,1.652469871708398941e+01,1.626876968533320067e+01,1.492945033472500849e-01,1.626832398643685451e+01,1.611859656500012505e+01,1.642321169168441486e+01,1.640515442400259616e+01,1.460981179470766667e-01,1.640492226906341955e+01,1.626018736947978738e+01,1.655446954267069870e+01,1.629436300378800340e+01,1.642744125994787807e-01,1.630302913881031657e+01,1.614375017449406613e+01,1.645441683872528671e+01
