"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","mu3_mean","mu3_stdev","mu3_median","mu3_errlo","mu3_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","a3_mean","a3_stdev","a3_median","a3_errlo","a3_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.007872577001862737e+02,6.186340522406943876e+00,2.004664843626797790e+02,1.947958897596309953e+02,2.067237771671178450e+02,6.719292430853880393e-01,9.218796408123940134e-02,6.677151447646760829e-01,5.845382303231712040e-01,7.587467377469558905e-01,1.215010347402476327e+03,1.984244772009264857e+00,1.215673138905837959e+03,1.212557963610123352e+03,1.215963613276838487e+03,1.214831659410085877e+03,1.899253460154083806e+00,1.215653457553708904e+03,1.212512188993503969e+03,1.215830115185548266e+03,1.214794264914636642e+03,2.849885507183526734e+00,1.214655334953328065e+03,1.211459732025934045e+03,1.218234293884278259e+03,2.069245869763155667e+02,1.169640536248442544e+02,2.117106659224838268e+02,6.392702123073363651e+01,3.435108882605627514e+02,1.336164982849437308e+02,1.038136168503651504e+02,1.138612645879389049e+02,1.910218994594631781e+01,2.564814773047228869e+02,1.410149347864086735e+02,1.035472026743148035e+02,1.383694706279988509e+02,2.370751799936092041e+01,2.578560431130165966e+02,2.395813775956393332e+00,6.010878029924868748e-01,2.417913324858137702e+00,1.694342233791843677e+00,3.069177439228178539e+00,1.214662443878964496e+03,1.640847121504948491e+00,1.214725551544738892e+03,1.212982876307323750e+03,1.216218530488124088e+03
