"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","mu2_mean","mu2_stdev","mu2_median","mu2_errlo","mu2_errup","mu3_mean","mu3_stdev","mu3_median","mu3_errlo","mu3_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","a2_mean","a2_stdev","a2_median","a2_errlo","a2_errup","a3_mean","a3_stdev","a3_median","a3_errlo","a3_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
1.980268038640242310e+02,5.939672439411049254e+01,1.936557791941298774e+02,1.279612380574982069e+02,2.711086171358373917e+02,1.544632124708441356e+00,8.283648060781785283e-01,1.620494367997841412e+00,5.088072833846150056e-01,2.471459417536613579e+00,1.212519240139808744e+03,1.931951681046513825e+00,1.212151396127688258e+03,1.210596309746308407e+03,1.214483465495890641e+03,1.215157172114165633e+03,2.258116779152947728e+00,1.215203237739164706e+03,1.212654690024337242e+03,1.217609405833657775e+03,1.217650991701131034e+03,1.799660563880062014e+00,1.218009601854907714e+03,1.215667215423302650e+03,1.219487651965372152e+03,1.997962337589079596e+02,1.128639414263294327e+02,2.011064416159001667e+02,7.131536884600635062e+01,3.303242170193845482e+02,2.029445223307255617e+02,1.121615691879769230e+02,2.165347595461663275e+02,7.054962653383162774e+01,3.249303940562157891e+02,1.983486233554217222e+02,1.181543576621963894e+02,1.971235387682735904e+02,5.631052813151897141e+01,3.314470208547601260e+02,3.377859344026177713e+00,1.697833216642717691e+00,3.197182321789528103e+00,1.799688223349312999e+00,4.897786190789055638e+00,1.215097264440797289e+03,1.782456956719197017e+00,1.215013018051733070e+03,1.213287037160466525e+03,1.217033309384237100e+03
