C sigma mu1 mu2 a1 a2 W lam0
1.638476659344919426e+02 7.846542376368385030e-01 1.210362443125221716e+03 1.219035092177762181e+03 3.005285750417261283e+02 3.785367210285383521e+02 4.144491727711043794e+00 1.215196906252667759e+03
1.147036837854776650e+02 1.808298336126208383e-01 1.212916135816187989e+03 1.214636188598566605e+03 2.592661765824456097e+02 4.222320708984889848e+01 2.628419364770787414e+00 1.213157027034151497e+03
2.374489215317162518e+02 1.990480857712988882e+00 1.215487529405210807e+03 1.219729099317325108e+03 1.099667023608977559e+02 7.975302098440452880e+01 7.989917247106184117e-01 1.217270570241676751e+03
1.136054093107564000e+02 2.849077009940668148e+00 1.212495657643408094e+03 1.216919287780869809e+03 3.169842590179737840e+02 2.974268569288654476e+02 5.408291028345121987e+00 1.214637068132008153e+03
1.801252723445386437e+02 1.018071177397730009e+00 1.210223330235827916e+03 1.211299304537370972e+03 2.251343572016176608e+02 2.619376808866009583e+02 2.704073846764604383e+00 1.210801967872974956e+03
2.079782842922691373e+02 5.467430475579585503e-01 1.210559156198113442e+03 1.213604457892067103e+03 3.828191272575019184e+02 1.114791075929288979e+02 2.376681952793687103e+00 1.211245963253566288e+03
2.902084826717193664e+02 1.379944692810496365e+00 1.216102552714317198e+03 1.218298632207155606e+03 1.137109815738898391e+02 1.232277857868732269e+02 8.164432864934053624e-01 1.217244695962249352e+03
2.004164960434400200e+02 1.387252406042135400e+00 1.210790403229140793e+03 1.216883803363170045e+03 3.291515378705246917e+02 2.383346951198075772e+02 2.831534550266412875e+00 1.213349529034773468e+03
2.980939441734756201e+02 2.088983892807260823e+00 1.210371841804923179e+03 1.218193790308345342e+03 1.981879780171076391e+02 1.028473144025341384e+02 1.009867185508654508e+00 1.213044174309546861e+03
1.163294344211090845e+02 2.594508181109431266e+00 1.211659864991973564e+03 1.214039880395968339e+03 1.637254703629491246e+02 2.927958257292582402e+02 3.924383354599781715e+00 1.213186318591019244e+03
2.288365386585726640e+02 2.630828190310899206e+00 1.210437892402074340e+03 1.214335894589921281e+03 3.969034893862847753e+02 1.270675085546423020e+02 2.289717372113809102e+00 1.211383191718824037e+03
2.288909146421256935e+02 2.995187330474151644e+00 1.210541543014154740e+03 1.212242416652767815e+03 1.588867147879921617e+02 3.736131738814613072e+02 2.326435234452292722e+00 1.211734911899322697e+03
1.561240356505099669e+02 1.393017475712584385e+00 1.210465768233753124e+03 1.214311859285343417e+03 1.068877336062772798e+02 6.276082471131454099e+01 1.086626781140586528e+00 1.211888614668208220e+03
2.137539955214425618e+02 1.030809678921953410e+00 1.212117410289316922e+03 1.219359082800807073e+03 2.433959160667848494e+02 1.280642589005935292e+02 1.737792896274145571e+00 1.214614042461167401e+03
1.594011899902205300e+02 9.951507075807310976e-01 1.212305910347532063e+03 1.217618357092801716e+03 4.886941900851105203e+01 1.239417430212625106e+02 1.084127176468229203e+00 1.216116045651193190e+03
1.481625447479749482e+02 1.286354229871413013e+00 1.213156047882389885e+03 1.219049152944310435e+03 8.368012475831241659e+01 2.710539940898513578e+02 2.394222638734829101e+00 1.217658996935645064e+03
1.409772521898850641e+02 3.670296399566240764e-01 1.216009013768143404e+03 1.218043676001718950e+03 2.858428695707889347e+02 1.842268849871202576e+02 3.334365986398733828e+00 1.216806426240777455e+03
1.066411447958046494e+02 2.693067458906452050e+00 1.215669545557866513e+03 1.217461042877820773e+03 3.526857814903249846e+02 2.598073076275641711e+02 5.743496942860887522e+00 1.216429462859120576e+03
1.764599155912076185e+02 1.578188047715723963e+00 1.211151670022158669e+03 1.214559036797789759e+03 1.751163574240297578e+02 2.215264238579455593e+02 2.247778369116133934e+00 1.213054696655186717e+03
1.650818384458592902e+02 9.564649511354404998e-01 1.215770953982675337e+03 1.219162478987039322e+03 1.466772485693605965e+01 3.777135627155854536e+02 2.376889494729052199e+00 1.219035699354103144e+03
1.418934361860141848e+02 4.955328277786733571e-01 1.210350701249783015e+03 1.214430290688592095e+03 2.134548683898013337e+02 3.889568049150262823e+02 4.245521776744488385e+00 1.212984753914764042e+03
2.961512141763853379e+02 1.382504896822975171e+00 1.213848009248208427e+03 1.219902427281307610e+03 8.746248958028219533e+01 3.726673845122913349e+02 1.553699097173121046e+00 1.218751590302554860e+03
2.868386889645800011e+02 1.081220097139865555e+00 1.219439962488475430e+03 1.219723028229727561e+03 3.450081182875559307e+02 2.698032297792869372e+02 2.143404539625274108e+00 1.219564182790312543e+03
1.645170831532687998e+02 5.169405458626232797e-01 1.211456155617602462e+03 1.213764472661575837e+03 2.232835064505791678e+01 3.244869723811645486e+02 2.108080914023496621e+00 1.213615860680109563e+03
1.506927651001329025e+02 9.810209336339303920e-01 1.213711190270598763e+03 1.214512636749334206e+03 7.177455934282815520e+01 3.525161932366587507e+02 2.815601348197125375e+00 1.214377061162314249e+03
2.161323624755889909e+02 2.679255085423609462e+00 1.215937468069407259e+03 1.216222110080404036e+03 2.671510725822693075e+02 1.207255601531516049e+02 1.794625424405054348e+00 1.216026062130818900e+03
2.494708574682496760e+02 3.146876466226665170e-01 1.210721021058322549e+03 1.215311847669275267e+03 3.260398431932092649e+02 5.754039732123361617e+00 1.329990549968588009e+00 1.210800636144923146e+03
1.411558135169144066e+02 2.297921150971083293e+00 1.218624371075180534e+03 1.219766791971356724e+03 1.718161441321992129e+02 3.390333000548630480e+02 3.619046438536151822e+00 1.219382556741994222e+03
2.561241132260993254e+02 1.936971433848450275e+00 1.213840322017228800e+03 1.217542516273473211e+03 1.666550946889482532e+01 3.541039596524270223e+02 1.447616409291446748e+00 1.217376108414758846e+03
1.209937455850420633e+02 2.828049268494460478e+00 1.211003920299537640e+03 1.219800736173649739e+03 3.213539959944884572e+01 8.549652090500421764e+01 9.722148854526856399e-01 1.217397568801179204e+03
1.665099044771507977e+02 1.069593948936817807e+00 1.210138462190183873e+03 1.218978170727097904e+03 8.915427447279338935e+01 2.800496008231693281e+02 2.217308792862988209e+00 1.216843583703795957e+03
2.499942819233709770e+02 8.480578371221048073e-01 1.212193979241613533e+03 1.216397760922900716e+03 9.409445180872504011e+01 3.461941472730849227e+02 1.761194678911770284e+00 1.215499367156518701e+03
2.551507322962559670e+02 2.459213803660246445e+00 1.212895980457837823e+03 1.213574413469525325e+03 2.339384268965004026e+02 1.276632782824577390e+02 1.417208180923822392e+00 1.213135500850376275e+03
2.417795629152532229e+02 1.882977798355973675e+00 1.212720595781876227e+03 1.217619255690143063e+03 3.639805558544059068e+02 1.660830961346468939e+02 2.192342667832710035e+00 1.214255476737064782e+03
1.236792080981030182e+02 6.066450099501374815e-01 1.211681420497485533e+03 1.216479696901500347e+03 2.010812171866036522e+02 2.865310829229505316e+02 3.942556777391212908e+00 1.214500987054557754e+03
2.711762970331394627e+02 1.507195719346248852e+00 1.214730767779563394e+03 1.218701522439034534e+03 1.113548089504822372e+02 3.637200269087509810e+02 1.751903986656975443e+00 1.217770800386171231e+03
2.078505013257607175e+02 2.633309480638359901e+00 1.211326536675585203e+03 1.212301849371669960e+03 3.739056921592905383e+02 2.201785071805356893e+02 2.858228368709718303e+00 1.211688005460139266e+03
2.230607108619310281e+02 2.669730445111288208e+00 1.212878706076690150e+03 1.218329513211818266e+03 8.397938441629308670e+01 1.029368235022188287e+02 8.379611415934578034e-01 1.215880525866753032e+03
2.283727961489362031e+02 1.030122393263262603e+00 1.215320250424545065e+03 1.218314721348154080e+03 1.181465281157963290e+02 2.125511384377040827e+02 1.448060680300256697e+00 1.217244903266716619e+03
1.977056331791627599e+02 5.330285998027253225e-01 1.213161946895980691e+03 1.217853255213196690e+03 4.417793212891920973e+01 3.136297142895792263e+02 1.809799956960506551e+00 1.217274026953240991e+03
2.467917039458396005e+02 8.232221494357474523e-01 1.211369579944799625e+03 1.212499066033896497e+03 1.355618068824593365e+02 2.379799240054020402e+02 1.513591117186978252e+00 1.212089164910606769e+03
2.790637344349116802e+02 2.433525499964288574e+00 1.215601696901229388e+03 1.217519780451662655e+03 9.980754078626543446e+01 3.962693147679460992e+01 4.996509938685046448e-01 1.216146811492952338e+03
1.015020143900323433e+02 1.286328166515559479e+00 1.217403332113279021e+03 1.219148715815181504e+03 2.076632893687133219e+02 1.333012564720183946e+02 3.359189942088626868e+00 1.218085695846774342e+03
2.455126460349228239e+02 2.958586142875444303e+00 1.214222065298810776e+03 1.216445178872043243e+03 1.646167199851314251e+02 1.068427884854206980e+02 1.105684423408228367e+00 1.215097052712669210e+03
2.987778406614078222e+02 1.614001866441071020e-01 1.211146149811222585e+03 1.218036736144208362e+03 2.471600943088580493e+02 1.095082698740132514e+02 1.193757754568781193e+00 1.213261773913381376e+03
2.874863428123986182e+02 1.759323451065724075e+00 1.212385813518918667e+03 1.219186038801682798e+03 3.636533459714271430e+02 2.160643051734954270e+02 2.016505011937981706e+00 1.214920298966863811e+03
1.625075913625397561e+02 5.912737615827953208e-01 1.213242718917336333e+03 1.215721860407441682e+03 2.761670571521125908e+02 7.923074924622514459e+01 2.186961257738891273e+00 1.213795407296983512e+03
2.255697424588207127e+02 2.312113688701387115e+00 1.210543029431750256e+03 1.214883277429742293e+03 1.205976788086360330e+00 4.155351489940484555e+01 1.895621780713662996e-01 1.214760866284671238e+03
2.770361174447048143e+02 2.777928165109992964e+00 1.210544375396849546e+03 1.219565599222102719e+03 3.861800632765382488e+02 1.502000007624029081e+02 1.936137673983971297e+00 1.213070546513702539e+03
2.905627683783770863e+02 3.049830527084735343e-01 1.213301774612326881e+03 1.217560057600343043e+03 3.412608279476353914e+02 5.890016250081662008e+01 1.377192930401027082e+00 1.213928556247607048e+03
1.319199370760059082e+02 2.082199863143193497e+00 1.216862489458530717e+03 1.219640056939037549e+03 3.485238427024555108e+01 1.114600067883753951e+02 1.109099915461017938e+00 1.218978425696004933e+03
1.703024431588565903e+02 1.359468704547235562e+00 1.215876862070946800e+03 1.219491461868711667e+03 9.413577680252949165e+01 7.899140404579334529e+01 1.016586595218903266e+00 1.217526067653166820e+03
1.246246466730829638e+02 1.022130155545248664e+00 1.211383411806204549e+03 1.213832122454380624e+03 1.513242102214837530e+02 3.130587947515433598e+02 3.726253332466432866e+00 1.213034183682013690e+03
2.487331847840696355e+02 5.713049008315778110e-01 1.214429743335205103e+03 1.215110162347223422e+03 2.016817992066261240e+02 3.221834003320656734e+02 2.106133124108348742e+00 1.214848209213709197e+03
2.962721736808047126e+02 2.913995939932696899e+00 1.211736643453753913e+03 1.216620075441245035e+03 2.863844528182423232e+02 1.016390935085240699e+02 1.309686095410404594e+00 1.213015812218427754e+03
1.436205504390588317e+02 1.260159089740260363e+00 1.211815537879107751e+03 1.213979421793115762e+03 2.090186254470396534e+02 3.846508795407341808e+01 1.723177585968976855e+00 1.212151858940121656e+03
1.698277248426795722e+02 9.712439519026940804e-01 1.210424016662445410e+03 1.212025218224421224e+03 2.168715583361039307e+02 1.655167514530677124e+02 2.251624757638355234e+00 1.211117096639461124e+03
1.211373769880356974e+02 1.686024108660831411e+00 1.215662720983694726e+03 1.219133470438390759e+03 3.752007519703926164e+02 1.467686409102564653e+02 4.308904533504982481e+00 1.216638634873193951e+03
2.484998968078772634e+02 2.864423460635037610e+00 1.212700822083326102e+03 1.217708157852316845e+03 5.494492403584150253e+01 1.904442346228827176e+01 2.977439767523652470e-01 1.213989680899183668e+03
1.139277077915036500e+02 2.322372875618980093e+00 1.211951900158242097e+03 1.218258032195740043e+03 1.092268671596759759e+02 2.737390390393821349e+02 3.361481711717704268e+00 1.216459441158779327e+03
1.614831967241765938e+02 1.773496450726087081e+00 1.211313887668941334e+03 1.214692466351711346e+03 1.638596502608262426e+02 2.755072412298683275e+02 2.720821115779375798e+00 1.213432442594666099e+03
1.502982194245516325e+02 2.874964149977031092e+00 1.212122210871863444e+03 1.219663557988086723e+03 7.436504150642005584e+01 2.616130005740469073e+02 2.235409330641637382e+00 1.217994363811468702e+03
2.588779015862081678e+02 1.935279874593792249e+00 1.210549394819472127e+03 1.217227613705764043e+03 1.401363477968608606e+02 3.198057627464654615e+02 1.776675829513251648e+00 1.215192876761570233e+03
1.028609989059958281e+02 5.760399678294055859e-01 1.210036119541074186e+03 1.219373815720498897e+03 2.125685680481825841e+02 3.127337270254417945e+02 5.106914191584855267e+00 1.215595228182725123e+03
1.447977509626409187e+02 1.030721534937263373e+00 1.210394526925909986e+03 1.216753172196843934e+03 2.809109848487488534e+02 2.007275473206444190e+02 3.326284620910032075e+00 1.213044554247784845e+03
2.301838076752258928e+02 2.928186854457909494e+00 1.212438255462610641e+03 1.213709851248534051e+03 1.529076207514462453e+02 1.020126537370556434e+02 1.107463974391185380e+00 1.212947115971501944e+03
2.654933508006722036e+02 2.383965229280158582e-01 1.210201933365816785e+03 1.210276484885571335e+03 7.285079491220969317e+01 2.405062959622716789e+02 1.180282255391565283e+00 1.210259152782248293e+03
1.867334502499910514e+02 1.718721687867754921e+00 1.210734356419474352e+03 1.212904576395835193e+03 2.786072121404138215e+02 5.998219322700979461e+01 1.813223099097318158e+00 1.211118817811070357e+03
2.371642729324566687e+02 1.093269397456892333e+00 1.216023100758437977e+03 1.219652191994126042e+03 3.232144238852174567e+02 3.491455399275164382e+02 2.834996837842515216e+00 1.217907628522026471e+03
2.731375310506317646e+02 2.998504048339305061e+00 1.216137750145749351e+03 1.216391954515979023e+03 1.017091658952006981e+02 5.372943254351149989e+01 5.690854634323336825e-01 1.216225619289576571e+03
2.307834180399632089e+02 2.665370353214809196e+00 1.213413530982832299e+03 1.216925902825481899e+03 9.127480464116652570e+01 3.860090985260123375e+02 2.068103103857014791e+00 1.216254203965248735e+03
1.645725769699079706e+02 3.211079744698652760e-01 1.210057825988861396e+03 1.213727716673026634e+03 3.045133701290700401e+02 2.974534517935218219e+02 3.657758983944580766e+00 1.211871250935145554e+03
2.224707398058850458e+02 1.056097862777999330e+00 1.218880577759788821e+03 1.219162460797241692e+03 6.940395742316893291e+01 4.299157026290490080e+01 5.052148780740496337e-01 1.218988398726157129e+03
1.566210238691896279e+02 2.288492989243189779e+00 1.213260918848393885e+03 1.219031293291279781e+03 2.951504061159981873e+01 2.284285747622699034e+02 1.646928419962986778e+00 1.218371021720769932e+03
2.007840776485641641e+02 2.944851714601415704e+00 1.212712509220949869e+03 1.212840271744237043e+03 1.205805187665296501e+02 2.459625717252344259e+02 1.825558554166485159e+00 1.212798242111878608e+03
1.524539442026860172e+02 2.328067543573894227e+00 1.217227065466126078e+03 1.218855617649137230e+03 1.950060560356785118e+02 3.270960256074004064e+02 3.424654471050938120e+00 1.218247350512454204e+03
1.123044180181977509e+02 1.632218434498146298e+00 1.210178741267806799e+03 1.217024289350617209e+03 1.986005169301911621e+02 1.232329902573689111e+02 2.865724366564192938e+00 1.212799964171435931e+03
1.061888483828459044e+02 1.336228048309079375e+00 1.212436125588123787e+03 1.219510279898916451e+03 9.395741026544671115e+01 2.466430415180501541e+02 3.207497368796388137e+00 1.217558816783175416e+03
2.909404741810028554e+02 2.854289458780191691e+00 1.217160023436034407e+03 1.218564061042409548e+03 3.201926696770295280e+02 3.808644951135959218e+02 2.409624053731611593e+00 1.217922797288053061e+03
2.972746992029932471e+02 1.075005932200324255e+00 1.212726005030551732e+03 1.213215017997330506e+03 1.486510724560082224e+02 3.643718477500752329e+01 6.226169187194390275e-01 1.212822274000255675e+03
2.229472980345742599e+02 1.942224234474788869e+00 1.212794441407489558e+03 1.216777171269221299e+03 7.286607667008522071e+01 3.138713745749273016e+02 1.734658615082376842e+00 1.216026776140621905e+03
2.579207616874858218e+02 1.822740343280092823e+00 1.213645882619939584e+03 1.216324489629699428e+03 2.865363907690290546e+01 4.401305652087903297e+01 2.817403884912134671e-01 1.215268272089392667e+03
1.573075206126761145e+02 2.454139265829125893e+00 1.210459419463257518e+03 1.218632525958258384e+03 2.900510322895071909e+02 3.308557127518553216e+02 3.947088750894270248e+00 1.214814532362893033e+03
2.967792726767139584e+02 1.496699376875411658e-01 1.216854978073959501e+03 1.219327544666062067e+03 2.499928211027340126e+02 3.265221473451103975e+02 1.942571538935775832e+00 1.218255371467526857e+03
1.517223666619359790e+02 5.642230469328758380e-01 1.213584631618516141e+03 1.216914974393350121e+03 3.324526160152999523e+02 3.183280120937598667e+02 4.289286032290235973e+00 1.215213661969625718e+03
2.315244320247099381e+02 4.096715090539849724e-01 1.213042236213425667e+03 1.218040713373775816e+03 1.785717032456296636e+02 2.886764934065923853e+02 2.018137751450585604e+00 1.216130408344129137e+03
1.871568213795011957e+02 4.255926189922580871e-01 1.213565164528986998e+03 1.219640052056078275e+03 3.072815380081440821e+02 2.174810304789714337e+02 2.803865574437413244e+00 1.216082822759154851e+03
1.363450235241752750e+02 5.864003044589166658e-01 1.213167785142138655e+03 1.218614780721443594e+03 3.762102014208800824e+02 1.821903432909090554e+02 4.095496339202870928e+00 1.214944986120711974e+03
2.785202529319712994e+02 2.829273220333788696e+00 1.210356045507876388e+03 1.217497778197345269e+03 2.372841516079426185e+02 1.012166053852866270e+02 1.215354192127307220e+00 1.212491526520734624e+03
2.221742838057733991e+02 7.526354684759425373e-01 1.210930855914918084e+03 1.213491518180374442e+03 3.126679382681131187e+02 1.353337918781156723e+01 1.468222657763094796e+00 1.211037092191584861e+03
1.276063078951161316e+02 2.687932564768647392e+00 1.212385435600955134e+03 1.214064468308154574e+03 3.003313954317263779e+01 2.121222731089229683e+02 1.897675880185571984e+00 1.213856227562921504e+03
1.602722355658283391e+02 1.088155245810910193e-01 1.216176037991167050e+03 1.219404549046557804e+03 3.865119400101657448e+02 5.900893639267965796e+01 2.779775766089300770e+00 1.216603652079756557e+03
1.500103987676686472e+02 1.480078591209114947e-01 1.214942248946461405e+03 1.217749598156630782e+03 3.142665777268818488e+02 2.907538001473137967e+01 2.288787714466184120e+00 1.215179984950696507e+03
1.875333798963333152e+02 7.094343528000381927e-01 1.217053755251649136e+03 1.218932328085056724e+03 3.591997095958201953e+02 2.643295493963775584e+02 3.324897462717724572e+00 1.217850128963710858e+03
2.404801391003310016e+02 2.637718936370835543e+00 1.215746834993886523e+03 1.219263015581492255e+03 8.645378675372539590e+01 9.811823270553068710e+01 7.675146070264479148e-01 1.217616031777560238e+03
1.900524100833154364e+02 2.730682064546361865e+00 1.216217602096675364e+03 1.216534471358521841e+03 1.034580678330740540e+02 3.307637879131575005e+02 2.284747957449615008e+00 1.216458973819297398e+03
1.485203019961674897e+02 1.398110692120579035e+00 1.216388844771802496e+03 1.218248422454965976e+03 2.014487877107590350e+02 1.994892940115059616e+02 2.699550676463148058e+00 1.217314089481859355e+03
1.638325149918542252e+02 2.084453226843590912e+00 1.215933388215266177e+03 1.218410879180600659e+03 2.075866371385747868e+02 1.685997550730479873e+02 2.296164422735784694e+00 1.217043753658033438e+03
1.024063733326540273e+02 2.952426519241865277e-01 1.214754483447032726e+03 1.219035209353578239e+03 1.672881293705727614e+02 7.545997932892714744e+01 2.370439463869730812e+00 1.216085177598065684e+03
2.559856673451627671e+02 2.680414391834926136e+00 1.211740143948788727e+03 1.217117581040742607e+03 3.362508543496840048e+02 2.286611045216826597e+02 2.206810891914732675e+00 1.213916785256575167e+03
1.530681623266077338e+02 1.014066640212927917e+00 1.211835272705934358e+03 1.219479999576645696e+03 2.735454168577703058e+02 9.060014795361892936e+01 2.378976524421826610e+00 1.213737296106686699e+03
2.654931569257445290e+02 2.419437624131153708e+00 1.211489781664055272e+03 1.215072989323040929e+03 1.317503625808615766e+02 1.936922468380884652e+02 1.225804134416815572e+00 1.213622383610664201e+03
2.121436690282407653e+02 1.029151168391585047e+00 1.212078126099539986e+03 1.213062909491683740e+03 8.463363860105586411e+01 2.089651964087010469e+02 1.383962275917235862e+00 1.212779033018848850e+03
1.207225109623469592e+02 2.015061749411696912e+00 1.210551684365215806e+03 1.217949922272303866e+03 3.502193916284449529e+02 3.158674646881356693e+02 5.517503330628464653e+00 1.214060029603844669e+03
1.429164232675693711e+02 1.669555496850010590e+00 1.210349772576201303e+03 1.214915044237071697e+03 2.210635516779766618e+01 2.529363294712306924e+02 1.924500196342662894e+00 1.214548113857137650e+03
2.278277230471414327e+02 1.694456387491671601e+00 1.212449551350803858e+03 1.214155512490215187e+03 2.560197898652843946e+02 3.526058145701051103e+02 2.671429079372638515e+00 1.213437895930465402e+03
2.121815825671397988e+02 2.428823670780665189e+00 1.211898470262081446e+03 1.219603037814854133e+03 4.348790906605337625e-01 3.242662254819664440e+02 1.530298250414279471e+00 1.219592718923775010e+03
1.730703459716986572e+02 2.330045638761147675e+00 1.212931867607580443e+03 1.217260705523029401e+03 1.972356857187887442e+02 8.375091417731819377e+01 1.623539828955188558e+00 1.214222121779410372e+03
1.842854998463262746e+02 1.690182513433087230e+00 1.216166535106115816e+03 1.218733068893000109e+03 2.918267256701732322e+02 7.007487010998771382e+01 1.963809394021487575e+00 1.216663492079629805e+03
1.688841767509373710e+02 1.788682574042801399e-01 1.211804035280285234e+03 1.212735747794682538e+03 2.856609077322556232e+02 1.359930520760273396e+02 2.496704948445933159e+00 1.212104533889495315e+03
1.171684676787468220e+02 1.080000850731113626e+00 1.212192008428845384e+03 1.219581454442707127e+03 2.857984569742553731e+02 2.363225065212957929e+02 4.456155942289059091e+00 1.215536621125696911e+03
1.607260059704437936e+02 2.740469035200848724e-01 1.214842531862084115e+03 1.214848193353468560e+03 3.951553640094761022e+02 3.624877483497122199e+01 2.684096678939306369e+00 1.214843007569449810e+03
2.334242581542408743e+02 5.585790850827899723e-01 1.216702068836182889e+03 1.218351331957552020e+03 1.583531578309695931e+02 3.763015463346700358e+02 2.290484752498830989e+00 1.217862855897530380e+03
1.573143828807470754e+02 3.144051256530130400e-01 1.212017248957122774e+03 1.213585946278533584e+03 2.141442787345576733e+02 3.636136862825785556e+02 3.672632816130413591e+00 1.213004513261965030e+03
2.682559393959218710e+02 1.955147335813552711e+00 1.210184880767880486e+03 1.214455904950720424e+03 3.971655097427752139e+02 5.937903320099202631e+01 1.701899104160926601e+00 1.210740378124436120e+03
2.456344680358255914e+02 2.052119916890781326e+00 1.213157588647472039e+03 1.218416832836462390e+03 3.577336659054656707e+02 1.402150569193040894e+02 2.027194012332765638e+00 1.214638514673606778e+03
1.967249177201571229e+02 1.165704843971900662e+00 1.217153067405325601e+03 1.219285557844983487e+03 2.793409273124192964e+02 2.904433961273509794e+02 2.896350548994985008e+00 1.218240088827333466e+03
2.819031825355341994e+02 1.269701103252196761e+00 1.215017159006844167e+03 1.216962609841129733e+03 3.834728506640906289e+02 2.889273576539446822e+02 2.385216804827233528e+00 1.215853110516142124e+03
1.048887168431064936e+02 2.157158825600083318e+00 1.212181071970799621e+03 1.219755922421563355e+03 2.074961283809113581e+02 3.861744291264049025e+02 5.660004005915470593e+00 1.217108406687925935e+03
