C sigma mu1 mu2 a1 a2 W lam0
2.811259153371435104e+02 1.351471712145639659e+00 1.210360476674727806e+03 1.218610640904720185e+03 8.379679295574922548e+01 1.587137831731803317e+02 8.626404144850748912e-01 1.215759889754535152e+03
2.808980342125008178e+02 2.164740873907923469e+00 1.211538274432548178e+03 1.217637343882401410e+03 9.479087397932643455e+01 1.800317433233631732e+02 9.783714509542806859e-01 1.215533673779531227e+03
1.707106745988212424e+02 2.447781525380609668e+00 1.211711433995539892e+03 1.212333999514504285e+03 1.712592122388295763e+02 2.933076021153156603e+02 2.721369448313064154e+00 1.212104495217058684e+03
2.804202901944958626e+02 4.617231236764147706e-01 1.218803813465681287e+03 1.219500941245109743e+03 3.409135228011686536e+02 5.406033467169084616e+01 1.408506699707466892e+00 1.218899229808691871e+03
1.747475475729830237e+02 3.364634691798895072e-01 1.214241735653613659e+03 1.216099047738518948e+03 2.615366939679441884e+02 2.904869345192676064e+02 3.158977829183325259e+00 1.215219093987836231e+03
1.729584441862774895e+02 1.004689480887467790e+00 1.213003320171793575e+03 1.215471776705281400e+03 2.550882890471635278e+02 3.947577513175447166e+02 3.757238008367023152e+00 1.214502817421692953e+03
2.166031145612819842e+02 1.004388780530638819e-01 1.210628375096022864e+03 1.212676983967747674e+03 1.677851418623899633e+02 1.617771739689435151e+01 8.493084673869589762e-01 1.210808530022495688e+03
1.677845646089889442e+02 1.654038915354012262e+00 1.213237556923490047e+03 1.219087744930352756e+03 3.442761768582091122e+02 1.638562216248097911e+02 3.028481193530456750e+00 1.215124052855379205e+03
1.944654961911317343e+02 1.861936910975699355e+00 1.212834331186324789e+03 1.214118788749190799e+03 3.415183634067032017e+02 1.049722677089165188e+02 2.295988953622823736e+00 1.213136313834455677e+03
2.841264938846053383e+02 2.381446923511948643e+00 1.210676626789399052e+03 1.211805912945630780e+03 9.634356549656163793e+01 2.190463490042062347e+02 1.110033457945881707e+00 1.211460944860872814e+03
1.337841570700659872e+02 2.623895262076193724e+00 1.213939468589758690e+03 1.215276187022278009e+03 2.157400893880241313e+02 4.503926330184295779e+01 1.949254369134984177e+00 1.214170333544447885e+03
1.218930802023200215e+02 2.662999242714871873e+00 1.210422180207614474e+03 1.212608916030636237e+03 8.820382259620372167e+01 3.475300924240239624e+02 3.574722324655261740e+00 1.212166264100295848e+03
2.781411093263031944e+02 5.858661485843594807e-01 1.215223706343430422e+03 1.218157683032603927e+03 8.796095886916491224e+01 2.924725353580473097e+01 4.213983782867062877e-01 1.215955828763316049e+03
2.455932207880208296e+02 1.169305674368229520e+00 1.211441754791250560e+03 1.213530537491298446e+03 3.549555205246576861e+02 1.314675787240537090e+02 1.980604748323075093e+00 1.212006298712951775e+03
1.153881701435342677e+02 2.343983563557077154e+00 1.214143283847126213e+03 1.217720871477110677e+03 3.335559160848043803e+02 2.838973165372359517e+02 5.351096493288476807e+00 1.215788214141711251e+03
1.300768907814087640e+02 1.887096725982074563e+00 1.212924386501025992e+03 1.215877564038664559e+03 6.908810357987636053e+01 3.833197826811870641e+02 3.478003537317973848e+00 1.215426578452855210e+03
2.943881578126262184e+02 1.131959858827155330e+00 1.215936692556601429e+03 1.219227202788628801e+03 3.534123008751394082e+02 2.424495651400174552e+02 2.024068734430596095e+00 1.217275564567624542e+03
2.802972300943868049e+02 7.587925892863602861e-01 1.212056068333469284e+03 1.214868827333463287e+03 3.570695292468924436e+02 2.839054136600666993e+02 2.286768737211988256e+00 1.213301916578016517e+03
1.577718333072580208e+02 8.337141001387838868e-01 1.215056204803176342e+03 1.219471531593120972e+03 2.877571851861997061e+02 2.375013136275145484e+02 3.329228594249659778e+00 1.217052642585858393e+03
2.017382435387670512e+02 2.922141628063615326e-01 1.212003351287745545e+03 1.218934630116052404e+03 1.140501218016555498e+02 1.945966817166512897e+02 1.529937002048873840e+00 1.216373407431746273e+03
2.393939062598873591e+02 1.074755115161379893e+00 1.210139909370479927e+03 1.214234644926944611e+03 1.966678428609759237e+02 1.769584466637911930e+02 1.560717627954808284e+00 1.212079275158932887e+03
1.895591390480803966e+02 9.504189367755210283e-01 1.212453973737269962e+03 1.213430607155182770e+03 3.927826749691741384e+02 4.879934808589285922e+01 2.329521147187014307e+00 1.212561901758848535e+03
2.737657458518713156e+02 8.301956336285836180e-01 1.214569296721758747e+03 1.219929254753685882e+03 1.733929269354678411e+02 1.398213024131663076e+02 1.144095761045677229e+00 1.216962024263104695e+03
2.986645001988822514e+02 2.418086061097354467e+00 1.212164054026350414e+03 1.216164984064014789e+03 1.384784889531784913e+01 5.788520782796062747e+01 2.401793874916873794e-01 1.215392616662803221e+03
2.518670979573488182e+02 1.408230448472814533e+00 1.217331004004146280e+03 1.218931936516511769e+03 1.761305746743097131e+02 1.283394563368921979e+02 1.208851944062820261e+00 1.218005825127219168e+03
1.323556098038703226e+02 1.787414111352329638e+00 1.214142391438756476e+03 1.215954999486963288e+03 9.958059686378484798e+01 3.540708280581716281e+02 3.427519434908688822e+00 1.215557115602102385e+03
2.440571781841377117e+02 1.654741854884561159e+00 1.212086042770140466e+03 1.218150536059674778e+03 2.253091518336673005e+02 3.349476770141669135e+02 2.295596601650160551e+00 1.215711679861927223e+03
1.723066697065479502e+02 1.418156902026171950e+00 1.211092864128780775e+03 1.215444531718199869e+03 2.084146990423528507e+02 3.264125428139294627e+02 3.103926521051889154e+00 1.213748747696740338e+03
2.959391035488638408e+02 2.500554757871336076e+00 1.213887684443171793e+03 1.214708896780085979e+03 3.323297099351298698e+02 2.100208498307471530e+02 1.832642436440735878e+00 1.214205692251561686e+03
2.120156584646705937e+02 8.285234357346203948e-01 1.211254550305140356e+03 1.214787044908253165e+03 1.704769181658145101e+02 2.017172662294912584e+02 1.755503282590453962e+00 1.213169048661604393e+03
2.836686865640441511e+02 2.689663786365459330e+00 1.214393269387627697e+03 1.219277763518151687e+03 3.826418304358685418e+02 1.771003097428445585e+02 1.973224986369228828e+00 1.215938704975480277e+03
1.689282309811812297e+02 1.364777771519656069e+00 1.210575363250164628e+03 1.212728535409766437e+03 2.355685653891839593e+02 3.810989833042944497e+02 3.650470647278463598e+00 1.211906018191618614e+03
2.025420314691106114e+02 1.233859430063779739e+00 1.210653441304024682e+03 1.216750608644060321e+03 1.048229158627850524e+02 1.934712387006447614e+02 1.472751864883522721e+00 1.214608016007535980e+03
1.887811988473505380e+02 2.796846968055404226e+00 1.211460152844650793e+03 1.212939421583995454e+03 3.213832282416188946e+02 3.103467090369952643e+02 3.346360448687659694e+00 1.212186865571000908e+03
1.725752544748542903e+02 2.521438405299746499e+00 1.213728389598639751e+03 1.217902023793008084e+03 2.589249902991920180e+02 3.537650086566023333e+02 3.550277244673387678e+00 1.216138231018307806e+03
2.077752387408266372e+02 9.170487470013648501e-01 1.213001422106806103e+03 1.214755832258521650e+03 1.758823203264916657e+01 2.235644605669411078e+01 1.922494630804839066e-01 1.213983339543477314e+03
2.147482392768089028e+02 2.457972620516978957e+00 1.217840552521006657e+03 1.218793514893015072e+03 2.692289321568128457e+02 3.509748178013053916e+02 2.888050454088613606e+00 1.218379836256246335e+03
2.049631128118675747e+02 1.045268515246185359e+00 1.215391750642517763e+03 1.216320658061213408e+03 1.966290658194544960e+02 1.470222000227689989e+02 1.676649330348800815e+00 1.215789159370169045e+03
1.069574730644056189e+02 2.439622687726574313e+00 1.214704778046989532e+03 1.216968822975667990e+03 1.474217207594011256e+02 1.201740240685368519e+02 2.501889182318306037e+00 1.215721533339291000e+03
2.413949302637740004e+02 1.597170937896675635e+00 1.212014021537188000e+03 1.219121147439574997e+03 3.591928983034154044e+01 3.796389067079730353e+02 1.721486843506742748e+00 1.218506834168232672e+03
2.048608767732316096e+02 1.315125451192750372e+00 1.216954726950078339e+03 1.217714076122973665e+03 2.658912743251469237e+02 1.003281799677252337e+02 1.787649550569162971e+00 1.217162755550371230e+03
2.131656547491912193e+02 6.322161009072251314e-01 1.214593911624616112e+03 1.215399429552538777e+03 4.671398346310753169e+01 3.236189493741878209e+02 1.737301129832691471e+00 1.215297821113678310e+03
1.386268216057042082e+02 2.653674260737620694e-01 1.210890745066044929e+03 1.215132578012687190e+03 1.602770801220648025e+02 3.263180663749690780e+02 3.510108223364269087e+00 1.213735382409838166e+03
1.946398181130675482e+02 2.773380742122435461e+00 1.214843024091622738e+03 1.217500792842572082e+03 1.277280460370164832e+02 9.644352122607666900e+01 1.151725116866223253e+00 1.215986454456479805e+03
1.908270212496204863e+02 4.957619555282607449e-01 1.213548504619943742e+03 1.216575425916203812e+03 8.819416265095428287e+01 1.053151486964603976e+02 1.014056133561323403e+00 1.215195870652040412e+03
1.925513498299659716e+02 2.571534940320183260e+00 1.216436378945659271e+03 1.219855477379335298e+03 2.055664865150466198e+02 1.373558301001417306e+02 1.780939561929888892e+00 1.217805881835372475e+03
2.101444443983545511e+02 2.572909788957010946e+00 1.213543274688038309e+03 1.218771541668303144e+03 2.273386405115263926e+02 3.664773985600070887e+02 2.825751785975756825e+00 1.216769933376645668e+03
1.585160288296899012e+02 4.951162559742741109e-01 1.212364210460068762e+03 1.213199556062025295e+03 3.273206790907771619e+02 1.302369431168193330e+02 2.886506970845187148e+00 1.212601979109009562e+03
1.248415127318493774e+02 2.326507270200143918e+00 1.212164918892269270e+03 1.212333443931703641e+03 3.297588683428540435e+02 1.675238000372613385e+02 3.983311780659394508e+00 1.212221691341426549e+03
1.010712627749908563e+02 1.800163689869697992e+00 1.213154383317575366e+03 1.217193903265558902e+03 5.809812135131924293e+01 9.745638377618317350e+01 1.539057699059370288e+00 1.215685181162353729e+03
1.049672532784550185e+02 1.631366622550661782e+00 1.212795808239321786e+03 1.216948464670954991e+03 4.349432076793524615e+00 3.980596523159196636e+02 3.833663088479703607e+00 1.216903580751112941e+03
1.567796565636414243e+02 1.414980734849061728e+00 1.213007760745430232e+03 1.216216751698937742e+03 3.739278020979979829e+02 3.195635314928562138e+02 4.423350253413432576e+00 1.214486476386073491e+03
1.962329174534791036e+02 9.139911222267397273e-01 1.211041263162968107e+03 1.217125096952028571e+03 3.609313983896421973e+02 1.268164943156580478e+02 2.485555935440498132e+00 1.212623085421283577e+03
1.704788007927564308e+02 1.109093152924224945e+00 1.213390866090974669e+03 1.219644946536440102e+03 2.210650828052282577e+02 3.064188366384533992e+02 3.094132038651073113e+00 1.217023902063642936e+03
2.436673921104979286e+02 2.009749678993504318e+00 1.210096118040488136e+03 1.219784374601080799e+03 1.108212748129489000e+00 2.253117436595655363e+02 9.292173008730624240e-01 1.219736955417728268e+03
1.580019204614907551e+02 1.694914365204032602e+00 1.211710458154343542e+03 1.216225889722532202e+03 5.304195469464904988e+01 2.180781481139545690e+02 1.715929160966640055e+00 1.215342490394391007e+03
1.192853465626352261e+02 2.814996808313292131e+00 1.216800883543195596e+03 1.216964061535211840e+03 3.853115670291948902e+01 2.430844750601322914e+02 2.360856885427909724e+00 1.216941735229170263e+03
1.032181375570430930e+02 3.174282520461830792e-01 1.216220919129383901e+03 1.219335212689350556e+03 3.049375486833147306e+02 3.962235524050128532e+01 3.338172070130565494e+00 1.216579044507151366e+03
1.564216927280897096e+02 2.910038669931039657e+00 1.214494509353862895e+03 1.217130616773182737e+03 3.882259938542509872e+02 1.851334107377455780e+02 3.665472445619650799e+00 1.215345688481127809e+03
1.241982118057662916e+02 1.712667804829061335e+00 1.210085427929571324e+03 1.212292675618855355e+03 2.750374147810516661e+02 2.832266671188631335e+02 4.494944603332812427e+00 1.211205240983662634e+03
2.267117749838636769e+02 2.832224314471009308e+00 1.214128078949109067e+03 1.216819635694236695e+03 2.385939060069376296e+02 3.304421579384884353e+02 2.509953724220665539e+00 1.215691079741900694e+03
2.492835408527446361e+02 2.776104270287341969e+00 1.211322753798248186e+03 1.214123120233574127e+03 3.857198512572176696e+02 3.509076051006782109e+02 2.954978310393273411e+00 1.212656765815778954e+03
2.775335455787237606e+02 1.901460657062513215e+00 1.212399707474090064e+03 1.218189027484376993e+03 6.260109604931977856e+01 1.079782620910013833e+02 6.146260906393223866e-01 1.216064398912811612e+03
2.064843460254184606e+02 9.989235041886241895e-01 1.210165195126647404e+03 1.219066209777030281e+03 2.634062942161564820e+02 3.008827450794330503e+02 2.732841739131763870e+00 1.214911276541488860e+03
1.355643668053879196e+02 2.375221405358088678e+00 1.212647758702237979e+03 1.215559579817879012e+03 2.509972180128297055e+02 3.994660111011611434e+02 4.798187344081177308e+00 1.214435982100645333e+03
2.560987546509953745e+02 1.858608252128922222e+00 1.213783884810846303e+03 1.215559442179352118e+03 1.843076186462691339e+02 3.090501130311938027e+02 1.926435496923043722e+00 1.214896132922504194e+03
2.949536177172742555e+02 2.041634319017782140e+00 1.212947609848479260e+03 1.214657296009324000e+03 1.876520868275543705e+02 6.599205810253718596e+01 8.599458684152176957e-01 1.213392428744238259e+03
2.230927542862667110e+02 2.174191680042826480e+00 1.212936529222049558e+03 1.217764863408209749e+03 1.712590201585344474e+01 6.349979763157848822e+01 3.613999024996354947e-01 1.216739265137018720e+03
1.422007199678331517e+02 1.963025353889253255e+00 1.210532575256377413e+03 1.211885284799198871e+03 5.258831401184131948e+01 2.998243009305261921e+02 2.478275883709209371e+00 1.211683428477408597e+03
2.010127734904204999e+02 5.813049062725358374e-01 1.218806934215329420e+03 1.219022053852321505e+03 1.999395995942311970e+02 2.231429767306629230e+02 2.104754682891118112e+00 1.218920393002898891e+03
2.315479794156903495e+02 1.250269001045661632e+00 1.217154390962267598e+03 1.219246545145065738e+03 2.920758943537915542e+00 3.223643081722818806e+02 1.404827923511465348e+00 1.219227759536199983e+03
1.818881276211925524e+02 2.721542802600124489e+00 1.212274420778385775e+03 1.214258574082845598e+03 8.154665061687596506e+01 2.626371690819430569e+02 1.892283043430025069e+00 1.213788473377848049e+03
1.015428385853734738e+02 2.545271712838147238e+00 1.211810923435459017e+03 1.213297928162079415e+03 3.901147176420921596e+02 3.100469424644047649e+02 6.895234266253319255e+00 1.212469401748665405e+03
1.746369528376250742e+02 1.481221872198590916e-01 1.214261155029144220e+03 1.215020704287794160e+03 1.023669811596647605e+02 3.292359630657414868e+02 2.471429655708115902e+00 1.214840555459593816e+03
1.478214814472431442e+02 1.948734993620095501e+00 1.216093670936305216e+03 1.218625151017517283e+03 6.580531783146641089e+01 2.669940663804322867e+02 2.251360092955592584e+00 1.218124594648632410e+03
1.017006209611986520e+02 2.832502572987055878e+00 1.210812981162385540e+03 1.212612633755153411e+03 1.692540411576863448e+02 3.822518091078626412e+02 5.422836606631560308e+00 1.212060330504228205e+03
1.995125502321359363e+02 1.243735513983111218e+00 1.217494837281050877e+03 1.219039777699727892e+03 2.740131752771868037e+02 1.676217310174525892e+02 2.213569551292840387e+00 1.218081216626538435e+03
2.583947894538016499e+02 1.492632433968052563e+00 1.214873735123596816e+03 1.218433389842912902e+03 3.181898345449164935e+02 2.297840995797398591e+02 2.120684922799608074e+00 1.216366419361943827e+03
2.400709783212486741e+02 1.668114402469971891e+00 1.214210826676527176e+03 1.217979375558385527e+03 9.647503359815972601e+01 2.197153311287886766e+02 1.317070338688924425e+00 1.216829527490410555e+03
2.520244477200043889e+02 2.046407093947755218e+00 1.211203475093987890e+03 1.211627905942926418e+03 1.069186057297159209e+02 1.134235454567536010e+02 8.742887968998410697e-01 1.211421955541004536e+03
1.462186095361745117e+02 1.408965255877480671e-01 1.214964522861755768e+03 1.218141318196738894e+03 3.457061230778006120e+02 3.631053506304129996e+02 4.847614650123269975e+00 1.216591910999190077e+03
2.434325423028297735e+02 1.912325093066253201e+00 1.214173207711467057e+03 1.219168250911705172e+03 1.814770976097168642e+00 8.321186854246440134e+01 3.492821408108556791e-01 1.219061638919563848e+03
2.520634334216877903e+02 2.166427306726248947e+00 1.217718328448346483e+03 1.219589563640353390e+03 3.286166608610305673e+01 2.392440714588817059e+02 1.079512937879281154e+00 1.219363578306111322e+03
1.141646390312670576e+02 2.551143553824820609e-01 1.216672953732861743e+03 1.219954822065649978e+03 1.331197547509982257e+02 3.518837110404922441e+01 1.474257942592467119e+00 1.217359097674053601e+03
1.752392722052853742e+02 1.403101428804170103e+00 1.212318110497908265e+03 1.215210606038611559e+03 2.055086478883269763e+02 2.218731122584782440e+02 2.438846924941263428e+00 1.213819735152149860e+03
1.002105418417451546e+02 1.104154747769286571e+00 1.210495213597362863e+03 1.215286254632376540e+03 6.583037119664925285e+01 1.340410939522217291e+02 1.994515362111430434e+00 1.213708260447371686e+03
1.924976578767879118e+02 3.384371055840904585e-01 1.215918749427233479e+03 1.219041347497615561e+03 1.531809088641641097e+02 3.450665397313094900e+02 2.588329926145839899e+00 1.218081337743853737e+03
1.457332342363901034e+02 2.559989096776844608e+00 1.210111379509912240e+03 1.217321728285021209e+03 1.951803136491364796e+02 1.253336723564992781e+02 2.199319789237218714e+00 1.212930911668923045e+03
1.999070002263813706e+02 7.101257960671141234e-01 1.210984025294040066e+03 1.216013803867393335e+03 3.326029947160322422e+02 6.129666508466775809e+01 1.970414539534057763e+00 1.211766733897588665e+03
1.868708228969204583e+02 5.549755176993117489e-01 1.213557617146395160e+03 1.215845000093149338e+03 3.138062114254411199e+02 5.475248036779252203e+01 1.972264509139202371e+00 1.213897427040109505e+03
1.853610846143983508e+02 2.650429177811019166e+00 1.217010947407410185e+03 1.217895432252027149e+03 2.710335480543221252e+02 5.876842279142984182e+01 1.779240618557180298e+00 1.217168556469502164e+03
1.898832053304276997e+02 2.934451338017053157e+00 1.214352285355405684e+03 1.218914910989058399e+03 3.353736243614126238e+02 2.428929603295909772e+02 3.045380362548260056e+00 1.216268753773904791e+03
2.333878001713087258e+02 1.865741224500907958e+00 1.210996208148188543e+03 1.219874127014450096e+03 5.345095714319904801e+01 3.905425357944841949e+02 1.902385182994946966e+00 1.218805342745334656e+03
2.455819546760023115e+02 2.394631071315211912e+00 1.211858333910828833e+03 1.213448892957186217e+03 3.760905809703838258e+02 1.920921925976093405e+02 2.313617766898223405e+00 1.212396072802052231e+03
1.156046322983417269e+02 2.306572103813566255e+00 1.214463367513494177e+03 1.218207262916358559e+03 6.396095009361806660e+01 2.360364775384439042e+02 2.595029469561880742e+00 1.217409045715269713e+03
2.029884083560791623e+02 2.015129212821913374e+00 1.214525176736916137e+03 1.215328207576232217e+03 1.712943270766916157e+02 1.790647483900688144e+02 1.726005333527054875e+00 1.214935597146320561e+03
2.695104223496350642e+02 2.936174669969175088e+00 1.212781081657403092e+03 1.213440105688150425e+03 3.520710267927142922e+01 3.226479754597380634e+02 1.327796806591639678e+00 1.213375268472931111e+03
1.676633811564722407e+02 2.838297181315755591e+00 1.217459010876535558e+03 1.217824141601483234e+03 1.847285666710376972e+02 1.574265140927955997e+02 2.040726355413984727e+00 1.217627008549077118e+03
2.802425883625567735e+02 1.385170903605260850e+00 1.212766566273601711e+03 1.216318075288547561e+03 3.538478243022070728e+02 4.037698010986319019e+01 1.406726960079500488e+00 1.213130316111896036e+03
2.315947088728689778e+02 1.256454373940477653e+00 1.211848237307112640e+03 1.219505344230496121e+03 2.870902769411752047e+02 1.990329293187431858e+01 1.325563832468943826e+00 1.212344669991907267e+03
2.709105736666137432e+02 1.370092011695814294e-01 1.213816207293368507e+03 1.218698350614903120e+03 9.404265733097587088e+01 3.392298656440334526e+02 1.599319351441041981e+00 1.217638671759029194e+03
2.020210617924230689e+02 7.373290265763920992e-01 1.211039854225921999e+03 1.212391187596575037e+03 3.041522243851576945e+02 3.304310365602784145e+02 3.141173773244847922e+00 1.211743501034598012e+03
1.745462007189062774e+02 4.996777143001254196e-01 1.211530260730932241e+03 1.217750781491019779e+03 2.431094368240632662e+02 3.943905825961400069e+02 3.652328247733388267e+00 1.215378597565264499e+03
2.915217925369686327e+02 2.923190115887952079e+00 1.210705459724847969e+03 1.213968311883220849e+03 2.518310322864819852e+02 1.764480108840386379e+02 1.469115016902928117e+00 1.212049732302117945e+03
2.988975573926390439e+02 1.409529543551759190e+00 1.214277341857774900e+03 1.216021676156192598e+03 3.687157860817142705e+02 2.534924554568612507e+02 2.081677237399527147e+00 1.214987997157599011e+03
2.611921141268925339e+02 2.761707170160185409e+00 1.215665559951206887e+03 1.216551373481313931e+03 3.278833553583820617e+02 1.100264371528139975e+02 1.676581216760818727e+00 1.215888123840770731e+03
1.192039905365127623e+02 6.929802523355785837e-01 1.211497221056512899e+03 1.213331589540707000e+03 3.150796160292359787e+02 2.772188699098790607e+02 4.968780686563434301e+00 1.212355777291686081e+03
1.207106405583672455e+02 2.867214349285046815e+00 1.212408841929781602e+03 1.217986165727483240e+03 3.550205585120709770e+02 1.998698273827576202e+02 4.596863899719944691e+00 1.214417776979010796e+03
1.772266160622809252e+02 2.263258806222295139e+00 1.213638795079998317e+03 1.217116849324125951e+03 1.741613669816347283e+02 1.485715470436070973e+02 1.821018316525476743e+00 1.215239932978536899e+03
2.777449874187996102e+02 1.992510417939113543e+00 1.211789722708187810e+03 1.213815950147792591e+03 4.070712239061404603e+01 1.312053377323704808e+02 6.189579215115237343e-01 1.213336160094668003e+03
2.909064617597410916e+02 1.961186555119293962e+00 1.211023856670298073e+03 1.211607388241550780e+03 1.505030634232210502e+02 3.339178482817559939e+02 1.665211933673233391e+00 1.211426092828913625e+03
2.358792393802245613e+02 2.918960671506342308e+00 1.215231068185458980e+03 1.217632844398573070e+03 2.611667831623565235e+02 1.897719929860674029e+02 1.911735756539112208e+00 1.216241825926370439e+03
1.859750685754429753e+02 2.803467376217457230e-01 1.211903793518093153e+03 1.215695151254416942e+03 2.908333119108026210e+01 1.761739087163786905e+02 1.103681485264213835e+00 1.215157945781133549e+03
1.737790172762015573e+02 4.516208500843651441e-01 1.211949354295194553e+03 1.218053619300365654e+03 1.949906560549836740e+02 6.220107069483677975e+01 1.479992986385946230e+00 1.213425653023481345e+03
2.219352444117863854e+02 1.169586788678635081e+00 1.214788876495625345e+03 1.217868302157548669e+03 2.523816777342446471e+02 3.091293806891355302e+02 2.530067091919537603e+00 1.216484196531568159e+03
1.017588266782943265e+02 9.589224097337455399e-01 1.211671396816686183e+03 1.215099386751624934e+03 4.585441064932065558e+01 1.566026008814196473e+02 1.989576905901229598e+00 1.214322982630127854e+03
1.965290050567006688e+02 1.657023264231619164e+00 1.217192820220245267e+03 1.217708163149378379e+03 1.289755468282445179e+02 3.600030003630614317e+01 8.394478301915454521e-01 1.217305276076196151e+03
2.181272139082077501e+02 1.968009698828237175e+00 1.218939511073332596e+03 1.219364434373635049e+03 4.300152671966897344e+01 3.375311297105922677e+02 1.744544615099686391e+00 1.219316416548244888e+03
2.278690327764509789e+02 2.302767844627053861e+00 1.215535920845270311e+03 1.219132949739926289e+03 5.123388983387160067e+01 1.192839308783310202e+02 7.483150239176541429e-01 1.218052184214373938e+03
2.708439221092424418e+02 9.995043717902949432e-01 1.210896358279809192e+03 1.213845718681926655e+03 1.299299416814658912e+02 1.336236744161710988e+02 9.730829994085489210e-01 1.212391706285060764e+03
1.592279227316798540e+02 1.390761974938888423e+00 1.213232111884007509e+03 1.214476736672223524e+03 2.847411642763381110e+02 2.118742108115523024e+02 3.118896275025537346e+00 1.213763114160594569e+03
1.223244260133686510e+02 3.566681001998639466e-01 1.212079513084818927e+03 1.212501590420813500e+03 8.613580656839614491e+00 3.435808486001742494e+02 2.879183174900187492e+00 1.212491267721545910e+03
1.961293445278807042e+02 5.362853585516562660e-01 1.213572780444288810e+03 1.216119127742729688e+03 2.102266633169312229e+02 3.529416206966930645e+02 2.871412665806198472e+00 1.215168594640293122e+03
1.719911113455756890e+02 1.479804383775850996e+00 1.211687295013721496e+03 1.215376089057705940e+03 1.661066012142806301e+02 3.323524018979011316e+02 2.898167232088207257e+00 1.214146834420112555e+03
1.463093465714311492e+02 2.223943587390951659e+00 1.214111816056993121e+03 1.219951274895378674e+03 3.865743479420817152e+02 3.729417782387779994e+02 5.191166142007535456e+00 1.216979139196121650e+03
1.269055732302416288e+02 2.567037073806535119e+00 1.210979755087835883e+03 1.211349255221561634e+03 3.012498877090449696e+02 2.146875037183876884e+02 4.065521933314782288e+00 1.211133508358390145e+03
1.160320184803003372e+02 2.412310730005538861e+00 1.213852713958464619e+03 1.215918543284939460e+03 1.059162193223488480e+01 9.925579316335775104e+01 9.466991657500321011e-01 1.215719353498056535e+03
1.173299082654190499e+02 2.492949429252270921e+00 1.211280999340449625e+03 1.215948442485507712e+03 2.696878916470535614e+02 8.943957058303264773e+01 3.060834765315612049e+00 1.212443411449015230e+03
2.008846463297206810e+02 1.330553108241256499e+00 1.210223920430762519e+03 1.212697782234229180e+03 2.968020506469126758e+02 1.372962891642211787e+02 2.160933390094081474e+00 1.211006351539964498e+03
2.994918710003236129e+02 1.578572259019802582e+00 1.211513992645897360e+03 1.211843189572304937e+03 1.372307455630747199e+02 6.494254545793634747e+01 6.750543523793759437e-01 1.211619738000537836e+03
2.345545052997132700e+02 9.216564979819505954e-01 1.216528884695126180e+03 1.219946055146310982e+03 6.375993318188868386e+01 2.834810597620917179e+02 1.480427726170838509e+00 1.219318598814639245e+03
1.268673357051049777e+02 2.322014182185233366e+00 1.211184259313401981e+03 1.216651921497898456e+03 6.940934615323186563e+01 3.325782819726766775e+02 3.168566801625779750e+00 1.215707845534710259e+03
1.589228519442757772e+02 2.910655684137781751e+00 1.210725015404612350e+03 1.216110756683813406e+03 2.396205026660247484e+01 3.936759824413188085e+02 2.627929385852958433e+00 1.215801748899205450e+03
2.679548868328824938e+02 8.777650700135810613e-01 1.215880185049682495e+03 1.219646295312591974e+03 3.448108014505565393e+02 3.357602508397756083e+02 2.539871768469701863e+00 1.217738198437570873e+03
2.278757714285989096e+02 2.669119023904197974e+00 1.211803666891333478e+03 1.215240485941247698e+03 3.623777173518615768e+02 2.967412292561414233e+02 2.892448558597757291e+00 1.213350953484824458e+03
2.964311559126393263e+02 2.096842823708251480e+00 1.214973061337470199e+03 1.216435903561600753e+03 1.002444541334468084e+02 2.463437129025373906e+02 1.169202899637602711e+00 1.216012802503375269e+03
2.239613028911747961e+02 4.820850910271482492e-01 1.212795138158305008e+03 1.218536123906786088e+03 3.773540972569986707e+02 1.044596223985162737e+02 2.151325757778938197e+00 1.214039812560499968e+03
1.579166771427580329e+02 2.883154116291976710e+00 1.216871053899468279e+03 1.219541951376332463e+03 8.156626686875907239e+01 1.404515398983832029e+02 1.405917416603417180e+00 1.218560700639964807e+03
2.929563473865363221e+02 1.019582219493012420e+00 1.210728460236511182e+03 1.214975642316303492e+03 2.930735627470541544e+02 3.107037010388647786e+02 2.060980310453131015e+00 1.212914059579724153e+03
1.248513643998658438e+02 2.799743106390196967e+00 1.211062629728384309e+03 1.211292571791150522e+03 3.027364215055282557e+02 1.075650700655198335e+02 3.286319645310091353e+00 1.211122911581120889e+03
2.834597314555290950e+02 1.384784260536552791e+00 1.213732290758457566e+03 1.217101646748617668e+03 2.750364326772850632e+02 7.808654695323342310e+01 1.245760651141795794e+00 1.214477360861239049e+03
2.440423086578452398e+02 1.629093286364370563e+00 1.210220825555135889e+03 1.215342168683697537e+03 8.816006390073907539e+01 4.572274054808418242e+01 5.486048922628864455e-01 1.211969831666032178e+03
1.216784467367436662e+02 2.731002296620854697e-01 1.219303137846285154e+03 1.219383669368226947e+03 2.889764649111965511e+01 2.150331326019234837e+02 2.004716411451219482e+00 1.219374129073799622e+03
2.880373935173798827e+02 1.747753159825089053e+00 1.214674373272643379e+03 1.215898760398212062e+03 3.719062551215128565e+02 4.994320325291834450e+00 1.308512658180483346e+00 1.214690597661528955e+03
1.617084522356401806e+02 2.177507257479312397e+00 1.215529727111436841e+03 1.219985531671665967e+03 1.285418538600125657e+02 2.073670834247975847e+02 2.077250339365851239e+00 1.218280434500869205e+03
