m0 c1 c2 c3 c4 c5 m_100 m_200 m_300 m_400
1.333733938291124765e+01 -4.400414178117220132e+00 7.077171203909955466e+00 -6.327487340733632060e+00 8.989143610725484734e+00 -5.528483242254961461e+00 1.506284179667261469e+01 1.541083442123596292e+01 1.604438011792670338e+01 1.248185914958768450e+01
1.076677328346358031e+01 -1.928534858644553651e+00 6.693988722033388683e+00 -4.143606041701637821e+00 8.599463756331946485e+00 -2.886799737786267528e+00 1.490956379419443323e+01 1.524743039126165378e+01 1.598658915692573501e+01 1.260875241987399775e+01
1.433128826222684715e+01 -4.741896169420051876e+00 7.040799113892685313e+00 -7.780234648338204551e+00 9.746934727465401238e+00 -6.826035586565517121e+00 1.502030487654594992e+01 1.516777957510955055e+01 1.611926310233506143e+01 1.244075265033919564e+01
1.131120079076978335e+01 -3.211457889684401934e+00 7.832669250079224099e+00 -5.601397802476469678e+00 9.267149362316015271e+00 -3.642375760194837220e+00 1.501231200796448917e+01 1.515380173397273111e+01 1.599607851276353543e+01 1.261750426031815131e+01
1.151619981498160250e+01 -3.226898939751591477e+00 7.809661553031574499e+00 -5.697004606629380241e+00 9.361754118143590375e+00 -3.807383518842013537e+00 1.513791969765472878e+01 1.528219867468984461e+01 1.613432628232876453e+01 1.270167646460537547e+01
1.174112760562032243e+01 -4.550015816100321686e+00 9.013539709571325886e+00 -6.572174581419469419e+00 9.086681283099640183e+00 -3.553144797381481368e+00 1.519899454780958514e+01 1.505064846709270654e+01 1.585579608570399479e+01 1.290849151418710505e+01
1.105966365756500025e+01 -3.323235591595531169e+00 8.697781871884203042e+00 -6.285254117231579229e+00 9.999010390650788338e+00 -4.020721550207133177e+00 1.523815464903431760e+01 1.512069076597542150e+01 1.594798278814076298e+01 1.234854063726359641e+01
1.048177290896317615e+01 -2.240554850438591927e+00 7.573613055520688420e+00 -5.026368128422589621e+00 9.734706979111699354e+00 -3.554829378687229813e+00 1.492573311501593025e+01 1.516911158354981737e+01 1.601180725487928669e+01 1.223448044091186659e+01
1.037212087584219944e+01 -1.570382474706146780e+00 6.833342773185975716e+00 -3.946322391848676503e+00 8.455706678920989816e+00 -2.265946534716110961e+00 1.497859607302426888e+01 1.517988506148004291e+01 1.596724299060831243e+01 1.277612780936489756e+01
1.416333302035488728e+01 -5.321646114661980675e+00 7.714360887344621887e+00 -7.975678561771572639e+00 9.903892518260899891e+00 -6.744627201181121023e+00 1.507787885816333784e+01 1.524067280285957438e+01 1.612381584045311200e+01 1.243024315983790018e+01
1.536071089634701536e+01 -7.795435787307100739e+00 9.047014076238259150e+00 -9.665466512523932963e+00 9.751257618756731915e+00 -7.315134725023865414e+00 1.505557778690147330e+01 1.505197917629259940e+01 1.595049398745476310e+01 1.274982241044859776e+01
1.286955842860084509e+01 -4.370111500221540268e+00 7.709739115245419327e+00 -6.538005710542271309e+00 8.627345509594114503e+00 -4.093933064130466093e+00 1.508529477566277599e+01 1.509501156489972473e+01 1.604315927248281426e+01 1.320773352938841505e+01
1.688054001145961536e+01 -8.079948077621963876e+00 7.714204201237940595e+00 -9.569097531740196061e+00 8.949787062807025961e+00 -8.194630491458957167e+00 1.501024478124333683e+01 1.521613939434309870e+01 1.601032529269598825e+01 1.290217979386717673e+01
1.366736080135652465e+01 -4.941666924744163580e+00 7.741881158440243382e+00 -7.601455089838005108e+00 9.577127296017984293e+00 -5.984313472783159504e+00 1.503109740698297436e+01 1.509174468323270446e+01 1.599715564698631454e+01 1.254747037440120749e+01
1.350822629920419082e+01 -5.804150367208482209e+00 8.718318883550246312e+00 -7.663321657541682264e+00 8.958711151277789497e+00 -4.970444802733977596e+00 1.521532354790736896e+01 1.510838244136279229e+01 1.591958861379126766e+01 1.302930137293471091e+01
1.179436066771125091e+01 -4.092071302364837848e+00 8.636021146309587948e+00 -6.458926675111903215e+00 9.388616086164951469e+00 -3.924454304851733966e+00 1.525789231804907331e+01 1.518301034066681154e+01 1.600843739999221782e+01 1.278483399243489060e+01
1.134578574742493018e+01 -4.520014692094321163e+00 9.343083073720034548e+00 -6.621358936024865471e+00 9.848012267854272750e+00 -4.097166238721153597e+00 1.521855224840203746e+01 1.519820590756012635e+01 1.590691983641185381e+01 1.242791338088103359e+01
1.003998874643979811e+01 -2.399201420461219314e+00 8.444388763877483939e+00 -5.345357836901215798e+00 9.964799637019268630e+00 -3.087438417838891169e+00 1.510135551334195192e+01 1.511783213857501984e+01 1.600620993269430414e+01 1.236609515262045278e+01
1.208582409462609419e+01 -4.222402389711735538e+00 8.422896185836727057e+00 -6.648173331808352238e+00 9.664798449041029471e+00 -4.864729701514019844e+00 1.516932878674524510e+01 1.517858252701625688e+01 1.586070225911095122e+01 1.227551201790090829e+01
1.003653885918784283e+01 -2.779624245505958768e+00 8.800615503146495655e+00 -5.242352168094696729e+00 9.455051576594684093e+00 -2.687692872725511606e+00 1.522132422831020548e+01 1.512688757772253112e+01 1.584192994127686482e+01 1.247098298844099062e+01
1.462893302567399978e+01 -5.850045326493582110e+00 7.528137694932425461e+00 -7.757805089501230711e+00 8.641408307668211108e+00 -5.725042809157373291e+00 1.500938019065553597e+01 1.511193550905683125e+01 1.604641521647103630e+01 1.317693213314461431e+01
1.550546390759811466e+01 -6.529919537916228478e+00 7.978208954035540756e+00 -9.179974103476052250e+00 9.838361902562922978e+00 -7.670392421192342880e+00 1.520140783911835669e+01 1.520998303855739131e+01 1.613075420052780728e+01 1.264640457794377326e+01
1.148751969002764639e+01 -4.015961686140655296e+00 8.139174338164810507e+00 -5.434716410939633313e+00 8.794488098136547194e+00 -3.572067000837122919e+00 1.504509046497427427e+01 1.529666071636923519e+01 1.587602166342908738e+01 1.260314132688903754e+01
1.313771886246673404e+01 -5.797503147978463112e+00 9.253904385340643302e+00 -7.814092764776128242e+00 9.580545974818800659e+00 -5.216167435261641394e+00 1.537441251618482774e+01 1.525675947210541139e+01 1.600298785056262219e+01 1.277578058630169267e+01
1.013361536772955951e+01 -3.104123156863154875e+00 8.937746287560795366e+00 -5.467801492429760657e+00 9.513481198958732676e+00 -2.667757786473106130e+00 1.513010010336020983e+01 1.507590991293194449e+01 1.588773916204425340e+01 1.259433722062173899e+01
1.481796414680933793e+01 -6.773433313652560628e+00 8.585374742344235699e+00 -8.617817994503576884e+00 9.019488400872003098e+00 -6.003357964938935254e+00 1.522203681394571895e+01 1.514888474216806813e+01 1.605591912244041453e+01 1.321201025730691825e+01
1.213036800163946438e+01 -4.080360225441445721e+00 8.183893880683996258e+00 -6.638645565185361974e+00 9.830543894939886229e+00 -4.896640342655209643e+00 1.508887891044711438e+01 1.520312635035684679e+01 1.602664821362450454e+01 1.238735699547014590e+01
1.573354447387330879e+01 -7.468962239326490504e+00 8.171232351898293444e+00 -8.746716778977308593e+00 8.498642843419869308e+00 -6.781041364395537840e+00 1.514430600440978303e+01 1.516908982060711608e+01 1.583700929581041805e+01 1.301171980149585039e+01
1.069774421373619333e+01 -3.985233468997975592e+00 9.431520447953893438e+00 -6.437297596783080778e+00 9.984514561841695723e+00 -3.414146332865774625e+00 1.512100938490055668e+01 1.503546997918751771e+01 1.593920153617050950e+01 1.257175642255002046e+01
1.216844264298539713e+01 -4.112979918001427926e+00 8.037437914715638954e+00 -6.474711501879874653e+00 9.681057459331672277e+00 -4.816241178580147775e+00 1.504080614267502902e+01 1.523210316325347691e+01 1.604324898126731824e+01 1.243571083586644299e+01
1.066214639685811605e+01 -2.975994292791968476e+00 8.516487145559160865e+00 -5.694640320124629618e+00 9.717639570831778428e+00 -3.375032237489020481e+00 1.519727409278489105e+01 1.516754500899101643e+01 1.599827237767168597e+01 1.250408602981250361e+01
1.473503637270279043e+01 -5.452131804991877218e+00 6.601226891017162757e+00 -6.613262505410984815e+00 7.676475322095722476e+00 -5.551653298593853592e+00 1.499545635763734275e+01 1.529243763612309515e+01 1.586592848450407445e+01 1.301589698141702733e+01
1.348172084624767031e+01 -5.879197312297248068e+00 8.840674317918690406e+00 -7.983645003340090085e+00 9.613338922943338360e+00 -5.551730409196396820e+00 1.515350606105970854e+01 1.514399282738770935e+01 1.601658277099531702e+01 1.277654514765078098e+01
1.026771591279905849e+01 -2.736178830033110465e+00 8.415484776217457608e+00 -5.402469785038634065e+00 9.942763074618522268e+00 -3.385242673438662919e+00 1.505486078306543263e+01 1.517164199491296195e+01 1.598897776722436070e+01 1.227448881334563069e+01
1.247521293112123253e+01 -5.325443253440960589e+00 9.307771633435987013e+00 -7.769460743234717803e+00 9.762076155782903442e+00 -4.599131405499102598e+00 1.511058541123757237e+01 1.492905442563039031e+01 1.593586831086179956e+01 1.284721136193873470e+01
1.343015310457692379e+01 -4.829851633929454380e+00 8.151455828245893542e+00 -7.563074260996502929e+00 9.533246958988801367e+00 -5.579922028156375724e+00 1.529311675686847316e+01 1.518458362495631064e+01 1.604129463192998628e+01 1.269782110626410798e+01
1.338519780447176188e+01 -4.798308271158112426e+00 7.851039394930740656e+00 -7.314688469927918213e+00 9.553050889842346294e+00 -5.541256772891554938e+00 1.512064034057763884e+01 1.522731573288565698e+01 1.614994199519836471e+01 1.273383137055712666e+01
1.847750770059858638e+01 -8.377387653152107205e+00 6.417850858058223196e+00 -9.481333459330196334e+00 7.638296972517764516e+00 -8.462454473734066340e+00 1.500321836744629067e+01 1.524263405406396288e+01 1.600784443353855835e+01 1.343324116199554474e+01
1.460827452677645155e+01 -7.292971254710217011e+00 8.962050882951842823e+00 -8.550225428318702470e+00 8.992603636316218285e+00 -6.026487501725233287e+00 1.511100920497478128e+01 1.514550482558124855e+01 1.589151895539459325e+01 1.297604253397386209e+01
1.100580086934868262e+01 -3.984596185285721681e+00 9.306024967791838520e+00 -6.566211037984147403e+00 9.935453258289978606e+00 -3.680587593748406050e+00 1.521616751746698171e+01 1.507276649587993944e+01 1.594142525318587289e+01 1.256477418032252302e+01
1.322013465616058525e+01 -4.955011567219135493e+00 8.142755183615001613e+00 -7.077326498518466735e+00 9.049032435556028986e+00 -4.896784894343352512e+00 1.523516289612182106e+01 1.523685877942238953e+01 1.605345828188531954e+01 1.294284900642597513e+01
1.115543689911594427e+01 -3.765541981228070156e+00 8.916473726390059085e+00 -6.378831746624329391e+00 9.705894239474687879e+00 -3.713731392792553265e+00 1.519133105275760087e+01 1.505943269976183529e+01 1.590476426384744890e+01 1.256313681849621844e+01
1.624243596196238926e+01 -7.219016942552266336e+00 7.658655749050073069e+00 -9.306845811992399575e+00 9.504097163962065054e+00 -8.207827821995614670e+00 1.507270822291010504e+01 1.525752959112682028e+01 1.607963688283531667e+01 1.262224811860154539e+01
1.352492554301073113e+01 -6.529823811492736496e+00 9.242523064114742226e+00 -8.257763126503474993e+00 9.943249462802143057e+00 -5.904801184494289146e+00 1.507839981248777939e+01 1.522107818858170347e+01 1.605644521762649291e+01 1.263392794811924169e+01
1.372725491293419253e+01 -4.531073772272801392e+00 7.559942470780988799e+00 -7.859047045420851418e+00 9.942614141853567844e+00 -6.458923420751260025e+00 1.504604357331842301e+01 1.499671069354480402e+01 1.595837225487933253e+01 1.231768881786999081e+01
1.403382075890077019e+01 -5.015747298792756936e+00 7.609714440165905813e+00 -8.059008563968173888e+00 9.741967874894370993e+00 -6.228918070953945119e+00 1.496252985238825772e+01 1.497733954389453892e+01 1.608386600572072922e+01 1.270589037899793539e+01
1.168782326024629370e+01 -4.405048810607094190e+00 8.841018004365952976e+00 -6.584783636534496054e+00 9.899703086497460447e+00 -4.546086548113810188e+00 1.515244760176010885e+01 1.525845711138189387e+01 1.598387831420637184e+01 1.235179370679776767e+01
1.670780219837673286e+01 -7.242022166346108847e+00 7.497112367478230510e+00 -9.930233703640373832e+00 9.919777291636268757e+00 -9.063402872783861142e+00 1.503122544254718207e+01 1.513474675385720758e+01 1.604152879350597161e+01 1.239799336715336864e+01
1.259895850690885766e+01 -5.044722232469535328e+00 8.943056738827351637e+00 -7.701613785153684333e+00 9.809432423293010572e+00 -4.811443529458858670e+00 1.508508365793236194e+01 1.493741735949246063e+01 1.597310733708132879e+01 1.279259248413942629e+01
1.436441536537791031e+01 -6.580131105955794979e+00 8.484389311902805986e+00 -8.461958862368721412e+00 9.697234605757603987e+00 -6.577673421156051248e+00 1.496462256605283869e+01 1.514945364998608568e+01 1.601479045731262829e+01 1.261525611108724299e+01
1.205194296039720037e+01 -3.707349013409604765e+00 7.890741494426528391e+00 -6.383491468998440332e+00 9.744417924825444999e+00 -4.463795739123658457e+00 1.509145558839266066e+01 1.525887217864367074e+01 1.624385942652702397e+01 1.272093837064128508e+01
1.506220085030079048e+01 -7.461881972779464967e+00 8.939154895437294357e+00 -9.255754561026149574e+00 9.467763360693410846e+00 -6.703307146623926904e+00 1.506845205020299083e+01 1.505375668086747076e+01 1.597719302372415484e+01 1.294555415400883192e+01
1.316825458347020295e+01 -4.746882962879737988e+00 8.172383599591285019e+00 -7.449080822942553581e+00 9.612567264657947419e+00 -5.562780004614743312e+00 1.518253483179451457e+01 1.511103058339762484e+01 1.594200805906771379e+01 1.251686245967913180e+01
1.048702627053578418e+01 -3.365048191736457639e+00 8.921443771186829963e+00 -5.749206204552113064e+00 9.602647511196167329e+00 -3.051852179301754120e+00 1.514606931540693502e+01 1.510481634284889019e+01 1.592156584494372851e+01 1.257938321116978742e+01
1.273001826275905479e+01 -3.442621537721669789e+00 7.246798919646593617e+00 -6.501662326782868817e+00 9.165887800830500254e+00 -4.648593625512456917e+00 1.513413094084491028e+01 1.508812674435927015e+01 1.607543747848327698e+01 1.284026209267609886e+01
1.075441861749317241e+01 -4.091008849897111332e+00 9.883185141793770612e+00 -6.747665993394280193e+00 9.918389999726752393e+00 -3.248663988506833356e+00 1.536983387903666554e+01 1.502369835558514666e+01 1.590182465588538285e+01 1.271678485935315450e+01
1.110450399826670598e+01 -2.547227584366566155e+00 7.067564472472291470e+00 -4.566446207873626761e+00 8.607639986656920428e+00 -3.336350697696585321e+00 1.498526109979301602e+01 1.524929415887133288e+01 1.584704906147138281e+01 1.244860861891783443e+01
1.014009109165429123e+01 -1.940136483728608141e+00 7.691245710384293943e+00 -4.705179074279191020e+00 9.136612628754875232e+00 -2.552620655084848700e+00 1.500889817655645864e+01 1.503349547746928749e+01 1.589396960967160410e+01 1.257712055781846772e+01
1.203532161694920077e+01 -2.980666526726034604e+00 6.655608903351634353e+00 -4.992981223593158546e+00 8.388438963169377871e+00 -3.679872887488241595e+00 1.494904075780886643e+01 1.526561068245415598e+01 1.603103515645311461e+01 1.284050485370244132e+01
1.066937404584759008e+01 -2.844224246591755545e+00 8.125837154719064870e+00 -5.439593608676957182e+00 9.769118304768202421e+00 -3.848642713575056717e+00 1.505017352603697489e+01 1.517783853182249310e+01 1.587300824207255801e+01 1.209914792663397876e+01
1.682404082694206338e+01 -6.661146618095630245e+00 6.682326331999625779e+00 -9.321586385901760252e+00 9.186328349592940867e+00 -8.513701781810965485e+00 1.496100523149119255e+01 1.507358762754459391e+01 1.602307595010677588e+01 1.269258867993624307e+01
1.749469529034941218e+01 -8.093612208356152138e+00 6.947695338708427926e+00 -9.679781649771353358e+00 8.825326533614237690e+00 -8.710365286750761271e+00 1.475989697522023292e+01 1.510756394865776286e+01 1.601619027684392194e+01 1.290161195601656630e+01
1.234613853581637244e+01 -3.066641726808927437e+00 6.950795587960911348e+00 -5.783467058914412817e+00 8.887825035580160460e+00 -4.175015888428477595e+00 1.508552788493997454e+01 1.518922870817572068e+01 1.610045891689697584e+01 1.285534149755316591e+01
1.550966516258286632e+01 -7.117545993889912381e+00 8.178018333902453918e+00 -8.821107675441956175e+00 8.862589648044906454e+00 -6.725852730695002890e+00 1.514510497702028680e+01 1.515070840098674587e+01 1.597025229269332769e+01 1.305389957883997809e+01
1.087439803127669258e+01 -3.410908009256753637e+00 8.625591553518635379e+00 -5.964055889990770964e+00 9.620404078119875635e+00 -3.407318979354356792e+00 1.507791476221928662e+01 1.505435122818225402e+01 1.594023103818995679e+01 1.258967932555961511e+01
1.095089840684318716e+01 -2.959539199488718353e+00 7.299180570694833392e+00 -4.623907578286389430e+00 8.848832218153660278e+00 -3.138312332407201311e+00 1.481318171423889396e+01 1.529600121422116921e+01 1.604666542093757897e+01 1.263399003252643560e+01
1.213322172345004191e+01 -4.115334606838480624e+00 8.341339887446387991e+00 -6.787999802075068700e+00 9.766389250897830721e+00 -4.719708516733735593e+00 1.513066082868599871e+01 1.513242175801623368e+01 1.600299341429954225e+01 1.250975522122187478e+01
1.526820896917882209e+01 -7.031553163671851792e+00 8.401576464360896779e+00 -9.166875427380196228e+00 9.755859007233535607e+00 -7.361947312624065098e+00 1.508346994865068424e+01 1.516642639334854081e+01 1.605774644632904113e+01 1.267386183447214876e+01
1.505074237825817107e+01 -6.659855833985355744e+00 7.753061928980994111e+00 -8.423547276660681149e+00 8.974826843982299351e+00 -6.418605129937763998e+00 1.479856433858851439e+01 1.500319529581095246e+01 1.599862724821557158e+01 1.301953634365407808e+01
1.286013654951739582e+01 -4.463918693098145596e+00 7.949745096100976127e+00 -6.968504870936829576e+00 9.640153682353098219e+00 -5.396597549565211871e+00 1.512046838475930599e+01 1.522596883039469517e+01 1.602676785028018713e+01 1.245431940505399382e+01
1.056003461067243165e+01 -2.780375527747117381e+00 8.276763412807635945e+00 -5.499326377198594074e+00 9.577145866029916021e+00 -3.010318884658914840e+00 1.507758909115822910e+01 1.510596633837704417e+01 1.606507066074942713e+01 1.270530925745165085e+01
1.462893302567399978e+01 -5.850045326493582110e+00 7.528137694932425461e+00 -7.757805089501230711e+00 8.641408307668211108e+00 -5.725042809157373291e+00 1.500938019065553597e+01 1.511193550905683125e+01 1.604641521647103630e+01 1.317693213314461431e+01
1.076677328346358031e+01 -1.928534858644553651e+00 6.693988722033388683e+00 -4.143606041701637821e+00 8.599463756331946485e+00 -2.886799737786267528e+00 1.490956379419443323e+01 1.524743039126165378e+01 1.598658915692573501e+01 1.260875241987399775e+01
1.293772426919438345e+01 -5.327864396822502790e+00 9.210941836878756561e+00 -7.966127263476262321e+00 9.896697866355161466e+00 -5.185953331439550062e+00 1.536721424538179193e+01 1.513807582031943255e+01 1.604466021095095840e+01 1.277686055569854950e+01
1.791125630781351319e+01 -7.427564326915826243e+00 6.504695717787498666e+00 -9.753390359309953794e+00 8.832665474108896575e+00 -9.213828013632587854e+00 1.508819114543700124e+01 1.520827820461570390e+01 1.603752436020746330e+01 1.280450183638193273e+01
1.535406154031976733e+01 -7.149076896405254011e+00 8.385012499126446528e+00 -8.848210839773820169e+00 9.012541412588220169e+00 -6.919995383847002302e+00 1.517906919519921871e+01 1.515395867008003350e+01 1.585807140062841825e+01 1.279372455170243938e+01
1.302994455275274710e+01 -4.514730588687882573e+00 7.680141353222033729e+00 -6.830320377395885600e+00 9.083586739866944981e+00 -4.943056494799222378e+00 1.500338204579771606e+01 1.508736694116602095e+01 1.596185723013642743e+01 1.275578271328887325e+01
1.068876723308012089e+01 -3.126519623275853199e+00 8.439746252896060952e+00 -5.563945786578933017e+00 9.626399358309825516e+00 -3.604182830097057533e+00 1.512023239685000320e+01 1.517159113962180328e+01 1.586187844709629502e+01 1.226300085891422853e+01
1.614794171241499399e+01 -7.927694316954364773e+00 8.715139678721165239e+00 -9.819458355465057409e+00 9.580713926307780071e+00 -8.027878596186205584e+00 1.530631613000414326e+01 1.526612753461160032e+01 1.599509575146715434e+01 1.269629768805571324e+01
1.163067062391347406e+01 -4.927268942892931491e+00 9.714196328801222080e+00 -7.387873471195412378e+00 9.907328617567834783e+00 -3.923367003302447920e+00 1.517258195396146192e+01 1.494605030040468208e+01 1.593732159226067147e+01 1.282282429307430149e+01
1.159606062161018691e+01 -3.102425964863336105e+00 7.592785286703495728e+00 -5.635173533301361282e+00 9.162559442227756534e+00 -3.882777489167406948e+00 1.508610773598734056e+01 1.517817289254347735e+01 1.597879785909440997e+01 1.259132602687515678e+01
1.207399241998023953e+01 -5.045539911804891808e+00 8.910948151296523179e+00 -6.908432962604239336e+00 9.504364441837907407e+00 -4.164020499324427860e+00 1.497450728198242587e+01 1.508863268657930945e+01 1.601248916546580148e+01 1.283700472608506438e+01
1.556379597485126709e+01 -7.261224800566198567e+00 8.401498460254796186e+00 -8.928883882246761772e+00 8.811645280648253475e+00 -6.720193458716638979e+00 1.526336903886817531e+01 1.518303232133322744e+01 1.594015030454862369e+01 1.307063885992686458e+01
1.275508740015919074e+01 -3.894115028952609414e+00 7.584613920832371292e+00 -6.981159650955987672e+00 9.919463856164725257e+00 -5.309985703614591657e+00 1.502697863256032740e+01 1.514504801136620138e+01 1.620280091863240557e+01 1.259971455426713582e+01
1.217437200560806509e+01 -3.976232018566275173e+00 7.688832978514255956e+00 -6.247609234572229830e+00 9.494838399845615839e+00 -4.770731788947082386e+00 1.489412040525966319e+01 1.516541348408732404e+01 1.598264719669647427e+01 1.240111019157101779e+01
1.192247841318464907e+01 -3.545351815673647877e+00 7.583963514210971368e+00 -5.804173498055821057e+00 9.061050499577167017e+00 -4.063146984768621905e+00 1.501681052085268142e+01 1.518431790567449369e+01 1.598568905992303435e+01 1.265268779268882682e+01
1.411669236486736878e+01 -7.395804345659329648e+00 9.409630199623506996e+00 -8.686324835840110836e+00 9.726698997247261502e+00 -6.351123581416554309e+00 1.501782909632205687e+01 1.517669351663929866e+01 1.591401285654563580e+01 1.259159424448627007e+01
1.067360873163641877e+01 -2.463845842536467323e+00 8.191049890427485991e+00 -5.837773300662654208e+00 9.972746331849361212e+00 -3.523039219045704940e+00 1.513999910543556737e+01 1.504249795104291110e+01 1.604990247245152091e+01 1.249945703795398089e+01
1.098291853270585960e+01 -2.959056231905510259e+00 8.029816130308812916e+00 -5.616287002020984964e+00 9.903953874782398970e+00 -4.063637128522778141e+00 1.510673754609155850e+01 1.529359468799004240e+01 1.606954693351787355e+01 1.225446183627638241e+01
1.340518492994422850e+01 -5.105441314068491110e+00 8.188380911880592805e+00 -7.689888361476578282e+00 9.493738245767112005e+00 -5.371316090334302018e+00 1.505797391508766125e+01 1.502216903554697502e+01 1.602836274298735120e+01 1.284065095193981776e+01
1.238267589228246379e+01 -3.949041957555518678e+00 7.701011781400030287e+00 -6.126482847269509868e+00 8.635510055864816792e+00 -3.954246220145428481e+00 1.509733445859309597e+01 1.509520066834931384e+01 1.590226341371218410e+01 1.292122774912409255e+01
1.449516581821738903e+01 -6.566493577549441518e+00 8.910304732563027130e+00 -8.604226201081541348e+00 9.558446144364854291e+00 -6.528583718915039746e+00 1.542503287744834317e+01 1.532057727566483507e+01 1.600803023878539477e+01 1.269639908635348391e+01
1.170735224356102222e+01 -2.515398222372684955e+00 6.919254988534724760e+00 -5.641326194731311361e+00 9.655403352750578705e+00 -4.711902359666431117e+00 1.493367603080168493e+01 1.514095573577458786e+01 1.599168083457211864e+01 1.216429972845283558e+01
1.235246023464113918e+01 -5.531583253580230064e+00 9.570928927406544773e+00 -7.569358855054057145e+00 9.922944043846538165e+00 -4.903786111599791830e+00 1.526571440181769646e+01 1.519445934448017788e+01 1.594389347118483791e+01 1.254731037254644477e+01
1.180322458832469756e+01 -3.677187357335188977e+00 7.917319160856713722e+00 -6.012680118583153543e+00 9.302412970926607017e+00 -4.112173146017351399e+00 1.505660461344520229e+01 1.518066464975361285e+01 1.599524639866564968e+01 1.260624226383915314e+01
1.360426954339563999e+01 -6.841190408949479718e+00 9.535882979935330184e+00 -8.523421022098286670e+00 9.723502842057019535e+00 -5.465631718294766017e+00 1.507625994317325180e+01 1.509670925123730001e+01 1.605752566149750393e+01 1.298635994774143043e+01
1.395032784276354931e+01 -5.351765737406244838e+00 7.968765852174350073e+00 -7.900123750322956440e+00 9.993249652172391251e+00 -6.537980150915621458e+00 1.516122529477390835e+01 1.533561507865318063e+01 1.620542724731809159e+01 1.249112418556652315e+01
1.459832227317887288e+01 -6.769265063237392965e+00 8.415988631475606496e+00 -8.626371615780364266e+00 9.846737306600942929e+00 -6.857048583074591974e+00 1.493282128640724693e+01 1.520473285197654612e+01 1.611767097496332113e+01 1.263739167189390500e+01
1.015263472835726866e+01 -2.694776871944526420e+00 8.437253681396303051e+00 -5.181233127067651267e+00 9.944948831049106985e+00 -3.309980617320372964e+00 1.512197877275360725e+01 1.530811546255752376e+01 1.605932393503088207e+01 1.226619225858270212e+01
1.051511601566435772e+01 -3.571629321016335012e+00 8.971753867170729535e+00 -5.703181785299561213e+00 9.784276043214003238e+00 -3.475726176312367244e+00 1.514695852332428672e+01 1.523428557320025334e+01 1.590662059046000465e+01 1.230048055488412828e+01
1.593904679475593689e+01 -6.427732548186693151e+00 7.275809584351133452e+00 -9.271830490843120387e+00 9.841700944065223666e+00 -8.138447759676367355e+00 1.493410944865043710e+01 1.507819311971091913e+01 1.613414827800033180e+01 1.259375727521117838e+01
1.249544961857805703e+01 -4.128737865122062090e+00 7.853592171169708536e+00 -6.630884539365328401e+00 9.707043137448152947e+00 -5.200251546749131037e+00 1.507893677046093472e+01 1.525308737355473454e+01 1.604354796682440920e+01 1.237128520358819905e+01
1.167926607187822263e+01 -5.083808865254249021e+00 9.173606855320230125e+00 -6.402432143330146097e+00 9.431696119614109364e+00 -4.002183543965340817e+00 1.511809661325777121e+01 1.533186525990097593e+01 1.598528044160148553e+01 1.263142456894799004e+01
1.214918341419570069e+01 -4.987669706573408135e+00 8.801154105476896916e+00 -7.038423400392330720e+00 9.782189092993537116e+00 -4.496462840335292199e+00 1.493006747518587751e+01 1.509858965914845541e+01 1.607080902406010736e+01 1.272946996713961099e+01
1.590273316224373801e+01 -7.388404473193538102e+00 8.269996684442926238e+00 -9.698767975157183585e+00 9.934445251991633086e+00 -8.193805703839180055e+00 1.506229187174289841e+01 1.513669453673138676e+01 1.602192848069589814e+01 1.251128041096816368e+01
1.046008067774642569e+01 -3.161178074569043872e+00 8.309469040793775463e+00 -5.067587478782357380e+00 9.255474571694829677e+00 -2.846140478773694582e+00 1.499952562676892143e+01 1.523316787815279127e+01 1.600508344045300646e+01 1.263309531583362499e+01
1.230097953958148516e+01 -3.955197571731787320e+00 7.958923296387109048e+00 -6.751863056894666926e+00 9.994487245855619761e+00 -5.262981266411742354e+00 1.505988261085780877e+01 1.519086557897914425e+01 1.604128019412006978e+01 1.227328474708480499e+01
1.226912030115745189e+01 -4.444237067328070445e+00 8.422621134235338758e+00 -6.459457445868419079e+00 9.132611429858798147e+00 -4.358968513975700176e+00 1.526585719741650671e+01 1.526606532306187880e+01 1.593053149914006106e+01 1.266724411321921551e+01
1.543354499577056060e+01 -7.490493006684040722e+00 8.796073225305175214e+00 -9.440377202272928869e+00 9.765773226623675640e+00 -7.699928693949063430e+00 1.519664154817194479e+01 1.519569674413187244e+01 1.591040437991805057e+01 1.247444382358119341e+01
1.682404082694206338e+01 -6.661146618095630245e+00 6.682326331999625779e+00 -9.321586385901760252e+00 9.186328349592940867e+00 -8.513701781810965485e+00 1.496100523149119255e+01 1.507358762754459391e+01 1.602307595010677588e+01 1.269258867993624307e+01
1.093666888685698524e+01 -3.392704183958445974e+00 8.109534509523026458e+00 -5.170101588988046615e+00 8.927931946294663135e+00 -3.091981854848815381e+00 1.502651454487079619e+01 1.522270624538541739e+01 1.591321052208895992e+01 1.264900498768781034e+01
1.195019450195842303e+01 -4.142315272907421964e+00 8.668189409725869154e+00 -6.741168239156003494e+00 9.877606335890206424e+00 -4.716468686463196391e+00 1.530161089399770802e+01 1.525871395501330419e+01 1.600548765749180546e+01 1.240738428397098936e+01
1.700844634368984742e+01 -6.954364151716352360e+00 6.930182974431684073e+00 -9.246406542722732880e+00 8.785832090087293267e+00 -8.228814130529327642e+00 1.520998438766168981e+01 1.523946505284378894e+01 1.605566357864488936e+01 1.293179814790396165e+01
