m0 c1 c2 c3 c4 c5 m_100 m_200 m_300 m_400
1.024655600820169354e+01 -2.572524805295779871e+00 8.449782574740694940e+00 -5.394485089534507338e+00 9.980687805793891698e+00 -3.293548083481426580e+00 1.517825401232928861e+01 1.523682964149770136e+01 1.607266087084473938e+01 1.236954253588660180e+01
1.004394421982912533e+01 -1.879776193297900022e+00 7.594000301655214002e+00 -4.780778996550944626e+00 9.956817058788377750e+00 -3.419990631892876110e+00 1.490762958082865808e+01 1.519102861102877355e+01 1.603359682022555788e+01 1.209979145605212025e+01
1.481630229266674625e+01 -6.708166197224011640e+00 8.295431288130089342e+00 -8.248987790556698840e+00 8.743073694579365451e+00 -6.207008447264354523e+00 1.515405382462573058e+01 1.515381135122765244e+01 1.583951460020319146e+01 1.288576058064356999e+01
1.614454286366356328e+01 -7.122374348638938812e+00 7.749499209970224456e+00 -9.479247890924506592e+00 9.527568459595805450e+00 -7.807674221637141088e+00 1.502732993450717025e+01 1.512380387226605372e+01 1.615672128846657074e+01 1.291645419657478300e+01
1.029006413365338801e+01 -2.766927560601725844e+00 8.510166049420572421e+00 -5.280153951704010140e+00 9.280638039903347902e+00 -2.656589259035113670e+00 1.514591426151847564e+01 1.506658513814114642e+01 1.587781202197401775e+01 1.264148646132041520e+01
1.063636330614184544e+01 -1.189820320382089847e+00 6.299733238264138890e+00 -3.861629082444269834e+00 8.428279771922827734e+00 -2.518632220379131148e+00 1.498490175911801714e+01 1.520584119604906803e+01 1.603417745321953447e+01 1.277671108492669383e+01
1.366861567436431635e+01 -7.128960809567430168e+00 9.925558257530337158e+00 -8.741683762825434911e+00 9.743583665428456442e+00 -5.626290984375684978e+00 1.522428961736830288e+01 1.513063392376488991e+01 1.596166477474803891e+01 1.287692016293494746e+01
1.519028182645970126e+01 -6.635437099412982320e+00 8.277657795977010124e+00 -9.312659809613412776e+00 9.887822114458082012e+00 -7.239824395455975115e+00 1.505267390535074767e+01 1.501773008652891761e+01 1.608506089072130152e+01 1.277712377882051342e+01
1.061639619826397762e+01 -3.679516473727054482e+00 8.855014229052770247e+00 -5.672121969267453601e+00 9.414083876404447437e+00 -2.980039899154842686e+00 1.504030744799615604e+01 1.512376940730015207e+01 1.594019875165781208e+01 1.267578455214231248e+01
1.045617789289272359e+01 -4.461056639541798319e+00 9.791833617559039027e+00 -6.100538275795596377e+00 9.896512661555323831e+00 -3.344498543362277587e+00 1.514427370020052344e+01 1.524085825292180019e+01 1.589960885478667585e+01 1.239588055552441759e+01
1.228154857501825603e+01 -4.446979072249435561e+00 8.668762225559127899e+00 -7.062141777060702452e+00 9.917406361165113537e+00 -4.919886808675119738e+00 1.525719613246763018e+01 1.522482044535934342e+01 1.605527514936902733e+01 1.251592528583203290e+01
1.249526174831179048e+01 -3.950561379758351421e+00 7.728960545786961234e+00 -6.787730391191526103e+00 9.704020739865217848e+00 -5.067413057816413158e+00 1.496812162332427576e+01 1.506071887233516016e+01 1.601088880295915118e+01 1.247955110693045100e+01
1.495323119742950269e+01 -7.219219643787761598e+00 9.001648274659686422e+00 -9.448101868471013631e+00 9.613980951316261070e+00 -6.679036710715941183e+00 1.507255139899595520e+01 1.491515474412364917e+01 1.592365047985022386e+01 1.292428465429076923e+01
1.584630580373354647e+01 -7.318095491902298022e+00 8.449816514287697089e+00 -9.653990855761554357e+00 9.795027987974371797e+00 -8.055161866782452051e+00 1.523815971064290054e+01 1.517782838137647694e+01 1.596245132172398762e+01 1.251701717243378909e+01
1.055475715082934407e+01 -2.372797377038239119e+00 7.994958169492520028e+00 -5.435397897433427161e+00 9.800124997406960858e+00 -3.325464500277321100e+00 1.510316560798814933e+01 1.514144690113374381e+01 1.609679102898687475e+01 1.252578779432739786e+01
1.116013392396384774e+01 -4.100845189027135795e+00 8.893416498929660463e+00 -6.116322207001896771e+00 9.980787408027715912e+00 -4.236978330643216495e+00 1.516020925496773586e+01 1.536319335658809493e+01 1.601936389250555237e+01 1.224647621890826521e+01
1.372725491293419253e+01 -4.531073772272801392e+00 7.559942470780988799e+00 -7.859047045420851418e+00 9.942614141853567844e+00 -6.458923420751260025e+00 1.504604357331842301e+01 1.499671069354480402e+01 1.595837225487933253e+01 1.231768881786999081e+01
1.085696017458592699e+01 -2.941753362927178372e+00 7.890797279732751690e+00 -4.907318291561564294e+00 8.879683252268289806e+00 -3.021178752936171108e+00 1.515522702927924570e+01 1.531445739697576869e+01 1.596299024081554485e+01 1.264412024311732452e+01
1.143962314758285004e+01 -4.116374970669387068e+00 9.213452929716442696e+00 -6.883636442030918623e+00 9.882582050452452194e+00 -3.827807786496149944e+00 1.527617083576548396e+01 1.506318917644488309e+01 1.602656233016280041e+01 1.277527681096811918e+01
1.632739847406071476e+01 -6.989138119013795780e+00 7.356062353448070468e+00 -9.598128347409664585e+00 9.832434529378456745e+00 -8.455398928053531549e+00 1.485951946931740153e+01 1.506442968473715283e+01 1.612770766585311577e+01 1.261608100583369740e+01
1.053000107843070232e+01 -1.878548672947328413e+00 7.400541851140395977e+00 -4.872629017924604788e+00 9.712790449120213054e+00 -3.511651448320255220e+00 1.511121899355597975e+01 1.530764853035091022e+01 1.613815400196747518e+01 1.233159861154909720e+01
1.177258812202858884e+01 -4.734446040154693058e+00 8.777760910376780856e+00 -6.214621872845742523e+00 9.015994965197506872e+00 -3.829533287919222317e+00 1.508704360813108991e+01 1.519141617116308751e+01 1.583184084562980587e+01 1.266639848280296654e+01
1.281684286077598500e+01 -4.756498753268188828e+00 8.403206539383109686e+00 -7.241787402759854331e+00 9.835124897647901321e+00 -5.480625261391061542e+00 1.521287614915689268e+01 1.525171857852397217e+01 1.601984482101902785e+01 1.241320860740436771e+01
1.584047023288738032e+01 -5.632411802445751903e+00 6.342545921320365210e+00 -8.358752193148397680e+00 9.623361108542130893e+00 -8.079151254107925340e+00 1.490957526381131437e+01 1.530987189359668577e+01 1.628953872476035158e+01 1.253551830205092976e+01
1.103854479007182299e+01 -3.619920588743752887e+00 8.413348593552903765e+00 -5.639799874023253778e+00 9.164930292064788375e+00 -3.136172616548122960e+00 1.504108772876791988e+01 1.514617221764379273e+01 1.597898792739820450e+01 1.279016898876861141e+01
1.414629764396671696e+01 -6.828174973977636952e+00 9.178449251403726805e+00 -8.887297908656135448e+00 9.968920838502345561e+00 -6.595953952630446260e+00 1.506870305578648939e+01 1.505570845721594608e+01 1.589046537350922250e+01 1.249370760789971158e+01
1.386119194069551774e+01 -6.009399466839465020e+00 8.294756734760234451e+00 -7.766044510481748375e+00 9.517963781485999419e+00 -6.111430822606278568e+00 1.502094401240788279e+01 1.525873255592430411e+01 1.601785630746138267e+01 1.256180863105545598e+01
1.525356798142073700e+01 -7.833167220969064815e+00 9.253652795615494142e+00 -9.569518367863128816e+00 9.944970648521767487e+00 -7.757512527492765209e+00 1.521168564575450688e+01 1.521863429709520865e+01 1.585449024464779022e+01 1.233306264545777253e+01
1.237478023958739826e+01 -3.592319457209881328e+00 7.164300627283285650e+00 -5.783363348417170258e+00 8.536582297492387283e+00 -4.002630500705173233e+00 1.496327736424490418e+01 1.508661906588290336e+01 1.590553282199905816e+01 1.284553861659522411e+01
1.599745441553076830e+01 -6.622376656325061894e+00 7.771686973122868380e+00 -9.605091378453494144e+00 9.964259638041951916e+00 -8.246837084786937666e+00 1.518358631178493745e+01 1.513742918261599257e+01 1.611218760400458905e+01 1.257845262414146603e+01
1.070822967868231146e+01 -2.866211960397521352e+00 8.199410924708029569e+00 -5.586435799391694879e+00 9.847131518922992655e+00 -3.557927719542144374e+00 1.507398990778878378e+01 1.519816241002198254e+01 1.608685322093703718e+01 1.245697298497761452e+01
1.522083299058384753e+01 -7.280539630415987062e+00 8.637006667163145579e+00 -9.270106987385290154e+00 9.960786357735248231e+00 -7.661315244760436016e+00 1.508230136443238045e+01 1.520869751417682991e+01 1.600020490604881118e+01 1.243997364007500295e+01
1.410776415407697826e+01 -6.687878900764594903e+00 9.321883602865163709e+00 -8.714959281653840151e+00 9.577401466247533079e+00 -5.843198169158565491e+00 1.531860242458486177e+01 1.515990384897131094e+01 1.604248091161858980e+01 1.299542537103908479e+01
1.533572284371006234e+01 -6.893133717428946206e+00 8.071541946587529992e+00 -8.871059426319531482e+00 9.406685480015820389e+00 -7.070623529502039872e+00 1.504030723442567563e+01 1.517595518699499557e+01 1.608907746049484544e+01 1.285732946683307709e+01
1.225010404356051907e+01 -3.731143397025866726e+00 7.645530984924345574e+00 -6.459248847455702602e+00 9.963254362118302510e+00 -5.464402024210186504e+00 1.500252552559413743e+01 1.522664164528663022e+01 1.597455941856198081e+01 1.203823950630003914e+01
1.056721383536951642e+01 -3.600013727277255882e+00 9.220910817534029746e+00 -6.135400902726203753e+00 9.902811278653281590e+00 -3.216157231631462388e+00 1.518776868447415396e+01 1.510846828449178147e+01 1.600594042660636518e+01 1.262830643893470395e+01
1.219230637888169788e+01 -4.553932240472759574e+00 8.703355159342333280e+00 -7.114249760125416877e+00 9.663196627303957342e+00 -4.217565840720160608e+00 1.507946993995703622e+01 1.503084021332945319e+01 1.610969083216650333e+01 1.296811442541007153e+01
1.390722682512249264e+01 -6.761051689469555370e+00 9.551434519039574411e+00 -8.900004852029585578e+00 9.993184246185055741e+00 -6.161876853884719729e+00 1.524372854000396948e+01 1.511270429193515952e+01 1.598245561984268548e+01 1.270587670008976389e+01
1.140611898611619779e+01 -2.885476613790091349e+00 7.496113498866399993e+00 -5.652409688370764407e+00 9.590377010162921323e+00 -4.249376011940329434e+00 1.497445275919148067e+01 1.515159235740592081e+01 1.597319327696541791e+01 1.229093653223939242e+01
1.026960170102259617e+01 -3.763536680378361865e+00 9.100613452650254231e+00 -5.448778833210966788e+00 9.757649524543268171e+00 -3.179639677539012332e+00 1.506789500369161061e+01 1.531928081344264747e+01 1.598367583725146091e+01 1.237069975759957607e+01
1.340501930322528779e+01 -6.869473155838283773e+00 9.535813331224474609e+00 -8.127898204099350821e+00 9.508270707164289348e+00 -5.316086777286738396e+00 1.507221520919002700e+01 1.517880574960651074e+01 1.597331997502771195e+01 1.285962769087980639e+01
1.094872111270770887e+01 -3.325299195829401810e+00 8.051533752612172634e+00 -5.198157178632406783e+00 9.044266987651198519e+00 -3.116031282166397354e+00 1.501990970120039037e+01 1.524795195072278275e+01 1.600289375189927199e+01 1.270314992607844928e+01
1.246877012876578661e+01 -3.921286735195733897e+00 7.737047995977505366e+00 -6.680914118624688314e+00 9.683186767613378265e+00 -5.089366044144297163e+00 1.502919732053147683e+01 1.513430324761207402e+01 1.601645512543650796e+01 1.243302573262969801e+01
1.045617789289272359e+01 -4.461056639541798319e+00 9.791833617559039027e+00 -6.100538275795596377e+00 9.896512661555323831e+00 -3.344498543362277587e+00 1.514427370020052344e+01 1.524085825292180019e+01 1.589960885478667585e+01 1.239588055552441759e+01
1.557626943185818114e+01 -6.810944931584696604e+00 8.010558293234236515e+00 -9.323752079603309539e+00 9.811177985162810700e+00 -7.786177353451460448e+00 1.504194123687429752e+01 1.508644113553076593e+01 1.601819904218479707e+01 1.256574415264819322e+01
1.245883869110431164e+01 -4.162387498652581286e+00 7.721616608921411995e+00 -6.379981495585393070e+00 9.379594935703412517e+00 -5.029244313068965688e+00 1.499970555862081412e+01 1.520731422091952112e+01 1.591715559277374936e+01 1.233955276620491048e+01
1.356111272242832300e+01 -4.656981259022854758e+00 7.235924385722384500e+00 -7.097813116730364413e+00 9.762967505488241216e+00 -6.372123227706690152e+00 1.491787999834600598e+01 1.528102173929993590e+01 1.608169233817328703e+01 1.222876568384590001e+01
1.501886313981696475e+01 -6.541998453540411873e+00 8.419149634578179331e+00 -9.023691640811177805e+00 9.800789545017277504e+00 -7.318470901236171500e+00 1.524203625369595727e+01 1.517031268360879714e+01 1.597436301930867231e+01 1.251498143112828210e+01
1.277737120794559367e+01 -3.457671413376584901e+00 7.107301212986950389e+00 -6.351597852119478915e+00 9.029415820350394029e+00 -4.825381881398093320e+00 1.510344325892448047e+01 1.509219761994001452e+01 1.595106349987677063e+01 1.264680663159522567e+01
1.215289098063671069e+01 -4.273816914089380248e+00 8.111041495519781819e+00 -6.283265173964004191e+00 9.393318153201576592e+00 -4.569499149472378896e+00 1.508122333521120950e+01 1.528974392804585491e+01 1.601390710987507404e+01 1.251905164158927164e+01
1.321537802275640239e+01 -5.308890773460397838e+00 8.154002980263349798e+00 -7.153664301195292730e+00 9.311644623024186274e+00 -5.445398233556706380e+00 1.501016040421353637e+01 1.519972973591842269e+01 1.592985278843858055e+01 1.253843641746069082e+01
1.152039253935272001e+01 -2.891952051533391632e+00 7.597733109958756614e+00 -5.785482308571531007e+00 9.751776513748890096e+00 -4.272313444398844418e+00 1.512729398354820454e+01 1.528834184846498978e+01 1.616792223686077534e+01 1.246328369929925906e+01
1.038741806764554099e+01 -1.862764107991770501e+00 7.107533326783809002e+00 -4.232238040241878885e+00 8.913840490265528160e+00 -2.772335096243203623e+00 1.497370498700033536e+01 1.524534199452637040e+01 1.599397678830009006e+01 1.252716206601522408e+01
1.102954511029761520e+01 -3.514974611074927147e+00 8.488251282086348937e+00 -5.655099293611219657e+00 9.120861394307087977e+00 -3.080525355677469435e+00 1.515601823200931797e+01 1.516230868916589714e+01 1.596169437372794775e+01 1.280888418011305774e+01
1.330889977823896686e+01 -5.537086134062782605e+00 8.739651359557246479e+00 -7.697501438021546960e+00 9.497169241303836884e+00 -5.331537218148917567e+00 1.524744206739326025e+01 1.520168095055500324e+01 1.602482932943400229e+01 1.279117461932502664e+01
1.656609688520052259e+01 -7.964181089548638681e+00 8.234675022191627392e+00 -9.964647815813803433e+00 9.704717439626413977e+00 -8.593014805825154312e+00 1.514431839523989609e+01 1.524146781799256445e+01 1.604099098853581395e+01 1.259952960704810643e+01
1.226755716748739289e+01 -5.680353557372313844e+00 9.766485254062022392e+00 -7.645347171160594257e+00 9.928027829599169962e+00 -4.705895097630402368e+00 1.524293105349009991e+01 1.516191010618823221e+01 1.596282489560604034e+01 1.265522041868430136e+01
1.347182518477116986e+01 -5.347716251016712441e+00 7.797505980941743076e+00 -7.067280755205418430e+00 9.431628848852135150e+00 -5.909915245362901359e+00 1.495003377483860518e+01 1.533098819702259519e+01 1.602825670132833835e+01 1.241085807255123541e+01
1.591505746129080734e+01 -7.068269306103324823e+00 7.904354138788253437e+00 -9.170429696571519074e+00 9.115485171902278694e+00 -7.371295248019080759e+00 1.512190185529773601e+01 1.511349957128991939e+01 1.598869591668815815e+01 1.291693905036808410e+01
1.559197517734528482e+01 -8.085434477065035708e+00 8.893385378031794630e+00 -9.552715269256607300e+00 9.643809932422740872e+00 -7.507263484031728495e+00 1.500903153825910508e+01 1.517239501397261847e+01 1.600215270730492279e+01 1.273724289340601068e+01
1.301551641777646395e+01 -4.766881499442088277e+00 8.169362135319111928e+00 -7.613884323932836651e+00 9.761827135842018777e+00 -5.295033797199623748e+00 1.493786161870942308e+01 1.491571599533927106e+01 1.600033659780200068e+01 1.270005718685573548e+01
1.255797581375467331e+01 -4.817603603587492955e+00 8.503579629505658488e+00 -7.192282648109515009e+00 9.803783957612605349e+00 -5.183692502283462566e+00 1.504640346857574151e+01 1.511614223851776373e+01 1.595266701474163007e+01 1.244005936436423454e+01
1.405080448816115890e+01 -5.648632175181337089e+00 8.344995859516036063e+00 -8.323767152570136219e+00 9.579545112051178535e+00 -5.996284347851992713e+00 1.515094951460248929e+01 1.502285292021038643e+01 1.601142105951848649e+01 1.282911819680127685e+01
1.114353563374655387e+01 -2.623763196563379196e+00 7.796887574282923339e+00 -5.836737831494575701e+00 9.979978098295216427e+00 -4.169557313788688546e+00 1.511319350284516538e+01 1.516963591087807828e+01 1.608043554825560761e+01 1.232295987480618571e+01
1.190540594101050509e+01 -3.546927541150003194e+00 7.848018590911674863e+00 -6.286040787174901112e+00 9.649517483342656021e+00 -4.498594759372664065e+00 1.504537307290584280e+01 1.514331421297096725e+01 1.603642232461655226e+01 1.249481002607360125e+01
1.419230813217423126e+01 -7.037432232172472268e+00 9.499343803303965217e+00 -9.165202565429387604e+00 9.796709011550067459e+00 -6.133120695528834432e+00 1.512196473489542115e+01 1.494831269953482256e+01 1.591753261763496674e+01 1.286398391323643153e+01
1.125518554484628275e+01 -4.341659683419689664e+00 9.568093703557181584e+00 -6.803760448090931057e+00 9.854007957400167328e+00 -3.670137812066062821e+00 1.535606363294533416e+01 1.514724634689569704e+01 1.600312226976245000e+01 1.274585228794276937e+01
1.644824645973452348e+01 -6.767106886705029467e+00 7.105456945684405667e+00 -8.967588571448015244e+00 8.604064554990500824e+00 -7.591158876580008652e+00 1.509023154466255079e+01 1.506578436399991894e+01 1.589536626234913541e+01 1.293874977978938823e+01
1.152039253935272001e+01 -2.891952051533391632e+00 7.597733109958756614e+00 -5.785482308571531007e+00 9.751776513748890096e+00 -4.272313444398844418e+00 1.512729398354820454e+01 1.528834184846498978e+01 1.616792223686077534e+01 1.246328369929925906e+01
1.550966516258286632e+01 -7.117545993889912381e+00 8.178018333902453918e+00 -8.821107675441956175e+00 8.862589648044906454e+00 -6.725852730695002890e+00 1.514510497702028680e+01 1.515070840098674587e+01 1.597025229269332769e+01 1.305389957883997809e+01
1.146624132369299609e+01 -2.269562264852943656e+00 7.193711594926313069e+00 -5.489472206661676346e+00 9.026937229004229124e+00 -3.518061939393105853e+00 1.513644159061885475e+01 1.503182018822814925e+01 1.597818336158482744e+01 1.275952786496787894e+01
1.220060002014538902e+01 -4.097971150377283323e+00 8.501658252202808796e+00 -7.019086989967408208e+00 9.771556515001456944e+00 -4.707161459570285977e+00 1.522956619268220635e+01 1.507313292229783031e+01 1.596487730731389831e+01 1.256332723011042063e+01
1.115946781118338293e+01 -3.600343363916344686e+00 8.470878693786531244e+00 -6.170914318615227323e+00 9.894235568533801484e+00 -3.769250309693248369e+00 1.500094572099704138e+01 1.513019231463449721e+01 1.613110133537741930e+01 1.264912747252541791e+01
1.030786968042411189e+01 -1.795051309442468934e+00 7.206503270923732885e+00 -4.760961407583450544e+00 9.527499066308237730e+00 -3.193987472541914840e+00 1.479187502190542958e+01 1.502140077343641522e+01 1.596580129702311268e+01 1.232773128866778123e+01
1.196612387094531371e+01 -5.345187496924316051e+00 9.494398517289720729e+00 -7.191832750815885689e+00 9.876440074183395978e+00 -4.449694285788000414e+00 1.514363440293451291e+01 1.519770552987004741e+01 1.600716831465398826e+01 1.263716470625895738e+01
1.185836467822775830e+01 -4.690576700537512522e+00 8.784074808450561989e+00 -6.631937892681017743e+00 9.839620664056624832e+00 -4.638264786348953450e+00 1.505510862290349294e+01 1.525974768187646546e+01 1.599894952812186588e+01 1.238660505490991781e+01
1.350893769012478529e+01 -5.483592032629366564e+00 8.372802258371685014e+00 -7.854739337107083941e+00 9.575637212477467131e+00 -5.648582550400309543e+00 1.502480451366782077e+01 1.503390118585036461e+01 1.596661453007362041e+01 1.269642321355015113e+01
1.484000565100887314e+01 -5.678326146041736244e+00 7.749458970939436142e+00 -8.453922159567007100e+00 9.229930007932587444e+00 -6.611064581666422413e+00 1.519351563225053070e+01 1.502141531537474606e+01 1.591825403148228268e+01 1.276724650290033480e+01
1.152966322481017691e+01 -4.313265920274071519e+00 8.845288724103760103e+00 -6.619863506016549159e+00 9.611903138647161171e+00 -3.778255453871670611e+00 1.500253075221632670e+01 1.500958413876547404e+01 1.598395200955524942e+01 1.278223596243699944e+01
1.481796414680933793e+01 -6.773433313652560628e+00 8.585374742344235699e+00 -8.617817994503576884e+00 9.019488400872003098e+00 -6.003357964938935254e+00 1.522203681394571895e+01 1.514888474216806813e+01 1.605591912244041453e+01 1.321201025730691825e+01
1.173246367161985404e+01 -4.620663535802157718e+00 8.912054112232958403e+00 -6.529649583465631402e+00 9.759390907690587369e+00 -4.375802003656190209e+00 1.515369017501936710e+01 1.531007874196559371e+01 1.603214826598471632e+01 1.248979341613361171e+01
1.292885246082997242e+01 -6.064780737011380651e+00 9.285957044470723787e+00 -7.582508494766037721e+00 9.502008406399550466e+00 -5.171838110976739067e+00 1.516581323158718853e+01 1.522111005122411242e+01 1.588430260476857647e+01 1.259521599977615836e+01
1.075310188469687667e+01 -3.037947357967533790e+00 8.569897506483069805e+00 -6.066689160676379089e+00 9.968768075942961104e+00 -3.588681661027375291e+00 1.511001759601175465e+01 1.503386507473161693e+01 1.599165248604735190e+01 1.248393044935327723e+01
1.261578654713232339e+01 -5.252925443416972762e+00 8.772076187891247656e+00 -7.185267156998962790e+00 9.823201740046226149e+00 -5.527827455833651982e+00 1.511173474516918347e+01 1.525010933218103126e+01 1.585692330956290164e+01 1.216929876118706844e+01
1.066365234434744558e+01 -3.389707023696369781e+00 8.665854355503981310e+00 -5.615499731989743282e+00 9.522317080170189740e+00 -3.258132546546226749e+00 1.512008360140941576e+01 1.518014898105328925e+01 1.593897899466736234e+01 1.251625363769598209e+01
1.190090350632264382e+01 -5.053428891408511703e+00 9.491872469726807537e+00 -7.247871819389063219e+00 9.969096379640326688e+00 -4.453755090420951746e+00 1.523135367287596154e+01 1.517004852482375910e+01 1.600105112172017030e+01 1.261656817611588544e+01
1.078730903753518433e+01 -3.351301451988079272e+00 8.777582015954529027e+00 -5.891450476052629170e+00 9.791933627772436921e+00 -3.390910355478460758e+00 1.524640312856316271e+01 1.524637999081161865e+01 1.609989317850142498e+01 1.263457141815819895e+01
1.398221723903834857e+01 -6.645577027087288258e+00 9.276638406729830422e+00 -8.708935253713320890e+00 9.973794103787220422e+00 -6.244787045494270217e+00 1.522630611483769947e+01 1.520473844289657706e+01 1.606775108559755694e+01 1.270904069311495199e+01
1.577032314196805629e+01 -7.258603412007783362e+00 8.167365289508616399e+00 -9.433707071838714597e+00 9.640031943971408168e+00 -7.931563828825593632e+00 1.502981508001124134e+01 1.508158287596720371e+01 1.590248276504700442e+01 1.249731707178398921e+01
1.402253983029108397e+01 -4.692035080767333000e+00 7.315003177025854342e+00 -7.506482650403434320e+00 9.052601893032377944e+00 -5.779518377056417577e+00 1.509969979189208189e+01 1.502634082780400426e+01 1.595462898056547196e+01 1.279749843848076729e+01
1.528326558871171592e+01 -6.166787083204990694e+00 7.451919128299003603e+00 -8.690969555902684718e+00 9.854309801214554909e+00 -7.788793112150960596e+00 1.497060991317171208e+01 1.520037208409499030e+01 1.608209483648933968e+01 1.237593329205410875e+01
1.324789348530366162e+01 -4.281386013677050961e+00 7.537244812461000976e+00 -7.132631128238379858e+00 9.535814295979939459e+00 -5.643748384109276373e+00 1.509002269808379459e+01 1.512737528653489072e+01 1.600693514603368683e+01 1.250490716459613871e+01
1.065057738779617402e+01 -1.929633051940298216e+00 6.649463993798534034e+00 -3.912392243271296977e+00 8.435558778641023991e+00 -2.522608209269363577e+00 1.487027901593448931e+01 1.528516862634919704e+01 1.606158190278491560e+01 1.278813104991858296e+01
1.262455763525084862e+01 -3.936085115824047520e+00 7.877610720355207263e+00 -6.962824697852003197e+00 9.832297038207151729e+00 -5.222892850712167245e+00 1.516428100210272767e+01 1.516380209639048360e+01 1.608823609179669134e+01 1.250913048176779796e+01
1.613171658582817258e+01 -6.496123355504991537e+00 7.169201980041005839e+00 -9.100059868950097552e+00 9.078132238275376409e+00 -7.446820387945860986e+00 1.498722016155714698e+01 1.499919081821307465e+01 1.607173919438352883e+01 1.303696598685372621e+01
1.100932782259693710e+01 -3.786638748032560287e+00 8.648763308920852211e+00 -5.942820370572714950e+00 9.780068194492649525e+00 -3.994532166813236529e+00 1.503608892882505899e+01 1.519109181184942692e+01 1.589050410210763431e+01 1.223724239762164601e+01
1.061590077480431482e+01 -2.154658015157462359e+00 7.710803217514218488e+00 -5.134909947512539929e+00 9.385012139895628991e+00 -3.078149394460465871e+00 1.514128565206478783e+01 1.514194352144365219e+01 1.603904826274663975e+01 1.262005097183514479e+01
1.020421970549947233e+01 -2.512795847965120899e+00 7.787227330928764957e+00 -4.619902478935661527e+00 9.236497531595620814e+00 -2.854803285127339052e+00 1.488355682442283445e+01 1.518330274921942191e+01 1.593305099494291888e+01 1.241206488349590131e+01
1.574627783924057844e+01 -8.167679321303152662e+00 8.806204754185294803e+00 -9.876030404617047509e+00 9.850770179246776337e+00 -7.731683459561026872e+00 1.485568495722032623e+01 1.503452998401023777e+01 1.601848520575758528e+01 1.274790129007369544e+01
1.547725774743003768e+01 -6.103658064841678055e+00 7.488101217354948602e+00 -8.910071701863483185e+00 9.880380590061520252e+00 -7.916761523846505000e+00 1.510828837391710877e+01 1.520424531829446835e+01 1.609724686306943653e+01 1.242854064498257571e+01
1.587687639016366603e+01 -7.209891892229755683e+00 7.863838843808046875e+00 -8.699258010107179473e+00 8.816634282418736035e+00 -7.147305677572156846e+00 1.520513035201497409e+01 1.535180135003252033e+01 1.606624413809795016e+01 1.298475388281783793e+01
1.489154034659255288e+01 -5.474252353703555229e+00 7.411644626786063839e+00 -8.312296225379387948e+00 9.558547417416210834e+00 -7.240970118470704264e+00 1.515438937863417834e+01 1.515136766254500600e+01 1.595879844215552268e+01 1.240367486251471973e+01
1.722063118450749997e+01 -5.832747208515173476e+00 4.886113073981647403e+00 -7.584680347822744473e+00 7.466222994667791824e+00 -7.629501633428015239e+00 1.489435036755385333e+01 1.530610412136871368e+01 1.605545387334479202e+01 1.314547099098307470e+01
1.493785259634967844e+01 -7.028239785227547998e+00 9.007920537130285510e+00 -9.160317576385820004e+00 9.699863212868041984e+00 -6.934272582006965280e+00 1.536261768230595237e+01 1.523475887369723658e+01 1.601686620846468401e+01 1.274484152050423447e+01
1.470795364278086304e+01 -6.046382229398522767e+00 7.871379757497564356e+00 -8.477333169270144353e+00 9.848870734894759948e+00 -7.354193261200085985e+00 1.502145672103291929e+01 1.516492501538077953e+01 1.595262437723311599e+01 1.226553495549189243e+01
1.109745683973265429e+01 -2.454415372692207775e+00 7.405100891181056966e+00 -5.479926273036046069e+00 9.891116532543858142e+00 -4.285375207718159274e+00 1.498114709725528648e+01 1.519608526408633509e+01 1.604052395748694337e+01 1.215115956905034622e+01
1.023411796163971843e+01 -2.107791871403281725e+00 7.366882801617105514e+00 -4.027013046773394223e+00 8.607637791352914292e+00 -2.350822965972553469e+00 1.501885530332672580e+01 1.529273352685425635e+01 1.594698638656786827e+01 1.264022586268178117e+01
1.029793840895034052e+01 -2.611593637450893013e+00 8.179235060660566603e+00 -5.104701177404824541e+00 9.752360735525684277e+00 -3.300144740966088008e+00 1.508018129088419457e+01 1.526923307164283194e+01 1.603042931373907365e+01 1.231204028088559355e+01
1.090201042275160503e+01 -3.369686987346373286e+00 8.381396170617559704e+00 -5.837844338331806604e+00 9.642393300326283168e+00 -3.523864700606482714e+00 1.496456597169904335e+01 1.506320623255765412e+01 1.596310494724432161e+01 1.252846507177435242e+01
1.125896889527691869e+01 -3.315683277550326657e+00 8.483337769221929392e+00 -6.091208135717591787e+00 9.279966482597650668e+00 -3.406314646617571995e+00 1.525480476449553890e+01 1.503202591310849812e+01 1.588965762480634680e+01 1.275001214524537296e+01
1.573354447387330879e+01 -7.468962239326490504e+00 8.171232351898293444e+00 -8.746716778977308593e+00 8.498642843419869308e+00 -6.781041364395537840e+00 1.514430600440978303e+01 1.516908982060711608e+01 1.583700929581041805e+01 1.301171980149585039e+01
1.374959332660633038e+01 -5.794401394101821090e+00 8.272054403062149674e+00 -7.719876014573063827e+00 9.536843163338705409e+00 -5.894493325957302687e+00 1.505001360218620832e+01 1.524943982407494047e+01 1.608403491282052400e+01 1.268466658770997313e+01
1.230036350628851061e+01 -4.561208728720732353e+00 8.801185256380350097e+00 -7.159135885242955410e+00 9.920901365725882215e+00 -5.098819372856939758e+00 1.527880564143287501e+01 1.518940453194806395e+01 1.592687963010369501e+01 1.234623352244951278e+01
