C sigma mu1 a1 W lam0
1.883809468692011819e+02 1.398102463959252084e+00 1.218419118749476183e+03 2.121228071479758057e+02 1.126031112346299823e+00 1.218419118749476183e+03
1.355315939081902457e+02 9.375901146129147490e-01 1.215158158039528416e+03 2.003400704564266164e+02 1.478179844856970737e+00 1.215158158039528416e+03
2.911561893024623942e+02 1.034533404143655799e+00 1.210507581257963921e+03 7.600988490643003104e+01 2.610622329153666765e-01 1.210507581257963921e+03
1.276228862830214297e+02 1.153157204957742987e+00 1.211732224880758167e+03 1.902717547049000046e+01 1.490890546723304955e-01 1.211732224880758167e+03
2.270234660180723836e+02 2.002800808322773296e+00 1.219942661040170833e+03 3.283971861560884236e+02 1.446534104672448695e+00 1.219942661040170833e+03
2.898447151288659143e+02 1.296692359130417360e+00 1.217044447985716715e+03 9.474390133755576926e+01 3.268781398875336142e-01 1.217044447985716715e+03
1.020331036695389315e+02 2.700128513122354024e-01 1.218524715867864415e+03 1.606833161614533196e+02 1.574815529299868677e+00 1.218524715867864415e+03
1.207379415307860882e+02 2.513214343876294166e+00 1.219328058689220825e+03 7.758219361727025642e+00 6.425668073650911416e-02 1.219328058689220825e+03
2.488507658877677784e+02 1.254244544330757938e+00 1.210931940546287024e+03 2.024192232748500686e+00 8.134161152879133827e-03 1.210931940546287024e+03
2.377833633973091310e+02 2.600957715351365440e+00 1.214749688832625225e+03 8.205482401835739381e+01 3.450822750843718922e-01 1.214749688832625225e+03
1.870822835267294977e+02 2.289251764425564772e+00 1.215405567344731708e+03 2.576463145622379329e+02 1.377181792446031228e+00 1.215405567344731708e+03
2.288050734269149586e+02 8.844964967768907949e-01 1.217839233119091432e+03 5.582862969899804284e+01 2.440008381930869052e-01 1.217839233119091659e+03
1.515974798039492271e+02 1.439697476766047313e+00 1.215256063145850248e+03 2.690010616564297266e+02 1.774442833774747541e+00 1.215256063145850248e+03
2.771963123840201888e+02 4.623726770224552141e-01 1.215059125333041720e+03 3.474469824810525438e+02 1.253432917244977629e+00 1.215059125333041720e+03
2.104601149580561810e+02 2.050655121909640055e+00 1.210902513365824007e+03 1.779247017511807769e+02 8.454081752575324238e-01 1.210902513365824007e+03
1.171942704824468251e+02 8.871992400080236374e-01 1.217001304775164272e+03 3.561437603102169760e+02 3.038917848492939999e+00 1.217001304775164272e+03
2.408010915129206921e+02 1.649413169460679285e+00 1.217355565726446684e+03 2.127344749611983161e+02 8.834448117515431020e-01 1.217355565726446684e+03
1.037361942770819212e+02 2.203068656711842710e+00 1.215399939034476802e+03 1.149350474375618916e+02 1.107955118640342240e+00 1.215399939034476802e+03
2.130352278555978103e+02 6.143433448713853107e-01 1.212714098956450471e+03 1.029102421502845459e+02 4.830667828329333613e-01 1.212714098956450471e+03
1.075151246036833044e+02 1.894122590334656353e+00 1.219142370023197145e+03 1.513406884339385670e+02 1.407622313528471336e+00 1.219142370023197145e+03
2.025880049618868952e+02 1.239725866897683909e-01 1.218336134049475504e+03 2.947789987149234889e+02 1.455066398281480655e+00 1.218336134049475504e+03
2.843344016562404590e+02 2.444317583164747898e-01 1.217637400545094806e+03 1.910861618871244616e+02 6.720472822636042176e-01 1.217637400545094806e+03
1.324102585843556028e+02 1.413226202708528778e-01 1.211028087853563193e+03 8.107854816731384062e+01 6.123282971738970293e-01 1.211028087853563193e+03
1.297525678672485583e+02 2.842826482661288789e+00 1.218376907981750492e+03 3.936241133559903460e+00 3.033651817655832333e-02 1.218376907981750492e+03
1.710915973564152068e+02 1.808465755407623554e+00 1.212186413773608365e+03 2.610958751689599353e+02 1.526059018696571679e+00 1.212186413773608365e+03
1.072926943844052516e+02 2.150529606694877138e+00 1.216389333248182993e+03 5.145241717414697291e+01 4.795519160867066644e-01 1.216389333248182993e+03
1.431472520360744056e+02 1.089512064196350050e+00 1.215689302590032639e+03 1.142935039455601043e+02 7.984330982250159581e-01 1.215689302590032639e+03
1.651206855729328140e+02 1.293356851166570731e+00 1.210444103484794596e+03 7.691800990691479001e+01 4.658290367437977197e-01 1.210444103484794596e+03
2.286896727165610059e+02 2.520156725481501159e+00 1.217775803423834532e+03 1.873552211111042709e+01 8.192552767492616850e-02 1.217775803423834532e+03
2.576298385071839903e+02 2.454921329843777755e+00 1.219526434011211904e+03 3.504394209622448102e+02 1.360243918145656927e+00 1.219526434011211904e+03
2.423996231592836637e+02 2.298139581741256432e+00 1.214047141101512580e+03 1.768745203191986661e+02 7.296814987330748625e-01 1.214047141101512580e+03
2.761193385842461225e+02 1.424626552739239660e+00 1.218422467515254084e+03 2.764571828426057891e+02 1.001223544356190098e+00 1.218422467515254084e+03
2.754244594542875575e+02 1.945724826076461911e+00 1.214040009939170432e+03 1.414556588968001165e+02 5.135914913914086943e-01 1.214040009939170432e+03
2.457288620835250299e+02 1.747349810606029230e-01 1.219921355649673160e+03 2.679641672726193065e+02 1.090487153200328407e+00 1.219921355649673160e+03
2.451750677390624844e+02 1.935772879247149802e+00 1.210021298016233914e+03 3.286981134076031594e+02 1.340666962749383018e+00 1.210021298016233914e+03
1.380342664465388509e+02 1.882232840779390237e+00 1.217434874649975427e+03 1.973074053151670739e+02 1.429408873568252192e+00 1.217434874649975427e+03
2.530348016014485495e+02 7.058777625935692690e-01 1.214750655043418874e+03 3.674621113554260319e+02 1.452219651327686822e+00 1.214750655043418874e+03
2.482205743100280984e+02 2.958489152307857140e+00 1.210317662566077843e+03 2.461644412293675828e+02 9.917165082452334968e-01 1.210317662566077615e+03
1.188738888963669638e+02 2.752170494283820101e+00 1.217768954162957016e+03 2.098660227412736958e+02 1.765450972368143301e+00 1.217768954162957016e+03
1.728809996831223543e+02 2.132478392760524866e+00 1.211418288854343700e+03 1.908085415972676060e+02 1.103698740445769433e+00 1.211418288854343700e+03
2.258630850817162923e+02 1.108353632361047891e+00 1.213693459751005776e+03 1.670898758999378799e+02 7.397839086430856304e-01 1.213693459751005776e+03
2.704983176679871804e+02 1.196561724263167203e+00 1.218598830996427523e+03 3.483112396827224870e+02 1.287665086739074649e+00 1.218598830996427523e+03
2.007730392167547109e+02 7.985010086933006512e-01 1.216686786703494363e+03 6.114131659387411588e+01 3.045295166741283088e-01 1.216686786703494363e+03
2.686625465060099032e+02 2.034319773380473872e+00 1.216382417626315146e+03 6.806288389827663821e-01 2.533396812597921502e-03 1.216382417626315146e+03
2.743068679381586321e+02 2.509144835954645103e+00 1.216161953985840455e+03 2.108910053065471004e+02 7.688141638294365698e-01 1.216161953985840455e+03
2.734036892632017270e+02 2.713266580023891539e+00 1.210732605488347872e+03 1.676682411482025259e+02 6.132625408239855691e-01 1.210732605488347872e+03
1.560370646418498382e+02 2.871053418713067185e+00 1.211023102506878558e+03 6.764280791929637360e+01 4.335047450075799058e-01 1.211023102506878558e+03
2.892686109256005125e+02 2.155363222564667947e+00 1.215224777905241126e+03 3.843986704750690819e+02 1.328864093636263455e+00 1.215224777905241126e+03
1.866525691506128055e+02 2.077772275093626941e+00 1.214749961265238198e+03 2.386449620479248210e+02 1.278551713131570011e+00 1.214749961265238198e+03
2.007655896487162863e+02 2.551479544429864355e+00 1.216541690076930536e+03 1.716628844972965737e+02 8.550413683821947997e-01 1.216541690076930536e+03
2.611605678497651297e+02 4.354036984735529803e-01 1.213675623666156753e+03 1.036588502873744488e+02 3.969161621175716359e-01 1.213675623666156753e+03
2.029372228425711455e+02 9.279896918113880178e-01 1.212398538354074390e+03 2.226062870805436376e+02 1.096921914878232096e+00 1.212398538354074390e+03
1.155764794560635522e+02 1.054670041178165985e+00 1.213771139474141592e+03 1.538531389939821565e+02 1.331180355363476009e+00 1.213771139474141592e+03
1.868424849236569969e+02 2.145846033395568675e+00 1.212493718256462898e+03 1.701155249516459094e+02 9.104756074142043021e-01 1.212493718256462898e+03
1.473074718895074966e+02 7.380641094619453391e-01 1.212953228697995200e+03 1.002008597514789159e+02 6.802157315321903930e-01 1.212953228697995200e+03
2.604905407895457756e+02 8.844635227876767036e-01 1.210787176266571805e+03 1.480796775299106969e+02 5.684647015629887834e-01 1.210787176266571805e+03
1.213233219364470301e+02 5.363445835543936280e-01 1.213931820519713938e+03 3.126747966731417705e+02 2.577202731367103983e+00 1.213931820519713938e+03
2.930904876281855422e+02 1.222017666160079008e+00 1.216400877301241280e+03 3.983256759492895753e+02 1.359053578206213642e+00 1.216400877301241280e+03
2.459560244249078664e+02 2.177857093376110331e+00 1.210215003723432801e+03 3.624038690613623430e+02 1.473449857179679912e+00 1.210215003723432801e+03
1.268506660745916577e+02 2.183762070993644056e+00 1.218887751736175915e+03 8.433623296730399943e+01 6.648465914850772984e-01 1.218887751736175915e+03
1.124790465925664904e+02 2.088760106672549188e+00 1.210122090535368898e+03 2.145258803738987581e+02 1.907251944897587093e+00 1.210122090535368898e+03
1.571455595381020203e+02 1.407770678450198432e+00 1.210033167021424106e+03 1.337134200190979172e+01 8.508889491508497827e-02 1.210033167021424106e+03
2.181214665358616003e+02 2.480500670223346305e+00 1.211430893398892749e+03 1.083610306791962188e+02 4.967921424706744915e-01 1.211430893398892749e+03
2.763403932801586507e+02 1.802962325991750214e+00 1.215720794919092441e+03 2.643061314083950037e+02 9.564513109034946670e-01 1.215720794919092441e+03
1.007950109513660095e+02 1.771489369815512527e+00 1.217884527706707786e+03 2.690158428262323014e+02 2.668940062480210429e+00 1.217884527706707786e+03
2.433811587495393383e+02 2.617961882652190209e+00 1.216273954348213920e+03 2.851970802805361700e+02 1.171812484359272544e+00 1.216273954348213920e+03
2.281272787239642810e+02 7.842600930527449110e-01 1.213312393886449854e+03 8.901903693456576150e+01 3.902165380330489541e-01 1.213312393886449854e+03
1.934258917154378423e+02 3.462321116874189086e-01 1.211464050909016578e+03 3.992023063653719532e+02 2.063851446282413793e+00 1.211464050909016578e+03
2.185237495768097347e+02 1.751434083163026623e+00 1.216204583934432321e+03 3.369273976978425935e+02 1.541834232436208207e+00 1.216204583934432321e+03
2.695162222560302325e+02 3.209437563180821407e-01 1.212188259309116575e+03 5.633039998345519450e+01 2.090056008945667121e-01 1.212188259309116575e+03
1.743486438626167114e+02 1.261773855390576182e+00 1.219807026655491200e+03 2.158612770997958705e+02 1.238101268340752403e+00 1.219807026655491200e+03
2.579155219497156395e+02 1.368061880005722930e+00 1.210909678434204807e+03 4.517500642693428148e+01 1.751542756536452472e-01 1.210909678434204807e+03
2.483579105978226949e+02 1.137102650139902194e+00 1.211850403826085767e+03 9.726145248604916560e+01 3.916180976556413174e-01 1.211850403826085767e+03
1.364133325148124811e+02 2.928324242753356010e+00 1.213663675363562334e+03 3.996082096312158569e+02 2.929392620679685422e+00 1.213663675363562334e+03
1.794641522600126109e+02 2.310171363102214048e+00 1.214300993558381833e+03 1.137660320583032387e+02 6.339206500330822891e-01 1.214300993558381833e+03
1.049073918296376036e+02 9.800869488596664070e-01 1.215256260586526423e+03 3.578864940703223283e+02 3.411451641572649240e+00 1.215256260586526423e+03
2.281749101017068426e+02 2.669744140830848655e-01 1.214967678225439158e+03 1.860350670188745426e+02 8.153178056954252240e-01 1.214967678225439158e+03
1.990064471905868402e+02 2.658991004854451834e+00 1.213158177786670649e+03 1.806283709958046302e+02 9.076508502401348100e-01 1.213158177786670649e+03
2.670474463033884831e+02 1.908242198164910697e+00 1.212363758353173353e+03 3.114484554327412980e+02 1.166266368557254518e+00 1.212363758353173353e+03
2.365502062620215895e+02 7.484373212241189899e-01 1.214342961425286830e+03 3.206293190698056037e+02 1.355438763450712791e+00 1.214342961425286830e+03
1.786950172558402983e+02 2.479170917094173365e+00 1.217365514341624930e+03 1.091428856787016031e+02 6.107774427892419533e-01 1.217365514341624930e+03
1.067887034962803341e+02 8.633154515824208453e-01 1.212129504622233981e+03 3.653590802999332823e+02 3.421327053686530562e+00 1.212129504622233981e+03
1.135705643387292980e+02 8.434731947095231996e-01 1.212643152325826804e+03 2.432720639995415013e+02 2.142034473598032562e+00 1.212643152325826804e+03
1.987114926357704974e+02 2.378191883618261393e+00 1.213718778819594263e+03 8.977749869609263911e+00 4.517982201495052835e-02 1.213718778819594263e+03
1.737947371940325638e+02 2.080109623521276596e+00 1.218568629952372703e+03 3.113327308335061616e+02 1.791381809714523987e+00 1.218568629952372703e+03
1.785548955305735035e+02 1.643100992867934984e+00 1.216122735984209612e+03 3.664730571036159290e+02 2.052439144917567848e+00 1.216122735984209612e+03
2.423682217365745259e+02 1.855606729278499234e+00 1.219015984713863645e+03 2.102168357247672930e+02 8.673448780477831521e-01 1.219015984713863645e+03
2.042739539190536675e+02 2.034640350491169869e+00 1.210190665338923964e+03 1.985848323739608361e+02 9.721495499747010438e-01 1.210190665338923964e+03
1.015988823291830982e+02 2.339987805036660151e-01 1.217260702408548696e+03 2.149540541759753509e+01 2.115712783921366857e-01 1.217260702408548696e+03
2.731778457676962262e+02 2.185333236262751999e+00 1.216822721896459370e+03 1.695034802403205987e+01 6.204876525179945507e-02 1.216822721896459370e+03
2.573505840571980912e+02 2.870901712332636357e+00 1.217317262808203850e+03 3.360391951913463799e+02 1.305764260929981546e+00 1.217317262808203850e+03
1.656994471735235379e+02 3.517712341852564650e-01 1.211369293309807517e+03 1.542295638650910519e+02 9.307789886805053481e-01 1.211369293309807517e+03
2.113128632189015548e+02 1.159066112560160455e+00 1.214311032951908146e+03 1.040784346935314630e+02 4.925324142984866538e-01 1.214311032951908146e+03
1.630903616608183881e+02 2.903755060267362520e+00 1.213696284551962435e+03 3.687898993635175202e+02 2.261261153681759062e+00 1.213696284551962435e+03
2.633572733891749067e+02 1.324626177805289906e+00 1.218190723438338637e+03 2.885412402075012324e+02 1.095626623461850802e+00 1.218190723438338637e+03
2.664287237471926915e+02 9.913399091590220369e-01 1.215098175573724802e+03 1.885526840347571067e+02 7.077040395001473749e-01 1.215098175573724802e+03
2.955230723033915865e+02 2.949284075710958408e+00 1.219949860112280248e+03 2.147357415168864918e+02 7.266293621109666256e-01 1.219949860112280248e+03
1.078610540316575310e+02 2.029427221438203865e+00 1.217766740803644325e+03 3.175070781719783213e+02 2.943667489831770734e+00 1.217766740803644325e+03
2.268196469590639879e+02 1.879111997025957104e+00 1.210943903212750456e+03 1.432965625368025542e+02 6.317643310795932887e-01 1.210943903212750456e+03
1.587525273835653365e+02 1.182732098806483334e+00 1.216112422699474109e+03 3.972802074317128245e+02 2.502512646440177235e+00 1.216112422699474109e+03
2.477904741195182226e+02 1.334014084354459007e+00 1.219924234999114560e+03 3.207687182560559336e+02 1.294515938903033403e+00 1.219924234999114560e+03
2.718561644056442219e+02 6.805182391807661491e-01 1.218650342638684606e+03 1.673990720740067104e+02 6.157633851709386485e-01 1.218650342638684606e+03
1.006213560685047952e+02 2.772573018815317702e+00 1.215008993012696919e+03 3.763773844672999189e+02 3.740531823195222483e+00 1.215008993012696919e+03
2.840487993100219910e+02 1.747455325822213856e+00 1.217631047987556030e+03 7.326987925069299479e+01 2.579482097043592215e-01 1.217631047987556030e+03
1.746532456410773761e+02 2.033287411861723459e+00 1.217115455861541250e+03 6.434080843406081840e+01 3.683917135229478612e-01 1.217115455861541250e+03
1.002267205989442118e+02 1.518174954766690732e+00 1.210749353397730147e+03 5.160548724367344420e+01 5.148875163757183904e-01 1.210749353397730147e+03
2.591269220881317779e+02 2.697691357545288326e+00 1.217757283468262358e+03 3.668675617895726759e+02 1.415783272665111836e+00 1.217757283468262358e+03
1.614711078366457571e+02 2.836570081360350937e+00 1.212191095947079475e+03 1.937207516857479845e+02 1.199723927587887706e+00 1.212191095947079475e+03
2.576167290731833646e+02 1.357856570097225379e+00 1.216493704897810403e+03 4.416791791026422231e+01 1.714481744612053882e-01 1.216493704897810403e+03
2.346519683847847091e+02 2.094681960094466611e+00 1.213652699220483100e+03 1.571891133260364768e+02 6.698819294295292881e-01 1.213652699220483100e+03
2.589986296695562942e+02 1.293798921730855644e+00 1.218981846463194870e+03 3.163456725490268582e+02 1.221418325466188115e+00 1.218981846463194870e+03
1.260682770539700357e+02 5.085556673588089716e-01 1.210414395769043949e+03 3.973665639539563017e+02 3.151994881185240960e+00 1.210414395769043949e+03
2.691017820846806217e+02 2.728024715580100734e-01 1.214136063427214822e+03 1.638141094617940325e+02 6.087440528738126133e-01 1.214136063427214822e+03
1.252854984684912552e+02 4.679019397258047386e-01 1.219169739076116912e+03 2.723550197991592086e+02 2.173875054403485496e+00 1.219169739076116912e+03
1.052411182904480711e+02 2.017165132349875378e+00 1.217389537282323772e+03 1.767212196274932268e+01 1.679203171708722186e-01 1.217389537282323772e+03
1.299249530032215034e+02 2.927672032256043888e+00 1.218774996402123179e+03 2.901628386126425312e+02 2.233311091561048567e+00 1.218774996402123179e+03
1.218547133532249092e+02 6.639853312276097208e-01 1.216313779525819200e+03 1.804559246014429448e+02 1.480910501002521418e+00 1.216313779525819200e+03
2.770895348447420474e+02 1.220521908981529347e+00 1.215766916678225016e+03 3.341444475309328936e+02 1.205907858332360583e+00 1.215766916678225016e+03
1.932348393724630000e+02 2.112204349470477194e+00 1.218585836775522012e+03 1.424018161877504554e+02 7.369365516601737998e-01 1.218585836775522012e+03
2.101738775614256554e+02 1.739223668974955728e-01 1.218152210725010946e+03 1.680518820387389667e+02 7.995850102238510893e-01 1.218152210725010946e+03
2.909000229431458706e+02 1.806008573405461615e+00 1.216506850096626977e+03 2.241741510809935107e+02 7.706226655224657218e-01 1.216506850096626977e+03
2.516380047726783573e+02 1.262067469938065734e-01 1.215641791573214050e+03 2.309703384565814019e+02 9.178674686489926016e-01 1.215641791573214050e+03
2.378807684896061971e+02 1.598794471876002543e+00 1.212810291072293012e+03 1.278745759228306724e+02 5.375574357471354370e-01 1.212810291072293012e+03
1.614847049808874999e+02 1.512017908781201125e+00 1.213232628350450568e+03 1.953655919131852272e+02 1.209808643712156462e+00 1.213232628350450568e+03
2.288185874037011445e+02 2.403899810254542579e+00 1.218643954118730107e+03 1.913492855058763951e+02 8.362488715494155178e-01 1.218643954118730107e+03
2.179853734150456432e+02 2.543724663107072903e+00 1.212700071724019381e+03 3.420140180118103785e+02 1.568976911861940993e+00 1.212700071724019381e+03
2.583735321653493884e+02 1.902613148762517525e+00 1.211524410068094767e+03 1.181312763108670616e+01 4.572112140157896104e-02 1.211524410068094767e+03
2.136683336024337905e+02 7.229328091712696747e-01 1.214145229434023577e+03 2.520312580164936662e+02 1.179544267357092835e+00 1.214145229434023577e+03
1.219378723739859822e+02 1.064555552624574686e+00 1.216693535153407083e+03 3.972036385348036447e+02 3.257426350006926707e+00 1.216693535153407083e+03
1.396000362769026424e+02 2.532201055903663178e+00 1.216121233142188885e+03 2.469791943391391840e+02 1.769191476779027328e+00 1.216121233142188885e+03
2.390037842963515402e+02 1.866951853461136235e+00 1.215858030774769986e+03 3.403312279620328127e+02 1.423957486547747786e+00 1.215858030774769986e+03
1.750921251531364078e+02 1.906435298057751471e+00 1.214247057396555419e+03 1.011859337020188931e+01 5.779011112779697951e-02 1.214247057396555419e+03
2.988833361901904482e+02 2.314684165805600546e+00 1.212414697762163769e+03 2.130979768887586374e+02 7.129804545314515352e-01 1.212414697762163769e+03
2.558751408654660224e+02 7.686269323709274959e-01 1.212819264352178834e+03 3.093314612422215077e+02 1.208915646107496356e+00 1.212819264352178834e+03
1.035196610753979343e+02 1.535125790313116800e+00 1.211243842039356423e+03 3.954929196240031501e+02 3.820461886326581347e+00 1.211243842039356423e+03
1.904446235140548822e+02 1.856450904048606798e+00 1.219085870911328811e+03 2.495247204497534881e+02 1.310221920921482264e+00 1.219085870911328811e+03
2.749331549959585459e+02 2.197758527610110146e+00 1.219689095561858494e+03 3.105460765002389394e+02 1.129533018688865909e+00 1.219689095561858494e+03
1.569909245977403600e+02 6.854451143299082894e-01 1.215472828432553115e+03 1.639738408607777274e+02 1.044479744806457999e+00 1.215472828432553115e+03
1.720740253899788001e+02 2.623006212844863683e+00 1.210899789167806375e+03 2.577931548491967533e+02 1.498152636721021613e+00 1.210899789167806375e+03
2.888986705876593533e+02 1.466721035655230265e+00 1.211102637678118072e+03 6.266952399474376989e+01 2.169256226318570513e-01 1.211102637678118072e+03
2.090591863398080363e+02 7.905287998098182722e-01 1.213580730585708579e+03 2.744373726309889960e+00 1.312725728229489214e-02 1.213580730585708579e+03
1.755710866165160837e+02 2.730091573473898414e+00 1.217570897236512110e+03 6.967548470812423034e+01 3.968505637850840428e-01 1.217570897236512110e+03
1.995457774115296843e+02 1.810046074031854024e+00 1.215133019641894634e+03 2.271114352084387349e+02 1.138142025125690848e+00 1.215133019641894634e+03
2.152579391755172935e+02 2.211711281112798577e+00 1.215944503037992035e+03 3.813930970980315038e+01 1.771795728226547295e-01 1.215944503037992035e+03
1.877331337732231873e+02 1.097837625995003785e+00 1.219813792846700608e+03 9.399322622930475291e+01 5.006746776136287158e-01 1.219813792846700608e+03
2.202681493803396222e+02 4.855926911464248930e-01 1.210465313669254556e+03 7.456599681356230747e+01 3.385237358344002634e-01 1.210465313669254556e+03
1.417777416533863004e+02 2.006757979315037854e+00 1.212401877030381002e+03 3.378178535469614872e+02 2.382728414258761251e+00 1.212401877030381002e+03
1.990539877517085472e+02 1.682709806432385768e+00 1.216458672601355829e+03 3.113069756065213483e+02 1.563932373938835108e+00 1.216458672601355829e+03
1.187816472196229256e+02 8.575757835661677042e-01 1.218843476410725771e+03 1.279769568502646671e+01 1.077413555426116887e-01 1.218843476410725771e+03
1.259866933466054775e+02 2.674605532347875680e+00 1.212574516093981401e+03 1.455807759152577319e+02 1.155525016556680606e+00 1.212574516093981401e+03
2.551443417686402313e+02 1.582780518050493246e+00 1.211830363152394966e+03 2.974093677690075879e+02 1.165651433644930401e+00 1.211830363152394966e+03
2.280859787876750602e+02 3.074736367676830784e-01 1.216539273151359339e+03 3.856868429388582626e+02 1.690971295074186198e+00 1.216539273151359339e+03
2.948037755329281708e+02 5.802612767756604173e-01 1.214345546405013692e+03 3.605561679793619305e+02 1.223037823472818975e+00 1.214345546405013692e+03
2.684518519529082710e+02 2.011608885243544087e+00 1.215631187482700625e+03 2.400701488220064164e+02 8.942763742383100789e-01 1.215631187482700625e+03
1.993908291446528267e+02 2.972906842239264602e+00 1.210292622497361663e+03 3.848596787703937707e+02 1.930177433041256663e+00 1.210292622497361663e+03
1.594098356835384038e+02 3.865520921278745581e-01 1.212762770334871220e+03 1.185398898030702810e+02 7.436171632370072171e-01 1.212762770334871220e+03
1.671153549648922763e+02 1.635035584694969346e-01 1.211114915530167309e+03 1.218268034226467194e+02 7.289982625967564855e-01 1.211114915530167309e+03
1.951576490838680797e+02 2.747254751731061262e+00 1.213666409032878391e+03 1.497275920254326991e+02 7.672135462191798094e-01 1.213666409032878391e+03
2.328935881419942007e+02 1.058794125418717424e+00 1.215360297456419858e+03 3.081715786493419955e+02 1.323229124115907984e+00 1.215360297456419858e+03
2.034077093277486483e+02 1.716798150446251281e+00 1.212809290126124552e+03 2.774544770425915772e+02 1.364031274721904330e+00 1.212809290126124552e+03
1.060602025290029644e+02 4.987373486858847071e-01 1.219303072031925240e+03 1.701269180783779689e+01 1.604059902033993235e-01 1.219303072031925240e+03
2.786130175044553994e+02 2.814743138780182896e+00 1.218630789602784262e+03 2.940518877123213315e+02 1.055413312508339807e+00 1.218630789602784262e+03
1.161248229925853508e+02 1.180818104910996258e+00 1.214275195033735372e+03 3.755208058668749800e+02 3.233768596494241532e+00 1.214275195033735372e+03
2.416175532221584774e+02 1.992969525598045077e+00 1.213945668387601472e+03 4.450033011916092107e+01 1.841767269211790348e-01 1.213945668387601472e+03
1.387533561807442197e+02 2.884158742733383907e+00 1.215896698982632188e+03 3.025434822895194884e+02 2.180440824043329062e+00 1.215896698982632188e+03
1.901076566509195231e+02 2.983817560458357665e+00 1.217314049906584387e+03 7.408093751834302054e+01 3.896788736624759442e-01 1.217314049906584387e+03
2.016381505709264843e+02 2.617637108191326334e+00 1.216090001788136306e+03 1.093590519015812390e+02 5.423529802864068827e-01 1.216090001788136306e+03
2.563461436283531611e+02 2.982013133825522910e+00 1.213571862015377974e+03 5.109044046060042632e+01 1.993025513762773371e-01 1.213571862015377974e+03
2.804516441124306425e+02 1.939128631695369087e+00 1.214679917333140111e+03 5.892364018002771786e+01 2.101026733735450736e-01 1.214679917333140111e+03
1.711434389832890588e+02 7.954872564884640784e-01 1.210423012927995160e+03 2.404816201218605158e+02 1.405146592533657257e+00 1.210423012927995160e+03
1.914145268332417231e+02 1.549981197250915654e+00 1.216359581510038879e+03 3.512048118492373874e+02 1.834786615517448372e+00 1.216359581510038879e+03
1.520697852796424741e+02 2.080356976136671143e+00 1.211191078534491908e+03 6.502681347981922499e+01 4.276116610557504361e-01 1.211191078534491908e+03
2.184988950031386139e+02 2.654326076694780934e+00 1.219889663540061520e+03 2.225159178682850438e+02 1.018384636979920321e+00 1.219889663540061520e+03
1.936078952920670986e+02 3.807085769355418314e-01 1.212838044192474172e+03 9.829304806396033101e+00 5.076913207267730321e-02 1.212838044192474172e+03
1.368528171044321482e+02 2.173242499020465068e+00 1.219338951701670339e+03 3.777424171561708022e+02 2.760209290159633344e+00 1.219338951701670339e+03
1.749071450114644790e+02 2.392608746796333286e+00 1.211382208766853182e+03 3.815659787655189916e+02 2.181534543603171894e+00 1.211382208766853182e+03
1.719967047773935747e+02 5.897076340111768733e-01 1.212365560112765479e+03 3.797448886148414999e+02 2.207861418661047459e+00 1.212365560112765479e+03
2.173384829919595234e+02 2.798938793697117067e+00 1.210892578627406010e+03 2.684926344284464221e+02 1.235366285492934812e+00 1.210892578627406010e+03
2.861314795798427895e+02 3.214036313083454832e-01 1.214480739957760989e+03 2.504467167448140117e+02 8.752854356066361863e-01 1.214480739957760989e+03
2.288992314724292498e+02 2.867043157323142744e+00 1.217606553103802980e+03 7.313473012893645375e-01 3.195062283891742828e-03 1.217606553103802980e+03
2.561549408191305588e+02 2.037147963276844109e+00 1.212892884376822167e+03 2.795385306882813552e+02 1.091286897665822542e+00 1.212892884376822167e+03
2.041799722658537348e+02 1.219699539935845400e-01 1.210807604529957416e+03 2.850971577130163581e+01 1.396303244383851339e-01 1.210807604529957416e+03
1.999698378733041295e+02 1.756734238370959433e+00 1.210261676407736104e+03 1.206051360808717554e+01 6.031166368064174582e-02 1.210261676407736104e+03
2.329145109129443085e+02 1.965118369309611035e+00 1.215968907273465220e+03 3.484626975709628027e+02 1.496096985134629742e+00 1.215968907273465220e+03
2.949555503680851416e+02 2.102772478982003257e+00 1.219436109509560083e+03 1.415945127002588322e+02 4.800537319048859830e-01 1.219436109509560083e+03
2.535647375760930231e+02 1.150161795648334984e+00 1.212794598043868973e+03 3.657956643273342365e+02 1.442612517119268079e+00 1.212794598043868973e+03
2.839869380672404304e+02 2.395550402826713388e+00 1.216999025225272817e+03 1.482193454874441727e+02 5.219231084929329967e-01 1.216999025225272817e+03
1.247971766777468190e+02 9.711865601369613632e-01 1.210316988735356972e+03 3.931131142268964709e+02 3.150016087639539997e+00 1.210316988735356972e+03
2.869543404256512531e+02 6.529020886251819533e-01 1.219373263333021896e+03 3.184877588422416466e+02 1.109890020725302628e+00 1.219373263333021896e+03
2.424860561688766722e+02 2.854981920440789356e+00 1.213618305900520909e+03 2.174536322454305548e+01 8.967675736949898280e-02 1.213618305900520909e+03
1.467708656118536510e+02 2.737677302810081592e+00 1.210123608676907679e+03 3.683528231376463964e+02 2.509713502077330016e+00 1.210123608676907679e+03
2.714046626677561562e+02 2.063229833007456104e+00 1.215140118810475997e+03 3.472159705454129153e+02 1.279329423203249272e+00 1.215140118810475997e+03
2.260433689875337109e+02 1.550390612772194032e+00 1.217325450872029023e+03 1.648170158614596517e+02 7.291389108191415058e-01 1.217325450872029023e+03
2.373531353592773030e+02 6.688081077200995761e-01 1.214256088963018328e+03 3.038086598873898652e+02 1.279985871800344954e+00 1.214256088963018328e+03
