C sigma mu1 a1 W lam0
2.143676547431635413e+02 3.919422749685357310e-01 1.218621666523011527e+03 2.470038188153143892e+02 1.152243882647560058e+00 1.218621666523011754e+03
2.166335140410103008e+02 2.633374614235793221e+00 1.217533815486194499e+03 8.334717816178734040e+01 3.847381534235239098e-01 1.217533815486194499e+03
2.309756306143769962e+02 1.538377231359135067e+00 1.213745634829466326e+03 3.172296514933642584e+02 1.373433425204028557e+00 1.213745634829466326e+03
2.701418282642399049e+02 6.174961531849536556e-01 1.216750528298415929e+03 4.981622543621413257e+01 1.844076711714791039e-01 1.216750528298415929e+03
1.512350834675702345e+02 2.856482635536305437e-01 1.218152795225955060e+03 3.466233836042086978e+02 2.291950886373108620e+00 1.218152795225955060e+03
1.410839575586611261e+02 1.263604427267113750e-01 1.218416354892914796e+03 1.102416900794951289e+02 7.813906838674968824e-01 1.218416354892914796e+03
1.757951585300079955e+02 2.293100943841281936e+00 1.216825925458754227e+03 1.671140332921408174e+02 9.506179504005776160e-01 1.216825925458754227e+03
1.747584759322027139e+02 2.339658670189523004e+00 1.211201473937927176e+03 2.276559693897307000e+02 1.302689143833283936e+00 1.211201473937927176e+03
2.185992329236327691e+02 5.610978328342017818e-01 1.213647467661357723e+03 6.338864127623536149e+01 2.899765037070375362e-01 1.213647467661357723e+03
1.765877756754232450e+02 2.037160999581214771e+00 1.216230951649318058e+03 2.722053083732877212e+02 1.541473113482181523e+00 1.216230951649318058e+03
1.021966761173540732e+02 7.438259726522632453e-01 1.211282468555349851e+03 1.244215348092047719e+02 1.217471443653701080e+00 1.211282468555349851e+03
1.532507715189743465e+02 2.622630845823120449e+00 1.212493133142263332e+03 1.772756915952827228e+02 1.156768672928565334e+00 1.212493133142263332e+03
1.445520676157189257e+02 1.961891878226646790e+00 1.217661671293907602e+03 3.623123060970756342e+02 2.506448451918767084e+00 1.217661671293907602e+03
1.301087982233572120e+02 5.412687850878681317e-01 1.216615840471387855e+03 6.692700455471887722e+01 5.143926119417810972e-01 1.216615840471387855e+03
2.827767035210019344e+02 1.371660194680989209e+00 1.219397821102888884e+03 3.993438787477372216e+02 1.412223403750365147e+00 1.219397821102888884e+03
1.040581656493990721e+02 3.535355135813459393e-01 1.211357679399078052e+03 3.906662172999182872e+02 3.754306208089248198e+00 1.211357679399078052e+03
1.590598672499806412e+02 3.434338753028429725e-01 1.216109974625337827e+03 2.371736866178109153e+02 1.491096973223707822e+00 1.216109974625337827e+03
1.264768637842977483e+02 2.223226849893109147e+00 1.213804053993798561e+03 3.001837721293049412e+02 2.373428334222919656e+00 1.213804053993798561e+03
2.100190275433808154e+02 2.358020709148290539e+00 1.216470686431739750e+03 5.021565076938792060e+01 2.391004822599492596e-01 1.216470686431739750e+03
1.317971640836873917e+02 1.482047329742521846e+00 1.218664320859731333e+03 2.516972582489878221e+02 1.909731973361485480e+00 1.218664320859731333e+03
1.415702953236519193e+02 1.306744926103732274e+00 1.214021640490886739e+03 3.446075934281335549e+02 2.434180084461266880e+00 1.214021640490886739e+03
2.631073335986633310e+02 7.100356817400109710e-01 1.217334875684960480e+03 1.029476031478699980e+02 3.912760687427414563e-01 1.217334875684960480e+03
1.317820294840108488e+02 1.585234117702676082e+00 1.218895433628426645e+03 1.638600912835382246e+02 1.243417573132908904e+00 1.218895433628426645e+03
2.294057986702181893e+02 9.046006885345525550e-01 1.213266885394163182e+03 9.842669577825473937e+01 4.290506009385918751e-01 1.213266885394163182e+03
2.421005964121055740e+02 8.043965147800686832e-01 1.213805421376058575e+03 1.871437236862444706e+02 7.729998457652987875e-01 1.213805421376058575e+03
2.191937588661460268e+02 6.798371417165787189e-01 1.212456044937859133e+03 3.584824072965927826e+02 1.635459007368478268e+00 1.212456044937859133e+03
1.485897651310610286e+02 4.884273406327145350e-01 1.210612440175967777e+03 2.700696089598579874e+01 1.817551893440626787e-01 1.210612440175967777e+03
2.993376718382462514e+02 2.825367705241896399e+00 1.210684932122247119e+03 8.651548601068581945e+01 2.890230470471367163e-01 1.210684932122247119e+03
2.668251373125558530e+02 1.862785278887246765e+00 1.210196516806171530e+03 2.280837699476223435e+01 8.548061559898971484e-02 1.210196516806171530e+03
2.669191303875267067e+02 1.683959513392983887e+00 1.213070544851379509e+03 1.942658012985087339e+02 7.278077109589852212e-01 1.213070544851379509e+03
2.443445723039001791e+02 1.304917450849532867e-01 1.216500725186035424e+03 1.053108458386632549e+02 4.309931865713159671e-01 1.216500725186035424e+03
2.059569884992113771e+02 2.312215418392963850e-01 1.215620742757597100e+03 1.639914484545027733e+02 7.962412426472759153e-01 1.215620742757597100e+03
1.493651657480951371e+02 7.593868302897887057e-01 1.210253337064905281e+03 3.282531952168235989e+02 2.197655615168156107e+00 1.210253337064905281e+03
2.962714525932231027e+02 4.096834705427101486e-01 1.219487307964018100e+03 2.656110466534350394e+02 8.965124527813200794e-01 1.219487307964018100e+03
2.730118871807638925e+02 6.225063558948141784e-01 1.213978531033229274e+03 1.841111707835627271e+02 6.743705290079947678e-01 1.213978531033229274e+03
2.985063562615478077e+02 2.189254933583329787e+00 1.212233370672854562e+03 6.194888734904671423e+01 2.075295418324955843e-01 1.212233370672854562e+03
1.197854990046658230e+02 1.407146443265930635e+00 1.218313716892287630e+03 3.115387306106788969e+02 2.600805049019698334e+00 1.218313716892287630e+03
1.425508765959251605e+02 1.130546590586793743e+00 1.212852606633325649e+03 1.642142151087550133e+02 1.151969170798133879e+00 1.212852606633325649e+03
1.592935038227311111e+02 3.782416716047700689e-01 1.213058298007347275e+03 9.829709265245978145e+01 6.170816153422624684e-01 1.213058298007347275e+03
1.459136375734772741e+02 2.389195885059679281e+00 1.214298305872064020e+03 6.078491660538891495e+01 4.165814629546168435e-01 1.214298305872064020e+03
1.904528695144484800e+02 8.045069011356329458e-01 1.213728541918963174e+03 3.255138328466477446e+02 1.709156883151886630e+00 1.213728541918963174e+03
2.676629630059767351e+02 2.455572956295705822e+00 1.219605976339852759e+03 1.128536843851087212e+02 4.216260745144212452e-01 1.219605976339852759e+03
1.526035629670678588e+02 2.699214549008823738e-01 1.218287684413667421e+03 2.627917680706848387e+02 1.722055258483026430e+00 1.218287684413667421e+03
1.851469310142372251e+02 2.877892478764281670e+00 1.217964751471001819e+03 3.079233021752177706e+02 1.663129388580248280e+00 1.217964751471001819e+03
1.078517935374138119e+02 2.058579327406619974e+00 1.215360705715285349e+03 1.824227323070323905e+02 1.691420479194441162e+00 1.215360705715285349e+03
1.255600234725721833e+02 1.132115868317100427e+00 1.213170179934716089e+03 3.632388854334899406e+02 2.892950123674014939e+00 1.213170179934716089e+03
1.665558179435407737e+02 2.420755794978382003e+00 1.211651343907216187e+03 6.324852879196946986e+01 3.797437374022533674e-01 1.211651343907216187e+03
2.907579758315018807e+02 1.601153350608463422e+00 1.213417326327793262e+03 2.919192078754146564e+02 1.003993809767700807e+00 1.213417326327793262e+03
2.379554993556836848e+02 1.012850335941148261e+00 1.213522844461582054e+03 2.725983811213188446e+01 1.145585547967743201e-01 1.213522844461582054e+03
2.137966755541079920e+02 4.781058726568552242e-01 1.216399626575116372e+03 2.280539824843093015e+02 1.066686289172878332e+00 1.216399626575116372e+03
2.729349455214617706e+02 4.100739679594855858e-01 1.215770971738006892e+03 3.756855608371110407e+02 1.376465590067028177e+00 1.215770971738006892e+03
2.627661114162954732e+02 2.755919081864223852e+00 1.218947995379315216e+03 2.592251928821468709e+02 9.865244474827319365e-01 1.218947995379315216e+03
2.094227348150852208e+02 4.352872599084286476e-01 1.219700615518625455e+03 1.011883925399640134e+02 4.831776866504522983e-01 1.219700615518625455e+03
2.165899320678385891e+02 7.176779596480451495e-01 1.215084939688225631e+03 2.115505308691897426e+02 9.767329849982572254e-01 1.215084939688225631e+03
2.773882480742299776e+02 2.096003430485478436e+00 1.214954008993280013e+03 2.946551788654819006e+02 1.062248241989802056e+00 1.214954008993280013e+03
1.608531708783011425e+02 9.954130513920506074e-01 1.215992409005975105e+03 3.036793723613816951e+02 1.887929039279806931e+00 1.215992409005975105e+03
2.201759088027287987e+02 1.785455829391792815e+00 1.215701271059939927e+03 1.779616157375072873e+02 8.082701541018990632e-01 1.215701271059939927e+03
1.584523355760353809e+02 1.468128776906689748e+00 1.216218369456161327e+03 1.861281140073077438e+02 1.174663114498503580e+00 1.216218369456161327e+03
1.103095812543986085e+02 1.125415962063057718e+00 1.212393169900321027e+03 3.540863711755117151e+02 3.209933055215840270e+00 1.212393169900321027e+03
1.686682292927324056e+02 1.271409532723976887e-01 1.214735837743163529e+03 1.592500630042791840e+02 9.441615867555738228e-01 1.214735837743163529e+03
2.282939587736586589e+02 2.178816998213447764e+00 1.219673256354303476e+03 3.819237670578280017e+02 1.672947322432150496e+00 1.219673256354303476e+03
1.580228996837497277e+02 2.657269083040759705e-01 1.210393008743662676e+03 3.599806835877352569e+02 2.278028591477326614e+00 1.210393008743662676e+03
2.030971076508101305e+02 1.082176772330936787e+00 1.217602684648825061e+03 2.763803332177316747e+02 1.360828504229214309e+00 1.217602684648825061e+03
1.928244913038514028e+02 1.589080299631837612e+00 1.213333965516735589e+03 1.206490378052177590e+02 6.256935360721367356e-01 1.213333965516735589e+03
1.756941392034974854e+02 1.816781107692326147e+00 1.219948731623162530e+03 2.643600044992324456e+02 1.504660347224433314e+00 1.219948731623162530e+03
1.676387465915250345e+02 3.782898935558941522e-01 1.216274116226305068e+03 2.663677490969449764e+02 1.588939040125292745e+00 1.216274116226305068e+03
2.197982554472106358e+02 1.090143805147656186e+00 1.214143496704515428e+03 2.501669820290309474e+02 1.138166367699465331e+00 1.214143496704515428e+03
2.494484538814764392e+02 1.761819985655544096e+00 1.214767443680705355e+03 1.455048718987683856e+02 5.833063690501122389e-01 1.214767443680705355e+03
1.540333273863115267e+02 6.516704780566991984e-01 1.210084847756100771e+03 2.282405370928688058e+02 1.481760739482355982e+00 1.210084847756100999e+03
1.764342800708301411e+02 2.609601105953871514e+00 1.211942964490677923e+03 3.470628754452276610e+01 1.967094349838920675e-01 1.211942964490677923e+03
2.635184990844554704e+02 6.490307913023120046e-01 1.216799166000689183e+03 7.510358132938765863e-01 2.850030703359371972e-03 1.216799166000689183e+03
2.122380060688041681e+02 1.854492105906409449e+00 1.213584262986700878e+03 9.522871971280690673e+01 4.486883451116445154e-01 1.213584262986700878e+03
1.861342700938366761e+02 2.549911109045627455e+00 1.215850071674902210e+03 1.552381960419411122e+01 8.340118988495788532e-02 1.215850071674902210e+03
2.917586309721522753e+02 1.063384004186070930e+00 1.219684774878061035e+03 3.547780030827989890e+02 1.215998313059886149e+00 1.219684774878061035e+03
1.762586951454663335e+02 1.725289877957844720e+00 1.217326360324722145e+03 1.840680502738209725e+02 1.044306212081676843e+00 1.217326360324722145e+03
1.606474703183446877e+02 1.333845211904023942e-01 1.219733338274955031e+03 2.224715425196705496e+02 1.384843110687103307e+00 1.219733338274955031e+03
1.325511951922406979e+02 5.361551778417253944e-01 1.218378863013410864e+03 4.388286940230958777e+01 3.310635512464878416e-01 1.218378863013410864e+03
2.727004706745890985e+02 1.714840999248351538e+00 1.210673775389234606e+03 1.131183384342562732e+02 4.148080058477028320e-01 1.210673775389234379e+03
2.921581828632466795e+02 7.382653194435291333e-01 1.217009546110907877e+03 2.922573637880572051e+02 1.000339476799309679e+00 1.217009546110907877e+03
2.661475588919043958e+02 1.998905765912306842e+00 1.216084728063493685e+03 3.716818013685112305e+02 1.396525306923703358e+00 1.216084728063493685e+03
1.498548687217272004e+02 2.268475779781572221e+00 1.211479808896311397e+03 6.738686701699067783e+01 4.496808651717858485e-01 1.211479808896311397e+03
1.168001086623382889e+02 1.538601943660766525e+00 1.213325223873196137e+03 2.468256049599200423e+02 2.113230953178967031e+00 1.213325223873196137e+03
1.478556989468881966e+02 1.836490141756112748e-01 1.217560770468775900e+03 3.238949471943729463e+02 2.190615238379959084e+00 1.217560770468775900e+03
2.195883747306447731e+02 1.520001470163256041e+00 1.215586699761437785e+03 1.960371427893133784e+02 8.927482751752218171e-01 1.215586699761437785e+03
1.291486203926162659e+02 2.013134584951447703e+00 1.217619669101537056e+03 2.954175890335825443e+02 2.287423498102441055e+00 1.217619669101537056e+03
1.653272599083982755e+02 8.390825375596834279e-01 1.213270516071152770e+03 1.592910271773036754e+02 9.634891866323856968e-01 1.213270516071152770e+03
1.992990724737729238e+02 1.338718013143016972e+00 1.214612895714649312e+03 8.082349331790345559e+01 4.055387328936995162e-01 1.214612895714649312e+03
1.133989708129158487e+02 1.809741629875808222e+00 1.216250136451569006e+03 3.251728503085592479e+02 2.867511477198723568e+00 1.216250136451569006e+03
2.423497586830322916e+02 1.433764266900753315e+00 1.211618947986944477e+03 3.846210050628797603e+02 1.587049259520506128e+00 1.211618947986944477e+03
1.347645908747107626e+02 2.020912526265014275e+00 1.219824802010628900e+03 2.931587159460036105e+02 2.175339338347045626e+00 1.219824802010628900e+03
2.228316461943306024e+02 1.275826065785327756e+00 1.210957814961566783e+03 2.830362528845237762e+02 1.270179786930663246e+00 1.210957814961566783e+03
1.467088951488636042e+02 1.272017086375948569e+00 1.211125263284084667e+03 2.440782134331684858e+02 1.663690624794805339e+00 1.211125263284084667e+03
1.764871410295217515e+02 3.809700388949130989e-01 1.213239734040351550e+03 1.655955570580401570e+02 9.382868128071737424e-01 1.213239734040351550e+03
2.931208890370467088e+02 1.273075460949065096e+00 1.216659028451201948e+03 9.982451392315981309e+01 3.405574889292290464e-01 1.216659028451201948e+03
1.443275993379187128e+02 5.452685955021558950e-01 1.216338443311272158e+03 1.554097896510957071e+02 1.076784969500046429e+00 1.216338443311272158e+03
2.266194168291386006e+02 2.355506844696262814e+00 1.219758862067469863e+03 9.747769513689807752e+01 4.301383195703487039e-01 1.219758862067469863e+03
1.420495267617554305e+02 1.450208282984243979e+00 1.219256897974263893e+03 1.597387502014455549e+02 1.124528562980420032e+00 1.219256897974263893e+03
1.596925105232166402e+02 2.650259574829267328e-01 1.216651201950673340e+03 5.609754385824587786e+01 3.512847513915828279e-01 1.216651201950673340e+03
1.353844286520707101e+02 2.240722796983576348e-01 1.219298207410625082e+03 2.817675414703293413e+01 2.081240392825779439e-01 1.219298207410625082e+03
1.335206745575029856e+02 3.788835528796872243e-01 1.212055428428300502e+03 2.622110095693876133e+02 1.963823283835058220e+00 1.212055428428300502e+03
1.894960290025819631e+02 1.100353628449104004e+00 1.217615226710241132e+03 2.040107653895502153e+02 1.076596520060958628e+00 1.217615226710241132e+03
1.879151419151168056e+02 1.181100301221224225e+00 1.218645124732920976e+03 1.498155177952465920e+02 7.972509094712537658e-01 1.218645124732920976e+03
1.906167925781299459e+02 2.408966467369487496e+00 1.215526515436080672e+03 3.081704300729058446e+02 1.616701371924475383e+00 1.215526515436080672e+03
2.834255744334652718e+02 1.466034075676458048e+00 1.219482280316750575e+03 3.611719294143313874e+01 1.274309596571417402e-01 1.219482280316750575e+03
1.243709520179845356e+02 1.370790155709843638e+00 1.214236232473542714e+03 2.490672243735116922e+02 2.002615726037825894e+00 1.214236232473542714e+03
1.663118432001143105e+02 1.357469968857605735e+00 1.214798636664425885e+03 2.311243826241450847e+02 1.389704895195258194e+00 1.214798636664425885e+03
1.381701389969354352e+02 1.628277587359704848e+00 1.212243141358245111e+03 2.223293556990561228e+02 1.609098444230321778e+00 1.212243141358245111e+03
1.549382824741222748e+02 7.786568074048472177e-01 1.215523803708383412e+03 2.762573641763800651e+02 1.783015532152426141e+00 1.215523803708383412e+03
1.098332517116472644e+02 2.889877167312881134e+00 1.218510277019536943e+03 1.261398347183455542e+02 1.148466723442815640e+00 1.218510277019536943e+03
2.142852274438945699e+02 1.963519815892484033e+00 1.213333088717729424e+03 3.624077603064253594e+02 1.691240057139790975e+00 1.213333088717729424e+03
2.794415584578927678e+02 2.237505177292166691e-01 1.218822918767036072e+03 1.852110319122963347e+02 6.627898618029092193e-01 1.218822918767036072e+03
2.383213956049191324e+02 7.933551506032644474e-01 1.210016371819419646e+03 1.221398374348986238e+02 5.125005126999917504e-01 1.210016371819419646e+03
2.993871815532276059e+02 1.291176653772827976e+00 1.213598581712123178e+03 6.971314193434477602e+01 2.328527947411488663e-01 1.213598581712123178e+03
2.151365304163273322e+02 4.952632938401534402e-01 1.214197371735097931e+03 1.362344747711781281e+02 6.332465923269295915e-01 1.214197371735097931e+03
2.929021525838282969e+02 1.526212847640820769e+00 1.210439488686333107e+03 3.117253963422093648e+02 1.064264613941319215e+00 1.210439488686333107e+03
2.486189206376160143e+02 1.767136019448431350e+00 1.217692208876894938e+03 2.717083620815136555e+02 1.092870813631889870e+00 1.217692208876894938e+03
2.251566008455193639e+02 1.449018837067540089e+00 1.214140695209890964e+03 1.480684957657999803e+02 6.576244942842702779e-01 1.214140695209890964e+03
1.599518487254877641e+02 2.486803373663621475e+00 1.210614301024521183e+03 3.916302587240936646e+02 2.448425959716267641e+00 1.210614301024521183e+03
1.763340081066430685e+02 4.917317604363211636e-01 1.212879043830892442e+03 1.178001287469823097e+02 6.680511037651868378e-01 1.212879043830892442e+03
1.093130736690901301e+02 2.574333017270104662e+00 1.211905420868120245e+03 3.569325790848752149e+02 3.265232301173533802e+00 1.211905420868120245e+03
1.644326225779825563e+02 2.748067248635359228e+00 1.218864546616412326e+03 1.592247411988759609e+02 9.683281741940426013e-01 1.218864546616412326e+03
2.655402331988684637e+02 1.696551829935472711e+00 1.216214690639799983e+03 1.035523448467343677e+01 3.899685693549192339e-02 1.216214690639799983e+03
1.424778478423400543e+02 1.832101536102738404e+00 1.211068043253257883e+03 1.032773140282797044e+02 7.248657639927436058e-01 1.211068043253257883e+03
1.138573017405765029e+02 2.365113231654870862e+00 1.217785448678367175e+03 9.015210742269186284e+00 7.917990857371901003e-02 1.217785448678367175e+03
2.856404110701085983e+02 1.094325103011615091e-01 1.212328010304730242e+03 1.761635152046257815e+02 6.167317661554113650e-01 1.212328010304730242e+03
1.790234092887594102e+02 1.509243460323747898e+00 1.211307562138323874e+03 2.430125573244997952e+02 1.357434529316374539e+00 1.211307562138323874e+03
2.894009317436444917e+02 2.657162838585386933e+00 1.212197226845633168e+03 6.912367056283703448e+01 2.388508915516131537e-01 1.212197226845633168e+03
2.485191621735353351e+02 2.310180896310008336e+00 1.219072778557570473e+03 1.698411809897189073e+02 6.834128181678105207e-01 1.219072778557570473e+03
2.966199609688349028e+02 1.341540462690759550e-01 1.217349805087205596e+03 1.501328567430415433e+02 5.061454942299571380e-01 1.217349805087205596e+03
2.280608268902262523e+02 2.374335626218617157e-01 1.217270240698576345e+03 1.041482251623964572e+02 4.566686290781831192e-01 1.217270240698576345e+03
2.473872399037751393e+02 2.209921395282096412e+00 1.219564925987544939e+03 1.591553935277353560e+02 6.433452007857849431e-01 1.219564925987544939e+03
1.955650020613489062e+02 2.972379778734982825e+00 1.214521846807424936e+03 2.916430942929487173e+02 1.491284694188073745e+00 1.214521846807424936e+03
2.119000857345014879e+02 1.522258490465234759e+00 1.217645197186487394e+03 4.080445593412740379e+01 1.925646032312276490e-01 1.217645197186487394e+03
1.172395503580324316e+02 6.461660217231082193e-01 1.218288467634621611e+03 3.479572155554053552e+02 2.967916667138307485e+00 1.218288467634621611e+03
2.347161450724381382e+02 2.654828801791865533e+00 1.214741111168241559e+03 1.725826674421276152e+02 7.352824723193418510e-01 1.214741111168241559e+03
2.820042559711630474e+02 2.775898092049591259e+00 1.214711331842866912e+03 3.023270590470820594e+02 1.072065589953355769e+00 1.214711331842866912e+03
2.107605115570563044e+02 2.010103955172367840e+00 1.214723560760731289e+03 1.634140167054233359e+02 7.753540523229585091e-01 1.214723560760731289e+03
2.002877448016124049e+02 2.703337637010588823e-01 1.212170125191707029e+03 1.090433097833776230e+02 5.444332597153481723e-01 1.212170125191707029e+03
2.649018558213218739e+02 1.025969505370921020e+00 1.219831919385768288e+03 1.656494363634854494e+02 6.253238047347510209e-01 1.219831919385768288e+03
2.584393507021525238e+02 2.518921088878484316e+00 1.219458351019110523e+03 1.374391766189639874e+01 5.318043720724270618e-02 1.219458351019110523e+03
2.914444727358847445e+02 2.164637588284660019e+00 1.211286151140788206e+03 6.485897192512189235e+01 2.225431531305757105e-01 1.211286151140788206e+03
2.856223567000246248e+02 9.432808677648133466e-01 1.214224392458600960e+03 9.546824103841768761e+01 3.342463879278307903e-01 1.214224392458600960e+03
2.283828396940778873e+02 2.707888339500401087e-01 1.217214617341415305e+03 1.953633521365408683e+02 8.554204527723400231e-01 1.217214617341415305e+03
2.038997764431468909e+02 4.067547429158117067e-01 1.213269873038243759e+03 3.264239805367075746e+02 1.600904062921932436e+00 1.213269873038243759e+03
2.953033766557508670e+02 1.133714545127669115e+00 1.213312945553018608e+03 2.324568578709274504e+02 7.871798165786414447e-01 1.213312945553018608e+03
1.352291579644910371e+02 2.982618956886528228e+00 1.218450769736169377e+03 3.024313713227799667e+02 2.236436105016593512e+00 1.218450769736169377e+03
2.557028630876774002e+02 5.601839441151944543e-01 1.212846480602192059e+03 1.879385094426980061e+02 7.349878963938553111e-01 1.212846480602192059e+03
1.748020347031215636e+02 1.243284141415109012e+00 1.217111194734643959e+03 3.436314439014642730e+00 1.965832059592884096e-02 1.217111194734643959e+03
1.025006663416195352e+02 6.744497420708379654e-01 1.215724551842521805e+03 2.505324412975211601e+02 2.444203049983437737e+00 1.215724551842521805e+03
2.955940474002097176e+02 1.702235169740661691e+00 1.211336762191922162e+03 1.508225096011719870e+02 5.102352734355670716e-01 1.211336762191922162e+03
1.062595367755834843e+02 1.254814022490829073e+00 1.218693716408635282e+03 4.547932157989720281e+00 4.280022571145588456e-02 1.218693716408635282e+03
1.367833143273804808e+02 2.181896879309939141e+00 1.214820759680844958e+03 1.240817492044609338e+02 9.071409755979497058e-01 1.214820759680844958e+03
1.639804146376162066e+02 2.863883463588795530e-01 1.214577178940058957e+03 1.019344168873778358e+02 6.216255588366749185e-01 1.214577178940058957e+03
2.231117720978410546e+02 1.892633826469047653e+00 1.218659724896578382e+03 2.658415761422787114e+02 1.191517478628153270e+00 1.218659724896578382e+03
1.003163514015307953e+02 6.954106417753611602e-01 1.212772392571530418e+03 1.493419447236881012e+02 1.488709892626828513e+00 1.212772392571530418e+03
1.886408110521268497e+02 1.614173190810591185e+00 1.213070454931146060e+03 4.788947976776953652e+01 2.538659556257755190e-01 1.213070454931146060e+03
1.592385344212817699e+02 1.347410336283412891e+00 1.212268017552875335e+03 3.569571315792982773e+02 2.241650445205253028e+00 1.212268017552875335e+03
1.333815041356618281e+02 1.697873875593512105e+00 1.211500552341477942e+03 9.549876605911906324e+01 7.159820747109556516e-01 1.211500552341477942e+03
1.089670351821370105e+02 1.338421456424177425e+00 1.216150895761215224e+03 2.236031505528180219e+02 2.052025644077295485e+00 1.216150895761215224e+03
1.422531628958529382e+02 4.027932672387749546e-01 1.212914697647291405e+03 1.548868384913692466e+02 1.088811210509011529e+00 1.212914697647291405e+03
2.453535419863450784e+02 1.875249343484771014e+00 1.216332384592664084e+03 3.326505616245256647e+02 1.355800934975045280e+00 1.216332384592664084e+03
1.526089158919285182e+02 1.679852498652160575e+00 1.214422076084125592e+03 3.596642719690007652e+02 2.356771030492743169e+00 1.214422076084125592e+03
1.541401819118907497e+02 1.072775901122469955e-01 1.210047985121139845e+03 3.326221635644621699e+00 2.157919884606045516e-02 1.210047985121139845e+03
2.629779519537227088e+02 5.806677533055271123e-01 1.212207145473528499e+03 2.425429422143545253e+02 9.222938288645421423e-01 1.212207145473528499e+03
2.601306495168106494e+02 2.381011363418306548e+00 1.217208741424755999e+03 2.697408207285839694e+02 1.036943632861502929e+00 1.217208741424755999e+03
1.886756350492233878e+02 1.963786280368833070e+00 1.215370387616231028e+03 2.707109007713929714e+02 1.434795227803354001e+00 1.215370387616231028e+03
2.888249641566015953e+02 5.204612267900828870e-01 1.218431832447578245e+03 1.756496543518974818e+01 6.081526050381843435e-02 1.218431832447578245e+03
1.303164230153617211e+02 2.307931026558346588e+00 1.214302056370332593e+03 2.864072107605865085e+02 2.197782935822484962e+00 1.214302056370332593e+03
2.885621311121082044e+02 1.492905175088118597e+00 1.210978899622336485e+03 6.093989625481213324e+01 2.111846624501695358e-01 1.210978899622336485e+03
1.092882104839306407e+02 1.944584868143755862e+00 1.216752742540776808e+03 3.536536031889281162e+02 3.235972129316987189e+00 1.216752742540776808e+03
1.811938211180290068e+02 1.503591734655153944e+00 1.215754558647934800e+03 2.945238174009427325e+02 1.625462808740541831e+00 1.215754558647934800e+03
2.017917703645225345e+02 1.954949341128229268e+00 1.217477505128645134e+03 2.184277147809229120e+02 1.082441144088030605e+00 1.217477505128645134e+03
1.615077069983617264e+02 1.270866724189424701e+00 1.217091784572414781e+03 2.057418445308464925e+02 1.273882518392348118e+00 1.217091784572414781e+03
2.939350064368211406e+02 2.225395352950155559e+00 1.211469214391556989e+03 2.348784765888431991e+01 7.990830334777711264e-02 1.211469214391556989e+03
2.440302068548140539e+02 4.506592254276565734e-01 1.218668332247252692e+03 1.256392416213696350e+01 5.148511868291730936e-02 1.218668332247252692e+03
2.690937310369002944e+02 2.223395747631127684e+00 1.216594402119120559e+03 2.333202911583931325e+02 8.670595567549598259e-01 1.216594402119120559e+03
2.418443490293784066e+02 2.128279872478817225e+00 1.215512123451290336e+03 2.317800889381395848e+02 9.583853824510232267e-01 1.215512123451290336e+03
1.032327039000691116e+02 5.340487725617268921e-01 1.214764161576505558e+03 1.780477740471655466e+02 1.724722566789673506e+00 1.214764161576505558e+03
1.030759404573926332e+02 4.213915756459440942e-01 1.216345772599818702e+03 2.158096091319087009e+02 2.093695271411232461e+00 1.216345772599818702e+03
