"C_mean","C_stdev","C_median","C_errlo","C_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","mu1_mean","mu1_stdev","mu1_median","mu1_errlo","mu1_errup","a1_mean","a1_stdev","a1_median","a1_errlo","a1_errup","W_mean","W_stdev","W_median","W_errlo","W_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup"
2.003597489156097140e+02,5.842720194605758621e+01,2.007693144327354844e+02,1.324530109996745182e+02,2.689629333653773529e+02,1.515342396276995185e+00,8.292545130692817734e-01,1.530669318976968896e+00,5.121671592844888599e-01,2.478434899938136482e+00,1.215028926974205433e+03,2.870187046189967006e+00,1.215091557630975331e+03,1.211472428181601799e+03,1.218418280347407517e+03,1.985011861929469887e+02,1.164461456776585067e+02,1.948145767175248011e+02,6.284516220495820704e+01,3.360372042193272932e+02,1.096905130716621324e+00,7.911024004578156577e-01,1.002608677061945563e+00,2.893122733576343197e-01,1.780415046963049308e+00,1.215028926974205433e+03,2.870187046189968783e+00,1.215091557630975331e+03,1.211472428181601799e+03,1.218418280347407517e+03
