"A_mean","A_stdev","A_median","A_errlo","A_errup","lam0_mean","lam0_stdev","lam0_median","lam0_errlo","lam0_errup","gamma_mean","gamma_stdev","gamma_median","gamma_errlo","gamma_errup","C_mean","C_stdev","C_median","C_errlo","C_errup","W_mean","W_stdev","W_median","W_errlo","W_errup"
3.968999809952990176e+02,6.015293250871018671e+01,3.942965785224666888e+02,3.382414495305951618e+02,4.563376906681059495e+02,1.215694928025433683e+03,6.421575775819292342e-02,1.215696743220212056e+03,1.215628549683399115e+03,1.215756881918508043e+03,7.820093411362013525e-01,1.118433550819659533e-01,7.756551303343285353e-01,6.699820357018864136e-01,8.890733316454797475e-01,2.085737041223168831e+02,6.909342832028425363e+00,2.084426937688928092e+02,2.016129495175581496e+02,2.153947818422934120e+02,1.897504533649073011e+00,2.404989625395034525e-01,1.889097682993180483e+00,1.661594132078457298e+00,2.132234882822511057e+00
