A T phi m0 m_100 m_200 m_300 m_400
1.443792140113558942e+00 9.947139493337202509e+01 9.479795588267405648e-01 1.504553377551071769e+01 1.624569944755739215e+01 1.627182351935813642e+01 1.629658055906671166e+01 1.631994296825627799e+01
1.473651219782830424e+00 9.911118637433837364e+01 9.198153120553328455e-01 1.505338641321561255e+01 1.627409036799785724e+01 1.631864528942619330e+01 1.635918415005028947e+01 1.639557827538915902e+01
1.373906798398972784e+00 1.010715069230162015e+02 1.226096263092975036e+00 1.501838224635648977e+01 1.627770167722147576e+01 1.623834626802690195e+01 1.619357984488519264e+01 1.614360096425841107e+01
1.437372395193172281e+00 1.003423250306023959e+02 1.058420974271391923e+00 1.511440884730691359e+01 1.635180577072920727e+01 1.633584559516122781e+01 1.631932421259117660e+01 1.630224921401023508e+01
1.551668647969238535e+00 9.963763589598563897e+01 9.461719848300601532e-01 1.503473448967051951e+01 1.631382601644323316e+01 1.633356267266330519e+01 1.635262116281988298e+01 1.637099153577286259e+01
1.463751184292465535e+00 9.938549422530704192e+01 8.887695972189749716e-01 1.500794076688779910e+01 1.617922589598165928e+01 1.621243821031379539e+01 1.624383284673376693e+01 1.627336242835630387e+01
1.556679845162177944e+00 1.017371395115714563e+02 1.291255295301534822e+00 1.505550832355904944e+01 1.649716738990526110e+01 1.642599614954223597e+01 1.633906590848016904e+01 1.623737626241315724e+01
1.356451060743895098e+00 9.915395604445851063e+01 8.819062740059016026e-01 1.506357257140605199e+01 1.615538923359479639e+01 1.619695329246218662e+01 1.623526050480224825e+01 1.627020079223693472e+01
1.508817411253457141e+00 1.009135132177753746e+02 1.127658097830067874e+00 1.498607274931592137e+01 1.631017275833669089e+01 1.626690878209290503e+01 1.621950226111922788e+01 1.616810651998538972e+01
1.479241342456910413e+00 1.010489617355708845e+02 1.198085346459107470e+00 1.503372547879824239e+01 1.637336976887034368e+01 1.632963505817873084e+01 1.628038927594510454e+01 1.622584184806875029e+01
1.536416770628199480e+00 9.902923757696510165e+01 9.193400240531391931e-01 1.509581535730319857e+01 1.637260315077866224e+01 1.642278766728782102e+01 1.646793968895127946e+01 1.650788797834790245e+01
1.433670291964107113e+00 9.999654044966523259e+01 1.111432016995407057e+00 1.509674320504698741e+01 1.638192953972240318e+01 1.638206762646197490e+01 1.638220565246615834e+01 1.638234361772842362e+01
1.447197642209833379e+00 1.001628711062686676e+02 9.284344493621023986e-01 1.505626831809203381e+01 1.620609657126290415e+01 1.619705822368450399e+01 1.618790079682848315e+01 1.617862524657618195e+01
1.468257094105872795e+00 1.013439474144612973e+02 1.259172436492105751e+00 1.508126589539045170e+01 1.643649221555521223e+01 1.638477371390336046e+01 1.632401057783669529e+01 1.625462442381490646e+01
1.408862432436052581e+00 1.002119822915676792e+02 1.094714301270162782e+00 1.500919173795031725e+01 1.625269278125134420e+01 1.624378096488866419e+01 1.623465105855949631e+01 1.622530467506017970e+01
1.475310273771228475e+00 1.000293682241689339e+02 1.045483406479583488e+00 1.499244795192854873e+01 1.626747082844718051e+01 1.626609951463274584e+01 1.626472386660214653e+01 1.626334388903669392e+01
1.548897769220145548e+00 1.007829208412391040e+02 1.148162130673137993e+00 1.506833426651785324e+01 1.644826773653079499e+01 1.641230143939108999e+01 1.637313385975974356e+01 1.633085829343255213e+01
1.571870551858618459e+00 1.001567511333411176e+02 1.032293744261405521e+00 1.506129654931317496e+01 1.640271991267641738e+01 1.639459791109052489e+01 1.638634698202828233e+01 1.637796792333741891e+01
1.437179847041400560e+00 9.939009790092283936e+01 8.214710737355869208e-01 1.502039040685748361e+01 1.610957225973498907e+01 1.614490587221978046e+01 1.617856798853302536e+01 1.621050857281458946e+01
1.477963605598943797e+00 1.000562151993444360e+02 1.005554184035330811e+00 1.506477145474284285e+01 1.631004870682406249e+01 1.630723087768974366e+01 1.630439756535027485e+01 1.630154880511366144e+01
1.487942723038647941e+00 1.004948325513769447e+02 1.069083202830198642e+00 1.511127332472114837e+01 1.639308201319080638e+01 1.636909529042314659e+01 1.634390471501390962e+01 1.631753439668734984e+01
1.349513759570215798e+00 1.000304059699598866e+02 1.043863185153232065e+00 1.514627387057481478e+01 1.631143242138444194e+01 1.631012990268528284e+01 1.630882313864563571e+01 1.630751213403211253e+01
1.436790008250740103e+00 1.004981360915818414e+02 1.092559867543181129e+00 1.506833329188650694e+01 1.632271841762869613e+01 1.630029344424021076e+01 1.627667365411348754e+01 1.625188195490552800e+01
1.546255267897795882e+00 9.962291610586663637e+01 9.727195146554301619e-01 1.512167864892100866e+01 1.641987731274851825e+01 1.643948545604900247e+01 1.645834826955953645e+01 1.647645508478398213e+01
1.599954504789596221e+00 9.841802651933892321e+01 7.905556989208833985e-01 1.497075691577775558e+01 1.621559752610371774e+01 1.631059277197152113e+01 1.639193303253779987e+01 1.645878932561245023e+01
1.401758791597932818e+00 1.000511110443908080e+02 1.003423836220119547e+00 1.505923584697057294e+01 1.623893730560314097e+01 1.623650105534371235e+01 1.623405267624189818e+01 1.623159219352226046e+01
1.507643686949553086e+00 9.870994759948017361e+01 7.893280161112917748e-01 1.506500549588228566e+01 1.621874354484794267e+01 1.629446000817139861e+01 1.636189092781914312e+01 1.642058187312762385e+01
1.397842703793145791e+00 9.966568553109992479e+01 1.016551155392902750e+00 1.511491714885259796e+01 1.631874019110050256e+01 1.633344572925315674e+01 1.634761001678216275e+01 1.636122676214084137e+01
1.485421461478947158e+00 1.014518569408386384e+02 1.234131546630061971e+00 1.505003207397074227e+01 1.640233783468838169e+01 1.634168499722613177e+01 1.627059600318694876e+01 1.618964522968045117e+01
1.438105752669703641e+00 9.929696409126478329e+01 1.089487664355608620e+00 1.512710117440039426e+01 1.643016931874923969e+01 1.645593679129392228e+01 1.647907494987203236e+01 1.649953801193323955e+01
1.456175966581626513e+00 9.899619759346413161e+01 9.182295678800945771e-01 1.514731774900017847e+01 1.635823924746365776e+01 1.640727497442122740e+01 1.645119826318841660e+01 1.648983088938236108e+01
1.354323504776741016e+00 1.002959424956577834e+02 1.113101484601130897e+00 1.506816612180840309e+01 1.627179055372528182e+01 1.626007357687411314e+01 1.624794692662020168e+01 1.623541477104391717e+01
1.475514924718562382e+00 9.980296147558786402e+01 9.666557028319551215e-01 1.504494920348294151e+01 1.626958770853505598e+01 1.627970289631187129e+01 1.628962808569136911e+01 1.629936174942963945e+01
1.614815307541410450e+00 9.846913867006975352e+01 8.224261177804683687e-01 1.504378334447583399e+01 1.632863901058756539e+01 1.641790980163674973e+01 1.649407934949675081e+01 1.655642143587453674e+01
1.562038209448079584e+00 1.003235469411123404e+02 1.038701818227420359e+00 1.493109400362624228e+01 1.626084097415825269e+01 1.624396125531294999e+01 1.622654247966424634e+01 1.620859179927531457e+01
1.478442666168977127e+00 1.010745366466184834e+02 1.230362515228456077e+00 1.503653144770494876e+01 1.639406852765223732e+01 1.635195597785027388e+01 1.630397633290738213e+01 1.625034359304573783e+01
1.593455392038230833e+00 9.960014880049948260e+01 9.052091937587738446e-01 1.500578855679817991e+01 1.628354696315549432e+01 1.630715314635521196e+01 1.632993136351000629e+01 1.635186712245486262e+01
1.342009881235224800e+00 9.949211981403503557e+01 8.491467903427420971e-01 1.503854157325352148e+01 1.607392380409358879e+01 1.610077131962135866e+01 1.612652617240433983e+01 1.615116186971039980e+01
1.455410700533946722e+00 1.009237702595734021e+02 1.163707659100374325e+00 1.510036956144589482e+01 1.640150824747250624e+01 1.636187381313414591e+01 1.631806809470451114e+01 1.627023593996841200e+01
1.375175278216461239e+00 1.012751429583473026e+02 1.258479398422137185e+00 1.511896769465143109e+01 1.639013200923096392e+01 1.634469476759219830e+01 1.629159028654687447e+01 1.623115074833908267e+01
1.389565002817218176e+00 9.906203621257216696e+01 9.987886824921581308e-01 1.517082973889078268e+01 1.638185464133043467e+01 1.642022629279642487e+01 1.645417725908775708e+01 1.648358741298550356e+01
1.450491590785398355e+00 9.941166467295998643e+01 9.898313772578202219e-01 1.510570358783528988e+01 1.634697501759971061e+01 1.637401587909829459e+01 1.639930321925510626e+01 1.642280207673535131e+01
1.407646100209183793e+00 1.008462509161591925e+02 1.193158893627110917e+00 1.511787270290248131e+01 1.639716184278761801e+01 1.636443437616844676e+01 1.632824232086065308e+01 1.628868626601930103e+01
1.559761129959349901e+00 9.990114475414286233e+01 1.015557800465613170e+00 1.498620334247712194e+01 1.631673536441659067e+01 1.632177036610294252e+01 1.632675374011795810e+01 1.633168529382436418e+01
1.577921732392100651e+00 9.944231565930293471e+01 9.217195364105789102e-01 1.512016692708208332e+01 1.641002674574952636e+01 1.644124619625829808e+01 1.647082551734399658e+01 1.649872798606656588e+01
1.443795482483497095e+00 9.800180810636140905e+01 7.339489941581154309e-01 1.510354643081770476e+01 1.619965330687238847e+01 1.631073079390294822e+01 1.640202285111186598e+01 1.647203322602403119e+01
1.618893361970698219e+00 1.000319883753076908e+02 1.026624977757831791e+00 1.506420678838911797e+01 1.644757488794824596e+01 1.644588252684927099e+01 1.644418458783025372e+01 1.644248107774588519e+01
1.592323315836393416e+00 9.957733953318238207e+01 1.026909927431524316e+00 1.504808880240421587e+01 1.643213394533171368e+01 1.645263720127728035e+01 1.647214153212753729e+01 1.649063306625971137e+01
1.493817548628993741e+00 1.006305745117574446e+02 1.035593935540231492e+00 1.502508822388932330e+01 1.627903414312532959e+01 1.624610630843162795e+01 1.621128596169851477e+01 1.617462707258150090e+01
1.469639162786205322e+00 1.001404655927074998e+02 9.869425418998312161e-01 1.509132512960449368e+01 1.631032298324769414e+01 1.630304083285429684e+01 1.629566456323179935e+01 1.628819474732715022e+01
1.417316215335234553e+00 9.913929025729650846e+01 9.558018546020072836e-01 1.517843742281200470e+01 1.637893071079303553e+01 1.641822186818231444e+01 1.645382477811135757e+01 1.648563352511832747e+01
1.428283486769572397e+00 1.009994597542746817e+02 1.210615728005510316e+00 1.509716858513215954e+01 1.639994206241654595e+01 1.636104566204618749e+01 1.631726479470305335e+01 1.626876865896229418e+01
1.504160029382860753e+00 9.926944803623520386e+01 9.757626318430410173e-01 1.506389299203848786e+01 1.634717356747903949e+01 1.638207137069308672e+01 1.641415126111152745e+01 1.644334466050917598e+01
1.418235757796586727e+00 9.891464452645033134e+01 8.176426943446876150e-01 1.505145750633590573e+01 1.615047438761740040e+01 1.620961606460329563e+01 1.626325500732684048e+01 1.631113636221397201e+01
1.427020100668065172e+00 9.913093590460452731e+01 8.785585375496022253e-01 1.515892731464011689e+01 1.630595469031245415e+01 1.635095451646649423e+01 1.639233840199038994e+01 1.642998081143256073e+01
1.495270387186129479e+00 9.793733718179356629e+01 6.672919716885643560e-01 1.509794849598403133e+01 1.617019640012638604e+01 1.629833050120884863e+01 1.640547494923521299e+01 1.648975623662109058e+01
1.284335176047519234e+00 1.018000459034526557e+02 1.340852088147167942e+00 1.508035989637761176e+01 1.629072480300508730e+01 1.623563485916151450e+01 1.616629968266575901e+01 1.608357421779688323e+01
1.352684738698935574e+00 9.981087101339910816e+01 9.945183455813508822e-01 1.506620901776352994e+01 1.620912563031368236e+01 1.621765867411762940e+01 1.622602850292468091e+01 1.623423393033335671e+01
1.444610573659733221e+00 1.008609604230471035e+02 1.273329068036729961e+00 1.513185546437563644e+01 1.648833689662568602e+01 1.645975118313855745e+01 1.642734655656242637e+01 1.639121620979702598e+01
1.508817411253457141e+00 1.009135132177753746e+02 1.127658097830067874e+00 1.498607274931592137e+01 1.631017275833669089e+01 1.626690878209290503e+01 1.621950226111922788e+01 1.616810651998538972e+01
1.493677936980797760e+00 1.005258301478981764e+02 1.084956816065850704e+00 1.505445142893092481e+01 1.635165340060309447e+01 1.632661990795825346e+01 1.630021237048380200e+01 1.627245931045562699e+01
1.357159540043786805e+00 1.017845532098269956e+02 1.297968671266223728e+00 1.501600303565118466e+01 1.627483904297494632e+01 1.621145194745255935e+01 1.613357223637002846e+01 1.604214405773862850e+01
1.609425709123362580e+00 9.883283915516061313e+01 9.406188877683189231e-01 1.507397879655146511e+01 1.644100160322735249e+01 1.650020935977980940e+01 1.655156821115814836e+01 1.659479551669773301e+01
1.527518809942039812e+00 1.000440918323289168e+02 9.904554352537675577e-01 1.502568635424368537e+01 1.630078914204069562e+01 1.629845516084251855e+01 1.629611141981138900e+01 1.629375793691956886e+01
1.476496667755040626e+00 9.876501124232086681e+01 8.939915157964878345e-01 1.514386504338322226e+01 1.636393749741904458e+01 1.642543849760213703e+01 1.647903271875249942e+01 1.652438950665544937e+01
1.576760399575619420e+00 9.900941793008053082e+01 8.551439737245083439e-01 1.512281903072450362e+01 1.637538568655749316e+01 1.643307766617906651e+01 1.648559355775022439e+01 1.653272590079602011e+01
1.486582302426973090e+00 1.000811870658662315e+02 1.027793372981907094e+00 1.512852082007670163e+01 1.639734277102834170e+01 1.639337813211929529e+01 1.638938063309149484e+01 1.638535037779719872e+01
1.427960485389718315e+00 9.888656799271815601e+01 8.757124652040996216e-01 1.503070437734600873e+01 1.618928122208438580e+01 1.624538804898007527e+01 1.629541780114794136e+01 1.633912017923051252e+01
1.537964163223959346e+00 1.003929839905319881e+02 1.041607631121437061e+00 1.498278182430868632e+01 1.629088278606947071e+01 1.627059578236995208e+01 1.624952978494029665e+01 1.622769753652165647e+01
1.580782416339315155e+00 9.962779478014286383e+01 9.397036456464780141e-01 1.507127637817471921e+01 1.636911409047074528e+01 1.638993941701875912e+01 1.641003817348296678e+01 1.642939928565052554e+01
1.362274550108601545e+00 1.010435195049916786e+02 1.223313135772070570e+00 1.506763886250865347e+01 1.631571749574826313e+01 1.627768767344433343e+01 1.623456460756311159e+01 1.618652980836793631e+01
1.565257838574523275e+00 1.006245078649309335e+02 1.115609802792121963e+00 1.498153978145997378e+01 1.635952547711790928e+01 1.632953422397212861e+01 1.629749340868962548e+01 1.626345174782276359e+01
1.419665125603324807e+00 1.001477302026777920e+02 1.094617067111499864e+00 1.511542221001975150e+01 1.637106792259442756e+01 1.636487443952755783e+01 1.635857362361347711e+01 1.635216601611698550e+01
1.442052063711670939e+00 9.920138320201743909e+01 9.252515800686766934e-01 1.503903921146577005e+01 1.623330300516698799e+01 1.627264079189798451e+01 1.630882296749651417e+01 1.634175697624772994e+01
1.594166897064548838e+00 1.007042682713261996e+02 1.117577275792324576e+00 1.502455770115237321e+01 1.642573564099607353e+01 1.639098518841956320e+01 1.635359684429377580e+01 1.631364278690694292e+01
1.604154072787460805e+00 9.988021960341541217e+01 1.048163913400697478e+00 1.501797157923309811e+01 1.641397826045163200e+01 1.641989305425200385e+01 1.642572825156793215e+01 1.643148352109613697e+01
1.457741500607528273e+00 1.001535818196154821e+02 1.045888201145682928e+00 1.502338778120445184e+01 1.627777646514585896e+01 1.627056295741883218e+01 1.626323367050868285e+01 1.625578928481609609e+01
1.480217223402410243e+00 9.937392920864782297e+01 1.014765365806976849e+00 1.508848103602726454e+01 1.637564778969849044e+01 1.640356538871577285e+01 1.642942255425759512e+01 1.645317877411699214e+01
1.422915348794656643e+00 9.928484066349081161e+01 8.654194054116985946e-01 1.509011894455006342e+01 1.621410765787962305e+01 1.625243333508852572e+01 1.628837861768834117e+01 1.632186989052156534e+01
1.446939721924597855e+00 1.013244928074979754e+02 1.178324886783067127e+00 1.508809398402336299e+01 1.637510893665835709e+01 1.631652288208496060e+01 1.624965481385738286e+01 1.617495555355345971e+01
1.510058359739796074e+00 1.000367152215935960e+02 1.029459754148002615e+00 1.509963342120351015e+01 1.639198696559059343e+01 1.639018231160060779e+01 1.638837079471383618e+01 1.638655242456358252e+01
1.564722894609792636e+00 1.001996738006006780e+02 9.936470077682830748e-01 1.506561513387431539e+01 1.636609408154449952e+01 1.635509774045508280e+01 1.634389924687114615e+01 1.633250035638319986e+01
1.502785096309565027e+00 1.004991106124662252e+02 1.110428378467830157e+00 1.504619554168521667e+01 1.637103860074236650e+01 1.634826298592561855e+01 1.632421963999655645e+01 1.629893197226305546e+01
1.356451060743895098e+00 9.915395604445851063e+01 8.819062740059016026e-01 1.506357257140605199e+01 1.615538923359479639e+01 1.619695329246218662e+01 1.623526050480224825e+01 1.627020079223693472e+01
1.430595127888979023e+00 1.016526017462594353e+02 1.295425822897674273e+00 1.505350872877543722e+01 1.638336454981318724e+01 1.632265967737874490e+01 1.624872374083879834e+01 1.616232753197122562e+01
1.501268109130247552e+00 9.879280071353032611e+01 8.568725718601232222e-01 1.510449662837593010e+01 1.631121096267632709e+01 1.637615943553603870e+01 1.643361542650802676e+01 1.648324041191347078e+01
1.447539346914636482e+00 1.004910205443770792e+02 1.128008961370431162e+00 1.511271272420708911e+01 1.640099819542125914e+01 1.638012953139208250e+01 1.635806635706051182e+01 1.633482946644544853e+01
1.403441417606148489e+00 1.000717000239219487e+02 1.020785612346426285e+00 1.508843992375486565e+01 1.628158575991524870e+01 1.627824705137778238e+01 1.627488422981981131e+01 1.627149736339339015e+01
1.473232975611952655e+00 9.993832466469081055e+01 1.107314222220320499e+00 1.501166784539070065e+01 1.633202047730958029e+01 1.633454460047780898e+01 1.633704883352220705e+01 1.633953313879036173e+01
1.507643686949553086e+00 9.870994759948017361e+01 7.893280161112917748e-01 1.506500549588228566e+01 1.621874354484794267e+01 1.629446000817139861e+01 1.636189092781914312e+01 1.642058187312762385e+01
1.420049413481857092e+00 9.831229642820829895e+01 8.597186009132445905e-01 1.514264234332328840e+01 1.631207515544058140e+01 1.639200261205617082e+01 1.645740885256724795e+01 1.650753366538647882e+01
1.420699645527797150e+00 9.933467777424367284e+01 8.638711738229063464e-01 1.507644260527779601e+01 1.619455373349408589e+01 1.623043811981414564e+01 1.626427906538224732e+01 1.629601664625034019e+01
1.473688541341481084e+00 9.991305716111989454e+01 1.020160300869389580e+00 1.508409205748473525e+01 1.634415460327223357e+01 1.634831403254774429e+01 1.635243566936622983e+01 1.635651939051611947e+01
1.379037354956968997e+00 1.000972367007257446e+02 1.082638738847816029e+00 1.501622911434265539e+01 1.623022247313848254e+01 1.622620695484476983e+01 1.622214635985695352e+01 1.621804083944905273e+01
1.538004968462019839e+00 9.887257872072508746e+01 8.086162531293505928e-01 1.498293419075440625e+01 1.616859109086973589e+01 1.623567567845464055e+01 1.629633255790420066e+01 1.635025050402046176e+01
1.513009121766586418e+00 1.007854250740730180e+02 1.141033745130067834e+00 1.510365154463019444e+01 1.644657078586523369e+01 1.641084773035250421e+01 1.637199118857661162e+01 1.633009430374071513e+01
1.463538787265604935e+00 1.004688263401780546e+02 1.085227134820228256e+00 1.505204309601620416e+01 1.632583028537692371e+01 1.630415501872334261e+01 1.628140345260235478e+01 1.625759514397053351e+01
1.571220219816176877e+00 9.900059597835996783e+01 9.204037896734514890e-01 1.516536435974699870e+01 1.647360290604533972e+01 1.652613036735648322e+01 1.657318509708069953e+01 1.661457785040717994e+01
1.527482095522040062e+00 9.894940790503319761e+01 8.102981257105839052e-01 1.506321115919349296e+01 1.623758540843231302e+01 1.630008550324480865e+01 1.635708302137535597e+01 1.640832439364313089e+01
1.489508994524216368e+00 1.003575882393180478e+02 1.092182235540904767e+00 1.506236068212221468e+01 1.636881163247062787e+01 1.635246888672899601e+01 1.633547954388196644e+01 1.631785211892067267e+01
1.392834236618544441e+00 9.939699064970085374e+01 9.555580443984269534e-01 1.506494064614061656e+01 1.623218777419670289e+01 1.626030061157381823e+01 1.628667681823433355e+01 1.631127807456575951e+01
1.428908971246591442e+00 1.009132586937330274e+02 1.177464062588084559e+00 1.510573755551116548e+01 1.639227346320343059e+01 1.635485743707653583e+01 1.631340367415861436e+01 1.626804617230378369e+01
1.586954316827804634e+00 9.973559152061210398e+01 9.884850051983188335e-01 1.501399861682424763e+01 1.635376616161912366e+01 1.636774763635435548e+01 1.638135350011627267e+01 1.639457997782423249e+01
1.520347004127126311e+00 9.967144337895909700e+01 1.039215580118097781e+00 1.500524198538674625e+01 1.633147110409896285e+01 1.634658174874438785e+01 1.636111700384993028e+01 1.637507063428115828e+01
1.452353501786203260e+00 1.007934799972691025e+02 1.100462391777919713e+00 1.498955162736091395e+01 1.625007812379877947e+01 1.621286861033165039e+01 1.617266671316619764e+01 1.612957077108411141e+01
1.543019470028813123e+00 1.000182752880945145e+02 1.061205056362138688e+00 1.501259355370715554e+01 1.635869803984674675e+01 1.635783121410677055e+01 1.635696261528632078e+01 1.635609224453024524e+01
1.679819701855743030e+00 9.989410775312384771e+01 1.075634484861369700e+00 1.498187879548950008e+01 1.646522200684039561e+01 1.647043980295336851e+01 1.647559156419250215e+01 1.648067706201768701e+01
1.393878180456622262e+00 9.955988588609110934e+01 8.853099597292108935e-01 1.508244311505668556e+01 1.618554941826729632e+01 1.620878798533158971e+01 1.623115766196721310e+01 1.625264119164960874e+01
1.576071772465860166e+00 1.003034502268590842e+02 1.052710136492978288e+00 1.511605051504426456e+01 1.647020933730129144e+01 1.645463733005937712e+01 1.643858166702716517e+01 1.642204814940805946e+01
1.547181416066743864e+00 1.008825482267060920e+02 1.157455570732849770e+00 1.508623387840122909e+01 1.646683551911417709e+01 1.642638283081016937e+01 1.638188207017480735e+01 1.633346765681683976e+01
1.398489241422869789e+00 9.912402103516097895e+01 9.026416830676778913e-01 1.509915627365217716e+01 1.624331513497369528e+01 1.628618044796184705e+01 1.632538697292928376e+01 1.636081386283094119e+01
1.400933060916210504e+00 9.953052475293337409e+01 9.284860884450829577e-01 1.514992394705044987e+01 1.629604656035987631e+01 1.631941588744626515e+01 1.634175805478598065e+01 1.636305343934942869e+01
1.467427699789883633e+00 9.860156674323751247e+01 9.001435942946393043e-01 1.518616258677582387e+01 1.641237082345099907e+01 1.647924159820921020e+01 1.653585081645671551e+01 1.658174924138205242e+01
1.387565133234110792e+00 1.017989389770113746e+02 1.263439278368435170e+00 1.503954390326408053e+01 1.630742339884674408e+01 1.623714907132700702e+01 1.615212537166295448e+01 1.605339942809089493e+01
1.558880704768347725e+00 9.989121377589273720e+01 1.114868336623113132e+00 1.502161587376061469e+01 1.642592511668005884e+01 1.643052316260470747e+01 1.643505524047375843e+01 1.643952113808562743e+01
1.398273954956941623e+00 1.007211040215795776e+02 1.170614975259061552e+00 1.502688160349363500e+01 1.628887909388908994e+01 1.626052646658568790e+01 1.622967791425669404e+01 1.619639585006173377e+01
1.395345996000068700e+00 1.010951591719256299e+02 1.169261295255822120e+00 1.503425415298131895e+01 1.627855276048567745e+01 1.623272571353636096e+01 1.618134840360612614e+01 1.612465876506968243e+01
1.434324111029622317e+00 9.954746671924307577e+01 1.071029411971060163e+00 1.510903981867094359e+01 1.638705458274352722e+01 1.640512869812067720e+01 1.642214549551671610e+01 1.643809109303963112e+01
1.480643219693064339e+00 1.009542453742961783e+02 1.192410452154741174e+00 1.502591123807577311e+01 1.636692484249951818e+01 1.632730412383571306e+01 1.628309447488025796e+01 1.623445178629422614e+01
1.423090957446799587e+00 1.008742903554074530e+02 1.137158477618238628e+00 1.501964167491369828e+01 1.627655515719949619e+01 1.623836783059849864e+01 1.619656716317196299e+01 1.615127708764870818e+01
1.408955367886497889e+00 9.852797441548511870e+01 8.394232753369170741e-01 1.512891700949674068e+01 1.626113319962194126e+01 1.633475331705139766e+01 1.639775548235940761e+01 1.644958493204234529e+01
1.475954006456322354e+00 9.967283327001402427e+01 9.844716527136417872e-01 1.504534773129471503e+01 1.629136762049643039e+01 1.630741755938747772e+01 1.632293069842761213e+01 1.633790043936804537e+01
1.349012854239443504e+00 9.988323365393500808e+01 9.243307287007962447e-01 1.506872912202013381e+01 1.615147483797709782e+01 1.615735607333009938e+01 1.616317857502392741e+01 1.616894202892267884e+01
1.406540167342523739e+00 1.006530845408077255e+02 1.020919562388204138e+00 1.503126270227425110e+01 1.619950914039756995e+01 1.616661358695180084e+01 1.613183128368569541e+01 1.609522003255751699e+01
1.504939821844890613e+00 9.954508687095490416e+01 9.158343528189704097e-01 1.507983277369879715e+01 1.629918332746654386e+01 1.632400436029978863e+01 1.634779967635625297e+01 1.637054965836196274e+01
1.567805917347922406e+00 9.941777791333119296e+01 1.058582347359113163e+00 1.509635854182338477e+01 1.649029734856980056e+01 1.651575287304639161e+01 1.653928679725934003e+01 1.656086726058050829e+01
1.488622219029989147e+00 1.010647888256095541e+02 1.184607916358725310e+00 1.504528996341847247e+01 1.638416665014612406e+01 1.633819095855719539e+01 1.628655165319414522e+01 1.622947494246910694e+01
1.585292906050796091e+00 9.909863675187753529e+01 8.457536422541100940e-01 1.498742532482333800e+01 1.623208348361571396e+01 1.628613167128625960e+01 1.633593936131515179e+01 1.638134392310256970e+01
1.491295874880364192e+00 1.004489730936017935e+02 1.028847337998968436e+00 1.508709917696385538e+01 1.634259630268485353e+01 1.631950264460048317e+01 1.629543705932587017e+01 1.627041852603244720e+01
1.469468786479900979e+00 1.005886851546180907e+02 1.094820643897448820e+00 1.508298967958618064e+01 1.636348478166243936e+01 1.633611707415980518e+01 1.630705513056425460e+01 1.627633824280571773e+01
1.365265856276049572e+00 9.907755380788317723e+01 8.645844313564023942e-01 1.511835733825397554e+01 1.620710990948425234e+01 1.625340846160408859e+01 1.629582387558503598e+01 1.633421104350348330e+01
1.568583979469024614e+00 9.873599758101306634e+01 8.638219834968743349e-01 1.509727832589113738e+01 1.636792903151380685e+01 1.643772061378945182e+01 1.649884420488912085e+01 1.655090454814784806e+01
1.296340527205489757e+00 1.012050271261669963e+02 1.160904169787132956e+00 1.508640487743994640e+01 1.623342326664771562e+01 1.618506826758578754e+01 1.613056700330703208e+01 1.607022437085990774e+01
1.502900246197777623e+00 9.933304844459993888e+01 9.898184314410011231e-01 1.505040444085529217e+01 1.634038848719492165e+01 1.637176311328859057e+01 1.640078639037570696e+01 1.642740667172691715e+01
1.401301207310709396e+00 1.020373930568874812e+02 1.240600743969751507e+00 1.500898850660858130e+01 1.626732055097605212e+01 1.618027161157391447e+01 1.607481144042140642e+01 1.595259775087859389e+01
1.411276638163837305e+00 1.009081085937850446e+02 1.119126821413374273e+00 1.499393801344394106e+01 1.622685034064729592e+01 1.618606837750391492e+01 1.614147583326380087e+01 1.609321524561516625e+01
1.517652250824756299e+00 1.003558799301607678e+02 1.070160437563082878e+00 1.496603008386482081e+01 1.628087238678941162e+01 1.626365974759126232e+01 1.624580291853807168e+01 1.622731076439953668e+01
1.516694330553536529e+00 9.977284931443514893e+01 1.005880503368741019e+00 1.502185980811702137e+01 1.631439427668782116e+01 1.632561316824268616e+01 1.633656528111374229e+01 1.634724837424041510e+01
1.459248096522611560e+00 1.000180848784567758e+02 9.964356810678824949e-01 1.510020155976906864e+01 1.632439696547273655e+01 1.632349388639464038e+01 1.632258922838224180e+01 1.632168299260320055e+01
1.411435521304205798e+00 1.009271188559218047e+02 1.194444864860264577e+00 1.507525137003948501e+01 1.635579318987869968e+01 1.631941866849053824e+01 1.627890059286513846e+01 1.623437390373285893e+01
1.557728642114809325e+00 1.026786961332309573e+02 1.456131969623533307e+00 1.495539000015554620e+01 1.645306294926610491e+01 1.636308604308797499e+01 1.623537084748654635e+01 1.607334122163906187e+01
1.563242007793144372e+00 9.872787105934790475e+01 9.284561233716254192e-01 1.504869295920066286e+01 1.637201050900145205e+01 1.643497742396115413e+01 1.648886283897353877e+01 1.653331375261210212e+01
1.509657334225658065e+00 1.010982827899944567e+02 1.212751460948394255e+00 1.507091647863285111e+01 1.644546095354328585e+01 1.639968322703977677e+01 1.634771706797355151e+01 1.628980449705390754e+01
1.485992834548564900e+00 1.006980625656374713e+02 1.222127537371533901e+00 1.506514753578489341e+01 1.643829516869127616e+01 1.641225992604383066e+01 1.638366938646126769e+01 1.635257778247733285e+01
1.444356373325604626e+00 9.988429041959605570e+01 1.122576041935976265e+00 1.510207152562121813e+01 1.640827548775524747e+01 1.641272770037054229e+01 1.641711047600051998e+01 1.642142358245100908e+01
