A T phi m0 m_100 m_200 m_300 m_400
1.447945348945403721e+00 9.945084830737498294e+01 9.009416161497529885e-01 1.505142010685610288e+01 1.621698251795704593e+01 1.624608049176392655e+01 1.627374056682856818e+01 1.629992945135721882e+01
1.509276235676121125e+00 1.004686086254671267e+02 1.069674561655572287e+00 1.497630613009630807e+01 1.627819367260389782e+01 1.625526118411278986e+01 1.623123033812973759e+01 1.620612177217413574e+01
1.436668666980718712e+00 9.870034108832491881e+01 8.670492744911900695e-01 1.506991668218357816e+01 1.623834515743043028e+01 1.630343105783319757e+01 1.636007821688874131e+01 1.640789909900545851e+01
1.390462722644948412e+00 9.993649891484702152e+01 1.109770330634926694e+00 1.505234798101900395e+01 1.630010124908010383e+01 1.630254102951630202e+01 1.630496088256931131e+01 1.630736076966802273e+01
1.483639354109809405e+00 9.882475512570569265e+01 9.876728510287228202e-01 1.506335951979417942e+01 1.635935299448161118e+01 1.640965076254439836e+01 1.645243538298343466e+01 1.648746809084268250e+01
1.414875459455541717e+00 9.902692134216616182e+01 8.834772621031700135e-01 1.512548673450479875e+01 1.627241991772599761e+01 1.632135477711141647e+01 1.636573247548688315e+01 1.640538390028351046e+01
1.573199621075825672e+00 1.000286811992539810e+02 1.069287018237934817e+00 1.504000754395626416e+01 1.641811535977561931e+01 1.641674608989444195e+01 1.641537235156619090e+01 1.641399414924957512e+01
1.464965262064678697e+00 9.942854612015482019e+01 1.030171397883777873e+00 1.510610702027827656e+01 1.638855219565808952e+01 1.641328267146269582e+01 1.643630868777909271e+01 1.645760022040054338e+01
1.546255267897795882e+00 9.962291610586663637e+01 9.727195146554301619e-01 1.512167864892100866e+01 1.641987731274851825e+01 1.643948545604900247e+01 1.645834826955953645e+01 1.647645508478398213e+01
1.318258151076241003e+00 1.010795444045656239e+02 1.262632403408064263e+00 1.504595767263621653e+01 1.627247687213220573e+01 1.623731722664387078e+01 1.619679475055383477e+01 1.615109185325655616e+01
1.420158183717172173e+00 9.941374909280641248e+01 9.427271274766628739e-01 1.516861079622587738e+01 1.634787403831116848e+01 1.637637827530088330e+01 1.640322457716670357e+01 1.642837609126308251e+01
1.496142887233898877e+00 9.807822794291767821e+01 7.016937949764031623e-01 1.514778897852915307e+01 1.624658275451913170e+01 1.636296438774182249e+01 1.646095064742645064e+01 1.653905821368782370e+01
1.376046377049856995e+00 9.974682312089056779e+01 1.011432137529719721e+00 1.501315844951831124e+01 1.619098158614631444e+01 1.620217833727566870e+01 1.621307268297181636e+01 1.622366185245745385e+01
1.536663297632933078e+00 1.006405319811854895e+02 1.086233497221101629e+00 1.499131116874235481e+01 1.632136724416594120e+01 1.628953602696971359e+01 1.625562899991495058e+01 1.621970037898788419e+01
1.520356574032136088e+00 9.887349004088783033e+01 9.810121265887423725e-01 1.514536062971441943e+01 1.646611508668357970e+01 1.651659530526599440e+01 1.656005133161039211e+01 1.659626056087138579e+01
1.508367442036893991e+00 1.008115047551748802e+02 1.173546427118685287e+00 1.502950792204959640e+01 1.638913495977059753e+01 1.635437611354598175e+01 1.631622881195042041e+01 1.627479061973021146e+01
1.538236335763033313e+00 1.003571880835451822e+02 1.058079950412582182e+00 1.498305871784349819e+01 1.630629299573024937e+01 1.628842300277105792e+01 1.626990022458380025e+01 1.625073392402032013e+01
1.482519348108683577e+00 1.017591379834314722e+02 1.342639980016463008e+00 1.509061659805836619e+01 1.648985556480713655e+01 1.642850243481961314e+01 1.635138028366355556e+01 1.625939811328869666e+01
1.438430775142174101e+00 9.853915540641570203e+01 7.674571671394638805e-01 1.515792665413260920e+01 1.624859876555636617e+01 1.633110115800299766e+01 1.640343173019478940e+01 1.646496335157543101e+01
1.444610573659733221e+00 1.008609604230471035e+02 1.273329068036729961e+00 1.513185546437563644e+01 1.648833689662568602e+01 1.645975118313855745e+01 1.642734655656242637e+01 1.639121620979702598e+01
1.539254816145165794e+00 9.991782824213298397e+01 1.091780563599253906e+00 1.509660449187935072e+01 1.646626228993424945e+01 1.646987338078812613e+01 1.647344780479761539e+01 1.647698546652412332e+01
1.302773738375151202e+00 1.007759132804011699e+02 1.197263006685892250e+00 1.505620669944277168e+01 1.624473817809163734e+01 1.621754922690816159e+01 1.618764290900829295e+01 1.615508920067461673e+01
1.513009121766586418e+00 1.007854250740730180e+02 1.141033745130067834e+00 1.510365154463019444e+01 1.644657078586523369e+01 1.641084773035250421e+01 1.637199118857661162e+01 1.633009430374071513e+01
1.577893915852756734e+00 9.941256301667016260e+01 8.734023897677001269e-01 1.500585016143484474e+01 1.625211663825921704e+01 1.628718054735636045e+01 1.632047837389690059e+01 1.635196422283980411e+01
1.397096253181637771e+00 1.005280581593335683e+02 1.150201807738356452e+00 1.504103033354195063e+01 1.629684632576745074e+01 1.627596025221550136e+01 1.625372908801480776e+01 1.623017704743910272e+01
1.473651219782830424e+00 9.911118637433837364e+01 9.198153120553328455e-01 1.505338641321561255e+01 1.627409036799785724e+01 1.631864528942619330e+01 1.635918415005028947e+01 1.639557827538915902e+01
1.360530767504912308e+00 1.008752552460951648e+02 1.210199767365019552e+00 1.510838796144837204e+01 1.635336970810578450e+01 1.632162191262555240e+01 1.628626918679792368e+01 1.624741657558482544e+01
1.371938054346746094e+00 1.002695724908993355e+02 9.436647290804315302e-01 1.500758454038392031e+01 1.610470457387569354e+01 1.609063398765419350e+01 1.607625436440981659e+01 1.606156980722018091e+01
1.454332639527846638e+00 9.944291486895455989e+01 9.674111186554309461e-01 1.508221544540200476e+01 1.630804079649304228e+01 1.633482177047546102e+01 1.636005098307541772e+01 1.638369717968638284e+01
1.387877692515575134e+00 1.008244616784542842e+02 1.187779509154152979e+00 1.504734597347392189e+01 1.630632389529915471e+01 1.627466508035277215e+01 1.623976711721577004e+01 1.620172210880865649e+01
1.436068145370130722e+00 1.010592779198902917e+02 1.017429092319635187e+00 1.499514511440887077e+01 1.616457551894121991e+01 1.610718661728668621e+01 1.604497611528281453e+01 1.597821374582843745e+01
1.443531897978198808e+00 1.000799592439509240e+02 9.921505808002366589e-01 1.504764542969690488e+01 1.625219792600962165e+01 1.624818932160582818e+01 1.624415046339826318e+01 1.624008145316649987e+01
1.455410700533946722e+00 1.009237702595734021e+02 1.163707659100374325e+00 1.510036956144589482e+01 1.640150824747250624e+01 1.636187381313414591e+01 1.631806809470451114e+01 1.627023593996841200e+01
1.493960759899603197e+00 9.796521805407691375e+01 7.951307555727699095e-01 1.508748081854614043e+01 1.628115992305978210e+01 1.638791677655729728e+01 1.647255673474598936e+01 1.653364030106113347e+01
1.629184160125895175e+00 9.897016110863225435e+01 8.471944042531753816e-01 1.502393490694135991e+01 1.631275178267242865e+01 1.637510886602616367e+01 1.643169235433105158e+01 1.648226046513877918e+01
1.434357255007011833e+00 1.005176378468420495e+02 1.089732159795336885e+00 1.509704995153479423e+01 1.634647471822459508e+01 1.632302948522978170e+01 1.629830082112614065e+01 1.627231461340683438e+01
1.609384018715031894e+00 1.008083700382607049e+02 1.116033162132801460e+00 1.497211521204357076e+01 1.638049234645609431e+01 1.633948058324389407e+01 1.629499841895398760e+01 1.624715875022258871e+01
1.402576912564545530e+00 9.837652580873107411e+01 8.469561847071269689e-01 1.513549168985431059e+01 1.627689584916805643e+01 1.635513315127894174e+01 1.642026926811374565e+01 1.647160451836299444e+01
1.641458954137650306e+00 9.997873540193948827e+01 1.041570340936224470e+00 1.506817495863101541e+01 1.648618542451569979e+01 1.648728910428006955e+01 1.648839024963907107e+01 1.648948885862617075e+01
1.550705026752094984e+00 1.005304575116147134e+02 1.150075592354685927e+00 1.513106584359076479e+01 1.652476985716743130e+01 1.650146658089588669e+01 1.647665713658077991e+01 1.645036879156895182e+01
1.475303210216478256e+00 1.005250596535622094e+02 1.115798290396339043e+00 1.507377332433271988e+01 1.637699497021024797e+01 1.635360447990241539e+01 1.632883569500335952e+01 1.630271528987721297e+01
1.577629738895742095e+00 1.007076179585081093e+02 1.091144497602223318e+00 1.496689556037109448e+01 1.633300394062807115e+01 1.629684694790663713e+01 1.625809817594134543e+01 1.621683313746435928e+01
1.392305289665876522e+00 9.819741521450582411e+01 7.919713062341191545e-01 1.516342185768943374e+01 1.626034956401489140e+01 1.635174245078088262e+01 1.642734457353713395e+01 1.648615130837490383e+01
1.500329990047356343e+00 9.862203004536300455e+01 8.400159337134918136e-01 1.506472188383165367e+01 1.626544557909734579e+01 1.633969475014402661e+01 1.640412387902681957e+01 1.645823672243034608e+01
1.448833444523795144e+00 9.851043119912515067e+01 8.341698291400901910e-01 1.504505957782119907e+01 1.620576046062508624e+01 1.628278469679064600e+01 1.634864508446410980e+01 1.640274758594005178e+01
1.361315459159972097e+00 1.019306820676650176e+02 1.314617035278587531e+00 1.511761280666396878e+01 1.638423250444725099e+01 1.631604442864068716e+01 1.623090235957980099e+01 1.613001078656381182e+01
1.538468313625688699e+00 9.842287682323708964e+01 7.530579158445005472e-01 1.512858732755936764e+01 1.628819714213565106e+01 1.638394524448147394e+01 1.646697883973858723e+01 1.653645694764051299e+01
1.370550138648610972e+00 9.842740225655643371e+01 7.673587047449212939e-01 1.507057153216423906e+01 1.611612855361556385e+01 1.619967150684385615e+01 1.627184524117320308e+01 1.633192301937683766e+01
1.519116086241881991e+00 9.901225149804932357e+01 9.006673227647110647e-01 1.500227440539428869e+01 1.624963189199454661e+01 1.630149580340616922e+01 1.634825683205407998e+01 1.638973131713384745e+01
1.433471063426154046e+00 1.005439350852141018e+02 1.145123125884877080e+00 1.502581256695648904e+01 1.631049116469490556e+01 1.628813608421734571e+01 1.626432262279322316e+01 1.623907829246517309e+01
1.583317755248362380e+00 1.013104839762798406e+02 1.356839542303579504e+00 1.509901754403249896e+01 1.661383260680221241e+01 1.657143124096696241e+01 1.651930900465516672e+01 1.645781000870278632e+01
1.509109202465463317e+00 9.926034468690491508e+01 8.687352740217562097e-01 1.504415803147577080e+01 1.624073253046904952e+01 1.628246026964164628e+01 1.632147398120266857e+01 1.635768815752147276e+01
1.614923926993625969e+00 9.804421001683682846e+01 7.918686092512436936e-01 1.510308834010306356e+01 1.638518575565736413e+01 1.649788005280391445e+01 1.658869164476338298e+01 1.665619580031868452e+01
1.427339984832840303e+00 9.900716842323316769e+01 9.836559137742643122e-01 1.508524660742154211e+01 1.632097756362193053e+01 1.636350358751300504e+01 1.640095676032962402e+01 1.643318844656976196e+01
1.269270197749826634e+00 1.010978437324495616e+02 1.159036213744772725e+00 1.505816863856963472e+01 1.618401036620146272e+01 1.614143107457397974e+01 1.609381071910889816e+01 1.604137090561834356e+01
1.524889301087826166e+00 1.012809626755761627e+02 1.179569700918435604e+00 1.508072831453514340e+01 1.643979169657244910e+01 1.638060529758475425e+01 1.631321442467767469e+01 1.623804443091646021e+01
1.464032360131597654e+00 9.955494419202564416e+01 9.712074716206172686e-01 1.503167494847683905e+01 1.626305864615016716e+01 1.628481305632479703e+01 1.630557883737800751e+01 1.632533960671338136e+01
1.507473292811745136e+00 1.002402587287544975e+02 1.087022669887050874e+00 1.504417006900491849e+01 1.636794458690039988e+01 1.635693415948087548e+01 1.634562600918307140e+01 1.633402270059195871e+01
1.651055713021414295e+00 9.873063526584770955e+01 9.124278311769781213e-01 1.510900818205335305e+01 1.649223433729453703e+01 1.656046784137619809e+01 1.661923466944681849e+01 1.666815153388419901e+01
1.550863120270381534e+00 9.934050894964050826e+01 8.656752616236321751e-01 1.506436573731145323e+01 1.628628702325167765e+01 1.632504900711521145e+01 1.636161784364901095e+01 1.639592991588589754e+01
1.619822736450424738e+00 1.005505494683490184e+02 1.089195266720734301e+00 1.495456662710090256e+01 1.636348508515526490e+01 1.633516108558177393e+01 1.630520325615519539e+01 1.627364704971670051e+01
1.489867345357070327e+00 9.908979269389527644e+01 9.249316176914754717e-01 1.503776525881685266e+01 1.627728851808307198e+01 1.632290631791110513e+01 1.636424442320425499e+01 1.640116517244899086e+01
1.323441310779636781e+00 1.001657757051857658e+02 1.096505438583160075e+00 1.510838931001265628e+01 1.627939611713446411e+01 1.627292067294053979e+01 1.626631930429642736e+01 1.625959272502894493e+01
1.443504203734563784e+00 1.002967298290753604e+02 9.754220238057415004e-01 1.497641738498805708e+01 1.615629612166011242e+01 1.614063425680119934e+01 1.612457011051131772e+01 1.610810923356706326e+01
1.428908971246591442e+00 1.009132586937330274e+02 1.177464062588084559e+00 1.510573755551116548e+01 1.639227346320343059e+01 1.635485743707653583e+01 1.631340367415861436e+01 1.626804617230378369e+01
1.458944367135699416e+00 9.888767727649316441e+01 7.872947819823576943e-01 1.502704024330687993e+01 1.613075601758804112e+01 1.619537680051023187e+01 1.625416415080761112e+01 1.630682454685318561e+01
1.586470919691211900e+00 9.907373227176543651e+01 8.560881031384131035e-01 1.508058473689583856e+01 1.633779905148438161e+01 1.639243935896687532e+01 1.644255406219395610e+01 1.648797027667800208e+01
1.491702260851171635e+00 1.006008370966788021e+02 1.052801294421365386e+00 1.508738862475508924e+01 1.635477712118310833e+01 1.632436976135182505e+01 1.629222066628936716e+01 1.625837510363149008e+01
1.475579844018795272e+00 9.979428765470318297e+01 9.681022627367917854e-01 1.508078582407525658e+01 1.630711679862026031e+01 1.631764250181105780e+01 1.632796072206347304e+01 1.633806972849414407e+01
1.555918585196537585e+00 9.986465456680984687e+01 1.026701620444694152e+00 1.513427372510553148e+01 1.647232200509834499e+01 1.647903513434088296e+01 1.648565074981173950e+01 1.649216837178743944e+01
1.374862036306878199e+00 1.001452275661888791e+02 1.137136476994157652e+00 1.509310552435398201e+01 1.633538643038550475e+01 1.632996766857752036e+01 1.632444621973018073e+01 1.631882254224642281e+01
1.661931861299702051e+00 1.006344452145490180e+02 1.102968141814954173e+00 1.504392007387568597e+01 1.649643400400084658e+01 1.646331217070727959e+01 1.642796343970178441e+01 1.639044326994343237e+01
1.532024095800791796e+00 9.995906957763838818e+01 1.077367005329492811e+00 1.507548941886319938e+01 1.642662655314405384e+01 1.642848006341940348e+01 1.643032461793709942e+01 1.643216020448760517e+01
1.559864339376435316e+00 1.000919435764754013e+02 1.005479173371018442e+00 1.502201227843998588e+01 1.633434628120378562e+01 1.632945787320898035e+01 1.632452591134936526e+01 1.631955055991934955e+01
1.460235396013821241e+00 9.976856693551930277e+01 1.104289589911799041e+00 1.508946499852706857e+01 1.640310039413463272e+01 1.641225494343402858e+01 1.642112849276098174e+01 1.642971915710939612e+01
1.506090531488060602e+00 9.901635024013305042e+01 8.960564188605573133e-01 1.506523647479302319e+01 1.629769439557340149e+01 1.634929203794648345e+01 1.639588853242586808e+01 1.643730239468415633e+01
1.522303231669387191e+00 1.002718686073354348e+02 1.081738900515456070e+00 1.496921119017752133e+01 1.630068624041522796e+01 1.628792202775721520e+01 1.627477511487442996e+01 1.626124931710407751e+01
1.496500961033318866e+00 9.923342368344196984e+01 9.055635082320574458e-01 1.511957718233868064e+01 1.634041389360340091e+01 1.638096831357902516e+01 1.641855162109758481e+01 1.645307529148947623e+01
1.646325683121815819e+00 1.001434734182382158e+02 9.959132349930600592e-01 1.498476255653752887e+01 1.635833708027731959e+01 1.635011179864780573e+01 1.634177588058986785e+01 1.633333000157625392e+01
1.599932297888611021e+00 1.008113579947114005e+02 1.170740132799120259e+00 1.504605863961855050e+01 1.648627779458470144e+01 1.644921457711048518e+01 1.640856396434029918e+01 1.636442988614617988e+01
1.424647893823369094e+00 9.965636669336352327e+01 1.012534548158811054e+00 1.503889330201582375e+01 1.626331223371196089e+01 1.627880265949989536e+01 1.629371109854806932e+01 1.630803055315638517e+01
1.551200706922068129e+00 1.005642015983951723e+02 1.158053247414328135e+00 1.504304532800144045e+01 1.644117016773509476e+01 1.641662082743307494e+01 1.639036481890109442e+01 1.636243476524258966e+01
1.491282952908029813e+00 9.992110659892090041e+01 1.021348399461296186e+00 1.501340091204332161e+01 1.628903410390643813e+01 1.629285048190346075e+01 1.629663537162284115e+01 1.630038867991541451e+01
1.395059056929759844e+00 1.006681831316256677e+02 1.114756866588560325e+00 1.509803774062934423e+01 1.632382301059205787e+01 1.629498738351326281e+01 1.626407024297546400e+01 1.623112535435177506e+01
1.565703898480734768e+00 9.941175654650712090e+01 8.877688419138917153e-01 1.515769611436674502e+01 1.640805072926572450e+01 1.644221470116625383e+01 1.647460330333053236e+01 1.650517177054871709e+01
1.663968058571324571e+00 9.976546886314116591e+01 1.014120091264899326e+00 1.503437230822771831e+01 1.645993934292784999e+01 1.647245991561876721e+01 1.648466674266469667e+01 1.649655716091855595e+01
1.468865113992956495e+00 9.921000152386767468e+01 1.015957877989698499e+00 1.507539555157426037e+01 1.636104655767379512e+01 1.639496581781475371e+01 1.642558257469287497e+01 1.645282020340831153e+01
1.344036335794629000e+00 9.938490588591936614e+01 9.575225956491558721e-01 1.516865831411568166e+01 1.629701108368303863e+01 1.632454760641047997e+01 1.635033644264386510e+01 1.637433860006699149e+01
1.398853422600853103e+00 1.004896165871122093e+02 1.081368947253179780e+00 1.504321018977709912e+01 1.625713351560032294e+01 1.623528813455263986e+01 1.621232563219232858e+01 1.618826752716327277e+01
1.444960951758516243e+00 9.981576554255083522e+01 9.754882217485383311e-01 1.508366461108810341e+01 1.628937356308113493e+01 1.629852770825080555e+01 1.630751846335574129e+01 1.631634461920614854e+01
1.398853422600853103e+00 1.004896165871122093e+02 1.081368947253179780e+00 1.504321018977709912e+01 1.625713351560032294e+01 1.623528813455263986e+01 1.621232563219232858e+01 1.618826752716327277e+01
1.552354030301067445e+00 1.005834593403366028e+02 1.130444233960968381e+00 1.504002315388353139e+01 1.641924066670481963e+01 1.639236423744596749e+01 1.636369156158789551e+01 1.633326072360287640e+01
1.484701939053847619e+00 9.891758852593716256e+01 9.879335805977474960e-01 1.505747699906093828e+01 1.635025361150634637e+01 1.639735815601862967e+01 1.643813140387481653e+01 1.647238069057890186e+01
1.462617815295395474e+00 1.009121087359828266e+02 1.169225922878148971e+00 1.498285172255610220e+01 1.629449598070858585e+01 1.625564686296697658e+01 1.621269373737368369e+01 1.616577510222989389e+01
1.448629686350814350e+00 9.972478546052946058e+01 1.028591840344363240e+00 1.500342280279246054e+01 1.625705510615367544e+01 1.626945312904804197e+01 1.628147049873816954e+01 1.629310360200076246e+01
1.442813115801766521e+00 1.007009356041103416e+02 1.175528660648999413e+00 1.508665850852971957e+01 1.639265862502125515e+01 1.636459824982820166e+01 1.633409393700505063e+01 1.630120402313495731e+01
1.407359711146508596e+00 9.975556933806812765e+01 1.029006804207873493e+00 1.510068865172290486e+01 1.631752631124657071e+01 1.632826769634933228e+01 1.633871811850355016e+01 1.634887510073174965e+01
1.510470783419794349e+00 1.006807222902311736e+02 1.097775971098926551e+00 1.496037733735026976e+01 1.627455527392381285e+01 1.624174628720848901e+01 1.620662515097103551e+01 1.616925523908857087e+01
1.374377271194707317e+00 1.009538640500892370e+02 1.200025765043765569e+00 1.512710103904170822e+01 1.637628421274382262e+01 1.634007987521484395e+01 1.629960175462850813e+01 1.625499247070809261e+01
1.478243435869696754e+00 9.862425945325149712e+01 9.339047302487741842e-01 1.511658943068262317e+01 1.637741083290309874e+01 1.644012184869266235e+01 1.649267220607120521e+01 1.653465847991409632e+01
1.223526827540473816e+00 1.005834900495672883e+02 1.252770230563985399e+00 1.517081064379775945e+01 1.631826931806406833e+01 1.630203126733813690e+01 1.628429051595525934e+01 1.626507063052853042e+01
1.402849964735291666e+00 1.005588610593250394e+02 1.076227597306659733e+00 1.507972009925125079e+01 1.629047201499138708e+01 1.626499639934253594e+01 1.623807566933933089e+01 1.620974264731471592e+01
1.395269942452666667e+00 1.009353473272835515e+02 1.169920513574253640e+00 1.511079943542931048e+01 1.636159102764139917e+01 1.632349108612127608e+01 1.628128109859996897e+01 1.623510412286989180e+01
1.492081049592727915e+00 9.879921795258150041e+01 8.705782965941685214e-01 1.507718264858149482e+01 1.628820529032218190e+01 1.635117234111726248e+01 1.640671371669948542e+01 1.645450568429584237e+01
1.446358462931182309e+00 1.004523618614478835e+02 1.089238048376323098e+00 1.515612596373257048e+01 1.641853113577900558e+01 1.639805541884321372e+01 1.637658548910849632e+01 1.635413853408808649e+01
1.523080344599177405e+00 9.953220440788091139e+01 1.028987470058767784e+00 1.495714942009662352e+01 1.628471202290066699e+01 1.630617636456181785e+01 1.632646436367742737e+01 1.634555832924687380e+01
1.431898417902091936e+00 9.942288411385339941e+01 9.439152011344595916e-01 1.510530648354338723e+01 1.629480289334826537e+01 1.632307847713367721e+01 1.634973437457381706e+01 1.637473513223953603e+01
1.544588310385168306e+00 9.980946598832879602e+01 8.935320693746404697e-01 1.507310106652344217e+01 1.628830634391371746e+01 1.629965453600630454e+01 1.631082626960243331e+01 1.632181993747716930e+01
1.530054350627634507e+00 9.907118085263122964e+01 9.409509548403800494e-01 1.510134574760658488e+01 1.638872428745313314e+01 1.643517156185448513e+01 1.647699182123971795e+01 1.651403999196721628e+01
1.433947838225123839e+00 9.997785882299234572e+01 1.049974304302839112e+00 1.507348962110297919e+01 1.631830259404949857e+01 1.631929183166205988e+01 1.632027865713462944e+01 1.632126306855650455e+01
1.500149585786390904e+00 1.002407553254075339e+02 1.102903844253110499e+00 1.510299941516586841e+01 1.643155195020033688e+01 1.642088726959923051e+01 1.640992247027218198e+01 1.639866004920070708e+01
1.390715917923563083e+00 9.920707682122561266e+01 9.285468331236336192e-01 1.505867318146072087e+01 1.621270217921904333e+01 1.625020513664760102e+01 1.628470374026343137e+01 1.631611100455946683e+01
1.567663070345446830e+00 9.781626077809353603e+01 7.341687761853286087e-01 1.506523380398063594e+01 1.626792081779727894e+01 1.639669471733319384e+01 1.649931357771495755e+01 1.657376156784732046e+01
1.464668966228049207e+00 1.011216302946457546e+02 1.127926884091787763e+00 1.514120897488412609e+01 1.641765480081420492e+01 1.636453729713567284e+01 1.630548045171878613e+01 1.624077098954206733e+01
1.454903597000083870e+00 9.903362415163938692e+01 9.531759282290103164e-01 1.509167309340650220e+01 1.632719191620013532e+01 1.637194479050061346e+01 1.641188647355940589e+01 1.644686686670907250e+01
1.461593431951155875e+00 1.013794867994053845e+02 1.282363271453729192e+00 1.514559266324642017e+01 1.650618887185556360e+01 1.645562956603907168e+01 1.639550022298969978e+01 1.632624009754870187e+01
1.373631512089993345e+00 9.975815333136094409e+01 1.021355463301332200e+00 1.506072600164126385e+01 1.624297214864455796e+01 1.625348817111519395e+01 1.626372744295959549e+01 1.627368758841084784e+01
1.495245039270702625e+00 1.010688878862836901e+02 1.219757711628673968e+00 1.504378617110943495e+01 1.641060480989092696e+01 1.636733123725160866e+01 1.631821557794866706e+01 1.626347462697120960e+01
1.432451779248685053e+00 1.000992705993740657e+02 1.046274980327291271e+00 1.504569380241791166e+01 1.628107803943295195e+01 1.627653597620390968e+01 1.627194612263022933e+01 1.626730865692378458e+01
1.537840058690030709e+00 1.011189924195232095e+02 1.159070363057256081e+00 1.497364637660819042e+01 1.633680947821498464e+01 1.628406003948048664e+01 1.622497800158661718e+01 1.615984887961468175e+01
1.495488244457557236e+00 1.000000781293647094e+02 1.097149442624897553e+00 1.502934151357784742e+01 1.636018921402139625e+01 1.636018586532180663e+01 1.636018251659014311e+01 1.636017916782641635e+01
1.385397502300381500e+00 1.007364232522328962e+02 1.126743815758842082e+00 1.514571415968743118e+01 1.636810561916970386e+01 1.633687948824422520e+01 1.630314067632400921e+01 1.626696035310267874e+01
1.476049307044992265e+00 1.018131235307540408e+02 1.329237762518560295e+00 1.499190379672261031e+01 1.637670895175888219e+01 1.631100015682621418e+01 1.622879339756167028e+01 1.613111683553342246e+01
1.631911173999862630e+00 9.909199540534534378e+01 9.277997329283244055e-01 1.516724145183119887e+01 1.652740493394244581e+01 1.657703821027633140e+01 1.662199956853413596e+01 1.666214001150678925e+01
1.397842703793145791e+00 9.966568553109992479e+01 1.016551155392902750e+00 1.511491714885259796e+01 1.631874019110050256e+01 1.633344572925315674e+01 1.634761001678216275e+01 1.636122676214084137e+01
1.511773871704402916e+00 1.002342002038809881e+02 1.055327505274762823e+00 1.500864869591164741e+01 1.631290347988807810e+01 1.630154059771167496e+01 1.628989906695760936e+01 1.627798139664924548e+01
1.544588310385168306e+00 9.980946598832879602e+01 8.935320693746404697e-01 1.507310106652344217e+01 1.628830634391371746e+01 1.629965453600630454e+01 1.631082626960243331e+01 1.632181993747716930e+01
1.503200243423755911e+00 9.964781658881521764e+01 1.004606454083716294e+00 1.506349773774181955e+01 1.634971690293391333e+01 1.636667458272605913e+01 1.638298965254519857e+01 1.639865406726177000e+01
1.467130193808224403e+00 1.002280417231158083e+02 1.124535760309416155e+00 1.507816341244434533e+01 1.639242658104548056e+01 1.638297094954581823e+01 1.637324866353530695e+01 1.636326170989044115e+01
1.445382981265331157e+00 1.016721565747393470e+02 1.254233122524477828e+00 1.512166121908787453e+01 1.644148339464723563e+01 1.637366119145881171e+01 1.629248142115460851e+01 1.619881018936898087e+01
1.360666515463730297e+00 1.000339564846748743e+02 1.080000904462678379e+00 1.518292485259921420e+01 1.638160533777247352e+01 1.638022933429080297e+01 1.637884788434389804e+01 1.637746099421589818e+01
1.509504048627015482e+00 9.942736141414142992e+01 9.801689913963507195e-01 1.502793679513726488e+01 1.631131005108451504e+01 1.633922168123116236e+01 1.636541635687361662e+01 1.638985977954111917e+01
1.433024289534642781e+00 9.996404436526353265e+01 9.884292341141905913e-01 1.506859927567139934e+01 1.626718643795485875e+01 1.626895849300214536e+01 1.627072441725059804e+01 1.627248420168081111e+01
1.449188410966257168e+00 1.003280009559477577e+02 1.037768774667960026e+00 1.510399229442861113e+01 1.633674960683180188e+01 1.632084051384664747e+01 1.630441798431625955e+01 1.628748894755746335e+01
1.485925966643370622e+00 9.923807734757933474e+01 9.412082604652914908e-01 1.512364329842265676e+01 1.636546644306367426e+01 1.640337066467219174e+01 1.643829734317245794e+01 1.647016521462216687e+01
1.394106807196728193e+00 9.875102954902595798e+01 8.381519881704937447e-01 1.508143888966749913e+01 1.618857898690881569e+01 1.625234038419498361e+01 1.630871130232211286e+01 1.635733594014251935e+01
1.366252186439943062e+00 1.006184836058918535e+02 1.152513274544804567e+00 1.513872956240118128e+01 1.636483484476966055e+01 1.634064702158254434e+01 1.631466660725840256e+01 1.628693235009905038e+01
1.596252186195152634e+00 9.885414996068953997e+01 8.826472722772517043e-01 1.504025061295699395e+01 1.634373348324745834e+01 1.640732366121589791e+01 1.646366572147543295e+01 1.651246094269201237e+01
1.433471063426154046e+00 1.005439350852141018e+02 1.145123125884877080e+00 1.502581256695648904e+01 1.631049116469490556e+01 1.628813608421734571e+01 1.626432262279322316e+01 1.623907829246517309e+01
1.367840883144024744e+00 9.999202637470570210e+01 1.044402539946351682e+00 1.510499791803744429e+01 1.628801086025361400e+01 1.628835474222756829e+01 1.628869832713318999e+01 1.628904161488423341e+01
1.582769090348018937e+00 9.992968934934185654e+01 1.010193203498259251e+00 1.505876646469392632e+01 1.640297562631788963e+01 1.640665663226709725e+01 1.641031129512762377e+01 1.641393954347294581e+01
1.546136065225360401e+00 9.963950722719604869e+01 9.086199554202954998e-01 1.496861175167068936e+01 1.620927412469689699e+01 1.622992592767270637e+01 1.624992596075771800e+01 1.626926388916015043e+01
1.539254816145165794e+00 9.991782824213298397e+01 1.091780563599253906e+00 1.509660449187935072e+01 1.646626228993424945e+01 1.646987338078812613e+01 1.647344780479761539e+01 1.647698546652412332e+01
1.434363632960419466e+00 1.004709315701997099e+02 1.093564109511168336e+00 1.509070729558701274e+01 1.634485601027008173e+01 1.632381536660368937e+01 1.630170526369176187e+01 1.627854487735070776e+01
1.471739223280241315e+00 1.011543123128557511e+02 1.155256686936188215e+00 1.503852458307092377e+01 1.633899548238419186e+01 1.628629150910449042e+01 1.622717566157329827e+01 1.616195171718102941e+01
