weight logl A T phi m0 m_100 m_200 m_300 m_400
0.000000000000000000e+00 -7.631642044242510110e+02 8.547442582225324159e-01 1.492234715120644921e+02 3.851271668038244389e+00 1.394973403582846316e+01 1.478607658668810565e+01 1.370210649527591151e+01 1.335161186932764288e+01 1.477276159884790019e+01
0.000000000000000000e+00 -7.625022555476713251e+02 2.229775189327009244e+00 1.239553893832209042e+02 6.327416300825575157e-02 1.569771730206754867e+01 1.366154672221340327e+01 1.413541707575530104e+01 1.664335618997186117e+01 1.792010139640436606e+01
0.000000000000000000e+00 -7.622482480204852209e+02 6.143192098172507443e-01 1.789987455201811031e+02 5.428289834786010459e+00 1.703680073596359534e+01 1.732391000576580353e+01 1.696465438504628409e+01 1.688429286627307491e+01 1.739347669270840058e+01
4.397184247987094243e-322 -7.541460481702076777e+02 1.794239046086159250e+00 2.785769096291946880e+02 6.011475352091080637e+00 1.607479885426413801e+01 1.771821457994581550e+01 1.447770666163959952e+01 1.645142046972250682e+01 1.719553174200962076e+01
2.987120894756176606e-320 -7.499238089955078976e+02 8.029530820897246013e-01 2.929093586108772911e+02 5.978283938861042479e+00 1.682330086272521896e+01 1.759729251982369291e+01 1.622341016123495194e+01 1.670108623181190310e+01 1.755597690076947970e+01
8.178762701255995292e-320 -7.489140551230241272e+02 2.553509672317601620e+00 1.397068114193794770e+02 4.718295207105676070e+00 1.421191908729587539e+01 1.474191252055555346e+01 1.653925844190640149e+01 1.268894839396349994e+01 1.253436690843191670e+01
1.192378029673264410e-319 -7.485345843277070799e+02 2.916863992985435861e+00 1.155840705174026084e+02 2.702637631905054683e+00 1.589530986911885613e+01 1.869476936774733034e+01 1.836280582578180542e+01 1.636339733031690713e+01 1.404767217671791002e+01
6.594047142220197002e-319 -7.468218550833137215e+02 2.518291088509944320e+00 1.243065807229849611e+02 4.277350186052568226e+00 1.301971946181340201e+01 1.325318173894407181e+01 1.546012189624212319e+01 1.442405647716494421e+01 1.152179361964712001e+01
1.028224718842510245e-318 -7.463751006807460726e+02 1.077362500813790369e+00 1.580426528389586451e+02 5.267437768608055570e+00 1.402015281387636492e+01 1.421484890551062996e+01 1.467414582156240854e+01 1.294662914969713974e+01 1.480874739470029944e+01
1.363072769654956678e-318 -7.460906920527820603e+02 1.202795506183422569e+00 1.258521676096771813e+02 3.882939092318212770e-01 1.426237482713529481e+01 1.331841684197570075e+01 1.328502405359494709e+01 1.466590780074616873e+01 1.546285870480567404e+01
6.115946733658664499e-317 -7.422844505850231371e+02 1.837615807163232251e+00 1.283263294187668180e+02 1.017430637232157764e+00 1.677075947874406125e+01 1.610710784076335500e+01 1.496471431661128904e+01 1.677400346439611667e+01 1.857799085315633647e+01
9.646532427855524684e-317 -7.418262516599385208e+02 2.221169712432526033e+00 2.679845072886162143e+02 1.501817172301851411e+00 1.652828466839746824e+01 1.508917545817189598e+01 1.632388724508403399e+01 1.825308685261300568e+01 1.432186957967010521e+01
1.148106388159496999e-316 -7.416496511303600983e+02 1.644031710231401711e+00 1.105646925436753349e+02 4.324779645347722301e+00 1.442904509920178135e+01 1.352420854287627350e+01 1.445790716236474616e+01 1.538151131201154698e+01 1.597199161648688737e+01
2.248824469898130835e-316 -7.409748574939612809e+02 2.633118696921171065e+00 1.336161547703403585e+02 4.968690289266248783e-01 1.526995024297939985e+01 1.294282586753250364e+01 1.406123044430965052e+01 1.762118715597464558e+01 1.643176563219704889e+01
8.068094862168301946e-316 -7.396948477259763877e+02 1.019430159455015472e+00 4.996022956586806174e+01 1.911570486273310054e+00 1.382000243503290093e+01 1.477735523108487925e+01 1.477380316585140108e+01 1.477015565729079860e+01 1.476641307039582607e+01
2.735253260542646376e-314 -7.361688708883025356e+02 1.231262575306669493e+00 1.953949457680237174e+02 1.526951806864248029e+00 1.675630391987072088e+01 1.552560264518367816e+01 1.798088348010427495e+01 1.554455620800413840e+01 1.794857996209614015e+01
3.680363244568158515e-313 -7.335669983715953322e+02 7.149419935106083868e-01 1.019181490510195260e+02 3.872663262726258715e+00 1.676703918002117177e+01 1.635582244788954753e+01 1.642769254680982982e+01 1.650430243227013349e+01 1.658458206417457248e+01
3.221420846308579222e-311 -7.290925171218357264e+02 3.309560161827063696e-01 3.267322082337877021e+01 5.775753340334752184e-02 1.359070044644811404e+01 1.373124354058816543e+01 1.383254441351615505e+01 1.389919279945601716e+01 1.392163901910601354e+01
1.523937924643594229e-310 -7.275359568231167486e+02 4.854282202182276518e-02 7.199760322007040259e+01 2.489691463498708401e+00 1.360497847660750281e+01 1.355761685165307107e+01 1.364810750815861162e+01 1.358624648706472193e+01 1.359055551266515138e+01
3.296326993496577893e-310 -7.267619457313721796e+02 2.480403644316337530e+00 2.675948575183628577e+02 4.601447579287516909e+00 1.544522869635382278e+01 1.697828929262825071e+01 1.576009995155743582e+01 1.347052703843586130e+01 1.790009053751740353e+01
4.390431988771457157e-310 -7.264728269225354325e+02 1.637183561750484295e-01 2.756347399641613265e+02 4.558719049194941420e+00 1.364124994325596063e+01 1.372752954346917598e+01 1.369072451701610582e+01 1.349056678535831999e+01 1.378792726559460924e+01
1.510009812889265371e-308 -7.229324682122944523e+02 2.711926108379778988e+00 1.468566841862206047e+02 2.638635137130630248e+00 1.632351812316094453e+01 1.792976205086430141e+01 1.366562559221877748e+01 1.695229993732084495e+01 1.845266710096754892e+01
3.918413482911932456e-308 -7.219763975135697365e+02 3.137085962943083478e-02 1.297471140290667222e+02 6.098212601156669521e+00 1.696359258649285806e+01 1.693226868502641125e+01 1.696122543472186095e+01 1.699430158343722752e+01 1.697393687826853892e+01
1.655157752117133438e-306 -7.182305178529279601e+02 3.290600958547689192e-01 1.682585535070462868e+02 3.931651673553229642e+00 1.701077544839238342e+01 1.733403222737284821e+01 1.670827926050844425e+01 1.718933717734255850e+01 1.701705110859921888e+01
2.387486803150301544e-306 -7.178616729098331462e+02 2.590463762649841684e+00 2.734868793853698890e+02 2.331421010454043152e+00 1.636153571801454731e+01 1.378010435507009745e+01 1.791499748909559742e+01 1.687884623098943848e+01 1.412071141531686891e+01
9.335081298014984260e-306 -7.164956346898120501e+02 7.971848627139279664e-01 1.442964685294206220e+02 4.693661312680773356e+00 1.368920506994048480e+01 1.398249582542711877e+01 1.428069412503377400e+01 1.298136277847046216e+01 1.359381498174459146e+01
2.636608557304822548e-305 -7.154548356288005380e+02 2.274401280042926743e+00 1.043361263851663665e+02 1.504546209530168044e+00 1.665151596310799675e+01 1.880512361287696166e+01 1.854330638176776702e+01 1.815322713131174481e+01 1.766133295198747533e+01
4.259938463291951176e-304 -7.126699892747858485e+02 7.754854747695191231e-01 2.296415596702073856e+02 5.479750989147800233e+00 1.670220376865331602e+01 1.742747068836618496e+01 1.592745715043814592e+01 1.740076888791920595e+01 1.619312497254760075e+01
9.050822853822252393e-304 -7.119138883130733575e+02 1.927447090578815247e+00 2.319357110348740889e+02 4.521696709054825902e+00 1.608924535741714124e+01 1.765428847590082739e+01 1.513997895887501777e+01 1.624786188350977767e+01 1.675049892267173135e+01
2.808481029477371799e-303 -7.107790151184459546e+02 2.088448788316335403e+00 1.324724216439100530e+02 6.092407138580528958e-01 1.469101552629953034e+01 1.301571198295738974e+01 1.339331538952956713e+01 1.628684769618634576e+01 1.608644469210447880e+01
3.123048078781619632e-300 -7.037625941445046465e+02 3.492590954361993738e-01 2.166455362884570661e+02 5.209732341995693794e+00 1.354780252684638953e+01 1.388568254085888398e+01 1.319858058903895781e+01 1.388811812845144544e+01 1.323612512257965435e+01
3.290624715498752941e-300 -7.037078261878679086e+02 2.900369012341009967e+00 2.374293914379045134e+02 8.622611370791566365e-01 1.590939786230384279e+01 1.486867785191905078e+01 1.553845232748235183e+01 1.760286919656655158e+01 1.330034889221444061e+01
3.648381551493850052e-300 -7.036021199590408060e+02 7.579214596802654746e-01 2.245427090739468099e+02 2.380581363113186022e+00 1.397775732591487241e+01 1.330078940378879260e+01 1.472995015225410675e+01 1.323816184277572106e+01 1.461840402081015711e+01
4.910890311154791646e-299 -7.009998632732863371e+02 2.613137642963406115e+00 1.574021151340887741e+02 3.903771633962212495e-01 1.423046816203647325e+01 1.175850458630164042e+01 1.649819226967836272e+01 1.370983554999990517e+01 1.264979551923536683e+01
8.765879846246119475e-299 -7.004179516296470638e+02 2.212913320859672517e+00 2.339529933176980592e+02 5.206098202939303476e+00 1.522436226127902614e+01 1.743569666016358966e+01 1.320211261116090640e+01 1.664438722681439486e+01 1.469666910092082013e+01
2.019284574762602859e-296 -6.949758199680036341e+02 2.559785851606251939e+00 1.241865724752547706e+01 6.087583222434013841e+00 1.497930550773690683e+01 1.532037549868375947e+01 1.612231911576097687e+01 1.680147559071687979e+01 1.728488718969109783e+01
5.623689941772861431e-296 -6.939490752240490110e+02 7.703302446314973517e-01 2.603007329604607207e+02 2.258696159083752597e-01 1.354893862670974691e+01 1.391954197358882617e+01 1.282299337902926695e+01 1.426239862280226234e+01 1.320946491764133590e+01
1.267961215135487399e-295 -6.931335678846651263e+02 2.171749582595889461e+00 5.372984218566295311e+01 2.784209822889308850e+00 1.642113132660827901e+01 1.846777821361177985e+01 1.829354479321326465e+01 1.678254986220362710e+01 1.501352944899039521e+01
2.550694978951588488e-295 -6.924321122899766578e+02 2.295263826961051024e+00 2.538715286056588241e+02 2.502846931477130665e-01 1.512438451368995018e+01 1.605266991697552115e+01 1.309681479155380579e+01 1.738303376343604612e+01 1.360180871704404204e+01
3.348043610026276034e-295 -6.921576019745425583e+02 1.637135163049641573e+00 6.826130686688293281e+01 2.082491453138658244e+00 1.402450656341405022e+01 1.245644735950130766e+01 1.565747584299251649e+01 1.240546626282796794e+01 1.555145131546607296e+01
4.333008810232544992e-294 -6.895946308837430934e+02 1.926313766747308254e+00 2.594560806578440406e+02 2.665395004954198566e+00 1.494930354105880177e+01 1.315662955081108443e+01 1.676195707146255387e+01 1.401625198808262596e+01 1.453969941222789686e+01
6.247677154743510637e-293 -6.869235982273653462e+02 2.764446327306688822e-01 2.923250592974707160e+02 5.292001641583858884e+00 1.372935859247169077e+01 1.398260470216716200e+01 1.368368203013184470e+01 1.352606813927685714e+01 1.399737036414932057e+01
1.184008174083069039e-291 -6.839792323405793013e+02 4.942671889293782095e-01 1.108047495943121135e+02 4.041658422435728149e+00 1.371839886114841178e+01 1.357830238260135935e+01 1.387636382219155706e+01 1.411696006301814954e+01 1.421256593045015570e+01
1.188460941869624354e-291 -6.839729786369082376e+02 1.072078341469736795e+00 1.053969582656048374e+02 4.732288054562465263e+00 1.473854866017078891e+01 1.371493708689656543e+01 1.386823949477719786e+01 1.411085716997877881e+01 1.441789153234258336e+01
1.248261315177666497e-291 -6.839213861456131553e+02 1.335834486069167770e+00 2.463887873785021725e+02 3.658298610009586671e+00 1.427740774143073743e+01 1.417761162284194576e+01 1.510301960288362366e+01 1.300649840974027605e+01 1.556179747890507770e+01
2.030119324139367499e-291 -6.834325432091131916e+02 2.267722389331894295e+00 1.178155325580633672e+02 4.942301734415554648e+00 1.489977472573887951e+01 1.319519033863363155e+01 1.512508770773810873e+01 1.686643849953105700e+01 1.696204424822499490e+01
2.160958892001547608e-291 -6.833675857261337114e+02 1.894990535082667460e+00 3.441275011406747808e+01 4.574931375524458055e+00 1.405229567494008336e+01 1.263856477754271701e+01 1.358192648792713619e+01 1.468498346145699607e+01 1.557323630804487635e+01
2.981550488306056079e-291 -6.830431943175051401e+02 2.377814657718688274e+00 7.567561766832025683e+01 2.293278382817547811e+00 1.512707089772574243e+01 1.293650414017606565e+01 1.524424103245942774e+01 1.721595987921954674e+01 1.319720688371429773e+01
5.106285509788445204e-291 -6.825026655470202286e+02 4.440546587994084748e-02 4.148935263016834085e+01 4.193446073311005939e+00 1.367592202398911461e+01 1.369674124300226481e+01 1.367928877264099086e+01 1.364941170789679248e+01 1.371736788182534461e+01
5.877991244516898780e-291 -6.823594227023423855e+02 2.089331877559115647e+00 1.187099722078474784e+01 5.655425147018592114e+00 1.646980495127025534e+01 1.833744820368329442e+01 1.438065963348671872e+01 1.831175150122321682e+01 1.528829883085800212e+01
2.237168792262991084e-290 -6.810203415534037958e+02 8.371228286810208363e-01 1.967843819828503342e+02 1.254615699679249019e+00 1.405838432505814950e+01 1.325044926167028692e+01 1.487649908446195113e+01 1.323224546005868696e+01 1.489037056310720786e+01
3.499836306270472232e-290 -6.805703364900449515e+02 1.035225044456470123e+00 2.655065139745470333e+02 4.257462050927485642e+00 1.679201860952474590e+01 1.713800108666665523e+01 1.722764951258773181e+01 1.582365090952013631e+01 1.773989319825022903e+01
5.337509184655181610e-290 -6.801457935884777726e+02 2.353362710276836189e+00 1.351824621815904379e+02 3.270227543421008187e-01 1.589125072199990463e+01 1.361854273945118265e+01 1.542808486439229299e+01 1.822362838237490479e+01 1.605393626293941978e+01
1.963127522580657376e-289 -6.788409287185234007e+02 2.224411368363960584e+00 1.674133128760527995e+02 2.493005221109588998e+00 1.410468392473008592e+01 1.402221649575327689e+01 1.289604931029241364e+01 1.616637479912378694e+01 1.193715599421154572e+01
2.698382447901468857e-289 -6.785203150947031645e+02 3.173554442617297355e-01 1.868103182489025755e+02 3.140224750552000454e+00 1.359716292248376490e+01 1.366655654405445652e+01 1.346134177116655728e+01 1.379275653211386832e+01 1.335138070382657105e+01
6.588297561574316839e-287 -6.730200024303228474e+02 2.240001664989318630e+00 2.475269850508283014e+02 6.258451844532347152e+00 1.459916495304034001e+01 1.591512272188289323e+01 1.248712824571660462e+01 1.676181447382153067e+01 1.314923308197535334e+01
1.861414518158650035e-286 -6.719788756235033134e+02 1.947210138869841733e+00 9.269717546033811573e+01 4.641354055770523956e+00 1.401414617708803689e+01 1.223933147277571898e+01 1.283288094208916164e+01 1.371000675681100844e+01 1.466014474758059016e+01
3.821385269741914265e-286 -6.712570993228933958e+02 4.046975224429999463e-01 1.471418695425936463e+01 1.881847282119232023e+00 1.675310853174464398e+01 1.698198391663748552e+01 1.649874611186577411e+01 1.637874013632676196e+01 1.679333560521221713e+01
5.787144130962745656e-286 -6.708395733875620408e+02 1.827432585601759474e+00 7.108644524385186969e+01 8.620868799176675812e-02 1.443731575452288496e+01 1.531307126561350529e+01 1.282066556604144836e+01 1.625544588919310485e+01 1.302434660617425877e+01
2.504547826257281932e-285 -6.693720190130762830e+02 2.445457519745440678e+00 1.663549465384374741e+02 9.076213634024524746e-01 1.525964862666425148e+01 1.281513549487503667e+01 1.726743286493882934e+01 1.447225300674466730e+01 1.451932667171856473e+01
8.521938734252295654e-285 -6.681449833569153043e+02 1.251216486786178805e+00 1.150220009475393113e+02 3.490102676173768792e+00 1.323487903587875181e+01 1.380385798755422400e+01 1.443801387451443397e+01 1.430646828352080391e+01 1.349293972243098594e+01
2.535969995456029989e-284 -6.670519659247851223e+02 1.662414444621516108e+00 1.220274702124862785e+02 1.458236817148785835e+00 1.630009240277315286e+01 1.682940966611837652e+01 1.509585643303742586e+01 1.475231892578651838e+01 1.619533283130083134e+01
2.974882269361135099e-284 -6.668898376649547117e+02 1.603944652304633678e+00 1.787954439653302074e+02 3.995277741143998362e+00 1.381546517030299981e+01 1.532515364971201421e+01 1.221215165170471728e+01 1.529239806364225807e+01 1.266757669740408510e+01
3.037924256484899171e-284 -6.668663676580151787e+02 1.823727478150802384e+00 2.936423702923941619e+02 4.301235510449626709e+00 1.604956368485784424e+01 1.633613863701097557e+01 1.741252199013631952e+01 1.429442020117492262e+01 1.657774796147198160e+01
1.482833849659803186e-283 -6.652785020166140839e+02 2.806391293250556362e+00 5.200506518796726851e+01 1.376764508332010806e+00 1.449150863479754925e+01 1.667627249459066974e+01 1.560441200924061711e+01 1.427638007846949364e+01 1.299786708572254490e+01
3.543717153449238572e-283 -6.644047808172682608e+02 1.871593703530032959e+00 2.296637076325313274e+02 3.994624861890251566e+00 1.414454655905363012e+01 1.495400362046130205e+01 1.406692275997000507e+01 1.347773062206334238e+01 1.544750815601106630e+01
2.700525552260741895e-282 -6.623714255408031022e+02 1.514313338735112868e+00 1.171098930775305149e+02 4.913389016557734856e-01 1.603209875274213303e+01 1.540545162937727142e+01 1.455635259058895059e+01 1.486593438144733881e+01 1.609112912518971328e+01
5.939958187015894632e-282 -6.615806698497303842e+02 1.873619721818564399e+00 2.193110530985280207e+02 4.384653781347070733e+00 1.592575922467691996e+01 1.746749422701239851e+01 1.473341070205369441e+01 1.667805982618962446e+01 1.567070849119196296e+01
2.893540095709840758e-281 -6.599948061517613951e+02 1.719636444863611224e+00 2.012387675930449973e+02 3.626867439827470285e+00 1.377375845333797777e+01 1.454632106340529418e+01 1.303104904545131504e+01 1.448633690428530940e+01 1.309157744586371663e+01
4.659975295851986110e-281 -6.595157767040589079e+02 1.551554366016181241e+00 2.168618897119915800e+02 1.613455990688538177e+00 1.479564764594170434e+01 1.327551989963130019e+01 1.619550659671263304e+01 1.359917059125774941e+01 1.571770499198338911e+01
3.092131448136670459e-280 -6.576208411157135743e+02 1.621935795890115939e+00 2.525845630900552408e+02 3.239218332283851698e+00 1.490303159575888259e+01 1.404642079555817880e+01 1.642079553671367620e+01 1.335054098687398749e+01 1.584948966755261601e+01
2.329876197733278439e-279 -6.555988015327291123e+02 1.859852518674900645e+00 8.651084497059747491e+01 6.185283836059507934e+00 1.460890129643162538e+01 1.604449343208474943e+01 1.639071740037005753e+01 1.515921407833817014e+01 1.344043067599653085e+01
4.856576645559643445e-279 -6.548617828690823899e+02 2.336785917651993394e+00 1.169116485461078128e+02 1.603842798535498604e+00 1.537227676554798883e+01 1.686864810748990351e+01 1.487618764170546903e+01 1.326608572254941798e+01 1.327932144056015673e+01
1.769779926526850569e-278 -6.535661763683210665e+02 4.390055320384722570e-02 7.692875456161968373e+01 4.272016996239829112e+00 1.685426309401664824e+01 1.684871073114494777e+01 1.689740041569244156e+01 1.683320459503798361e+01 1.682411649094199646e+01
9.647689190301247670e-278 -6.518678131473507165e+02 9.259158650366421106e-02 2.841606491040126912e+02 4.846309812674756579e+00 1.684697975098449163e+01 1.691171879836251435e+01 1.686138302054239091e+01 1.676502966633695735e+01 1.693050188339442030e+01
4.380713812586092596e-276 -6.480496497038727739e+02 2.059010151638807073e+00 9.319059475090004696e+01 6.028376679601024080e+00 1.673449330325016859e+01 1.715223214450768907e+01 1.800244944757479360e+01 1.859006582172922606e+01 1.879338257385141020e+01
4.128688691645163661e-275 -6.458038164444185441e+02 8.220559197568680920e-01 1.365357339206441338e+02 5.277529609987705150e+00 1.343654870952143021e+01 1.307557183425819147e+01 1.421041925884273205e+01 1.362680567750621385e+01 1.262070647389945677e+01
4.595766335337046272e-275 -6.456941407750800863e+02 7.063500100754951383e-01 2.149868242576957300e+02 1.383623517154559890e+00 1.404579006495740323e+01 1.339690943106527499e+01 1.461854097379646689e+01 1.357652941608021990e+01 1.438914368915563102e+01
5.739146917713574228e-275 -6.454694657142199503e+02 4.879318421679265105e-01 2.189466510639331034e+02 5.820221722999818770e-01 1.685121504634366829e+01 1.670229149348854847e+01 1.686990011385040589e+01 1.696414094495725422e+01 1.661497296697488935e+01
6.767166936811150020e-275 -6.453021937667035672e+02 3.391723289898066485e-01 1.291326987265032358e+02 2.398468183515800600e+00 1.386569472092933175e+01 1.414755843693182236e+01 1.372229038698308301e+01 1.354003748307214217e+01 1.390964824351735984e+01
1.181519545082314954e-272 -6.401372196538084154e+02 1.764212375956440759e+00 4.584531514895065385e+01 1.354415174640825503e+00 1.458413500909889571e+01 1.564951179499617062e+01 1.375314823121831509e+01 1.282293743490131455e+01 1.394039569379625831e+01
6.224222622500491439e-272 -6.384730724592836850e+02 2.021251099880306157e+00 1.358109000544806122e+02 7.656787928367045915e-01 1.461348866765732524e+01 1.304145270033022364e+01 1.348266177033910118e+01 1.637971287568565160e+01 1.544101541138501510e+01
4.258613750855442470e-271 -6.365474922241962759e+02 1.826488630493128262e+00 1.390818322634805781e+02 1.909613258693542814e+00 1.679872404825118792e+01 1.706091268008039918e+01 1.497458479514985363e+01 1.724263148795772338e+01 1.845103360207415122e+01
7.719646866100807755e-271 -6.359501673006652709e+02 1.998964220096334454e+00 2.601837286239785954e+02 5.847120951792920351e+00 1.497307996316380851e+01 1.680792785705837389e+01 1.307474318933948965e+01 1.597578253446209828e+01 1.537262095592886446e+01
8.715487558902665507e-271 -6.358263342987189617e+02 1.494635391515166667e+00 1.395281932558136191e+02 2.425143221912276825e+00 1.686431582892183911e+01 1.776303555551012536e+01 1.550944300548423804e+01 1.652841158755684248e+01 1.835872360008444915e+01
9.100777388050569887e-271 -6.357805760837902653e+02 4.842270429656629904e-01 2.176809345029010672e+02 2.018647354896000223e+00 1.684112832786698633e+01 1.636586193435217851e+01 1.732441007565597602e+01 1.638112889355471680e+01 1.724805556003702023e+01
1.942210035651875598e-270 -6.350200243096071517e+02 1.840145026402763451e+00 5.591118000352817319e+01 2.120611188809136571e+00 1.611822625951870691e+01 1.742801652620298114e+01 1.517761658598737107e+01 1.435720345884295845e+01 1.621403196906102906e+01
2.567170001624775341e-270 -6.347385467024339505e+02 2.244963001758741417e+00 1.103356861093131869e+02 1.783015141513565993e+00 1.324385877440394310e+01 1.533169535922226245e+01 1.452229874112333086e+01 1.328266007847984298e+01 1.202996335067006584e+01
3.225006686106266808e-269 -6.322053307114778136e+02 1.557738772237723168e+00 2.740786796883783154e+02 2.197351110069352131e-01 1.402182239847864764e+01 1.493877862080116081e+01 1.247071378541627773e+01 1.515433297116874378e+01 1.407655429479607712e+01
2.505966858490106018e-267 -6.278499209174243560e+02 1.467733165853176258e+00 2.589463790766428275e+01 1.166120390434068899e+00 1.662103970826293775e+01 1.705170621140995735e+01 1.582837418961206133e+01 1.516606940346417076e+01 1.553355328460105689e+01
1.033320264906874696e-266 -6.264307332800738095e+02 1.174880733488740781e+00 7.065199261605198444e+01 1.634865568752178921e+00 1.423394149754496141e+01 1.318516102039462012e+01 1.486952948748751346e+01 1.418699213287681715e+01 1.367929245033785790e+01
1.879745540903539979e-266 -6.258298740388545411e+02 3.639956310228442682e-01 2.872514706609706536e+02 6.219068046895252166e+00 1.376951707662833790e+01 1.407936846299713274e+01 1.343451243909737869e+01 1.384708117287845042e+01 1.401482286102070596e+01
2.052778583532991226e-266 -6.257393161739350944e+02 1.571422724146574579e+00 1.773879090976141697e+02 4.227286569465540822e+00 1.400721356939346052e+01 1.557301146300978623e+01 1.251351577314210495e+01 1.519244581178131703e+01 1.331800018698755217e+01
1.479984059308134734e-264 -6.214588089529841000e+02 2.587624539381760957e+00 8.016258041258723210e+01 3.373043368124395869e+00 1.546343880058165965e+01 1.293567911446971408e+01 1.597648788991904922e+01 1.800754243443825331e+01 1.503143594583056952e+01
6.840951148947707780e-264 -6.199254134911336678e+02 2.051654609698416731e+00 2.506470674218133183e+02 4.061766785355196419e+00 1.593675275101004019e+01 1.651431399222462204e+01 1.663918009181734803e+01 1.422802176393934381e+01 1.798601897919132497e+01
2.325858812597296884e-263 -6.186991658243733809e+02 1.899272847884785897e-01 5.571583399160208927e+01 1.958251281799052279e+00 1.678137495412782698e+01 1.689918003297146143e+01 1.667100621882496370e+01 1.660222330445344596e+01 1.679216531394205703e+01
2.413011677657396148e-263 -6.186598795508623425e+02 4.712195116934686512e-01 1.448705915268525644e+02 1.961199415802155288e+00 1.388768215965957253e+01 1.389480488873243225e+01 1.344669768982128488e+01 1.420383593880625206e+01 1.409690089448132078e+01
4.637488939208561084e-263 -6.180040821341159472e+02 1.510091322964429938e+00 1.853370196598482380e+02 4.815065561868391519e+00 1.403578297017723031e+01 1.545368648854710436e+01 1.278925662574116728e+01 1.503432231737029134e+01 1.334659949806693113e+01
1.406109652540544410e-262 -6.168923433046240916e+02 2.365518375747043045e+00 2.090785282524310844e+02 6.142834823757014284e+00 1.585048883000761677e+01 1.649685199684333270e+01 1.490068446140521630e+01 1.708608734009686003e+01 1.435205320211981039e+01
2.843911230038134325e-262 -6.161854897855891977e+02 1.680721941454276225e+00 1.499297203475374545e+02 4.431829510709224706e+00 1.555070489600716854e+01 1.675894809559907728e+01 1.596157995967044840e+01 1.393298476003431929e+01 1.675204518387659647e+01
2.380374450209685904e-261 -6.140583271836533186e+02 9.466785883420812953e-01 6.143855210727677729e+01 3.748349466488228199e+00 1.427669833817161305e+01 1.521097596854278677e+01 1.351735096157497118e+01 1.439832274902999210e+01 1.486692224421082287e+01
8.800723081024254561e-260 -6.104456660115814657e+02 1.657484339037633037e+00 1.432093351669271897e+02 3.791626724035255691e+00 1.602478490700347180e+01 1.759547028028235616e+01 1.602492174057556795e+01 1.445401215568808340e+01 1.702769898194892306e+01
1.197498190705525814e-259 -6.101351802655854044e+02 1.295490199345334492e+00 1.056244054120237621e+02 2.733530942683296328e+00 1.362975997897403069e+01 1.450581186632609665e+01 1.477061949325434043e+01 1.490890642645631736e+01 1.490533672096860585e+01
6.780638581423385670e-259 -6.083988435214264427e+02 1.575576992928488407e+00 1.706092685750734717e+01 4.966318048492313508e+00 1.454000626831115639e+01 1.325517272367513577e+01 1.441040215924216028e+01 1.565793077478792839e+01 1.610931553372946112e+01
1.262845752534523542e-258 -6.077744620039327401e+02 2.319106426118607289e-01 2.257218087196933993e+02 2.999044171719970731e+00 1.386229374417012394e+01 1.375099911603620484e+01 1.403782439755788936e+01 1.364478400357345933e+01 1.409420276909112602e+01
1.515330754874963562e-258 -6.075896959768176657e+02 2.220567034606427015e+00 1.092692090389385839e+01 2.960594714835191876e+00 1.552037557932389511e+01 1.397102918660502269e+01 1.332630538631122974e+01 1.452870558802590750e+01 1.656596396740124888e+01
2.769320067190627484e-258 -6.069842278850398998e+02 6.131856047307338020e-02 1.500712481730216297e+01 6.894273718759016401e-01 1.379800903015494207e+01 1.373734232373776543e+01 1.382174880736982558e+01 1.383412299217927632e+01 1.373691857055705690e+01
4.852479472716928172e-256 -6.018156697202089163e+02 1.998316048020416791e-01 1.183394754802620952e+02 2.293112660488892729e+00 1.375896333948286454e+01 1.395251273710230677e+01 1.382666963718954989e+01 1.364154580080433377e+01 1.355922773586745755e+01
2.677573414304220941e-255 -6.001051634910795656e+02 1.619242523186731564e+00 2.109465651066338978e+02 3.684209190103844844e-01 1.445768187216047451e+01 1.412743026807468105e+01 1.452626883913255540e+01 1.465257836380186518e+01 1.400447027888178653e+01
1.344558954591661897e-253 -5.961863382025536566e+02 2.588589619514756190e+00 1.815480544527818836e+02 4.668841655219949871e+00 1.574203001792865386e+01 1.823282332827534447e+01 1.359837308236095588e+01 1.732184843400421315e+01 1.488575386560606972e+01
1.489905789528423273e-253 -5.960811913575759036e+02 1.401998588706307114e+00 3.742566419197834193e+01 3.833689751700002812e+00 1.397450532295044034e+01 1.534805991879461651e+01 1.357556070080724275e+01 1.297668279417677795e+01 1.531321426449103029e+01
1.145577765060044504e-252 -5.940389100459908605e+02 8.522551774460259688e-01 1.729626371911963076e+02 2.117415416355333146e+00 1.654254254583155870e+01 1.610943172573537652e+01 1.657832282376774913e+01 1.691254991389328310e+01 1.585420327311846833e+01
3.208136584354146161e-252 -5.930066288887676365e+02 1.663562840679432941e+00 7.399727033495457817e+01 2.649632430244632353e+00 1.562745157939722596e+01 1.398138536092729112e+01 1.680010020665017123e+01 1.587833570942735761e+01 1.415630855547933464e+01
7.418223893275429929e-252 -5.921658794929926444e+02 2.885931416368914260e-02 2.275360027074864320e+02 2.907233051205150520e+00 1.674404494187350778e+01 1.672740493380330307e+01 1.676824685643116553e+01 1.671573743696888670e+01 1.677241539471902243e+01
2.659112506400371253e-251 -5.908867416381301609e+02 1.981664338828128757e+00 2.436978526960397176e+02 1.247007649406115082e+00 1.643456495427627573e+01 1.518284064148637924e+01 1.667250186818633395e+01 1.728394519687051911e+01 1.476035193535495260e+01
