"A_mean","A_stdev","A_median","A_errlo","A_errup","w_mean","w_stdev","w_median","w_errlo","w_errup","B_mean","B_stdev","B_median","B_errlo","B_errup","x0_mean","x0_stdev","x0_median","x0_errlo","x0_errup","k_mean","k_stdev","k_median","k_errlo","k_errup","b_mean","b_stdev","b_median","b_errlo","b_errup","f_mean","f_stdev","f_median","f_errlo","f_errup","sigma_v_mean","sigma_v_stdev","sigma_v_median","sigma_v_errlo","sigma_v_errup"
5.418763775932823989e+01,4.316804914440096397e+00,5.414043153673927833e+01,4.985598663468187652e+01,5.841765823907812205e+01,4.925921581380802827e+00,4.082689887255491756e-01,4.898613306798937472e+00,4.524736282305178214e+00,5.334179645407569836e+00,4.939886825570783913e+01,5.930963533546051991e+00,4.941286888083092066e+01,4.274894124764342962e+01,5.620343993203103139e+01,-4.365437721205792099e-01,4.121776939950747565e-01,-4.282289585678213939e-01,-8.507652128966792793e-01,-3.461489152228711813e-02,6.046037112100373090e-01,7.499862217905534090e-02,6.057030622260806130e-01,5.284932937320370172e-01,6.800857433983944489e-01,9.965584018732398519e+00,5.774644400389616905e+00,1.010330489643695628e+01,3.019398446205915576e+00,1.669691175677546013e+01,2.662428830559354509e+01,2.390615405378494707e+00,2.655644983388650004e+01,2.426191224918758138e+01,2.906447303436744534e+01,4.925921581380820413e+01,4.082689887255479100e+00,4.898613306798937117e+01,4.524736282305178037e+01,5.334179645407569836e+01
