"H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","sigma_mean","sigma_stdev","sigma_median","sigma_errlo","sigma_errup","epsilon_mean","epsilon_stdev","epsilon_median","epsilon_errlo","epsilon_errup","tau_mean","tau_stdev","tau_median","tau_errlo","tau_errup"
7.232876417802134483e+01,1.245885048058329891e+00,7.229662553190489405e+01,7.112227764536210373e+01,7.354547351321680537e+01,4.723189772697815556e+02,6.660363575277445136e+01,4.669719988892627498e+02,4.074730719118053344e+02,5.348864452199147763e+02,1.434924831484725716e-01,6.103095157327709241e-02,1.360887589851102197e-01,8.248688488289093734e-02,2.058662911638824422e-01,3.456121504939079614e+01,8.032016536431228815e+00,3.418373368805688983e+01,2.579626491268460597e+01,4.374085496679759189e+01
