A w B x0 k f sigma_v
5.252132653921416505e+01 4.734903479783506342e+00 5.978975231269669877e+01 -6.754104659816189127e-01 5.974125265434291343e-01 2.486834117933709720e+01 4.734903479783505986e+01
4.788505913227616873e+01 5.448724374234676482e+00 5.993044661901210901e+01 -6.142894630418265223e-01 4.583773786243636739e-01 2.609124888557019517e+01 5.448724374234676304e+01
5.375153019688304568e+01 4.953533970930395824e+00 5.874614139587075101e+01 -1.184093138934105838e-01 5.668485854610103569e-01 2.662600308197511367e+01 4.953533970930395469e+01
4.265891473454998817e+01 6.112631277438048016e+00 5.918983775147219717e+01 -2.706071511407888153e-01 5.563894233413892998e-01 2.607582164679730496e+01 6.112631277438048016e+01
5.453379201527683762e+01 4.942577361305819039e+00 6.024836398657134140e+01 -1.220981108747210442e+00 6.400452171152331005e-01 2.695374858408673546e+01 4.942577361305819039e+01
5.196883413129166485e+01 4.581498957394661176e+00 5.931163615083734442e+01 -8.041808570966448855e-01 7.006675392268602032e-01 2.380951593895288454e+01 4.581498957394661176e+01
5.340660164010515842e+01 5.104942338442631566e+00 5.772977977063242605e+01 -1.792975555541627131e-01 6.485965598170893021e-01 2.726376218649124894e+01 5.104942338442631922e+01
5.050677720477406751e+01 4.672760861398161936e+00 6.104061447598144952e+01 -2.956828104338100616e-01 5.579472296836676115e-01 2.360060917578251249e+01 4.672760861398161580e+01
5.899316364444793237e+01 4.499084884417605679e+00 6.129698469387538751e+01 -1.038800673692779952e+00 5.481547401949202758e-01 2.654152508367099017e+01 4.499084884417605679e+01
4.918771569359648055e+01 4.855042488600602724e+00 5.980054009358813971e+01 -4.764520585406089026e-01 5.624452797575838492e-01 2.388084496096175968e+01 4.855042488600602724e+01
4.976340335944320259e+01 4.213373816645052727e+00 6.191493025446516185e+01 -1.203078318125250235e-01 6.896282312887285215e-01 2.096718207418244262e+01 4.213373816645052727e+01
5.270265105365077574e+01 5.328218383962441074e+00 5.904247220756484182e+01 3.831626666899978773e-02 5.909828848685769742e-01 2.808112342276195861e+01 5.328218383962440896e+01
5.415311553658794708e+01 4.739417303904954970e+00 6.089034821291933497e+01 -6.159495464961217692e-02 7.225625145444547481e-01 2.566542128344691420e+01 4.739417303904954792e+01
4.821052801234190355e+01 5.423925870041860442e+00 5.960044650081339768e+01 -1.630929254080051294e-01 5.822680508672617439e-01 2.614903300945190523e+01 5.423925870041860264e+01
5.160774009094050996e+01 4.230711636051982971e+00 6.008744300813953032e+01 -5.177415515978029958e-01 5.601648697594789894e-01 2.183374665130884296e+01 4.230711636051982794e+01
4.685964796641943053e+01 4.719189621122064082e+00 6.258015335618114250e+01 -1.372750357365458029e+00 6.295139041223110077e-01 2.211395643325602123e+01 4.719189621122063727e+01
5.155844998119712841e+01 4.945328149822367791e+00 5.945911319410257789e+01 -2.790219362990420393e-02 5.988279575089716644e-01 2.549734540532227101e+01 4.945328149822367436e+01
5.903776474709437139e+01 4.906106457904465756e+00 5.748389752888647308e+01 -8.591378667924427504e-01 6.608427102312304235e-01 2.896455588859642916e+01 4.906106457904465401e+01
5.323472958928583409e+01 5.212677258093391330e+00 5.885117684155374462e+01 4.155520513329271637e-01 6.089023441533787384e-01 2.774954642708216213e+01 5.212677258093391686e+01
5.340660164010515842e+01 5.104942338442631566e+00 5.772977977063242605e+01 -1.792975555541627131e-01 6.485965598170893021e-01 2.726376218649124894e+01 5.104942338442631922e+01
6.203985759015876766e+01 4.336682861144195655e+00 5.865748631185956441e+01 -5.265709470876149823e-01 6.261709855426269566e-01 2.690471871190681696e+01 4.336682861144196011e+01
5.469517956725881191e+01 4.474368088188184878e+00 6.052203275123396509e+01 -3.917732854176101398e-01 6.253424192753453958e-01 2.447263660334652968e+01 4.474368088188185055e+01
4.767395316438187081e+01 5.266315075850813265e+00 6.084779001410647226e+01 -5.915024449268599938e-01 7.011902848053632731e-01 2.510660582749898495e+01 5.266315075850813088e+01
5.820087772422747463e+01 4.839544054821150354e+00 5.918266295881326045e+01 -6.572480337946533524e-01 5.881044257795704500e-01 2.816657117756578188e+01 4.839544054821150354e+01
6.116256968544444561e+01 5.537982604698288291e+00 5.680369491429705420e+01 -7.041000422557175398e-01 6.714902583370725431e-01 3.387172469766382221e+01 5.537982604698288469e+01
6.376471068783511242e+01 4.200827905614580970e+00 6.012832538778775415e+01 -5.544168602105550292e-01 5.404163223570037644e-01 2.678645760508980445e+01 4.200827905614580970e+01
4.794125816771515503e+01 5.546123109564188525e+00 5.984889377928852383e+01 1.008451951250265211e+00 5.444994711666526488e-01 2.658881198255479106e+01 5.546123109564188525e+01
5.195787631055858213e+01 5.094407726325840713e+00 5.744582011028121826e+01 2.474969772829549441e-01 6.213197864756851985e-01 2.646946065199920284e+01 5.094407726325840713e+01
4.799478302105416816e+01 5.438316326461442252e+00 5.956924082628864170e+01 -1.463629106070580832e-01 6.932340755635788554e-01 2.610108120883733207e+01 5.438316326461442429e+01
5.753259982520035010e+01 4.453803400235884169e+00 5.889272388651676238e+01 -7.855403784094665554e-01 6.380538144866445549e-01 2.562388887258877546e+01 4.453803400235884169e+01
5.720075308807616921e+01 4.601313385422303170e+00 5.765865026183119113e+01 -1.815376841856739532e-01 6.668043217430346115e-01 2.631985908404010388e+01 4.601313385422302815e+01
5.282262421662478147e+01 5.021981267126769843e+00 5.915003961783254738e+01 -1.406519248944723799e+00 4.888789539302038634e-01 2.652742292963664994e+01 5.021981267126769666e+01
4.704851573547905730e+01 5.262726200609211702e+00 5.952230774823642179e+01 -3.981075655996217932e-01 7.310206124925460180e-01 2.476034564608804089e+01 5.262726200609211702e+01
5.820380801684274275e+01 4.566100615855517297e+00 5.854503226695708662e+01 2.417901035770491092e-01 5.546786171295152723e-01 2.657644436308419245e+01 4.566100615855517475e+01
5.243322308656809128e+01 4.615223705526954490e+00 6.062564031701884915e+01 -8.360547360090944125e-01 5.549959826883814618e-01 2.419910541463122655e+01 4.615223705526954490e+01
5.032014816003243851e+01 5.226497817286941405e+00 5.748921367661693438e+01 -9.023286806737278454e-01 5.893318521563863932e-01 2.629981445239650384e+01 5.226497817286941228e+01
5.382620821824792756e+01 5.271274338709571516e+00 5.883624926060375770e+01 1.720688480159537903e-01 5.257104800618801477e-01 2.837327101308885702e+01 5.271274338709571339e+01
4.533477216829263767e+01 5.193220454939131869e+00 6.151837536359754210e+01 -3.072047430378983535e-01 5.515847995075193744e-01 2.354334661443825638e+01 5.193220454939131514e+01
4.939094676160218000e+01 4.921471664531218870e+00 6.054538688828866810e+01 -2.981367095397491340e-01 5.715205255793616157e-01 2.430761449715950917e+01 4.921471664531218693e+01
5.406714673963052320e+01 4.274139155852974881e+00 5.872311358094630407e+01 2.406644840653520134e-01 5.273256316091032847e-01 2.310905089251033218e+01 4.274139155852974881e+01
4.771711068719171323e+01 6.210514775938428045e+00 5.778595891448227917e+01 -6.229696039062506685e-01 5.921273803631263988e-01 2.963478209878936198e+01 6.210514775938428045e+01
5.000829201857243334e+01 4.543743752687232629e+00 6.057871064162009134e+01 -1.933595782729451429e-01 6.589278192331127215e-01 2.272248644419472896e+01 4.543743752687232984e+01
5.216926253386831291e+01 4.326846470828563440e+00 6.056401403703836905e+01 -9.606567048358680694e-01 5.241146566396752693e-01 2.257283894803969204e+01 4.326846470828563440e+01
5.557745426932645216e+01 4.475607685060933427e+00 6.024789555728303725e+01 -1.613572085643060205e-01 5.165316927075622733e-01 2.487428814439200409e+01 4.475607685060933250e+01
5.280494727062834670e+01 5.568177802739208815e+00 5.795966201323287237e+01 -2.763742612237152230e-01 5.497488541499555570e-01 2.940273352671271212e+01 5.568177802739208460e+01
5.329478894765282604e+01 5.340774974416111043e+00 6.043792594087938141e+01 -1.037459020213393757e+00 6.484769975624946614e-01 2.846354750784125898e+01 5.340774974416110865e+01
4.917066106243812840e+01 4.721666157184811752e+00 6.219093265304792340e+01 1.825596164963307899e-01 6.911754675398131820e-01 2.321674462649190929e+01 4.721666157184812107e+01
5.377083987519392849e+01 4.759192344341690806e+00 5.934150266649783845e+01 -3.122952356897119586e-01 6.459112506397794995e-01 2.559057694828458551e+01 4.759192344341690983e+01
5.236307042830657110e+01 5.049955983714352392e+00 5.915154190653741040e+01 -7.668173676899403546e-01 5.236479870412036330e-01 2.644312008350828336e+01 5.049955983714352215e+01
5.699457090809022475e+01 4.385541182950330352e+00 6.002127465674346496e+01 -7.394496575793940707e-01 6.528074728451809250e-01 2.499520379220124866e+01 4.385541182950330352e+01
5.890252473828926583e+01 5.042288257508605653e+00 5.740259841774719973e+01 -2.403370936793862711e-01 6.600194829207526315e-01 2.970035088254861222e+01 5.042288257508605653e+01
5.710998281754932293e+01 4.825021690521191786e+00 5.841506704028763863e+01 -4.215338061563951300e-01 5.748569516764310272e-01 2.755569058399680671e+01 4.825021690521191431e+01
5.329972701174199301e+01 4.931057418480888188e+00 5.966519835006543815e+01 3.286242177443945423e-01 5.449312298602075888e-01 2.628240142842565064e+01 4.931057418480888543e+01
4.832568866305474842e+01 5.121674283138082373e+00 5.902207214930425039e+01 -5.511259955730629656e-01 5.976747920769063249e-01 2.475084368405050839e+01 5.121674283138082728e+01
5.323454297664681434e+01 5.137408013583659283e+00 5.607876982863611914e+01 -9.933824261608865669e-01 5.099912830575956679e-01 2.734875676876890793e+01 5.137408013583659283e+01
5.097314257668732296e+01 4.805221048083799573e+00 5.980844335808072998e+01 -9.402007321514123106e-01 5.917012530394651915e-01 2.449372175964743903e+01 4.805221048083799928e+01
5.671565451652033119e+01 4.422060601618629683e+00 6.057825152488172904e+01 -5.220550626250144433e-01 6.378718105810512462e-01 2.508000613325182471e+01 4.422060601618629505e+01
4.639721085221647456e+01 5.401585752070968915e+00 5.919038468488373184e+01 -1.267072890736958612e+00 6.350210033955334676e-01 2.506185130751650547e+01 5.401585752070968738e+01
5.317529899702091711e+01 5.343403433624234644e+00 5.839586621379678633e+01 -2.346030103722984705e-01 7.352740331023044362e-01 2.841370752446768932e+01 5.343403433624234822e+01
5.183690988014022594e+01 4.360060655021828602e+00 6.148163826160821799e+01 -3.891055023004401647e-01 5.641112599762627688e-01 2.260120712463116988e+01 4.360060655021828779e+01
5.216556403055282232e+01 4.269622963664618354e+00 6.071935629419269276e+01 -1.985397810887423731e-01 5.982620585546944980e-01 2.227272900973653691e+01 4.269622963664617998e+01
5.678400154002179079e+01 4.659392689894734652e+00 5.933868759406480109e+01 -7.366836680149173588e-01 6.428911738389162522e-01 2.645789616785488718e+01 4.659392689894734474e+01
5.884672553210585022e+01 4.987590742312679737e+00 5.766770667431501352e+01 -1.016691935893746290e+00 5.354022401692122290e-01 2.935033834793463114e+01 4.987590742312679737e+01
5.203401529493575595e+01 5.215875608868660862e+00 5.860768690851071483e+01 -1.076802668905679994e+00 5.500028394600424697e-01 2.714029512083542528e+01 5.215875608868660862e+01
5.364863550860503949e+01 4.660264335053056151e+00 6.248767683570959264e+01 -8.600543923308485716e-01 6.336437496879692155e-01 2.500168226850130537e+01 4.660264335053056328e+01
4.887268249583514290e+01 4.912605419525061023e+00 5.857183420280509267e+01 -1.133133591889208702e+00 6.346004323652834067e-01 2.400922048957673027e+01 4.912605419525061023e+01
5.946434539303364630e+01 4.218705203324265796e+00 5.987465454940612375e+01 5.585303593912627207e-02 5.323990067905621792e-01 2.508625433218623613e+01 4.218705203324265796e+01
4.482658860131725476e+01 4.976622514050950130e+00 6.352663101711573290e+01 -2.952112464801359693e-02 7.458540909729243218e-01 2.230850100614151543e+01 4.976622514050950485e+01
4.910763471390955459e+01 4.783818917970960705e+00 6.188752669533017325e+01 2.234757793809514226e-01 4.945993389344052193e-01 2.349220319612080132e+01 4.783818917970960882e+01
5.323454297664681434e+01 5.137408013583659283e+00 5.607876982863611914e+01 -9.933824261608865669e-01 5.099912830575956679e-01 2.734875676876890793e+01 5.137408013583659283e+01
5.553430690120180202e+01 5.387407051146343662e+00 5.822614165426703892e+01 -7.190576197715969897e-02 6.160865519076694774e-01 2.991859165800596543e+01 5.387407051146343662e+01
5.043982768141391659e+01 4.703082708129579181e+00 6.006254762315437290e+01 -8.512050631331806727e-01 7.361967947193313044e-01 2.372226813694934577e+01 4.703082708129579004e+01
5.287516827196777314e+01 4.965625989197662626e+00 6.033640720515742828e+01 -9.115721541268335670e-01 6.825462910960327090e-01 2.625583097544828348e+01 4.965625989197662449e+01
5.327071108220766860e+01 5.432848117589849757e+00 5.664817239142663396e+01 -7.407420873298491415e-01 5.653437856630174618e-01 2.894116824256446918e+01 5.432848117589849579e+01
4.581337722836462945e+01 5.128587552381322467e+00 6.054220441320566692e+01 -3.196356492295784335e-01 5.541983840067703504e-01 2.349579161859407606e+01 5.128587552381322467e+01
5.264168799459690717e+01 4.798381209292073457e+00 5.941841903895761590e+01 -2.539093437968293898e-01 5.354923177842636495e-01 2.525948864986899167e+01 4.798381209292073635e+01
4.595595404798931582e+01 5.677612845174318856e+00 6.062438422250423287e+01 -8.478839619915170545e-01 7.036832472518699255e-01 2.609201150151049120e+01 5.677612845174319034e+01
5.081421276368560314e+01 4.801036980485669403e+00 6.010185011462363036e+01 2.663581339101099843e-01 6.629702704929958390e-01 2.439609146127214956e+01 4.801036980485669403e+01
5.357614130032351341e+01 4.618413380519081457e+00 6.034258528718946479e+01 -1.958066240359261911e-01 6.365366054193899448e-01 2.474367678579951146e+01 4.618413380519081102e+01
5.291126851674915343e+01 5.619899446064571258e+00 5.885650329247626900e+01 -8.351721659635114037e-01 5.935238116399796926e-01 2.973560086278523684e+01 5.619899446064571435e+01
5.902327168840763250e+01 5.058610622342015972e+00 5.717408177451791573e+01 -6.706666607633877675e-01 5.616795812721344650e-01 2.985757491283576570e+01 5.058610622342015972e+01
5.441710643602782937e+01 5.042585273346713137e+00 5.892084175172459481e+01 -9.017539709240143253e-01 6.287913058297691649e-01 2.744028995324545761e+01 5.042585273346713137e+01
5.256516721205370146e+01 5.247241881468794666e+00 5.775234013520336163e+01 -2.518434005912943974e-01 4.174429893758460075e-01 2.758221469014984706e+01 5.247241881468794844e+01
5.027704574165843354e+01 5.360083079706451592e+00 5.924393940086618215e+01 -7.718606147663393813e-01 5.876178870882668992e-01 2.694891421774907059e+01 5.360083079706451770e+01
4.860225428773657086e+01 5.959657197941021778e+00 6.032956873397963449e+01 -8.380268926933602813e-01 5.317248251359110167e-01 2.896527746020691296e+01 5.959657197941021423e+01
5.462462579243914007e+01 5.084491745129606777e+00 5.939215395801959119e+01 2.390478384495402508e-01 6.190975172979773511e-01 2.777384589224505973e+01 5.084491745129606954e+01
4.217670341412271284e+01 5.132954573442111368e+00 6.194409682599659561e+01 -2.705579654665584144e-01 5.321673833867832659e-01 2.164911026822326789e+01 5.132954573442111723e+01
4.773855015146422431e+01 5.433798380602711475e+00 5.957715111467436486e+01 7.547148293981820188e-02 6.412830853437396783e-01 2.594016565053475887e+01 5.433798380602711120e+01
5.067816648039580230e+01 5.127352575857390349e+00 5.912899411119868631e+01 -2.325153022625663368e-01 6.952579236971121457e-01 2.598448274429870963e+01 5.127352575857390349e+01
5.617619183972352204e+01 4.669643722147688081e+00 5.909866929720172379e+01 -3.965805623494027543e-01 4.797268460552723823e-01 2.623228015585291217e+01 4.669643722147688436e+01
5.196883413129166485e+01 4.581498957394661176e+00 5.931163615083734442e+01 -8.041808570966448855e-01 7.006675392268602032e-01 2.380951593895288454e+01 4.581498957394661176e+01
4.734551160575992412e+01 4.824390474683484697e+00 6.116778875848949326e+01 -2.785834431873688288e-01 5.357547950179160079e-01 2.284132352098445295e+01 4.824390474683484342e+01
5.182609766190734746e+01 4.959829950509790919e+00 6.073106980520233122e+01 4.451948261499296677e-01 6.513482775066004038e-01 2.570486314015735019e+01 4.959829950509791274e+01
5.000964970672194454e+01 4.892534451675865981e+00 6.063609513646686366e+01 -1.337409786586350791e+00 5.517937155843954944e-01 2.446739341063790008e+01 4.892534451675865625e+01
5.479770636378540161e+01 4.781021874875682087e+00 5.972261092080907474e+01 -8.034387503575075584e-01 6.119108627331366623e-01 2.619890328182723849e+01 4.781021874875682443e+01
5.337765711955879766e+01 5.731619481888030165e+00 5.925575601605513043e+01 -9.190839562173618305e-01 6.358806494772968332e-01 3.059404194440025293e+01 5.731619481888030521e+01
5.823387336442193174e+01 4.533770184001223669e+00 6.114220447831340977e+01 2.990889055176193523e-01 5.515632750333441248e-01 2.640189987585191744e+01 4.533770184001223669e+01
4.909439554821838669e+01 5.022753193101364921e+00 6.071094595088278822e+01 -1.157632683768355264e+00 6.976431175679531638e-01 2.465890320031953564e+01 5.022753193101365099e+01
5.983309084371362019e+01 4.830033989909837011e+00 5.714527052101097127e+01 -6.495117680751434364e-01 4.869077718620544726e-01 2.889958624964998535e+01 4.830033989909836833e+01
5.219209370682295202e+01 5.290231835504319413e+00 5.699472770779464526e+01 1.978226853496209969e-01 6.183325158170056568e-01 2.761082756894594326e+01 5.290231835504319235e+01
5.073082498061594947e+01 5.406074733893679429e+00 5.923455118810215936e+01 -4.513276890025075261e-02 5.171762597766904612e-01 2.742546311572901985e+01 5.406074733893679252e+01
5.727653056199041259e+01 5.084341921500421080e+00 5.729306111866366535e+01 -2.486962568397430573e-01 5.786959403843145999e-01 2.912134654544279400e+01 5.084341921500421080e+01
5.771452134905423748e+01 4.608215359769342712e+00 6.016511199460018133e+01 -1.497961597425668145e+00 6.271458071120192823e-01 2.659609437624473571e+01 4.608215359769342712e+01
5.328020688781381864e+01 5.120705341501087915e+00 5.824875017681694089e+01 1.004229241973604303e-01 5.980553113594244685e-01 2.728322400067112952e+01 5.120705341501087560e+01
6.376471068783511242e+01 4.200827905614580970e+00 6.012832538778775415e+01 -5.544168602105550292e-01 5.404163223570037644e-01 2.678645760508980445e+01 4.200827905614580970e+01
4.843353367281084587e+01 4.616243016996193660e+00 6.171380980910488034e+01 -1.002786653703717334e+00 6.580599819349235435e-01 2.235809616055630755e+01 4.616243016996193660e+01
5.169862596035584090e+01 5.237690591771303694e+00 5.907042288252822004e+01 -1.504128493264676791e+00 6.588961531584049958e-01 2.707814068000594787e+01 5.237690591771303872e+01
4.331773342664736504e+01 5.831698212192745423e+00 5.891906619106901388e+01 -4.707828131167364205e-01 3.777975527173118575e-01 2.526159485804213745e+01 5.831698212192745245e+01
4.994545655384774818e+01 4.919271024995306441e+00 6.049221639521881144e+01 -1.193798038421299168e+00 7.408267393003695744e-01 2.456952372555051767e+01 4.919271024995306618e+01
5.052144315951936449e+01 4.999707483262859853e+00 5.854788571886570026e+01 -9.337230104235860750e-01 5.802231811883753476e-01 2.525924374298881858e+01 4.999707483262859853e+01
5.295313391034739681e+01 4.973535748396733069e+00 6.014382566242516504e+01 -5.347220067689129053e-01 5.935590045126506453e-01 2.633643044927520549e+01 4.973535748396733425e+01
5.479466942195411150e+01 5.513897773939376634e+00 5.749261586797300794e+01 -6.852565937030519194e-01 5.992077148291801159e-01 3.021322057494568369e+01 5.513897773939376634e+01
6.233666367545902176e+01 4.583163852524880788e+00 5.806354235447855672e+01 4.701740978758817135e-01 5.732687120616379861e-01 2.856991436443645327e+01 4.583163852524880610e+01
5.785678733379516814e+01 5.010569434805159261e+00 5.997915264113535727e+01 -6.401756280054371473e-02 6.560208877639528424e-01 2.898954502107363140e+01 5.010569434805159261e+01
5.390426004103305502e+01 5.400563981676933523e+00 5.732960675089005065e+01 -1.496284226652649707e+00 5.780144602955876731e-01 2.911134052365503067e+01 5.400563981676933167e+01
5.863965775181857509e+01 4.783635132124564038e+00 5.798382361440144450e+01 -2.293185814483642559e-01 5.250320085448492158e-01 2.805107269573598572e+01 4.783635132124564393e+01
5.145543791607024531e+01 5.152822155188427899e+00 5.823291656218814438e+01 -4.113963869025276665e-01 5.790020425052806452e-01 2.651407204988494115e+01 5.152822155188427899e+01
5.286384936768173759e+01 4.860091318175467023e+00 5.964466868206821459e+01 -7.836091093498804838e-01 4.900602433578571393e-01 2.569231353572056520e+01 4.860091318175467023e+01
6.426590913433854269e+01 5.200604895597654043e+00 5.531363521363464031e+01 3.820209388654873806e-01 6.107649742372138757e-01 3.342216016640750098e+01 5.200604895597653865e+01
4.757342669729925433e+01 4.925477497196582455e+00 5.870022752321388992e+01 -8.213101349199245504e-01 5.598127637393774947e-01 2.343218426620786232e+01 4.925477497196582277e+01
5.585811206930304706e+01 4.600280697838105226e+00 6.061695139816875155e+01 -6.069328002226352936e-01 5.941829330982191237e-01 2.569629947700925143e+01 4.600280697838105226e+01
6.236042019313515539e+01 4.581645087964153262e+00 5.896699736031699501e+01 -3.620786485084135364e-01 6.165028771990448409e-01 2.857133128612582595e+01 4.581645087964153618e+01
5.593190040028391508e+01 4.788839283895192978e+00 5.983797499772186512e+01 -6.828917365782203319e-01 5.184549422267163976e-01 2.678488818597928756e+01 4.788839283895192978e+01
5.327824876125669817e+01 4.643678704573986238e+00 6.078602604368349205e+01 -6.718901745032823669e-01 8.920474193948326747e-01 2.474070691896431029e+01 4.643678704573986238e+01
5.269398977970777054e+01 5.238965338284601536e+00 5.814925018698765768e+01 1.710819454613083934e-01 4.590833366280528960e-01 2.760619859918120511e+01 5.238965338284601359e+01
5.474722382789113340e+01 4.396176506578338028e+00 6.192355928708527557e+01 -3.484357114722556048e-01 4.975347032027888083e-01 2.406784591925607941e+01 4.396176506578338206e+01
5.245213846333071217e+01 5.483284496596640523e+00 5.675743104668325856e+01 -3.330223389750166518e-01 5.945316897888843766e-01 2.876099976493216559e+01 5.483284496596640167e+01
4.896055186975774376e+01 5.237533098542191290e+00 6.090665166996773650e+01 -1.221360613590277922e+00 7.056539143941091830e-01 2.564325109407479175e+01 5.237533098542191112e+01
5.693823219794929003e+01 5.100095597558613747e+00 5.961447176257291858e+01 -1.603351688676220022e-01 6.100473190184949601e-01 2.903904273655313162e+01 5.100095597558613747e+01
5.557472912033790635e+01 4.857737865675602507e+00 5.830638960021416040e+01 4.691159777085118776e-01 4.138841959910859458e-01 2.699674660225300116e+01 4.857737865675602507e+01
5.329972701174199301e+01 4.931057418480888188e+00 5.966519835006543815e+01 3.286242177443945423e-01 5.449312298602075888e-01 2.628240142842565064e+01 4.931057418480888543e+01
6.013045203483922307e+01 4.560753635357484903e+00 5.912964987337109335e+01 -1.147950092158428248e+00 6.769103854039122403e-01 2.742401777135818719e+01 4.560753635357485081e+01
5.373389897647118119e+01 4.707699109575186114e+00 5.973153705946875647e+01 -2.828628451252139797e-01 6.694846621840493395e-01 2.529630283655363954e+01 4.707699109575186469e+01
6.289304067958013889e+01 4.256186257729299705e+00 6.051730329489591043e+01 -8.310603288202891292e-01 7.050191243912562467e-01 2.676844954472388238e+01 4.256186257729299882e+01
5.435484915460826727e+01 4.850583861054513335e+00 5.829764914221284045e+01 -9.973321841559386058e-01 5.903445808312641763e-01 2.636527540793954216e+01 4.850583861054513335e+01
5.004003562133367922e+01 5.117280836289299195e+00 5.882875177336056538e+01 -5.406547185856656057e-01 6.595626716255540423e-01 2.560689153322847389e+01 5.117280836289299373e+01
4.629445280038738986e+01 5.387145177648649863e+00 5.774983726182630761e+01 -4.496863549728882248e-01 6.087722246320734776e-01 2.493949381554899603e+01 5.387145177648649508e+01
6.204523243032488011e+01 5.205518725951029602e+00 5.777752192170321166e+01 2.837140391423016439e-01 6.617657347408494317e-01 3.229776192720402861e+01 5.205518725951029779e+01
5.448105335577279362e+01 4.584833833422528038e+00 6.034789037378699561e+01 -5.469878883254928326e-01 5.735808934690294070e-01 2.497865767060450537e+01 4.584833833422528215e+01
6.318208696769102062e+01 4.496736397868941637e+00 6.139766833362902076e+01 -7.123613702767457312e-01 5.964315537871947015e-01 2.841131901609371013e+01 4.496736397868941992e+01
5.536569221572092658e+01 4.801718048123997384e+00 5.913369461248119308e+01 -3.943500125383465615e-01 6.401075948794743287e-01 2.658504435591054715e+01 4.801718048123997562e+01
4.696040429639817404e+01 5.867488221325140252e+00 5.802310308645980541e+01 -8.924635075295839215e-01 5.997558108435876445e-01 2.755396190777828025e+01 5.867488221325140074e+01
5.823387336442193174e+01 4.533770184001223669e+00 6.114220447831340977e+01 2.990889055176193523e-01 5.515632750333441248e-01 2.640189987585191744e+01 4.533770184001223669e+01
5.467296867859661091e+01 4.920976189362548325e+00 5.925257898127765088e+01 -8.762851750642592918e-01 5.995937331929082070e-01 2.690443770691383207e+01 4.920976189362548325e+01
5.671840248205476342e+01 4.699875155865242959e+00 6.082483203709803377e+01 -3.211323565277606207e-01 7.580648110067036427e-01 2.665694107057747075e+01 4.699875155865242959e+01
4.387168601250522215e+01 5.544927033947971040e+00 5.902205682925413299e+01 -7.157155589980472854e-01 6.236898053449162482e-01 2.432652977956172791e+01 5.544927033947971040e+01
5.550923025311790582e+01 4.808133623872626217e+00 5.873521687602314501e+01 -5.222012156916715497e-01 6.085632775159199870e-01 2.668957964153038276e+01 4.808133623872626572e+01
5.395024598073479183e+01 5.056868869885216888e+00 5.865597382565636053e+01 -6.647322930561418985e-01 5.477829972539471903e-01 2.728193194226277996e+01 5.056868869885217066e+01
5.628467468976354837e+01 5.316818000558761526e+00 5.944643308895124534e+01 -1.976879089185779037e-02 6.830593606451638156e-01 2.992553715461289698e+01 5.316818000558761526e+01
5.793367157965005987e+01 4.572518586175855049e+00 5.766048074983036997e+01 -2.309767337962860267e-01 4.808470538488351931e-01 2.649027900633578270e+01 4.572518586175854693e+01
5.699497308196541923e+01 4.486404726912952334e+00 6.134147241337550582e+01 -3.773973779120574079e-01 5.716600257523754003e-01 2.557025166452061526e+01 4.486404726912952157e+01
5.440707093038340503e+01 5.043400650411186348e+00 6.072288401474254016e+01 -8.314892361703840606e-02 7.079104497437953558e-01 2.743966569172632219e+01 5.043400650411186348e+01
5.410952046049725084e+01 5.683933514428316514e+00 5.837432336918545417e+01 -5.943153265899123738e-01 5.391732138673517305e-01 3.075549167950650187e+01 5.683933514428316869e+01
6.129879207832559018e+01 4.131186354411678252e+00 5.930681459048334858e+01 -1.112806893937850816e+00 5.357691369207071563e-01 2.532367333758973516e+01 4.131186354411678252e+01
5.073737732506072007e+01 4.883745369195014341e+00 5.916313087507509039e+01 -2.272675004958664147e-01 7.187304853089737655e-01 2.477884315563654383e+01 4.883745369195014518e+01
5.446532790966264059e+01 4.408897676276538391e+00 6.201472718188713884e+01 1.470611066048874704e-01 5.479968135178352462e-01 2.401320576585512967e+01 4.408897676276538391e+01
4.980866484769219937e+01 5.339953839936990576e+00 5.994811746065983016e+01 -2.733959791188098620e-01 6.098052143675329884e-01 2.659759711155685480e+01 5.339953839936990221e+01
5.134907249607353208e+01 4.868990382429711161e+00 5.914460376535996033e+01 1.252059823428375296e-01 5.666525153899677480e-01 2.500181401300680051e+01 4.868990382429711161e+01
5.861859038894772311e+01 4.113390892132157362e+00 6.131271408440463233e+01 3.595727112541666770e-01 6.110843000944750081e-01 2.411211758155231877e+01 4.113390892132157717e+01
5.700404438807146335e+01 4.994872488231145269e+00 5.947677718059997432e+01 -2.018620507229691441e-01 6.554839376772685355e-01 2.847279330318851720e+01 4.994872488231145269e+01
5.884225670074757630e+01 4.226344906000928603e+00 6.165811704943182292e+01 -3.348832272074648841e-01 4.578632938799021002e-01 2.486876718648035123e+01 4.226344906000928603e+01
5.570783905055951379e+01 4.960383224753529774e+00 5.911621756937144312e+01 -8.818660339224813072e-01 6.435463400805396805e-01 2.763322303136650504e+01 4.960383224753529419e+01
4.726867519447799992e+01 4.944206025727078568e+00 6.075026015061961715e+01 -7.925622640605549662e-01 6.204242553070344890e-01 2.337060687246742319e+01 4.944206025727078213e+01
5.102827184031809793e+01 4.721039753636140368e+00 5.995939934386257164e+01 -5.843886572447960503e-01 7.130746639451113200e-01 2.409064999174933774e+01 4.721039753636140546e+01
