A w B x0 k f sigma_v
5.606988029489726699e+01 4.305966183621825927e+00 6.071961976767273939e+01 -4.380971108563933569e-01 5.670525285825913642e-01 2.414350084695514198e+01 4.305966183621826104e+01
5.742828142347051568e+01 5.435947224973901371e+00 5.807656090037374952e+01 4.652307359625673655e-02 5.577012891319763632e-01 3.121771070389348068e+01 5.435947224973901371e+01
5.886762777555293269e+01 4.536048139691888359e+00 6.021977083256855678e+01 -6.453531020754077474e-02 6.855983312947753205e-01 2.670263934593714339e+01 4.536048139691888537e+01
5.197796696872772770e+01 4.126761039526562591e+00 5.979037102565457928e+01 -1.076213308700584292e-01 6.226496000613253035e-01 2.145006490003441613e+01 4.126761039526562769e+01
5.069938485283054064e+01 5.128295908318251328e+00 5.833804365020346694e+01 -6.306828627184497549e-01 6.629164704136503161e-01 2.600014478950232188e+01 5.128295908318251151e+01
5.190026263103985116e+01 5.439477385905434836e+00 5.870837899763123602e+01 -7.301852985365346882e-01 7.269898803583820790e-01 2.823103049040941670e+01 5.439477385905434659e+01
5.695820750618513273e+01 4.440395141652986766e+00 6.304219538301245507e+01 5.755991076791744376e-02 6.666406488926326368e-01 2.529169478877271260e+01 4.440395141652986410e+01
5.725700906979259486e+01 5.051740088788180039e+00 6.023716844877504428e+01 -4.034774952148083571e-01 6.745019444852540236e-01 2.892475280819796879e+01 5.051740088788179861e+01
5.689518987318897558e+01 5.040667197215917383e+00 6.077236597255698314e+01 -4.451932157389606459e-01 5.901163209149207223e-01 2.867897172731549205e+01 5.040667197215917383e+01
6.156023736288666015e+01 5.021693298404522388e+00 5.943492666850826822e+01 9.822678039313537113e-02 6.344551383771217523e-01 3.091366314133996340e+01 5.021693298404522210e+01
5.679864954064578342e+01 4.838196756813124111e+00 5.953681122834588990e+01 7.741620552384986809e-02 6.484736074026296038e-01 2.748030419989176565e+01 4.838196756813124466e+01
5.599724345194768915e+01 4.880411119346472759e+00 5.821488203851031074e+01 -5.174433624851797475e-01 5.087914493899372559e-01 2.732895695956369764e+01 4.880411119346472759e+01
5.552450685220161830e+01 4.738397154299212488e+00 6.023706672843418630e+01 -4.461483938859629461e-01 4.606924203820674801e-01 2.630971652623392742e+01 4.738397154299212843e+01
4.922512391894211703e+01 4.918687222037364748e+00 6.002538658190934484e+01 -8.350681928684444699e-02 5.376199000485861745e-01 2.421229880233064335e+01 4.918687222037364393e+01
5.487658237725258914e+01 4.835572510841289251e+00 5.997737789098125205e+01 -7.124857880971653401e-01 5.398516620280537914e-01 2.653596932323601365e+01 4.835572510841289073e+01
5.303931377938624081e+01 4.866242017674323961e+00 5.918945262347386205e+01 -1.285352410193294048e+00 6.144751848086402735e-01 2.581021373018620579e+01 4.866242017674323961e+01
5.529798227457533955e+01 4.519883655586612647e+00 6.031032884272411820e+01 -9.265746241724155396e-01 5.850384380896003211e-01 2.499404462697712859e+01 4.519883655586612292e+01
4.171961629259902793e+01 5.699224801010052133e+00 6.073690407203297070e+01 -2.916825854110243199e-01 6.434294472038804003e-01 2.377694718634034388e+01 5.699224801010052488e+01
5.450810812332560573e+01 4.720820222085736262e+00 5.944523430903991823e+01 -4.166528995532061685e-01 5.784424612486442907e-01 2.573229790962313501e+01 4.720820222085735907e+01
5.884139426495998748e+01 4.633398078967536193e+00 6.221657349412686244e+01 -2.299915918673463011e-01 7.276443971011812284e-01 2.726356031510369959e+01 4.633398078967536549e+01
5.329478894765282604e+01 5.340774974416111043e+00 6.043792594087938141e+01 -1.037459020213393757e+00 6.484769975624946614e-01 2.846354750784125898e+01 5.340774974416110865e+01
5.117187945331432530e+01 4.685913203922146053e+00 5.860035805846292334e+01 -8.109345157586602681e-01 5.903366340931111012e-01 2.397869855997979727e+01 4.685913203922146408e+01
5.148359772104738852e+01 5.570410084039139065e+00 5.691142116256742156e+01 -3.019366445372551055e-01 6.120693982880724970e-01 2.867847519079368368e+01 5.570410084039139065e+01
4.893291004991569082e+01 4.994317908395525585e+00 5.813973537226247146e+01 -5.100940179952360154e-01 4.639797193372161566e-01 2.443865089722013195e+01 4.994317908395525762e+01
5.678879066679753862e+01 5.301041447092661230e+00 5.798236403551852902e+01 -1.243537326718232805e+00 7.547588032061827157e-01 3.010397330549626460e+01 5.301041447092661230e+01
6.231082235178008943e+01 4.339357348408828585e+00 6.083915979786213768e+01 -5.551570524840094834e-01 5.970333853707612271e-01 2.703889248575940130e+01 4.339357348408828585e+01
5.576630931682061743e+01 4.389727663002807923e+00 6.014578067207754231e+01 -2.050349465514180736e-01 5.410023892904212151e-01 2.447989106716186569e+01 4.389727663002808100e+01
5.434013737487213547e+01 4.811422626624244359e+00 5.990924987647490951e+01 -2.963116671608148067e-01 6.409495313536572869e-01 2.614533664993295403e+01 4.811422626624244003e+01
5.235024184908985490e+01 5.391004222305331162e+00 5.982810193754979622e+01 3.812253820621478440e-01 5.400849469473669728e-01 2.822203748471486762e+01 5.391004222305330984e+01
5.124712874342491631e+01 4.592092295315733708e+00 6.005211583207188397e+01 -9.399736628437906916e-01 6.549295000487331819e-01 2.353315450597350633e+01 4.592092295315733708e+01
5.552450685220161830e+01 4.738397154299212488e+00 6.023706672843418630e+01 -4.461483938859629461e-01 4.606924203820674801e-01 2.630971652623392742e+01 4.738397154299212843e+01
5.341111925060040022e+01 5.397930042741907464e+00 5.900090696197604245e+01 -2.954274690253662072e-01 6.712295035029707257e-01 2.883094852192865432e+01 5.397930042741907641e+01
4.418488575363726767e+01 5.074274714343779635e+00 6.259815939896679282e+01 4.990185114496483720e-01 5.688172916516798239e-01 2.242062485358502855e+01 5.074274714343779635e+01
5.990266164200755838e+01 4.976540547499656242e+00 5.786821464227255518e+01 -4.843776293594252991e-01 5.640186216326013025e-01 2.981080245646029425e+01 4.976540547499656242e+01
5.773340201007558647e+01 4.298243558824590416e+00 6.092140916974676657e+01 -6.001914347971464281e-01 6.589563164309213406e-01 2.481522233188380611e+01 4.298243558824590593e+01
4.572144990237359252e+01 4.302659856197760924e+00 6.078838694936865750e+01 2.310444032644216605e-01 5.006196456570222164e-01 1.967238470620998925e+01 4.302659856197760746e+01
5.005260981946787524e+01 5.242222257868815127e+00 5.940283561918374744e+01 -6.538616221954640650e-01 6.366161547881548088e-01 2.623869052600377216e+01 5.242222257868814950e+01
5.647921327154300286e+01 5.500108268828620695e+00 5.792131601664473095e+01 2.392165012045950334e-01 5.349457022928756356e-01 3.106417879317488584e+01 5.500108268828620339e+01
5.243171325492145485e+01 5.042633194286136877e+00 5.766429003324918767e+01 -7.457763311004299567e-01 6.463048310787418149e-01 2.643938976925593209e+01 5.042633194286136700e+01
5.304521316911770157e+01 5.519085078518013887e+00 5.539066808756692240e+01 4.434289996529336975e-01 5.305606402548841416e-01 2.927610444884847496e+01 5.519085078518013887e+01
5.541301015188975043e+01 4.864297662822874457e+00 5.825722534520715357e+01 -3.862394348502977692e-01 5.535278285735514281e-01 2.695453757718175325e+01 4.864297662822874457e+01
5.285629455099376628e+01 4.720606015058830707e+00 5.823837286808086589e+01 -6.066300801276529597e-01 6.217285348772390030e-01 2.495137419911424814e+01 4.720606015058830707e+01
5.336825765820799461e+01 4.935870074423968745e+00 5.894291521354934105e+01 -1.719855505468732559e-01 6.607686543693016556e-01 2.634187858992966014e+01 4.935870074423968390e+01
6.026452623368486883e+01 5.112587062547724770e+00 5.707371169268644451e+01 -5.582734688821187063e-01 5.474379782317255749e-01 3.081076371529052338e+01 5.112587062547724770e+01
5.073908776386694086e+01 4.537778268747675980e+00 6.048175366267882680e+01 -2.089120086715805513e-01 6.623536900494302326e-01 2.302427298309564918e+01 4.537778268747675980e+01
5.572361401961495631e+01 4.553620954637391804e+00 5.842544617183492761e+01 -1.001245975030149893e+00 6.219831620245157566e-01 2.537442164678446233e+01 4.553620954637391804e+01
4.846461655642579558e+01 4.512654818960609049e+00 6.237451193144777051e+01 -1.125665373935341051e+00 5.904715913446221265e-01 2.187040854524330058e+01 4.512654818960609049e+01
5.003528957808772759e+01 5.807270289051231771e+00 5.703763660585335060e+01 -2.115784726882825595e-01 6.498423068528427216e-01 2.905684505709036358e+01 5.807270289051231771e+01
5.836006363056357316e+01 4.572934017509467708e+00 5.910740209425743075e+01 -7.100977107283910073e-01 5.892001693035613386e-01 2.668767202402212391e+01 4.572934017509467708e+01
5.120563867051431117e+01 5.384413745143282526e+00 5.836241300774376128e+01 -1.591093272496983957e-01 5.687256870241603757e-01 2.757123446863576532e+01 5.384413745143282881e+01
4.502896471412918089e+01 5.626834220260827024e+00 5.865608050344468438e+01 -3.489833165303686258e-01 7.170602468541149577e-01 2.533705195563793566e+01 5.626834220260826669e+01
5.435831158758632853e+01 5.627688270333577769e+00 5.857648504109276644e+01 1.066362666548101856e-01 3.853272782589751699e-01 3.059116325165973649e+01 5.627688270333577947e+01
5.271082617922775171e+01 5.256195808763978405e+00 5.979756534611356500e+01 -4.728491064511093356e-01 4.819174101608494354e-01 2.770584236397435163e+01 5.256195808763978050e+01
6.331793783353808180e+01 4.525825574342217550e+00 5.870393552341435139e+01 1.604566507450364554e-01 5.337083106877864580e-01 2.865659423616373402e+01 4.525825574342217550e+01
4.441376600641477523e+01 5.315686456553038397e+00 5.927778037501973074e+01 -8.556508520722161393e-02 6.240381115736512996e-01 2.360896544448147694e+01 5.315686456553038397e+01
4.714098776561464632e+01 6.410797607972892997e+00 5.678823893251669830e+01 -5.188319050131902088e-01 5.520406204221137703e-01 3.022113316052817567e+01 6.410797607972892820e+01
4.832568866305474842e+01 5.121674283138082373e+00 5.902207214930425039e+01 -5.511259955730629656e-01 5.976747920769063249e-01 2.475084368405050839e+01 5.121674283138082728e+01
5.641668343561224930e+01 4.929935146318211281e+00 6.097762098916429352e+01 -2.989209115681283890e-01 6.903933424928849760e-01 2.781305905079332774e+01 4.929935146318211281e+01
5.761924038437919648e+01 4.318528457318988600e+00 5.942650887309974905e+01 -7.771110880808453913e-01 5.616238220040392637e-01 2.488303292890450535e+01 4.318528457318988956e+01
5.469382133257840906e+01 4.676218396003653410e+00 5.827308668267270519e+01 -8.899545343612924597e-01 5.008149535914654393e-01 2.557602534631401880e+01 4.676218396003653766e+01
4.666760161680608832e+01 5.614311077327369226e+00 5.993603775505900444e+01 -6.134868911245661138e-01 6.931305953970685607e-01 2.620064327095350976e+01 5.614311077327369048e+01
4.890128085675834768e+01 5.261652897980331645e+00 5.914340328601074503e+01 -1.044256038697515265e-01 5.789533882206956417e-01 2.573015661349126759e+01 5.261652897980332000e+01
5.031161378789461480e+01 4.282133572016474155e+00 6.271687412684354967e+01 -5.102007071634702129e-01 6.696988329082180780e-01 2.154410504634704537e+01 4.282133572016473977e+01
5.355384950743024319e+01 4.779221164429200641e+00 6.052735260005578510e+01 -6.631033275811670791e-01 5.349516890662471269e-01 2.559456910025669529e+01 4.779221164429200996e+01
5.654933824590179370e+01 4.886022959911251462e+00 5.824874797751427025e+01 -5.229759603978898497e-01 6.902748060305228250e-01 2.763013650372636221e+01 4.886022959911251462e+01
4.750773107683780694e+01 5.590978292010055029e+00 5.874239101697995835e+01 -6.221975760995199778e-01 6.536428271007124202e-01 2.656146931532516575e+01 5.590978292010055384e+01
5.534322813883786552e+01 4.458715551829401491e+00 5.917926520522694744e+01 -5.288815067741889919e-01 5.886688418818264434e-01 2.467597119910789516e+01 4.458715551829401136e+01
5.278306695010016369e+01 4.660222552104359650e+00 6.108007768684151984e+01 -7.905789105215017543e-01 6.788175810045899983e-01 2.459808389700910780e+01 4.660222552104359295e+01
5.833988962048993443e+01 4.489140115814315379e+00 6.202150788028719575e+01 -3.821868622907622637e-01 6.672204364226292927e-01 2.618959388475205330e+01 4.489140115814315379e+01
6.024158145070929038e+01 4.854745218991405764e+00 5.812224024359788643e+01 -4.120205195131383391e-01 4.860104677752383751e-01 2.924575295323122504e+01 4.854745218991405409e+01
4.749618285082603819e+01 4.719461299069406479e+00 6.166487094505826150e+01 -7.586937186708819780e-01 5.746003231021492574e-01 2.241563968179975319e+01 4.719461299069406834e+01
5.702052802953796373e+01 4.946868859177079969e+00 5.960528734376017468e+01 -8.764555347357454451e-01 5.817712391245830617e-01 2.820730744431551784e+01 4.946868859177079969e+01
5.480928868291081812e+01 5.556070942732538320e+00 5.828992538341144325e+01 -4.765205337952078679e-01 6.662972375633897659e-01 3.045242962429601263e+01 5.556070942732538498e+01
4.441376600641477523e+01 5.315686456553038397e+00 5.927778037501973074e+01 -8.556508520722161393e-02 6.240381115736512996e-01 2.360896544448147694e+01 5.315686456553038397e+01
5.355582123269125816e+01 5.280682225249693218e+00 5.988370924455924893e+01 -4.972205467928283440e-01 6.436757010752869324e-01 2.828112732421228515e+01 5.280682225249692863e+01
5.231545662143554409e+01 4.568045600431863029e+00 6.212933070849563677e+01 4.562056357851762556e-01 6.134415286112091525e-01 2.389793914541326103e+01 4.568045600431862852e+01
5.455740001805079231e+01 4.399252724191675235e+00 6.173536057649301512e+01 -5.970845490850074100e-02 7.110101166154600971e-01 2.400117906542249102e+01 4.399252724191675412e+01
4.982564532598517815e+01 5.253185576111078170e+00 5.974389617590022539e+01 -6.506483853995206346e-01 5.314967545484399203e-01 2.617433613468916676e+01 5.253185576111078348e+01
4.773670913910117264e+01 5.033827834847262928e+00 6.252052372496892474e+01 -4.364985571864625769e-01 5.492904777568949903e-01 2.402983752084151803e+01 5.033827834847262750e+01
6.008794031238575428e+01 4.798326321347067491e+00 6.020595866399825979e+01 2.583447990510023828e-03 6.488043240245491283e-01 2.883215455964521112e+01 4.798326321347067847e+01
5.865351541362223742e+01 4.121815239579156298e+00 6.189415358821892710e+01 -6.128234003685211206e-01 6.463470585881307962e-01 2.417589536867590638e+01 4.121815239579156298e+01
5.557472912033790635e+01 4.857737865675602507e+00 5.830638960021416040e+01 4.691159777085118776e-01 4.138841959910859458e-01 2.699674660225300116e+01 4.857737865675602507e+01
5.663978191995776257e+01 5.460716469666917483e+00 5.577844456702273135e+01 1.680655573460718699e-01 7.131508796433165820e-01 3.092937899686558723e+01 5.460716469666917305e+01
5.152840240891488577e+01 4.833081925901613118e+00 6.095021031493907770e+01 -5.497448243180720340e-01 6.816291192501484630e-01 2.490409903531116953e+01 4.833081925901613118e+01
5.380575002053633682e+01 4.875568443451859579e+00 6.068945717078262447e+01 -2.132233694959229098e-01 5.740340421983158858e-01 2.623336168763862020e+01 4.875568443451859935e+01
4.769587355601945688e+01 5.129786044326261063e+00 6.159977562140655749e+01 1.668396955029791684e-01 5.314851847375052785e-01 2.446696265396185765e+01 5.129786044326260708e+01
4.943341020065633273e+01 4.826451304977098289e+00 6.185318371486124533e+01 -6.764820096970076690e-01 8.440800537692279004e-01 2.385879471724259560e+01 4.826451304977098289e+01
6.121372194422354340e+01 5.131421089419630377e+00 5.600193228472716100e+01 -2.666032030730374203e-01 5.545354552662209446e-01 3.141133837464578704e+01 5.131421089419630732e+01
5.101995634938748481e+01 4.533297522856445383e+00 6.058118599752674527e+01 -4.568281128332714047e-01 5.349562787120560881e-01 2.312886417349222512e+01 4.533297522856445028e+01
5.486371789300294211e+01 4.980031305726981827e+00 6.025606230942762664e+01 -6.680731214463069279e-01 6.289839552218177143e-01 2.732230326557282041e+01 4.980031305726981827e+01
5.046675387865334983e+01 4.524319662362664474e+00 5.914360828598583453e+01 -5.678562060687788460e-01 6.444783514075456132e-01 2.283277268688086181e+01 4.524319662362664474e+01
6.150492219565874308e+01 4.016155559084460869e+00 6.014420176407377028e+01 -7.148042742724918241e-01 7.869611242011200769e-01 2.470133351871520944e+01 4.016155559084460691e+01
5.868469474696946975e+01 4.850374754950747658e+00 5.900706226740889093e+01 -2.550831854950015298e-01 5.461855209898944796e-01 2.846427619026914613e+01 4.850374754950748013e+01
5.562312456060640642e+01 5.048310372050077710e+00 5.865345557575786017e+01 -7.829008034718878406e-01 6.023798074978210515e-01 2.808027966451427204e+01 5.048310372050077888e+01
5.656505119692931771e+01 4.759451363031343973e+00 5.867087271862666853e+01 -8.261282469375696991e-01 5.471102448528244455e-01 2.692186100191630160e+01 4.759451363031344329e+01
5.209365865852891631e+01 5.191237791399887058e+00 5.823381999149324884e+01 -2.449004318177721018e-01 6.327242496155225382e-01 2.704305695204412885e+01 5.191237791399886703e+01
5.628245373814336006e+01 5.002952279788183354e+00 5.735953653571041144e+01 -1.146189105635388117e+00 6.208205612601991330e-01 2.815784302413172924e+01 5.002952279788183176e+01
5.329972701174199301e+01 4.931057418480888188e+00 5.966519835006543815e+01 3.286242177443945423e-01 5.449312298602075888e-01 2.628240142842565064e+01 4.931057418480888543e+01
4.542187634604592006e+01 5.910834885959154406e+00 5.945939204668031408e+01 -1.032657039104242003e+00 7.285455720246654110e-01 2.684812112919311744e+01 5.910834885959154406e+01
5.730871536182144155e+01 4.973524221764137110e+00 5.842645217157812709e+01 -7.709770211589592748e-01 5.717618239845834172e-01 2.850262839702054407e+01 4.973524221764137110e+01
5.779951561143686689e+01 5.092588467938758967e+00 5.799793898255363445e+01 -6.346981384552421446e-01 5.954023224793660862e-01 2.943491466552496760e+01 5.092588467938759322e+01
5.278528267740665569e+01 4.076478660667337550e+00 6.225834943612779426e+01 2.733847414173595780e-02 4.585948042341190245e-01 2.151780784317415041e+01 4.076478660667337550e+01
5.841534404690180793e+01 4.215646240927929611e+00 5.978777409558156108e+01 -9.576729603719531525e-01 5.360140259647532268e-01 2.462584255438333258e+01 4.215646240927929966e+01
5.240939445129966145e+01 4.048573467858425978e+00 6.257177981469750705e+01 -6.257079446329747441e-01 5.895349594539835980e-01 2.121832838420584011e+01 4.048573467858425801e+01
5.405173605330772801e+01 4.701533023203546158e+00 6.023447199274919228e+01 -1.914997827718226020e+00 8.473554404130396733e-01 2.541260220161079886e+01 4.701533023203545980e+01
5.329060659856265403e+01 4.677442777999668344e+00 5.964907988998837851e+01 -1.016110497703285986e+00 7.041158753198539788e-01 2.492637629696683632e+01 4.677442777999668522e+01
4.696040429639817404e+01 5.867488221325140252e+00 5.802310308645980541e+01 -8.924635075295839215e-01 5.997558108435876445e-01 2.755396190777828025e+01 5.867488221325140074e+01
4.377565542594724235e+01 5.522492573501862623e+00 6.161944754924939360e+01 -5.948236014202095134e-01 6.616694397300073582e-01 2.417507319899701557e+01 5.522492573501862978e+01
4.451718679038809512e+01 5.696993729186978328e+00 5.995656493987079472e+01 -8.163996657708754157e-01 6.636490956291007937e-01 2.536141339858863475e+01 5.696993729186978328e+01
6.105182540740089792e+01 4.896402710510787237e+00 5.547027817771910208e+01 -7.540436929725498061e-01 5.762245674414057106e-01 2.989343234064291011e+01 4.896402710510787415e+01
6.116018712888200071e+01 4.292699854054760067e+00 5.966768651085921960e+01 -1.915760152707353114e-01 5.686991396794911502e-01 2.625423263621135561e+01 4.292699854054760067e+01
5.671274192053730445e+01 4.869023721614317068e+00 5.996360679472766719e+01 -1.006205442949337225e+00 5.936147038363743800e-01 2.761356857288868127e+01 4.869023721614317424e+01
5.218798581623735089e+01 4.787671390740776189e+00 6.058783468625063051e+01 -6.391858172606674771e-01 6.640623910229761506e-01 2.498589266327849856e+01 4.787671390740776189e+01
5.346479260689839208e+01 4.710678011524645825e+00 5.996933329541952418e+01 -6.873009081058949477e-01 6.384436115969038816e-01 2.518554229240417186e+01 4.710678011524645825e+01
6.805470808520213666e+01 4.738617335159645449e+00 5.796734653108727997e+01 -2.511521045977698208e-01 6.908309291364267413e-01 3.224852194717681186e+01 4.738617335159645449e+01
5.236627561956031940e+01 4.941763772007004007e+00 6.179755293327412602e+01 -7.857594262542892949e-01 6.026568764047706139e-01 2.587817637316767971e+01 4.941763772007004007e+01
4.295115440372734383e+01 4.731907446578452969e+00 6.305162464366151909e+01 -9.556368763374702979e-01 6.735829962529051862e-01 2.032408873621383094e+01 4.731907446578453147e+01
6.084194802602593910e+01 4.147398542317874082e+00 6.115866167878818516e+01 -1.395049444005103112e-01 5.827700368929213948e-01 2.523358065549198415e+01 4.147398542317873904e+01
4.989330787638643017e+01 4.920621361523826565e+00 5.922925873452478385e+01 -6.844640654944829095e-01 5.586798488251991657e-01 2.455060765336320827e+01 4.920621361523826920e+01
4.862783094349155988e+01 5.762590399562890653e+00 5.979266126792466451e+01 -3.724432315822667761e-02 6.817170212393075523e-01 2.802222717465317103e+01 5.762590399562890298e+01
6.248070781319457012e+01 4.464741018854461174e+00 5.825399115865499766e+01 -7.114710472868104318e-01 5.087529786804154686e-01 2.789601790606301890e+01 4.464741018854461174e+01
5.767484347282978518e+01 5.030082492173283626e+00 5.804740022112076048e+01 -4.612140890888589695e-01 7.053869497030642588e-01 2.901092203915156986e+01 5.030082492173283981e+01
5.538215224746693366e+01 5.900666519075998373e+00 5.773644242086227507e+01 -1.051018779268956038e+00 5.452090352269651774e-01 3.267916115209977335e+01 5.900666519075998195e+01
5.296316312010400651e+01 4.312831924714593868e+00 6.283763297349808852e+01 3.985542254840446219e-02 6.430262263113570853e-01 2.284212207382511650e+01 4.312831924714593868e+01
5.382190065145688607e+01 4.721389748268684627e+00 5.907278101504223145e+01 -7.554072608109656528e-01 6.862609039031275504e-01 2.541141699681241661e+01 4.721389748268684627e+01
5.283700001378763744e+01 4.977710792072878476e+00 6.012272844413232065e+01 -1.482807446968674725e+00 6.322819088038196256e-01 2.630073051893855407e+01 4.977710792072878121e+01
5.391781466442002824e+01 4.992043975230306962e+00 6.016257488937156950e+01 -6.011239441926043980e-01 6.514728452416824744e-01 2.691601018531022760e+01 4.992043975230306785e+01
5.447129800846934700e+01 4.679910310863053979e+00 5.994386734856356469e+01 -2.398584504828971120e-01 5.878313222571347474e-01 2.549207891959298422e+01 4.679910310863053979e+01
5.295419073632691465e+01 4.989572363981107372e+00 5.967733160118368119e+01 1.243187863774792845e-01 5.647372958805580989e-01 2.642187666549611436e+01 4.989572363981107372e+01
5.598581200184295170e+01 4.520719926757206686e+00 6.080790009765655668e+01 -2.846449477004622253e-01 5.714959416663125680e-01 2.530961759324141980e+01 4.520719926757206508e+01
4.927698861727380120e+01 5.577916965524624793e+00 5.892759650036614971e+01 -3.489664505021039531e-01 6.576302840358954072e-01 2.748629508182553494e+01 5.577916965524624970e+01
6.514194797272112680e+01 4.732272394204680488e+00 5.907422508267805483e+01 -1.463143476804111387e+00 6.449432716181346947e-01 3.082694420960257276e+01 4.732272394204680666e+01
4.736949385113412347e+01 5.052617660984085823e+00 6.032043943849008372e+01 -6.245119607775180270e-01 6.151902063271066368e-01 2.393399412241173252e+01 5.052617660984086001e+01
5.820380801684274275e+01 4.566100615855517297e+00 5.854503226695708662e+01 2.417901035770491092e-01 5.546786171295152723e-01 2.657644436308419245e+01 4.566100615855517475e+01
6.110786830827904481e+01 4.942058278601335175e+00 5.945189140483223866e+01 2.449614946880274147e-02 4.718089280067561120e-01 3.019986464606106580e+01 4.942058278601335530e+01
5.867711013491199168e+01 4.332375766614806167e+00 6.005240191132065064e+01 -6.373626695200300674e-01 6.092646989706056448e-01 2.542112900034807410e+01 4.332375766614806167e+01
4.831931660940215068e+01 5.226450127733352602e+00 6.028194871013749889e+01 -3.976305455077717710e-01 5.632474226021173536e-01 2.525384984651982023e+01 5.226450127733352247e+01
5.566872907374508372e+01 4.273278310596229090e+00 6.048462647261234792e+01 -4.520274038445712961e-01 5.269008516445019552e-01 2.378879725292925684e+01 4.273278310596229090e+01
4.850273303065761610e+01 5.613241604130126738e+00 5.995886631633956654e+01 5.457277131312565643e-02 5.034800674718562519e-01 2.722575589617038716e+01 5.613241604130126916e+01
4.915443141996956911e+01 5.361653267426867764e+00 6.056534145937001767e+01 -7.677031370410798417e-01 6.864139671835907119e-01 2.635490178313897403e+01 5.361653267426867586e+01
6.049206998144126857e+01 4.563279499851990550e+00 5.820867360110253230e+01 3.816438909716257655e-01 5.302062355369492330e-01 2.760422228499229647e+01 4.563279499851990550e+01
5.140427957142676973e+01 5.205765543168761056e+00 5.657059040308768516e+01 -3.213169023283697356e-01 6.206236257930164424e-01 2.675986273643473368e+01 5.205765543168760701e+01
3.920873223884370162e+01 5.878993277653751015e+00 6.226753451439530807e+01 -2.365883394835677223e-03 5.987314601194337893e-01 2.305078732574880362e+01 5.878993277653751193e+01
5.302539782052889450e+01 4.969232877422279593e+00 5.801588623781770337e+01 -8.110074110355398602e-01 4.893218299232289237e-01 2.634955501881679041e+01 4.969232877422279415e+01
4.763187088802975921e+01 5.820758816673241576e+00 5.956919793572191679e+01 2.469442303735611688e-01 6.996238341851261922e-01 2.772536324261407259e+01 5.820758816673241398e+01
5.618905220969101322e+01 4.850776776134792634e+00 5.941352937944122203e+01 -5.011030393768081126e-01 5.369617370427739456e-01 2.725605495317945071e+01 4.850776776134792811e+01
5.183320779176856519e+01 5.229508227778283391e+00 5.856368775476911281e+01 -4.020419382826680987e-01 5.777570966058671598e-01 2.710621866191951312e+01 5.229508227778283214e+01
5.539072245218552837e+01 5.140055154097986190e+00 5.845687577707171556e+01 -7.272566290144908407e-01 6.780745487477928268e-01 2.847113684295672442e+01 5.140055154097986190e+01
6.248070781319457012e+01 4.464741018854461174e+00 5.825399115865499766e+01 -7.114710472868104318e-01 5.087529786804154686e-01 2.789601790606301890e+01 4.464741018854461174e+01
4.575447698999875712e+01 5.329055704132663607e+00 5.875029833612931185e+01 -3.806092406674697060e-01 6.288653652383260351e-01 2.438281565931595907e+01 5.329055704132663607e+01
5.396423252513735491e+01 4.903465088053124532e+00 5.895384496346770220e+01 -5.557798514160356973e-01 6.122583552540725726e-01 2.646117301905919206e+01 4.903465088053124532e+01
6.097619735271602082e+01 5.042750416790154233e+00 5.976079386277947947e+01 -5.827085300471175344e-01 5.945666669858173936e-01 3.074877446146874149e+01 5.042750416790154588e+01
5.210858065089973934e+01 5.366706413289135114e+00 5.819748105456304188e+01 -3.590580982261357690e-01 5.431874895503288059e-01 2.796514539665777832e+01 5.366706413289135469e+01
5.453501762305658929e+01 4.997616108701635085e+00 5.805628206256891133e+01 -4.898688276287330723e-01 6.068238241856749315e-01 2.725450825613151551e+01 4.997616108701635085e+01
5.851045903751407451e+01 4.650178477883383898e+00 6.016402791122084892e+01 -3.054254961718978478e-01 5.160410337304837114e-01 2.720840773473252483e+01 4.650178477883383721e+01
6.148278051265302224e+01 4.619663088998574807e+00 5.749397159742822794e+01 -2.062821111733015300e-01 5.248763886294396386e-01 2.840297317433040192e+01 4.619663088998574807e+01
4.963132326146488538e+01 5.871747043947292966e+00 5.602572000686615183e+01 -5.223943061421554290e-01 5.110545274714242137e-01 2.914225756476989915e+01 5.871747043947293321e+01
5.173823485063508798e+01 4.939996565329261458e+00 5.974533434553158884e+01 4.247048105118444994e-02 6.094534114363150401e-01 2.555867024583360347e+01 4.939996565329261102e+01
6.545428954732697946e+01 3.796658338953731171e+00 5.874003584080986684e+01 -7.202234997324552523e-02 5.989492310756787674e-01 2.485075742301510360e+01 3.796658338953731260e+01
5.198432338724828838e+01 4.932469598038538017e+00 5.802686585960788079e+01 -8.608031244505358615e-01 5.978457353584327727e-01 2.564110946822059489e+01 4.932469598038537839e+01
5.685188965518904780e+01 4.664421357625869291e+00 5.816871767597858423e+01 -6.731549442774351633e-01 5.286744515286565527e-01 2.651811683290530297e+01 4.664421357625869291e+01
5.531025868956051994e+01 4.616693444869011564e+00 5.904494046715339550e+01 -5.812360022305522733e-01 6.391338404746169655e-01 2.553505087261033424e+01 4.616693444869011387e+01
4.952980930687697025e+01 5.485560054431840804e+00 5.688893109559558781e+01 4.642041090379933621e-02 4.554723323491771669e-01 2.716987434374307142e+01 5.485560054431840626e+01
5.590917842099065638e+01 4.545001974379907494e+00 5.996163555976875870e+01 -1.895043842379457999e-01 5.356802984478274965e-01 2.541073263093610279e+01 4.545001974379907494e+01
