weight logl C sigma mu1 a1 W lam0
9.088779078029171404e-04 -2.294763160907941710e+02 1.671211034114799645e+02 2.161974713750475008e+00 1.213874862897919456e+03 3.586921940765066097e+02 2.146301016175956811e+00 1.213874862897919456e+03
9.119040939038466692e-04 -2.294704920367508691e+02 1.797254104203913698e+02 2.881152094449996870e+00 1.212857472722397915e+03 7.109368958573660358e+00 3.955683807840142119e-02 1.212857472722397915e+03
9.190521783261244382e-04 -2.294601839630720974e+02 1.789641527426530558e+02 4.201817510491431262e-01 1.219609448600097039e+03 2.824830026264893377e+02 1.578433436514486532e+00 1.219609448600097039e+03
9.190039890214512673e-04 -2.294577363981451015e+02 1.795105423317149587e+02 1.084001181348865028e+00 1.213011085372597336e+03 3.888955194038858281e+02 2.166421617095063645e+00 1.213011085372597336e+03
9.333621103176287020e-04 -2.294397336215992595e+02 1.683296307944204955e+02 1.048208527572115134e+00 1.219961313185253630e+03 3.774983146478621165e+02 2.242613572347803341e+00 1.219961313185253630e+03
9.337716710482145150e-04 -2.294367949163053595e+02 1.797756239159732274e+02 2.196557584010573105e+00 1.216100587741334266e+03 7.150953433047236274e+01 3.977710257531676397e-01 1.216100587741334266e+03
9.395044347517731787e-04 -2.294281743219280827e+02 1.795557181132375035e+02 2.396340951435294020e+00 1.211152137291076997e+03 3.921819936679869443e+02 2.184179918016623034e+00 1.211152137291076997e+03
9.404583956908674691e-04 -2.294246594497130332e+02 1.680667873195183972e+02 3.053303755722777679e-01 1.210851936808646769e+03 3.314462479897506455e+02 1.972110333492750778e+00 1.210851936808646769e+03
9.384815194663328119e-04 -2.294242636968345437e+02 1.677030776462787571e+02 1.053751465773317797e+00 1.211599250491276507e+03 1.312481066766646904e+02 7.826219322789931265e-01 1.211599250491276507e+03
9.404653489803767438e-04 -2.294196520562293529e+02 1.674306510336836027e+02 1.844569054930425667e+00 1.217649276405051751e+03 6.145728608171212670e+01 3.670611426419657652e-01 1.217649276405051751e+03
9.642480711255185756e-04 -2.293921782644043503e+02 1.674019508486675818e+02 2.459996245605848841e+00 1.214648204536950288e+03 1.325349169673430936e+02 7.917166812897866723e-01 1.214648204536950288e+03
9.681367305603613129e-04 -2.293856535332217845e+02 1.795670909555723256e+02 2.945436656734970349e+00 1.214118979887507066e+03 7.180720538822835408e+01 3.998906759924877874e-01 1.214118979887507066e+03
9.765615363858801872e-04 -2.293744890954788502e+02 1.791395203239775071e+02 8.188191120484146213e-01 1.210805027544608265e+03 3.654880273711291352e+02 2.040242302257684326e+00 1.210805027544608265e+03
9.837836386897890004e-04 -2.293646208676073854e+02 1.797153903870827776e+02 1.790266471888367183e+00 1.213371360401263473e+03 3.168655465895440102e+02 1.763151981068834750e+00 1.213371360401263473e+03
9.881555111403716746e-04 -2.293576867758008859e+02 1.793952616835979939e+02 2.553233990828086775e+00 1.219206563511552531e+03 3.539520524325482853e+01 1.973028992576284502e-01 1.219206563511552531e+03
9.939286796757885664e-04 -2.293493614078491305e+02 1.672374077269560075e+02 2.303372929251314538e+00 1.216228047096136152e+03 3.923251137775333746e+02 2.345917214993382238e+00 1.216228047096136152e+03
9.950264323881901230e-04 -2.293457575590823012e+02 1.678375674773352557e+02 2.704220148322119766e+00 1.219282074989934699e+03 2.918496132120079096e+02 1.738881333890990755e+00 1.219282074989934699e+03
9.947089925956625282e-04 -2.293435766364744381e+02 1.794489355588782757e+02 2.411181497788622341e+00 1.213587761963861794e+03 7.726352117351970605e+01 4.305599302268866557e-01 1.213587761963861794e+03
9.959230259382395242e-04 -2.293398568896987513e+02 1.793387012470105617e+02 2.575309904687253404e+00 1.219218143731387727e+03 2.747373704333793398e+02 1.531946916772706446e+00 1.219218143731387727e+03
9.991641007515970375e-04 -2.293341078309271666e+02 1.676863251725976340e+02 1.386000158403537519e+00 1.211257700337376718e+03 1.015477713127532411e+01 6.055817086350438749e-02 1.211257700337376718e+03
9.972719505467815722e-04 -2.293335033594817958e+02 1.656401826090340421e+02 1.247113341651989449e-01 1.215430480080560073e+03 1.997069109321630549e+02 1.205667053649281728e+00 1.215430480080560073e+03
9.952231717809589730e-04 -2.293330598558464999e+02 1.679834008455048036e+02 2.401476040400954304e+00 1.219518525837789639e+03 3.065633195415052228e+02 1.824961978376977045e+00 1.219518525837789639e+03
1.012091199497847181e-03 -2.293137528972344228e+02 1.794641522600126109e+02 2.310171363102214048e+00 1.214300993558381833e+03 1.137660320583032387e+02 6.339206500330822891e-01 1.214300993558381833e+03
1.019242640008647055e-03 -2.293042117404163776e+02 1.794880064930395633e+02 2.270032132432680427e+00 1.214404887375149883e+03 1.362379238303107627e+02 7.590363640012570690e-01 1.214404887375149883e+03
1.022151392998096528e-03 -2.292988619672604216e+02 1.791676205458837217e+02 2.492545063437188624e+00 1.210305055303391555e+03 2.075612906023899598e+02 1.158475454270124549e+00 1.210305055303391555e+03
1.021287463634774082e-03 -2.292972075315032612e+02 1.790234092887594102e+02 1.509243460323747898e+00 1.211307562138323874e+03 2.430125573244997952e+02 1.357434529316374539e+00 1.211307562138323874e+03
1.023334731201516528e-03 -2.292927049431951616e+02 1.681284683133009423e+02 6.683956650128187738e-01 1.210041890171815112e+03 2.912260276162480181e+02 1.732163687315342093e+00 1.210041890171815112e+03
1.021673448618111695e-03 -2.292918296632967383e+02 1.792079875759565084e+02 2.010886069004444554e+00 1.212219661441416292e+03 2.891433456199383158e+02 1.613451216829195234e+00 1.212219661441416292e+03
1.032581277972329480e-03 -2.292787098197795501e+02 1.682376553701171247e+02 9.470726473923803956e-01 1.212814809677858420e+03 1.903020176997191584e+02 1.131149963312679141e+00 1.212814809677858420e+03
1.031582177539440036e-03 -2.292771778637668092e+02 1.670424357949618752e+02 1.682118780083903697e+00 1.215950966357119569e+03 3.505978103918984061e+02 2.098854753424714392e+00 1.215950966357119569e+03
1.029300287487979739e-03 -2.292768923432654731e+02 1.673590834835102328e+02 1.519869203482532960e+00 1.214579788907210741e+03 2.529908959535226529e+02 1.511665161445806094e+00 1.214579788907210741e+03
1.026850759545677597e-03 -2.292767749786313516e+02 1.778031287237826348e+02 2.241389006924869309e-01 1.218647321269532540e+03 3.398270256648232817e+02 1.911254476251342815e+00 1.218647321269532540e+03
1.030465362751697761e-03 -2.292707610734165655e+02 1.678267836247624984e+02 1.407082574274699072e+00 1.213736701284871515e+03 1.127097973125344055e+02 6.715840873441151215e-01 1.213736701284871287e+03
1.034986418930982895e-03 -2.292638832772947524e+02 1.674174201394686463e+02 2.013738224651945519e+00 1.216018880788680235e+03 2.864492477444023280e+02 1.710988303999506854e+00 1.216018880788680235e+03
1.044361332612906345e-03 -2.292523660485045696e+02 1.679741160495453300e+02 2.083905172647433801e+00 1.219613414110985786e+03 4.807091332563599195e+01 2.861804809942091743e-01 1.219613414110985786e+03
1.050868292601907922e-03 -2.292436548143465131e+02 1.676233634321665988e+02 2.540126593429222090e+00 1.215114125885957492e+03 3.482806876987612554e+02 2.077757423354069655e+00 1.215114125885957492e+03
1.052594450506240181e-03 -2.292395135603737799e+02 1.670375712223996629e+02 1.584613752979672885e+00 1.215608876632665215e+03 3.432040304090545533e+02 2.054651704388713362e+00 1.215608876632665215e+03
1.061059173725170364e-03 -2.292290039523892631e+02 1.674445399318936154e+02 1.041978023606907389e+00 1.214307049395298691e+03 3.798167915220794271e+02 2.268313984299315411e+00 1.214307049395298691e+03
1.069166268728498305e-03 -2.292188924254754170e+02 1.786717951268202000e+02 1.128820849249994929e+00 1.219708543940913160e+03 1.508500763990832070e+02 8.442858946595946934e-01 1.219708543940913160e+03
1.067920876860982459e-03 -2.292175579296628030e+02 1.684591508150846551e+02 3.517667939342575822e-01 1.211789639789775492e+03 1.335539220773388820e+02 7.927970753214779176e-01 1.211789639789775492e+03
1.069964219611665730e-03 -2.292131463738207344e+02 1.787158204437442350e+02 9.840837381502565151e-01 1.218690866519198380e+03 1.106103335459019519e+02 6.189174146489153649e-01 1.218690866519198380e+03
1.067642264050161884e-03 -2.292128188564479103e+02 1.691892395169173255e+02 5.169445697632932823e-01 1.211280851327767778e+03 3.878879405462154182e+02 2.292627720614763387e+00 1.211280851327767778e+03
1.069299334954506089e-03 -2.292087679752846157e+02 1.682197304995185334e+02 1.023705927879576816e+00 1.213659402878076889e+03 2.720965275806040040e+02 1.617506619304581283e+00 1.213659402878076889e+03
1.067245733854665056e-03 -2.292081903327974430e+02 1.787672997300131783e+02 8.492112042574648800e-01 1.211336391953321481e+03 1.397561312345162037e+02 7.817768207361505128e-01 1.211336391953321481e+03
1.068909947289574738e-03 -2.292041321937663838e+02 1.794060149423607697e+02 1.444020508092632715e+00 1.215417627312817785e+03 1.173520028545161722e+02 6.541140936228855285e-01 1.215417627312817785e+03
1.066437938018847649e-03 -2.292039475170840035e+02 1.789427103193229414e+02 2.143533759520537263e+00 1.215319806656154014e+03 7.218784282901347105e+00 4.034131521769978440e-02 1.215319806656154014e+03
1.067174563168148127e-03 -2.292007570213373242e+02 1.788646121923306964e+02 9.216033074217594434e-01 1.217801943451679563e+03 7.965866404007516621e+01 4.453573183857033047e-01 1.217801943451679563e+03
1.065082965936296625e-03 -2.292002188837054177e+02 1.789438673985815740e+02 2.314652924098539621e+00 1.218714060080178569e+03 3.771332301972572054e+02 2.107550460822591010e+00 1.218714060080178569e+03
1.069135249340824384e-03 -2.291939214385845673e+02 1.682360155847674434e+02 1.060498624094741826e+00 1.212923794361456430e+03 7.968713970310474792e+01 4.736627851421835733e-01 1.212923794361456430e+03
1.071984029622135041e-03 -2.291887604173230955e+02 1.796356172989893594e+02 1.977856335469722504e+00 1.214648310069590025e+03 3.210455202678391515e+02 1.787204147457484016e+00 1.214648310069590025e+03
1.087307607060391352e-03 -2.291720670268383628e+02 1.681709666945986328e+02 8.050174347744381009e-01 1.211927110483770775e+03 7.812320983020998533e+00 4.645463563998123574e-02 1.211927110483770775e+03
1.086635863967153320e-03 -2.291701850218539391e+02 1.785959861498838279e+02 1.532646920692924741e+00 1.212210267134211790e+03 3.514651320465263211e+02 1.967934104362036640e+00 1.212210267134211790e+03
1.084517126936262402e-03 -2.291696367384877533e+02 1.685076631966538798e+02 1.474684768075804175e+00 1.218104121461623436e+03 2.738583770177095289e+02 1.625198354914624721e+00 1.218104121461623436e+03
1.082421547931208513e-03 -2.291690708768947502e+02 1.787612198185560146e+02 1.887731926462530740e+00 1.212238857010214133e+03 3.966453310598544135e+02 2.218855585470117298e+00 1.212238857010214133e+03
1.081790227409926836e-03 -2.291671542953442327e+02 1.786814766445090470e+02 1.223750590881455658e+00 1.218375383473952979e+03 1.009662495426961755e+02 5.650627666547153316e-01 1.218375383473952979e+03
1.080426268214933552e-03 -2.291659159260631498e+02 1.663243473124327920e+02 5.746944015237502867e-01 1.215504395022316658e+03 2.483206538774368823e+02 1.492990400322916855e+00 1.215504395022316658e+03
1.077823552227527484e-03 -2.291658278037099876e+02 1.772758748747689879e+02 1.825485525445370016e-01 1.218548536930247565e+03 3.686932497955620534e+02 2.079771147969310174e+00 1.218548536930247565e+03
1.086352676061514127e-03 -2.291554456655729552e+02 1.788926780783755248e+02 2.071465122517241575e+00 1.217706939221294306e+03 1.277256093617968276e+02 7.139789662371668344e-01 1.217706939221294306e+03
1.088835384554311158e-03 -2.291506629116209126e+02 1.786964816771282756e+02 2.732725011418865257e+00 1.210322991192533436e+03 3.060572374916218905e+02 1.712721115822588569e+00 1.210322991192533436e+03
1.092124934136348658e-03 -2.291451463027918578e+02 1.789031234475408212e+02 2.263150555250383000e+00 1.217414597567091505e+03 1.320480519537265991e+02 7.380980801738020736e-01 1.217414597567091505e+03
1.089786720608071401e-03 -2.291447895741917478e+02 1.784325512008796863e+02 8.001046113105469981e-01 1.210784001048945811e+03 3.005484037436508515e+02 1.684381026448996455e+00 1.210784001048945811e+03
1.089407331734265193e-03 -2.291426377661090612e+02 1.787758731727217594e+02 4.001193581785107423e-01 1.214755445278760590e+03 1.124225281565091095e+01 6.288461980990783795e-02 1.214755445278760590e+03
1.086905910786267141e-03 -2.291424365363418190e+02 1.784955750469927125e+02 8.912471637309896666e-01 1.212714458148070662e+03 1.998990114737296722e+02 1.119910179404178807e+00 1.212714458148070662e+03
1.087764977832831378e-03 -2.291391464700419078e+02 1.684910397754904636e+02 1.349899549739528304e+00 1.213366663825721616e+03 3.716210870748586217e+02 2.205583677150032340e+00 1.213366663825721616e+03
1.088517600365907813e-03 -2.291359548111823301e+02 1.684862670279901806e+02 1.626791300411149499e-01 1.216876046280872060e+03 3.700319953414373799e+02 2.196214575042872319e+00 1.216876046280872060e+03
1.091388247788361437e-03 -2.291308210744232383e+02 1.788607031146909776e+02 2.329479017957047482e+00 1.217719916909560652e+03 1.780859546914159353e+02 9.956684257090376855e-01 1.217719916909560652e+03
1.116662115855228659e-03 -2.291054276003131633e+02 1.690490538097227216e+02 3.465638142178063541e-01 1.219115302720266982e+03 1.439974618125022516e+02 8.518087417074934331e-01 1.219115302720266982e+03
1.126536572756527783e-03 -2.290941236359278719e+02 1.779406799193978941e+02 5.570266343655320140e-01 1.211168352508176667e+03 3.788700722596900050e+02 2.129193124536263859e+00 1.211168352508176667e+03
1.125845949338994669e-03 -2.290922368740722845e+02 1.786950172558402983e+02 2.479170917094173365e+00 1.217365514341624930e+03 1.091428856787016031e+02 6.107774427892419533e-01 1.217365514341624930e+03
1.125547980647679993e-03 -2.290900015711464732e+02 1.697995183883820687e+02 2.887582990938359906e-01 1.213471033350595917e+03 3.791239713133858800e+02 2.232774126285896887e+00 1.213471033350595917e+03
1.135472260965680706e-03 -2.290787229287712705e+02 1.784516501136388058e+02 2.446349574190243459e+00 1.210506022223585433e+03 1.739175004265410394e+02 9.745917189097976774e-01 1.210506022223585433e+03
1.133965022142213643e-03 -2.290775512219620964e+02 1.786286748833921934e+02 2.043745020740136198e+00 1.212828442308109061e+03 2.231100314829962201e+02 1.249015767645598851e+00 1.212828442308109061e+03
1.133484643823856131e-03 -2.290754749388214009e+02 1.786054987665669103e+02 2.021404186543802162e+00 1.217230156778268565e+03 6.488827299688793460e+01 3.633050126955796877e-01 1.217230156778268565e+03
1.131790749018123056e-03 -2.290744704701168928e+02 1.784917023603707378e+02 2.669804095174933556e-01 1.218226359729263550e+03 1.441213170401556276e+00 8.074398705054530376e-03 1.218226359729263550e+03
1.129315695497536392e-03 -2.290741597120388064e+02 1.789036753348047739e+02 1.585944841345238443e-01 1.216169560732390437e+03 3.815305788708690926e+01 2.132603358521636405e-01 1.216169560732390437e+03
1.129831171754939892e-03 -2.290712033660846600e+02 1.782683691825212122e+02 2.414964916485227431e-01 1.211225979093369460e+03 8.246425095609481559e+01 4.625848732124949181e-01 1.211225979093369460e+03
1.130143681430951282e-03 -2.290684268057702297e+02 1.796615013507088179e+02 1.434765294824547288e+00 1.214739233099566718e+03 3.508005796279841206e+02 1.952563999469216993e+00 1.214739233099566718e+03
1.133280788712212692e-03 -2.290631548031419698e+02 1.687792072476903513e+02 2.241904244847770400e+00 1.210999201589486347e+03 2.250657574370715395e+02 1.333492206221696508e+00 1.210999201589486347e+03
1.137119397315634406e-03 -2.290572733620333565e+02 1.689312120065034435e+02 5.197329519944642318e-01 1.217344157012456662e+03 3.034613939239245610e+02 1.796360721737094046e+00 1.217344157012456662e+03
1.138524671727594037e-03 -2.290535383054533440e+02 1.686044917409994071e+02 2.375106388637577837e+00 1.212418373874877489e+03 1.293589172059540147e+02 7.672329240472892664e-01 1.212418373874877489e+03
1.142594661238571958e-03 -2.290474698872904185e+02 1.783856756829496817e+02 2.888927094456070765e+00 1.219597964375831225e+03 2.610535483809939024e+02 1.463422146321728068e+00 1.219597964375831225e+03
1.146220008669746222e-03 -2.290418020026113481e+02 1.784178634158920431e+02 2.268572570859825888e+00 1.213260934386774807e+03 3.396832954181570585e+01 1.903863710251676444e-01 1.213260934386774807e+03
1.143587412206201193e-03 -2.290416014078796536e+02 1.691747907106740172e+02 1.891032479145042577e+00 1.210751417555321950e+03 3.803403135356930989e+02 2.248209156564930478e+00 1.210751417555321950e+03
1.142235797753055363e-03 -2.290402840143076446e+02 1.699222215810103762e+02 3.625392106360392219e-01 1.213565783904484533e+03 3.768521021092497563e+02 2.217791755562621425e+00 1.213565783904484533e+03
1.140667012427091847e-03 -2.290391583921969811e+02 1.681061978107042592e+02 2.363546803211966196e+00 1.214893041404269525e+03 3.999790197898891506e+02 2.379323457427101829e+00 1.214893041404269525e+03
1.149947371329534734e-03 -2.290285554048535062e+02 1.789645498410265532e+02 5.505732911776068939e-01 1.215059245097658504e+03 8.849949536417778972e+01 4.945085238545371964e-01 1.215059245097658504e+03
1.147494036607176263e-03 -2.290281911160376183e+02 1.783216387975817270e+02 8.453547024255042563e-01 1.213554414961380189e+03 3.217836273108428458e+01 1.804512506057154020e-01 1.213554414961380189e+03
1.160156573529000411e-03 -2.290147166089303425e+02 1.783562894286395419e+02 2.756854841534119416e+00 1.213190506611634873e+03 6.856329284431529913e+01 3.844175782303853595e-01 1.213190506611634873e+03
1.173145777524038213e-03 -2.290010827426565641e+02 1.681366527066047638e+02 6.369293621132977590e-01 1.216943771885539263e+03 3.984833719802328460e+02 2.369997056356169196e+00 1.216943771885539263e+03
1.180373208060231773e-03 -2.289924409156308229e+02 1.788494363609282232e+02 4.453747570729711391e-01 1.214519795930664941e+03 2.418208908969604352e+02 1.352091993228048405e+00 1.214519795930664941e+03
1.178797779978287778e-03 -2.289912764935301084e+02 1.771502046320381965e+02 3.786495086953139966e-01 1.211497590467054806e+03 3.896961133614857999e+02 2.199806171101695629e+00 1.211497590467054806e+03
1.176109193580428865e-03 -2.289910598852701753e+02 1.770010624761820850e+02 1.268987768167970376e-01 1.217985282418914949e+03 2.089281715823294974e+02 1.180378064738699662e+00 1.217985282418914949e+03
1.174589158623645657e-03 -2.289898531479018402e+02 1.783341977031055308e+02 2.705411708301263207e+00 1.212576079836167537e+03 2.059778148421337107e+02 1.155010185904163267e+00 1.212576079836167537e+03
1.177218817740553498e-03 -2.289851168597020887e+02 1.780380292919654153e+02 1.463490190740250219e+00 1.212059401418092875e+03 1.453383771966362872e+02 8.163333293152509329e-01 1.212059401418092875e+03
1.177861465946440384e-03 -2.289820711048704709e+02 1.780638420037645346e+02 2.105870267484774683e+00 1.211505333695645277e+03 2.512292263934110679e+02 1.410894112843525505e+00 1.211505333695645277e+03
1.192271734446182646e-03 -2.289674110743177096e+02 1.689032802590287474e+02 2.405013432501013515e+00 1.219891990477154195e+03 5.382673944750055739e+01 3.186838015517063361e-01 1.219891990477154195e+03
1.193499535390341428e-03 -2.289638818046068423e+02 1.784728161254661813e+02 2.697596129538621934e+00 1.217437682684193760e+03 3.140976243614265400e+02 1.759918575726492129e+00 1.217437682684193760e+03
1.197121883746142448e-03 -2.289583513363787688e+02 1.690987317159186318e+02 1.985743518562681054e+00 1.210857301127975461e+03 1.495067496788982453e+02 8.841387996337287669e-01 1.210857301127975461e+03
1.196096563745399763e-03 -2.289567081909333979e+02 1.781536065283618200e+02 2.436607175663692004e+00 1.218038537280951232e+03 1.118830592558081065e+02 6.280145624668926896e-01 1.218038537280951232e+03
1.194749981156460923e-03 -2.289553346394160087e+02 1.689672811113475177e+02 2.101574697304521067e+00 1.219702193248336698e+03 5.397865097704448090e+01 3.194621504353447050e-01 1.219702193248336698e+03
1.193821968344738887e-03 -2.289536116835059829e+02 1.777544958699509152e+02 6.633864366603766660e-01 1.212674787609282703e+03 2.123944259727963413e+02 1.194875127817800697e+00 1.212674787609282703e+03
1.195313865136953977e-03 -2.289498627825726658e+02 1.689037282063479779e+02 5.667780541674353190e-01 1.217140607071054546e+03 3.485568248155793754e+02 2.063641984206239677e+00 1.217140607071054546e+03
1.193472829749353320e-03 -2.289489041807695457e+02 1.780724035166863075e+02 3.436175969702956468e-01 1.214289727923465080e+03 5.597145127966049216e+01 3.143185028915256862e-01 1.214289727923465080e+03
1.196282858368186977e-03 -2.289440524509020065e+02 1.781434171000824165e+02 2.985440487651036090e+00 1.218647438275273998e+03 2.752552222933600774e+02 1.545132718200411759e+00 1.218647438275273998e+03
1.193735125063636986e-03 -2.289436844300646783e+02 1.689893459037848515e+02 2.984258067921376600e+00 1.218496478486054002e+03 2.601569827808168043e+02 1.539487483009365665e+00 1.218496478486054002e+03
1.192248805007822690e-03 -2.289424303062244803e+02 1.686499041286685951e+02 2.444894391022730318e+00 1.214975456229421525e+03 2.136840985105790196e+02 1.267027690377768190e+00 1.214975456229421525e+03
1.190141922423850872e-03 -2.289416990195668973e+02 1.691818715139208393e+02 1.147593670228210794e+00 1.218491811666177455e+03 7.924438384581708306e+01 4.683976074782728594e-01 1.218491811666177455e+03
1.189443520663096068e-03 -2.289397860140644809e+02 1.693306719331241368e+02 8.036660384565044168e-01 1.212620658897585599e+03 1.423561288868907013e+02 8.406990137209942038e-01 1.212620658897585599e+03
1.190184399437246464e-03 -2.289366633294911253e+02 1.790389109835888917e+02 1.323671602971087102e+00 1.214620066962768760e+03 2.879213234056778674e+02 1.608149434242645670e+00 1.214620066962768760e+03
1.192896625706365774e-03 -2.289318870934659458e+02 1.691562919212018130e+02 1.044080110377178183e+00 1.217611081085771275e+03 2.043219813358691113e+02 1.207888746054143647e+00 1.217611081085771275e+03
1.194257051795493676e-03 -2.289282473040596528e+02 1.685388884984035371e+02 1.334017241714555269e+00 1.216635997543983876e+03 1.475799389677143836e+02 8.756432434233853979e-01 1.216635997543983876e+03
1.195380129980409909e-03 -2.289248073469179019e+02 1.692001142528234254e+02 1.751879681305347436e+00 1.218120945702809422e+03 2.411810365008128656e+02 1.425418874956748461e+00 1.218120945702809422e+03
1.197254705286920689e-03 -2.289207403918084651e+02 1.773718221082809805e+02 1.095816656260549582e+00 1.219082883488936886e+03 1.915671252645551306e+02 1.080031331851618814e+00 1.219082883488936886e+03
1.197475696135051875e-03 -2.289180558275263024e+02 1.767557217305653126e+02 2.073206298546253212e-01 1.218087992145428871e+03 3.474560923167890678e+02 1.965741696590892040e+00 1.218087992145428871e+03
1.202229086429510438e-03 -2.289115941764549689e+02 1.688837060370479151e+02 2.503953502830812639e+00 1.217101447595441186e+03 2.340498810303226946e+02 1.385864193310509807e+00 1.217101447595441186e+03
1.200310291329200352e-03 -2.289106914826436139e+02 1.778958134386997187e+02 5.124187922630786263e-01 1.216929661863620368e+03 7.820808486562969009e-01 4.396285857091238036e-03 1.216929661863620368e+03
1.203852506436840428e-03 -2.289052447456971038e+02 1.751140323021067218e+02 2.175382051828403385e-01 1.218944395996931462e+03 3.483928513407471996e+02 1.989519896039512403e+00 1.218944395996931462e+03
1.207839322964035121e-03 -2.288994385022456584e+02 1.690872650595111395e+02 8.061504249642312825e-01 1.217308866136072766e+03 3.477012153559833063e+00 2.056341825823536015e-02 1.217308866136072993e+03
1.208859317603751737e-03 -2.288960943798687993e+02 1.780748307996439621e+02 1.996684292755972034e+00 1.213067040279123376e+03 2.927543927224036793e+02 1.643996467146939366e+00 1.213067040279123376e+03
1.220668602982047813e-03 -2.288838728382602881e+02 1.695993279355563459e+02 8.788207332931300408e-01 1.212315703807933005e+03 1.498935729136904627e+02 8.838099462908627357e-01 1.212315703807933005e+03
1.219612566335415323e-03 -2.288822383423881206e+02 1.778017881130227238e+02 2.677360554840429785e+00 1.213763266459236547e+03 1.337041611718978729e+01 7.519843449881760677e-02 1.213763266459236547e+03
1.221851176967565528e-03 -2.288779045152296021e+02 1.764765096756141816e+02 7.440136007197001300e-01 1.219049288267473912e+03 2.960180682268737087e+02 1.677379435773020511e+00 1.219049288267473912e+03
1.219185560026061349e-03 -2.288775885200507219e+02 1.776193050676290284e+02 4.777627866904308185e-01 1.212753355755873599e+03 1.298863583494732268e+02 7.312626197924749771e-01 1.212753355755873599e+03
1.220687194432023247e-03 -2.288738576078297342e+02 1.693584154604895389e+02 2.923356527128782467e+00 1.219676786073019002e+03 2.203804405283668189e+02 1.301266547216724856e+00 1.219676786073019002e+03
1.218257613067788526e-03 -2.288733499302147436e+02 1.692386746307602721e+02 1.933774685463085952e+00 1.213149299789905172e+03 2.995157286680829429e+02 1.769782996242183604e+00 1.213149299789905172e+03
1.216955637697109344e-03 -2.288719192209590574e+02 1.691875943568647074e+02 2.012407298478938511e+00 1.215479165971224802e+03 2.219070264348254273e+00 1.311603414413236787e-02 1.215479165971224802e+03
1.222444129486407538e-03 -2.288649193426492729e+02 1.774252538604716278e+02 2.230742515872475296e-01 1.212282279977273674e+03 1.283501086548853323e+02 7.234038326687174392e-01 1.212282279977273674e+03
1.232761803321637479e-03 -2.288540145612545302e+02 1.693634143061001964e+02 2.943350869690808391e+00 1.210941221162438978e+03 1.328656643166585241e+02 7.845003884754165879e-01 1.210941221162438978e+03
1.232203086261119632e-03 -2.288519678878495256e+02 1.689896139608486010e+02 2.955156983708389529e+00 1.215866981543068960e+03 3.396193993068320083e+02 2.009705752600362771e+00 1.215866981543068960e+03
1.229886207085917555e-03 -2.288513499315799038e+02 1.680759385494488356e+02 1.191989822833571022e+00 1.215752343938604554e+03 2.305065606741790418e+02 1.371442948131226913e+00 1.215752343938604554e+03
1.228196585572382876e-03 -2.288502246792366464e+02 1.693542263400701700e+02 2.969175628872108064e+00 1.218568383466408477e+03 2.592201066447469771e+02 1.530638545295128772e+00 1.218568383466408477e+03
1.225661811814458390e-03 -2.288497906294660140e+02 1.781130335585522175e+02 1.109654901905860358e+00 1.213991857593057603e+03 2.522846818592284421e+02 1.416430211864834199e+00 1.213991857593057603e+03
1.224606779579168626e-03 -2.288481517859157179e+02 1.776419332233830346e+02 1.239078868880705009e-01 1.213687097068378534e+03 4.575289475825646823e-01 2.575568387939273455e-03 1.213687097068378534e+03
1.223749979841019190e-03 -2.288463516837307168e+02 1.770375147966578311e+02 1.865353214285617733e+00 1.219610027125126862e+03 3.861902175370722716e+02 2.181403291729685279e+00 1.219610027125126862e+03
1.220913058392851872e-03 -2.288461725947742877e+02 1.783310488621601166e+02 1.254674943248734964e+00 1.217019617545837718e+03 2.421639167517048179e+02 1.357945900597959943e+00 1.217019617545837718e+03
1.219539038691843736e-03 -2.288447986319112886e+02 1.770104619235437440e+02 1.744837126501931568e+00 1.219460838159571267e+03 3.548502875513450476e+02 2.004685393706366447e+00 1.219460838159571267e+03
1.216930480675877538e-03 -2.288444398932666388e+02 1.692933110885368535e+02 2.647177261207174670e+00 1.217925269992733320e+03 2.194325872561453252e+02 1.296168087476218700e+00 1.217925269992733320e+03
1.215300526218663800e-03 -2.288432801892307964e+02 1.778144306983250260e+02 2.287457804176723730e+00 1.218081957886671262e+03 2.855102764023380360e+02 1.605664260662436060e+00 1.218081957886671262e+03
1.215811962282589134e-03 -2.288403594468144036e+02 1.691904418239381584e+02 1.496242944240691486e+00 1.213688953172859101e+03 2.889591455295598053e+02 1.707892847932004132e+00 1.213688953172859101e+03
1.212777276528692258e-03 -2.288403585827612119e+02 1.700696713930825865e+02 1.835536622301304766e-01 1.217438851654950895e+03 2.606572381898527624e+02 1.532649743218441607e+00 1.217438851654950895e+03
1.211439357855515538e-03 -2.288389623775211703e+02 1.692245735649742073e+02 2.218667253378260984e+00 1.216147677001960574e+03 5.269342663606197874e+01 3.113816482204353475e-01 1.216147677001960574e+03
1.210903447755819554e-03 -2.288369048500788949e+02 1.776946017626897572e+02 2.329250520475699471e+00 1.216554795253305429e+03 4.181594024093314488e+01 2.353247640959747478e-01 1.216554795253305429e+03
1.208630306674406390e-03 -2.288362838416375382e+02 1.774701190884497066e+02 2.312571509043592322e+00 1.210853063125341805e+03 2.312365439169258821e+02 1.302960436971811742e+00 1.210853063125341805e+03
1.205829824838942433e-03 -2.288361036008704446e+02 1.695533753623858217e+02 2.042351062836035958e+00 1.218728107320111349e+03 1.700368119167338250e+02 1.002851235213187309e+00 1.218728107320111349e+03
