C sigma mu1 a1 W lam0
1.691875943568647074e+02 2.012407298478938511e+00 1.215479165971224802e+03 2.219070264348254273e+00 1.311603414413236787e-02 1.215479165971224802e+03
1.771743487560455321e+02 2.048383151072904251e+00 1.218214235773065411e+03 1.372184274563621784e+02 7.744824711916996618e-01 1.218214235773065411e+03
1.744063935051646297e+02 4.830659173488947022e-01 1.219008293840545093e+03 1.484893252602745690e+02 8.513984050468735854e-01 1.219008293840545093e+03
1.647548646463549176e+02 2.989193578136240870e+00 1.213838142678346912e+03 1.809398165250514126e+02 1.098236564446442021e+00 1.213838142678346912e+03
1.760509413237718661e+02 1.208148272357423725e+00 1.213985497201724002e+03 1.107544320564081346e+02 6.291044581961183768e-01 1.213985497201724002e+03
1.817660599287254684e+02 1.182412544623884676e+00 1.213773459953703878e+03 1.660447838688854745e+02 9.135081870289499806e-01 1.213773459953703878e+03
1.751477498170722242e+02 7.794589899531750854e-01 1.210052588293718145e+03 3.034172621208589931e+02 1.732350329580334192e+00 1.210052588293718145e+03
1.743960127929111081e+02 5.188743066085067523e-01 1.216688432604515583e+03 2.925576162163569549e+01 1.677547620103897741e-01 1.216688432604515583e+03
1.691747907106740172e+02 1.891032479145042577e+00 1.210751417555321950e+03 3.803403135356930989e+02 2.248209156564930478e+00 1.210751417555321950e+03
1.846113319769521297e+02 2.453031772602370653e-01 1.210919658090201665e+03 3.993098827338010324e+02 2.162976012673225590e+00 1.210919658090201665e+03
1.720914426367099566e+02 2.978766391915756984e+00 1.216617661091701848e+03 3.022073699261466118e+01 1.756085981358847525e-01 1.216617661091701848e+03
1.743443336778890114e+02 2.166648068169794161e+00 1.217217516634244248e+03 3.235897602510402749e+01 1.856038297458468544e-01 1.217217516634244248e+03
1.757511478477440505e+02 1.833842990659980909e+00 1.211347348669107305e+03 6.451634146798090441e+00 3.670891613400580067e-02 1.211347348669107305e+03
1.673118988101959417e+02 2.701777036482530647e+00 1.210002122030781265e+03 2.225571992909702317e+02 1.330193494148592226e+00 1.210002122030781493e+03
1.770010624761820850e+02 1.268987768167970376e-01 1.217985282418914949e+03 2.089281715823294974e+02 1.180378064738699662e+00 1.217985282418914949e+03
1.753370421013516420e+02 2.667169700277799205e+00 1.210944892355005322e+03 3.509079903997536221e+00 2.001334037544189384e-02 1.210944892355005322e+03
1.694356952962404534e+02 2.340774526123872601e+00 1.210574020691096166e+03 2.424757777071879161e+01 1.431078482507741889e-01 1.210574020691096166e+03
1.775956505658490414e+02 1.733787514836699906e+00 1.215313802702363546e+03 3.330270979757698342e+02 1.875198502410901247e+00 1.215313802702363546e+03
1.813438961308312400e+02 5.214569834925089076e-01 1.211955522443926384e+03 3.785694552172971612e+02 2.087577598664676071e+00 1.211955522443926384e+03
1.746285853502737382e+02 1.486801021453232563e+00 1.218029630679000093e+03 3.109662303498100755e+02 1.780729253037624860e+00 1.218029630679000093e+03
1.757536720129524213e+02 1.017119374120447395e+00 1.213877281968228090e+03 1.420845968315408641e+02 8.084303172969822260e-01 1.213877281968228090e+03
1.719880294833345715e+02 2.797240333031748794e+00 1.210374073058038448e+03 2.997133844716661883e+02 1.742640958048234712e+00 1.210374073058038448e+03
1.783310488621601166e+02 1.254674943248734964e+00 1.217019617545837718e+03 2.421639167517048179e+02 1.357945900597959943e+00 1.217019617545837718e+03
1.706702113985032270e+02 1.955749986685264785e+00 1.214084504826454122e+03 3.750590650117030123e+02 2.197566065796718426e+00 1.214084504826454122e+03
1.772620771377286815e+02 2.543276342260670120e+00 1.214548096970813276e+03 3.596744531736290469e+02 2.029054713683457578e+00 1.214548096970813276e+03
1.735280570263808499e+02 2.242128499277483145e-01 1.212868132250549934e+03 2.410519013684353524e+02 1.389123496794464119e+00 1.212868132250549934e+03
1.767921153975723882e+02 2.696018518273274989e+00 1.216965082327827076e+03 2.122637825161093019e+02 1.200640549148743297e+00 1.216965082327827076e+03
1.769312063656170722e+02 1.296819150399388665e+00 1.216500902029960798e+03 3.500235892517473530e+02 1.978303299014679606e+00 1.216500902029960798e+03
1.697995183883820687e+02 2.887582990938359906e-01 1.213471033350595917e+03 3.791239713133858800e+02 2.232774126285896887e+00 1.213471033350595917e+03
1.758344583946164619e+02 5.418483043040808189e-01 1.214880909082259450e+03 5.215378447656099148e+00 2.966073029867380417e-02 1.214880909082259450e+03
1.783310488621601166e+02 1.254674943248734964e+00 1.217019617545837718e+03 2.421639167517048179e+02 1.357945900597959943e+00 1.217019617545837718e+03
1.714158783712842933e+02 2.980960540628377675e+00 1.213745528574579112e+03 2.108140146597860962e+02 1.229839479649405654e+00 1.213745528574579112e+03
1.753419001033122697e+02 2.597368907032163055e+00 1.213688895375079255e+03 2.519684391906629060e+02 1.437012140522042403e+00 1.213688895375079255e+03
1.776490942973787241e+02 2.521849396753912398e+00 1.214895704540632323e+03 1.642845678842281529e+02 9.247700841594002075e-01 1.214895704540632323e+03
1.708204556607074096e+02 1.448036832876361535e+00 1.219409513824479973e+03 1.302684797184954562e+02 7.626046846359054721e-01 1.219409513824479973e+03
1.786950172558402983e+02 2.479170917094173365e+00 1.217365514341624930e+03 1.091428856787016031e+02 6.107774427892419533e-01 1.217365514341624930e+03
1.735710658914256328e+02 4.321430012527623932e-01 1.210232341009167385e+03 4.010680355478540093e+01 2.310684868402750614e-01 1.210232341009167385e+03
1.758215114445767995e+02 2.668155258603662094e+00 1.210495190629578474e+03 2.721198388142883573e+02 1.547705036650575794e+00 1.210495190629578474e+03
1.780638420037645346e+02 2.105870267484774683e+00 1.211505333695645277e+03 2.512292263934110679e+02 1.410894112843525505e+00 1.211505333695645277e+03
1.747777765331292130e+02 2.108917046059747002e-01 1.218344170870132530e+03 2.229602308819566190e+02 1.275678380309949844e+00 1.218344170870132530e+03
1.686682292927324056e+02 1.271409532723976887e-01 1.214735837743163529e+03 1.592500630042791840e+02 9.441615867555738228e-01 1.214735837743163529e+03
1.686499041286685951e+02 2.444894391022730318e+00 1.214975456229421525e+03 2.136840985105790196e+02 1.267027690377768190e+00 1.214975456229421525e+03
1.720380240372159051e+02 1.134639696592847358e+00 1.214422505291882999e+03 3.954372190128120792e+02 2.298545459504170996e+00 1.214422505291882999e+03
1.681366527066047638e+02 6.369293621132977590e-01 1.216943771885539263e+03 3.984833719802328460e+02 2.369997056356169196e+00 1.216943771885539263e+03
1.693306719331241368e+02 8.036660384565044168e-01 1.212620658897585599e+03 1.423561288868907013e+02 8.406990137209942038e-01 1.212620658897585599e+03
1.755098419140825285e+02 2.721707096028073369e+00 1.216291265930743066e+03 2.551142136564679959e+02 1.453560728414046821e+00 1.216291265930743066e+03
1.770010624761820850e+02 1.268987768167970376e-01 1.217985282418914949e+03 2.089281715823294974e+02 1.180378064738699662e+00 1.217985282418914949e+03
1.805025955695555524e+02 5.945249404933554693e-01 1.218995257092074553e+03 1.833134591029362639e+02 1.015572427224724184e+00 1.218995257092074553e+03
1.816542915341863420e+02 2.005561104388136506e+00 1.217173580495260921e+03 2.873050245240386857e+02 1.581603286647205175e+00 1.217173580495260921e+03
1.737392951307450062e+02 6.337914966084584600e-01 1.218447405336961992e+03 1.672897995573905234e+02 9.628783139214360798e-01 1.218447405336961992e+03
1.792079875759565084e+02 2.010886069004444554e+00 1.212219661441416292e+03 2.891433456199383158e+02 1.613451216829195234e+00 1.212219661441416292e+03
1.763427943318658606e+02 2.032276266077280291e-01 1.210594533391949881e+03 3.486424033364799584e+02 1.977072012822691516e+00 1.210594533391949881e+03
1.694287566942440151e+02 1.503054748461705170e+00 1.214222736524532365e+03 3.029624275610481163e+02 1.788140534536193149e+00 1.214222736524532365e+03
1.713467178822089636e+02 5.572600098633635479e-01 1.215007668308746815e+03 2.227171656378117746e+02 1.299804095406817517e+00 1.215007668308746815e+03
1.808291195040751518e+02 1.521213866942060955e+00 1.213907522801325513e+03 3.414980832506424946e+01 1.888512669791252985e-01 1.213907522801325513e+03
1.674445399318936154e+02 1.041978023606907389e+00 1.214307049395298691e+03 3.798167915220794271e+02 2.268313984299315411e+00 1.214307049395298691e+03
1.660343766662455778e+02 2.056633762873646631e+00 1.210119915848493520e+03 4.536923412823947643e+01 2.732520520099193662e-01 1.210119915848493520e+03
1.698745898536746495e+02 2.323655924560208863e+00 1.215634869871087176e+03 3.681744742554125196e+02 2.167331056237121523e+00 1.215634869871087176e+03
1.735710658914256328e+02 4.321430012527623932e-01 1.210232341009167385e+03 4.010680355478540093e+01 2.310684868402750614e-01 1.210232341009167385e+03
1.666651377237112968e+02 5.885886638705430940e-01 1.217861905588314812e+03 2.219766877916303542e+02 1.331872344890817184e+00 1.217861905588314812e+03
1.725794832972809445e+02 1.688247813650683105e+00 1.219946120521141438e+03 1.917645110451541086e+02 1.111166329747467874e+00 1.219946120521141438e+03
1.705741934441791443e+02 2.117297407633274009e+00 1.216211806444400736e+03 2.926720506634088892e+01 1.715804980541717206e-01 1.216211806444400736e+03
1.733304827637343237e+02 5.786631552264271949e-01 1.217907707361294797e+03 2.056489782657274077e+02 1.186455925043757187e+00 1.217907707361294797e+03
1.720324474726656661e+02 8.670364201355176270e-01 1.217368813449728350e+03 1.651996125597081004e+02 9.602817084024615202e-01 1.217368813449728350e+03
1.767882851434979443e+02 2.239384639884652639e+00 1.213282644318978782e+03 2.428763749224156925e+02 1.373826182686677777e+00 1.213282644318978782e+03
1.715525333301526985e+02 2.849926472511287168e-01 1.214287233887020875e+03 3.151986705972574896e+02 1.837330317883781650e+00 1.214287233887020875e+03
1.739669268011314784e+02 1.398833040450021548e+00 1.215556906851588565e+03 2.569316316988198992e+02 1.476899295878972840e+00 1.215556906851588565e+03
1.769016551003576865e+02 2.801237199241550346e+00 1.213749547971287029e+03 3.566714090636395440e+02 2.016212956635691445e+00 1.213749547971287029e+03
1.724169660090990988e+02 1.079535524869694507e+00 1.215993988743027103e+03 1.415303854017712979e+02 8.208611291437654112e-01 1.215993988743027103e+03
1.755260390496581522e+02 4.493528285191376037e-01 1.214559861980864525e+03 4.743726652117138620e+00 2.702577166214688298e-02 1.214559861980864525e+03
1.684862670279901806e+02 1.626791300411149499e-01 1.216876046280872060e+03 3.700319953414373799e+02 2.196214575042872319e+00 1.216876046280872060e+03
1.694965651561962545e+02 1.387422311721405732e+00 1.215604680252762364e+03 1.184235786219941247e+02 6.986783390734979671e-01 1.215604680252762364e+03
1.771488328259482614e+02 3.779642067538814265e-01 1.216558509743488003e+03 4.400257868133748218e+01 2.483932746233262767e-01 1.216558509743488003e+03
1.760328096208332909e+02 2.950630158218504828e+00 1.213819757798586352e+03 1.713143901919195855e+02 9.731957954935959165e-01 1.213819757798586352e+03
1.748335833927366423e+02 1.259058716900068209e+00 1.217066468024282813e+03 9.247777638272036427e+01 5.289474401207193699e-01 1.217066468024282813e+03
1.813158918716732728e+02 2.013420060553245516e+00 1.216659456055556575e+03 3.746791070495108897e+02 2.066443835572288723e+00 1.216659456055556575e+03
1.738866564786213758e+02 4.885055630847352504e-01 1.218071485368192270e+03 3.793823300764986470e+02 2.181779428964649270e+00 1.218071485368192270e+03
1.719568314548549779e+02 3.978110824683945834e-01 1.213700656941923853e+03 4.766836109771858077e+01 2.772112087342880060e-01 1.213700656941923853e+03
1.743838757057793032e+02 2.665263095780727731e+00 1.216086538563239628e+03 1.962925636941762662e+02 1.125634826612990969e+00 1.216086538563239628e+03
1.716060714595605532e+02 2.626179875153577203e+00 1.218408457180074265e+03 4.100449529306600027e+01 2.389454810328713874e-01 1.218408457180074265e+03
1.765522365838850760e+02 7.702921948881678027e-01 1.214395201538452966e+03 3.758357535539185506e+02 2.128751019108999554e+00 1.214395201538452966e+03
1.701372681264612652e+02 1.224157373092983336e+00 1.215465638000810031e+03 1.631117878389125622e+02 9.587069878051248661e-01 1.215465638000810031e+03
1.719128308312377840e+02 1.849738119338459885e+00 1.215322780146829473e+03 3.306954883909895671e+01 1.923623075671556382e-01 1.215322780146829473e+03
1.796356172989893594e+02 1.977856335469722504e+00 1.214648310069590025e+03 3.210455202678391515e+02 1.787204147457484016e+00 1.214648310069590025e+03
1.789427103193229414e+02 2.143533759520537263e+00 1.215319806656154014e+03 7.218784282901347105e+00 4.034131521769978440e-02 1.215319806656154014e+03
1.777544958699509152e+02 6.633864366603766660e-01 1.212674787609282703e+03 2.123944259727963413e+02 1.194875127817800697e+00 1.212674787609282703e+03
1.778659558927483886e+02 2.591566579035651685e+00 1.216490678937653456e+03 3.836578198620942430e+02 2.157005357975511295e+00 1.216490678937653456e+03
1.704677752712723304e+02 1.804632121565776348e+00 1.210626349362982182e+03 1.753616592850719371e+02 1.028708558001720563e+00 1.210626349362982182e+03
1.762898806783708210e+02 2.309253200118865479e+00 1.215220312237191138e+03 3.592212500549965171e+02 2.037673680830108580e+00 1.215220312237191138e+03
1.651632217034462258e+02 1.719870376707894222e+00 1.210590457710341070e+03 2.873188764984685122e+02 1.739605667261414412e+00 1.210590457710341070e+03
1.674445399318936154e+02 1.041978023606907389e+00 1.214307049395298691e+03 3.798167915220794271e+02 2.268313984299315411e+00 1.214307049395298691e+03
1.710297026707950749e+02 2.860241073361851516e+00 1.212098156128231722e+03 3.218274102645923449e+02 1.881704787174066640e+00 1.212098156128231722e+03
1.670375712223996629e+02 1.584613752979672885e+00 1.215608876632665215e+03 3.432040304090545533e+02 2.054651704388713362e+00 1.215608876632665215e+03
1.732329849102939647e+02 2.510323361793588059e+00 1.213742630055596010e+03 2.541807775179653675e+02 1.467277017997403732e+00 1.213742630055596010e+03
1.738029476917493241e+02 1.874593442980294067e-01 1.219997588683148024e+03 2.564651312449746570e+02 1.475608639847881154e+00 1.219997588683148024e+03
1.540333273863115267e+02 6.516704780566991984e-01 1.210084847756100771e+03 2.282405370928688058e+02 1.481760739482355982e+00 1.210084847756100999e+03
1.670684590507295297e+02 7.524740296077754298e-01 1.218865347991709086e+03 8.133684915418514549e+01 4.868474253987558620e-01 1.218865347991709086e+03
1.750921251531364078e+02 1.906435298057751471e+00 1.214247057396555419e+03 1.011859337020188931e+01 5.779011112779697951e-02 1.214247057396555419e+03
1.793387012470105617e+02 2.575309904687253404e+00 1.219218143731387727e+03 2.747373704333793398e+02 1.531946916772706446e+00 1.219218143731387727e+03
1.786717951268202000e+02 1.128820849249994929e+00 1.219708543940913160e+03 1.508500763990832070e+02 8.442858946595946934e-01 1.219708543940913160e+03
1.732560782911514536e+02 1.317423386684689168e+00 1.212065023191690898e+03 2.237327515287315975e+02 1.291341427876230963e+00 1.212065023191690898e+03
1.731430612689129589e+02 2.288446680713933645e+00 1.215116815225341952e+03 3.769115739458009102e+02 2.176879461316730602e+00 1.215116815225341952e+03
1.724028770896221090e+02 6.834266476912946864e-01 1.211164828778777974e+03 1.564433495532269092e+02 9.074288793446365631e-01 1.211164828778777974e+03
1.711825364513778140e+02 1.079747693808128961e+00 1.214708368017156772e+03 3.190688844877468000e+02 1.863910251022447007e+00 1.214708368017156772e+03
1.713327294579581235e+02 2.568571868177608852e+00 1.217385696189345254e+03 2.166877178514577622e+02 1.264718764108809124e+00 1.217385696189345481e+03
1.727668636059047458e+02 1.807176459740013286e+00 1.212143832766742207e+03 8.283154782497436486e+01 4.794411734759499444e-01 1.212143832766742207e+03
1.754212590314490683e+02 1.092922958867676320e+00 1.218813730231650879e+03 1.763637831744511786e+01 1.005372918585843295e-01 1.218813730231650879e+03
1.658711786410716797e+02 3.258118148885383314e-01 1.215483750086924829e+03 3.694020424006845928e+02 2.227041764742221819e+00 1.215483750086924829e+03
1.708167637691646235e+02 6.723526406247326559e-01 1.211308437116746063e+03 1.011848718741796205e+02 5.923591434557152757e-01 1.211308437116746063e+03
1.694287566942440151e+02 1.503054748461705170e+00 1.214222736524532365e+03 3.029624275610481163e+02 1.788140534536193149e+00 1.214222736524532365e+03
1.691562919212018130e+02 1.044080110377178183e+00 1.217611081085771275e+03 2.043219813358691113e+02 1.207888746054143647e+00 1.217611081085771275e+03
1.768714601131918016e+02 1.598434170420329092e+00 1.214575888403133376e+03 1.332979763965080977e+01 7.536432181381996775e-02 1.214575888403133376e+03
1.711984012573560108e+02 2.857458851998086136e+00 1.215564399105807524e+03 1.708423546832818261e+02 9.979202692813763376e-01 1.215564399105807524e+03
1.718297321795235462e+02 6.093608281685245487e-01 1.213953183625498696e+03 1.355219960331996276e+02 7.886993380843398960e-01 1.213953183625498696e+03
1.771251320986317523e+02 1.793830572279985658e+00 1.213469790456334749e+03 3.837006341656747850e+02 2.166268725501991010e+00 1.213469790456334749e+03
1.772758748747689879e+02 1.825485525445370016e-01 1.218548536930247565e+03 3.686932497955620534e+02 2.079771147969310174e+00 1.218548536930247565e+03
1.779139737023605221e+02 9.527264092208921342e-01 1.216708936148055727e+03 2.036240247866644779e+02 1.144508329218228537e+00 1.216708936148055727e+03
1.731917365347223381e+02 7.576464193797108893e-01 1.218441829036023137e+03 9.281778976232789091e+01 5.359250482699520202e-01 1.218441829036023137e+03
1.655700212026676468e+02 8.595304653280554374e-01 1.213113117217288163e+03 2.941273147694406589e+02 1.776452721531098788e+00 1.213113117217288163e+03
1.791676205458837217e+02 2.492545063437188624e+00 1.210305055303391555e+03 2.075612906023899598e+02 1.158475454270124549e+00 1.210305055303391555e+03
1.738565591592268333e+02 9.362774399839745021e-01 1.212189803774658458e+03 3.592364459521687650e+02 2.066280660847322093e+00 1.212189803774658458e+03
1.748133074513503686e+02 2.799621739654132746e+00 1.217012964833198794e+03 1.120151692545792628e+02 6.407702645049061507e-01 1.217012964833198794e+03
1.795670909555723256e+02 2.945436656734970349e+00 1.214118979887507066e+03 7.180720538822835408e+01 3.998906759924877874e-01 1.214118979887507066e+03
1.678267836247624984e+02 1.407082574274699072e+00 1.213736701284871515e+03 1.127097973125344055e+02 6.715840873441151215e-01 1.213736701284871287e+03
1.741450231822839783e+02 2.975385864958454363e+00 1.216893267176311610e+03 2.088985292543125922e+02 1.199566461544243179e+00 1.216893267176311610e+03
1.666894133757701297e+02 1.031350197004736069e+00 1.212510845889295069e+03 3.955118829305152417e+02 2.372747464404998841e+00 1.212510845889295069e+03
1.778017881130227238e+02 2.677360554840429785e+00 1.213763266459236547e+03 1.337041611718978729e+01 7.519843449881760677e-02 1.213763266459236547e+03
1.704636187189812802e+02 1.519468903736278964e+00 1.210272402163917150e+03 2.064537384537629805e+02 1.211130797323465291e+00 1.210272402163917150e+03
1.708616787237480708e+02 2.681765375870911239e+00 1.211894542991906519e+03 2.090027220698596366e+01 1.223227605107278793e-01 1.211894542991906519e+03
1.773226595594662172e+02 3.569799699351151601e-01 1.216027116407643689e+03 3.169320863703189772e+00 1.787318592884255125e-02 1.216027116407643689e+03
1.704677752712723304e+02 1.804632121565776348e+00 1.210626349362982182e+03 1.753616592850719371e+02 1.028708558001720563e+00 1.210626349362982182e+03
1.748016058719608168e+02 6.925119160131447682e-01 1.210408182604556714e+03 2.851427399570238208e+02 1.631236386729112642e+00 1.210408182604556714e+03
1.701175093115818413e+02 2.280955305659897014e+00 1.211035698277058373e+03 3.711471886371351161e+02 2.181710690093361826e+00 1.211035698277058373e+03
1.747860604823040944e+02 1.210739875676969612e+00 1.216343629692143168e+03 1.496945669714980056e+02 8.564445388747323751e-01 1.216343629692143168e+03
1.690490538097227216e+02 3.465638142178063541e-01 1.219115302720266982e+03 1.439974618125022516e+02 8.518087417074934331e-01 1.219115302720266982e+03
1.724218219986950089e+02 2.404111662970719543e+00 1.213873525928207982e+03 2.341278289907595251e+02 1.357878175028979451e+00 1.213873525928207982e+03
1.745222700297543099e+02 1.490079745516172727e+00 1.210250678671183778e+03 1.050791314193519383e+02 6.020958322478672242e-01 1.210250678671183778e+03
1.759653514755754031e+02 1.448911438696806275e+00 1.214556965373491039e+03 2.699086026463929215e+02 1.533873574445462129e+00 1.214556965373491039e+03
1.749124647388475466e+02 1.248330036028758139e+00 1.216681646020071639e+03 3.327402073396706896e+02 1.902324158752592753e+00 1.216681646020071639e+03
1.656401826090340421e+02 1.247113341651989449e-01 1.215430480080560073e+03 1.997069109321630549e+02 1.205667053649281728e+00 1.215430480080560073e+03
1.752804514989177846e+02 1.506611533399178304e+00 1.216239737323366398e+03 8.609503375435632222e+01 4.911844590660920939e-01 1.216239737323366398e+03
1.666431627710149996e+02 8.154024350865952675e-01 1.210619565755846907e+03 1.114498530963741842e+02 6.687934340847685455e-01 1.210619565755846907e+03
1.716697756458097501e+02 7.433879217940105866e-01 1.217918547138767735e+03 1.784067234787534915e+02 1.039243645584086106e+00 1.217918547138767735e+03
1.727669657691894827e+02 2.586780153805213756e-01 1.217888257755678296e+03 2.806027070198652495e+02 1.624168751072126105e+00 1.217888257755678296e+03
1.669462128259154952e+02 2.648257481317345174e+00 1.219768088785581540e+03 4.561797115288645443e+01 2.732495118080633389e-01 1.219768088785581540e+03
1.742629181053032141e+02 4.576208633471603449e-01 1.215915283435258289e+03 3.480864107311654152e+02 1.997478376442798575e+00 1.215915283435258289e+03
1.737215340157434866e+02 1.252116709745689782e+00 1.214586314286197876e+03 3.559300009596806831e+02 2.048853660982665303e+00 1.214586314286197876e+03
1.732101110456839024e+02 2.727861302632213381e+00 1.216962194392888250e+03 2.597038914540924566e+02 1.499357571484934537e+00 1.216962194392888250e+03
1.770404817719282846e+02 9.046373631430619788e-01 1.214192845169171505e+03 2.934778749997977911e+02 1.657687959626485519e+00 1.214192845169171505e+03
1.663243473124327920e+02 5.746944015237502867e-01 1.215504395022316658e+03 2.483206538774368823e+02 1.492990400322916855e+00 1.215504395022316658e+03
1.764871410295217515e+02 3.809700388949130989e-01 1.213239734040351550e+03 1.655955570580401570e+02 9.382868128071737424e-01 1.213239734040351550e+03
1.786717951268202000e+02 1.128820849249994929e+00 1.219708543940913160e+03 1.508500763990832070e+02 8.442858946595946934e-01 1.219708543940913160e+03
1.745222700297543099e+02 1.490079745516172727e+00 1.210250678671183778e+03 1.050791314193519383e+02 6.020958322478672242e-01 1.210250678671183778e+03
1.805253224657814712e+02 6.348098814931625311e-01 1.215964360715954172e+03 9.652938483235337230e+01 5.347138202766567039e-01 1.215964360715954172e+03
1.721474223952392890e+02 2.647286671117246026e+00 1.215829056436279416e+03 1.944268572852222690e+02 1.129420670841244645e+00 1.215829056436279416e+03
1.751972418109648402e+02 2.299930153470747918e+00 1.212085074689168550e+03 6.427009238647546141e+00 3.668442021240374967e-02 1.212085074689168550e+03
1.728671083763478009e+02 1.866975313635063305e+00 1.217998548304318319e+03 2.048369306923040938e+02 1.184938723255293924e+00 1.217998548304318319e+03
1.741515727025090428e+02 1.298067740973683160e+00 1.215945498871913060e+03 1.250091224166427963e+02 7.178179357024075946e-01 1.215945498871913060e+03
1.769001073593870501e+02 2.279837535144473737e+00 1.214057592532034960e+03 2.074163110601883773e+02 1.172505286493722432e+00 1.214057592532034960e+03
1.730784671229653213e+02 1.778688213703465415e+00 1.217339460481877040e+03 2.985335402518817105e+01 1.724845067178608637e-01 1.217339460481877040e+03
1.717752667051847197e+02 1.581013403885482171e+00 1.214653095994206524e+03 2.520006742044629675e+02 1.467037013174707472e+00 1.214653095994206524e+03
1.783038227300055496e+02 2.291328567991653742e+00 1.216731531098018877e+03 3.834459783059455162e+02 2.150520232460602088e+00 1.216731531098018877e+03
1.721542235117667587e+02 1.847909957298424555e+00 1.218612708588075748e+03 5.874637683018344347e+01 3.412427277810475834e-01 1.218612708588075748e+03
1.819624597465228817e+02 2.670123626526982985e+00 1.219978400061799675e+03 1.361365736652701308e+01 7.481574708042028343e-02 1.219978400061799675e+03
1.863893670425937330e+02 1.690101821869714360e+00 1.217660586651593121e+03 5.968401272615899700e+01 3.202114673876219064e-01 1.217660586651593121e+03
1.815357250583165012e+02 1.536478729923838715e+00 1.211606406058408538e+03 1.588796845542320568e+02 8.751978956384126596e-01 1.211606406058408538e+03
1.714259902273039984e+02 3.626026644874523752e-01 1.213241529303593779e+03 3.794747994360717485e+02 2.213636327448967211e+00 1.213241529303593779e+03
1.734839121369375619e+02 1.563500871531610548e+00 1.211009314002272049e+03 1.981640489840907193e+01 1.142261818650205235e-01 1.211009314002272049e+03
1.722299486676427591e+02 1.632387386806739560e+00 1.219418677639613861e+03 1.084061412342077517e+02 6.294267754988552843e-01 1.219418677639613861e+03
1.700907479639897133e+02 2.364699137005097374e+00 1.213702952522614169e+03 1.771848973742528415e+02 1.041708026422254685e+00 1.213702952522614169e+03
1.740720656982899470e+02 2.036386135165647815e+00 1.215320647370627057e+03 9.982395237678258582e+01 5.734633640173044666e-01 1.215320647370627057e+03
1.757536720129524213e+02 1.017119374120447395e+00 1.213877281968228090e+03 1.420845968315408641e+02 8.084303172969822260e-01 1.213877281968228090e+03
1.753156683349410514e+02 9.758951315872781418e-01 1.211538385541953858e+03 3.582683377700889764e+02 2.043561429350492453e+00 1.211538385541953858e+03
1.734431642170188752e+02 4.263977321642442586e-01 1.212983264746184886e+03 3.212380063233447345e+02 1.852122611885696379e+00 1.212983264746184886e+03
1.694965651561962545e+02 1.387422311721405732e+00 1.215604680252762364e+03 1.184235786219941247e+02 6.986783390734979671e-01 1.215604680252762364e+03
1.740708321121734912e+02 2.846108173924941198e+00 1.215215210515087847e+03 2.941895122996013470e+02 1.690056333562085955e+00 1.215215210515087847e+03
1.719808421912395033e+02 6.371444721004864142e-01 1.210464731714581376e+03 3.068376925186174731e+02 1.784138794816574114e+00 1.210464731714581376e+03
1.758293120487002170e+02 7.027421404461281496e-01 1.216555838724024852e+03 3.957766207113892847e+02 2.250913775979339171e+00 1.216555838724024852e+03
1.738417163883645458e+02 1.781956604216437645e+00 1.210874471479317890e+03 1.203657301025458182e+01 6.923869172670113481e-02 1.210874471479317890e+03
1.664946628776990281e+02 1.721845953071877711e+00 1.210599040268966746e+03 3.011130382019017588e+02 1.808544688444989612e+00 1.210599040268966746e+03
1.701175093115818413e+02 2.280955305659897014e+00 1.211035698277058373e+03 3.711471886371351161e+02 2.181710690093361826e+00 1.211035698277058373e+03
1.682360155847674434e+02 1.060498624094741826e+00 1.212923794361456430e+03 7.968713970310474792e+01 4.736627851421835733e-01 1.212923794361456430e+03
1.725794832972809445e+02 1.688247813650683105e+00 1.219946120521141438e+03 1.917645110451541086e+02 1.111166329747467874e+00 1.219946120521141438e+03
1.698562015935216323e+02 2.688422965476587656e+00 1.211689573942428979e+03 1.445120980598748872e+02 8.507908260288484792e-01 1.211689573942428979e+03
1.698785547317233124e+02 1.438336261600489108e+00 1.210299177680695038e+03 1.571865548244210231e+02 9.252878038234677582e-01 1.210299177680695038e+03
1.728121836967204104e+02 5.664643016268237075e-01 1.212259385807836452e+03 3.937284624252269509e+02 2.278360553074239458e+00 1.212259385807836452e+03
1.693306719331241368e+02 8.036660384565044168e-01 1.212620658897585599e+03 1.423561288868907013e+02 8.406990137209942038e-01 1.212620658897585599e+03
1.668429445737564834e+02 2.262516324692129543e-01 1.210276271673076735e+03 1.537906487002227607e+02 9.217689671752126168e-01 1.210276271673076735e+03
1.783216387975817270e+02 8.453547024255042563e-01 1.213554414961380189e+03 3.217836273108428458e+01 1.804512506057154020e-01 1.213554414961380189e+03
1.721564080798727332e+02 2.177897840068880875e+00 1.216341592780871679e+03 1.770198118973364103e+02 1.028249914549839383e+00 1.216341592780871679e+03
1.752501532482169182e+02 2.310855583256621326e+00 1.216112546646483452e+03 2.775052229438621225e+02 1.583480629262648653e+00 1.216112546646483452e+03
1.809272409224561784e+02 8.336248568029760442e-01 1.216423853396601544e+03 2.350794868543111704e+02 1.299303994554718011e+00 1.216423853396601544e+03
1.746554891004352612e+02 2.474366841624359825e+00 1.218183949954601076e+03 2.112953470879863289e+02 1.209783604147026903e+00 1.218183949954601076e+03
1.745240862585723676e+02 3.486273928672692368e-01 1.215998612544907473e+03 3.106556603473566724e+02 1.780015968037178098e+00 1.215998612544907473e+03
