C sigma mu1 a1 W lam0
1.733353323878646961e+02 2.439643238282919846e+00 1.212247298011322982e+03 1.482043347204342751e+02 8.550151471069041831e-01 1.212247298011322982e+03
1.732065906951150964e+02 2.456802952686116370e+00 1.218472778211938703e+03 3.712957936498558524e+02 2.143658576499695823e+00 1.218472778211938703e+03
1.747777808506995143e+02 7.688880667671493807e-01 1.217632977070443985e+03 3.031793595203894824e+02 1.734656190533592435e+00 1.217632977070443985e+03
1.694033524724869721e+02 2.129493912839635517e+00 1.216319299511973441e+03 3.038002576144834848e+02 1.793354459521833144e+00 1.216319299511973441e+03
1.718297321795235462e+02 6.093608281685245487e-01 1.213953183625498696e+03 1.355219960331996276e+02 7.886993380843398960e-01 1.213953183625498696e+03
1.751972418109648402e+02 2.299930153470747918e+00 1.212085074689168550e+03 6.427009238647546141e+00 3.668442021240374967e-02 1.212085074689168550e+03
1.675758763820454078e+02 2.796417979886438587e-01 1.215169222352825045e+03 3.351948139169430192e+02 2.000256965106087303e+00 1.215169222352825045e+03
1.674174201394686463e+02 2.013738224651945519e+00 1.216018880788680235e+03 2.864492477444023280e+02 1.710988303999506854e+00 1.216018880788680235e+03
1.772515077500002860e+02 2.034162961279906590e+00 1.217883511475565911e+03 6.698516079328329909e+01 3.779102454110616072e-01 1.217883511475565911e+03
1.742449453670184312e+02 1.514647716723012127e+00 1.210239791046043138e+03 3.974370685124365536e+02 2.280910173177766787e+00 1.210239791046043138e+03
1.726443821079929535e+02 1.112199028609040408e+00 1.219881513893884403e+03 2.082806612771049615e+01 1.206414357270083199e-01 1.219881513893884403e+03
1.689312120065034435e+02 5.197329519944642318e-01 1.217344157012456662e+03 3.034613939239245610e+02 1.796360721737094046e+00 1.217344157012456662e+03
1.758215114445767995e+02 2.668155258603662094e+00 1.210495190629578474e+03 2.721198388142883573e+02 1.547705036650575794e+00 1.210495190629578474e+03
1.642355704898649833e+02 7.636985837815223332e-01 1.216699318135363001e+03 1.695880465798859404e+02 1.032590236536799821e+00 1.216699318135363001e+03
1.663118432001143105e+02 1.357469968857605735e+00 1.214798636664425885e+03 2.311243826241450847e+02 1.389704895195258194e+00 1.214798636664425885e+03
1.767986705186232825e+02 1.546337043200744388e+00 1.215897337866936823e+03 2.240700572176474452e+02 1.267374107284617635e+00 1.215897337866936596e+03
1.750476840867242174e+02 2.745188430485391962e+00 1.215705032788544031e+03 1.072173822021770491e+02 6.125038600856789195e-01 1.215705032788544031e+03
1.801489816572031941e+02 2.820947044228410139e+00 1.213066713636558916e+03 1.479799286944785877e+02 8.214308364843407873e-01 1.213066713636558916e+03
1.809994443088053515e+02 2.788422011593582717e+00 1.213291235402840584e+03 1.971572753876637591e+02 1.089270059035603033e+00 1.213291235402840584e+03
1.731491707462335512e+02 6.380515017946878364e-01 1.212111844967319712e+03 2.286435294914901704e+02 1.320500286002459944e+00 1.212111844967319712e+03
1.765845296436442595e+02 2.268369253999074964e+00 1.212369204386170395e+03 3.346488803241787764e+02 1.895120036843066957e+00 1.212369204386170395e+03
1.754120055964895641e+02 2.668753192861662016e-01 1.217595682815510372e+03 3.211114736807709846e+02 1.830612862493815829e+00 1.217595682815510372e+03
1.717899326225066829e+02 2.095543567488297176e-01 1.214951668117205372e+03 3.793270614901561544e+02 2.208086677137793163e+00 1.214951668117205372e+03
1.743486438626167114e+02 1.261773855390576182e+00 1.219807026655491200e+03 2.158612770997958705e+02 1.238101268340752403e+00 1.219807026655491200e+03
1.725923356872575027e+02 1.564373533923869131e+00 1.212525685438929486e+03 1.199590192976880871e+02 6.950425626955847314e-01 1.212525685438929486e+03
1.786964816771282756e+02 2.732725011418865257e+00 1.210322991192533436e+03 3.060572374916218905e+02 1.712721115822588569e+00 1.210322991192533436e+03
1.711777136307320006e+02 1.924201625959002682e+00 1.218805631693438727e+03 2.016179577083678964e+01 1.177828313230670915e-01 1.218805631693438727e+03
1.693634143061001964e+02 2.943350869690808391e+00 1.210941221162438978e+03 1.328656643166585241e+02 7.845003884754165879e-01 1.210941221162438978e+03
1.764342800708301411e+02 2.609601105953871514e+00 1.211942964490677923e+03 3.470628754452276610e+01 1.967094349838920675e-01 1.211942964490677923e+03
1.756941392034974854e+02 1.816781107692326147e+00 1.219948731623162530e+03 2.643600044992324456e+02 1.504660347224433314e+00 1.219948731623162530e+03
1.749149635668725296e+02 2.583813380641938551e+00 1.213914152524274186e+03 3.886574078092611444e+02 2.221979182819723508e+00 1.213914152524274186e+03
1.752221938932845262e+02 2.581727937461827160e+00 1.214556782552466757e+03 4.797631940841644393e+01 2.738027549046408993e-01 1.214556782552466757e+03
1.711590473699557720e+02 2.976921093266765794e+00 1.215303236147707139e+03 3.401993208698878846e+01 1.987621023237854390e-01 1.215303236147707139e+03
1.824847457481684501e+02 2.642446470141645687e+00 1.213540503728939029e+03 2.688692389603399988e+02 1.473379256211274635e+00 1.213540503728939029e+03
1.769987568105553919e+02 5.495087652926705646e-01 1.216720147192540253e+03 1.140880274240673344e+02 6.445696539336577269e-01 1.216720147192540253e+03
1.651009638698475328e+02 6.181537717937574117e-01 1.219453343801780875e+03 1.706653277410875944e+02 1.033702794585902973e+00 1.219453343801780875e+03
1.755710866165160837e+02 2.730091573473898414e+00 1.217570897236512110e+03 6.967548470812423034e+01 3.968505637850840428e-01 1.217570897236512110e+03
1.708862619163874683e+02 9.018094273989042398e-01 1.210930997040654347e+03 3.871227914966797812e+02 2.265382759007825708e+00 1.210930997040654347e+03
1.758535251894844578e+02 1.601622690127607052e-01 1.215372256172414382e+03 2.137978311506916995e+01 1.215772222480736575e-01 1.215372256172414382e+03
1.704677752712723304e+02 1.804632121565776348e+00 1.210626349362982182e+03 1.753616592850719371e+02 1.028708558001720563e+00 1.210626349362982182e+03
1.736212047036354420e+02 2.043914651235214652e+00 1.217521426211567132e+03 9.215494288192141425e+01 5.307816118384057757e-01 1.217521426211567132e+03
1.748086802682508392e+02 7.534547653478531615e-01 1.210057626301468190e+03 2.556091146659435935e+02 1.462222094885112567e+00 1.210057626301468190e+03
1.864686353085930648e+02 2.778679047310696593e+00 1.215811462277682267e+03 1.777199376450639932e+02 9.530822025427999611e-01 1.215811462277682267e+03
1.718299619027708900e+02 1.084628408199721727e+00 1.219284789059904142e+03 1.945032823706773399e+02 1.131952077605278273e+00 1.219284789059904142e+03
1.704731833154301626e+02 1.803165676171199383e+00 1.214596896532990058e+03 3.025593938691333733e+02 1.774821048007892754e+00 1.214596896532990058e+03
1.717968044209812319e+02 2.646155050082171112e+00 1.210216739391504007e+03 2.499437893066353809e+02 1.454880317180743843e+00 1.210216739391504007e+03
1.702160581952250311e+02 1.564780622466670490e+00 1.219835047618277713e+03 1.380066150215735661e+02 8.107731813604234228e-01 1.219835047618277713e+03
1.707713925265093167e+02 1.593211571830246420e+00 1.216898651354209051e+03 4.411785942246331871e+01 2.583445550788887601e-01 1.216898651354209051e+03
1.793952616835979939e+02 2.553233990828086775e+00 1.219206563511552531e+03 3.539520524325482853e+01 1.973028992576284502e-01 1.219206563511552531e+03
1.722521593743742301e+02 1.181744493399242257e+00 1.210882022297985259e+03 2.648547364971771003e+02 1.537598933210118313e+00 1.210882022297985259e+03
1.735173369246954280e+02 1.812043042752402855e-01 1.212245922735694421e+03 3.228101668986737423e+02 1.860391431887695068e+00 1.212245922735694421e+03
1.706922137359806868e+02 8.742746594934411863e-01 1.215056428017648159e+03 3.429747214667317508e+02 2.009316734254968484e+00 1.215056428017648159e+03
1.665279163430925280e+02 1.536633415509445433e+00 1.213222790288303941e+03 3.016605297485667165e+02 1.811471231808752469e+00 1.213222790288303941e+03
1.768271204435992559e+02 1.918988054898037143e+00 1.216830565023353529e+03 9.651192265029023076e+01 5.457981920882643001e-01 1.216830565023353529e+03
1.754142464414891833e+02 2.109545764954680269e+00 1.211372173941669189e+03 3.424204249824008457e+02 1.952067360142369701e+00 1.211372173941669189e+03
1.731878150151234763e+02 1.794814250366111530e+00 1.219791979180614362e+03 2.555300445773955005e+02 1.475450478748066452e+00 1.219791979180614362e+03
1.652255229882677554e+02 6.103607806589247398e-01 1.215288444492085318e+03 2.621384208372982130e+02 1.586549197098997777e+00 1.215288444492085318e+03
1.681061978107042592e+02 2.363546803211966196e+00 1.214893041404269525e+03 3.999790197898891506e+02 2.379323457427101829e+00 1.214893041404269525e+03
1.733189339953457306e+02 8.260032358189666191e-01 1.217791927226865027e+03 8.430664534593610426e+01 4.864249012066971245e-01 1.217791927226865027e+03
1.771502046320381965e+02 3.786495086953139966e-01 1.211497590467054806e+03 3.896961133614857999e+02 2.199806171101695629e+00 1.211497590467054806e+03
1.694356952962404534e+02 2.340774526123872601e+00 1.210574020691096166e+03 2.424757777071879161e+01 1.431078482507741889e-01 1.210574020691096166e+03
1.731017467955399809e+02 2.756325761091447113e+00 1.219886998634517795e+03 1.636159483480650465e+02 9.452010241197673635e-01 1.219886998634517795e+03
1.737955889074968354e+02 1.868807384190221743e+00 1.214560845490580959e+03 1.323227187130066795e+02 7.613698342104401329e-01 1.214560845490580959e+03
1.809832175831401742e+02 1.047697982390990212e+00 1.216855715685848054e+03 3.549572002529324664e+02 1.961271354289366720e+00 1.216855715685848054e+03
1.765678849698513773e+02 4.748477155978044761e-01 1.217885840773808695e+03 2.973383289307166137e+02 1.683988733180366015e+00 1.217885840773808695e+03
1.788607031146909776e+02 2.329479017957047482e+00 1.217719916909560652e+03 1.780859546914159353e+02 9.956684257090376855e-01 1.217719916909560652e+03
1.768105227979825145e+02 1.626608397092555336e+00 1.214899203921115713e+03 1.968323418203435722e+02 1.113238842946227214e+00 1.214899203921115713e+03
1.727407882908288457e+02 2.944297771357117455e+00 1.217515560300189691e+03 2.664165297304087971e+02 1.542290806742563580e+00 1.217515560300189691e+03
1.736352945999514645e+02 2.171496554201291840e+00 1.216730334838967565e+03 2.317578716904758380e+02 1.334739415879913071e+00 1.216730334838967565e+03
1.743415645359992823e+02 1.796107919809809550e+00 1.217533105526116515e+03 3.888426972383380189e+02 2.230349935617601975e+00 1.217533105526116515e+03
1.767727652638190250e+02 9.855789106014429812e-01 1.216886873516702963e+03 5.323033364127289957e+01 3.011229335120200190e-01 1.216886873516702963e+03
1.702837397217366515e+02 4.243149246621867876e-01 1.215689235620445061e+03 1.320392222473888069e+02 7.754071085304808930e-01 1.215689235620445061e+03
1.761046916844925647e+02 1.465416357030701500e+00 1.213103481636461083e+03 3.756235906959917088e+02 2.132956181365998294e+00 1.213103481636461083e+03
1.755989517135329834e+02 2.032373460638765561e+00 1.216390835768699617e+03 5.329124568112833771e+01 3.034827096693955562e-01 1.216390835768699617e+03
1.663530742925789809e+02 8.430006135324070726e-01 1.216354186356432137e+03 5.889098498321266817e+01 3.540120026855421709e-01 1.216354186356432137e+03
1.771761845308834040e+02 7.658476985314818242e-01 1.218211227203065846e+03 1.147130582219730428e+02 6.474519051513807355e-01 1.218211227203065846e+03
1.769918876601346938e+02 1.202805329188341377e+00 1.213596633991816589e+03 1.323575856856179200e+02 7.478172442557088351e-01 1.213596633991816589e+03
1.646629577842159051e+02 1.867291961884862683e+00 1.212281895434006856e+03 2.107805872397961764e+02 1.280072883884519674e+00 1.212281895434006856e+03
1.728465714534600295e+02 1.093098781694237465e+00 1.219564008913260523e+03 1.708947438560628598e+02 9.887077447878523939e-01 1.219564008913260523e+03
1.764871410295217515e+02 3.809700388949130989e-01 1.213239734040351550e+03 1.655955570580401570e+02 9.382868128071737424e-01 1.213239734040351550e+03
1.714304340391574613e+02 2.931450038961993521e+00 1.210396053965539068e+03 2.287297457920744037e+01 1.334242353605829823e-01 1.210396053965539068e+03
1.712126160710658382e+02 2.086509866767260135e+00 1.219101122763652711e+03 2.542581632134375269e+01 1.485043386685369338e-01 1.219101122763652711e+03
1.729601865658289626e+02 1.208947880468586034e+00 1.217812173551649948e+03 2.088795225948734640e+02 1.207674012975081590e+00 1.217812173551649948e+03
1.695807277560703596e+02 1.061635995422048007e+00 1.216369495095261755e+03 2.399899338571740515e+01 1.415195801036909506e-01 1.216369495095261755e+03
1.778336115464045406e+02 2.421823110990822592e+00 1.214117388563101713e+03 2.032192380013233901e+02 1.142749316252257730e+00 1.214117388563101713e+03
1.742957964017452923e+02 4.939834886397574953e-01 1.215894090433410156e+03 1.952488622196761128e+02 1.120215554537154601e+00 1.215894090433410156e+03
1.764188851232700586e+02 1.007204916317229415e+00 1.217487880090840918e+03 3.488258055455220870e+02 1.977258870566976245e+00 1.217487880090840918e+03
1.729125880700883613e+02 7.711484384176896523e-01 1.218845225171499123e+03 2.306933791072891609e+02 1.334161854160553995e+00 1.218845225171499123e+03
1.749158085753334717e+02 1.780908198508577511e+00 1.213930908828117026e+03 3.749463911300307473e+02 2.143582070619690416e+00 1.213930908828117026e+03
1.775129831272177512e+02 2.985113107309766978e+00 1.211458831719943873e+03 3.583884808748578621e+02 2.018942358813341276e+00 1.211458831719943873e+03
1.742707423413621086e+02 2.340319888787123936e+00 1.216022215609340265e+03 1.979342966121623704e+02 1.135786156372984301e+00 1.216022215609340265e+03
1.696997871626108179e+02 1.396133253179027367e+00 1.212820322640658333e+03 1.079803007709681140e+02 6.363019222145431808e-01 1.212820322640658333e+03
1.743443336778890114e+02 2.166648068169794161e+00 1.217217516634244248e+03 3.235897602510402749e+01 1.856038297458468544e-01 1.217217516634244248e+03
1.770660915322771416e+02 2.001286775416691199e+00 1.215865781340168951e+03 1.911567961741764350e+02 1.079578786203290175e+00 1.215865781340168951e+03
1.751140323021067218e+02 2.175382051828403385e-01 1.218944395996931462e+03 3.483928513407471996e+02 1.989519896039512403e+00 1.218944395996931462e+03
1.756755935953254664e+02 2.870781349928261950e+00 1.217861484973129109e+03 1.600775578225277513e+02 9.112111395010947801e-01 1.217861484973129109e+03
1.681347699987603050e+02 5.751170404209332565e-01 1.219634951727495036e+03 3.586705945012163284e+02 2.133232730528378251e+00 1.219634951727495036e+03
1.753533112286799565e+02 1.537803703995139770e+00 1.216827190909117235e+03 2.806095301503618344e+01 1.600252246074875817e-01 1.216827190909117235e+03
1.736541643378945992e+02 4.755182303676234179e-01 1.215998645089461206e+03 2.514327132050265163e+02 1.447893369926857465e+00 1.215998645089461206e+03
1.765238712431482497e+02 2.231483477795618953e+00 1.212979993298043382e+03 9.881648103893149937e+01 5.597910375691868001e-01 1.212979993298043382e+03
1.695533753623858217e+02 2.042351062836035958e+00 1.218728107320111349e+03 1.700368119167338250e+02 1.002851235213187309e+00 1.218728107320111349e+03
1.695716035329557485e+02 1.440446025928273865e+00 1.217930432938915374e+03 1.022846332496987429e+02 6.031943504610429718e-01 1.217930432938915374e+03
1.748348838167053145e+02 2.324335201986069688e+00 1.215661158562157198e+03 3.212939059848154670e+02 1.837699084821401874e+00 1.215661158562157198e+03
1.747671116395348179e+02 1.680815191181559198e+00 1.211935289469962754e+03 1.384397695280259768e+02 7.921385678877862491e-01 1.211935289469962754e+03
1.723884481011478442e+02 1.700860392905866991e+00 1.218447118808995356e+03 1.835066549318250679e+02 1.064495080460111209e+00 1.218447118808995356e+03
1.663530742925789809e+02 8.430006135324070726e-01 1.216354186356432137e+03 5.889098498321266817e+01 3.540120026855421709e-01 1.216354186356432137e+03
1.732016902514374692e+02 1.134426854949899921e+00 1.215757568336797249e+03 3.027948132464092623e+02 1.748220890955746620e+00 1.215757568336797249e+03
1.693634143061001964e+02 2.943350869690808391e+00 1.210941221162438978e+03 1.328656643166585241e+02 7.845003884754165879e-01 1.210941221162438978e+03
1.756938315746851060e+02 6.012663816142058693e-01 1.213626397692807586e+03 6.546807630201628569e+01 3.726259238315187128e-01 1.213626397692807586e+03
1.727065178820222968e+02 2.471483787279812605e-01 1.215701770268993641e+03 3.171387799652756030e+02 1.836287268451075816e+00 1.215701770268993641e+03
1.772141991135819410e+02 1.976129647739127249e+00 1.214666495529251961e+03 3.527414010295080402e+02 1.990480462592195687e+00 1.214666495529251961e+03
1.753424661149471433e+02 1.798927243494797823e+00 1.210734870094242979e+03 2.612800521858080742e+02 1.490112794549860231e+00 1.210734870094242979e+03
1.652871526485646427e+02 2.628013414190155217e+00 1.212697102505055682e+03 1.702627369934577075e+02 1.030102668387495424e+00 1.212697102505055682e+03
1.772006528239703300e+02 9.715287831769003901e-01 1.215873966592332408e+03 6.441755225726669210e+01 3.635288653324463826e-01 1.215873966592332408e+03
1.736420472622938007e+02 6.725949040546979063e-01 1.216972066440067010e+03 1.406048808928914298e+02 8.097398245973320696e-01 1.216972066440067010e+03
1.704677752712723304e+02 1.804632121565776348e+00 1.210626349362982182e+03 1.753616592850719371e+02 1.028708558001720563e+00 1.210626349362982182e+03
1.620021003168427569e+02 9.024711986280756770e-01 1.212951324699011593e+03 2.540324747533151708e+02 1.568081365960564355e+00 1.212951324699011593e+03
1.674966284736950684e+02 4.362797811648935209e-01 1.211694737469940264e+03 3.720741964861451265e+02 2.221383199630065697e+00 1.211694737469940264e+03
1.772758748747689879e+02 1.825485525445370016e-01 1.218548536930247565e+03 3.686932497955620534e+02 2.079771147969310174e+00 1.218548536930247565e+03
1.698562015935216323e+02 2.688422965476587656e+00 1.211689573942428979e+03 1.445120980598748872e+02 8.507908260288484792e-01 1.211689573942428979e+03
1.735840420333893803e+02 1.439622554129465382e+00 1.216827585531583509e+03 1.526518879090329506e+02 8.794119904159733991e-01 1.216827585531583509e+03
1.723405921691300478e+02 1.959254781267706802e+00 1.214737810498372937e+03 8.624997261424432793e+01 5.004623201572913072e-01 1.214737810498372937e+03
1.725455172086169569e+02 1.711465552653085087e+00 1.212013530198021726e+03 5.776178581716937543e+01 3.347625991774229592e-01 1.212013530198021726e+03
1.665979849275250615e+02 9.015912084372325053e-01 1.213563961863402938e+03 3.544920648435897874e+02 2.127829247141278746e+00 1.213563961863402938e+03
1.754205092217365518e+02 1.136845248516099582e+00 1.215885382776204551e+03 1.895358323419032729e+02 1.080465637585879657e+00 1.215885382776204551e+03
1.641309005975176092e+02 1.750929401445947553e+00 1.218536408403085261e+03 1.434093828186037740e+02 8.737500513097944399e-01 1.218536408403085261e+03
1.736955692565514937e+02 2.137355465564624524e+00 1.210705202472711562e+03 1.381183317415730727e+01 7.951747550771995354e-02 1.210705202472711562e+03
1.702750156721700989e+02 2.306132933791943618e+00 1.215125060671279925e+03 1.163770172337267468e+02 6.834650214203299434e-01 1.215125060671279925e+03
1.740964243947467480e+02 2.775838142199795744e+00 1.212138481264314805e+03 8.693226611370016599e+01 4.993340122631679812e-01 1.212138481264314805e+03
1.801489816572031941e+02 2.820947044228410139e+00 1.213066713636558916e+03 1.479799286944785877e+02 8.214308364843407873e-01 1.213066713636558916e+03
1.708204556607074096e+02 1.448036832876361535e+00 1.219409513824479973e+03 1.302684797184954562e+02 7.626046846359054721e-01 1.219409513824479973e+03
1.811938211180290068e+02 1.503591734655153944e+00 1.215754558647934800e+03 2.945238174009427325e+02 1.625462808740541831e+00 1.215754558647934800e+03
1.783341977031055308e+02 2.705411708301263207e+00 1.212576079836167537e+03 2.059778148421337107e+02 1.155010185904163267e+00 1.212576079836167537e+03
1.738029476917493241e+02 1.874593442980294067e-01 1.219997588683148024e+03 2.564651312449746570e+02 1.475608639847881154e+00 1.219997588683148024e+03
1.784728161254661813e+02 2.697596129538621934e+00 1.217437682684193760e+03 3.140976243614265400e+02 1.759918575726492129e+00 1.217437682684193760e+03
1.775129831272177512e+02 2.985113107309766978e+00 1.211458831719943873e+03 3.583884808748578621e+02 2.018942358813341276e+00 1.211458831719943873e+03
1.723184388985237092e+02 4.499231550748841180e-01 1.218644647542209441e+03 1.098614082039812416e+02 6.375487667264518876e-01 1.218644647542209213e+03
1.785959861498838279e+02 1.532646920692924741e+00 1.212210267134211790e+03 3.514651320465263211e+02 1.967934104362036640e+00 1.212210267134211790e+03
1.737042280482460797e+02 2.322597900268179583e+00 1.219305582021118880e+03 2.347102835372129732e+02 1.351206508755921298e+00 1.219305582021118880e+03
1.756009184254743332e+02 2.526426184020924115e+00 1.219819720354577385e+03 1.776647298785449038e+02 1.011752851132988074e+00 1.219819720354577385e+03
1.714841040158273131e+02 1.018489487877471400e-01 1.216179369249738102e+03 3.834862264377858878e+02 2.236278567268203510e+00 1.216179369249738102e+03
1.808778319777684942e+02 1.316475829468012892e-01 1.211869569226570547e+03 3.248349305360838457e+01 1.795880274460658899e-01 1.211869569226570547e+03
1.700898151322602416e+02 2.425742850929801797e+00 1.215315081973880979e+03 1.081473342877410744e+02 6.358248681947635816e-01 1.215315081973880979e+03
1.723900953430354264e+02 9.795119247228275539e-01 1.215943544160353440e+03 2.091851818064054100e+02 1.213440838292665358e+00 1.215943544160353440e+03
1.738488834523480477e+02 2.402959575213611476e+00 1.215321440365102944e+03 6.590114223019621420e+01 3.790714149064967065e-01 1.215321440365102944e+03
1.749182365793752467e+02 1.274532173795338341e+00 1.215350119714681568e+03 3.300309227326449104e+02 1.886772524046581578e+00 1.215350119714681568e+03
1.700759217752894017e+02 2.587528874500342191e+00 1.218320259250848949e+03 3.896401694337286585e+02 2.290977848989909749e+00 1.218320259250848949e+03
1.781130335585522175e+02 1.109654901905860358e+00 1.213991857593057603e+03 2.522846818592284421e+02 1.416430211864834199e+00 1.213991857593057603e+03
1.736822815078708118e+02 2.990031630496270409e+00 1.215387600565330786e+03 3.941520128218720629e+02 2.269385278682040763e+00 1.215387600565330786e+03
1.781130335585522175e+02 1.109654901905860358e+00 1.213991857593057603e+03 2.522846818592284421e+02 1.416430211864834199e+00 1.213991857593057603e+03
1.731348490382362684e+02 1.987442143746622092e+00 1.217947068522293648e+03 1.971503592562621066e+02 1.138709857382450341e+00 1.217947068522293648e+03
1.848280928195053150e+02 6.176167746334865205e-01 1.216329419852828096e+03 1.682156219686633847e+02 9.101193406401433261e-01 1.216329419852828096e+03
1.729049355093524127e+02 1.667713669195155957e+00 1.212030864895120885e+03 8.807776431067169653e+01 5.093999431028825020e-01 1.212030864895120885e+03
1.658165500016013425e+02 4.571627393790427263e-01 1.216645641723907374e+03 2.945986080360476080e+02 1.776653826371388023e+00 1.216645641723907374e+03
1.704840877378934465e+02 1.711455916648966236e+00 1.218306947447283619e+03 3.643181605635436426e+01 2.136962841503751431e-01 1.218306947447283619e+03
1.692245735649742073e+02 2.218667253378260984e+00 1.216147677001960574e+03 5.269342663606197874e+01 3.113816482204353475e-01 1.216147677001960574e+03
1.744166736612788782e+02 6.490118779669519222e-01 1.219496293338499754e+03 3.659288686966509658e+02 2.098015407674228783e+00 1.219496293338499754e+03
1.757851449133411847e+02 1.353654937147090287e+00 1.216692447490418090e+03 1.274391674988689829e+02 7.249712002780105413e-01 1.216692447490418090e+03
1.786950172558402983e+02 2.479170917094173365e+00 1.217365514341624930e+03 1.091428856787016031e+02 6.107774427892419533e-01 1.217365514341624930e+03
1.747777808506995143e+02 7.688880667671493807e-01 1.217632977070443985e+03 3.031793595203894824e+02 1.734656190533592435e+00 1.217632977070443985e+03
1.622183221631987635e+02 2.027859909624662116e+00 1.213735719654720469e+03 3.855131627482363683e+02 2.376508137967258794e+00 1.213735719654720469e+03
1.649279683377264405e+02 2.376253429167721087e+00 1.219528284628388064e+03 6.213555894948832048e+01 3.767436146563816202e-01 1.219528284628388064e+03
1.719828589455030396e+02 3.953962668899646538e-01 1.217417520261181380e+03 2.919790721496511310e+02 1.697721935429459483e+00 1.217417520261181380e+03
1.785548955305735035e+02 1.643100992867934984e+00 1.216122735984209612e+03 3.664730571036159290e+02 2.052439144917567848e+00 1.216122735984209612e+03
1.769987568105553919e+02 5.495087652926705646e-01 1.216720147192540253e+03 1.140880274240673344e+02 6.445696539336577269e-01 1.216720147192540253e+03
1.732084250160124270e+02 6.596389688212433988e-01 1.211060735708564380e+03 2.654062871275377802e+02 1.532294327501690701e+00 1.211060735708564380e+03
1.745891174153895804e+02 2.089730226862421159e+00 1.217225863193289797e+03 3.083389157026207954e+02 1.766083248871739286e+00 1.217225863193289797e+03
1.768649048832160702e+02 1.988740041949792925e+00 1.214545138842858705e+03 1.361686358336154399e+02 7.699019538303973897e-01 1.214545138842858705e+03
1.738004847443734207e+02 1.963741798563044538e+00 1.214530804657345925e+03 3.227758733854093407e+02 1.857163251645411961e+00 1.214530804657345925e+03
1.714358652317339420e+02 2.995069424759175813e-01 1.210790421783590091e+03 2.770510735233831383e+02 1.616062503309249720e+00 1.210790421783590091e+03
1.744166736612788782e+02 6.490118779669519222e-01 1.219496293338499754e+03 3.659288686966509658e+02 2.098015407674228783e+00 1.219496293338499754e+03
1.666215563815258633e+02 2.130745433479578121e+00 1.216286393445543354e+03 3.905261162619485731e+02 2.343791072073121651e+00 1.216286393445543354e+03
1.720019331020879747e+02 2.819969247900616871e+00 1.217459067741356876e+03 2.572419720404955115e+02 1.495576051972713483e+00 1.217459067741356876e+03
1.783256086190242513e+02 1.640223210580176394e+00 1.216279246075947185e+03 2.027552447479867510e+02 1.136994547884337292e+00 1.216279246075947185e+03
1.778336115464045406e+02 2.421823110990822592e+00 1.214117388563101713e+03 2.032192380013233901e+02 1.142749316252257730e+00 1.214117388563101713e+03
1.762505234450346165e+02 1.489123705200953163e-01 1.214033829362334245e+03 8.399904939100122192e+01 4.765889357327049991e-01 1.214033829362334245e+03
1.639804146376162066e+02 2.863883463588795530e-01 1.214577178940058957e+03 1.019344168873778358e+02 6.216255588366749185e-01 1.214577178940058957e+03
1.771062024536299191e+02 2.368028981599245686e+00 1.215169595168468049e+03 1.988113436427879606e+02 1.122554381994842254e+00 1.215169595168468049e+03
1.695340472917760906e+02 2.288593526403253087e+00 1.214339134810355745e+03 2.615293214585169608e+02 1.542635981599688177e+00 1.214339134810355745e+03
1.671153549648922763e+02 1.635035584694969346e-01 1.211114915530167309e+03 1.218268034226467194e+02 7.289982625967564855e-01 1.211114915530167309e+03
1.755737960312808355e+02 2.408383509878394335e+00 1.216272252387143226e+03 5.973743058617029078e+01 3.402411517919636808e-01 1.216272252387143226e+03
1.652414634766162465e+02 3.294889199105628386e-01 1.217760306979446568e+03 3.827016634257458350e+02 2.316014730043243208e+00 1.217760306979446568e+03
1.754807876096009522e+02 1.908337503194235785e+00 1.219873112373895765e+03 1.938357724904367956e+02 1.104598259050847853e+00 1.219873112373895765e+03
1.746597900631198854e+02 6.593373171050271875e-01 1.219353980137949293e+03 1.843426019068685306e+01 1.055438128262088243e-01 1.219353980137949293e+03
1.669828522553711991e+02 1.779165923716204301e+00 1.219078947040728963e+03 2.643411687279673288e+02 1.583043798555456183e+00 1.219078947040728963e+03
1.727815093385530076e+02 2.855153134016534811e+00 1.217186463178212307e+03 2.662599374943903285e+02 1.541021018474106663e+00 1.217186463178212307e+03
1.715770343357131082e+02 1.093909742945138541e+00 1.215351225055102759e+03 3.348450742860650848e+02 1.951572805664052446e+00 1.215351225055102759e+03
1.719113543435517499e+02 1.996495814903713528e+00 1.218297332759165784e+03 3.130992457742984811e+02 1.821283108203507473e+00 1.218297332759165784e+03
1.776296212583811496e+02 1.069569469111612436e+00 1.215556959494830835e+03 7.108448963572254797e+01 4.001837595111606416e-01 1.215556959494830835e+03
1.731011492186809733e+02 7.226831347808777561e-01 1.213506910553842317e+03 1.207554771701928189e+02 6.976006670969054912e-01 1.213506910553842317e+03
1.814387081995438393e+02 2.879128392351112953e-01 1.217580261632188240e+03 2.373146418731928406e+02 1.307960380825669233e+00 1.217580261632188240e+03
1.698745898536746495e+02 2.323655924560208863e+00 1.215634869871087176e+03 3.681744742554125196e+02 2.167331056237121523e+00 1.215634869871087176e+03
1.669462128259154952e+02 2.648257481317345174e+00 1.219768088785581540e+03 4.561797115288645443e+01 2.732495118080633389e-01 1.219768088785581540e+03
1.748621829373827552e+02 2.694300296496737968e+00 1.217525926274937547e+03 2.295218321956433272e+02 1.312587023335022085e+00 1.217525926274937547e+03
